,UKF259,UKF266,UKF269,UKF275,UKF296,ZH1019T1
IGFL3,,,-0.018557924408415284,,,
BMP1,0.03133326085076027,0.00568486321856395,-0.1383729506152143,-0.056523030040825775,0.02076000153908106,0.06107084820756685
NDP,0.038051464231174115,-0.04459158922723874,-0.05911226102868491,0.07031910814140852,0.018021829078107343,0.14650732544344514
TNFSF18,,-0.02107045682091541,-0.027557960622339065,-0.011674764661574738,,-0.047829179071119034
RTN4,-0.014573440504744186,0.023764241488162547,0.1257304368671454,0.011300306799413334,-0.022898175281510252,-0.023050132882770417
HEBP1,-0.010224815528393988,0.02705975659932688,-0.1276877938251047,0.0018300159338860637,0.05553001737523998,-0.13308981225418934
WNT7B,-0.024950399184458325,-0.052894307372441454,0.005926496526270859,-0.0244090557595802,0.03960606493270237,
PTMA,0.05073071574163175,-0.037529444801220946,0.07320239902965057,-0.011077214603071525,0.0232858215316087,-0.12335837489172949
CEACAM1,-0.017673042117137442,,-0.0362647065949232,0.04144303038234645,,-0.033632030186094286
PDAP1,-0.062121942164574624,-0.036000710403426124,-0.04892095228304916,-0.016354645401807297,0.07844449053968328,0.00185636977761585
QDPR,-0.006091535641495802,0.07949829455456331,0.15800833682252202,0.023215024879253015,0.047399509469419676,-0.06978155651166454
POMC,0.019323115386800337,-0.04023834067366048,-0.04674721730692064,-0.013546473694648937,0.046816658568420454,-0.020284046031172766
CCL17,0.018533363220826563,,,0.023126552988435446,0.08921241889417332,
VEGFD,-0.018604480703326952,,-0.031089501431603137,-0.015513199125871216,-0.0006776598549143486,0.04127357578947858
TNFSF13,-0.011518565903562625,-0.020433947571042343,,,,
WNT5A,-0.08628000362136332,0.02167021710328409,-0.10425003679283293,0.02711073762083941,0.012390708553565565,-0.038434192410323066
CXCL8,0.07302475788694333,-0.01663828912656884,-0.031463800660441986,0.027964387944772427,0.034840777421689166,-0.07284664821005302
GRN,-0.011051555452067876,0.03551752601713126,-0.141741760783948,-0.014303420847291108,0.027225310504437526,-0.13230183440423157
MIA,-0.017860369783408703,0.006804929600737426,-0.05301242384559758,0.012685371960648395,0.03702788620564585,-0.04648338691379676
COL4A4,-0.02338635405840197,-0.01944199833354552,-0.018287457039452438,-0.015201826028453276,0.043003782763994344,-0.03580123274845358
TAC1,0.015348093698739193,0.05514199167486869,0.04504891559363805,-0.007710181833206014,-0.05883843786591935,
RARRES2,0.01091790976851213,0.00965334831958833,-0.12315664857339903,0.056460254394366874,0.03187547063169386,0.12413533894614037
FGF7,0.024663225993297407,-0.04270730055498668,-0.052116468145106294,0.028477267955182354,-0.04143628815187124,-0.009497332945332781
HBEGF,-0.05181954413683998,0.011477357464252994,-0.09505504560371757,-0.0270071148798302,1.5993266761292737e-05,0.01596604353100228
CSF3,0.08376356916786318,,-0.019347777557901784,,,
PI3,0.0026129594328542652,,-0.02178585289322053,,,
PCSK1N,0.02380448607831296,0.04312505293192595,-0.03409858520087675,-0.00685900413351893,-0.0438187389278527,0.13292576541232728
NTS,,0.037255870476495916,-0.0237807459892295,0.11202088011556581,-0.025809382776772274,
SFRP1,-0.014570484316984624,0.0010691598062503164,-0.010844711094831934,0.04345458332317926,-0.02386586418094078,-0.013891643517497998
MICA,-0.01095365307734835,0.07415244791598868,-0.06685656166410717,0.059756933858810785,-0.005042703165450305,0.005284486297300815
TG,-0.015723861041687392,-0.027395595688906156,-0.023351036505901437,-0.014669358795969116,-0.017271622093401377,0.01710313470062714
ADA,-0.04162838999173831,-0.04652347384784623,-0.08252186220152864,0.03656243569128152,0.002859299801778074,-0.056299343164556606
LAMC3,-0.010415168945808644,0.004380634562701623,-0.10448806293901904,0.027347479935503675,-0.02368015058278812,-0.053295113664993586
CCL7,-0.011368326410666397,,,,,
NGF,-0.014152150569220515,-0.026142746252356047,,,,-0.0681614193550716
TNFSF15,-0.012659187475999282,0.06334335217466336,,,,-0.03353536215539401
HMGB1,-0.00274744841585575,-0.016647041822605457,-0.12282632026088233,0.030347482880632305,0.0306670216207889,-0.15560466561054453
ITGB3BP,-0.05349458737286302,-0.00802120471296109,-0.09704657767749933,-0.012044879167439088,0.061804483198912234,0.08400977544556609
AANAT,-0.01151856713291724,,-0.017452218945246793,-0.013192240093214668,0.05298745426595673,
RELN,-0.019993653016748103,-0.010328929300566208,0.09975648387977828,-0.029045054216034576,-0.03298317372037899,-0.010221506349591585
IL15,-0.03998060379908076,0.010690238221283262,-0.04552249871525249,-0.03741892407813945,0.027851971186826516,0.02102081749178857
UTS2,,,-0.057568662283519395,,,
BSG,0.08854488668188285,0.028579644028979095,0.0320663884299497,-0.021009825528482635,0.04270668005910051,0.045980707657127605
ADAMTS3,-0.046463093065730404,-0.025670336480697543,-0.1293491349357449,-0.009288892667269991,0.029500953090784546,
CD34,-0.0143839878302001,-0.00721415888209545,-0.0776361855879938,0.0052127818183763455,0.042179469424511486,-0.0772076002495793
CCL23,,,-0.019857854802275848,,,
PLAT,0.006725260369270844,-0.023187095193798454,-0.11558894937138368,-0.032459330335952226,0.029328401739512372,-0.10733536317268626
NTF3,,,,,0.004415842281905802,
LTA,-0.014570483635354466,,,0.07309377223478576,,
CKLF,-0.048712924678513736,0.06221270867719588,-0.1626296833131626,-0.0023807830197686013,0.020933492172071515,-0.11606328228567345
