,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,0.07663805707929704,,-0.02513360678224332,0.12177209412256766,,-0.02708484002511426,0.0555832777104933,,0.09039119039256505,-0.011923121789723077,,,,,,-0.0635497390380652,0.07333252348939333,-0.004181422770555891,-0.0008220566111241142,-0.017006895577174504,,0.07696865854504695,
PDAP1,0.07005692843503258,-0.009975521468600807,-0.0328895609037181,0.07652475263532378,0.03042802313814707,0.014918347557022671,0.028429951613536876,0.017409929597856963,0.20333813311441712,-0.07121289587100285,0.02946619351434013,0.06866963463153361,-0.38994437032524626,0.015541785290420537,-0.026889742534903824,0.03294042720862343,0.002102406977907847,0.036284360376959195,-0.020373648224939776,-0.013150462233433843,0.039863451268927694,-0.03712357269556956,-0.0729316130242736
QDPR,0.05605807917905259,0.05405670448060803,-0.05749618215459526,0.023177297702456134,-0.11582129439102794,-0.04289369753784352,0.01838840574434044,-0.024445796288289075,-0.24775454061215296,-0.06360666495362804,-0.025662440190023592,0.0028092449813579526,-0.13377202125674567,-0.058254598291197196,-0.008710280892919203,0.07154304137576169,-0.035428079439459206,-0.14246315304384802,0.08608680624031642,-0.008482444541906844,0.04171764609294547,-0.009452688090267874,-0.022020574757328604
POMC,-0.013075667539186535,0.03508656598634757,-0.05339305378202301,-0.012887217166878436,,-0.006363121212052751,0.07156738517109859,0.030146185709293654,0.036408281803356014,0.005951134758076133,-0.027740779205765537,-0.02363757293548254,-0.1456907287543719,0.024467852193621707,0.15528434979619118,-0.004713605776219932,-0.08514430739545593,0.04820292759952357,-0.02513371916486133,-0.027821047042679643,,0.013270682414763939,-0.016015765797382415
CCL18,,-0.04545940867536782,0.141865329864645,,,,,,,,,0.041826013907092834,-0.2763397711797865,,,-0.03770617871351985,,-0.04533805165083193,,0.03198784801122402,,,
CCL17,,,,,,0.0039332808091329515,,,,-0.005425277258412556,0.027628165455452363,,,-0.03380938349785323,,,,,0.02451797240185245,,,0.16069610005388163,
VEGFD,,0.0162053565483562,-0.03136437649950901,0.0012598781735269273,,-0.006348873350504453,-0.019728401739943967,,0.021647433587756604,-0.03679033144454363,0.049261869845837504,-0.028771464283905812,-0.09527388839959319,-0.036234563484070045,,0.04064995285281037,-0.024886942196772215,,0.03189317267535951,,,,
TNFSF13,,,-0.009023143331512981,,,-0.023159104385819397,,0.007799790484148558,,,,,,,,,,,-0.038597315604720274,-0.019097603887908623,,0.030715997135326308,-0.04248047623807481
WNT5A,-0.03707204705871211,0.0796501467675037,-0.03784735809369752,0.0043452311333918,-0.05489866218353108,-0.052594937813337475,0.10085302209293268,-0.020225456533743847,0.13539043049754737,-0.021781406295284578,0.07051180783445263,0.058256881809926594,-0.12378516981186727,0.060615433169796035,0.03638831699319221,0.05983707775535966,-0.07073857856377609,0.05062235836937041,-0.012791392561408816,0.03228152214769473,0.045126421406552215,0.036233175366240586,-0.02142074427129092
CXCL8,,-0.0927797996805544,0.12949460901662696,-0.014594698208422924,0.26189720997085264,0.06900711249480423,-0.08009550512263945,-0.021108621497637,0.06330047383517001,0.007683903048330012,0.039765343937387926,0.020127446574371453,-0.13829647210850396,0.2230767718939493,,-0.012764136199618277,0.027701373351899792,0.2337660687884035,-0.009038506358922484,0.022088635463025634,0.007319116429442015,-0.031000930629403192,0.041725739227959364
GRN,-0.019001614999083007,-0.060395724087301615,-0.030548745895321777,-0.007604225299411905,-0.23173336223335989,0.00421907621461822,-0.009561247152468175,-0.015161187158281093,0.20800819909050272,0.02258017692758979,-0.015667331986372296,0.07515277371019669,-0.07734954081798277,0.03609996823556237,0.031244273430158526,-0.06640563554775733,-0.06432676931066864,-0.07206427167287405,-0.04573810445154209,0.016998700997519173,0.039429027410993654,0.09417236247416623,-0.0343559903137202
MIA,0.04658379242277157,0.12333636487795743,-0.0003675063144711363,0.00944559274860744,0.024936213807830097,-7.949210372575495e-05,0.00677516322629423,0.07781397346139572,0.16364822625479172,0.0354934298847943,0.015979119135696673,,-0.011298374981904998,0.06114409615166248,0.03481605142491831,-0.040772635142522246,0.01718365390960204,0.01723268972752079,0.0362437568604772,0.029787326382121622,,-0.00304066566654934,0.043147470268396715
COL4A4,0.20381366582347232,0.11445572839707584,-0.019187718689407128,-0.018370630143741375,0.09549078712160387,0.04793919269245955,0.018441271435152617,-0.022209323786733928,0.01701106943699526,-0.009771955853725783,0.009934498142289985,,,0.002062457856186252,,,-0.04868605079776341,0.0002802655084730739,0.003774100846109342,0.0006172203178198048,,0.08098670291595478,-0.03715962117119988
TAC1,0.046421827941455496,-0.044202839736445496,-0.058505949952114465,-0.014161658714602607,-0.15769842064333378,0.005541495204213511,0.04557466936187098,-0.03177977203843123,-0.16586288390218598,-0.05941706102599006,0.03929583664219414,0.005368841298191895,,-0.02344378146017957,,,,,,-0.029341739837425586,0.0759872471257909,0.07276941342812648,0.01698567002856334
RARRES2,-0.047386860046357795,0.007101818873488252,-0.02701781813954693,0.06718513306100467,0.19718551804214735,-0.04480743932424304,-0.057928935967299554,0.03802647900588122,0.245383222566954,0.027721332620728886,0.02884304555754597,-0.0320406191063994,-0.12416293896934363,0.021105678083698724,-0.02446985080584579,-0.004915213204766134,0.042096425620353616,0.11044638762505038,0.004298106599081875,-0.001223489059439881,0.017338272911426773,-0.03938761785760782,-0.059897623936011946
FGF7,-0.052250099877794824,-0.02864401243867485,,-0.03290311727267198,0.028217105380216666,0.03381915058529507,0.06269271178243897,0.008023492665300844,0.07379435830071547,0.006923890020239182,0.035804700328001635,0.04800105413877087,-0.13056878491073048,0.022154830388355383,0.08734337768634266,0.010568177368327903,-0.0207609885960235,0.13184924605644557,-0.025816690947367358,-0.007090718229959012,-0.09535388908665847,-0.026436751272899347,0.004243343236182906
HBEGF,-0.005200107607143605,0.044178382336547306,0.06492964239869561,0.041035507444373065,0.014272174819337033,0.02395026835302479,-0.059921299877767585,-0.016195731060372184,0.125791220400541,-0.002837982154617301,0.009054037103955987,0.040083822949929925,-0.28639134284707324,-0.06942542543280178,0.05658806876855622,-0.09080401464662956,-0.04697678247813071,0.07953472996927634,0.029721683421717004,-0.04787795365960349,0.013883352558770655,0.07640799315330989,-0.0464939187687448
CSF3,,0.01609155669957643,,,0.09150739373816273,-0.0036552507801044937,-0.05324723937055592,,0.06700080584939723,,,,-0.1281810967773632,,,,,,,0.02255698100089692,0.008311647899870324,-0.02423401682190196,0.0467320456947694
PI3,,-0.14094941458027327,0.08038064270250606,,0.15901232495974202,0.04667941159485635,-0.05562094905445604,,0.047585538128209454,,,,,,,-0.03436193435958649,,,0.003212787924220528,0.04206135099190689,,-0.044654347299143665,-0.013957009920693882
PCSK1N,-0.012467411468787002,0.016508144532349063,-0.10248831856255407,0.0008480089579403136,-0.2196701495100173,-0.04968274779872071,-0.027965791336622216,0.013145777570333538,-0.04677393727074941,-0.020690308261537952,0.035988045704323145,0.015159487770833053,-0.01785066229231509,-0.07029052559996672,0.024465043440392853,-0.10045906366130818,-0.02506914463100181,-0.04146065645256704,-0.011061697731116992,0.03335289435261802,0.015819424639089308,-0.07273695095106811,0.01625596786793637
NTS,,,,,,,-0.05243507278968678,0.0022919859641542164,0.014347252197049076,0.00513162563431335,-0.0038450716023206185,0.05046541118790881,,,,,,,,-0.042222037512341964,,0.010423722411569962,
SFRP1,0.11902548294927054,0.025528271541823484,-0.0076449546987127906,-0.0395219493685131,,0.12870980767949763,-0.019960865175704376,-0.00201789704247386,0.0668309006477094,0.020719610362865733,-0.006610806406480489,0.0047404878741545056,-0.07460663633864631,0.006081755495576845,0.004280695431417343,0.057801915369488914,0.1442384307452942,0.011472561975920326,0.0470634427554393,-0.06509471789768292,0.04857495455036288,0.01259876169098461,0.0055434948928307914
CXCL13,,,,-0.019583946208446442,-0.0679325380583901,,-0.008751610362997887,,,,,,-0.16654318993664013,,,,,,,-0.030383608464981806,,,0.022716184553494122
MICA,0.03783793132457449,-0.025663555284343224,0.02190035239180426,0.005910444607497994,0.011551853780196844,0.031537492108233436,-0.04060042859561184,-0.029512221021618996,0.15939504939570606,0.03482526798086418,0.011609209063048116,-0.006291624304116509,-0.11066110081980415,0.064822082645588,0.029836341277804393,-0.08761952807495879,-0.10876490956663777,0.015413728583727571,0.09504495475434256,0.006221486210914458,-0.06795475041350552,0.05958863117208469,0.04199915780110718
TG,0.151712595992141,-0.00022675741246967697,-0.041693742668240004,-0.03432108609184394,,-0.022554166336014526,0.003920856906451037,-0.019438433574885925,0.0610575749865373,-0.03702096307914133,-0.0002228373630064783,,-0.11831893040067203,0.12726867914890796,-0.05072043980706256,-0.005055513006945413,0.03659415225782052,-0.04446946861096606,,-0.0008958796755868443,,0.051108610726234766,0.02375534473183705
ADA,0.012214287931384162,0.05050911423856505,-0.02204762694076355,-0.03183494701516114,-0.09685726169447684,-0.00394512746198547,0.02103207463431054,0.0004597463308298832,0.2005131343791408,0.042253460336380874,-0.03960080034851169,-0.0367483027588059,-0.33703630262842055,0.03020304454667065,0.07172751861627857,0.03290826423172283,0.030956948152102478,0.0825396992852963,-0.019662584698339095,0.017689177850881626,0.04081561366654433,0.15735149236115267,0.02815264664055331
LAMC3,0.00026818675960200284,0.0690956479528325,-0.006780213718837302,0.012819546348529401,-0.10441950050322452,0.028971947379638558,0.041233878746831126,-0.018854788865702812,0.21013800123912887,-0.0034040957406202567,0.05037995425238421,0.04905239203919103,-0.2303641790550449,0.00011627670091153374,0.11704514561276956,0.07015567739211248,-0.018940536806693442,-0.0009820585746684136,-0.08666840063122062,-0.04861095919534509,0.05245485308582814,0.1276192412720873,-0.03051431184941404
CCL7,,,0.014389882719000576,,,-0.022857034481632784,-0.036147479966538915,,,,,,,,,,,,,,,-0.02539490051243862,0.004127607843104689
NGF,,-0.04725983294038039,0.005074210698387838,,,0.06381328513136258,0.04980242951435274,-0.017707035688902757,,,,-0.009924067708755757,-0.14924054435941683,,,,-0.005672867125597142,0.11487051880620727,,-0.03239739729292169,,0.05720924803941014,-0.056599395871254746
TNFSF15,,0.017588599744024,,,,-0.02545242581853419,-0.04330899937423941,-0.006293776229117709,,,,,-0.0801286664902909,,0.20716627110597066,,-0.04974084523932627,0.03981964190278671,,-0.015140622041709323,,0.04095566165385175,0.029014580920240306
HMGB1,0.08890511395016261,-0.114418513779194,-0.16230721464541056,0.027698522037111123,-0.2818991913648767,-0.014447247550892892,0.056142478584115765,0.01464954998106069,0.17449525354298992,-0.00608610868763775,-0.03484239739330856,0.0363127136036169,-0.40848384947034194,-0.05415505744299145,0.0001464397437748696,0.04306418883616274,-0.017238278703604875,-0.047826369806292235,0.015197760298255696,0.0446816785722405,-0.1179579323188683,-0.07880874128185886,0.003797978754627179
ITGB3BP,-0.008554546871828864,0.03407766958189756,0.058138433772856726,-0.025384405245418906,0.10368482808843166,0.025574416434114837,0.020672674877641316,-0.04681456601355706,0.17555618275883453,-0.027274269577038598,0.020667112689138088,0.0018571712218845133,-0.11860879572274347,0.03321536813490103,0.04367577875503899,0.050020181004651325,0.02171215023341905,0.07516312590595314,-0.07425313253584596,-0.021243140359029876,-0.029823610106554984,0.006182549494099939,0.05363288021467259
AANAT,,0.06465911290076143,-0.004872425907802344,,,-0.023159106857546526,0.00969190233083406,,-0.023647188925252836,-0.004674535880858037,-0.028107276170716924,0.051159086594972085,,0.02729411222935664,,0.021255921748405716,,0.0029314451995654683,-0.04452158395399772,,,-0.026868863764826507,-0.01424940741371121
RELN,-0.007518460657602213,-0.034995782205394746,-0.057130493439745945,0.02503787080594185,-0.040911941785748356,-0.040199023137551186,-0.05047261676569992,-0.02732223966728709,-0.04843803227230117,0.03716590856415646,-0.024071443913041304,-0.0587901480475546,,-0.0024020630590372203,,,0.03841877656233137,,0.07211802229677686,0.00154194399026996,-0.045327123709047394,,-0.019042800264916636
IL15,-0.0010449091579428054,-0.0022248851508183533,-0.023447986255338484,-0.014239191802454039,,-0.029143262224478817,-0.06923286510847122,0.0023711660861638695,0.042131959959059745,-0.006278801177433559,-0.022672537851945576,-0.028733392189483512,-0.2078690803639816,0.005844678778161729,0.03940153688979059,-0.04124082960982532,-0.0838889247018286,0.012264623200123741,-0.0058865381233787605,0.061419514546062655,-0.04320513796755096,0.14131405435017907,0.08475410111218419
UTS2,,,,,,,,,0.12919860245228829,,,,,,0.04724357658180145,-0.011480988699105991,,,,,,,
BSG,-0.027694536776822855,0.13419852019457668,-0.06057690702491463,-0.07842451445069588,-0.006516142089666158,-0.01724830822066825,0.03063930191220521,0.06668034000901206,0.045868181547974,0.07151011506928795,0.00727018062999309,0.0942645414801192,-0.08884147497214268,0.07406451765318103,-0.04826990356721083,-0.108019935662054,0.062289504676658475,0.11710017349049785,-0.008559907866208761,0.07242787016701313,-0.030370078918868938,0.03342297676817714,0.050422034787270836
ADAMTS3,0.005812927141991099,0.0932088278288277,0.035935452415077965,-0.029307981585239704,,0.014127304697890624,-0.052933382799763555,-0.0032322011103679865,0.16583388046256703,0.023822641398669856,-0.04312482445372978,-0.04362718409980242,-0.12858241304792373,0.05295238145062379,0.04098818302246463,0.008671447063428745,,-0.05654291648811271,-0.011885860069969006,-0.001702795654135866,-0.02796205075555825,0.01738631555137794,0.02895533646947821
CD34,-0.03716009069596143,0.06927151523739163,-0.041206223459019434,-0.03422236738194039,-0.08259548250902737,-0.008541003830291438,-0.02835944946066462,-0.01094917060862876,0.13563040410793178,-0.013820998714836673,-0.04678540738881391,-0.002836322554377203,-0.32097584250929123,-0.011474456095758723,0.0645793048063476,0.06847342900284278,-0.029902574707319465,0.09577040427928925,0.031634653716182286,0.02830648841815759,-0.0832659537459288,0.11420651694792669,0.0037495855898542316
CCL23,,,,,,,,,-0.03014822029874821,,,,,,-0.00986578018496515,,,,,,,,
PLAT,-0.00882048044718867,0.049379120645257145,-0.11087925837767629,0.0006099907001952675,-0.21666278112914497,-0.05386027962143359,0.02451921730774133,0.008023412101239956,0.182507263284065,0.001926490626869907,-0.030302245543275576,-0.009131673060101226,-0.09269628618365199,-0.07354668614845326,0.11866902442274373,-0.0005011378560684384,-0.0026083625847977817,-0.02678068032076151,-0.04946056344588935,0.060604009446781314,-0.009213577319822374,0.0807045460870304,-0.030256308017499726
NTF3,,,,,,,,,,,-0.031215519939987068,,0.049082494812958524,,,,,,,0.010008150977250881,,,
LTA,,,,0.0009820601221399517,,0.020026430465756685,,,,0.014672394778070454,,,,0.03398307093952106,,,,,,,,-0.03616144139250515,
CKLF,0.04839373245180359,-0.029328057454087755,-0.08776250483458187,0.007150317470669609,-0.11648781632437663,-0.005379262017389653,-0.02537101149994754,-0.044114237044278026,0.24984142275849447,0.0476489230821564,-0.00028624605386715177,0.013311451455659,-0.2707092236661762,0.0749778893981442,0.08979512701900856,0.04785663428781555,-0.10971459039422544,-0.03915011736549504,-0.01526645044533284,0.07613685534765535,0.011375490580781284,-0.042750010605898066,-0.034858476759961024
APELA,,,,,,,,,,,,,-0.1262538451652743,,,,,,,,,,
CD24,0.047981684117310124,0.02199052648568419,-0.09729864006607224,-0.0447419339328454,-0.051294185462919896,0.03837162899412777,0.07354908422246509,-0.016963015274966034,0.029975527391763745,-0.003852062478257418,0.015327374086649317,0.12856787120613808,-0.07156291412196573,0.0803276821336222,0.05993825109584016,0.15647740423728748,0.14280622552219002,0.20941779617477457,0.0257374192782378,-0.051904762319577295,0.020138000298247027,-0.04223166558132663,0.024526919543230122
HSP90AA1,0.042774909075727244,0.10204723513354365,0.06318476087869104,0.015616089002531032,0.18270142247480747,-0.1161715482881326,0.02230892614778996,0.011999042119171976,-0.2430061316523155,-0.00888344739203567,0.020518873410265006,0.005628154463851109,0.1263322336362021,-0.0626353745287737,-0.021809120249089136,-0.13209755853335153,-0.012209440488313829,-0.06170484902135602,0.07812390092406311,-0.027199949001390326,0.019988384789639484,-0.04048920273422021,-0.04828855487571512
BMP4,-0.031517881061196115,-0.05061830381416392,-0.04022564671167018,0.036182869994015446,0.03502392807341774,-0.006626937164683448,-0.017040028243492596,0.021417216624064494,0.007731972245750444,-0.0308783773707344,0.018563254401423118,0.04635853295458755,0.1488874621209977,-0.035841116537252506,0.021042396825846552,0.007563970351400907,-0.007597120309403551,-0.007212562630761382,0.0004094333653439769,0.0030878376746626144,,0.0448478266352226,-0.051950363668256234
SCGB3A1,,,-0.01995038471592784,,0.06426306117723826,,-0.03842539946294847,-0.008995128578264998,,,-0.02370876235853969,0.026986816389196658,-0.10737300374670455,-0.029350264924297608,-0.04070840552808548,0.07003213647840588,0.012955802000901078,,,0.01786859970759162,,0.07064802209767992,-0.026179116002131856
IGFBP4,0.08456934168481503,0.04265031204925411,-0.039270450567944024,0.022816798251857933,-0.02860027055856858,0.08133721867683866,-0.11684659633851649,0.01805313169205071,0.2056940950448888,0.04772483163638971,-0.015555778830137474,0.07918200742950254,-0.2122706843329191,-0.0005204092315572739,0.03078467208318859,0.039118999119894464,-0.017100115007697647,0.06164865258688703,-0.04902396171151173,0.04194521463692268,-0.033396368557652316,0.15342283675206822,0.004594835560808203
RSPO4,,0.06486616555017372,,-0.04080307527034384,,-0.04484152378418423,-0.022432625953713887,,,0.07706394478730891,0.02673773970514302,,,0.08522094913694171,,,-0.07528452403349171,,,-0.021175047200091834,,-0.01224857047448129,0.06406239544269525
LEFTY2,0.0333130799018647,0.08078195398189007,-0.07575990548371095,0.03705115666005305,-0.17571338519247487,0.06179628161969711,-0.01635511376938187,0.02468738050901932,0.17232878790661219,-0.015360517901357876,-0.0259969440880317,-0.023310041176328206,-0.09597021175728918,0.018289772882572015,0.020625470202439936,0.06625538652971041,,-0.024210187564286424,-0.013783509030000422,-0.02879666524466162,-0.01470286467085747,0.11348748583735284,0.02359275248332246
PF4,,,-0.004444981884601006,-0.02295906001321519,,0.04156286847789051,,,,,,,,,,,,,,,,-0.03616143302447939,-0.030121813826207308
ANGPTL2,0.027858150655951222,-0.0003494491212929492,-0.05338613483184061,-0.0009470119819607098,-0.20255870780936244,-0.01842260210195089,0.018135962985317132,0.038584567041501705,0.18218719966683883,-0.025336703473426696,-0.01743623876545157,-0.005818682408381199,0.480935490218875,0.08486085864877659,0.10610113336347286,0.01067567351882263,0.07033640589266328,0.09822181783662821,0.026717374157902537,-0.011488199840674248,0.04098965144313969,0.12639859843384182,0.02829249973049446
LRIG2,0.029005022392760996,-0.06274502197032737,-0.03780698624682826,0.016704279435772948,-0.0059635291726048735,-0.00010134461094551622,-0.021017540266920005,-0.021033760322260484,0.10160762841247985,0.007695036097387833,0.012101728529699495,-0.005620677499686301,-0.05317701359529126,0.032188170845711885,0.023868007681140526,-0.01391357431273688,-0.016887152243418663,0.07026686839601554,0.04626599104189423,0.024633605927995548,0.026920898257773558,0.02928358024620415,-0.018912469207032025
ICOSLG,-0.011154642323803842,0.07848738662966212,-0.06432692666429383,0.04836036528032225,-0.06856169120496215,0.10783700661491188,0.029064036280293106,0.000502798355673562,0.14607584645805632,0.030781528578984276,-0.032543146708519176,0.05539681519958541,-0.10926796319898754,0.029044879397013716,0.05553314511646896,-0.04364325334445132,0.06367511671432048,-0.012347740337210568,-0.03830743785621953,0.0013712632875935752,-0.0016483019494651998,0.03779118056628834,0.029736290962539217
WIF1,,-0.021134692529938652,-0.03723787216066431,,0.12565269556928582,,0.007254967643944522,0.05273897147051954,-0.10848224811556009,-0.01949705070563369,0.008450508110346608,0.011354973356250773,,0.022402560641090235,,,,,,0.01892699170566683,0.054751423927300806,,-0.009752152076818123
NPPC,-0.0011374032112791213,0.08637195321725634,-0.013154692128894535,,0.1160791534422276,-0.030935444240552085,0.02967196109029184,0.028532887533663495,0.009462625472956726,0.01176601342443526,-0.02445888410945311,-0.00427391811392096,,0.1320866819634972,-0.03897717970373177,-0.031285929771834545,0.07910499362114105,0.031134973674201826,-0.04223799896073264,-0.013247037243561709,-0.002260554434901386,,0.03634560193823845
LYZ,0.05458576606742394,0.009351706454821713,-0.008040540983550585,-0.006393718389529552,0.03172794470260639,0.0254781900996374,-0.07109467911453032,0.048646080221325036,0.15617265909676936,0.03651431990166342,0.04055138339286947,0.016867956862077402,-0.35986230234586414,0.01554183752002285,0.04906644151558873,0.009793592729985813,0.024991299306244344,0.0036171141835624836,-0.06238295047780854,0.04056385847663762,0.03656829991168497,0.05767701078658601,-0.013807509054062089
EREG,,,,,0.08582933632951092,,-0.05811825501770037,,,,,0.0003916026749817668,-0.04349065740809482,,,,,,,-0.02637387830050259,,-0.0061060694660357686,-0.034679130782914264
SPTAN1,-0.04827432903727145,0.014554229563200323,-0.11274572518988132,-0.03904145439543541,-0.21207849715563312,-0.10089388698980349,-0.010869177846200494,-0.04350962435168606,-0.10814632148937124,-0.05266853604566458,0.007355466026006465,0.037842495178304916,-0.25618582538933593,-0.053158553426124196,-0.09379551420832609,0.04608619213198727,-0.002312733759671294,-0.03326536421322136,-0.07474300175012502,-0.061026987875072505,0.04491376540838326,-0.027906573071686498,-0.07369597799369544
PTH2,,,,,,,,,,,,,,,,,,,,-0.012064385147018717,,,
LIPC,0.03484208431608384,-0.0512442607563239,0.05709822589376664,0.002948196275709229,,-0.018785316226100777,-0.012913911715403823,0.05979386519525472,0.08573139244519146,-0.03239373122400993,,0.006504498229917607,0.020885788791382375,0.03828481214365778,0.08328498176547831,-4.094909747301629e-05,-0.024648791651539464,0.05315878211084295,0.036315811736125886,,,0.03197503216255754,-0.011324489770315376
COL8A1,0.02245883339015302,-0.05796168306973361,0.008798422212889045,-0.013086881662451567,-0.04473541691842534,0.047319378975806944,0.00031081761782766334,0.024970055412205032,0.056334480932069726,0.03447768496189328,0.03142522856031065,0.08387924716240126,0.27888039559494765,-0.013920391650048644,-0.04014182710582776,0.052245689777867074,-0.008630579472184985,-0.001957991479293119,-0.03647858025198748,-0.006286695994524551,0.01562765482263447,0.02907064067563074,-0.007719494353869864
GSTM2,-0.011977661226145688,0.054601142391354704,-0.03219262769460592,0.002512513385155218,0.02291734181193001,-0.01182030928385415,-0.023458179380211334,0.04736725499824789,0.12785941536237103,0.018373318305322538,0.037214177961586166,-0.043718304276428026,-0.09060757691596572,0.10111501486815402,0.08002683265242638,0.10414643794598713,0.13776526427543337,0.095568466971828,0.024098382263271708,-0.003441773097587492,-0.06404412707823212,0.02763294836815507,0.02227379945751508
IL4,,,,,,,,,,,,,,,,-0.03800225904934488,,,,,,,
SPX,0.031933930652299776,-0.013148603062730841,-0.007071397002978056,-0.07642260835572642,,0.003999627168828861,0.033227898838631684,-0.014560484635627641,-0.05738806689717578,-0.03745009685426726,-0.016311916256439078,0.0330150298782221,,-0.021407547086530268,0.1593431006491009,,,-0.005625291280157241,0.06058199808179574,-0.01583466247817125,0.016978236945974744,-0.019600129210714894,-0.00987792018491025
MFGE8,0.057890329896927946,-0.015934877372109742,0.001033921861924921,0.02030272884184502,0.09378329332604242,0.041444921718507784,-0.03195934883536708,-0.03337463962758477,0.10249392902625884,0.03906136803253073,0.006385465539364833,0.02492790036001056,-0.15478195642352258,-0.028709569364819044,-0.027663258585794555,-0.026032919073429615,0.014262320915674784,0.06090232911691128,0.02421490320970316,-0.021514708659597936,-0.009871993113096455,0.15571120050229376,-0.010067705186952339
TGFA,0.05898692618000402,0.04565535044434996,-0.032615004211674216,-0.05671091873107795,-0.07340238803370472,-0.00838328428794027,0.06954172832832807,0.032211777407773694,0.10495209640170665,0.06405080581031342,-0.019602694511338215,0.025189225118534348,-0.14251938534879466,-0.006644005644438868,0.02673066357570612,-0.11197526707343329,-0.10651115297060784,-0.003898617136718727,0.09467843096898057,0.016392212578284947,0.06745931361452179,0.05030136727748397,-0.015332113579117637
SLIT2,0.12222842430993314,-0.012073613375018433,0.05324977197453552,0.011210689690384948,-0.0964814732911965,-0.01920005202663754,-0.005910283052000323,0.0037533890209126407,-0.07578620848560866,-0.08170701391217969,-0.018970907966501364,0.006984643346892644,-0.08399282865147326,-0.059869774550318264,0.0949206692650262,-0.05935345790273354,-0.038868183445480514,-0.0019884066986115712,-0.053832579745727346,0.02066998054375865,0.08316635494912566,0.06834053189156714,0.0031371759751603213
