,UKF266,UKF269,UKF296,UKF304,UKF334,ZH916inf
IGFL3,,-0.019781354038015325,,,,
BMP1,-0.025712386944212663,-0.16251318837401982,0.023789823641195466,-0.0122894204938476,-0.07610802374476794,-0.05699865319285675
NDP,0.035655414989035905,-0.0734349340888296,0.014872492684211999,-0.02680159153697326,0.0030901242668087956,0.07524386454974061
TNFSF18,-0.02084222549488678,-0.02937471689393117,,,,
IL36G,,,,,-0.012286826523842621,
RTN4,0.07248611294082268,0.1894303206685295,0.00027333300419770496,0.1035270693401807,0.11888238016066183,0.10083255064640172
HEBP1,-0.07614320516968742,-0.12417198902336193,-0.0025835885912252,-0.019912919459157248,-0.05767762148735217,-0.010783338638532236
WNT7B,0.0832829397206445,0.14067362226970648,-0.015983163032943996,,-0.013504638300786881,0.15181420111977406
PTMA,-0.06520926744091088,-0.0006245750089535017,-0.020991264699662712,-0.09679259302922032,-0.13894833090169634,-0.1466517817833904
CEACAM1,,-0.038655454373638265,,,,
PDAP1,-0.03487676144149206,-0.057949328802220035,-0.0019833141680403463,-0.021644978311174106,-0.05712227961062303,0.04622682038607576
QDPR,0.04412334136633057,0.09137159228822324,0.001556056727390253,-0.0667664435004604,0.024083067301845507,-0.17160463216501623
POMC,-0.025675294450951194,-0.015749421592321646,-0.042988366760162995,-0.0366747826498396,0.06960220761822285,0.07079917293377937
CCL18,,,,-0.005650827067461236,,
CCL17,,,-0.019782675307329134,,-0.011224364852416976,
VEGFD,,-0.03313907423855284,-0.014510831578236792,-0.02348395018556754,0.016038741790712723,
TNFSF13,0.05215851690832906,,,,,
WNT5A,-0.025696638269184877,-0.10209152753313519,0.013086810866570096,0.0830183366750749,-0.061608469956136606,-0.07143601811766548
CXCL8,-0.0034829763733956057,-0.036458921500890244,-0.013513117317587291,-0.042853161858609615,-0.025294042481957317,0.09207820883757639
GRN,-0.045143195671979955,-0.11419474324856642,-0.03194411815437445,-0.083030865268478,0.046554460331611494,0.008815748950355109
MIA,0.0067542930660068265,-0.05650726349696559,0.01751560662987363,,-0.016474950804541342,
COL4A4,0.00017408297443362745,-0.019493056130154545,-0.02772375270427267,,-0.015981313486226258,
TAC1,0.10783858278815314,0.2101317765168132,0.01819497496862134,0.07443346506604412,0.2288009286276227,0.17000664063764945
RARRES2,-0.06626344236367615,-0.1696146258475698,0.017270432100182607,-0.030302083750981024,-0.0665321459851484,-0.006633043525457467
FGF7,0.0087714141483413,-0.055552241991125226,0.018500307884961244,-0.035532708142445496,-0.0024019109292622003,-0.044829587316087986
HBEGF,0.037234073848276004,-0.0645646270104226,0.06773286995490392,-0.012676864986204548,-0.008719526401525842,0.054789278809791564
CSF3,,-0.02062327819096364,,,,
PI3,,-0.02322208344083433,,,,
PCSK1N,0.003932511698993833,0.11341506391271101,0.05621837178086876,0.09685884329572847,0.13745817702968569,0.1431692166334462
NTS,0.03843997078014362,-0.02534848969897447,-0.028268966275144393,-0.021143098848156152,,
SFRP1,0.015427415976014068,-0.05468318812621097,-0.005466280029451753,-0.0051774785744214714,-0.007581104470006953,0.005154728056433842
MICA,0.0839358707244723,-0.057063654427632664,-0.0252266189207092,0.02824414079460425,-0.047242986492588526,-0.031094261980523227
TG,0.06938382680037398,0.07007148335220029,0.16397398951810138,,-0.016860579799197035,
ADA,-0.018413716037089085,-0.1036573614693037,0.0256032534721896,0.004823445429510185,-0.05137913859830767,-0.0521709428685182
LAMC3,0.04360614473700791,-0.09763082075324665,-0.038349453743229386,-0.0030320635764978475,-0.012433115095338109,0.0014128575144184748
NGF,-0.025859572816966523,,,0.028373314930941654,,
TNFSF15,-0.031399190673013964,,,,,
HMGB1,0.01704391553987981,-0.14525227882097314,0.017063416976410277,-0.04260205833652753,-0.018061692931761877,-0.15451799215394588
ITGB3BP,-0.007905932631624561,-0.09141294309467982,0.026510454830089944,0.028827257804884515,-0.06500823215710878,-0.008892901807275429
AANAT,,0.022384640962448236,0.0007650086081037518,0.08623654250541579,-0.015056411827422785,
RELN,0.0983553720835766,0.08256637476234124,0.014959931403441849,-0.03022716549695089,-0.01666874746516106,0.018796077656748674
IL15,0.16015101904534715,-0.04852356567274126,-0.011005357503128699,-0.04073371500012149,-0.013964126073900188,
UTS2,,-0.06136387157654562,,,,
BSG,-0.03751882594112492,0.11712291812906955,-0.03226428545170808,0.07277434881079527,-0.059806774770866114,0.09612735152691747
ADAMTS3,0.017879707890460325,-0.1220648787708302,0.023730954349912868,-0.0319188117861021,-0.023203870720059933,
CD34,0.008065667422621244,-0.09474665129058084,-0.012478881987534456,-0.02118633778223189,0.026095036733112465,-0.07354635375951024
CCL23,,-0.021166982235426887,,,,
PLAT,-0.05023297569326192,-0.14928895517261734,0.06429856305863126,0.012143392161311387,-0.08840692121680442,-0.06802307288436502
NTF3,,,0.01954710718212843,,,
LTA,,,,,-0.01396412779763843,
CKLF,-0.06475250290506589,-0.1504505015837576,0.001232619046794584,-0.009962534630517043,-0.039667882304346626,0.028150126786116864
CD24,0.017660520275884974,-0.021904250292353326,-0.012771756404532385,-0.01865591336374888,-0.030583600180298248,0.041609459508490314
HSP90AA1,0.012254651923348193,0.1812109557873598,0.04725922150529705,0.10941380097883044,0.12909704856854978,0.08517954996259651
BMP4,-0.00997483428931255,-0.019173155297017273,-0.050968250762195404,0.021110147865184302,-0.011898879160504713,
SCGB3A1,0.02276251228448689,,-0.013920455310300141,-0.03499020109178312,-0.00974398370932528,
IGFBP4,0.02102474771911244,-0.11361224620468743,0.03908363652337708,-0.022376059216210935,-0.057543532736987056,0.10100453578133578
RSPO4,,,0.08785519065096836,,-0.019370443653504238,
LEFTY2,0.021212693411964197,-0.0795993497403096,0.041006727463879025,-0.02114311276948392,-0.017238559819911563,
ANGPTL2,-0.012154547575129496,-0.07753154352330927,-0.01402575967516554,-0.0471869850389691,-0.09819798510266588,0.034883261855522096
LRIG2,0.005523939275281868,-0.03301167188285159,-0.006979049705532895,0.005202361798601908,-0.017019027231717027,0.059839648610434004
ICOSLG,0.003636849516216373,-0.05417121572626456,-0.026418420782355796,-0.0015035276742322685,-0.0482187269390891,0.05549932456815537
WIF1,0.03863290810763065,0.18636411797731328,0.018154049201427866,-0.0019518142959545465,0.1477356952206032,0.22071994700813433
NPPC,0.011447196491031722,0.05188427250649761,-0.004762810071894317,0.08236674304876654,-0.0759183341147256,0.0988814692540651
LYZ,0.01899936146343025,-0.11424349045202,-0.03591758788040999,-0.0812562821725103,-0.006944383275697583,0.017700984279315633
EREG,,,,-0.02175008421114204,,
SPTAN1,0.06853762352442526,0.08158057070530365,0.028667719642444488,0.09770903051320047,0.11441375750518283,0.18463731844414702
LIPC,0.20038576516420276,-0.020654402558072125,,0.014356028876638758,-0.021936338919866294,
COL8A1,-0.0638988333858774,-0.0652415899391977,-0.02827788383286778,-0.023235426276706828,-0.08159470680573687,
GSTM2,-0.0188934999030994,0.007728026045279473,-0.010599139335694762,-0.03459377690075846,-0.038804382252321815,
SPX,0.02338481613583175,0.11493953879626208,0.014902198498213084,0.024049078172711787,0.0813046746009946,-0.09663195885254962
MFGE8,-0.029087704945799826,-0.0875065064206895,-0.03196428827354167,0.006094660702654408,-0.04324388670393786,0.23392143805163756
TGFA,0.039331563769645826,-0.08168916549894302,-0.014932631568268259,-0.069925782435254,-0.05916818466737109,-0.1426426080935714
