,UKF243,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916inf
IGFBP4,-0.022633852349361553,0.044191997740843265,0.04745832583824354,0.1405991089929153,-0.024874330870619583,0.04895399473629796,0.01178150002322018,0.007194560119353174,0.0593349931510737
RSPO4,0.09410987175470092,,0.04650702881420956,,0.04978801871423535,,,,
LEFTY2,0.11096922118322558,-0.022955725837567515,0.0428985246972719,0.0958350919029743,,-0.02538301353647568,0.004172873648347919,0.024952340173622103,
PF4,,,,,,,0.18762464224207398,,
ANGPTL2,0.003554125684954014,0.06377839241408005,0.01316190057755296,-0.00044481633128468464,0.005553018965954659,0.008196691538079507,0.029057372399838417,0.013805460671088093,0.10006765908505671
LRIG2,0.07666654071537687,0.05177593905986161,0.06930347749901225,0.05025827120773292,-0.03377259193651309,-0.0165787735424335,0.05338775832996022,0.009122259624870269,0.0014263648755101085
ICOSLG,0.027314080475156384,0.025165067179842574,0.04420948000033125,-0.019716609335716596,0.04211155685820941,-0.016374137845904243,0.00680368966589421,0.042840898629392915,-0.04037167570665087
WIF1,0.0016374040974691496,0.024328061082151433,0.011411461563697737,,,,,,0.18442509357182962
NPPC,-0.0408160813398607,0.06002364927846857,-0.004430115362199387,0.008384676546844291,0.06753418799587377,-0.0237836712844473,-0.027162166309960892,0.027489952284335373,0.01573198844680209
LYZ,-0.004639673573474053,0.07506765324132852,-0.0018811392981532068,0.03758258855856319,-0.019638360838161877,-0.005835689595145254,0.040901341890604605,0.0107221418627763,-0.10650242967435496
EREG,,-0.02361473334312494,,,,,-0.02761952204223345,,
SPTAN1,0.009730638818759603,0.007433536549610636,0.03390310329412045,0.06682299701671437,-0.04390366413818677,0.04665443821588943,0.05801733842545419,0.025598860150241824,0.011472066236393245
LIPC,-0.04194563007550011,-0.04229355701153033,-0.02692834512758007,-0.024788245369490203,-0.0303745546044456,0.10130823812012192,,0.06104167925657739,
COL8A1,0.038225441841382955,0.013081442775271915,0.013708771470547313,-0.05308651935423745,-0.00939614035057267,0.05308015034214281,-0.004427767434517383,0.019174642764283108,
GSTM2,0.03060887495926091,0.023109057325853857,-0.022344398468402193,-0.016041830197059744,0.01583126472666879,-0.03318120571037613,-0.007653120236893642,-0.049467529773174965,
SPX,-0.02585010722025039,0.024617284597663148,0.011684987318342091,0.1450455732071641,,0.023619320984899238,-0.017824580519851557,0.00942469375581142,0.058589967777067334
MFGE8,-0.05140448910064118,-0.01562957846238798,0.018275998328625746,-0.00867840109276446,-0.061468891206377774,-0.014087582967954182,0.01599340022397752,-0.0020920048643812777,0.08090561254420137
TGFA,0.034617406499615436,0.030030473875495997,0.08804774142467937,-0.09737444165707908,-0.06097517252681873,0.01052273575020129,0.03238657697410826,0.006489514894769019,-0.0010361182800801816
SLIT2,-0.040530347122882,-0.05407629041105511,-0.028725139041048148,0.00484769459928077,0.021313709803251313,-0.0009669566719502646,0.0017926672198139773,0.021601319252642002,0.055018750653275175
PLTP,0.0044144574437264385,0.027923898593018533,0.04601642764843083,-0.04773743381971535,0.022759865715773254,0.0230597226943351,0.058284880635788766,0.01398749856767455,-0.0467616495539918
APOD,0.02612135711784525,0.03237841790785997,0.047053358235890685,0.16684994681420692,0.036637394139333514,-0.033542691303586794,0.04819694964823358,0.030486039397963873,0.0056684731141788906
B2M,0.011279024676623015,0.04071524784651197,-0.03457136458561607,-0.008941771982961005,-0.09449344991142458,0.03260357407660699,0.11466736500708848,0.02168418254977113,-0.017253622222316873
OMG,0.10290913375102427,-0.04574764715531188,0.03122073452639528,0.10396268584005333,-0.02291055037634575,-0.056650793281389965,0.04757223780241825,0.0004369105739959096,-0.023646395189769638
CXCL3,-0.03169477667312214,-0.03324351800574982,-0.012345282821885673,-0.024091691475438395,,,0.007774751579673696,0.028562160984430107,
CXCL10,-0.02847542296832657,-0.04011473246864154,0.0657552434110261,-0.03258810451475714,-0.0544912551293194,-0.03208131364362631,0.10798530489810212,-0.021130085852528156,
RSPO3,,-0.005681317991909845,-0.012900582616851187,,,,0.00885004824469604,,-0.022059467090423883
CORT,0.10306288335679102,0.08724850951812307,-0.024008627745854164,,,,-0.015022631807064328,,-0.04975554292655769
NCAN,0.13542338801833478,-0.047281452726449236,0.058028446572811865,0.12641565839466248,0.038255247912715985,0.10080335799644183,0.08249416347047707,0.04229487519613374,-0.12821003699297512
PRG4,0.043887403904606555,,-0.015082913624073224,,,,0.050006899792408084,,
ZG16B,,,,,,-0.022080817202700363,,,
TGM2,-0.012345383283496159,-0.0029358860202894376,-0.03494342236134431,0.07603453424088924,-0.03674086668289746,0.030875256020567694,-0.005031566918932119,0.0316485506110875,-0.05475110746703406
VEGFC,-0.0219576085161428,-0.026684545856086945,-0.015392714556242365,0.0008086460885603947,-0.017948406614647344,-0.004365384193020824,-0.003377474015623002,-0.00859554240855389,
WNT6,0.05911940289862158,,-0.013433983979914332,,,0.28565173821507117,0.0017084830786377474,,
NRG4,0.007897333466003688,-0.029728163070959546,0.0014154966896365842,,0.05511843387449758,,,-0.019449776395972788,
PMCH,,,,,,,-0.0020877054256165893,,
COL9A1,-0.03233119205254981,-0.023287367673934065,-0.020462026885756057,-0.06009049963344754,-0.028827111169120897,0.09602697256188887,-0.03964440904230508,0.016246649280095636,0.0604624948939019
GDF11,0.07784620094472233,-0.009150623022750702,0.01097647704333929,-0.003639135147442604,0.02245522981857768,0.007071390256354827,0.025559925052540327,-0.010579351330207926,0.0967636487025944
IL24,,,,,,,-0.014126919825115164,,
SORBS1,-0.020084217767227224,0.008019778103708715,-0.011055826476533583,0.03952160881009175,0.010801257418053746,0.08403013249516075,0.046779670709989896,0.014171776474874474,-0.006054885517914886
DLL1,0.019271593516625794,-0.00489223064510079,0.10035645416594473,0.05322269006773656,0.008411445829251843,0.04170209475711759,0.021252232203957413,0.012745835513811485,0.03549562891399896
TLN1,-0.02493326995704855,0.06547123785041134,0.016486555457730704,-0.05811053644234964,-0.10307653427185828,0.025157365818267476,0.020894640190696753,0.08611021907560029,0.07064398744275047
COL2A1,-0.021242461289842484,,-0.012532996588015056,,,,0.029973977932265642,,
SHH,,,-0.011961400408075255,-0.06669573689717931,,,-0.05313927976689277,-0.0038148218970406513,
PON2,0.06623833945947856,0.04001909602019312,0.056225760690752205,0.027584386631283368,0.03959642505509754,-0.029583732451984635,0.06807346536496194,-0.010845708494401802,-0.028276974417181695
ICAM5,-0.000937202337150083,0.004072460448140597,0.005273618728667896,,,,-0.02707977008577348,,0.13583507579590856
HPX,0.03307977564935521,,0.016579659468168962,0.10220340446302532,-0.042380526518550496,-0.03618711267817752,-0.020683920467339835,0.15579305149948172,
SFRP2,-0.027656455449384772,-0.02462711032832862,-0.02346520651657509,0.006097279098182214,,-0.03988817214084122,-0.024090798672809634,-0.006816685893236991,0.010149477429225775
CFC1,,-0.024257155643796897,,,,,,,
CD70,,,,,0.019380552776613585,,-0.0020038141703941706,,
HP,-0.01105859196692021,-0.01657172167731928,0.027827143509827696,-0.0610101912921537,-0.040007424828298346,0.03523879468378224,0.0529634938232249,-0.033063258221810096,
CXCL2,-0.022893824410496776,-0.044335252543962436,-0.023674486264276373,0.030885080392756264,-0.03209426344539067,,0.06783213803286757,0.048104420543371294,0.007204652808196502
NPPB,,,-0.015392715675798635,,,,0.00557527113756032,,
CCK,-0.06048768301092103,-0.05017238233370441,0.02583147490783972,-0.024788265376997652,,-0.027482306216961936,0.026745007346838934,-0.019297789483927654,-0.00020263349377748103
SEMA6A,0.1444247548185055,0.06703467828943024,0.0551313910544426,0.0648448050654247,-0.030584829181562516,0.019079763941788775,0.016105834092945095,0.019026319097073415,-0.038406989012859424
IRAK4,-0.06860008128069546,0.027744653324600962,-0.03518143630853371,-0.04395255285862743,-0.033752820412047815,0.031090679286071555,-0.030506853326833037,-0.010885129200400306,-0.05679002916737566
GSTP1,-0.03657294067733228,0.11896328408466236,0.054920906298732086,-0.07880701289764798,0.02529402137869583,0.009945200781716675,-0.00619975665966534,-0.030751183328498785,-0.05213734130415793
VCAM1,-0.05214467823257535,-0.006454018961842756,0.07126594205253832,0.03182038656518042,-0.16865296723556958,0.027953027854127788,0.03469927879532329,0.03522651971763485,-0.08780384906167145
NXPH3,0.032704692891291375,-0.052663921056776974,0.02580100362744742,-0.0302770844262567,-0.030957918429163206,0.09176067066435357,-0.042343894759013255,-0.07905450440315198,-0.002404595433292126
MTMR4,-0.01652214846850426,-0.0680774746177575,-0.013494406557527828,-0.03786091502684515,0.05441644773738062,0.04255397361687346,0.05438674590699051,0.07556499333413298,0.05143301624674938
LAMC2,-0.018951927825461682,,,,-0.032577716086824096,,-0.018552609668014457,-0.019340997596286647,
IL10,0.06654406166164487,-0.011537955912467233,-0.013778668922308081,-0.007270903083601803,0.05903753729328663,0.0016086332205830865,0.06634639706513214,0.1375945354021605,
SEMA4D,-0.011812094531868067,0.06944732299739784,0.022102787676648656,0.12246762264413792,0.02934955433176154,-0.04552412212942251,0.03786438210941172,0.025673402237328627,0.15502128480062416
TRH,-0.0192479717357317,0.06442039902384439,0.022738434176175437,-0.05575371731922725,,,-0.025814097872547147,0.03189358967911961,
SEMA6D,0.053436932692258576,0.08694543157581965,0.031162360436117812,-0.09489269805658684,-0.04583386972960111,0.11108034178192996,0.04964070348171812,0.03547340840309377,0.06896721793244717
CEL,,,,,0.11684190887767858,-0.030525583442023347,-0.005268184286153602,0.12282382574901482,
PDCD1LG2,0.05124080397978816,-0.009447864921191627,-0.009170047189117025,-0.05304006250191655,-0.008729540788606924,0.1390452727652968,0.06434490361576987,0.009836318507020275,
SPINT1,-0.029343364598821014,0.020795492415760092,0.11368182514503236,-0.019118762264496904,0.06324838826472012,0.0038062140044991017,0.010165710116550028,-0.01063366968910781,
CTHRC1,-0.016694350093628747,0.045189270027937295,0.0062595889960374105,-0.0981663719504252,-0.016001030501405646,0.07787084540972351,-0.016486546998668816,-0.006290555212601109,0.018363791617430653
PODXL,0.03291349487048475,0.042890867946892335,0.07726278796853206,0.005601127300891841,0.018504239209197918,0.0781861959683681,0.061825866997778034,0.01650114995307591,-0.05212715702432096
JAM3,0.06420803989044094,0.07361217243768148,-0.016092989585428406,0.09880154579670479,0.05734449173735397,-0.11990425615969112,0.04180355215172857,0.04348059857082307,0.05945494920661234
TGFB2,-0.00438488733535613,0.04449699713023224,-0.004343275615404819,-0.04144749972490367,-0.012449457121726504,0.08804141182761119,0.011939330926996691,0.018376788195037883,0.031674416778097673
COL18A1,0.03397734491187373,0.028936395174646284,0.06027244054354793,0.06581725741381003,0.04046233329228157,0.09886325817567303,-0.04843998357952063,0.04989321792180813,-0.017407570742064185
NODAL,,,-0.021161500016125653,-0.07848393673036085,0.09327471368158192,0.024267660800640446,-0.017450073758379325,0.04704931933028767,
INHBB,-0.060813105284527685,-0.049706877084796236,0.05003083724621538,-0.021805418248116885,-0.06550732421037295,0.13363472302727566,0.0846915271672386,-0.064430649951281,0.000889057594873438
LCN1,,,,-0.03182950618790832,,,-0.016479387518168794,,
ARF4,-0.003005857854608077,0.03403807296402241,-0.01417498274977453,-0.049250853191669296,0.062006190962371505,-0.010114632534870402,0.039778024057438376,-0.06799710574096401,-0.1514481845528093
CXCL14,-0.048018706879212,-0.035134418443696205,-0.043121396384106045,-0.05173995381924478,0.04417609284633524,0.057402438149999235,-0.018759142135744398,0.02006165855027856,-0.008618599075761159
LIF,0.029041213763065673,-0.03300322339975779,-0.012301899059504186,-0.07086330205724324,-0.02007817406228759,-0.0020468276521907105,0.0070889228893546725,0.014226740627381523,
IL17B,0.07778409862822382,,,0.0026505298205901904,0.031552073708634595,,0.08575972269239204,,
MMP1,,,,-0.06526970387415454,,,-0.01205499159338456,,
MATN1,0.17430456644356546,,-0.012532995028343598,,0.08195187697183966,,-0.029147465453475067,-0.019774188999457414,
ADAM28,-0.024199629886993194,0.11387120320423613,0.0358425450154459,-0.07500950407288624,-0.03233187931012492,-0.018737911283124065,-0.0012965918760391376,-0.018402020540639035,-0.09434249332657806
TCN2,0.04816224282229019,0.012750206503019662,-0.03390295380370122,0.1193802242747967,0.06163563952573707,0.029991365787977304,-0.014313811514729206,0.03700986545374909,0.039126380917178655
THPO,,0.06579472641952,0.12240854143076037,,-0.032577732492458815,0.09807032768398283,,,
CUBN,0.01045506688893875,-0.025192479344802617,-0.01842238396862975,0.058531736407697994,0.04977803851524751,0.04863402708639808,0.02299699293454037,0.09843186124457709,
TIMP3,0.031047041160234302,0.025886090722382432,0.004428105472965953,0.17737350602716165,0.07574560701800702,-0.03223799373562374,-0.05320199223140764,0.0005208207850657842,0.054513481449750587
PIGF,0.022714979340655823,-0.017818042038195227,-0.01828459112981619,-0.05914420582024131,-0.014323777174833992,0.06536202242674014,0.04223722847737769,-0.035265294110203745,0.02395939265572189
CRH,,-0.02810460661140216,0.11810785275599057,,,,0.009909924797146214,0.01699546833541862,0.013882560093537114
BDNF,-0.0323311688394484,-0.0325180525569983,0.009442479622227936,-0.02924992120700743,,,0.03229436403154635,-0.019608938480984016,-0.02073974898816793
CCL5,0.07301361235141457,0.11219390495361127,-0.017002516871766318,0.04013317981062912,0.033959088219328575,0.014429799355873076,0.06895980909436622,0.026500457052878755,
GAD1,-0.06278477689907981,-0.0030541571171773902,-0.020756936577961488,-0.03172219999382232,-0.03580120682785703,-0.01991790204089867,0.013007368288802884,0.08478796849057202,-0.03787244273246171
COL14A1,-0.03207217886832439,0.08604024544070825,-0.04198533218808841,0.04583291515508367,-0.05646770153652291,0.026905309990044455,-0.023188160835945257,0.06690195804016544,
HLA-A,0.14414858242405004,0.029835445816597556,0.02005091964080774,-0.006515997461843525,0.061457489574002495,0.029251721185211837,-0.015031417423212626,-0.02624843509764132,0.08728480466286323
CD5L,,0.07615097119160742,,,,-0.025998047145852975,,,
FGF18,,,,,,,0.15161217872941984,,
ADM,-0.04547323478594474,0.04584367851886583,-0.040314889985581116,-0.013559948935599643,0.026041905942848182,0.04236990913345769,-0.042695992655117976,0.06303864742127822,-0.04868687726294912
CCL15,,,,-0.024091691475438395,,,,,
GNAI2,0.001963105071645762,0.049592453744097084,0.06299743252337689,0.05207763568301548,-0.026062909243830125,0.03827633398615621,0.03592678770521064,0.04565280197889832,-0.018959101616578086
HDC,,,,,0.03648776563875188,,,,
COL11A1,,0.012300891317502748,0.012976718392249464,-0.01917681688185791,,-0.023093059807868938,0.026577853267261673,0.056329946786725246,0.042196921110775026
NUCB2,-0.02526978212007839,-0.001325094876421335,0.0028937689510146196,-0.024616021582909615,0.047922675565461835,0.022243476121781885,0.023427858221020025,0.01812258131054567,-0.07699608100269174
CXCL1,0.024604249305569564,-0.021996047480172504,0.1030169012008337,-0.025801520820365485,-0.017302628170799198,,-0.002498879255781416,-0.011032604538116745,-0.05371156641106268
VCAN,-0.003933077766679577,-0.06584690092720237,0.05950470715876905,0.09824408057105283,-0.015591175102208303,0.014454090376153542,0.06728235170093042,-0.013767306934297929,-0.07480079890063865
MMP7,-0.03767022059673661,-0.020120432333134947,-0.019371022882504002,-0.061537273723914966,,,-0.009459773456984668,,
PTPN6,-0.06023744358962966,0.002199850446825517,0.04937574736478202,-0.10968941757290374,-0.015262546261397185,0.012574598088937117,-0.01676700653680023,-0.0027424359874336692,-0.03599334770711991
PTGS2,0.018151970095727072,-0.023288260944777754,0.09253684326312048,0.012884316828880304,0.062142578962161445,-0.04016696174869463,-0.01923299823740826,0.05647083511439096,0.14485513838341296
XCL1,,-0.006103595492736054,,,,,,,
CD58,0.01968948475412034,-0.04860626681052543,0.028473360890176522,-0.02820781247712897,0.017826075189127946,0.08433024318508534,0.003676070906225905,0.027405275985796642,-0.03662719536772047
TNFSF14,0.09146873803200835,-0.05731024720428257,,0.02020744324340973,,0.016029870471462135,0.030945689225557394,-0.0422532259414024,-0.03747813261717432
CNTN4,-0.02952584249961483,-0.03986308665532927,-0.01114585856225728,-0.00205618112282835,,-0.040379289895872375,0.004479278738245073,-0.043019783302885126,0.02597082565305651
INSL3,,,,,,,-0.016278781347664452,,
BTLA,,,,,,-0.029176094215797036,,,
MFNG,-0.020471546175219506,-0.038961604815389565,-0.01745416835780105,0.10040659982653424,-0.009106093390441565,0.10670072646019998,0.04595495570560491,-0.02063786945672052,0.04540399887146192
ICAM1,-0.0392137646277242,-0.027935727893032575,0.010449859201371304,-0.012115453255076883,0.046086304587018956,0.055336711651615314,-0.01393457741297573,0.06607319612295083,0.0035422762568298226
PROS1,0.011591731042706046,0.04440442991596728,0.005780527591792746,-0.06936260370898124,-0.028200888436586184,0.10484388068824624,0.03249170731318479,-0.01768120330837083,0.05883933206123019
CLCF1,-0.004191709145477048,-0.046279849695264434,0.01645027791170779,-0.05336966250520383,0.13731305958402307,0.045122226078010905,0.01202695068083618,0.006100769495955343,
PSAP,-0.001520581670299591,-0.011467054069756155,-0.012062394857187717,-0.0013988544590429071,-0.005060962710361986,0.03120356570918924,-0.01394879879155913,-0.013084051827053376,-0.03750441946833258
EFEMP1,0.007834919857067829,0.008815658583367882,0.00778638815644326,0.010419127072179662,0.0018462314548135556,0.09087874789899361,0.05378555659980994,0.030558791708574874,-0.02923615750770428
C1QTNF1,0.061549692268285223,-0.00367040182707328,0.025332273282590655,-0.00646704602958699,-0.002457293880393903,0.007233468680885175,0.035575070298084814,-0.012436322370153421,-0.025410888961377887
ALB,-0.025261957445297543,0.016012670194028456,0.11266052711035751,-0.03265103909843153,-0.02108872773955035,0.10568348942372471,0.031602888731348665,0.05697234078693495,0.04706365859898967
EFNA3,-0.08707568961652544,-0.013426491523494974,-0.005865457176186113,-0.039176625772043894,0.0718723570984559,0.04288025015067115,-0.03699340642846794,0.027850963914738656,0.04666551294853913
DRAXIN,0.1386498562519394,-0.027544487480664605,-0.01389222847245932,-0.02181274001039894,-0.07514047208556872,0.04497721271735755,0.017591540282167875,0.09497282396600534,0.10145173755590656
RAET1L,,,,,,,-0.016479376718268268,,
NPTX2,0.0270103865720454,0.019773159837000957,-0.00992376196932082,0.058712998024781936,,0.12933549473526004,0.015599421496874585,0.10113222736702283,-0.0020765493457752236
FGF11,0.07357851326497353,-0.021081439363156585,-0.012442380545601721,0.016284212072166297,0.056163663014927534,0.05501847967499046,-0.054902280859589064,-0.0011536676962843253,-0.06676805525955523
CD59,-0.009186622554050448,0.010598960635603605,0.013345877634859565,0.04721174593952678,-0.021152946591489388,0.002865186243049577,0.04782800878104324,0.04294935259430218,-0.026762849042853056
COL9A2,0.026280162581305326,-0.10236652625447662,0.04144823871889556,-0.09430126946272147,-0.014145637643601536,0.008090370553198013,0.04311738695876302,-0.0132280673167815,0.021352172505573953
DLL3,-0.04428858107282829,-0.0677322352600737,0.06158932507961101,-0.0035752586564852256,0.07250778712999438,-0.010815489609226491,0.015118886416001414,0.012302773220473372,-0.013115598340129877
FGF5,,-0.019350874870166557,,,,,,,
LIN7C,0.02768308839372911,-0.007713651913561808,0.03458057304107839,0.0033551639878002695,-0.06084607303355388,-0.008966430549507314,0.08224309182248687,0.0030143904034600644,0.08414829104925885
GDF7,-0.017848044744494754,-0.004522179741036086,,,,0.053523869705909055,-0.014126924300809404,0.01818855388397458,
PSPN,0.010650205129054052,0.042391010259423,-0.011138551790610865,-0.0018034183198231636,-0.07139661711893668,-0.047107098538006306,0.07676148104550475,0.03553704986975233,-0.0330166561881131
ANGPT1,-0.05705345989881119,0.056998808044319116,0.06568669898836435,-0.009130977906763382,-0.021935708738441757,-0.03478281045564121,-0.0030920133632261425,-0.01089657798804918,-0.11685679638092863
PNOC,-0.033990299259184745,-0.02804828347620502,0.03270039702482282,,,,-0.01502263344148089,,0.006725483013309682
L1CAM,-0.049751422742898004,0.0325804853406457,-0.004354565785480195,0.09086454175368895,0.04556560884228748,0.017412801315388714,-0.06536228524068748,0.025040756843281886,0.02358284139464985
