,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,0.11496996882654968,0.013829556156215693,-0.01714421484174019,,-0.026102586283303513,0.055688265868966545,,-0.015319945095477905,-0.009580604633949694,,,,,-0.030855152462022268,0.0412130025303424,-0.011707588273628092,0.07664954447549002,-0.0009621553611578724,,0.07311577698260971,,
PDAP1,0.05704405437953579,0.05926622137326298,-0.02133914059864297,-0.04524873856993574,0.015312149269117425,0.12557489013989231,0.1226930278520325,-0.03362941160931233,-0.016148481521618963,0.03396185645834499,-0.0027210946809571993,-0.00781893900671843,0.05554338411986441,-0.03606096901801363,-0.107102687053706,-0.07831589053424048,0.027727710352087,-0.02837197608276923,0.05206584157058941,0.009014787272913358,0.008998875826626607,0.08057493749802619
QDPR,0.023815918339256975,-0.0918424234722809,0.038562476452801545,-0.0095975422085159,0.05409778020091738,-0.08832423443225318,-0.05257011632473419,-0.04135570945337102,-0.03214036509960456,0.07903198649174768,0.14647441947963533,0.08516592826350354,0.0925871726370256,0.0455395421363149,0.16644457881216693,0.09621952255161935,-0.03961265260081547,0.03601408717893273,-0.0029581903502354694,0.012526539261491344,0.012231757688213492,-0.039741665438412815
POMC,0.005676679269755419,0.0919070751262962,0.0780072701714135,,-0.0017078206345718515,0.0008956357976856999,-0.006592301901851261,-0.004220251287434092,-0.02496947146505111,0.043139503791256514,0.1017935001941356,-0.025251814818115392,-0.0017135576877700563,-0.052691300602294794,0.07555250331405185,0.07881367746215101,-0.07196851776453606,0.09425403391584643,,-0.03139031718864437,-0.01611027505850744,-0.042426820056559365
CCL18,,0.010592710212770319,,,,,,,,,-0.016641624250134462,,,-0.09331695415724785,0.06165899848617774,0.07537227318547328,,-0.03221424160810794,,,,
CCL17,,,,,-0.028907101306261025,,,,-0.005850286374035114,-0.014891939939434346,,0.034455960067037945,,,0.03476420435986407,0.06628220310774308,0.017746072287937235,,,-0.014296323942397405,,
VEGFD,,0.039664441934440596,-0.024555648127836564,,0.07138804789535093,0.020705647368668784,,-0.007537258291712708,0.12878549093660846,-0.010923418040141944,0.09374927334085381,-0.017683131336129893,,-0.045973451934026764,,0.04634931372159002,-0.01581327844097811,,,,,
TNFSF13,,-0.037445604490132116,,,-0.004698299068208811,,0.04127438208413572,,,,,,,,0.07584915114684425,0.01886818934208687,-0.029378442806725812,0.05555624129331594,,0.17211327815119754,0.15942993012268517,
WNT5A,-0.033017518911652305,0.04199944735920516,0.0034545967340261006,-0.018226619284517753,0.0024274055617643274,0.09835083718788122,0.18065683803475574,0.023762410724217586,0.003314945410226524,-0.06216653298148773,0.036700053669523114,0.03306886711615611,0.13069818951049209,0.11426401991249975,0.04593570079813643,-0.0036087849914678317,0.013449352177692282,0.03054279375502187,0.014208136997620514,0.02229321218921091,-0.01708428437084623,-0.06972914578489013
CXCL8,,0.06990366233123463,0.03286271874642866,0.0014925494532860692,0.06819622067980764,-0.04285363710928409,0.008072910170928987,0.001241006109984714,0.05758130066722096,-0.010172361844986938,0.006560064294282047,0.017393549070828497,,0.07231293045972553,-0.1344506306428216,-0.17078633150479447,-0.02571903449415909,0.04442773019177457,0.02590968391600097,0.01681281443545229,-0.025560274281445035,-0.04838831654738864
GRN,-0.03262132527529884,0.037236799046486926,0.016644951640990682,-0.04388385403036943,-0.006861994671243173,0.011433436786493263,0.1542836555154066,0.015792753219943393,-0.009431909467312597,0.04718105494580595,0.06085676630207006,-0.03043976811363496,0.06397661449507898,-0.05179703296560184,-0.005273295211705946,-0.02158980439102586,0.06613400659890618,0.3177275429634842,0.08965382666704544,0.02042060718740377,0.012194805722018654,0.058278584096613684
MIA,-0.027470141911012894,0.030155587299478852,-0.021838076199091935,-0.017678453059611375,0.01581724280872545,0.03617301186899763,-0.026177700960911147,0.009457529714466943,-0.031206078247515125,-0.012423087570242327,,-0.039986567177787036,0.020913033574407734,-0.016988166905588988,0.46432685420346975,0.418244972511783,0.04451563578540886,0.6033689098399445,,0.003931729546233219,0.06209196473377656,
COL4A4,0.03235226679584219,0.059785518955136056,-0.02758206664550552,-0.03252890449946424,0.017099632839622306,0.09221844156598034,-0.02294810653586608,-0.018561431009263173,-0.017586409359468164,-0.00651181608330682,,-0.021079110181423406,,,0.13626804260946626,0.0130530016249098,0.17151768994727976,-0.022135433529705085,,0.04649518967778312,-0.033974547701101844,
TAC1,-0.020986964962994504,0.07378597640325074,0.01604662747654901,-0.048412036203739045,-0.0041018704334149555,-0.10216938588587678,-0.12998348875235258,0.031135464496736966,-0.07180642439425804,-0.02731004803623995,-0.07891861312657368,-0.027611393112268165,,,,,,-0.11591739695422162,0.021650571700053734,-0.018793971533686688,0.026681982447718536,-0.04699362308212622
RARRES2,-0.01944512311433306,0.010615899505011754,-0.020224822925394625,0.1039002428666576,0.04686013195957088,0.09879404369314265,0.07256167470518338,0.03112451812077965,0.07346975016087441,-0.025925802318782422,-0.062070787610982926,0.08109843953696513,0.01175826704468795,0.11733023254911121,0.009141662467532381,0.012490886620410114,-0.06054221594630617,0.09665044323935222,0.02295736550509087,0.022332301177021226,-0.027247010159855374,-0.006379829739668094
FGF7,0.012170570264878363,,0.02120145713186474,0.004184384057064402,-0.00034383394329133007,-0.0596876016945687,0.004481763317569991,-0.02133484911412124,-0.027616185243080443,-0.021813170115854662,-0.05172739474236001,0.05444897106771115,0.016650626241533496,0.04851860875886152,0.04403438031507635,0.09547932879066663,-0.023416656548583582,-0.009130038495739652,0.024656993337025795,0.032558161038542845,0.049702673510289466,0.03297570523549001
EFNA2,,,,,,,,,,,,,,,,0.045823187673384475,,,,,,
HBEGF,-0.015801783694716277,-0.00031468193671220263,0.003961920941555063,-0.010528432988249646,0.02314022636171451,0.04616384527620792,0.13307414369286194,-0.006370798494556049,0.13895633952670394,0.04748677996256754,0.08156526339611234,0.05099268044602328,0.08168668940404981,-0.03638615338535195,0.09847042950160625,0.07043018571681466,-0.054872263538166155,0.13785724940562225,-0.08517581941861474,0.0260330261953626,0.002305041343669714,-0.032827863594631045
CSF3,,,,-0.022768996642445125,0.059519658234858615,-0.08161542085233305,,-0.01963763674461745,,,,,,,-0.06401762130447504,-0.019885816849483574,,0.06225611691720191,-0.04050983336196666,-0.015051823643067596,-0.03573733695359704,
PI3,,-0.010250124504299135,,0.04239170884228542,-0.004764232411837175,-0.02046476852555306,,0.011987328962077224,,,,,,-0.019733336777274468,-0.22888842663658654,-0.16423854754246342,0.00018680550487371422,0.27729007508985143,,-0.032702612298198167,-0.06704112702458337,
PCSK1N,-0.06158887074530837,-0.025717043789132064,0.06277097847638172,-0.04099363375751164,-0.018504641317746165,0.06069864550047358,-0.0730253209672521,0.030378230150741172,0.03726378741368199,0.021739274342869753,-0.10829710429015964,-0.03733403535855904,-0.004551735665423133,0.010566285607120635,0.046939504118186495,0.01770900626297849,-0.018867370845745874,-0.023638837295073246,0.015511053832307737,0.022778323051971243,0.058726361341661086,0.025153868016940105
NTS,,,,,,0.010243378680970056,0.0625731631503041,-0.024137017797260227,0.02034226012249561,0.06338394540029922,-0.027202160669370125,,,,-0.09305621212773482,0.00479341908809905,,-0.06568981341455364,,-0.02228969833038576,,
SFRP1,0.03020524518741242,0.0231525176287344,0.014093023034751474,,-0.02522256325296886,-0.059778632195739166,0.0926213050832079,0.03300132576521766,0.015610486196988429,-0.014891940089408414,0.027588554203031267,0.046310416396878724,0.05191014155388873,0.10175036986093072,0.1008562281832987,0.11110952502961101,-0.021200027584503563,-0.11661960037143526,0.05269738731591277,-0.002883160763469195,-0.008225620459733622,0.1009203841538808
CXCL13,,,-0.009099645044702868,0.04690010216787831,,0.014729670913196356,,,,,,,,,0.04869560807629822,0.0574610158252248,,0.2495260887308188,,,-0.02898783479071822,
MICA,0.005440641519371047,0.04136304927736508,-0.003990868364463481,0.061345337549552605,0.0748358022696335,0.032251482896992416,0.09479583822905928,-0.04820874601703698,0.010019304980776779,-0.0559714094113533,-0.027607079141724146,0.06388579346809777,0.06834746191401421,0.02551934400106318,0.09020215237241634,0.06951139942415185,0.08985720161244623,0.04823164790436289,0.1727754601994995,0.11129768120656303,0.011014951551637685,-0.0771010964558519
TG,0.0323522595051343,-0.02992767502694627,0.03086771146649054,,0.02764541494870123,0.027175629031821837,-0.032336030365654495,-0.02370087061115267,-0.027039223942924413,-0.01077723226411561,,0.010909819710159196,0.005382176748683801,0.10181959495689023,0.04980827888388438,0.06819512238799588,,0.006890634164171777,,0.027686116198284247,-0.0006774217529078734,
ADA,-0.001460987325094903,0.01758252717446699,0.053187268438753335,-0.04492582114255536,0.03532231855709981,0.036125783745588246,0.07848572079901861,-0.04637832826900815,-0.025327488245697787,-0.017503091902519297,0.027254112611594276,-0.023528863193725297,0.012515537619260353,0.0015479000209111164,0.11676245312505555,0.05137354902212263,0.09964648188343384,0.012770808946048002,-0.05857718070576318,0.09511991397880838,-0.03881511954832652,0.09292847108227528
LAMC3,-0.0023836207982460803,0.02072162737349579,0.020343174770428553,-0.042501652849044155,0.025597102257097604,-0.03657538932808447,0.0678174433661873,-0.045233951170687105,-0.01317473645883998,-0.0006692428245676606,-0.025055880819316322,-0.021749519952498495,0.0053546736836426485,-0.05811228143260548,0.0903267663702524,0.1248817507820358,0.06666594145668857,0.13653554157685122,0.10278831120853323,0.06019672004140257,0.021117681997335658,-0.03546156692558127
CCL7,,0.07200852458105014,,,-0.019679396081514082,0.00793944085270617,,,,,,,,,-0.0006153105915428783,,,,,0.08659890651106038,-0.026096756125780347,
NGF,,-0.03342997081496575,,,0.06145660780442505,-0.01977048237922693,-0.03085724604265899,,,,-0.027202178580188092,,,,0.0876039270426596,0.044049650704310175,,0.27754311978276636,,0.023286399802429726,-0.0030281324149450573,
TNFSF15,,,,,-0.008908324823909687,-0.021976507154382607,0.014395675143498902,,,,,,-0.024260424092264594,,-0.02650858801808047,,,-0.0055798071070025535,,-0.022113821292708908,0.00041299067342722085,
HMGB1,0.032493728335226645,-0.05382969762236936,-0.00885561738890635,-0.02608099578797183,-0.014224602940421445,0.06729192391901219,0.09656961624287037,-0.003803868352591803,-0.0633115387100256,0.017347158335814804,-0.007249394000436273,-0.024622340224934095,-0.0005397432603310346,-0.07366776913317968,-0.21295140705982013,-0.12430058164151503,-0.03297223516249607,0.020929658992117565,0.07646995567268342,-0.056631126753814626,0.034011365199251097,0.001871358319061924
ITGB3BP,0.06788743375188569,-0.00044708096830628686,0.012206614683127675,-0.023231961398457505,0.03940226440852169,0.06371548923220292,0.1389461075657781,-0.06508753795951591,-0.03529108931623427,-0.011496122244503514,0.02159837630224771,0.06810887489494558,0.03131725301275652,0.025726769632675516,0.027444119972912275,0.00997491378315938,0.005665165619939341,0.06018871374856111,0.08572061543415324,0.024056363775908442,-0.03141332655176775,0.06572145243328976
AANAT,,0.019952801142506152,,,-0.019939473649129756,0.03413673484491345,,-0.01771367977581061,-0.013112105034720267,-0.012423088261246178,-0.025574048386318344,-0.036543612793533284,,-0.056872021653308076,0.00029128382276408287,0.04803709500020598,0.007063151860127957,,,0.10650673640054821,0.04665020833106535,
RELN,-0.020149879369743957,-0.039494226684049234,-0.020567805528454563,-0.025641369153092182,0.0074605552938457435,-0.03833107986050293,-0.024529575728038485,0.05715580860433054,-0.03303715358944994,0.028570702693223104,0.0901494912012658,-0.003627275273023568,,,,,-0.04112035015657328,-0.016444598464019525,0.04864709494190327,,0.019661614167250718,0.0676172186531391
IL15,-0.03050362966473128,0.087480878467657,-0.01876581707397109,,-0.024345553772476762,0.04115853832186345,0.0030077742329346754,0.014906619377360151,-0.007507171777654433,0.0395502857725858,-0.052406937509553726,0.05709048503273835,0.1722709897711972,-0.0034252190697445033,0.052384897265817076,-0.002917415540991031,0.0590920704890953,0.009721383509891792,-0.04284530513426728,0.06165883954792972,-0.0069524778717276895,
UTS2,,,,,,,,0.035997078780816566,,,,,0.016428892219713203,-0.024367283945689315,0.07745856944708651,,,,,,,
BSG,0.003986038430812415,-0.03706288004325324,0.012429199916864402,-0.05676138756067653,0.05422209577601022,0.12171915638050217,0.08095825185511836,0.008452966210773901,-0.08719321298114242,0.027591737975811936,-0.06262269993984025,0.07579600084298398,0.0002451966908591328,0.09308945164102517,0.19551700219757104,0.1481877589868439,0.052744152782074116,0.2133977361001454,-0.027736979390752543,0.05808560488941467,0.04382873867696165,-0.034438376373233145
ADAMTS3,0.005235578634405833,-0.014116496002076052,0.02537349506058858,,0.04441524259297236,0.038178344261054625,-0.008946677204296063,0.013864758285564235,0.0013868456084409925,0.013203791798998657,-0.01503761538684516,0.0023690213405199163,0.021785993797994285,-0.06887453637652685,0.14794988711934035,0.09782786063207675,-0.005004225622649269,-0.05445789929339097,-0.04925956799111875,-0.018048727052302652,-0.031210912855979257,
CD34,0.020804463037350715,-0.005581422161842295,0.041943217322460424,-0.03775350196164761,-0.0027654391353638193,-0.029628936591400167,0.07185694315027277,-0.0016889845759598203,0.029348484746599825,0.10334757912837378,-0.09529843335776032,-0.04371940935885977,-0.08257890746745213,-0.12341961828659914,0.10767213060451515,0.07945002362260976,-0.02964696354679556,0.14584738752967047,0.03167589677844581,0.054312201668625194,0.010370871368758479,-0.05784708950515091
CCL23,,,,,,,,-0.020155355723282392,,,,,0.07123280245740397,,,,,,,,,
PLAT,-0.02913760275306903,-0.006036666746946351,-0.036724632049809726,0.03250905304827303,0.013472798040613104,0.035248190015998826,0.1830086884406201,-0.021125648418746947,0.031545147227512,-0.03144942263228972,-0.04522578604814774,0.03750596896646899,-0.0586613764192779,-0.05121708542119393,0.19371044175000743,0.12037943327024965,0.06695371070249476,-0.080378009367966,-0.028376304935272455,-0.02134897948654489,-0.0034352307439184135,0.014929508036696687
NTF3,,,,,,,,,,-0.005735033538575526,,,,,0.11356056063101859,0.10734941330538218,,-0.0630590861791056,,,,
LTA,,,-0.017144216601043715,,0.020384599022823382,,,,-0.011236368754079063,,,-0.03389251603140174,,,,,,,,0.0537227269098621,,
CKLF,-0.017874991965157787,-0.06408781733421991,-0.02277101131570009,-0.07599865526541508,-0.018056032231795506,0.01409506419770496,0.11579072600661545,-0.02014982190772832,0.035520084790320705,0.03359840881274367,-0.020275152141169688,0.040834018003940174,0.006121529154411431,0.02410180893259342,0.13274269843258119,0.0967363508933378,-0.045736267090499265,-0.02624734622392314,0.03145028453095827,-0.007313551008810926,0.02369861371593383,0.13451853894146484
CD24,0.09096625250406465,0.030058221636286298,-0.049002793229494565,4.779163141019858e-05,0.024773988663796955,0.08800191401713571,0.06659012909337322,0.015024115156686623,0.11144874702068552,-0.018769255711903892,0.036125091611433825,0.022975629675745117,0.03825923004142052,0.020746483116756805,0.014740957461220202,0.04537973386329349,-0.0038995525946928086,-0.1786146826899152,0.03950948993701017,0.004961465584542941,-0.00297702907095462,-0.020260019192649657
HSP90AA1,0.057616029485678864,-0.014907640348610746,0.004990535862617897,0.0042065431923078095,-0.03992690489878068,-0.1678321732099445,-0.10194220890252041,0.003876154454283349,0.16200963900937101,0.018173942783368063,-0.08394779848930985,-0.10422097801303538,-0.08563478782006713,-0.008865620768232989,-0.3233084698144118,-0.23513265493197788,0.050395254520764224,0.04083821130534984,-0.05138480757379419,-0.0525750160668146,0.019471172890167303,0.01751611507817255
BMP4,-0.025013857619737786,-0.014603278184295482,-9.019315062112288e-05,-0.0005668545624998669,0.025104820357284032,0.06313517500829151,0.1263481693747087,0.022482356455120294,-0.005167195732061121,-0.03894430142221637,0.03061499004308387,0.05185156147997477,0.11112532453744339,-0.05095236025726361,0.13816975168924994,0.09866484254187975,0.06412848179048079,0.01782917170563584,,0.07557680672493154,0.11369943205392119,
SCGB3A1,,-0.020502321297791528,,-0.024337805775635563,,-0.010760660870805213,-0.012686951361598812,,,-0.010478996454729642,0.032647299850916994,-0.008362875886902385,0.08625338849376961,-0.09500932933729249,0.07771403047676383,0.05037688903096053,,-0.022123110369182696,,-0.033071453934023214,0.08702981400995832,
IGFBP4,0.05019357344049847,0.03065816699731043,-0.025704953742300713,-0.011123663720142346,-0.006934703783676525,-0.04224104273938094,0.15051188059961726,0.005404480176373703,0.10826672639994242,-0.014852902589701376,0.005228210251401486,0.07735427498294434,0.011210541123626376,-0.1494999674136581,-0.014829151234478376,-0.08391633842051245,0.026441029017563424,0.44378942324186516,0.044197524648225156,0.04675188078811451,0.008933186535424702,-0.06372920962887532
RSPO4,,,-0.0035651587696764893,,-0.008333996811257413,0.009035485256639138,,,-0.007066648086647954,-0.01047899492193936,,-0.011160194111986507,,,,,,-0.04732875297856746,,-0.029622368313129414,-0.009528484730630836,
LEFTY2,0.19535936138594767,0.08348431000216402,-0.01735477366537323,0.0015129525703875774,0.021050429700940194,0.027030445006156336,0.024579918399402243,-0.014097544957330167,-0.011898791770651408,-0.011490346092830313,-0.027202178580188092,-0.016881124175709687,0.05563972157084646,-0.06649264567260393,0.02081948861831748,0.027859660067709104,0.06388448096097336,-0.07202776114112563,0.08226425090899575,-0.03473456416424747,-0.0038225597580705244,
PF4,,-0.03274169048180827,0.17168270399420965,,0.051649961099981184,,,,,,,,,,,-0.03554788885601031,,,,0.013894712433963952,0.1457184359752914,
ANGPTL2,0.01605329717095285,0.0316185045737575,-0.05158375015407636,-0.058518751704172825,-0.0030492031925705024,0.09317306785788824,0.20348777261473783,-0.021141762978463607,0.042984089321186594,0.01558493544069835,0.03585962893770746,0.0878920274510588,0.01082031409040642,0.09475057380257335,0.20942487832182016,0.162638374248217,0.010776013135032918,-0.1651666855741282,0.037337224818003834,0.031248938110688275,0.05380904753019918,0.013984488905026704
LRIG2,0.023503137716901195,-0.0395328028394275,0.08712609760950364,0.009167505429871816,0.02410338213560947,0.03018074124685353,0.08977008938222153,-0.002230923209683616,-0.003960608627006615,0.02419734720544824,0.0168197200442193,0.0650142037757063,-0.028076822825273313,0.057332533257944684,0.10794301140862826,0.15453643973118295,0.00459037734092217,-0.021268178910231316,0.017649804097831324,0.008265538288808173,0.05385647286405974,0.04499574107226139
ICOSLG,0.020669342588638836,0.0018176196270099816,0.017606540183912722,-0.04360320344336409,0.061754039545410574,0.04102944421319451,0.14518083385223166,0.05134099917320438,0.0008869502183975033,-0.01988717549439792,0.1133433448218412,0.02039575901062176,0.03023383056365089,0.010409090039488639,0.08760377720822382,0.1196203582566903,0.04414962751532309,0.01048016766788868,-0.057289249068524124,-0.023438147096862438,0.10941562881287549,-0.005784564337662531
WIF1,,-0.008314523392265676,,0.1293001763656922,,0.05699196456348587,-0.16860889146876498,0.06580693348758801,-0.00708303273933933,-0.00481100112246976,-0.02238596024498815,-0.006444833223561612,,,,,,-0.01639021681295498,0.03227918118482981,,0.02350962216366522,0.13549547099138867
NPPC,-0.013117199318677617,-0.042266261064835574,,-0.03053379194027214,0.017441866917053874,-0.05277469549348823,-0.024019640997247203,-0.010814395641936835,-0.02590333603400341,0.12439591436162156,-0.03898817258729282,0.06735114493154892,-0.035892599307962576,0.0457261412139474,0.057623451057588954,0.07607767991234843,-0.022243643697657814,0.14778061268515347,0.050958056824389156,,-0.03214525102976994,-0.020587636661278667
LYZ,0.08829417719275004,0.01105306953715368,-0.0550584722789313,-0.005017020047823906,0.007851087059978525,-0.034973050323806175,4.896021053641778e-05,-0.014065556364521083,-0.026284437391094203,-0.007955254099070773,0.02208376073626271,-0.03650213118167479,0.08563887572521696,-0.03997282557299458,0.06219658412219719,0.12242807263694748,0.06848857000562915,0.04832199010205805,0.13423792493372158,0.013204518348817003,-0.03606080577504538,-0.07395383618220622
EREG,,,,-0.030690930740133154,,-0.009552210679095575,,,,,-0.027983092238884975,,,,0.08190457221645475,0.08817313659237236,,0.10507083663881729,,-0.033919771067496565,-0.024815677529472353,
SPTAN1,-0.01219760040233419,0.0022096560217416384,0.0410397595584554,-0.03237377722617011,-0.06192771925254138,-0.018110889648644702,-0.08321522742050552,0.004505877581275528,0.008557586618987997,-0.018775237821687454,-0.11312236166157319,-0.02933386418365951,-0.04644419373096295,-0.04370145100304482,0.09098537427951686,0.07648504766046406,-0.04658545607450496,-0.1416347165194851,0.01589647798853883,0.011451793459177967,0.039931972052958335,0.11617020264004284
PTH2,,,,,,,,,,,,,,,,,,0.040836664476730934,,,,
LIPC,0.05892432447232513,0.011432931990709074,0.018812089158902732,,-0.011130992488124294,-0.02424239555573666,-0.041343330120736814,-0.029941870349380593,0.034621298451440304,,-0.028086119123915804,0.006728082929774667,0.024937165573709875,-0.0007447394122967553,,,0.030188594913064228,,,0.05946417512428748,-0.018964851048317622,
COL8A1,0.0763036496038511,0.08571966439671344,-0.015257311401287981,-0.0284275078517695,-0.0007882610922206834,0.0551952640199321,0.04303507757221202,-0.03588472507797277,-0.05163056427918198,-0.025760109521253967,0.02945675109807181,0.039749109646228804,-0.023013579513749063,-0.09867416388846173,0.2980992622361901,0.19295935523259422,0.08092755162619256,0.3097333019455078,0.10443294758087353,0.004270103901264487,-0.07903017067857906,
GSTM2,-0.055535406528780265,0.04690929292155156,0.03733343157592614,0.07652023704140268,0.017937975272257673,0.06184487464203897,0.011247226867964493,0.03146738962025423,0.01008317623761163,-0.011722009063654355,-0.04450745296008685,0.03406623403561044,-0.06463275120017063,0.07626857103024602,0.0774421191898755,0.01358986351244046,-0.008864346148704618,-0.01252025999860401,0.10159386764237296,0.03139278322351569,0.04077021276092782,
IL4,,,,,,,,,,,,,,-0.0905155168047931,,,,,,,,
SPX,-0.014995026253376835,-0.03494848254900173,-0.011022639708962745,,0.06186945592308669,-0.06330959141796268,-0.03472503412925734,0.13184807944478125,0.028329374956714795,0.02773321333478533,0.0037264018451515736,0.02510274892677031,-0.03101833440038893,,0.09360246420770145,0.07300646296447943,-0.07426240803338305,-0.18954651064614816,0.04647551566708837,-0.025582600040561898,-0.030791023431392124,0.09119383589519017
MFGE8,0.10223291930870299,0.012859847115516243,0.03771405146085056,-0.034263738648931626,-0.01077508216661553,-0.06522683550932526,0.05803113000232078,-0.0580107726644491,-0.012228674893336202,0.018108106743022073,-0.09214212484627703,0.03974025690425652,0.02086081573296694,-0.03337973774208815,0.09151965085462292,0.06613756621826866,0.05348364556366042,0.12257960140550991,-0.027978781744967464,0.06381630645369435,0.03187195447910952,0.04500743035801978
TGFA,0.04568589386612361,0.020882227463840757,-0.045843602219399746,0.025406435365764132,0.007614678829523837,0.12022695533417715,0.10713262544726775,0.030248273030316627,-0.009575326698961346,0.014707209884820183,-0.005566480657015377,0.06601168962065593,-0.07893829423152232,0.049772679961689464,0.10016662306264133,0.08567881397783583,-0.01737247759579338,0.12434956306800313,-0.03461502434793947,0.06512111984352535,0.03227349951355422,0.05827345331556177
SLIT2,0.04860286747128894,0.07013791776894769,0.017338714632949618,-0.01808956537542517,0.015320961181492808,-0.008885117129990317,-0.0033541509278892773,0.03366949999766399,-0.01766096758490002,-0.026585062873454607,-0.024048833773443024,-0.03807762487762507,-0.0008410741196291947,-0.02670358829381492,0.1335890617326225,0.0765693810891664,0.13247762566604762,0.005084051279062487,0.04827924216892947,0.027876588301095555,0.04637071199905714,-0.04783263567677612
PLTP,-0.04661767363510962,0.09326404538631651,-0.02946401816219895,-0.03647955224906491,-0.04284809118626736,-0.02434320648046451,0.07881711354001911,0.014359987564348215,0.05237061275821162,-0.003195284129396244,-0.020015016286423944,0.07296834840837145,-0.060572745284137766,0.022624472417138407,-0.030900971875945968,-0.07233589527118464,0.05850336129925572,0.5164359963984059,0.0656281671070062,-0.02339550242296019,0.05776728414478416,0.07940915690348799
APOD,0.002342438619118169,-0.026182665452383614,0.027166503389738285,-0.07634558874134799,-0.00014261363745967983,0.06961850330614365,0.017431375554807865,0.00799312499467185,0.12028562878512912,0.029610235634977538,0.10751647505475392,-0.04238109085625547,-0.09053149026734986,0.026633039240718352,0.33674806398904394,0.22177528549267994,-0.08129962420140531,-0.10273031286303162,0.0058514655935565495,-0.03395101591915171,-0.0478011911975413,0.044100735180646056
B2M,0.07560111285500819,0.13219690538911283,0.018575300429913722,0.02119310257328689,0.03710657661170377,-0.0974292028305436,0.15354543049451388,0.0026850751594920275,0.1778793654980599,0.03351831218142889,0.05888658854930514,0.06703386823662293,0.10003726764669871,0.005698394176157413,0.1411693511848079,0.15734670657232733,0.08067410509214928,0.39293612828820224,0.1163364058853072,-0.01037679227484785,0.03442706365743813,-0.11213199698372328
