,MGH258,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916T1
VCAM1,0.0020193724860530877,0.05150029296454606,0.028059200370234617,-0.001175016012384212,0.06415636936643263,0.13069589561166237,-0.07483107896077057,0.05354922081406701,-0.03720939735933559,0.04393954236569595,0.0598759305591465,0.07664937173513159,0.028864391527103867,0.03821552966525258,-0.0012515865126769363
NXPH3,-0.0033731345068881637,0.07682169859384398,0.011355209880461495,0.014187989578932535,-0.003846259445126152,0.08219736304941393,-0.07236583415467426,-0.028235912018067397,-0.025923727963613807,0.011342392670030402,0.1291280256166618,-0.07605449782566863,0.014979188503797288,0.0385176278357672,0.06665488003128248
MTMR4,-0.003103346690305732,-0.008447637261116463,-0.07169656543325706,0.008023293028522454,0.020426683195320296,0.03815791643743587,0.016549211467814625,0.0459061037784561,0.07871490880424005,0.028027159719382286,0.09492421219753944,0.07895832606844153,-0.08531601557009577,-0.06674048688522738,0.08984432082399833
LAMC2,,-0.019224668031595973,,0.014370381722422018,,,0.0009094565739688667,,0.05896556464655288,,,-0.031107670775688274,0.060033697976947284,-0.019808098724946804,-0.0365666584616373
IL10,-0.019830577986627414,-0.02252799211838947,-0.022670598603821094,0.06637472411421536,-0.003154000254090778,0.08832235911369932,-0.020377520894764408,,-0.03241421610858815,-0.015801322369541595,0.040391457129581046,0.004081987880225231,0.07970356805612808,0.08706040220129757,-0.056934407734098136
SEMA4D,-0.026491897876714087,0.0525252181544473,-0.11072260567619022,-0.009931427283375642,-0.0372209497347808,-0.08495467224569643,-0.038301297594353155,-0.01958600048530351,-0.03830322759093587,-0.0017299959770531988,0.04839747250779536,0.0200233855774704,-0.0063446284112734595,0.0222333868404653,-0.017759044486612825
TRH,-0.0175299458107431,-0.033193476254468224,-0.016778601993757074,0.05877221660470722,-0.01660045691799814,-0.03622695176911544,-0.027350712308174333,,,0.005183217897902261,0.014303354188708005,,0.003982313541512085,-0.04378176189806486,-0.02729381492133994
SEMA6D,0.022852891779017826,0.031379539680368336,-0.04617766302905162,-0.07803563668273128,0.02551404264086013,0.09141181551905919,-0.018561942854142838,0.0378774082673289,0.06713797577102576,0.056701776963471624,-0.0468773355228597,-0.08226353344429987,0.0059273901740507515,-0.003514082957247986,0.09931700196616869
CEL,,,-0.01841249915069984,,-0.0327509722852319,,,,,,0.024994824070810998,-0.01625878316133866,-0.02557300269806584,-0.03861221821519988,-0.016847969276823752
PDCD1LG2,-0.024197980771654966,-0.033314589805042816,-0.022670586856118363,0.022543040736605312,0.017741623512057467,0.04187887725903291,-0.04385426435637588,0.00023544721815894166,-0.029214522378093754,0.024861133965572935,-0.03813371441882797,-0.03404364613531744,0.02536873268822334,0.0019004989924085983,-0.006853142847272492
SPINT1,0.08041096488086076,0.0740268268339554,-0.022107442540943142,0.022734965406012973,0.0005731728431621947,0.11196130086750146,-0.027892857460948422,0.014598732815695502,-0.0266912996426706,0.06541421668727997,0.07705757965129707,-0.04478085489756887,-0.03312314641106151,-0.02518359023412755,0.12797852722036465
CTHRC1,-0.01648339152354035,0.0567480997155143,-0.019713615278935684,-0.009372820724915455,-0.02118317746558594,0.07108509795025413,0.07504561228559013,0.003850062240153844,-0.07015246271315673,0.06394504590991651,0.0026592787829445995,-0.05872549748703738,0.07971680087033328,-0.06456760102618427,0.022662230052264965
PODXL,0.07242554922625875,0.03541056883079769,-0.040054022982738025,-0.07248455455799414,0.02538725832576218,0.08869335081397003,0.03487525547955815,0.062303164919040754,0.07370128910538881,0.02932086327765167,0.010711845370034709,0.06734814871112951,0.02119465396662697,-0.05846744244427283,0.06993712993598475
JAM3,0.03417964163471632,0.038865327048971055,-0.03352575675539107,-0.015949416033733226,0.05634788702098583,0.10256277587707473,-0.03383894337262753,0.004017019931681688,-0.0023598155469424734,0.030112008457730096,0.043000087455394395,0.09555044534699217,-0.05023722113451037,0.027779504363406718,0.021747622354821913
TGFB2,0.04057841185759305,-0.03707667036719344,0.0678675787575157,0.0205996790043528,0.03114293132041734,0.1302691124042953,-0.02470581495633282,0.007162830150130674,0.0387872034445566,0.008514796803636426,-0.010642581447270504,0.07215031624451089,0.011553154392468443,-0.00949546278977926,0.022058152095045448
COL18A1,-0.002795719195309704,0.035937986409607506,-0.08337629408336944,-0.007009402305482632,0.04429784633082434,0.07557580799547735,0.016095616541717723,0.0054219279726477835,0.0399303041133213,0.02419830244469069,0.0037564529699997758,-0.044079184324532325,0.04727999029827067,-0.022517782027178423,-0.0126723503257883
NODAL,-0.027733274852407657,0.058540147332290925,,-0.02597306985806866,0.07833627290887796,0.11186088355032997,,,,-0.024267923517379116,0.023418449687942374,-0.04229200539680318,0.002024725491200157,-0.029797738948801056,0.02136869770814551
INHBB,-0.009678239621096018,0.009697881459475135,-0.01563771610086969,0.04803313861642089,0.020210337504840227,0.0789754190751339,-0.023815005547108494,-0.005634050135360942,0.027852790635184973,0.07851812013441295,0.024658291973330165,-0.0335288458392298,0.033594974307616404,-0.03143166919016224,0.05385231307120353
LCN1,,0.1032167690048326,,,,-0.0021724872368519004,,,,,,,0.02770693995495121,,0.0037526831174590257
ARF4,-0.019126499770029993,0.03451830637770466,0.04075486040746613,0.019040327666188392,-0.01569008339560089,0.08971937593685932,-0.04240956272816709,-0.010203467810150912,0.08518184738793347,0.02354508508204976,-0.0005661141865217368,0.023504063993481792,0.05578431249574539,0.027971119316866584,-0.010271733276468705
CXCL14,0.028549378424591373,0.045758402140816695,-0.02657717612908992,0.022453249348832246,-0.06174722785466463,-0.04381947307159281,-0.007972176898260797,-0.031608682437197916,-0.03311671156281441,0.008767924126799328,-0.045038406736494306,0.002515572621295931,-0.02392548737035552,-0.04999510721540185,0.12465631797399326
LIF,0.05465854793896136,0.01389355153191562,0.010425291050517472,0.06165606331340553,0.06392893868236721,0.03762560299385606,0.03806777716404709,0.017004274059458917,-0.03989282150438618,0.030861312848279334,0.08571151510200914,0.009537005482847529,-0.01907684560057801,-0.013000668054419554,-0.03814459481870593
IL17B,,,-0.016778601993757074,,,0.09184172877244674,,,-0.033009724882011496,,0.03680822345611087,-0.029703967359368606,-0.029256381842327015,,-0.018622374344765266
MMP1,,0.0752271544329633,-0.028246952289920402,,0.02778206020447078,,,,-0.023655795842578976,,-0.04233574693278062,,0.041146938277588425,,-0.010177373571904524
MATN1,,0.027424041291603377,0.055450211221587914,,,-0.0033760165569305567,-0.012913857949988524,,-0.013737814979645538,-0.014372788533882975,,-0.03245776790957505,-0.032318156172619426,-0.0200368491156405,0.07474088589785977
ADAM28,-0.025278982560578818,0.01114399217608372,0.06465835114286765,-0.04252896857537098,0.08562141552068697,0.024062230183188593,0.022545680479200313,0.03949288357923204,0.019887348448272606,0.06975282038323587,0.11657118065509006,0.06329581885418685,-0.001036222520500505,0.018020037528650765,-0.01075240570848953
TCN2,0.03553685728262484,0.0704858429534014,0.03270932181996619,0.020857323166841954,0.017907663324825955,0.1645079033894797,0.031958078257779465,0.017147317128141677,0.005527810294471423,-0.010853783577209739,0.09965144713436344,-0.01765208250425405,0.02344814114229107,-0.04247932425026685,0.047653889147557506
THPO,,0.053161435164082144,,0.007823444196850575,,0.07497339172268096,-0.0058791534464719,-0.017666652024032795,,-0.0143727901849214,0.08592074983549672,0.02834774582061866,,,0.033858768506060705
CUBN,0.02681232133623932,0.0481647365719588,0.054090598942903724,-0.006851941350249291,-0.03185811399385605,0.10598929948260079,0.0257217306959893,-0.02073447200351864,0.010646162269514313,-0.017407743300521986,0.004885449237577217,-0.04684425055842826,-0.02644197635122353,-0.046860652515492505,-0.01628627632742102
TIMP3,-0.03142952911829478,-0.05208096540361656,0.05160859716863471,0.1407262251042955,0.0539169803111399,0.0979263649703819,-0.004978086934335136,-0.018143857848596807,0.03221109525788224,0.00623002321983079,0.06332354641323448,-0.0048238114123224166,0.03391180866032239,-0.02674521361608117,0.006183867297367117
PIGF,0.0416990448610015,-0.007374450399913883,-0.004688340748012533,0.023128092136901934,0.05957421075076703,0.06959392427977407,-0.08231317244924326,-0.010250960533590201,0.010029761199806867,0.05253391911660114,-0.060043076245931574,0.05250221028112845,-0.04039072152317352,0.030571750188299714,0.10639993642392184
CRH,,0.06909867851960934,,-0.022969222457812827,-0.016869086392389626,-0.0439511838595223,0.03440458429361525,-0.03196412714431284,,-0.019658275039783388,,,0.018660618360490714,-0.03377185796511565,-0.019717159313581478
BDNF,,0.030810826578467454,-0.03299002161470649,-0.056557976253281204,-0.014741434868049332,-0.13500619599580627,0.02586530971760437,-0.008754888605526685,0.016176931180508676,-0.01618745321267826,0.18739815745801583,,0.0017453449009314562,0.004674082116241887,0.046058708344599394
CCL5,0.04114220819003069,0.0328208630396799,,0.006087693159837205,0.023941700206273567,0.09169418765192872,-0.005283341530625636,0.009998796270245728,0.09474854418302185,-0.019498418294192205,-0.02049526919656176,-0.06087427827368376,-0.05096670021710279,-0.03352680543017119,0.004405021144535508
GAD1,0.06355818143862074,0.04804086561378181,0.02485647555175481,-0.014341642888406968,0.009329221928870413,-0.05283457409809433,0.005033861139781821,0.0009666727599565332,-0.020580801722627978,-0.03418109846088774,0.11995445681147832,-0.03418570388437166,0.05878302874822851,0.024724984539093116,0.04668539183172132
COL14A1,-0.005915827345999276,-0.04555454295806479,0.07822903300694936,0.0107952004665691,-0.02656294271126013,0.05091611437438906,0.05245356991648557,-0.023140841808550396,5.7429230309302766e-05,-0.019574100837560858,0.024003431272519006,0.015336979796769953,-0.019283230937025476,-0.01401373586831702,0.032515554768017395
HLA-A,0.027634245643105817,0.027281125203261654,0.007007275981254713,0.03938628537908167,0.02519462779834743,0.1295609287140164,0.04240892447291431,-0.011863574882650652,0.07985818195942836,0.09685569876633543,0.0025731132590740766,0.03886102941595107,0.00923521491880069,-0.05095470402806043,0.05877407554963867
CD5L,0.0989959515298054,-0.007377649913656684,,,,,,,,,,,,,
FGF18,,-0.020380139802330333,-0.01677858325689722,-0.01824887547360372,0.009684354778317616,,0.02602048615501167,,-0.014264400481737721,,,,-0.028522708221570162,,-0.027293817111101296
ADM,0.03680793593078445,-0.04479737156047676,0.01569409185564494,0.07596014594887071,0.02334698940464705,0.12291516724215015,0.026145146541056808,0.04509055306069592,-0.05978574167900535,0.08740564583284363,-0.0694832098428355,-0.057852106454887336,-0.0006830200550855237,-0.05572032115030198,0.020196735125660375
CCL15,,0.0835197941491359,,,,,,-0.020518599952018712,,,,,,,-0.023671925461550496
GNAI2,-0.053911550002002116,0.1055449826020939,-0.08626017718614244,-0.08341673940951473,0.0499080237417248,0.09638750054915565,0.011715070591745905,-0.011277147211410727,0.027836662308276153,0.036364674257879336,-0.05366251257416788,-0.01782672922639265,0.009890452246834434,-0.00829872665478862,-0.025270497250651187
HDC,,,,,,0.07965883588235513,,-0.021506876514695752,,,,-0.03704312528491509,,,0.04587000131822805
COL11A1,0.08273012771431873,-0.008503646528542116,0.06171221776838363,0.036659727177133776,0.026541197184791067,-0.0519639899083828,0.0935242129819713,0.02816658346104915,-0.013933520518321751,-0.0037962766286715145,-0.03485831782567087,,-0.024861123563716638,0.02698958273360725,0.09106861518598798
NUCB2,0.018669995764700287,-0.004103910748663691,0.07631075595706949,0.03918901691513001,0.015327287791196367,0.11566938412349023,0.03398572421022935,0.040628154665992136,-0.003494082086356525,0.056122424042760466,-0.1440906461835628,0.08811570839639567,0.017474718367855007,0.020156004139658287,0.009915191557059652
CXCL1,,0.01762716292024304,-0.01653299666727703,0.024191429616315586,-0.038422242683265245,-0.024043424711539883,-0.029220667834639908,-0.01607675881291772,-0.005799579454126856,-0.019498421599983592,-0.0039844546450779625,-0.024997965828955564,0.02944440660317452,-0.0129891614483001,0.022444817928999456
VCAN,-0.03295456097246873,-0.04480657787540506,-0.05884897202356208,-0.04783886281303457,0.03503038403671003,0.12813498299336804,-0.00810276935600744,0.034869611442478105,0.016821713382485663,-0.015722982152590055,-0.010042202258820165,-0.013241268986610925,0.02198034047381152,0.05700805430597608,-0.04660713894851431
MMP7,,-0.021468327157095384,,0.029265956120362084,,-0.02086230534385827,-0.012753681638872017,0.03856741258440139,-0.028277967445180574,-0.02221461150711352,0.03170183226003867,,0.06492685588441274,,-0.053241859666607265
PTPN6,0.012421719171997492,0.062055595324158754,-0.063771410821741,0.004381022149346957,0.01594661396319725,0.09365961161171182,-0.04126394041574203,0.003499347110375581,0.012585694734560728,0.0225024896499471,-0.09895257425310797,0.032162989576133845,-0.015829608763895216,-0.03344151057159935,0.011613149733886644
PTGS2,-0.037994515449206644,-0.026639843554786668,0.035264905727931,0.03167132971601836,0.006115492657663835,-0.11301453426047008,0.0014011286880792452,-0.00034197156009184047,0.02015230255509143,-0.023090488587477802,-0.049003423412881046,-0.0032237822648202514,-0.009724652358820984,-0.024770648650777927,0.005078277926628732
XCL1,-0.017119124889709028,-0.024682264309908098,,-0.01985542961152527,-0.017651557101971076,,0.07126080814806118,,-0.010819311232225931,,,,,,
CD58,0.04396286374128924,0.05777802653724693,-0.07732522627822656,-0.01910180527013539,0.03157693463734452,0.12356577582362975,0.01344119837108124,-0.008882002353904116,0.03780611114722524,0.09114253297764824,0.11801363057202367,0.09131414360407349,0.05509371860811146,-0.04741208889223863,0.05965025765084757
TNFSF14,0.02062276084039543,0.018657886367306687,0.06666744887628465,-0.030934264196321993,0.05364131767141725,-0.01586315243554955,0.028402955427926646,-0.01570276296229506,,,0.02514261229459084,,-0.031095671608906337,0.006108841928114972,-0.017961140699695382
CNTN4,,0.01143110407859496,-0.019288799777800323,0.021483006027741357,-0.023141201329623662,-0.07407773741025832,0.00016496149058530394,0.05861060195235946,,-0.045201083931068566,,,0.05476148218434579,0.13500851337833936,0.005214407974740876
NTF4,,,,0.1398406788905095,,,,,,,,,,,
INSL3,,-0.006630775268204959,,-0.018248871894193306,,,-0.014706336306754516,,,,,,0.027231631938791353,,-0.01854523120682695
BTLA,,,,0.031457859260297046,0.0013117491933956101,,,-0.0059762245074286065,,,,,,,0.03621532979676521
MFNG,0.02915174959890764,0.011072144735902218,0.05430858208160299,-0.03141552971879452,0.04537056126117574,0.14238783868612526,0.041248526514660995,0.046483510153099615,0.016328349127422582,0.026754824344675764,-0.02182479522613071,-0.04273217839317167,0.023986509372360253,-0.008386360869586182,0.004773562419854914
ICAM1,-0.02278417105472907,-0.05528318234660706,0.019518048296845163,0.07717946916278039,0.017005050403334717,0.07599353393888854,-0.004141431639943118,-0.014575560957459564,-0.019569021217914196,0.01696647240830919,0.08845701414378135,0.007314625162537486,0.014523683895019747,-0.01634353532763391,0.045288842459574825
PROS1,0.014648960898006772,-0.0031777845481853373,0.045196187869266796,0.0009818494909608411,0.018221534289059482,0.12791059082203987,0.007893309307314689,0.04802556661678164,0.020496873586362204,0.014985433550907578,0.026284831806277296,0.050253676369212075,0.046624038825385225,-0.07266582897988859,0.005349105693937657
CLCF1,0.0769031652040061,0.026391913465586326,-0.037208317239062996,0.05589374539724097,0.002966959689587395,-0.04239399330415365,0.0016046734077795662,-0.014998784327460808,0.06334291000627222,0.07373092189490833,0.02771792393740357,-0.05506061442608153,0.02466004778620222,-0.020970879734960396,0.020145551179787457
PSAP,-0.07885013173494969,-0.03461882591711304,0.03540186166245986,0.06558466839552984,-0.022708386180892326,-0.09001062231218604,0.005258877737437613,0.043649951010751906,-0.021240831900776354,-0.030232734013078206,0.13249032985029338,-0.01589835167748701,0.0015269668069492323,-0.005284183346647782,0.015922050455499423
EFEMP1,-0.01156599139351122,0.003994510028800319,0.08016336057989855,-0.00982321400499614,0.03825700797556406,0.10993041974814903,0.017813462630717928,0.04475283092602986,0.05020487422386779,0.10073237085621427,-0.02896249902164129,-0.05729501358169567,0.034644630937396566,-0.030569644423952002,-0.01979677911002935
C1QTNF1,0.0444769591781605,0.04081367318060694,-0.012727401831197006,-0.01982189082189878,0.029056389022130733,0.13935099803834272,-0.005320781407384572,0.05091919474921877,-0.007359936003402942,0.050424844840753914,0.030308092602544908,-0.021614065983844334,-0.019697823164608764,-0.07980924848507655,0.03980674708888621
ALB,-0.02577244202695486,-0.024277767047341137,,-0.023516507746204122,0.027913496298753646,0.008951468580991684,0.0012134587478974251,-0.017835022186694797,0.046578531545601855,-0.031095506601921348,-0.036888741312703865,-0.04155875629783157,0.032402479842349154,-0.028820158209060087,0.01057351244216158
CCL13,,,,,,,,,-0.024785317847326075,,,,,,
EFNA3,-0.02754130419358738,0.0060164800472549095,0.06485259313290227,0.05624623114703667,0.023717862492117214,-0.0931886323423585,0.02121976663512553,-0.03234051166721353,-0.0038477572419936728,0.04963214200823045,0.01656613286286224,-0.08165300091024415,0.04911399538673533,0.008389110757715248,0.02907124618087531
DRAXIN,-0.015656317943098113,0.02663379227671192,-0.08634578689570802,-0.016416703275211712,-0.04936165914723173,0.14114669995771784,0.009390483520545723,-0.014320647618614768,0.022599453064946266,0.13012784819701773,-0.008364520811476123,0.03351765319984196,0.0022926446229454547,0.07321725098838704,0.0970587745112538
RAET1L,,0.02294448769401008,,,,,,-0.01715219840400672,,,,,-0.018272019955166495,,
NPTX2,0.10619076195050504,0.10243513453361695,0.004510803008672113,0.04434967803476859,0.02982604443504282,-0.11300832242744353,0.024872994042662716,-0.0242709048743339,-0.0025799066594649742,0.029612606761277086,0.017998922081957545,,0.09898949335646925,-0.015866334991028637,0.03981797842198256
FGF11,-0.04186243615119958,-0.04554886264583117,0.10801787000916004,0.009940626243268967,-0.021946493040267915,0.070813015727576,0.044072028199168806,-0.023531143558539126,-0.008901299385927836,0.05797784058432782,-0.04306304565371006,-0.03036654303145018,0.018800522494979655,-0.025933616949550316,-0.00022581457642711935
CD59,-0.060291018449814986,0.026971007277406294,-0.003750255758712763,-0.012445625469854183,0.012074022371121262,-0.08443185663515397,0.010416448954951498,0.008099576983562342,0.05731305216719111,-0.060702359896788696,0.11021528831893018,0.02852836691006967,0.04068947994460863,-0.037677465511069104,-0.0027531078833255705
COL9A2,0.111261853388564,0.05281979109366604,-0.03465650007585338,-0.031753818927383486,0.020906899462585282,0.08161600648779341,0.0064114020580357195,0.04830529690746364,-0.04797037163866881,0.016031272773159265,0.03012716122300275,-0.06021633882123219,0.04076317881306486,0.010353490814372267,0.08109750655674984
DLL3,-0.056494007962201935,0.028654740243926963,-0.06841168930082514,-0.09299881961765663,0.014217302410078937,0.06604226224869612,-0.011082173377624061,0.02949712206717751,0.07751550875472446,-0.06151146147352582,0.09347483300276643,0.08789732042235608,-0.0013638703301984364,0.04130858652736984,0.06461021655035508
FGF5,,,,,,-0.027865439535048872,,,-0.031374550861839795,,,,,,-0.025934648112635465
LIN7C,-0.04003486832270538,0.00850174878058304,-0.037637291321903125,0.01845676000751981,0.02453270275952256,0.04260073168692884,0.016119286276069636,0.00022276953335180003,-0.016761381351174522,-0.022579111623226917,-0.0027628754114861014,0.031837807728775806,-0.06535692106520562,-0.041906238930748,0.06036692024800498
GDF7,-0.017732068624840204,0.0351338146545675,,0.012482601943166645,,0.021658766545850316,-0.013706406824026122,-0.015702762352085668,,,,,-0.015663665388713874,0.015860123270248168,-0.028406076894503144
PSPN,-0.006478804290258561,0.018204348061989947,0.01777413876588968,-0.024337249741565314,-0.01945330896292921,0.05439253457747095,0.01555556747370422,0.01922633478297628,-0.03799639559046784,0.053485677206201634,0.060086109121191646,0.014596119172924145,0.05461450347956956,-0.0024805594309591345,0.014554805728314333
ANGPT1,0.0031286275920807904,0.021978157708502012,-0.019713614117262728,-0.024761928342829923,0.026667961610200068,0.17275478858114965,-0.0015485447606911858,-0.022315670039338282,0.03930877981340157,-0.02277825436664489,0.009638351605629184,-0.053880817209571816,0.006671490866062611,0.0397831739284847,0.04999499381883903
PNOC,0.012211890787817422,0.05258937013946886,-0.05303651536400988,-0.0265776765377196,-0.006268691633283996,-0.11449995563051593,-0.006348796484593236,0.01926070591686722,-0.013004532226975079,0.018370876929104652,,,-0.01665681067401046,,-0.02097861857394693
L1CAM,0.04317048804189181,0.00781061088989816,-0.026397467993811492,0.004720005090266092,0.0037351308714617254,-0.11380851911574442,0.005564718421684039,0.02069768772536389,0.026970898765497273,-0.068518315306831,0.08801474787650561,-0.039500693764440015,-0.041296593587761776,-0.03198658720351142,-0.009603659796941024
APOA1,0.12772772227225906,0.0668112157785233,0.016406094268355573,-0.02841960284985299,-0.02220881579402623,0.012923141646076896,-0.019150208154176077,0.01913370075386942,0.026404409077101357,0.032157845642016195,0.04119448700021001,0.11061067113850392,-0.008599085785323795,-0.02764008210394751,0.16206582217233953
PSEN1,-0.013968375590504508,-0.0013806485834684838,0.06741841854770582,0.05125339544450065,0.057978691576254036,0.03406089363188897,0.04565214479278728,0.00803985120660097,0.01912463624703801,0.07685794951121694,-0.023803051567487857,0.05700026803313019,0.020580946429129304,0.0005037137093420418,-0.022831179599638603
CALM2,-0.019806743997881543,0.06253047911914442,-0.028185006595941323,-0.04420142258797504,0.026629482369994115,-0.16888767526427903,0.01954402586493958,-0.021060516946633665,0.07267560110950444,-0.051794232562451754,-0.02112972317736782,-0.13289412406795126,0.011516747887141797,0.037448905955169455,0.05545290299109944
CLEC2B,0.05121128985092822,0.04876417999499976,-0.030323931464916815,0.03169102821204361,-0.014106282212953491,0.13142541081283882,-0.010168941518693558,-0.054857986263458496,-0.04022347243934713,0.010898691869583272,-0.11260040472391408,-0.14495819725190315,0.055896852277495974,0.07188775657643447,-0.05116593069817167
NTNG1,-0.0032563087494503853,0.006712530886749917,,0.03506931188141799,0.026032818711534494,0.040843122464333,0.017105474961519696,-0.02557750810062575,-0.02131067351086394,-0.02824152807235596,-0.08237595171963073,-0.028734569356014858,-0.003765743313539605,-0.030793517735152105,0.020510294438198757
LRIG1,0.010701759006400482,0.031452347442506585,-0.007154238850441627,-0.009158738832374743,0.09337679339379054,0.03832249702150098,0.004847117502102182,-0.014651889283071389,-0.023057630206933556,0.07741318637725464,0.052041030720427754,0.08404011325435455,0.028403819375579384,-0.08229665773500612,0.12063195959196131
CPAMD8,-0.015602698613605004,0.004615514658127896,,0.03395736389027096,0.010042621249754748,0.0051577833416138075,-0.016312722448952988,0.06218867377079812,,-0.026546350128101512,,-0.03704308929573299,-0.01759686305848443,0.1718422923978325,0.05447592033218301
GHRL,0.08845177046732339,-0.0016807343895433038,,-0.014431690063269158,-0.03795557435696437,0.05163020219048145,-0.028601989491396616,-0.014320647618614768,,-0.018343571314379695,-0.04272925937559684,-0.02342507635714127,,-0.014319453826896053,-0.028857053945093036
NPY,-0.022889767810677357,0.05235364883629547,-0.015514403799527983,-0.021996708016943062,0.019395129251429048,-0.07021478954661788,0.011255719676358834,0.014150755814043818,,-0.02977183120918338,-0.041283633925917454,,0.0035244176691896036,-0.005359606802659137,-0.00888312673742479
MMP2,-0.004104934580897685,0.061833429259550626,-0.1039919798734003,-0.05369937669890228,0.029255412425500935,0.0874268919454431,0.03614138894815214,-0.016186937222057857,-0.07601204840569466,0.0377519435499676,0.1227461515238954,-0.04444940240769479,0.01426403672458911,0.006315698583501104,0.060427751983951186
LHB,,,,0.058348202282983375,,,,,,,,,,,
PPY,,-0.029043896853292773,,0.011938872107140962,,,-0.011921946214546057,,-0.012028612407692632,,,,-0.02271790342860843,,0.03719739743960393
ALKAL2,-0.023365169564668286,0.02175817845264154,,-0.018525922761756516,,0.04467456947929906,0.04159967795429339,-0.030553001512074452,0.008708866682454878,-0.018629501351216927,0.06315182274961462,,0.05613698298395826,0.010542333694175676,0.05897449973178767
CSF1,0.07179778132697708,0.03586696531170981,-0.06287909294640295,-0.03304093011512142,0.028821079920763423,0.09503880914720707,0.029535615354953637,-0.019228086623774374,-0.009032009924568275,0.08200396117842966,-0.04013734022223984,0.09326954904906104,0.04693703315429039,0.028311974161027965,0.03587787797375748
SEMA4C,0.024510216395040623,-0.00515357118443114,-0.03635868108838039,-0.051993680329578386,-0.05235787566499023,0.05329476113094706,0.08272201258292951,0.009884252565488595,-0.0027541473857712034,0.029602347451224184,0.06842723180061876,-0.16426306854286016,0.00507903425022627,-0.0011249193229213607,0.05131761241816364
BMP8A,,,,,,,,,,,,,,,0.07576139819876285
ICAM2,0.07843106626059176,0.05297738581406625,-0.033531905976646736,-0.012168367856776158,0.02838222985834147,0.10987570656833391,0.014378353872665053,0.02655949590920564,0.009476767101563073,0.07215052713024575,0.004096389612613804,-0.0384712627782843,0.06614103976572394,0.009031669427483425,0.007226107467837345
SYTL3,-0.010788564769113952,0.0131576385474032,0.03743514565907876,0.011956393959632758,0.04914570650008367,0.09320375591953688,0.024322748906055673,0.01406909577192374,0.026933147554637642,-0.028600225036430407,0.04556757543301381,0.041225737404639924,0.0054775019253023825,0.00330330350156636,-0.034753180834458705
IL1A,-0.01813008502685921,0.04378095999713976,0.043974487175115116,0.030237340507550527,0.02139454675253372,-0.027655053009106038,0.01720663604636783,-0.012412818344440052,,0.009307709886684964,0.09176187698393527,0.0013723435874284443,0.011097074167656113,0.018405264135336327,0.04516311238359063
HLA-G,,-0.026504379833637712,,0.0805007847284373,,,,,,,0.15465134563062924,0.20139115027590443,0.0061351667109070225,,
PGF,0.02307539093381317,0.02202636766532576,-0.05954416518523274,-0.014829884109933094,0.03506562599890929,0.07664031353926722,0.04399722005614644,-0.025894246174486206,0.07365513302065531,0.09385234905914895,-0.02845838094595258,-0.08482746758593392,0.06724617944225232,0.014860275209105735,0.059450694540921216
LGALS8,-0.032232759172456785,-0.03321430283217096,-0.006897071308953213,0.04744595425864312,-0.013326002231996049,0.015144189135603656,0.01752627511090285,-0.0017268273516596515,-0.006169195617342913,0.0456055997867311,-0.005242028168619915,0.03579621249943139,0.0014547811233946327,0.06809545822683613,0.04629162978577002
DKK3,-0.03398800727491666,0.0649485622728,0.09773940240025389,-0.06325508227013406,-0.02628426179142466,-0.15050091481097377,-0.01309993031641852,0.0023872255630483273,0.041994125153858045,-0.06366200915192174,0.008954246212616248,0.020143517780228104,0.007862965144028728,-0.004811420314813095,0.09224746353513853
COL16A1,-0.022705798980893283,-0.0026101908323332185,-0.06706559914856942,-0.03375137300563735,0.08588718768360745,-0.01106308893303437,-0.00015693537719654356,0.03013966852759181,0.08714217753478522,0.005888907349093344,0.0531726436022076,0.06651309775741616,0.048176294755749444,0.028569351407520607,0.09246357924234778
TPH1,-0.029067011274035208,-0.01946094602343168,-0.023039298099355003,-0.01130669674097989,0.11088948890469734,-0.017400005814240647,-0.02757295990480512,,,0.020745650264398584,-0.005623051829455151,0.21120527292955713,-0.011799626211501216,-0.038875281897166956,0.04192162792823755
TNC,-0.018691631960647992,0.008133469551638765,0.018807836405762474,0.0933645285140662,-0.009188527182394535,0.14266661053077465,0.06958330818570321,-0.005698754553280919,-0.07873190916583793,0.09854561776339456,-0.012048531500742088,-0.04836936065439385,0.013525707784631582,0.026752121392320218,0.008317387422608983
TNFSF9,0.10097010162610738,0.03388794856727146,-0.0256571886939281,0.015546501012539321,0.031636893731824066,-0.03711365382724172,-0.01303145690189826,-8.068510388527272e-05,-0.028467182262173416,-0.029346488031886282,,-0.03156324238754516,0.06655182968182524,-0.03638731172791525,-0.008867074826901954
C4A,,,,-0.02228735698572124,,,0.005464387991666984,,0.1702786472573501,0.07332424781531247,-0.05059275395138121,,,0.02689883577647213,0.050089007915734424
CNTN2,-0.00540163946627654,0.06081377242032316,-0.0690595688679582,-0.0385161053058966,0.051549624380146854,-0.040278822881124055,0.01829860093069625,-0.04387885265901132,-0.015103732599193943,-0.0034294783041436943,0.03625203655777653,-0.008928515528365537,0.023850294237123374,0.04045508883080109,0.037270704629226895
F7,,0.14178620313429596,,,,-0.025208025443207643,,,-0.013004534051835399,,,,,,
