,UKF243,UKF248,UKF255,UKF259,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
GRN,0.0760223728496268,0.05358265131320351,0.010310066920613342,0.010171682709944044,0.09863403110115442,0.06943990691018016,0.008413269687738758,-0.03900397181797663,0.002868191478096601,0.1518674684613502,0.15499157247822692,0.12825236810717072,-0.016516369423112166,0.000530373807473554
MIA,-0.00156831298351506,0.06151363907476644,0.06059980666753834,-0.03786329198247072,0.11907414478716212,0.007845984292225942,0.2565853473388702,-0.02393713222599073,0.07617586315864246,-0.024312411087743596,-0.015118650156815214,0.07824377048573274,0.21060435079930523,0.13526174675676614
COL4A4,-0.019249882479456755,-0.04171100964401311,0.015274278059960055,0.02379928830195684,-0.023109220534560427,,,,-0.001922730114921056,0.009366235458396596,0.02349347420105332,-0.049421458918079,-0.00017404817062943357,0.03825261942334677
TAC1,-0.11270724195857176,0.03444519603240156,0.021960659296532386,-0.06050580067996374,-0.11329242596031804,,,,,,,-0.04230842322459677,-0.0025870397279913215,-0.1769573904840231
RARRES2,-0.08531158583597404,0.09175397549123922,0.10746318611294528,0.03298888209088516,0.14345444184234726,-0.010780425465359664,0.03071392001806764,0.008086550898203256,-0.01584798057819675,0.04551711448833038,0.0865418401042638,0.020334924671636105,0.04109282164207522,0.05872867833485388
FGF7,0.018308221760427956,,-0.016407146027131246,0.02093817927032749,0.03408242859272241,-0.00462389409714636,0.020190624996551564,-0.07458633596945374,-0.03380871253099606,0.04184368826057409,-0.02520714006244053,-0.018393765078088473,0.13688871051584814,0.05568026436962093
EFNA2,,,,,,,,,,,-0.007482640725008687,,,
HBEGF,0.09634290040827016,0.046367625894905055,0.006075273523015581,0.01799639044168194,0.14472878003626913,0.11691222199893449,0.08300914025614385,0.08130357210157249,-0.0014017633828021306,-0.006462912939239454,0.006844400908542142,0.014883647083101338,-0.010914635198566032,0.20304763812219073
CSF3,0.16205104002910917,,-0.05536055420595487,0.06006259329942836,0.023862556512854707,0.03479178835966318,,,,-0.0008869131459188495,0.04394919340139051,-0.03515645710579964,-0.0032528267199747026,0.07706168206643058
PI3,0.08641580619577112,0.07230644864985754,-0.0474946568034077,0.0662289647467293,0.04487486770753771,,,0.05577715977306899,,0.030901428567807844,0.027457990016010528,0.034259422114049205,-0.07005625248773216,-0.03261689699811348
PCSK1N,-0.10442509818467383,0.015903083154379792,0.032021137128235476,-0.049295533869640654,-0.011600007170710667,0.015203206403378841,0.030507028832232528,0.016362575574631718,0.006919683979258375,-0.027835923893892563,-0.0061073164243745206,-0.007349300148542051,0.1354850795110021,-0.14060899629230408
NTS,,,,,0.021123016159931632,,,,,-0.07307842846964559,-0.023200889653441213,-0.0009248261166340127,0.02511849178049626,
SFRP1,-0.020556967375464315,0.05873684435890582,,-0.0026317867920595266,0.0269086465430927,0.014003040593346814,0.07915511238966941,-0.028072129176980407,0.02816104068888669,0.086244901558235,0.07279680658807121,-0.01036407358964497,-0.08088919580495044,-0.020151267152321444
CXCL13,,,-0.040198312768876955,,,0.03205230522834711,,,,-0.07637908724850541,-0.004150591636169478,-0.02415125776519244,,0.11131511394465793
MICA,0.0487855784725312,0.04843013993382963,0.02642605936825353,0.014267463390027433,0.10619744924638634,0.01771119851345358,0.10541200051206691,0.016853295792111235,0.02103545918003587,0.016297267037834323,0.16187582249125307,0.018780873105975943,0.10768042301604609,0.11648656119679875
TG,-0.04722156863887924,-0.019959575332057795,,0.013516225716110945,0.07356114778636474,-0.008449162994471082,-0.0323689534574498,-0.011470788179526578,-0.023963849994986273,-0.023184296966334478,0.01660453553569191,0.07533526407800306,0.10892869766779655,-0.048078016421784456
ADA,-0.007020818294635664,-0.011414793548054287,-0.06033193482995061,0.03888628741625376,0.11980225064707208,0.03722224918428891,0.047709426280822004,-0.03534902435103092,-0.08861748768858504,-0.004576408807457086,0.061692798106659875,-0.035230320889948465,0.03600711140396258,0.09350743676690047
LAMC3,0.08413421872928005,0.028453507003417748,0.11272626936389173,0.03117999297180461,0.15590847063124622,0.08012090613319604,-0.013765746195721216,0.012099135963724429,-0.017720239485844946,-0.044369030335986714,0.14087032487718185,0.009772368766998505,-0.03289901079405087,0.09882749746360019
CCL7,,-0.022091511469470193,,0.0834024635410965,,,,,,-0.002894645761066795,,,-0.02044066085609882,-0.017524791765156388
NGF,0.002478212406829464,0.0363128941365403,,-0.0458439262988313,,-0.029752712895358507,,,-0.11839338638642634,0.011000835160510399,-0.0193902368080159,0.07426033970816565,-0.03518057579330181,0.0475806058099735
TNFSF15,0.031376404547632214,,,0.058597748031628025,,-0.002006940311452761,-0.02983598112267137,,0.022756360967673354,0.023556372345072702,,0.04871449068195477,0.010094182099390933,0.12340950660744053
HMGB1,-0.008505557916111543,-0.08862088304161085,0.0370611414917849,-0.006216964895904223,0.0646765414866563,0.08526720526937029,-0.012901912283612853,-0.11354732052960086,-0.0522437166201382,0.14249994757261591,0.12676869390829806,0.024756866237983836,-0.025217180916333733,-0.006871901379527626
ITGB3BP,0.08056468637343862,-0.01984678862041096,0.08316435764386002,-0.02584190760840948,0.09587964922847066,0.022288411517728597,0.11022424581940234,-0.048674285987235395,0.11495300229111036,0.04731737824085478,0.009637151098828402,0.011046665517957584,0.07429155387311469,0.028225532979066808
AANAT,-8.450753037562097e-05,0.054164203250616334,,-0.020272636113337506,-0.022053759336416602,,,0.1403650497289547,,0.11568937255674915,-0.0007264663340488892,,-0.01112333552905402,-0.003711453739014617
RELN,-0.03930742382569832,-0.042047127503879886,0.028287682256374454,0.04163190729346446,-0.04031374221739269,,,,-0.012878727713422182,,,0.02909058203770767,,-0.0370963925159237
IL15,-0.022423984998814112,0.16350000108480278,,0.021862459420884092,0.09263686758783149,0.07652075636535409,0.006642175790737008,0.019969103250425856,0.06581931693531355,0.10144372033599401,0.10247102794214287,-0.01809190784142995,0.04817351024628918,0.10851209989452447
UTS2,,,,,0.09718721859332016,,0.16969027355456906,0.09254706548161099,,0.06296854089905064,,,,
BSG,-0.06213606441811089,-0.04035142185154644,0.04286113327101753,-0.007846421600392688,-0.003998641022246112,0.05471541265820306,0.07439285735932642,0.11868963741842811,-0.02439024245526851,0.07978317560788888,0.1310606346064283,0.0015365911562460854,0.18073429627489634,0.16962307677838062
ADAMTS3,-0.023537051768993053,-0.021696573832933885,,0.020284617975838058,0.1988496119765334,0.033817980488853996,0.08999700048958661,-0.15017903035237723,,0.004710766949619091,0.005460396773125593,-0.012580906504593894,0.17538298751612735,0.0822645882044531
CD34,-0.0016905442729796215,-0.006366913519639245,0.06538060690897449,-0.0025097824129628374,0.18489262610853474,0.066407355069721,-0.037053239377639956,-0.012136555905868386,-0.042609914667173246,0.0908221773330288,0.09144610146058638,0.011448140536970635,0.021011185365274913,0.07104738483912924
CCL23,,,,,-0.025093677320967355,,0.3112411373506327,,,,,,,
PLAT,0.0698915102750174,-0.007257389709862297,-0.026167503409908893,-0.03347034878950173,0.12949307726387685,0.031840750370224616,0.03649463841272677,-0.016175079355870377,0.017879022895465738,0.040364392124568445,0.010494872633168383,0.04216236335548969,0.08766833498426764,0.14122638999209977
NTF3,,,,,,-0.02768745301593788,,,,0.032608486254448246,0.03749926219085696,0.027328666310177323,,
LTA,,,,-0.013755842152567135,,,,,,,,,0.04875449404839622,
CKLF,0.014309118074156553,-0.014158535574665577,0.08496980342546154,-0.03353881394564894,0.1448592374208853,0.01951568824427832,0.15584992209907023,-0.022532360832632662,-0.011640572276278406,0.14727244514849586,0.11828023227416354,0.06370850441185125,0.19697454557340613,0.1414388022513902
APELA,,,,,,0.03900925744531227,,,,,,,,
CD24,-0.053236251369473096,-0.02158426556320352,0.01315471616814819,0.03329924989517299,0.005215297837609417,0.08037385621833165,0.1555023154855718,0.054360014502194035,0.12715621530093232,-0.026487794974402814,-0.07543476414535297,-0.055311837351245494,0.07222586686713033,-0.031906294123935384
HSP90AA1,-0.03262560404113547,0.02859510607448909,-0.10864767863783364,0.031612596658320065,-0.15491231520161158,-0.044356945720115275,-0.06550814609221801,0.03510678153162507,-0.1116131385059027,-0.05900003535839672,-0.08047487703327666,0.008789116314654202,-0.16312013571862854,-0.17831341860267574
BMP4,-0.017714188035839094,-0.02756231023176583,0.024988850472963436,-0.03903500579939499,-0.023747677541473628,0.03617746585014047,0.08871099041976012,-0.04829849741695817,0.030796424667656013,-0.06826012163580646,0.09778035967336515,-0.03228125190165949,0.05519355570124311,0.04619805040032929
SCGB3A1,,-0.02209150926034856,-0.03840229319464975,,,-0.027753706427796915,0.05086477687139779,-0.052866287078365694,0.0015731954539185437,0.031412922850214256,0.045166001127412245,0.0055286695552029825,0.10062375098300406,-0.014269238618212455
IGFBP4,0.07980381824464962,0.08394691861152515,0.019351743553132784,0.023850114151854798,0.21472973240845436,0.0706034461518295,-0.04202932242794147,-0.005579216777285957,0.06001473895861426,0.09658441333602574,0.13288770826126342,0.11645385369600575,-0.02665909401731438,0.06759138894079388
RSPO4,0.036284615260875036,,,0.05274617451160927,,,,,0.07774116441944974,,,0.007075681489280188,0.07127742574107347,0.12764925579910052
LEFTY2,0.015922053819638977,-0.008553190897879282,0.07078551696124676,-0.014268390410691981,0.1673157521508055,0.01710501696019367,0.043942675632983555,0.020693684110930213,,0.016933735486711763,0.11133495215431896,-0.041522469607414944,0.11190168954913851,-0.010086233587332686
PF4,,0.008375572690358532,,0.03360240316461771,,,,,,,-0.04380435558008868,,-0.026186879938583853,0.042952417262811696
ANGPTL2,0.03809584725219767,0.006926928535535288,-0.005298136188736164,-0.056812236487396486,0.10828040451936517,-0.09048571780029951,0.04208959013741528,-0.1119108113824291,-0.030881928074830638,0.023810593836093873,0.040745554351431644,-0.05165426471689284,0.07534279052175524,0.0876545406728051
LRIG2,-0.04985847523548074,-0.05500289395046686,0.031656372117361206,0.009565124571352366,0.0782543110292321,0.08392281097868223,0.10399322019966671,0.008222798714903926,-0.007641809226132464,-0.05447819599423172,0.053093442238050945,0.04220012426000129,0.0882521472380435,0.06344525396922532
ICOSLG,0.10663706516670579,-0.0020453258998795925,-0.015116724969109084,-0.016810773682463157,0.05823442293573063,-0.04843088073309749,0.0361147450185943,0.028671148196975027,-0.021616725581325873,0.009521634064062758,0.077713698393355,0.07988406898687751,0.1358083630041319,0.10143930153982982
WIF1,-0.13761656456749535,-0.024209841620734626,-0.053243633615094786,,-0.07294641443757616,,,,,,,0.02708805248393047,,0.07057743616016095
NPPC,-0.012499151932975612,-0.016352168729795415,-0.022999950749829443,0.027028947097971462,0.018770218729828845,,-0.024874597312878027,0.047037919315008885,0.0037453958820501507,0.011205067007511593,0.0380438340941767,0.020944612895377388,,-0.07506331916383155
LYZ,0.08607453704000984,0.10638159468896127,0.07085014526370545,-0.008437912276134683,0.1125178431307462,0.021696713653508733,0.10833049325667203,0.062226380057391256,0.12891221710784506,0.01024289597954251,0.06338675525950276,-0.01916675664264035,-0.028683237468956645,-0.01517442795198017
EREG,,,0.06010378938114293,,,-0.00708751405083404,,,,-0.024405460614820164,0.04961766079447471,-0.038029006166444654,0.017448639492307624,0.03703909101731931
SPTAN1,-0.10329898873869295,-0.07759114878113266,-0.01446435810544404,-0.05511402682329722,-0.05297605323375425,0.09362089672563637,-0.053723915886539575,-0.014055137615462515,0.015735491576918247,-0.02931100642558754,-0.005428545098520333,-0.025105715673219193,-0.025031952170129615,-0.15538126554450443
PTH2,,,,,,,,,,,,-0.048557182002478494,,
LIPC,0.0698030290248037,-0.02805569050861756,,0.015729870364524886,0.08877756175857353,-0.012730739260444341,-0.026376964184020975,-0.04761599783144586,-0.06421898991153326,,,,0.04790043940948756,0.018506520842727064
COL8A1,0.11260659952623465,0.06049696166277712,0.013469642275413621,0.009562362869851461,0.06101802691039551,-0.03035251352298713,0.07911487597102151,0.013880527400236778,0.054042175406413935,0.03589569432440759,0.062233626261739124,0.053083269289321375,0.03881834378035505,0.13602610433984957
GSTM2,0.09709222411060368,-0.014247323654564896,-0.01141266876668519,0.017757734749670687,0.07405004433679711,0.08953560537969044,-0.00810118515601037,-0.05803612883177218,-0.062391651232319094,-0.06414127884667466,-0.013795169186352069,-0.0648221573024195,0.1479000632888157,0.008010276595270763
IL4,,,,,,,,-0.04551634954633131,,,,,,
SPX,-0.053189104861363475,0.012358836614850504,,0.03747977921412328,0.0013306340494457518,,-0.032976050365927725,,,0.056361000419278974,0.029667630292187327,-0.05224254780444138,0.13554554560190105,-0.06724681590753258
MFGE8,0.13178709800620705,-0.0062987768573170184,-0.03818484712638412,0.012755942774930576,0.051278301592967195,0.04709730893244821,0.015819273562393918,-0.043014622330422886,0.059885674041204665,-0.10124073668726594,0.058936711013018464,0.013399152609832944,0.022900703366504255,0.02422670047718232
TGFA,0.06308922684173662,-0.016361014651974155,0.011661462438905309,0.056650280650819757,0.02394567273938389,0.01932620236183421,0.015964265757651114,0.01827660803003966,-0.021820458569141072,0.10267407860264345,0.07225223079127745,0.08411296867474588,0.15924250192064202,0.05822026075464049
SLIT2,-0.11831200224209298,0.1150285832060729,0.04303420386986784,-0.024038894140220538,-0.04134459421148664,-0.026348419295817386,0.015160690788526625,0.03566413409385045,-0.01687278192932351,0.15423405165760426,0.0677555776478605,0.044395664429722814,-0.002812153458241301,0.10195114333327754
PLTP,-0.021282543157563328,0.01780828967515018,0.0517088225708902,0.059613691854288754,0.19197426689638844,0.02207509662690511,0.014679653574530044,0.008675676410442295,-0.02599705986520724,0.1655980519370532,0.24949446392708147,0.11767595133336162,-0.06785202652243362,0.0711524794471475
APOD,-0.06516947542911915,-0.05393926956893901,0.018782464130379463,-0.00436125328958981,-0.022064034616487913,0.09813250373584712,-0.07252993843396278,0.003770079225449299,0.016004298969604994,0.010015091417499426,0.00035271185668414487,0.035829351181846214,-0.15449011283485894,-0.0593250568106576
B2M,0.07261749308624951,0.1524904284904363,0.12236697986147127,0.05863747440603911,0.2389991755881624,0.08878619559427257,0.15476159704577394,-0.03210381355584612,-0.010616914737291483,0.26199006482503245,0.30342302344770433,0.10728741925315412,-0.11767562157994312,0.037015023804966594
OMG,-0.02734347627415322,-0.07989086718545024,-0.021724460542490796,-0.041559218712647256,-0.08144365919912927,0.04394003387024201,0.02823293773712412,-0.06691671019357345,-0.026203289668142345,0.0024490643514242993,-0.01402284537689362,-0.03787069710831325,0.11463605675930566,-0.1783309771832797
CXCL3,0.22961206883567356,0.08341256636996644,0.037125601005113584,-0.011604912083960028,0.06735083692787121,0.11087372408211761,0.03237431149654283,0.11082888253276194,,0.08382301192449829,0.06628641334096111,-0.002215802175164585,0.050909484890402035,0.0953899387340723
CXCL10,-0.03154321992475836,0.04687628122530694,,-0.00890853406968179,0.17115097395005385,0.0016207333348110908,0.18392798300049268,-0.04965203155660311,-0.005687979829382031,-0.017189719315769035,0.019552847676318864,-0.0325223430567276,0.056379324063314425,0.055823566295760095
RSPO3,,-0.030008508381819027,0.06667729190461096,-0.020272634615419224,-0.03621344221722264,,,,,0.000764326595963499,0.03543975562645911,0.005051504625163773,-0.03469864790807488,-0.05479593948493241
CORT,-0.019375415705441535,0.09220867202311976,0.044657489249166606,-0.04546293976213426,-0.037195097529550136,,,,,0.025232928575691687,-0.006780141301606392,-0.05077999311738796,,
NCAN,-0.023542493471409673,-0.09828592054752039,0.04646274134427863,-0.004840900505822303,-0.015589136323438583,,-0.07380543551208872,-0.1091535511680333,-0.12747736264919543,-0.0080039055089111,-0.020582215566086547,-0.09512315312041668,0.11828723912444356,-0.10740454054918382
PRG4,0.019725812950999806,-0.033222994959932625,-0.016570027047558868,0.05254278392617688,0.17183733945018578,,,,,0.013547563735928464,-0.061620821791757374,0.11898394233495427,-0.03971029926718786,0.09310994724094551
ZG16B,,-0.0076553983969017275,,-0.023221981793574452,-0.01122203988233043,0.08603379220857038,,,,,,,0.07131068262569944,-0.01622288890855133
TGM2,0.049363112162178736,0.051787085378011515,0.05486727308649873,0.05083583615763101,0.0965842694856836,0.05675638382936852,0.10645042476524809,0.07463834570764086,-0.019575622468333966,-0.06666653944464025,0.1360936241927856,0.016915721899114857,-0.019813548417263176,0.07259511547081737
VEGFC,0.00523255271048706,-0.0070044294384890874,0.03463263196524028,-0.02699257226851075,0.025099812187943934,-0.08207014039164952,0.04381905431818246,0.044696913517503295,0.029474198430133925,0.017239301932440415,0.0918583235272983,0.03672160651170364,-0.030550305799134102,0.05320423848388804
WNT6,0.07014187681807914,0.08316785798853465,0.021689581135382233,-0.006768967174604627,0.1144648441071192,0.025345912672891782,,0.2529924857645284,,-0.03392260972022503,0.08255758431854694,-0.02128062985401693,-0.005102924076032604,-0.044862695882679084
NRG4,-0.026860413018495934,-0.02034705764190221,-0.016995258255543905,-0.012748529144129796,0.011962477999357374,,,,-0.06820530414699866,,,-0.040319236889900224,0.13290684145850254,-0.07287547090851756
PMCH,,-0.02345107892805974,,0.0015122353348995757,,,,,,0.05525197687041262,0.04568969268228864,-0.02321415191515005,0.02291439531372461,0.03752020070257852
COL9A1,-0.03377335914931739,-0.0037982105640445977,0.018603932754241312,0.019748629744463665,0.028248524318855526,,0.05916392675804752,-0.12443959254087031,0.05999095888538226,0.009951964906103429,0.07147880326799666,0.03204145298637753,0.1427169868589246,0.16486373915293467
GDF11,0.01878874450640961,0.0002831998868014439,0.023083687769712674,0.009893040712466135,0.08594540489141465,-0.024310451959024076,0.035015857053808525,0.022800593901960903,-0.027115909001528077,0.006168836366273029,-0.0009034568351303215,0.01286752852342899,0.1285121549520606,0.015633207721549715
RAET1E,,,,,,,,,,,,,0.02993153777928647,
IL24,,,,,,-0.02713038094011637,,,,-0.04860732070513836,0.0035459449348132087,,,0.005616289756157881
SORBS1,-0.075648183233835,-0.006842157090258127,0.09262551622967707,-0.04032702165440507,-0.059237862544954466,0.08180737535256256,-0.006440743174875484,-0.014631623748732316,-0.021861251609149274,0.020109785244351596,0.028931008637196772,0.049537213133222534,0.06026240923637452,0.021797999902083864
DLL1,-0.055728912343960116,-0.021296495725096003,0.017185286991394412,-0.022509430742881677,0.07047325800723644,-0.006773015239920109,0.0896794199993789,-0.025763195075799925,0.030865214603348193,-0.012563049011850291,0.013865234668187109,-0.035426441901858466,0.1076559216778948,0.042835772674005526
TLN1,0.07309740978112729,0.04820835207739023,0.04195611099951739,-0.010555938475691915,0.14935485510598995,0.1413188897863741,0.04149676948398933,0.1484998917145749,0.017149476991649322,0.07445902175901616,0.038315459668399006,0.03180123594895186,-0.012258982932823966,0.11635522898575437
COL2A1,-0.012042111839694822,-0.035855146009755666,,,-0.02895554163595363,,,,,0.10995048421365423,0.15924519328020773,0.05420723462765522,0.028022938279249336,-0.000946487175799378
SHH,,,,-0.020791821607030574,-0.022762574008157118,,0.17448363799834546,0.058290543940316186,,-0.0053143105638412055,-0.012398146917226065,0.05172742640733818,0.12998571009572837,0.11431341053747769
PON2,-0.022831705885865635,-0.027567405302011606,0.05802477695380606,-0.10476933250536385,0.06056652376758941,0.06591134963137314,0.06985085951032544,-0.07158649167435852,-0.06944028467539193,0.06351185644638957,0.14849429734159625,0.038625980182199905,0.0950427700053774,0.16828105708349017
ICAM5,-0.12636430725906148,0.02755523488777551,0.08106317372681256,-0.014340223698326427,-0.042492430830278455,0.02194315647423761,,,,-0.04551661474228522,-0.003328115429153809,0.002814978801797335,0.034337732987468325,-0.026162977478071666
HPX,0.011810386975147209,-0.0034954440228461073,0.006812434567027008,0.10024205102770205,0.031245269359136716,0.003218857099684131,0.03179419407730818,-0.006921345784458659,-0.0180230937707208,0.036741257868069185,0.031865650436158764,0.07341344230243466,0.08989841209705435,0.08419666598642492
SFRP2,-0.03147043387535342,0.06775085077319563,,0.0007757349630646403,0.07618682910455589,0.031041305736384164,0.07095477490314667,-0.045516376336539134,,0.1406680616280337,0.11306941641428478,0.01821084994429333,0.01649201218054849,0.13803083744883365
CFC1,,,,,,,,,,,,,,-0.08504300431043726
CD70,,0.03384279772616298,,0.03338401162204129,,0.0482087469634822,,,-0.03931559570746151,0.07885368467615275,0.13800518731268732,0.06283424408693823,0.06523183693869006,0.059492580649411986
HP,-0.022402863961283593,-0.03125812812142979,0.057000758929249655,0.005493736960093868,0.16771507161512472,,-0.018052727357564618,-0.004355666686607562,-0.06192273722358646,0.18189075633524107,0.22497229580653433,0.0999929600383665,0.07123098504774604,-0.0021022930343697023
CXCL2,0.15389036001445436,-0.04873186079780557,0.01368044275914982,-0.0034382597042991736,0.06474148256220646,0.11236439875200928,0.09616617927072223,-0.046211483447585376,0.05568814114827255,0.11865241736884646,0.1585981975715718,0.03504725457873577,0.03626716718284616,0.06642639301699674
NPPB,,0.007748221736896469,0.035593672335579966,0.03856211027848549,,,,,,0.010009130971830057,0.09266920977328778,0.018547900548587674,-0.012313718754759844,
CCK,-0.13019574807328416,-0.10751651058056413,0.001327314196440311,-0.030038060825274635,-0.12657459849280228,,0.0023765765753574397,,,-0.020251848742808273,-0.06034017833829861,-0.03640451571803956,0.009006856601710432,-0.31405136378852333
SEMA6A,-0.003168563519081334,-0.018300544947023416,0.029237789907934263,-0.04491711439328369,0.08475803196631866,0.09377302106588012,0.03296349107085888,-0.13180268993224303,-0.004420289596048432,0.01623400468303999,0.010979741332517222,0.0014610818046959136,0.10389868566074699,0.21931727385897315
IRAK4,0.10193243498070614,0.039557520801523256,0.014906716872797876,-0.010383679371372339,0.12315045992533279,0.054359131196037414,0.08048757100369108,0.007941635223582115,0.020582253304382157,0.08673930873208398,-0.015444172234406923,0.03703098036518747,0.13681829287282946,0.15273582883685355
GSTP1,0.005646945612375691,-0.0351288301884003,0.07500035071158619,0.01689006694325384,0.0858263872699711,0.05797102093150597,-0.06524474697615296,-0.07615776274564726,-0.07247988071558258,0.041076549551619955,0.08156552338014815,-0.06766634148093663,0.08684376246949585,0.25258503343794747
VCAM1,0.07634260767276067,0.06984153198330631,0.01985105991906174,0.014741152327394265,0.1706140553512324,-0.015578738807042537,0.1003748250327081,0.0630474592059804,-0.09259359847896755,0.07643199652364872,0.10101081831720851,-0.016728144074901204,0.16084897325005096,0.035243169104229206
NXPH3,0.10839257437594642,-0.0025781277807453997,0.01076302948988996,0.033854538075034114,0.06128748386331529,0.021623245744169232,0.14050865538321197,-0.05741212923027569,-0.04849197885336074,0.08203350729582012,0.08303863948487335,0.09132246042420133,0.1819215280838668,0.10250064970054179
MTMR4,-0.013485267203723946,-0.01806636216827452,0.06135117140290291,-0.013249674877943334,0.021563718004529716,0.007994941334734813,0.09125844505249017,0.043840600906658436,0.04976801576342535,0.02868289078990395,0.1115120706473384,-0.010105796915638128,0.09937252784763255,0.08328303414370847
LAMC2,0.1565808858499791,-0.022369665205694517,,0.022985381480847333,,-0.028954430881718392,,,-0.03654546510406784,-0.030495560859877407,-0.024331223750720048,-0.02253295532633495,0.02662564524139642,-0.007462641218753194
IL10,0.025743132435951367,0.03531072597543244,0.056525763784392946,0.03361846035160339,0.004786231661093053,0.024510696516386564,0.06157704994953828,-0.004221184573582794,0.02370767432257979,0.11127467812267494,0.12175146787933631,0.052049876831049155,0.03686090512797226,0.10355487044604679
SEMA4D,0.005996077087599278,-0.02174340152935214,0.03460167670328765,-0.00041104073788890573,-0.05887412201778409,0.03454153345860671,-0.03560191732645823,0.03480628816689177,-0.08431796087049978,0.026992994207175103,0.00737074210870344,-0.03735071394187317,0.10767258508178994,-0.0003993304061751372
