,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.007562519134021895,,,,,,,,,,-0.025545683359234,,0.0034090259821210997,,
BMP1,-0.0169489874756653,0.0654116025545497,0.026516885924612002,0.03704852344688782,-0.02055642297965142,0.0159496237737371,-0.0027011181531565536,0.0876449922691244,0.04029684694307038,0.025426931285880156,-0.02997389276168466,0.08445340940062905,0.0011482198409507565,-0.0071965930661968365,0.02283736376291795,0.019479314322276335,-0.020200014634760947,0.03710335438368135,0.008935215735388321,0.10580663972892934,0.10130812135962443,-0.046038451087672475
NDP,0.01989890268386184,0.043283532626772814,0.018285405689805044,0.03731955102816145,0.056709589141911015,-0.0882321789555608,-0.027028771835351358,-0.017770321082808366,-0.04684258242331551,-0.026759529297553968,0.008396839238352785,0.048687719220464915,-0.011701426430354343,0.08512578887399032,0.03942516591894977,0.10400165570117949,0.09511474357299295,0.018880945083468246,0.008183980147643597,0.044667325582080114,0.10205877468289676,0.014664626938389736
TNFSF18,0.06122757286094922,-0.019779085520259504,-0.004528662898224228,,,,0.04405057134971575,0.07815239777007738,0.03758193767304266,,,,,-0.024885271196180607,,,,0.011265313892993956,,0.07465340749248607,0.14144960617415223,
IL36G,,,,,,,,,,,,,-0.03297182814400065,,,,,,,,,
RTN4,-0.09194940252689374,0.014770250841413332,-0.022531009574656695,-0.03169978647037994,0.01691660681794463,-0.03096196817379529,-0.005328126651259737,-0.1055845586041519,-0.03939521757532778,0.052097744970758725,0.051728479874882306,-0.02437958918731806,0.009228295098301493,-0.02520444231602618,0.048256735119471934,0.04223066184980099,0.04253536747034648,-0.08358756242867563,0.06689662960626225,0.017766694216275167,-0.0756496633143737,0.06669510386232207
HEBP1,0.06371246729580447,0.0010178187144493972,0.0884592291901318,0.012465284074985072,-0.007981573631021907,0.02855844583235778,-0.02412479745867441,0.0495437772954607,-0.0190879196617941,-0.000531169806502667,0.007563375685370718,0.055252544825096214,0.05465409355409321,0.020988822550959657,-0.04383420470477818,0.032784141013318356,0.03751384156498483,-0.004653236440355858,-0.006981238980586312,0.013744557423148706,0.059609538460965866,-0.010489727756137737
WNT7B,-0.02325990749733273,0.023500080158906415,0.015658050754071767,0.04652429757681238,-0.006583660640141225,-0.10660421796145554,0.03097466279188612,0.020508599451147354,0.11205755386396435,0.04158793984446538,,0.00528749939181649,0.004261661192856734,-0.027396254649900184,-0.046759415057092496,0.011406824534525854,-0.01293516984528248,0.051247063708606475,-0.04853685352020658,0.023468574045371525,-0.028637545505242945,-0.004974546767661679
PTMA,0.048325813375059756,0.005783278663627327,0.04697187625587133,0.06903282421527435,-0.06892479602612732,0.049201054860525235,0.04069441351903074,-0.06867583482968843,0.015620165103987714,-0.05710188930650743,-0.07071979509450851,0.012960800970290166,0.08023642361588194,-0.046826244621047085,-0.041010101108308834,-0.1177307498621413,0.007189833707589851,-0.07143456273654492,-0.03411353109830136,0.026021661595611263,-0.04591134478750123,0.0663455206414464
FASLG,,,,,,,,,,,,,,,,,,,,-0.022486980755983228,,
CEACAM1,,0.03068131614620501,-0.029349126985482733,,-0.008278147056945203,-0.0382965182540271,,0.00592175180964779,0.012459652135030488,,,,,,0.03058823298921868,0.007757134725045412,0.011427188504215811,-0.037854744897788374,-0.039364351383866736,0.1285273310131397,,
