,ZH881T1,ZH916T1,ZH916inf
LAMC3,-0.03096374673305287,-0.014751266450777577,0.08638640505946629
CCL7,,0.0867695278192067,
NGF,-0.04132778794838656,-0.04965137397956162,
TNFSF15,-0.020261463760311186,-0.032800936900522534,
HMGB1,0.01955122897976356,-0.010971685930829415,0.0916384870224228
ITGB3BP,0.010020758621608767,0.012850197467213421,0.0023955588259834595
AANAT,,-0.024367042064847324,
RELN,0.005870814489817145,,-0.016801868837207048
IL15,-0.01725818615628121,-0.0629402704893612,
BSG,0.011145204419843149,0.01675474557843024,-0.06967774063403102
ADAMTS3,-0.047809266322668874,0.039347448550168564,
CD34,0.00792083997151609,0.02930886785919992,-0.09902535382779319
PLAT,-0.019516671876765666,0.052113145739731706,0.029672562408391983
NTF3,-0.004463143546137031,,
LTA,,-0.032794366417912196,
CKLF,-0.10106090238757943,-0.027507594628101963,-0.01568302057472587
CD24,0.03961278701872028,-0.01239731904954909,-0.060589973147567096
HSP90AA1,0.05306256101225093,0.05407905217015582,0.05907975052644471
BMP4,-0.038995462312308056,0.01913492040689747,
SCGB3A1,-0.03295885813649321,0.0606584949589497,
IGFBP4,-0.06996912978107636,0.05598063657687347,-0.06590522281743841
RSPO4,-0.02833684443648543,0.01590532378636112,
LEFTY2,0.04392432855493741,-0.005154872682620209,
PF4,,0.007845184876707167,
ANGPTL2,-0.006144993949982453,-0.02426194636111293,-0.081367733593579
LRIG2,-0.0054830275896564536,0.006806721147701441,-0.06650866512217238
ICOSLG,-0.07023105703792584,-0.01480385387643794,-0.031371739107981536
WIF1,-0.026341841664477523,,0.09371229294344996
NPPC,0.04468839626020147,,-0.07717160091397687
LYZ,0.07867048168091123,0.01763578873037386,0.04739524271037011
EREG,-0.0007459530382739453,0.09167870945638626,
SPTAN1,0.005524210515971891,-0.0569591247309634,-0.09481252850337345
PTH2,-0.01916352204333187,,
LIPC,,-0.04146448215007071,
COL8A1,0.0016561358845757948,0.020200578393445766,
GSTM2,0.03579269792704947,-0.025818712704386595,
SPX,-0.013985964938028379,-0.014926120645013282,0.027896484435651327
MFGE8,0.01937303110402504,0.03395353618993572,0.010028122017979646
TGFA,-0.04188583221026151,-0.06616519474019095,0.05445180507984701
SLIT2,0.07115591545299618,0.011903218531323805,-0.04052482187288533
PLTP,-0.010961772268035554,-0.03436268412421422,0.16637490904849325
APOD,-0.03555943378012079,0.006856309506617145,-0.03270169889141631
B2M,-0.07684658565102236,0.048679579212534484,0.015107281535584938
OMG,0.0032350038861890767,0.019355241707245143,0.01663304728141781
CXCL3,0.00045536752235126064,0.04475061780247383,
CXCL10,-0.007776251738128745,-0.06120373300305446,
RSPO3,0.052799503106608636,0.04606926198066719,-0.032538808170268815
CORT,0.029713174762340575,,-0.0347461768500612
NCAN,-0.06141879644721511,-0.033501675309495486,-0.08663827484989839
PRG4,-0.055177176057684046,0.004266645781193242,
ZG16B,,0.1572285574908653,
TGM2,-0.030774059007825892,-0.003940689726798358,-0.06703205039700622
VEGFC,-0.048362966107321846,-0.049446368322471256,
WNT6,-0.027685225618373423,-0.02341131065292967,
NRG4,-0.026530286844442287,-0.023371277024077465,
PMCH,-0.0040931614862375326,0.024630746128415426,
COL9A1,-0.079476896077673,-0.024935930500186634,-0.052940604216435115
GDF11,0.005065442598822825,-0.04323279053222684,0.0376492032563444
RAET1E,,0.05575391788913875,
SORBS1,0.023927731809887033,-0.06173732680761935,-0.013731684473055126
DLL1,-0.03175384088756467,-0.039903879879982576,0.037092076365832956
TLN1,-0.0024620212600448108,0.001441134779136835,0.05194959610750771
COL2A1,0.0073607509022126285,0.050392724098052975,
SHH,-0.02600186676379442,0.0730470407896562,
PON2,-0.03672057181766024,-0.017632587017717458,-0.029445315044047488
ICAM5,0.016130010328523972,0.0034018848762339777,-0.07656039355056182
HPX,0.010132130300221249,-0.053934831174316106,
SFRP2,-0.027496992824552167,-0.015216009736618213,-0.10456213820481174
CD70,-0.025651338548763652,0.014117940467525741,
HP,-0.0741260948293946,0.08880165318122452,
CXCL2,0.012630596612549993,-0.020519085179530543,-0.05874587365398119
NPPB,-0.032200669079685065,0.10054992376734945,
CCK,-0.016484497690044675,-0.03075510229000487,-0.02320630344541753
SEMA6A,0.030818076429744545,-0.05479288718557678,0.04113020505080769
IRAK4,-0.006544646941113971,-0.03247557900633162,0.03952480247361285
GSTP1,-0.060573541643707325,-0.023668460727072956,0.006643853004237048
VCAM1,-0.04301092614252141,0.002395164020352469,0.009925299784641687
NXPH3,-0.020251393320544462,0.011704534445720208,0.07855245773908949
MTMR4,0.0006679915938979417,0.03139431414834646,0.029965287943335136
LAMC2,-0.0209124192277779,-0.04517016758857457,
IL10,-0.05207620215117049,-0.03188723002874739,
SEMA4D,0.020078446738918232,-0.10036741236924107,-0.0018873691878031698
TRH,0.004696468945250246,0.03583876060722862,
SEMA6D,-0.00392533715670689,-0.004212183162783541,0.035050466427764146
CEL,-0.045469868368382196,-0.057632793160868216,
PDCD1LG2,0.028762946065624264,-0.021718841366520695,
SPINT1,0.00501463184382374,-0.0075061961370915435,
CTHRC1,-0.032807366512100006,0.04728632614419857,0.044336311869769586
PODXL,-0.051348539023828695,0.04867001919054941,0.016675380954605974
JAM3,0.01038667789662476,-0.01598890879543762,0.06621843865196188
TGFB2,0.031121570711280366,0.03489712206720181,0.14633190724807285
COL18A1,0.00481312944837809,0.011909818164884544,0.017369922373596282
NODAL,-0.02391491984739436,-0.03634163834282279,
INHBB,0.0023087338577598565,0.02350292248060938,-0.044701161997609214
LCN1,,0.08167656683551724,
ARF4,-0.0209992146896427,-0.007578957424927275,0.13456148619879013
CXCL14,0.03671406916494157,0.03146051710788688,0.051572511844207004
LIF,-0.021953005012795665,0.0253914149121995,
IL17B,-0.029752382512915034,-0.004991989359886126,
MMP1,0.013076282776641215,0.008613542172814573,
MATN1,-0.030663024248166113,0.006935542007997416,
ADAM28,0.03731441652179565,0.02671260495377587,0.06798805592134784
TCN2,0.042388462098304144,0.040152133946577406,-0.10661444113213696
THPO,0.03014084070479733,-0.03496088485408095,
CUBN,-0.0320592594775844,-0.05469849868689345,
TIMP3,-0.016221202548327738,-0.00961237794206292,-0.0403047069124072
PIGF,-0.023591458961846,0.01851663307596213,-0.0434141371432943
CRH,-0.0346524091708448,-0.039819421548540214,0.06165761038425765
BDNF,0.017141466543113677,0.019766745644095772,-0.07499775962445049
CCL5,-0.015984038136508776,-0.03947103528091075,
GAD1,-0.0641264372430422,-0.05603474572332306,-0.03530154643490338
COL14A1,-0.016977308293173832,-0.057547470738591164,
HLA-A,0.020510487448424035,0.051423571620346546,0.002509108987996902
FGF18,-0.016270964381039678,-0.026554056592026865,
ADM,0.0029824759642234694,0.0248320567052627,0.08152974417594305
CCL15,,-0.023030331220787258,
GNAI2,-0.027158032073504416,-0.016766084872167963,-0.03596398930728179
HDC,,0.03754268640092692,
COL11A1,0.05257667033086282,0.0010494542726350235,0.03255464005699305
NUCB2,0.07464410228146952,0.07121666835933566,0.03582752635188234
CXCL1,0.0193626091181022,0.017979287844755824,0.19492278183366163
VCAN,0.00572344997055082,0.044078281643464626,0.03441764436009558
MMP7,-0.04331126306630803,0.053549874763846816,
PTPN6,-0.07656232500951327,-0.052227676652328164,-0.011363403311570645
PTGS2,0.05016272366106055,0.06886619181607273,-0.07842551035005253
CD58,0.023842431487159105,-0.025800322729662616,0.07388876325502848
TNFSF14,-0.031109305620173344,-0.055237750181391806,0.14030465646528745
CNTN4,-0.0038106137133337324,0.0028477136892232258,-0.05685936467101066
INSL3,-0.03110930261451351,0.02075683243343507,
BTLA,,-0.030491556942967225,
MFNG,0.00024803365142914304,0.015552392695665142,-0.050230210127351745
ICAM1,-0.031058901977583906,0.031376854966565094,-0.022090976307143916
PROS1,0.022436178228793315,0.040034188085370195,0.022002413582801094
CLCF1,-0.023968622696739147,0.06645784990082344,
PSAP,-0.06266216023219282,0.0373957380086843,0.023225809172692215
EFEMP1,0.0638699425792831,0.07376451914220093,-0.06292532860958261
C1QTNF1,-0.003510924423617767,0.042816158346144044,-0.08387075381359543
ALB,0.032487350731785186,-0.01171619441259842,0.009061672385972485
CCL13,-0.034895547273816545,,
EFNA3,-0.02693624422595728,-0.011643671217331302,-0.07092042881927099
DRAXIN,-0.008900817902695136,-0.0033531073506889533,-0.004169373657430295
RAET1L,0.022120717171232148,,
NPTX2,-0.026939630291862374,-0.010531445096426896,0.01995420236861017
FGF11,-0.025183526518959626,-0.0142514112145674,-0.023372137425898755
CD59,0.05661410930693379,-0.02781018033243435,-0.06543362414213905
COL9A2,-0.04352190788935046,-0.03252552293678374,-0.08750772043323839
DLL3,-0.05536266208591488,-0.029525142563961403,-0.028142495240596713
FGF5,,0.015706589531321924,
LIN7C,-0.0417620976735135,-0.010637244687808536,-0.12932552344929743
GDF7,-0.02529004719171629,-0.026696940638399846,
PSPN,-0.05039780479371067,3.410984364952048e-05,0.14204974478531565
ANGPT1,0.05737327703912913,-0.02885124968828586,0.16640694014258897
PNOC,-0.0035309710088289366,-0.03254575462734981,0.011790095603401865
L1CAM,0.006145668117645784,-0.028047887920706,-0.04675003439767506
APOA1,-0.021580547327292452,-0.013077183188113673,-0.03402480667866155
PSEN1,-0.04705293473808681,0.020197820837911263,0.03385402328452966
CALM2,-0.012211667486880481,0.020831701877505226,0.05732889942752918
CLEC2B,-0.003777577096284247,0.02818786140988646,-0.02595793292566068
NTNG1,-0.06038569643177054,0.033455447471562025,-0.06284165788747105
LRIG1,-0.05151983271324725,-0.03213864898818118,0.032064327373501275
CPAMD8,,0.03325920413166836,-0.04399474703906114
GHRL,-0.02735609613312018,-0.025878053424686395,
NPY,0.047012895611287076,-0.039819410416587056,-0.057825391498001644
MMP2,-0.08736970318403232,-0.03421971216571234,-0.01240144898931847
PPY,0.027312891865307814,0.022472733872565848,
ALKAL2,-0.04722595326336978,-0.012301197178719225,-0.04277741888863443
CSF1,-0.04892759305516819,-0.01077664755799351,-0.012605013040828431
SEMA4C,-0.02393264358090897,0.0017709518240806397,-0.0024835411633463466
BMP8A,,-0.028303235649484882,
ICAM2,-0.019864491088821393,0.0002222236333653522,0.07732699045150221
SYTL3,-0.03845967747987381,-0.039165008275527984,
IL1A,0.017944502987791124,-0.006190701094049238,0.0379724246425285
HLA-G,-0.027754887056897885,,
PGF,-0.05193441704707768,0.0013916694076585086,-0.03792859212577942
LGALS8,0.003367938726679996,-0.022651043275771564,-0.10064412731631049
DKK3,-0.03383361610642939,-0.06947524633677428,-0.0015839663184035457
COL16A1,-0.07717555028304092,-0.04849537401814553,0.040690038712315975
TPH1,0.04409638604711002,-0.011230232974778218,0.11807245862877581
TNC,0.0070929759043342686,0.05644820572225337,0.016004421892374797
TNFSF9,-0.029564645177115823,-0.01718930024182921,0.029256257508107942
C4A,-0.025556772371539138,0.030484670169504787,
CNTN2,0.030534587184025734,-0.012357851834162718,0.06748706675668574
F7,-0.02529004963720206,,
LUM,0.0012997780203866528,0.007160635651687672,
BTC,-0.024473669154843412,-0.00018633281221192471,
APOC1,-0.01544854377044916,-0.04998066032876768,0.04998828527879329
PKM,0.03635973760210283,0.08474947956790026,-0.07090894684406915
TNF,,-0.006987586155275446,0.06869128631031492
GNAS,0.06432034279786072,-0.08115292269124082,0.02382860592864443
BMP8B,0.03825136343243161,0.01837440080031541,0.005883014984684426
LIPH,0.053433810493551476,0.008899651597354362,
CCL28,,-0.021977523682456212,
PTPN11,-0.025165993990775015,0.0010068550221270878,0.04315769785151292
ADAM12,-0.08849443432101259,0.026810602904141966,
EPO,-0.024195801590839925,-0.023371269929973376,
EDN3,-0.004110137032463722,-0.009774399502691638,-0.05344232989323042
CCL22,-0.02123076258769906,-0.02456586808489516,
CCL2,-0.042197315983125934,0.03738031338453519,0.1192579687217519
DSCAM,-0.022639466578619143,0.01937508439254229,-0.06413984030031576
ANG,-0.031480124649022126,0.061321435608428,
FBLN2,-0.024332228801995055,0.012414275322513681,-0.033289359073556825
VTN,0.0073152516269865495,0.00469874086178406,
VEGFA,0.05654225436944845,0.040843107723741244,0.005321238675410361
F10,-0.04190556839393887,0.012686089955746629,
SERPINA1,-0.009895900055023252,0.011807302536659759,0.011502892347598858
VWF,-0.035963705071097356,-0.0488149716303936,0.0943386136147851
GDNF,-0.011255711361805927,,0.1142422912070126
VASP,-0.01428418834930707,0.048754625812398845,-0.0948602461624925
ADAM15,-0.042688857986835874,-0.037192297242323535,0.1400620000104634
WNT2,-0.01596918067202671,0.06214668125213204,
CALCB,-0.03779489458636128,,
OLFM2,-0.0052673928424032,0.004098333107603458,0.07411591125829721
MFAP2,0.01625730693162828,0.02204490009419303,
HLA-C,-0.03148094452933429,-0.012153058863101002,0.07363302310146151
THBS1,-0.03753510254600436,0.04748500367855038,-0.07946290631201618
HSPA4,0.00964638753613993,-0.021708199886686576,0.06594062075617692
LMAN1,0.04678397094101988,0.04763103112197532,-0.03669778004107019
LYPD3,0.03162313705560406,-0.030643885190245475,
APOE,-0.03217571618456544,-0.09008786269373267,0.043331684957212235
SOSTDC1,-0.027872168536143053,-0.03897497022108207,0.13377101918796735
ANXA1,-0.05031462304299671,0.04561472115828753,-0.00769851089605905
WNT2B,-0.017829832423631783,-0.007154090587534825,-0.05638063748633047
AMH,0.002396177092437453,-0.052716928435739226,
GDF10,-0.014170346552059265,-0.02546136306204931,-0.01555134847755955
EFNB3,0.055676276785497046,-0.019729680913044594,0.025411960022667233
LTB,0.012906142565785032,-0.056960143525551996,-0.040730485627572366
ANGPT2,-0.04250011724697908,0.08246817743714148,-0.014054409534897476
NRTN,-0.02154462518725027,,-0.02113221432776018
ADAM17,0.028191888685253956,-0.0065749807880775965,-0.017065442330390413
LRPAP1,-0.05229772644733105,-0.024264575537136453,-7.597988128586197e-05
NID1,-0.01909217712016549,0.002609908300645177,-0.05744594053883409
MST1,-0.011804813838963365,0.0017738441640066944,-0.05344226412227164
DCN,0.0036828196134257108,-0.0320576285275364,-0.0008460493149223046
IGFL2,,-0.0313330771512844,-0.04010418805796024
COL7A1,-0.052155401517885905,0.011572040943234819,-0.025589706047647064
CALR,-0.006530287681499992,0.03892591298555731,-0.09689769051518164
PIGA,-0.03781232300665747,-0.03802903997785116,0.06345117378138308
CD200,-0.00966728058733052,-0.004401567755644506,-0.10381816134893676
GRP,0.03968369500953101,-0.02773151951001794,
CDH1,-0.011124471953360261,-0.006838542510415623,-0.037122823319178086
LPL,0.05434557900982798,-0.030964802863543174,-0.03638675131312855
SEMA5A,-0.05257214386790293,-0.02689570387900394,0.024208238327460063
SEMA7A,-0.02608877305214645,0.010242839618416004,-0.09956544432751466
SEMA4G,-0.013513688400942659,0.0782180444294093,-0.04134907029006708
SEMA3B,0.028164177447187723,0.03237545206244608,0.08202068709245133
RPH3A,0.02659503495608775,0.035936128447951333,0.0482797695883929
JAG2,-0.08907930964981292,-0.032112111243333324,-0.08424511952199108
CGN,-0.04748612793625278,-0.045759781553317065,0.028474932444029183
GDF15,-0.005927853903572707,0.00823190701852269,
SEMA4F,0.03612186101881942,-0.02318807454720143,0.04448129584453456
NXPH1,0.05307690608582371,-0.04383859530994363,0.029116559501448615
ARF1,-0.04367983005789623,-0.01042961275731703,0.0758260264756739
DSC3,,-0.023371277024077465,
EBI3,0.04041056693495358,-0.0027617793698646404,-0.07499799666431695
TIMP1,0.014889327787361583,0.07818961017120057,0.06587425761016275
SEMA3C,0.0044661054076760255,0.044870985519499744,0.08556731222114375
GNRH2,,-0.025325963886340275,
GAS6,-0.079083526531179,-0.09101666952803997,0.09088471004421764
MEPE,-0.026081144347208318,-0.03229540894422056,-0.0368351390031747
SERPINE1,-0.04760396549648757,0.03626896077185724,0.0470660951890474
RSPO2,0.0007691883995204884,-0.05503159284329835,-0.09550884687065148
SHBG,0.06702514236730062,0.03825848175618197,
LGALS3BP,-0.03480798442168218,0.06813272290245377,-0.031848408988720656
LAMB1,0.005758246217482573,0.014215759284601085,0.04426341417256986
SPTBN2,-0.004578254090173818,0.006672076955017742,-0.05435292123404678
COL1A2,-0.0030386360594007716,0.02910978038724522,0.03313908513865941
DEFB1,,0.06020855529886565,
WNT11,-0.0014296434833280891,0.03613610796325553,
LGALS1,0.029114073411944455,0.05627139940314405,-0.008147486342190124
BCAN,-0.07189389603591813,-0.04270364727335643,0.018109689976245964
ANOS1,-0.010188021737463223,-0.00400234507206154,-0.034854413082185204
EDA,0.0010109571951720017,0.009096964455319384,-0.024138448473393154
FGF22,0.017131008587566637,-0.044791947918268724,0.006885489636484533
SHANK1,-0.0003678841467495242,0.011402849568492022,
RAET1G,,0.029169488212694824,
TGFB1,-0.03933645731184451,-0.006644118862420053,0.010545291545613608
MSTN,-0.014854694901614085,0.021034641400755106,-0.04195969113724574
WNT4,-0.020826880872916426,-0.05521700576525646,-0.03750876594866385
TNFSF4,0.008529259448410568,0.017299898713839836,-0.04374843065275798
NTN1,-0.03526718170851092,0.0328272215270423,0.004794241007083544
CXCL12,-0.06471719209870595,0.06395172672249205,-0.05010317523294025
GNRH1,0.03419796659647912,0.03689747064069026,
FGF8,-0.043591600055862274,,
RIMS1,0.07738701817422504,0.002854934604606594,0.03492346350536064
FGF14,-0.02767220173464097,0.050958144332915574,-0.005206314090468358
IGF1,0.037497065771411084,-0.011739623660821884,-0.0687711293597137
TNFSF10,-0.051333403875224254,-0.026857359573301397,-0.005009138896765045
GDF5,0.028266834667866073,-0.03503285344059937,
CHAD,0.04778798162254743,,0.049831506465518836
RGMA,-0.0008727921547665054,-0.02246480786110763,0.05178425125062052
WNT16,-0.021544622343579678,-0.04626030595174489,
CX3CL1,-0.012388397345798649,-0.023962491975083024,-0.05179447483324777
FGF1,-0.009075584249176037,-0.04192948311185231,-0.03571547645335735
ALOX5AP,-0.005408842267159348,0.08212509099485979,0.014480498693464685
IL1RN,0.02621118780267668,0.05339190023468273,
PCSK9,0.01410494163246008,,
FGF23,,,-0.04315912738290984
NPW,0.024393551142588267,-0.058866684575097784,-0.03253891563915881
CXCL9,,0.012866433242680674,
ANGPTL4,0.030734789904044327,0.08222691384103877,0.12215617608546643
UCN2,-0.023630932353563755,,
OBP2A,,0.0375757511827248,
COL4A3,0.027278595777139397,-0.022806687617935355,
NRG3,-0.07946078875202679,0.021445606566868988,0.033714312096502656
IL23A,,0.03951005420477786,
COLQ,-0.05459862182533095,-0.04108897637884987,-0.04660259466799985
SCGB1A1,0.05362255867928173,,
TNFSF12,0.02137128761789677,-0.010603000982500641,-0.07836631851084326
DKK2,-0.014174371332799625,6.842834213205267e-05,
FYN,-0.06788468727007249,0.03187425090294482,-0.04601866999551637
ACE,-0.09736473000657139,0.03346836474339003,0.14774378627122417
IL18,-0.029568361486657813,-0.034233704393589186,0.011968645334657317
CCL27,0.01697193355371567,0.05008674099715219,
SERPING1,-0.0014782877973727251,0.04808056811279989,-0.08666901646987535
AZGP1,0.029515170953772086,0.00402085305904471,0.12863607678580857
INHA,0.027563752362758574,0.01653117962901489,-0.02936524786062009
SEMA3G,-0.03469480935494645,-0.0353157618003247,
OXT,0.01720189968588268,,
COL6A1,-0.028923499884601366,-0.00019545675031461894,0.056366144114479814
FGF17,-0.0011658328766573044,-0.025010154987386554,-0.031772616172781466
TNFSF8,0.030985080101315513,0.01204204606401606,
FGF20,-0.016536259140665293,-0.043056720609137955,
ICAM3,-0.03943940557066549,-0.01811867911305745,0.05017290803495834
LAMA4,-0.006117244456223655,0.007860258658558779,-0.019424925309381308
DLL4,-0.050282640433581466,0.019775923424106164,0.1910418580782784
SEMA3A,0.034247574640017354,0.003621024602422306,-0.04044068322142434
RLN2,0.040334979895387535,-0.028864524796325328,
C5,0.015841865761960956,-0.01528274240967337,-0.04195638913885251
COMP,,-0.035657116132286316,
C1QA,-0.05475588958262472,-0.012105132870828775,0.058412988954466956
UTS2B,,0.025495223148492674,
COL9A3,0.027296338181416534,-0.06332364718415388,0.010329683086033027
HGF,0.037429662412399534,0.011816871940974336,0.07552607551958095
P4HB,0.037881120638396604,0.07085900274793049,-0.001302145469761946
ADCYAP1,-0.03295713001999038,-0.02451594887241914,-0.06059008504508539
GREM1,0.011587942627182062,-0.02272595151603232,0.011632154740499076
EGF,-0.029752382091697935,-0.008731495968383724,0.264664561601824
VEGFB,0.012865613758608216,-0.028510857567666803,0.046431786827791824
FARP2,-0.03751741100486358,-0.07215109983292836,0.0867776459942152
IHH,-0.023343676222148047,,
LAMA2,0.023404883542074175,-0.01992100922864566,-0.0015772827573375381
SERPINC1,-0.023053055225732234,,
NRG1,-0.03033550980271166,0.12021392150076714,
SPINK1,0.03996588645529968,0.004968647130524952,
EFEMP2,0.029420420811911346,0.01035505361907403,0.11969478500767636
SELPLG,-0.05733148396582673,-0.04268052000387903,-0.026674173320367017
GDF6,0.08399203647953944,,
HLA-E,-0.01061917975707478,-0.05526189627068826,0.12218750317443117
PTN,-0.027140714376547716,-0.02832608234951101,0.04281760048789811
CD274,0.02455860223757229,0.021512226829071376,
CD14,-0.0253484022890761,-0.0221043216457671,0.030578306942806232
SFTPD,-0.03181744178399086,0.05323082029262471,0.15425003879258506
SLIT1,-0.011691201593006158,-0.0015014110975921661,0.07570587405228407
CNTF,0.0396900273148995,,-0.013471754548866958
BST1,-0.022810873997021894,-0.001446952152280054,-0.0425630388413622
AGTRAP,0.00637716027337635,-0.023662262934427702,0.12188396779622311
LAMC1,0.0031094940461872203,0.0187875740353955,0.031116706364582754
COL6A3,0.01291805129938626,0.06165474121824161,-0.0677034566845937
FN1,0.001622970148392576,0.03984036687097718,0.013518020595958302
MIF,0.05168819371040308,0.06770927839414956,0.05343366033935553
JAG1,-0.042888186100589316,0.025157394322597122,-0.006946415322892717
NID2,-0.060550021072882196,-0.01172858290482749,-0.028135542648548627
EFNB1,-0.009147881993749534,-0.0035453664800827673,-0.04427634922990406
COL4A2,-0.03433490121842224,0.0013646306856133802,0.02875388518169116
SPP1,0.05063937040069769,0.11057229848987461,0.0552057725416529
PODXL2,0.0039880823044042045,0.005784438243311676,0.06935249425200335
FGF9,0.004365598454516773,0.033421574969306866,-0.06547316119991542
ITIH2,-0.05605687086697136,-0.06027395816524664,
ADAM10,0.017822417688095362,0.050792303088345016,-0.03159767091296888
CFH,-0.033224881187086205,0.010540845582479148,-0.031108623408815816
COL4A5,0.07418671363770589,-0.018632759133772048,0.07530714102084432
LTBP3,-0.02061459287511538,-0.01834617635614836,-0.04026360119792542
GNB3,0.034178187217889136,-0.013978062976526349,
COL6A2,0.023224077331288544,0.03047304980927775,0.005033266619851306
GDF9,-0.052651972172482554,-0.00027388208989175076,0.07314027858569491
NCAM1,0.0387917501741189,-0.02213888857494614,0.018932647824419186
APOC2,-0.025961051631953985,0.07401291567761642,0.030027526819513845
BST2,-0.035608325030320395,0.03224793068644819,-0.061290321198240426
COL5A1,0.0005537760874944196,0.03338993381127444,0.0016202215592826777
CALM3,-0.009139293261231666,-0.03798863456658027,0.03788753408535879
THBS2,-0.032850792380309926,0.023130241557886195,-0.04675516693194724
SERPINE2,0.032137922401692776,-0.040181937486761465,0.020229840112262205
EFNB2,-0.011192421479081484,0.008455914124353807,-0.042385237948300195
PROK1,-0.022159659038178223,,
MMP9,0.019978694278724597,0.04571597458259971,
NPPA,-0.0691646091177324,-0.03127612165231795,
APOB,,0.0659369935857887,
C4B,-0.02735610068106352,-0.026252060504285874,
NTNG2,0.0065277701889718195,-0.01770786412502266,-0.03282547937349338
LAMA1,0.0010817042938731686,-0.023405448600479377,-0.059210766811864865
UCN,0.00015579141080203487,0.0034075349057101933,-0.049321151506844435
ARTN,-0.0037745957240765075,-0.03287710907698875,
PDGFD,0.017373950849436107,0.055473165433070175,-0.01490913399642728
EDN1,-0.023383587193732208,-0.058913636557789036,-0.07339580896346354
ARPC5,0.05952923453332283,0.05218466145470944,0.023224632863085667
GSTO1,-0.01644341162315003,0.027661014503104958,0.027847834118580012
PROK2,,-0.021615787702074757,
SYK,-0.022003245342220132,-0.016526130134595595,0.001875023568694457
CD40LG,,0.03859693472809635,
ST6GAL1,-0.05842380479747906,-0.06277262371323189,0.062008877237458196
WNT3,-0.010657565733566597,-0.014154356158210757,-0.014988966078914923
HSP90B1,-0.0010985782608542414,0.06323761163022347,0.0019575886265960326
ZP3,0.0014152046874519868,-0.0021238718147601086,0.14364113859419742
NRG2,-0.019915958216634624,0.0057289232182619835,-0.06803728534390942
MELTF,-0.007656418104395768,-0.013871764090077097,0.02028242118795074
NLGN1,0.015954660108972646,0.01231194035454642,-0.00879872161146939
SLIT3,-0.06964271619085641,-0.012735576761035912,0.024826934194075737
CCL8,0.010077398637585505,-0.012519982678111816,-0.05089683878900198
S100A4,-0.06182881390127859,0.10968390342892838,-0.022397505500273425
TNFSF13B,-0.016450996830809618,0.027603287248964013,0.03157047755996435
HSPG2,-0.02372075860744301,0.02291417978719764,-0.005831414213902227
FAM3C,0.001102074438280379,0.01272594282848836,-0.014886655493674834
FLT3LG,-0.011138617393356429,9.163331759907307e-05,
A2M,-0.10312368419461773,0.014374598810618736,0.055081745393869896
VCL,0.06095538830862012,0.05114806215511978,0.0594372423224965
FGF2,0.042669139241182874,0.03767876706048063,-0.04993981014033971
AGRP,-0.02275894593122116,,
CNTN3,-0.004958339576093667,,-0.009643711517599136
RNASE2,-0.029345545798885812,0.07253484684546152,0.042563875528963444
ADM2,0.023243506236232878,-0.02436704426845236,
GAL,-0.003337758523451154,-0.02403943807228645,
CXCL6,-0.04316945110701835,-0.013764728224556962,
PDGFC,-0.008367079984088177,-0.02756303386936486,0.052525492631186554
COL8A2,-0.04741535395404664,-0.005924229326087843,-0.03946913188338676
SPON2,-0.00662105774351914,0.036951739406221616,
SEMA3D,,,-0.06284164180148528
BMP6,-0.0070304120134512035,0.04017453319501521,
