,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
GRN,0.09956554977830007,-0.009964332246181934,-0.016615704716972664,0.013609773785037582,-0.02631999607700736,0.045998733364004465,0.013686406332460287,0.0006740892474275312,0.03883851840575494,0.049180344046284546,0.014691686234849965,0.025190195851438047,0.012616798067921695,-0.027664865916430567,0.004156804624802878,0.06396325633892264,-0.0035410035389702214,0.05250890475531005
MIA,-0.025984362266854192,-0.015356642960508524,0.02014689906185479,-0.020069603464958063,0.0485203171589591,0.026706897793373915,0.0378546913892797,0.0670911279861889,-0.020224113043081207,0.0012497588824699653,-0.014808971711545481,0.00023339830349283249,0.06255398687060615,0.026385335039289495,0.0020857167885952655,,0.07423252034639351,-0.028798888956396883
COL4A4,-0.03490416054812639,-0.025825299536687808,0.10324584527168917,-0.037913200349292964,-0.021641595880865654,-0.0202611868503448,-0.020680814599765014,-0.011316014286848966,-0.019618139948148757,,-0.03795894126585161,0.015212254508782441,-4.4260971737031946e-05,-0.03507977567353797,-0.016213443969137414,,0.02260914354280888,-0.04517974524019444
TAC1,0.04869565507643588,-0.02158970820235606,0.08452700750368917,0.0686866865091806,0.037336262535210656,0.026238356929776205,0.025760603340944817,0.010201604196245578,0.07706966130066455,,,,,,0.006727870796679167,0.07734279379929838,-0.0007221233946266481,0.07900008269975604
RARRES2,0.037285331243640786,0.015310542235518724,0.03998369021875114,-0.05270901149893196,0.003962768923828809,0.059625874394689145,0.03506395569995236,0.022244440612625357,-0.02044350169325714,0.05849905171753885,0.029667579885053905,-0.073051603780042,0.01599240600886596,0.052433218642980665,0.021121354299104073,0.0711090278065858,0.010283682005228908,-0.08732575863161021
FGF7,,-0.0027210754639405365,-0.03200377507211469,0.04282247396873742,-0.037420907832911576,0.03793823147769133,-0.034571517042740765,0.007568088473016738,0.05035267243089084,-0.004597453797159514,0.10848534753805604,0.04500731169549919,0.005854687928709735,0.01723225401115418,-0.03270438404869224,0.04969724765957839,0.048743595873188945,0.03094742382649135
EFNA2,,,,,,,,,,,,,-0.007077031490929675,,,,,
HBEGF,0.04192605705681302,0.030362166169165337,0.012455103868074512,-0.023004982698783222,0.039381584219039825,0.025323968492724433,-0.029694031974419815,0.08958786277907677,0.02285483654031315,0.0400153537195488,-0.02700686319353233,-0.028815185097490724,0.006890569142537765,0.0645892774352542,0.022487936862629673,-0.0009757659045485758,0.007144132137688366,-0.0070508286686707606
CSF3,,,-0.02151972508777491,0.043007643132298747,,-0.02143594570824448,,,,,,-0.08405209675755043,-0.061028046731027734,,0.038678648253324864,-0.03548307542488188,0.10657429506845785,-0.036138260956449154
PI3,0.10738873603033322,,-0.037136548494315046,-0.005028319445243267,,-0.02413715779134279,,,,,,-0.08209322708250326,-0.05717131489698735,-0.025736317014507872,-0.029269876508630856,,-0.05063705636004511,-0.027995754723668026
PCSK1N,-0.01538970813762081,0.008896867148916502,0.02930838264060267,0.002388045407621286,0.04250815246367726,0.027868545495282452,0.024344774818959334,0.0045051316072225525,0.031289623272914686,-0.008499625132036294,-0.0162113708807636,0.0917026640865059,0.010316496599471828,0.01297516375520145,0.007374164287640357,0.08213746910161421,0.03197610028448556,0.10253516804614647
NTS,,,,-0.017350082655625414,-0.02641947142297308,0.07734842468971104,-0.0236254266895429,0.01809279314172796,,,,0.0916073155623217,-0.015870556116719687,,0.02524437433176384,,-0.02170299596628625,
SFRP1,0.029528064199746237,-0.044441480250975864,0.0029724659900832416,-0.021212494650315637,0.009393687506744438,0.03199596294257909,-0.005430513366304586,-0.016672880493338888,0.006471800259218062,0.0001862096429227547,-0.0724177733742134,0.10937203340746475,0.11404155861713058,-0.05264905881567794,0.051206636185919405,-0.018919099427991415,-0.008887870502862119,-0.04002289600041847
CXCL13,,-0.0071203584056573985,,-0.021021853094394184,,,,,,,,-0.014137639690127567,0.04168331520047966,,0.0587686980709391,,,-0.03854835691799422
MICA,0.010938413096426477,0.003908269486774536,-0.03555224643546688,-0.004363512229658533,-0.0030080465949365955,-0.03851245983703195,-0.010698308264914521,0.04363621169411246,-0.06120361786543784,0.09178861473987877,0.0005166318051330615,0.0986898796733056,0.048662647325506646,0.022654964030564093,0.014998394749533276,0.08586000027346233,0.0371884223157727,0.031230071232118208
TG,0.021440343575486177,0.06339479375854228,-0.017000516553333265,-0.019568949286576865,-0.03049503454549322,0.03383869400143489,-0.0199564374035753,-0.012066091087510802,0.047133160732824045,0.04938268929398106,-0.013219859511143793,-0.029514222844500775,0.010606832573558368,,0.03138971614811794,,-0.016807234760816803,-0.04248048880902639
ADA,0.00528241232971616,0.014329914472281817,-0.010932787891306512,0.02936578487540219,-0.003612583042414502,-0.01399964836715194,0.03315190252491946,-0.019596302281808656,-0.038940423971139025,0.008742268453486864,0.005968730519195161,-0.059559622636042295,0.004657033092982076,-0.0182231451161163,-0.022339927329264892,-0.03727645257218919,0.09151908372283268,-0.028729964668612717
LAMC3,0.06498723266390881,-0.017988855853386016,0.0037169592901513593,-0.046880176122467386,0.03786984349261974,0.06477760732864737,0.06665112596519994,0.027957942393978173,-0.02320145799444099,0.027964258641303773,-0.06950678329891034,0.024984620695146027,0.04492819895850646,-0.02997350556889125,0.04822035497631587,-0.02499117122289958,0.02743164799283749,0.07599800227921472
CCL7,0.055875689860756715,,-0.012291346305836438,-0.02787109599924329,,,,,,,,0.018679742204252614,,,,,-0.024422844119876858,-0.06030932381486058
NGF,0.003374410676347089,,-0.02816261374391516,-0.029749494118547246,-0.01568835207239704,,,,,,-0.0005217289330923984,0.032686120326090466,0.010074875346418318,,0.027754428291779983,,-0.002837652183814176,-0.015655954016973995
TNFSF15,,,-0.013687015273595907,-0.020635664899432974,0.016092491835810945,,,,,0.04421164913735298,-0.05454935213830382,0.00685394979396221,,,-0.01639722263548958,,0.03764091050600765,0.0062480752475539145
HMGB1,-0.0019444462334691724,0.005170389367888619,0.03871883894051496,0.0007319432299799876,0.000548613336330005,0.039595898401076565,0.013875040041726074,-0.020304653834825263,0.0006011403699528185,0.02113028317264236,0.003342036424106636,0.018528676531598922,0.0455850690509913,0.03605771516835131,-0.014924281582217013,-0.04493688287755509,0.03245051680387116,-0.021586283478980332
ITGB3BP,-0.01978281878610599,-0.005235671621636004,-0.0073588149333474,-0.001456055067284637,0.017900079962069188,0.01109051156471718,0.014541710749299384,-0.015882172335629843,-0.03449420970811387,0.041909741501856286,0.07903187790132037,-0.0013853274103141496,-0.0025480629485988473,0.00798050768652583,0.021129792422333437,0.04496430795108364,0.07360530943483798,-0.04021832639537743
AANAT,0.024881734703732058,,-0.012453785408982834,-0.01859396820591694,,-0.019335803126696516,-0.017946940782818464,0.006658542726041478,0.05615162656539343,,,-0.029205337268381683,0.04658002787160685,0.028806813747286567,,,-0.025840387564627264,-0.029018048675246585
RELN,-0.016177644282753503,-0.03847037691425044,-0.021616982506502198,0.01483960731250683,-0.00010649333828371321,0.0034547967821468226,0.029978134320092904,-0.0011637538419093315,-0.020462011511989796,,0.03567765272642059,,,-0.0010981866037041317,-0.01583872457167599,0.006876680555033685,,0.041013008873119636
IL15,0.07099261061962174,0.07218342718275804,-0.011665974954714296,-0.002807540993328753,-0.009464381833970543,-0.034371199216010236,0.03395709244696678,-0.029894518816907856,0.002836568770816035,-0.005444567254540849,-0.055374146649106275,-0.0006671134502486067,0.024181613728263836,0.10177849403314933,0.009274179248687855,-0.03752874469013808,0.030430554153900884,-0.005363929987301339
UTS2,,,,,,0.07945801165461873,,,,-0.04646186848547593,,-0.024870482152227178,,,,,,
BSG,-0.03678485137305167,-0.0381887450156994,-0.06061108519445233,-0.0284790643771686,0.0027676239176761025,0.03833257579265638,0.030547648071251786,0.0333282548395198,-0.028122094881508353,0.036037809487473906,0.04842326841233784,-0.02390493806388239,-0.006826045111239514,0.013428447260090093,0.05288482522956936,-0.04097832038547646,0.0508108423962997,0.042876700657206945
ADAMTS3,0.04370503633346493,-0.028804726455766993,-0.01287267969648764,0.0017354092422410703,0.025737108021708397,0.03982480279711697,-0.014966991075210724,-0.005039121793237691,0.019881918127037924,0.03538882676873783,,0.025132102023312907,0.015802735856885946,-0.013737334625164067,-0.0034215500433661845,-0.043147078656388435,0.09084897666371036,-0.009175559436496224
CD34,-0.019994418709357704,-0.024469156124382135,0.0014967541241592305,0.013796128378600291,0.03496428038927318,0.013271248643800393,0.09522719020065809,0.029152126783693763,-0.03969790869753037,0.01799276831651509,-0.007471270717511853,0.057636215125779544,-0.04671005496937001,-0.06075832370198462,0.05836112797589016,0.1691144195193122,0.033515441522253796,-0.01723928345732098
CCL23,,,,,,-0.022001074601456706,,,,0.005545792402372851,,,,,,,,
PLAT,-0.002399752903241409,-0.03871788982889081,0.03163093767845772,0.005493933607272336,0.001324792384561914,0.018076104199946364,-0.0004041348787319599,0.023954264593537004,-0.05475509562650595,0.05270498832456997,0.0024909361610151288,0.07948410111601278,0.03282402462729485,-0.021642529023390318,-0.037350822773600405,0.03391728876421511,0.03721213425704755,0.002919548075003135
NTF3,,,,,,,,0.0030616039038756995,,,,-0.021118932037484207,0.006220379633601066,,-0.015660443215473805,,,
LTA,,0.17542646076952892,-0.015753493850918232,,,,-0.017284774337593765,,0.0029946358632017326,,,,,,,,0.013262891540966932,
CKLF,-0.01145574271288934,0.039671897633434816,0.014285168814507655,-0.019072713955603723,-0.021873627950338627,0.03450917414223148,0.04454849149381447,-0.02135096646701062,0.006077056653389594,-0.008326062490857105,-0.0744317081697489,0.055533599375865696,0.09075140643799522,-0.03404792195901948,0.017175005287806522,0.0010626667599663063,0.05170453661312761,0.019093180539715326
CD24,0.01866904243807396,0.0830961897273071,-0.0050686586304634195,0.025753319104349318,0.0131353542366251,-0.0068375249865943385,0.016843583697756785,0.0059868888889399825,0.0011626877392698271,0.002896745267453342,0.05998863574750754,-0.029540844321867665,0.014633259054781418,-0.0342313389856589,0.06025310374482137,0.11468650697590838,0.012086494672026243,-0.02141960325019234
HSP90AA1,0.024990610174364162,0.03451249242840386,-0.003234842233146202,0.0315805300517061,0.04687040307331077,-0.004943312034239202,0.035046368071145244,-0.0532754461827877,0.05399557173381839,0.0025198837920134267,0.039691011674945736,-0.07809178771473983,-0.05455821968173888,-0.02611220936380817,0.02943674383430813,-0.013180928823474288,-0.05264352020465998,0.03048114859291759
BMP4,0.012418822766674125,-0.012779958305916658,-0.02789698574928605,-0.03608459894426122,0.05686964132597072,0.0019545211443365465,0.08019726421498989,-0.01257313113381804,-0.014606676528689643,0.009651737372128252,-0.009324987023920232,-0.056862281117103765,-0.012869847032767182,0.04477654554778333,0.03590163270282103,,0.00869332409031419,0.13745141490169088
SCGB3A1,-0.018486380275963974,,,-0.022143120715265762,0.046963968486765484,,,-0.011732188991553339,-0.01196139705455238,-0.044282078306088206,0.026152528413453398,-0.006707331083526607,-0.010510821850187877,,0.018707781488836447,,-0.0341056625482651,0.02146479571417404
IGFBP4,0.1141210621357398,0.03922678554294268,-0.0628047917391677,-0.047092118838886754,-0.013274435109189863,0.04533705523905648,-0.020730712249199625,0.00025400015366281863,0.04801600610900817,0.038291102117610686,-0.08511084478482563,0.022442329852113103,-0.03821465292608168,-0.018958367233766087,0.0287788910366403,-0.025188088035415414,0.02463577564738281,0.012525788137555375
RSPO4,,0.04660367761455565,0.0879312514858497,-0.025556760784013324,,,0.03609730840867133,-0.011732187275455297,-0.02377852576258487,,-0.02780285019880513,,,,-0.042130795327201834,,-0.0256284907832169,0.0792100244886318
LEFTY2,0.0752537070499775,-0.012203962492385409,0.030808624882091677,-0.0014003952801033537,0.020556457899915455,0.013413324358641952,0.0147703527826539,0.07548736487378334,-0.021161494600743055,-0.023463699485054206,,0.0022045618847086066,0.0439075863930574,-0.050220346199577603,-0.05729509823824731,0.06909689079864147,0.011055512627282861,0.011551974796882554
PF4,-0.019176652038214958,-0.010966477549302144,-0.010723957497880977,,,,,,,,,,-0.022367948324037882,,,,0.07667241606165237,0.06456190901218639
ANGPTL2,0.0298952192305626,-0.010636801528812346,0.03883503405755688,-0.026508151833225857,-0.01553232541767143,0.0506069183505706,-0.01809914815039858,0.05718566036225651,-0.03781385668298505,0.08292910538516648,-0.06913241200074405,0.0846106525661037,0.050587895775824905,0.03583328728492985,-0.006446707553054876,0.07216222300767482,0.029862607683706348,-0.007626190922267164
LRIG2,0.054432767890211696,0.10001617132928015,0.0031666007403280167,-0.014806389340245309,0.04164461908778821,0.00968772101340692,0.03928977934277032,-0.034256353924303574,-0.01609017566841107,0.02834436098986958,-0.00012971747352345822,0.01069415177671621,0.06703334936984279,-0.041180948443332,-0.059503905072263864,0.05517045773716687,0.025341917061947116,0.04870196020760136
ICOSLG,0.05517444016986986,0.0003408052185193012,0.04811877188627681,-0.07127423707317386,-0.008107238554704166,-0.015740085090793342,-0.02336007458737513,-0.022265500557847477,0.0042530015005573015,0.012662498151453731,0.057688471287249715,0.05189470441676973,0.027504490207566994,0.004616477344778483,-0.04063829860383179,0.1353657968872639,0.010895198559554035,0.016594110959219515
WIF1,-0.03450527271688041,,,0.03319808821318697,0.0075042575076547146,0.05761970127489274,-0.015513197872299158,0.003984829201237683,-0.013916438348524891,,,,,,-0.039164655125774016,0.04544406645947652,,0.03846401806082387
NPPC,-0.030305151853021788,,-0.01663550267603905,-0.0025801306855857352,0.023824814139357827,0.09790131943195912,-0.030261319935715677,-0.016304869197482853,-0.05427778781686753,-0.0317035567453992,-0.045729275771780376,0.004658653219495762,-0.03150704804854946,0.0499408316066122,0.02205892766803469,-0.028929902930926024,,-0.0031052128812091595
LYZ,0.0850815336293956,-0.021382654671321714,-0.03639783013269999,-0.05793963252984041,0.009671832974803082,0.030776710749417662,0.04747089485254345,0.02130264289840846,-0.020594958261344668,0.06679756228107614,-0.08382147300775314,-0.004580187626447748,0.0561096752541299,0.0004718142611651813,0.07355220778614853,0.012229008770410476,-0.002895024731679577,-0.0344841967146379
EREG,,,,-0.025346118824962283,,,,,,,,-0.06019239830419348,0.04655730068872235,,0.010834665998604503,,-0.02887500683470587,0.044891444236189584
SPTAN1,-0.018737639986289783,0.010215349600590755,0.0116989449145524,0.030312089710719848,0.06602191555652417,-0.04200401737485864,-0.017443273052950643,0.000528355237335831,0.03875073193605166,0.04184503445984481,0.04286663440983902,0.09200403203128903,0.035829604495439225,0.07087216394281755,-0.048649577437934445,0.08841154972037626,0.0189914434488572,0.11842114851254475
PTH2,,,,,,,,,,,,,,,0.015239389819918835,,,
LIPC,-0.009244078205080173,-0.01650513481041437,-0.003531139973358128,-0.009917804002700502,-0.019332075273801017,-0.05057252222537883,-0.006638410900262165,,0.024934182728167373,-0.033618376621780834,0.041624908960719534,,,0.0013696664915061687,,,-0.002567924348412184,-0.04469900506092474
COL8A1,0.09205423358841817,-0.030361374316574586,-0.04301209682982943,-0.04643161450101355,0.0013859447345777006,-0.02051582880440009,-0.04209260226829112,-0.02419488498399836,-0.05947093440589695,0.014473143574943564,0.10632871442017419,0.00803492114334906,0.06948646167245429,0.05484780829535269,0.009327130521486414,0.0036934866402758898,0.03224282554531515,-0.12388166599526639
GSTM2,0.01836684014691758,0.05555992835597827,-0.019187459509406993,-0.019924977265604528,0.12016681889744109,0.04536135041779952,-0.035175451802286234,-0.03467654019868832,-0.03838327520759254,0.03981074816812696,0.16307333145030867,0.06047504802726945,-0.025145093661422865,0.02600971105485021,0.014089797621905214,0.06749191586128221,-0.004137349092407505,-0.035882971158059794
SPX,-0.03797076307535432,-0.036291339229839965,-0.0021207659580301367,0.09583532985475987,-0.01913020596696043,-0.004724600159930146,-0.002140105750697135,-0.04716046707705881,0.001260948408470697,-0.024698048480528766,,0.018151037441889506,0.001342395284396323,0.027339031132970253,-0.03652204910535419,-0.01615250696772756,0.043328528106359586,0.07843119931823331
MFGE8,0.05256374565983968,-0.032250710065834805,0.018928714229381863,0.06643506690660322,0.015435032589920496,0.03300999498550998,0.017563404824037898,0.04051648710587983,0.01475157289080309,0.06724668872784356,-0.09277943120887003,-0.03307211499521226,-0.017607121615104224,-0.016533972820449647,0.039806666648811925,0.01269627912084691,0.03061784805107297,-0.003732261081530775
TGFA,-0.006587075713926008,0.026344678234506338,-0.029049379776970162,0.016237584937426476,0.004885891940756558,0.017938726673250787,-0.04071899195193036,-0.021843633389696113,-0.05502080114316215,0.07929518558032624,0.04419686368451486,0.07166190884057833,0.027305375564189154,0.011558006599023446,0.025451456321362264,0.03584124654592864,0.0585756408875166,0.008734290166165212
SLIT2,0.0008608864098316529,-0.02859474864671745,0.004189857238360244,0.039647404842672866,0.057369115794427744,0.029132752631117854,-0.02743748624058466,0.012067880391522267,0.060449416494286506,0.013739097918047392,0.08225738904108099,0.030600045420022395,-0.004371861883749808,-0.011315502830254837,0.0017725740308313042,-0.06856409622077765,0.005003459582812218,-0.03898897148973928
PLTP,0.01461487991207177,0.03816693614756053,0.022357075032207806,-0.03473617023748811,0.038182774920085004,0.04200074943218464,-0.014008673136035045,-0.05446599378510458,-0.005073981079128325,0.05402765171534531,-0.011848467906766405,0.04523537265602938,-0.029385764192392937,0.002946695144607316,0.025674197059712463,0.021949615027976575,-0.0007275000050707282,0.05827534344437842
APOD,-0.03414779996422816,-0.0008217675636628381,0.08466527878884415,0.036136878693116825,-0.06545629586116872,0.006674513408828413,-0.007387893882583913,0.03728966170402291,0.0017573679781956524,-0.10622786170432193,-0.03143881340717457,0.06352230236091622,0.04863676017979432,-0.021471024852303074,0.011002342835662688,0.039377278944870614,-0.05651060163472546,0.07716369618522782
B2M,0.08434279034465157,-0.00788090060509548,0.00019492715656153805,-0.028044706464357715,-0.04400785054966736,0.025576126704524662,0.051964457384168036,-0.013040156671644572,-0.0156533803677977,0.04618104036040945,-0.08800258983821772,0.035439221881027744,0.057105033413455346,0.008744994763279225,0.008414021876881382,0.042285283908715283,-0.034323602803558,0.041119098081825144
OMG,-0.028761489269727866,-0.019823806566732875,0.08190432134683398,0.024044883786274937,-0.018737483878022706,-0.02455766457947771,0.04486445664738246,-0.005353319045536277,-0.017590780556899124,0.021227442569140685,-0.05004423317382336,0.055329792699550705,0.044360084307650274,-0.06462923999920239,-0.04645462083236095,0.04899868368136318,0.08342589845088938,0.07708954059773493
CXCL3,-0.02574833855830591,-0.007521523838898227,0.004607711679314245,0.0035486460493580046,,-0.02538698520402868,-0.017962262243007107,-0.012550960473849312,0.09660432079420189,-0.0082054315960717,,-0.04462188573018761,-0.02829864575684721,-0.026384835768992997,0.030636124472453567,0.1567998184460183,0.0890194603974616,-0.034115885046398606
CXCL10,-0.000549675860627257,-0.036778510766978904,-0.020282191319023507,-0.04351989334539625,0.029252541091660013,0.02748954228541289,-0.0038486446103344315,-0.01906582758592008,0.14070092516512764,-0.01594338015565598,0.14821760131366346,-0.034376918416580145,0.023431831019373506,-0.03554600180177496,0.004215757947414978,,0.05202018318751466,-0.03326037980672707
RSPO3,-0.0251113987244168,,-0.012453784488789093,0.03424667768128463,0.024784032770231234,-0.0193023079842425,0.024390757241328217,0.008523297658904251,-0.012900577872426338,,,0.09686349859378403,-0.0013609939142964357,,0.02385723659232026,0.03531938388792838,0.12769238730780355,0.1027775633260934
CORT,0.019037503323407427,-0.0195854344553293,0.005275058402230469,0.0434784485578328,0.004179353154589592,0.06010568725402536,-0.04141266019565172,-0.011434690959769733,-0.03422483248058115,,,0.04838947667080873,-0.023406921045439028,,0.021164523202379094,0.06327634793460633,,
NCAN,-0.011578975914488808,0.03936538827735525,0.03321033626596299,0.12379820959282431,0.03543396322467568,0.037652906202075315,-0.04602923317346696,0.015351734917729934,-0.023175019269222,-0.07950462320147543,-0.03507441921244816,0.08965728295856072,0.06621125334328949,-0.019852101971816666,-0.07862703281440524,0.14509223436442706,0.07241764924631469,0.08464545740225324
PRG4,-0.027801310969645294,,-0.012291348221260304,0.002476924936497719,,0.04155129088589505,-0.02569114881776274,,-0.015082908077056293,,,0.07560411544496369,0.038080781583682305,,0.05336280025767099,,0.00858117681689431,-0.02653239263861187
ZG16B,-0.025635029897011694,-0.013196373364018434,-0.014265612839477488,,,-0.0043087682987395905,-0.01373432229679647,,,,,,,,,,0.008963181462610461,-0.024452901163117328
TGM2,0.0714924479387559,0.011541286061230314,-0.018337985565837055,-0.05516799119517385,-0.012690185836169258,-0.0031313470418358616,-0.016167806248018463,0.030125778162465394,0.07539274638556995,0.002186074036983713,-0.005015188774191815,-0.08393210328673598,-0.04758714485477004,-0.024640692373526812,0.05506664934959766,-0.005744220407448125,0.031784480565288216,0.014667940062917264
VEGFC,0.004092120789516532,-0.01694465158546525,-0.02190647365843862,0.03969667240128732,0.039163657262298285,-0.014174055391111088,-0.012988715924028804,0.011613731883467798,-0.015392708895290484,0.030063023020812932,0.0048564176849366526,-0.0323550932336684,-0.03719243124159293,-0.00366873555927478,0.03410139514565532,,0.00701316177161079,-0.07905463942730064
WNT6,-0.006893854666865862,0.04094451714573555,0.17334143328838414,-0.024410937228809194,-0.025788424102321354,-0.027047059143592993,-0.01250238876316111,,-0.01343397903932139,,,-0.04969701820232642,0.030355729342946905,,0.15835585415060474,,-0.037322319644356755,0.059726812364030865
NRG4,-0.017026606948050062,,-0.014959133063729852,-0.025234119888035006,0.017114121400248806,0.023061275068303782,0.02565521315526598,0.02617186938197277,-0.017957390319687305,,0.011570056388711607,,,0.009840777887231785,-0.006011377416014064,,-0.0247844139052753,0.020703006457178996
PMCH,-0.019624080810263206,,0.008320530285877053,,,,0.007598281733012817,,,,,-0.03383770485267883,-0.0328411624833112,,-0.006641054386508817,,0.03825284197735857,0.10846169115244934
COL9A1,0.03406607766172435,-0.030311642249319436,0.0572275037572806,-0.04178828833928422,-0.0021059562595168286,0.0065608837379316515,0.02710746894941895,-0.024852450197811994,-0.02046201936047199,-0.006131316137395107,-0.013640843873168697,0.09544555201625858,0.04630324920691619,-0.031180633197802846,-0.01606558747815536,,0.11139591251835257,-0.05585791952091533
