,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CD58,-0.02644510584212575,0.04389787338654712,0.05230114329125675,0.02472595137868811,-0.004475761991161858,0.01074171996787087,0.1278664452218392,0.014997307402246798,-0.023440847653065623,0.03330624025939046,0.019480232545714675,-0.012305180262994436,0.061334904306985925,0.07552782984784168,-0.04732401394233917,0.08021081099741083,0.07674080067187587
TNFSF14,-0.015824153562483994,-0.020934613871086815,-0.0340682030829034,-0.026850657146446025,-0.040483762631857906,-0.05079463213426651,,0.058723490871090876,-0.029466270175280675,0.0794662445796059,,,-0.025138600004236355,0.048335290187001334,-0.04180169113441621,-0.024302570364573384,0.02267148651929035
CNTN4,,-0.03730888580590327,0.02783247145163711,-0.02101860876009466,-0.028977790453083546,-0.007018588246322179,-0.01602164928485933,-0.053283758849771407,-0.020892689272122896,-0.06573441882485226,0.033844602723838484,,0.09005710123559263,-0.013289369848798104,-0.03910647313580399,0.039041339481541475,0.005502703672921925
NTF4,,,,,-0.030309392945636542,,,,,,,,,,,,
INSL3,,,0.06668172844920209,,-0.007936837827384845,,,,-0.012828819659370643,,,,-0.02795725845308317,0.12237035812977676,,0.03663842838794877,-0.0012944559306638478
BTLA,,,,,-0.017077104926715995,-0.018813988405745066,,,,,,,,,,,-0.02039448338665607
MFNG,0.0964277535461936,-0.04585670503742496,0.010572399012101774,0.007244233808374223,-0.029723062072941116,-0.01308182957067565,0.17208684236071223,0.01939988980582051,-0.005317198223668819,0.07180979883080475,0.0035915847793875915,0.019016568949393242,-0.06590187852872002,0.03563572616531094,0.025723621739948282,0.019837094096972895,-0.001577716386477902
ICAM1,0.0026758615949359584,0.022248957044999667,-0.03457969648576806,-0.002732410365703126,0.03037813700605743,-0.009082791207535116,0.06837103416957654,-0.023021159584787596,-0.0026044007367758953,0.08574111218353478,0.05986171283881178,0.07084709427759983,0.027985957140078444,-0.010649299843652408,-0.006948482242021696,-0.014166857353149183,0.015008286038598096
PROS1,0.0034815207249785066,0.08522364439979178,0.028474896630967663,-0.05800720803183263,0.0287810672182312,0.021134005508706206,0.07432558401600195,0.03187846517465569,-0.005075712929724675,0.1159235402410241,-0.004841944369141425,0.04279335922820885,-0.006359262193982368,0.06881591173672086,0.02928339710513601,0.05675529062034739,0.06635067905983352
CLCF1,0.0799268049225864,-0.0556033746368682,0.016525462675784863,0.02284413933421388,0.01932051077003083,0.0005440207194952242,-0.02270177954123814,-0.01761992528173961,-0.03459343331809376,0.07737416990378222,0.0500598481389549,0.05895495661680167,0.03607170432445784,0.037745668498712276,-0.0026350663068957334,0.004849142420231999,-0.0065656365086915105
PSAP,0.012764790613870727,-0.015746929884228898,0.021258858934010326,-0.030811409888336774,0.10041735471056507,0.028979911486419884,-0.12957509251450805,-0.006482286953774942,-0.04131890223142002,0.07009801010289007,0.008714909831437271,-0.03189683020479819,0.017154312028802982,-0.0018248630570627804,0.0028521885313824284,0.0037075591538236444,0.09408303388587304
EFEMP1,0.016252643070446052,-0.0237037025941949,0.04219422554756671,0.003386983324393889,0.018669202524020313,-0.005117528344994452,0.0953585100151858,0.07721357438261955,-0.024949006445509094,0.07740876057652815,0.029430597085322287,0.05136692942258921,-0.02071004983085633,0.13163574508849887,-0.026507001384303407,-0.02296947248420259,0.06755904981529257
C1QTNF1,-0.006135354340650894,0.07425864702036716,0.039679992050925164,-0.04819571219923981,0.03988657915658107,0.03860274399625918,0.10292778492765442,-0.010761054945798267,0.00017698368841449435,0.010438318398207407,0.0739391080193467,0.06621723136392152,-0.023631667139932228,-0.03640979638066714,0.05109237466456785,0.006266579552212088,-0.028455854543053834
ALB,-0.0284196995259245,-0.01408680847782115,0.047846246624012066,-0.026148106142313797,-0.03909707211165143,-0.00249371593386035,0.039472511918679995,0.007070722953326421,-0.014005706270161877,0.04903164946037688,-0.0011182222394504756,-0.03294410487361065,0.014275632141476813,0.04377788696190216,0.0027616970454851825,-0.040681895942563454,-0.02384950311344998
CCL13,,,,,,,,,,,,,-0.0186611619134405,,,-0.027260380009327193,
EFNA3,-0.01011389777153719,0.03826205520979622,0.02132592463663559,-0.031414167732174286,0.04981446202868608,-0.016414415233392224,-0.007939879737896574,-0.0504020171834172,-0.05800051094490597,0.0066174496570027,0.013738624310023699,0.0603955658339929,0.1165351520677052,0.0779795897527442,0.00230604604296327,-0.027236632762724318,0.007713246266228556
DRAXIN,-0.03806626746510045,0.016555987262808512,-0.023269997342516165,0.008922632455215225,0.011384088891230541,-0.03009450977017039,0.12865882850967586,0.016783104409021525,-0.020177180194104343,0.03840821431159609,0.021850225978818937,0.02453400861252563,-0.0468477707133577,-0.0028295617805933976,-0.0808335116522725,0.01150450535684881,0.024193170202749744
RAET1L,,,-0.023595063614815233,,,,,,,,,,,0.057526205474266214,,0.009743887980406929,
NPTX2,0.037327322184187356,-0.048636123311258606,0.0526687051369723,-0.009787208304639068,-0.021600215319956116,-0.03034935973891203,-0.11506154400055413,-0.11443071070163754,0.0507478462096478,0.06404380479523082,0.06302118641237489,,0.006656850739339189,0.04523781200894576,0.08760246338845913,0.058992275941740356,-0.0002814907660255001
FGF11,0.004972535471494359,0.05479388474017758,0.050747380189804896,-0.03417753269978128,0.0059756502478072295,0.042530892074682365,0.08994220452336908,-0.0033235408092459296,-0.01746875914340425,-0.02582520848300514,-0.035272309927429586,-0.009165081587706278,-0.002382362935454258,0.03296497506391009,0.00709051477542763,-0.014396299656217202,-0.017361198443268104
CD59,0.006385568633655469,-0.010559005443540959,0.012019497527526644,-0.00871069949544963,-0.025284310101401104,-0.011585299780421783,-0.0703580020172213,-0.07783140573806993,-0.017800995727094693,0.036577246400353106,-0.006245102105758478,-0.005982012122380635,-0.0145644590652107,0.009263508427673197,-0.039088596677363446,0.05446000498936159,0.05511125261719709
COL9A2,0.012277677127297276,0.027636137917552782,0.022250873054284172,-0.04438572554373595,-0.027869443856064918,-0.0352886259233945,0.09029301587674989,0.04864016632088322,0.0076557915865530495,0.11216505673794709,0.025504437922256495,0.054799573691903594,0.01575099991819864,0.008823489050665443,0.09555734769173124,-0.013034404046076137,0.05581213949536819
DLL3,0.013494115781606458,0.005476064772561893,-0.0222093099937654,-0.0014310488895620394,-0.04780956816035844,0.025333219062727754,0.18561552199197637,-0.022456158343779235,-0.029277219349841958,-0.024608053533344273,0.006505735057741282,0.056753666505183424,0.052043906553656975,0.042988789592898285,-0.005189265963414397,-0.011007950740319546,-0.005516011660096827
FGF5,,,,,,,,0.07986888165318588,,-0.0180202751924577,,,,,,,0.04543736719439222
LIN7C,-0.040672121092231936,0.004694006994915571,0.009667347429272652,0.07122098329691881,0.01800059765999603,0.0031739168569958074,-0.016628754163803956,0.013117256586337403,0.009769911828208558,-0.019359959223202935,-0.002106425915431265,-0.0017430299503173818,0.006167890774102699,0.014689606277538436,-0.030241030383928866,-0.04190012337082861,-0.02042146708969124
GDF7,0.0036890481844438707,-0.02255280821333696,0.002305077347300566,-0.022554462859120387,-0.0005940074110644833,,0.06785391250454245,0.031502085923116374,-0.028202389042141146,-0.03312406867656337,,,,-0.017665092016698417,-0.030768276359334545,0.055694020382675714,-0.016230590620056624
PSPN,-0.000991150753374809,0.025271393513866296,0.026081497397101503,0.03156366358428783,-0.008274832677180922,0.02491017969417178,0.025872327356474684,-0.0375244868347961,0.08461278993846907,-0.038974922313051705,0.019146659930422343,-0.007860807409665086,0.0031425256834762337,0.05081242596886029,0.03891367874957788,0.025045658651265148,0.019909817235145157
ANGPT1,-0.005762728972503768,-0.0761760525825992,-0.021248648554447035,0.023106922486633822,0.05343712709985968,0.018499796917698094,0.025052040179913606,0.015305173166900965,-0.03219088435241981,-0.038022026501920936,-0.019377450129755208,0.011063354349862485,-0.006028430075793257,-0.010451120323936688,-0.0338352773316474,-0.01464303032198005,0.054713486082775084
PNOC,0.04306660642493195,-0.04295017808843033,0.029300314177906257,0.013094117490495412,-0.055423189033254376,-0.020340801474622583,-0.03977459304520391,-0.0855358895187781,-0.004983986614381285,-0.04036692104142333,-0.02419299090484757,,,-0.018785136553870114,,-0.023422219790300604,-0.021768447353973607
L1CAM,0.16234736323933346,-0.06286595038973788,-0.04121750251113319,-0.06056705187787992,0.009584743353085855,-0.0553737391234132,-0.01912302572113296,-0.05088754533590566,-0.01943258114600829,0.06669811419745728,0.008285808426630388,-0.012556067380100878,0.023164157166091194,-0.029897115477275648,-0.016732691347561956,-0.047920686499240556,0.03610980256922126
APOA1,-0.03012900768389041,0.013172207714115406,-0.012039817242158364,0.010110933704520634,-0.025209451049670453,0.04941940644991883,0.18502475748449584,0.016565620163747016,0.03408360535357289,-0.0480259233675687,0.013875030476052824,-0.025956768060197526,-0.018779420345868984,-0.06182222185365884,0.020584382008645614,0.07986401160804636,-0.011287994684253042
PSEN1,-0.010239618639950555,0.03932073393236886,-0.01703927693679255,0.0015255410298048505,0.05651341326658138,0.05274846726723838,0.030696728833556224,0.06839623780713167,0.004542685171481061,0.12111224342525961,-0.04207555598213638,0.0148797822568593,0.04685358267282702,0.07507058857673617,0.06218246058053663,0.03479396598140564,0.00941776029031157
CALM2,0.051082354314707354,0.009735514499641187,-0.03922818860709927,0.026467731512616152,-0.09800763199922927,0.023023514460168454,-0.14987151101208784,-0.04901996764658395,0.03321725399947284,-0.08705486838985958,0.04450480607079345,-0.054700010055138575,-0.00920932142666394,0.10677919706444315,0.06378190177693457,0.03337398829553842,-0.0015003365076950881
CLEC2B,-0.013503928707207265,-0.014627999693029553,0.06130561546468548,-0.04187949518944672,0.04866223410161302,0.008109743211641427,0.03887165373404635,0.03631947507152758,0.040519710384248835,-0.014829990626766841,-0.015463612908054904,0.070426444270677,0.018454126635018473,-0.03554924769795637,0.010141651002875972,-0.081260586980907,0.0377100538981244
NTNG1,0.07228680736610141,-0.04556382609824606,-0.026078784930009605,0.018936757612167905,0.005389087050025887,0.005287362713887319,0.03389827666288359,0.013223843242111146,-0.01509090472640605,-0.027304195154977926,0.03913630998688947,-0.03545040164833749,0.015752799339967358,0.09408175597683706,-0.06763844196497709,0.031105696059156154,0.0302499813524863
LRIG1,0.013261921585244797,0.028271961028349706,0.00034726689062555946,0.02450998955340304,-0.016803010137476454,0.05581681509392408,0.08962196422136831,0.07057595396447795,0.005948823446816151,0.0578225500163905,-0.02877339640358442,-0.01194491971876859,0.01195959860693103,0.060676112396228055,0.054318440882724625,0.0014705169391853005,0.009362881304599401
CPAMD8,0.03567450958172884,,0.05102276879257381,,0.030713502299733124,-0.022912866122695805,-0.0037037704763054247,-0.018132021528365624,-0.01423012299500232,-0.04065139660706294,0.008254776347332982,-0.045700785613273225,,-0.0198453042387732,0.023936206147791596,,-0.022099902204941145
GHRL,0.04186679869704832,,0.010750805111430069,-0.028607900327448012,-0.021997497673568164,0.0005159841407085333,0.09302667907981867,-0.038560301022464,-0.024950453833686177,-0.0200977593871869,0.02735160634820643,0.02887384871561998,,,0.011871282341504112,-0.02137056542798793,0.027264749839344446
NPY,-0.02524092682863593,-0.015225976678670797,0.02302930407779015,0.028203453137232652,-0.025314287424518758,0.03961595896773234,-0.07890626819670986,-0.0957980032711684,0.00891572767886165,0.08596922682770007,-0.008464035448233485,,0.0003859974202462522,0.06653565039705718,-0.01671145349253112,-0.008669565973423441,0.03617908535125814
MMP2,0.010309862151840371,0.012835998524504986,0.05641158887522747,0.004680454419946182,-0.014258161635673745,0.0029817280911716496,0.1384757546062293,0.09387674056902293,0.005507138773158972,0.06386368224094768,0.04432658758797719,-0.027731762635633886,-0.06222037537632265,0.007395099539120003,0.06201653523677973,-0.011144741947421977,0.02290145298032525
LHB,,,,,-0.022686014899830825,,,,,,,,,,,,
PPY,,,0.03211515947405604,,0.0729006984174057,,,,-0.010399904829109718,,,,0.07298917703615662,0.04557985174809159,,-0.016762069673833698,-0.022626794452672128
ALKAL2,0.06540135368467118,0.1108922683095049,-0.04424883547849264,-0.01810365177330434,0.0032532288138977968,,-0.0065233302450089115,-0.001828660104445129,-0.014068872043946586,0.06859332514985662,-0.02984500900504461,,0.020631160398615848,0.00449277711555157,-0.01442562417284102,-0.049657862075057374,0.00903170089922421
CSF1,0.009006226985070307,0.027586485985153234,0.07323276397190609,-0.04654788339339805,0.03352164059754024,0.007957661680895598,0.06526070709758792,0.0315385910782071,0.014807064480745346,0.013128422778120853,0.00331631338557248,0.020364048545821804,-0.016570650408084687,0.010008661835541229,0.009118835551656285,0.035371157872590236,0.08589073336997916
SEMA4C,0.07019398222681113,0.032323862568745095,0.07297697214580955,-0.00927362587812723,-0.04357801098624003,-0.019680700197712273,0.06970787439679366,-0.027449986821984063,0.025084328408347,-0.02534029639534703,-0.01873541170566033,0.020352935770417774,0.052417615540524744,0.004913600532189851,0.04208026340809437,0.06146886279375988,0.02787092770034434
BMP8A,,,,,,,,,,,,,,,,,0.024062760094331653
ICAM2,0.037076847252344655,-0.003961257963854214,0.03934666371155199,-0.056419955987659545,-0.009992955191479566,0.014359475511950855,0.004755169943112784,0.012564129540925425,0.040676056738462855,0.001527110619376437,0.017101095741917597,0.11245605555735061,0.02276531033196386,0.06995398052066146,0.062375681106660315,0.03959761785902791,0.023194918628850654
SYTL3,0.012936544097268615,-0.020721253608321638,-0.053052401819042194,-0.031032346185717565,0.04589752759623555,-0.01062291720587096,0.0138394795416854,0.03549444849376834,-0.04799417732925997,0.0564873311785741,0.0320940584508624,-0.07622703566273577,0.015316663851539515,0.03795839887740904,0.01075853067348566,-0.03539520465123286,0.030113865907664367
IL1A,-0.019992345634298476,-0.012218609519482903,0.05736026681899255,0.000435248902164665,-0.028066424318000792,0.03560839408211833,-0.03336841545698012,0.01571570518985587,0.013057192032543402,0.0805842219350713,-0.00864429158729367,0.03240905708038234,-0.02714324668142253,1.850868785464909e-05,-0.013152369423260821,0.028054496634766866,0.002591910205837381
HLA-G,,0.032086769643740555,0.00330123747954054,,-0.0239608217461514,,0.022102331412159358,,,,,-0.04004375189508451,0.0628038652826008,-0.0003734164954243076,,-0.03583138081940085,
PGF,-0.042892541329132,0.026210376591475664,0.07604067493407425,0.0009168282794735234,-0.009865985293173547,0.028806947548207437,0.14994170815494465,0.009438476667133398,-0.00678803079078698,0.03510767632828894,0.036871853119759934,0.1286178978351123,-0.00033313238359660384,0.026611489417600255,-0.056665887498052854,0.009848554556071887,0.009469106088120832
LGALS8,0.0017792754687615962,-0.05526542470699583,0.010385318311393497,-0.01969124731828166,0.016616051961783212,0.07676062392266825,0.02840388495899242,0.07488643795631911,-0.0043494449945752,-0.0371660236511374,0.0250004185307853,-0.057740900659664404,0.024566552247434606,0.00044969898174093725,0.0650218112253392,0.00044594788866714874,0.025779901788956543
DKK3,-0.04457591350580031,-0.0015059117742775145,0.01209860239086439,0.010616761141139327,-0.03524633559859365,-0.01993050367647404,-0.13331867684825774,-0.12479984294340238,-0.022821362299030323,-0.08742458627611618,0.035169432165765534,-0.01555734678390255,0.0407355678475862,0.0699147689871097,0.03003503823030466,-0.006353581291108688,0.08176591615966107
COL16A1,-0.012821633232420042,0.053585452834836074,0.015058357340531844,-0.028059297100329592,-0.022799960274229782,0.0003986684094498261,-0.014696466504164644,0.029498942132630324,-0.013465769951960131,-0.019506245387584956,-0.03540809743850424,0.08869140315095292,-0.05278690168097129,0.053860055320661133,0.0030829960570387767,0.004106244377071758,0.006143238588812108
TPH1,0.0729118489632505,-0.010783229721324653,-0.026658682725200413,,-0.029367585958015238,-0.02249194837136833,-0.01909763164527052,-0.021554399018658448,-0.02405279756395462,,0.008062364024408492,-0.038378088183277106,-0.04521446108439854,0.06412890859467978,0.03115687958411785,0.06235853600024349,0.027428673254888875
TNC,0.033602615937245034,0.02005308130298741,0.04555836200793896,-0.004637527932398216,0.09620509994923887,-0.010477658218639128,0.1583334276606136,0.06830988419625687,0.029282244710423053,0.06841536026184773,0.015149558522100794,0.016304521199085965,-0.017300351853277485,0.026515600779635638,-0.019649154914961327,-0.0015481665126027147,0.051326552263393
TNFSF9,0.035917016476757734,-0.013220769543397386,0.03779766331030797,0.011817829145423814,-0.009802224577700117,-0.042747784154116834,0.0451835496857203,-0.048657003015778404,0.014876088865037473,-0.012379380979194514,-0.024965043377250463,-0.03894019103258587,0.006223533651467006,-0.026157815813043377,-0.06526975636391245,0.019294286719014547,-0.01575734786778542
C4A,,,,-0.01784033735394095,-0.02689558708135589,,,,0.032193296319100825,0.15441452654515148,-0.012934665902913159,,0.00015034661566520633,,0.04641660028467992,0.055170333729029984,-0.0254932287069126
CNTN2,0.12018986835662207,-0.023511219625959187,0.07208215292102209,0.024899831575842902,-0.041712638093010214,0.011121186654665252,0.0030158793738813126,0.03865842379207264,-0.013915008358906874,0.10991174776177108,0.014270640256353545,-0.07001720478537916,-0.000893503229438895,0.0727820916229811,0.009758667246947468,0.05065131356742508,-0.04698103864310432
F7,,,-0.012010495199481556,,,,-0.016586347580348642,-0.01813201098942817,,,,,-0.026176267138058,,,0.018302282882320994,
LUM,0.07027741491651537,0.030017515102900044,0.05076044439325496,0.07523810301921317,0.04174031293184842,-0.031234154218231135,0.05168807586120179,0.058892635873750106,-0.02453945166378365,0.048362613243159096,0.03706990339636953,-0.04886694146909794,-0.004770523356854811,0.0530153705609598,-0.015501622811626082,0.029936043009102804,0.03909288214598141
IZUMO1,-0.016440253650150886,,,,,,,,,,,,,,,,
BTC,,,-0.02359505378671291,-0.015896265240284257,0.01170169588490987,0.010281536192839712,,,,-0.026429417999795025,,-0.02267280447284114,0.0047583809931027845,0.06466597964448419,-0.02155066763735233,-0.01911881525022471,0.00600946271531589
APOC1,0.08265398239673373,0.03655359337386994,-0.05074188649820525,-0.06994142631944317,0.028112841702692064,0.01604624946317342,0.13055996074121026,0.0622641206678503,-0.014353950107347233,0.08652232457914673,-0.00899825117264235,-0.040992040184429826,-0.025329161163513525,0.0191305086500181,0.027885164149641716,0.024112175933464333,0.06381437275481766
PKM,0.022118265690061974,-0.0059695834897977385,0.03635600311959765,-0.010397199290266891,0.0792198222572694,-0.007971525753318238,-0.04163410140928874,-0.022420707127811048,-0.008386673103035381,-0.05883498251319193,-0.020490290113420597,0.09120850217489153,0.019163454715501575,-0.02702130879269677,0.03873818024547314,-0.03803171007249453,-0.0017635841760305568
TNF,,-0.03733298717132095,0.0992011421032416,-0.021514443383352382,0.016651843591522674,0.015146826391664118,0.08074831330165386,-0.026610976016025165,0.04573155238391256,-0.0020722913402864878,0.054815417955177824,-0.009595884833346575,-0.018380818649685788,-0.020606735005269706,,,0.04251212653161094
GNAS,-0.04353201246175641,-0.03311839068886823,0.02395738996364223,0.042276637638867555,-0.05229082234662289,0.00257420218034125,-0.12651308582748141,-0.0955376720513338,0.014288293982051864,-0.11910052307396785,0.049592712430132115,-0.050127213999515294,0.012119421270184864,0.0029270865583332136,0.0035004129223123012,-0.05660206071748151,-0.01766549300369996
BMP8B,0.04142744688072781,-0.00035446794431179284,0.020115086511905696,0.05492132515749773,-0.026299960180111256,-0.025349300611692466,0.12239099776905231,-0.027131325447502495,-0.03202056814782401,0.09576091569545668,0.02800881396133823,0.05767731925480479,-0.004284011532516388,-0.011038381857438948,-0.053740374635795424,0.015785375150795193,-0.023923681503676908
LIPH,,0.007945558539179526,-0.026658676162041157,,-0.034073179235872456,,,,-0.009940194033274287,,,,-0.018661168776561897,0.04626242680666167,,-0.007557433588216585,-0.041416582983029956
CCL28,,0.028507414950252226,-0.03749874417106536,,,,0.037615918527596076,,-0.015306263547237737,-0.02693749535301221,-0.011669293120320487,,,,0.05787658515615745,,-0.014699814852356167
PTPN11,-0.06750997602456299,0.02476849408272741,-0.02525259424492875,0.06242725118725012,0.037861852484511294,0.05524187513143476,0.007025934808379106,0.07659138689148902,0.03963111860594594,0.03799892690294684,-0.010135093302931657,-0.023474154833324753,0.030365881005248528,-0.022251904878582165,-0.03432242240335894,-0.023426004606891326,0.03721707322015104
ADAM12,0.07161101694359909,-0.0021925364119951066,0.054682417946830965,-0.021244393900250118,0.03199934940925593,-0.015036747814777672,0.08960170440111441,0.012942686016723022,-0.00256911739048182,0.07984648762309136,0.0413748794678221,0.009912093199482191,0.002561515165359801,0.05246970255368464,-0.017000053803660965,0.014286455331902693,0.05897568009497642
EPO,,-0.015838988965588104,0.08535619619105463,,-0.0016469451584257724,-0.024135002177052507,,,-0.010399905283067617,,-0.014714572043909397,0.09146366207652148,-0.02026650587387195,0.02793651368711601,,0.00041786845726365625,0.03723928057365017
EDN3,-0.024162879505153872,0.006394477699241179,0.00753418271385125,-0.00666533629805481,0.04741605116504651,0.005307570076675473,-0.02378971781253556,-0.020355297122450964,-0.01611934026711853,-0.03227228021598094,-0.01486640452879514,,0.07640028269590422,0.05360207333593555,-0.010342011874513552,0.020759584622475992,0.062072818171154266
CCL22,,,,-0.022554462312955083,,,,,0.004885373954178095,,,,0.014460162897603308,-0.02182053334112256,-0.03642508565613155,0.02927153824046232,0.043448080470472196
CCL2,0.09586700966582032,0.02277705029229555,0.06904317977664995,-0.018004156559045602,0.03176796996398615,-0.0030524001752883496,0.06598094459566721,0.02430716062605739,0.06041419323927685,0.09744308535460676,0.06708077883734286,-0.07418833055664492,0.03838594768621246,0.017106818174126348,0.007331693656535096,0.023461194491610205,0.04114210314775597
DSCAM,-0.007112094710637601,0.006857567474636968,-0.0002705286558385644,0.010888595050479781,-0.09138783009422309,-0.008117451253641491,0.014840534008824983,-0.006401558083828585,0.038362246398523446,-0.022864785395014554,-0.029788707416493195,0.04186769707034005,0.03047513690611544,0.08023043362343364,-0.0076183098269484596,0.08665315741867254,0.017688384971560382
GPHA2,,,0.031281434509013814,,,,,,,,,,,,,,
ANG,0.014556705602196846,0.05776229741739371,0.008594147452911592,0.006119751642692085,-0.003139945943603991,0.0009914699124731572,-0.019078768626204234,0.07768801028238419,-0.01731549509646439,0.0017288040379050285,-0.00737104970289612,0.0030936286536586426,0.10941019463767233,0.04003296983065371,-0.03546659324100815,0.025914607088551228,-0.005204134605837422
FBLN2,-0.02265567226673544,0.02020693402835101,0.012312876834882466,-0.041015956157419764,0.020821342928655544,0.0032956294482903324,-0.05989522537323897,-0.05342145503474007,0.0342564512902884,0.06493393323962281,-0.02605678848648894,,0.029901464161483978,0.06429634534943293,0.03476869769587899,0.01740467793275333,0.05730707729201211
VTN,,-0.029195940004250527,0.0018643806026892357,,-0.003852869062284965,-0.024333217214505425,0.05689500858063686,-0.017582641288378612,-0.017085876449084533,,0.15582036743068828,-0.05803058138153175,0.0535650326139562,-0.016778585089255692,,-0.024475208970092584,-0.025493233999612393
VEGFA,-0.03141173934343308,-0.006838754020265833,-0.046168893902118556,0.005367620366947768,0.06151597799936528,0.008132079656237348,0.1163875955216766,-0.04423768098260692,-0.011386815873882811,-0.013369264734917206,-0.022813258159814463,0.01897157985197198,0.0147692128130406,-0.05799635621209778,0.0033484351479597207,-0.028664016461674578,-0.06251349810202325
F10,,,,0.06010813144926041,,-0.022703303436453492,-0.021710050042612387,-0.02948303654487226,-0.011403271364949723,0.007476458167922036,,-0.03605286051359192,,0.015121718896597783,0.03347586228544691,0.012772095269879212,0.0342641207257326
SERPINA1,0.061420644721807534,0.018711800801839065,0.02351400807915426,-0.028208824459259253,-0.00882104903077333,-0.02893267175096355,0.07862420067513806,0.0029732346539842105,0.08928429764757542,0.08563080960051776,0.00019595230901647788,0.05304651039038355,-0.01709521863722551,0.007616186553114909,-0.014719344217371245,0.057700460869643255,0.0816257920182687
VWF,-0.00584449090284316,-0.02330017609935907,0.06892620390884166,0.032086097100544844,-0.013339070845846714,0.03062815156986339,0.007457594740894832,0.043270771825445066,0.04726102423358035,0.052338726093653046,0.04305964766398303,0.0930236532359306,0.001651040627123805,0.06096229385939436,-0.030276751030900294,-0.0018524295768456418,-0.026818469246643755
GDNF,,,0.13377722192492472,,-0.01722794942548632,,-0.004797904337252281,,,,-0.014714570897985722,-0.03446154947956163,-0.015980757926593335,-0.027431477245532358,,-0.026468180008683565,
VASP,0.0585734245224521,0.0241240510885607,0.05847847061171424,-0.004040342389984224,0.020487341945976536,0.040018248176257376,0.1378721730972498,-0.017868749606496415,0.03293705633331365,0.10013105360830887,0.014656114939200347,0.09542426961200738,-0.006830163930481838,0.01486980104291869,-0.03629337378156786,-0.022873123983553813,0.009423940599771525
ADAM15,0.032909308037071386,0.06137996361561548,0.01176969819572738,-0.06134896096473255,0.047656399804338744,-0.0029739967518274493,0.06280183100501723,0.08108497132895376,-0.06017569645637075,0.013971298347024314,-0.028149046249990612,0.009071462732950961,-0.01847455641643444,-0.009039926291556822,-0.02673212904909921,0.03499589622870831,0.025537882400536085
WNT2,,-0.026223971241469152,0.023365301238487696,,,-0.019553011035192653,-0.01932712323340419,-0.046542102186430664,,0.022203031656804286,-0.013770656744087806,,-0.025138588611713166,-0.024506458163547372,,0.044725421179353374,-0.01606375051279233
CALCB,,-0.02744739918514976,,-0.012853180246650033,,-0.029392016873176573,0.07594007020136855,-0.0005508409534605576,,0.03303002224030651,,,-0.02200086300793312,0.12989201090369984,,0.020618888532464037,
OLFM2,0.11518091068503447,-0.009070247084783626,0.021469786239655474,-0.018248378061230138,-0.004085568629741245,0.03726249765686669,0.027247232898527728,-0.057279727686318685,0.035517510653579734,-0.04931456336762444,-0.006053776903110725,0.029591359744411877,0.00486093062625431,-0.001793333787913229,-0.05082917745096439,0.016341556341618983,0.015075002324948713
MFAP2,0.026845224935527066,-0.03518889357966237,0.034506049436965815,0.03639364370396535,-0.03230907953530454,0.022016902543673344,0.07547512435168893,0.07301316396197377,-0.005134780447771187,-0.0016978797537210253,-0.00311303211597737,0.03629591386201633,0.003029214531574327,0.022043225247219612,0.01746712957213359,0.05012142728672779,-0.007749540298449281
HLA-C,-0.07673983861166767,0.008223311110540879,0.03436793082501336,-0.019736022986553296,0.05686379110175747,0.005627621990999855,0.04954138738211139,0.05476989203318304,-0.028240587493512246,0.13139557471358948,0.0031922148421613585,-0.046156388957011976,-0.033794086378057135,-0.01089278482015093,0.01885507019164618,0.021381011354588336,-0.008753794378363336
THBS1,-0.0373457265003663,0.10437545355849645,0.03619341018478911,-0.0005742709249597636,0.0376537966380427,-0.019702321770186153,0.11533750604773879,0.009050759178692505,-0.021160965198510132,0.011675800631660845,0.0071749894493296365,0.003302382427877749,0.04270279229699525,-0.002138559192740055,0.04236620899822231,-0.010959205640362029,0.026432855870173428
HSPA4,0.010982885778030738,0.03904054769347256,0.010197734180524304,-0.004526467139096055,0.0009357578698805842,-0.02742997192754951,-0.002886416691082522,0.04119564642894483,0.021368691103256437,0.015856611610754606,-0.01368968941178316,0.017689966021423503,-0.0394457414614102,0.028705355315477188,0.06123961782255707,-0.021418219174231264,-0.013500034827371351
LMAN1,-0.015072173468387524,0.04167441716398364,-0.022323722505154586,-0.026330128979847094,0.022051909851363887,-0.03515963654277794,0.09420060459268242,0.02069648127731875,-0.03517335559950147,0.01243943125490187,-0.003087845008343655,-0.04348963650828897,-0.018494718248806236,-0.01804905969149428,-0.02465708061235241,-0.01829539850901382,0.03322644737572
LYPD3,,,0.003008170054154497,-0.005399174219530504,-0.025468443538238163,0.0985074215075714,-0.02400185212762903,0.018773024321515123,0.02272982461238136,0.01935202267720181,,-0.009802276215081554,0.042892970915009924,0.052918534827567615,,0.00735441367963284,-0.01815573932847525
APOE,-0.09251857453860853,0.024914685408604725,-0.037078922787066225,-0.006797567691878693,-0.04664733392021698,0.012212585840122749,0.0437843320120668,0.016931950326775805,0.018189102903277667,0.1253634461835429,0.011673772237343269,-0.04529399797086906,-0.004019142043447709,-0.044535280785441715,0.0007728177819331338,0.05336848461416878,0.06495992703524438
