,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
CLCF1,0.0031668081360039474,0.030518339324506143,-0.0228194310455874,0.1003524566368966,-0.0037868586670005864,-0.016266442966068075,-0.017491842415622464,-0.02254165337772354,-0.019433943212315428,-0.046709775427740186,0.013078634967277687,0.0030213090540788,0.035660801824577405,0.04193447065426115,-0.08928266242557971,0.010027564476836535,0.1112242666656327,-0.049546344661155414,0.09203591125589006,0.06324401565658397,0.0640578044386688,
PSAP,0.12267141155773732,-0.04287159854924845,-0.004604735121670149,0.04605417711040837,-0.05818162120099525,0.035058093245663266,0.0365821819098268,-0.00016994940655253312,-0.06615651438982498,-0.016461818854130436,-0.012682037043934483,0.03010838248633466,-0.0068343121372367345,-0.03470030499328719,0.07830447446448112,0.08456840116125838,0.04623031116440428,0.026430314813328106,0.052585534542442434,0.07137679310338135,-0.03016178649033687,0.07119483454401491
EFEMP1,0.11726191916917768,0.0558228277524994,0.021563471896063644,0.06503559986769455,0.049858994817911687,0.00752073888614897,-0.006079054790070238,0.028359361011329208,0.07938994886468598,0.01258119479924556,0.07974523666979379,0.08916509845162221,-0.020026410929147257,-0.0015829628977697728,0.017460911143372816,0.11334992930654347,0.09373609593926688,0.004869766836928733,-0.013575377890593475,0.07548654209940633,0.018952877955643065,0.007976887852083236
C1QTNF1,-0.06421828370215367,-0.004704404867292731,0.06247349218579384,0.0358254314943602,-0.031735915160807635,-0.0007418730974926765,-0.030877138961772528,0.09353199587172119,0.09562235635108514,0.0009176280230531222,0.07020395122650334,-0.03258392362341177,0.05917901843243214,-0.040953620279165104,0.05392140158079688,0.020839590326474876,0.004453068784088432,-0.014998177523358757,0.009051351726443979,-0.01816149090199931,0.05221844152602967,0.01835587029025913
ALB,0.07292695644050955,0.011230538871690031,0.039523801699644694,-0.023410115503856417,,-0.01938423168909801,0.0185940060171056,-0.023195387824717275,-0.0058819475554353386,0.017279136240371452,0.006856554107894087,0.0646612165574818,-0.014475364759411968,-0.0301832864023289,0.0014862892323676948,0.1868678502415374,0.006985754204928259,0.025638623240313883,0.09867435902215613,-0.01582325810693358,0.11955644632490396,0.06739051334456661
CCL13,,,,,,,,,,,,,0.055644646437870496,,,,,-0.014473265181608722,,,,
EFNA3,-0.08073395865280275,0.02917391636355794,-0.025506000836731595,-0.007338225902512046,-0.06254920620798196,-0.0014300582744939223,-0.015823537574257626,-0.0036576672594624705,-0.09289610059169774,-0.03924999842603566,-0.029993748537207026,-0.06401594337957026,0.0403473172152588,-0.02269979125755479,-0.03687720471965316,0.10545235484445761,0.10317644468378191,0.059739431837323186,0.03467848338187928,0.06113673527956073,0.1303159552228222,-0.01673570892071316
DRAXIN,-0.04545561684511143,0.05407370098675338,-0.036249173213171275,-0.0021888126903286302,0.006209602388978278,0.004698193672311239,-0.004362048621888935,-0.019227246305835246,0.06985473774297053,-0.05046346325144034,-0.024022899525267576,-0.035648433965520275,0.06431181910251887,0.035298833820382916,0.0024876943163305854,-0.02713949723972674,-0.015359911488952254,-0.04218357991666405,0.031489834775847665,0.11316185284263011,-0.007747877342585714,0.04581823752568593
RAET1L,,,-0.0030888253917186357,,,,,,,,0.007543181714917284,,,,,,,,,,,
NPTX2,0.04267752189528753,0.0373179786520221,-0.029722895301587195,0.0990233223040185,-0.0004425996289361312,0.04088133328092201,-0.007654086172503133,-0.04263103039845661,-0.11177865335640824,0.03345444202663346,0.021539777798507822,0.09979989699442295,0.012811417106564138,-0.015634347305376658,0.009053731036385038,,0.07172057616667497,-0.04494502992461716,0.06434200042886215,0.0385382641815332,-0.009235290155928317,0.053341747320403796
FGF11,0.005655590520161137,0.059757397298117854,0.0618466925926788,-0.026464005639060317,-0.033432632284593235,0.004887693882545148,0.029850247386364572,0.020064337213422264,0.10667899816648554,0.03959327763826043,0.022335082487004037,-0.020158375312717455,-0.0021305804331349307,0.04657653808539798,-0.11444726294533479,0.08835026900505223,0.06531398213351479,-0.04642588723136596,0.005842526617904189,0.05133716023475444,0.06523576317483884,-0.05170053041729492
CD59,0.05678591367727512,-0.006086761732452821,-0.0030621283072249203,0.027242977662123934,0.002886023946169403,-0.00038546525334661076,-0.031166440020056335,0.042457068623766116,-0.0893372102975059,0.012310322736671708,0.010531913193896599,-0.005613452674865447,-0.06723337013192458,-0.0674389085926765,0.12335115304859845,0.022252613491071396,-0.010907507742835502,-0.009727792867823645,-0.020821913753536998,-0.005983242781392859,-0.06236825444445977,0.04661037900542869
COL9A2,0.018133996385108132,0.08867048217277633,-0.0017395725725704667,-0.02192020531652148,0.008821662847066092,0.031048562711460125,0.05920183472218392,-0.01977673057879818,0.04953321139196213,-0.016550919932146142,-0.016233328113831436,0.05665936464956697,0.019163692175711417,0.023058987029832785,0.03103554862076736,-0.015306890057518974,0.025954900563014086,0.015578432143547103,-0.012632981674384492,0.00624510903539305,-0.009660428128797088,-0.07208191799276978
DLL3,0.04179871512205422,-0.031492079591043554,-0.019818458659925146,0.03376198536864037,0.02290961804353994,0.022909743154593733,-0.020587128963555835,-0.06724593440068796,0.04387249727150623,0.014473342326578265,0.00846276091627842,-0.05771030620579829,-0.018549016641488874,0.008782953791808299,-0.0683906578043915,-0.03351328394526953,-0.034088602522738286,0.011478403082842946,0.004285797413895208,-0.02434486146115284,-0.0575182518914067,0.0184687718797197
FGF5,,,,,,,,,-0.03465882837873828,,,-0.03891586517282262,0.011761997183441045,,,,,,,0.03890523186463096,0.027036888330308047,
LIN7C,0.000922913654067775,-0.02164558927619225,0.039108837320562674,0.048831769760371596,0.08374121694708167,-0.0010203836217645237,0.014896357800650928,-0.02224054395729795,-0.004136223941049395,-0.027834433014383084,0.035943639133791595,0.03744455617482993,-1.8968061436123687e-05,-0.04209311168107074,0.039624267130854963,-0.02951517311859254,0.06179032800093316,-0.0029412502940585014,-0.032653050486870144,0.062034748916848154,-0.047077362010107406,-0.020785710136847848
GDF7,0.02909104887712568,0.02962251899094208,-0.03963296025936825,0.037455518513799496,,0.0435196091773856,,0.034191874884981634,0.016109233983776703,0.010872468758266186,-0.04459957159602986,-0.056945117213593584,,,,,-0.048824954358984776,,0.020926522680936938,0.10190249096259614,-0.030891733258499837,
PSPN,0.002952017383535704,0.020172798645492707,-0.05009197650315877,-0.010345596334713467,-0.044679759231342195,-0.016847863467631525,0.06863434256890896,-0.008070539544943871,-0.012689224174206586,-0.04899853446268316,-0.05574028548549292,-0.008937545181313145,0.06314280007817635,-0.0013777951689220352,0.024312055699608807,-0.015885624437069822,-0.02552151931182512,-0.016942521262236332,0.02202918243490213,0.06331699376503094,0.041388365098051036,0.13096268527902027
ANGPT1,-0.026860292550098794,-0.003211917129975578,-0.025802462386484107,-0.019420680270767404,0.09413959843588726,0.010662776920767688,-0.01660094527420731,0.008184381885088614,0.12879628806190968,0.005962436920230573,0.026195938729572932,0.09427869006174926,-0.036757088146235795,-0.011488981915605285,-0.012047222434448937,-0.03755131976839804,-0.022644663043933085,-0.018287037034940924,0.026787322706274454,0.055941673833007195,-0.035289405741767574,0.050899022592063754
PNOC,-0.02725997755600896,-0.029277702432209098,-0.04599543360605051,0.05612656236045279,-0.048041745459259204,0.04448087557855636,0.00041821659747575025,0.03642985281633412,-0.06921366711769424,0.018217053089747706,-0.007185881462686065,-0.062376864970456074,-0.014475364759411968,-0.023405264810859697,,,,,,-0.009506792694316856,0.03796058067346254,-0.00890722241277034
L1CAM,-0.02898656668055967,-0.04529866027418629,-0.08486700426241191,-0.005955991612382479,0.046781036727155126,-0.022995565908968313,-0.03423580755891604,-0.0033910879948776656,-0.062283750065621125,0.07400223737820814,-0.027776166574301795,-0.09607498535216341,0.0943656575802099,-0.03678685444139491,-0.037900755203939984,0.07732272538511356,-0.024730311776792257,0.06107950789272088,-0.020560673015990634,-0.0035301908683808923,-0.014533808333254385,0.02872148213651121
APOA1,0.02198109829744379,0.13178692734345007,-0.024211236173680428,0.011518901222871447,-0.03318903462361535,0.010999087308007102,-0.05472319369182515,0.018716855223662995,0.003624503815806995,-0.03000643627627682,-0.0036303346376826136,0.011187049161075357,-0.003333628581366866,-0.0208820695383162,-0.07538074778092874,0.008120005132466317,0.01910019003394147,0.009812963803941805,-0.02406350998495239,0.045167966975601506,0.07398503724969192,-0.03880338481443913
PSEN1,5.185729871407727e-05,0.01427998489022776,-0.037933744589721166,0.03744562375592811,-0.022630304712043445,0.006090266455401364,-0.01726832689974532,0.03559001706061114,0.028588449701494604,0.001164925545403796,0.04186431503095328,0.09306225149594308,-0.01565416349894731,0.058312881699353565,0.0372066192550883,0.09455823843259165,0.02813249212530584,0.033964200944068844,0.05698349138959981,-0.00022011677951610685,0.04702548615629396,-0.04216354905940393
CALM2,0.10757466798028988,0.020293735096070208,-0.049485705151458684,0.06322688938479139,0.006667936390369149,0.06163777680507907,0.027137846411586005,-0.03445007560222952,-0.10493454626094274,0.015117297644982548,-0.028114410683559198,-0.09644979369936693,-0.027181759786952527,-0.05824196648228314,0.11659279764938514,0.008454911323347974,-0.058566545066520696,-0.023867219426713382,0.03396223599192079,0.02566560013777859,-0.05270175232228245,-0.046796076496894455
CLEC2B,0.04876693166612846,-0.0714556046352258,0.004147859575127565,0.016855546017205878,-0.012409962551660167,-0.0465828799353212,-0.02213001876261642,0.12090294350508418,0.058737878586520485,-0.015428308779927557,0.022426231666679765,0.023460452187421217,0.01774653722670575,-0.026588533133971554,-0.07635760689757158,0.08157026948910968,0.016144266531881373,-0.0016379572322966494,0.0008298060374078572,0.034375200888669515,0.01835070812041382,-0.07267708305213866
NTNG1,-0.04262941514480184,0.027559055039658092,0.03866282766581961,0.010296483538720523,,0.006640241981884221,-0.04062157275902996,0.03392248848249213,-0.0214632644485658,0.03568742093630185,0.020159196591180283,0.04179238240662099,-0.023720943356856754,-0.02550246543303352,-0.05586492925648913,-0.06292525561426016,0.043416845314202,0.00802951700932837,0.013665825907489076,0.09299792260646357,0.03191109524452914,-0.07166738833858367
LRIG1,0.0212091841356476,0.05741055595543269,0.02510296014485695,-0.031287068939584384,0.008652272392556585,0.015407062487830827,0.016965640603020395,0.008045520242722379,0.09489116929158993,0.03493730197923654,0.026477514013580172,0.06900415089094813,-0.012905151111971998,-0.019044484066764258,0.12631178380566802,-0.03501279727163067,0.0651239477120651,-0.012553087140746462,0.0395476719745836,0.026289358421901613,0.0546799935125657,0.011649654399590953
CPAMD8,0.010303128775538488,,-0.0040926871292703785,,,-0.009662405655074011,0.00302980474304779,-0.03005950101745954,0.016948738066917202,0.07985177572811608,-0.028628577539532973,-0.004691027087155857,,-0.01981991026439159,,0.05540952605379771,0.012604254688898815,,-0.01927103888627236,0.03466132525821771,-0.014360702344428041,-0.028823814327832438
GHRL,-0.027098447718089416,,0.0042271595518279265,0.010722150809585593,,0.038034514440206446,0.03362360089988461,0.034055480416823894,-0.013613781948683118,0.016348467855005176,0.013328983624009158,-0.04340231690329285,,-0.026546354640719243,0.04791664002601309,-0.011202086557213954,0.06800220451821427,,-0.017715819994634098,0.05295675379786184,-0.00764936004696661,
NPY,-0.024917751025022344,0.020194376821746456,0.02087168345349589,0.049180587790272595,-0.017887138127676463,0.05234092111964464,0.04199775774268664,-0.03941685778563766,-0.054618059008839176,0.011339386890756822,0.00893524973420335,0.05080029020916741,,-0.0191908441212103,0.04915453829196239,,-0.04346147702109371,0.03802934871641236,0.03410540248720576,0.058173212680510046,0.0014117830107474372,-0.027366631150247827
MMP2,-0.04371079949454542,0.027471366883567952,-0.025998404353186833,0.03569175830135168,0.091065983781532,-0.035402249669805125,0.009236487415454008,-0.00428329693028635,0.07326412034619799,0.038258579823976,0.02328561085737075,-0.02408304535316839,-0.03773936298369452,0.035493741546701846,0.17977969135557845,0.08009113670778169,0.0014687756789040407,0.04649007602694018,0.06298150567557313,0.006832785262889069,0.010510675170076856,0.017626426268548396
LHB,,,,,,0.02334393946267123,,,,,,,,,,,,,,,,
PPY,,,-0.022812082874329447,,,-0.034159447893337684,,,,-0.027576498945685216,,,-0.01338906691236217,,,,,0.05401462429852604,,0.0841056813663567,0.10274414573785663,
ALKAL2,0.047950983629728515,0.06630280060886902,-0.008540027382730289,0.01732188788931391,,-0.0326059926216963,,-0.030281025843261034,0.019568542500325053,-0.006380867849631678,0.017241584339999207,0.02112979312099736,0.009878917581248365,0.0563504305910701,-0.044956280788541116,,0.07568900977160006,-0.0019344257784921657,0.024725770536403856,0.02401001837749576,0.04285134460679533,-0.0706480603396143
CSF1,-0.011418295596341079,0.047819078710870634,-0.02663757285342522,0.0017983988892504078,0.07057205722555772,0.01576072000047624,-0.024762897372950125,-0.042568534745479454,0.06882159086204227,0.06763538993035158,0.02451170185180824,0.07285595100043052,0.04486567859515483,-0.008826322454415045,-0.015848483176269773,0.0348136463074114,0.0028053271416199075,0.03878280933897893,-0.01878541167830867,0.04643445591563152,0.06935280732141678,0.008578516505328647
SEMA4C,0.0456602024580433,0.02496769218879435,-0.05305983013286802,0.004065502408428864,0.018004012755559795,-0.037221517005547,0.01243071780258104,-0.04062997704016192,0.055134208166371754,0.01685389776834315,0.007172407619016034,0.09279479436835665,0.0003310711057349943,0.016358577092476862,0.1641310883942518,-0.04952134497592632,0.05222918145687309,0.011879880386457388,0.04685810349866272,0.06528630620214117,0.07149676774159505,0.092554679781424
BMP8A,,,,,,,,,,,,,,,,,,,,0.053649483722315656,,
ICAM2,0.008749450325564711,0.00908291755059655,-0.02152801172630136,0.019286604093020136,-0.038660192272859904,-0.02879217550379272,0.06365220619616478,0.05982855494349204,0.03880971990674195,-0.015323373462904048,0.02004248933460306,0.00681304887636481,0.029504918386082067,-0.0270075507074373,0.1444862455919568,0.08235565385232857,-0.00034930166237346553,-0.03991657735553936,-0.014433583718080444,0.05779716291801152,-0.03586376364935161,0.018102665419420683
SYTL3,0.08308976251132713,0.006927672521286835,-0.011510419454245989,0.03572455945121792,-0.018717285392765768,0.02372835626700762,-0.017087527042497795,-0.031858949585921385,-0.02245379989423416,0.01535168215844286,0.0038327743704721874,-0.04365663690598494,-0.00833398172729178,-0.02495451721653381,-0.08467985331549423,-0.021329093454644406,0.017537533249546326,-0.052458243614036996,0.015376337120931787,0.07916795104215595,0.035888072022448377,
IL1A,0.12413964587023632,-0.002594567795415198,-0.003628430001943335,0.0014581293953610432,0.02575059546455788,-0.016832291083512488,0.0018246619093425667,0.0033061484555352953,0.01779969468487972,0.00161631710790411,0.03914308222321286,0.08546017295354902,,-0.022932390101148416,-0.05135628288587428,0.04057753759927956,0.13179527282659748,0.03875825144322687,-0.0024864421896679395,-0.0021009886121575857,0.09361652072202156,0.17170902398206295
HLA-G,,0.02361082229176707,0.015483982016553903,,,0.011513477479128365,,0.06765126337668265,,,,,,,-0.03939445463853022,0.05391083584977293,,0.009932801404756227,,,,
PGF,-0.06453064400408616,0.03779895765652878,-0.029364719842547085,-0.011145207432238702,-0.014445483386859904,0.03386530899159461,0.0366330673922094,0.022525004631157128,0.0906354116870578,0.0006164922264264604,-0.010379502542045884,0.04451385305916677,-0.010007536478809793,-0.0009819478744577668,0.14696976048741567,0.12077119785721567,0.03985503964365746,-0.02193439802872491,0.03354028974583996,0.04009363323901756,-0.0034916805224861286,-0.04954872951315307
LGALS8,0.009901457249630747,-0.02097011456260502,0.06647713917923828,0.03880431849573906,0.005587611180186301,0.008217064999894906,0.013871741436599472,-0.01569653082118376,0.033295526677342105,-0.001823992166436433,-0.0061044511970635975,-0.06864107112232878,-0.013734892822291069,0.0466816834358848,0.023335702713813283,-0.044320693601122806,0.043025866435547545,-0.006821109044874701,0.055917767639929526,0.049984584768533936,0.009545408319132991,0.03988933014907122
DKK3,0.0019240140635464736,-0.009262931062796973,-0.05177247491614934,0.030975777178284213,-0.005906353570308843,0.027693427784900457,0.030406620669802566,-0.03468438960772926,-0.1169777705150173,0.018817737883367647,-0.07048017783942484,-0.10936177890276626,-0.016190569884256614,-0.014318625211891586,0.20853862887883823,0.046364822599242766,0.05247180083330153,0.009011104373944041,0.04650408709554971,0.053960783734926285,-0.05375282182337653,-0.027685130698056913
COL16A1,-0.0015989961329993675,0.09550139621474682,-0.042976695359457945,0.010683749008166753,0.08898399005381818,-0.012171916930228432,0.00989414048099928,-0.004998210459854192,0.08854635477621356,-0.03511897035842896,0.027995475680494628,0.009675637584016294,0.018577550438390617,0.08289773228500781,0.12518968012662685,0.01715349187674258,0.027313169361173565,-0.05293100527469783,-0.023818514867782557,0.008768465035633857,0.028581847497211276,0.05805229279101385
TPH1,-0.0002400753686828118,-0.0037505529832708466,-0.022422437579517247,,0.07026016067356147,0.014326554734986483,-0.016348593957123184,-0.018962927205822627,-0.004791655058802767,-0.00659647017013272,,,,-0.010595074886070947,-0.05122862147767444,0.02206138604789926,,-0.01078767847268519,0.03333064339398755,0.04802440494626768,0.13335776597073298,0.12456346595517945
TNC,0.05262322594825032,0.07946861356085126,0.04836464177255407,0.012204422828283785,-0.04942433707709967,0.028495550906064687,-0.07886609921309977,0.045297441618695616,0.08942097079948821,-0.01427887997844503,0.02061219403866404,0.11778269035674169,0.015160025931603883,0.06387072594341467,-0.0872789758859041,0.015980292896440606,0.13214827004731106,0.021969116195266626,0.01977879993087616,0.08182563881109052,0.047130769425583356,0.02531025447328333
TNFSF9,-0.016985055421472106,-0.05766077148688816,-0.039871955313973396,0.0650952025558232,0.005896653544426391,0.033144854246656114,0.001021939603661599,-0.038492308892355456,-0.023360589030143812,-0.0049012624161377085,-0.013323980013674732,0.010576790973875828,0.0609472211887882,-0.011508122086115001,,-0.05324821154615987,-0.0635589881035287,-0.008406846134565186,-0.06660277578099316,-0.020978621702379074,0.05369706429190366,0.04590223415641131
C4A,,,,0.018924356332641522,,-0.04107157076376479,,,,-0.005795354105745628,,-0.009350216931218146,-0.015877734661716367,-0.022003918395670202,-0.046262382675731434,,,0.01052831461048575,-0.05135712542994292,0.010578931052808495,,
CNTN2,0.13306194787343725,-0.013157429750560081,-0.014848882391061689,-0.03441836388028523,0.15695728894220495,0.027524049175994846,0.06847111680739527,-0.03863504456785391,0.029601257295761723,-0.0019024043543021873,0.03926898539339745,0.12467669198463564,-0.016811987912064154,-0.0034642756874050697,-0.03628684501846439,0.05522833362728036,-0.11485356089032332,-0.00755887933335955,0.047513900597505154,0.08190968340757533,-0.010182656052217612,0.08750075314438617
F7,,,0.010891825713444955,,,,,-0.016469356390299582,-0.0052602948251488325,,,,0.03748270839125325,,,,,0.06771809365860092,,,-0.03767158126515776,
LUM,0.003251276542602642,0.02774624508742221,-0.03240770209537408,-0.029600687544897235,-0.04606339206001042,-0.03639348471756576,0.057435259376692,-0.0031488352042136846,0.05746309928327208,0.003751029024499819,0.04617852309391806,0.022658676380272906,-0.03816138333074547,-0.02270483554762236,0.1534442877878832,0.03985842346380095,0.07973363467430301,-0.038967286737062665,0.012016065799549955,-0.012577020356616656,0.00016224625077646077,
IZUMO1,0.012599037202518064,,,,,,,,,,,,,,,,,,,,,
BTC,,,-0.01984564001798198,-0.02421080321942617,,-0.003815649253069917,-0.03311163462904745,,,,0.04095443051743131,0.08366245548475959,,,,0.003342173574150739,,-0.014687672634420064,0.008597369563502022,0.025747485500972823,0.103002112120558,
APOC1,0.12635469390288756,-0.12183150777549137,0.0020670990195286866,0.0181519853209308,0.04256124971016839,0.08332008553078984,0.053211066420094995,0.02268850059609569,0.12498708703328588,0.05177411203943647,0.05251568667765755,0.19528430175754444,0.03290256024475887,0.04308167454100913,0.1557910147040833,0.01780784317314161,0.02027969310194068,0.06574758241242158,0.01929157500817825,-0.023270564287885362,-0.03524862742588292,-0.01420494143093243
PKM,0.08211836484567617,-0.018711054451902825,0.05926124467607731,0.02714170538969009,-0.00506917740798535,0.037631368880331265,-0.0601090350367274,0.007678676520574944,0.053408673273175306,0.008349625353334965,-0.08073271444513024,-0.12331880890225952,-0.02114180306384344,0.07481709633523713,-0.14653776202255708,0.07009171771799778,0.06182740170546534,0.004811681685960418,-0.015526565627945674,0.04013841540999539,0.027397381276984246,-0.07463391613011491
TNF,,0.04300030033879377,-0.028701819094045643,0.008016635206710457,,0.006980974430536806,0.017069137187717656,0.05434256762648923,-0.011617742683587826,0.017538685306393097,0.009470456917776218,0.030762228305828525,0.01636172966345524,0.034910782818640684,0.1997888875905334,-0.009299834772118319,-0.011410643154558585,0.015933025093417787,,0.06656696920164677,0.0386281961461748,0.12009591146767261
GNAS,-0.08233539850606546,-0.0443029591307243,-0.004426717359635298,0.0019197819723350254,-0.06814740350902813,0.01932437124567838,0.027882037511215322,-0.033728209037260634,-0.10217996399225686,-0.05784082149586958,-0.03918193724929413,-0.1505047689557889,-0.004047567855946319,0.010831663816961518,-0.0828372526629482,0.026071213595928087,-0.06764924076065162,0.005483988148157023,0.05127080783797181,0.012551186771596985,-0.04122287366642026,-0.0891656087718343
BMP8B,0.032691336185275095,0.054250276085675994,0.0026314887445340837,-0.0028426979203563683,-0.008741758065790086,0.031781637749883934,-0.014008264630498361,-0.025231644910386118,0.05152661442071553,0.0051040023691702,0.04007002084709351,-0.03536017002670202,0.03803684976093101,-0.02158179391612403,0.0048147106263715,0.027009897604178913,0.040050180095223174,-0.054225933084968675,-0.0020387956526690476,0.026893844685977903,-0.018858829368568315,0.017359744694559722
LIPH,,0.06306764717570401,0.03881007482786553,,0.008767533923427741,0.005952359765149667,,,,0.026101201095298406,,,,,-0.039394477360194746,,,-0.01447327050452358,,0.014617586189139659,-0.03566267130548841,
CCL28,,-0.050561673344175065,-0.03153993988199497,,,,,-0.01389474219763971,,-0.013050455565876001,0.04343502343552113,-0.01655985237926968,,0.047055233870951986,0.026517058835388917,,,,0.05096667885317147,0.04690274788293366,-0.032106695147106706,
PTPN11,-0.028128424111385966,0.050842508163951784,0.01962494419969673,0.026643119796705663,0.045487624315198205,0.015401045632385415,0.020409263250275988,-0.03785993345538456,0.029585599023469477,0.017440523460546167,0.002648238620219694,0.07207672175195604,-0.0031202546824235233,0.06888140018803438,0.014910489871211368,-0.037499640948212225,-0.14461674837817137,-0.011219378544681467,0.06856686045576536,-0.0035865492811574264,-0.00408979949692804,0.0037060325820368147
ADAM12,-0.014916105117251471,0.07519157946383732,-0.008479089317848711,-0.0074798930794483,-0.029944000332223806,-0.06002911226933978,-0.024950172763384335,0.06929891158957927,0.06164622555015718,-0.031762164031132835,-0.030705092389482186,-0.03713773549289527,-0.0237728808913396,-0.003023045994354687,0.1358401443445288,-0.027930635099444157,0.11050365256377864,0.024923457554320395,0.020661179890748435,0.06265784097508177,0.027006184155103592,
EPO,,0.033276812087950476,0.05009337110105787,,,-0.027152524623595124,-0.03988233864910856,,,-0.027576500149404843,,,0.10388774407547566,-0.011644034255044051,,-0.052609550814242526,-0.008705668877399464,0.011546701117354358,,-0.025158107533731468,,
EDN3,0.05360421584825333,0.0013353006909016009,-0.029902283226779926,0.01830697443188018,-0.02248488226966246,0.027180502882577673,0.07227372513566148,-0.023621917916606856,-0.025658985403921412,-0.022487991987167333,0.03856966125142747,-0.06969392488691392,,-0.02529011221039393,,,-0.03361176715289779,0.022626806333110813,-0.009186727725631913,-0.017992025844175596,0.007447165477424635,0.019384957096363457
CCL22,,,,0.017379988040575133,,,,,,-0.002802732512804548,,,,,,,,-0.01778977700691893,0.0027656801451367836,0.08110241070535087,,
CCL2,0.06835443631983891,0.09421300597564188,-0.016219527493001835,0.008321126596977724,0.04210151268102365,-0.013077839907591492,-0.045673350492633824,0.04346701063994782,-0.016063327966249423,0.044183226060585175,-0.04951910995562381,0.0834497365108854,-0.017962155459014403,-0.04553383151248148,-0.04365976604844192,0.14053291269526336,0.0808803525958822,0.03743183628933862,-0.026336455851491428,0.021716960542550845,0.036184814422609034,0.096736297017319
DSCAM,-0.004149290924621375,-0.022143765750350757,-0.05974798206211943,0.06541752952640283,0.030587289218958404,-0.051088358129127466,0.05416218519153438,0.008019885715991363,0.05244117531161216,-0.05485632078710433,0.02254520511238603,-0.04505695228691718,0.0009681879805672024,0.057741172443819086,0.08431691660108709,0.056780396555246054,0.025705942132172536,0.018890048311523234,0.07762029915818333,0.050548758462470963,0.0817501572218159,-0.033003520942472574
GPHA2,,,-0.024990939872775883,,,,,,,,,,,,,,,,,,,
ANG,0.004801749455076347,0.0053672181021558645,0.042882235542874625,0.014633312697772521,-0.042663561184460415,-0.002064361658311883,0.07412371626498666,0.013261195189677076,0.06438684227514471,-0.04459552508982643,-0.020651124483295254,0.02993099837470674,0.009953086783791127,-0.0335967420484565,-0.07213795958448822,0.01839758777955897,0.010725814192767927,0.060549119154441694,0.12382084347438636,0.04567650747844866,0.06938793870784518,
FBLN2,-0.022365597138317348,-0.01723283080237496,-0.06218154178551571,0.0019911972035603583,-0.02613776013185467,-0.038456713990796934,0.03060495642436152,0.030668356584193392,0.06981466833358804,0.018466962452214533,0.05294396521351016,-0.06811336193856386,-0.005087779745141993,-0.02676220528474523,-0.08645878192058325,,-0.060522889142163215,0.021223925504967867,-0.01872764813690403,-0.013782295533920741,-0.00176360806524172,0.08262564821421091
VTN,,-0.0264432497239957,-0.01779435328647785,,-0.022238784564466017,0.061260226214606896,0.06569040902171616,-0.018962921004928333,0.007582159520972367,-0.03899716680941414,0.048155250290320945,,,0.043054889466382626,-0.0031813930207572083,0.05738183790209483,,-0.017967139875214796,,-0.04102867406874495,0.007293121570129193,
VEGFA,0.013505729650464447,0.039172162469575764,0.03428526734899486,0.012559175620940334,-0.07060700736155227,0.00021965405035852397,-0.07272809139756961,0.001423691049432505,0.07696581798699696,-0.006402858440651608,0.049360156086744746,-0.05845228720368161,-0.004241630160379397,0.03734019802044611,-0.14483239262002753,0.02430773095698875,0.09072988487000515,0.03311388869770999,0.000808468755965319,-0.04348094871457905,0.02175760924770835,-0.02426528831566401
F10,,,,-0.0178726250971542,,,0.0015023823087393171,0.023475030436020485,0.05283570500330492,-0.011431285666884772,-0.023588903273390808,0.0008483387378026749,0.03790644222211451,,,0.06580257921688885,,,0.009216164549697696,0.06483293301964362,0.013749390396719876,
SERPINA1,0.04420820667582301,0.02220218132874817,0.012213297774133478,0.010624220514391543,0.0005681068777051456,0.031297628405878436,0.023338015861087465,0.005022512669282165,0.07933029979919566,0.02250711453939491,0.03741640167511453,0.07161417676716823,0.010160857493551816,0.04496185024292513,-0.12458303842062368,-0.037863834443827515,0.07174565945221018,0.03044539495472968,0.03318700894884998,0.06733969898138616,-0.045104155739513235,-0.09205786373541386
VWF,-0.047821638673166994,0.04242662503249219,-0.034086748658868515,-0.03314842175551042,-0.06593621789572092,0.04994122402780174,0.057222800452759744,0.07970435612204006,0.07525769521540379,-0.0007504170154681901,0.009843691556244908,0.01261546073456324,0.06195363643119777,-0.01560311764474918,0.16096524990997854,0.05076655008730465,-0.019210919708786665,-0.04267941082949485,0.00748823399063108,-0.008513340476139657,-0.047282527794284386,0.025637466518254586
GDNF,,,-0.006029274908191735,,-0.033934191285737124,0.02676084557806318,,-0.016680233338142156,,,,,-0.03481229550525927,-0.025031819120558785,,-0.034209208360166166,-0.037459375679071164,-0.039627880394970054,,,,0.13401917537112
VASP,-0.053469098280986394,0.015050966808429546,-0.02481197643850092,0.027722539980094968,-0.001524868550088988,0.00917610850445266,-0.05568633735435953,-0.02312943966942397,0.06532808752279519,-0.0031511500888364258,0.046037846675302606,0.09841354008704298,0.046747201014348275,0.04277157299006367,0.1360674805299765,0.04142156054600159,0.05668740201728418,-0.0020946743074918388,0.025485180912876593,0.06175336993165688,0.02558892497074508,-0.009176634202096214
