,UKF259,UKF275,UKF313,ZH916bulk
BMP1,-0.011161625439197697,0.020377771538751435,0.0473629211886032,0.07567131014784159
NDP,-0.02286517589328154,-0.02722013866899213,0.036414002733217814,0.008406965939938841
TNFSF18,,0.08807426273135102,,-0.024308730675378375
RTN4,-0.04244516029027961,-0.0003500112841800481,-0.053817491444574796,-0.09732199868905196
HEBP1,-0.03231552951505423,-0.02444689376337866,0.0625397480484226,0.04434988787215642
WNT7B,-0.009232642826044947,-0.03181405590667393,-0.028016885102014524,-0.05285472752963356
PTMA,0.012550533956336799,0.014746829256281409,0.012780236660445268,-0.05244725430058543
CEACAM1,-0.026274341079143768,-0.0013664432826729878,,
PDAP1,-0.0683126038793922,0.008578127093228777,0.005516462048600531,0.007128537041165055
QDPR,0.02120658298336849,0.0030250155675304487,0.05077181882351503,-0.008659349376220375
POMC,-0.024467732455495543,-0.012878323213273089,-0.02292963435400686,-0.013563471132513582
CCL18,,,0.02068426608781419,
CCL17,-0.015228933061595151,-0.013842529318251728,,
VEGFD,-0.01696671315743807,-0.014748044171358988,0.03349284063128382,
TNFSF13,0.09982235829556048,,,0.010744817148424485
WNT5A,0.023536894178020726,-0.000714587097471281,-0.0541585981415563,-0.026843835903569077
CXCL8,0.023667670520312212,-0.02441734839572373,-0.03518797293868573,-0.05257946353294026
GRN,0.0016153246867351809,-0.05080264072320456,0.04347084549085211,-0.043385562479307055
MIA,0.04028524302990394,-0.027207674482738548,-0.021010189961124286,-0.03836048258630438
COL4A4,-0.03670378531127175,-0.014452028877722076,,-0.029555656455248637
TAC1,-0.05695390765569641,-0.010878505301678892,,-0.03656924466490936
RARRES2,-0.06632442718303767,-0.006673506778837556,-0.05896074086250556,-0.010978887746113502
FGF7,0.04313155583586872,0.0048012854808545434,0.10472566091511777,0.025758636620724203
HBEGF,0.02403436611332569,0.026073973687023386,0.022305890463741634,-0.0018162837421491418
CSF3,0.04467527552562399,,-0.02327432033226835,0.035085377677918576
PI3,0.027040218251432217,,,-0.019358433613618532
PCSK1N,0.02063127485806844,-0.034253817092239035,-0.009345762809873306,-0.05476343038473718
NTS,,-0.01650976305206369,,
SFRP1,-0.013287832749183917,-0.030655166355164135,-0.050362861248895406,0.019813661943115353
CXCL13,,,0.013301990675506066,0.07690736767036874
MICA,0.05140981058147009,-0.03182472462397003,0.0063852578269915205,0.08001426456105819
TG,-0.01433967678409954,-0.013945824438472563,-0.033067045346346885,-0.02778985863279328
ADA,-0.011722981599612381,-0.023763813971622895,0.027666809262973477,0.0433730576007887
LAMC3,-0.011560793679050472,0.03569130869022739,0.027547808842156463,0.04579999633614526
CCL7,-0.01036756340398213,,,-0.0526440925052225
NGF,-0.02375473575854388,,0.06428638443669361,0.023219985371083027
TNFSF15,-0.011544788921364697,,-0.014821544659377156,-0.034407809656292386
HMGB1,-0.03776278295022417,0.015890160011474568,0.021913526069720416,0.003109048667246699
ITGB3BP,-0.00048736613341042814,-0.023176327140496264,-0.038899201174890916,-0.006798532538433502
AANAT,-0.010504578313435669,-0.012541561417170074,,-0.018983008272571215
RELN,-0.0182335955038965,0.013581096539403361,,0.03977694290833142
IL15,0.0018527811539535792,-0.003488937738053775,-0.0005111125014674524,0.030636825056333677
BSG,-0.008297051719064284,0.017318637150681174,0.00887530923360991,0.033161591151784714
ADAMTS3,-0.03540454568611304,-0.020950967577719543,-0.01444890836711749,0.047317020808403436
CD34,0.027213699083429032,0.042556711106602904,-0.00564570998539059,0.024121755470456772
PLAT,0.03184715939271304,0.008847727688996868,0.01632954737617669,0.054824239686070426
NTF3,,,-0.019616737778971615,
LTA,-0.013287832127558213,-0.012078830679844346,,
CKLF,-0.05404157540618901,-0.006257466428487505,0.036621045370732054,0.033090351711448765
APELA,,,-0.02732272322930395,
CD24,-0.027183964390252783,-0.022013796341861697,0.07639765939835994,-0.02845168738688862
HSP90AA1,0.004714688259987295,-0.03714668905956101,-0.017585814771071403,-0.1255488264386316
BMP4,-0.011741362642905729,0.059053506536383596,0.021896353949457235,-0.05264411034093921
SCGB3A1,,,-0.031030148035273857,0.017723277749664427
IGFBP4,-0.003162862488701069,0.009178383146968802,0.06515912102432654,0.0229169703978258
RSPO4,-0.005224012336178661,-0.014048415421153784,,0.018808559978778693
LEFTY2,-0.02969050525186518,0.04411080355822121,-0.016758570262633415,-0.013046481095451801
PF4,-0.009045494816796198,,,-0.0187510667366814
ANGPTL2,-0.004005763793079002,-0.028627517387126895,0.035371176280691335,0.03594571954067572
LRIG2,-0.012716068066355434,-0.00843763595665783,-0.004234058340694788,-0.01494242293984796
ICOSLG,0.022090382820667217,0.03310757009383007,-0.005340664658205497,-0.019267444621617832
WIF1,,-0.010840829434196056,,-0.020163428751477173
NPPC,-0.014031793137994459,-0.007958189850487381,,0.051451050667685114
LYZ,-0.0409850803174472,-0.013593822644794128,0.055698866896857116,-0.017432596816135928
EREG,,,-0.019596532250155386,-0.02158803249473521
SPTAN1,0.04113135953961909,0.007076701800958803,0.05064478591880372,-0.03971241212810663
LIPC,-0.01625542787029061,0.02805304443819288,-0.02450294622037112,0.07653303164780867
COL8A1,-0.014418117432271215,0.04763449943695546,-0.00366421456403935,0.04267947653118155
GSTM2,0.01430685255423746,0.002470194461883178,0.009906432582221427,0.10514098020311359
SPX,-0.026636346035933473,-0.03373180985844061,,-0.04330508879902813
MFGE8,-0.044320128676687776,0.045217934691970656,-0.020617840628345804,-0.0013188325888946546
TGFA,0.015262991190844469,-0.05416008302991297,0.07349051002062004,0.050429711946362914
SLIT2,-0.00898899564149271,-0.018951875363716498,-0.032457002284607205,0.021735029800906844
PLTP,0.0031198416146448883,0.011489623514684123,-0.008070638701424541,0.033859445046947705
APOD,0.007275207210397545,-0.017136648951740253,0.04826204168983036,-0.021311967688499023
B2M,-0.06470328758025552,-0.049118066353568544,0.03262320045173112,-0.01830004407066326
OMG,0.045510149620416204,-0.020663184994211742,0.018530406316330874,-0.05436055611084181
CXCL3,0.019922133891750498,-0.024961260619305117,0.004576257905643096,0.0022842029845861395
CXCL10,-0.054436907860608924,-0.019094592985345795,-0.01691070233808177,-0.032241037982222887
RSPO3,-0.010504577537266264,-0.021218007879418098,,-0.05718683036183543
CORT,-0.023557321722760653,-0.012591801139141033,,
NCAN,0.020119786910560405,0.054671106882269754,,-0.047095613143570025
PRG4,-0.010367565019612987,-0.017953317207358994,,0.07063385986267715
ZG16B,-0.012032827155778336,-0.009597727473051283,0.030969325357723735,-0.015996583032262694
TGM2,0.0654862350375953,0.01307194668894604,0.07135331006184782,0.028197581948069213
