,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,,-0.023395957630943622,
BMP1,-0.03106292693985151,-0.04072506850932225,-0.0050384316356406195,0.038072641414488954,-0.011747863580165325,-0.07670213393589066,0.05886994674534585,-0.0027692682889011834,0.013955530806578891,-0.005940224441994058,0.030417396323699206,0.016593552579784177,0.11961825355089076,-0.03542990952657352,-0.010160904300547518,0.01208690206125412,-0.038585677269639594,-0.05853325196120659,0.04411561420539061
NDP,0.06617631854957629,0.062174406841860326,-0.013728168277244079,-0.038964105320563325,0.02026185662398474,-0.07248262353833858,0.0012223677043612555,-0.03605276477782475,0.029129150305541602,0.014701716585946104,0.018674502301420263,0.015231035998750786,0.05532179533928873,0.026153527539532876,0.06452536424059994,0.011920478536257254,0.03794754315422821,0.018956640156158912,-0.020141592661162305
TNFSF18,0.06364953874696333,0.01069383585425245,-0.025253338702170006,-0.03622533043984017,,,,-0.014769706636064856,-0.018341876460904464,,,,,0.04361191448230528,,,,-0.03946479775552894,-0.011287560307785304
IL36G,,,,,,,,,,,,0.002967234897483445,,,,,,,
RTN4,0.009434800153792444,-0.08003966769094736,0.01240360952475387,0.039928393816233886,0.03327292562949284,0.005656392954516639,0.014683406068059507,0.014946818324919953,0.040844817219027656,-0.07426375661518751,-0.02546719880062208,-0.004585172697150524,-0.013625098069144307,0.0749418751247076,-0.061350519846491855,0.006778596610393698,0.04843609168889437,0.02945043090235452,-0.014294151310832724
HEBP1,0.024934781236342164,-0.002589480077170181,-0.05218470401806257,0.00626448889975828,0.007515406751907952,0.010701280966538489,-0.025018633148309714,0.07514969048324435,0.04322640072283868,0.012678559925342794,0.020754907162643468,0.0011857559432323585,-0.0629609998368225,0.045633128716862655,0.03223795685755749,0.057459595953430025,0.0594933995714811,-0.019408634532291552,0.040299388698942465
WNT7B,0.01673050919070457,0.005679512121620495,0.026317921578025105,-0.022502052329031488,0.05829086732612112,0.06091753867286424,0.04942911312474168,0.05614000384208143,0.03487299077112951,0.009264183483287312,0.08117047713728229,-0.01883469807106385,-0.05640676478278717,,-0.04357542794852539,-0.031487788433449904,-0.037322516585786086,-0.023586199144835444,-0.0153504714820252
PTMA,0.06121020641655164,-0.013613367436986686,-0.002690789611481089,-0.03142931160993368,-0.002613430652357775,0.06453404825113097,0.056367072555538585,0.0642918776073682,-0.01903315478907166,0.04562632362557667,0.08775796319602477,0.010086116203543329,-0.07358922705652192,-0.0008790230347384837,-0.053542060219868105,0.056243765959943265,0.05453257611836715,-0.048710917080528625,0.007854468574114351
FASLG,-0.023853500676644983,,,,,,,,,,,,,,,,,0.0006881111486929768,
CEACAM1,0.09313039345857185,,0.12118883020865712,-0.017268971755218094,,-0.04099239488410382,-0.024875251108577738,,-0.028847402013719586,,,,0.014698892182286871,0.15332814610241663,-0.0036298537564390674,-0.017644160895771012,0.07239573750657535,0.030556197824846906,
PDAP1,0.01733528301384668,0.00926380648688158,0.04883616184775883,-0.039064655584974274,0.0443532381079221,-0.00810129962170745,0.003862262479179913,-0.010339560460750333,-0.05528637455765551,0.028444110458369486,0.04391514343717242,0.009640409866062698,0.0358541755169482,-0.12624029422330635,-0.009797606682731445,0.0007295361300795152,-0.03955995618755894,0.06848359757579185,0.027565483239417533
QDPR,-0.019338499352001867,0.00893896864704612,-0.004207905671795719,-0.04661766017624918,0.05419183128516482,-0.0329567518505537,-0.004539891467097066,-0.02365803222995817,0.03528688817843315,-0.11437926807295398,-0.01273103233466025,-0.04271427322101359,-0.07557732260284775,-0.030548477783555374,-0.036882453497598916,-0.022756400457660603,0.04857441115298622,-0.012999254212980914,-0.016334762998234127
POMC,-0.015974468921423117,-0.021988464682795583,-0.01739945216925562,-0.030684207672411274,,0.045436538163262735,0.0030372009485796925,-0.02891144676508051,-0.021282463003809156,0.020382847934939184,-0.023259246345812324,-0.018161086914565094,-0.05978530523784289,0.021523379447871582,-0.0274948332891809,-0.04236483817492881,-0.00876663181780319,-0.040809178705492125,0.0009490643673063456
CCL18,,-0.03917913465359294,-0.032996378619926825,,,,,,,,0.09484670714287828,,-0.03642069931558872,,-0.027707754021377363,-0.019179181574883165,0.038962406138852684,,
CCL17,,,,,,0.108103016628608,,,-0.02287589100040618,0.05596521977173038,,-0.015654438003157533,,,,-0.012517678154156804,-0.02610108992511569,0.003760880948422086,
VEGFD,,-0.004287130843844288,-0.032996389097822494,0.05463226105819052,,0.02025428997813185,-0.008445381394237915,,-0.0017548335350683734,-0.011723844936630378,-0.01571488705028234,-0.016777346078163998,-0.04103198893453294,-0.0012937733491666214,,,-0.018081021689511482,,
TNFSF13,,,-0.024900134061131993,,,-0.02108565985789316,,0.038282232163216544,,,,,,,,0.049681793315842805,-0.028370992380727,0.02861305841190605,-0.041205209110744684
WNT5A,0.042859431903634684,-0.01358672714255525,-0.02143284985389586,-0.03436650731417925,0.03587043640181809,0.007559836708356159,0.026672461739950578,0.03296825024500159,-0.011268408439989169,0.021934652197593083,-0.0025106506069681165,-0.018606244524848742,-0.07749440250645323,-0.013098901525348577,0.05334277934054509,-0.05827158235016342,-0.034411264399885545,-0.00879646618628088,0.021815982138476773
CXCL8,,-0.06858364634519297,0.04235914296627586,-0.009048675776558298,-0.00905583889301926,0.05647574394912152,-0.041404798134641194,-0.0026336636929727287,-0.008235257067398721,-0.010917754174715487,0.002643484636234828,0.03882233319107194,-0.07942066093479318,0.10038337462761787,0.14700278909344716,-0.06702318885168727,-0.12355293479260836,0.07453894265497704,-0.005377462181663042
GRN,-0.07987871416368673,0.06702350125347326,-0.030447502875464494,0.02913157960151926,0.01910666427413117,-0.06306072811331229,0.03093190865378343,0.03327411670212828,0.0046633695633767494,0.020223321239275983,0.0023904380511753746,-0.017128591811255187,-0.02903866426244438,0.049698666926413344,0.04372105016118994,0.00455440488585811,-0.03773668590876992,-0.0010131589874675007,0.000255851461522534
MIA,0.1056471374653362,-0.03881988510430572,-0.05530930247389494,0.1367164409123614,-0.0547069141711914,0.04340265564859544,-0.04347888613652144,-0.025899712472882676,-0.007151363834901363,-0.013333404596663106,-0.02131221006551759,-0.02297734431888385,-0.03450487741149256,-0.051567464739312556,0.019907887534969804,0.04816445732697578,0.12234766371476509,-0.04057376780114544,-0.03689216719589166
COL4A4,0.006221528167568105,0.039040143653031434,-0.03043973623626532,0.0003391305441858244,-0.0013231505049313877,-0.025515711301441295,0.03062341017232371,-0.013628210069004746,-0.023883137954100925,-0.022399059351902017,,0.03849735560238788,,0.05756061579621375,-0.03503125846141036,-0.03307524619142088,0.14559081107127536,-0.020743386073914127,-0.023208679938615237
TAC1,-0.0038059376577508136,-0.05565521769133916,0.06343353458434862,0.027614344095183475,-0.06594497601006732,0.002007226415017753,-0.025954131539068732,-0.014278167543693708,0.01623710934302398,-0.015087500830599647,,-0.0030977457158653573,,,,,,-0.024177877903483955,-0.051383095279264435
RARRES2,0.04234677751660496,0.058314212230168694,-0.01787523498552951,0.019765293588633496,0.03705862728482221,-0.021588663323428414,-0.03234756107325476,0.05342633031356538,0.022774719971951032,-0.0009273915710922331,-0.05229998224500956,0.036403154215301846,0.07440408486172362,0.10799965408933983,0.05510925381626207,-0.04145458326712555,-0.02408616278794305,0.047664713790517566,-0.049826630314558765
FGF7,0.046207204838984314,-0.05196147645626281,,0.021043332619590772,0.04727501804470721,-0.03231320776413305,-0.013733269949908825,-0.0008802693436011685,0.014229496801560684,-0.014321548099531543,0.010088585690113219,0.024341857626118377,-0.055623652533646886,0.024862808351692283,0.0276527181123523,0.07772361708132997,0.06062494084290858,-0.0012993442250968479,0.022743793408295805
EFNA2,,,,,,,,,,,,,,,,,0.03151005267630387,,
HBEGF,0.004046148498495443,0.059959407024444876,-0.021856669899336052,0.08891316581170237,-0.09396049211465894,-0.023343375573779114,-0.03561554663142178,0.05603857836066303,-0.031757173965824496,-0.011480521946654967,0.03601287602734072,0.06936479186397901,-0.043706102807601586,-0.03961757588910105,0.0639846177411559,-0.0346824586268747,0.03111465525827282,-0.006539268977280628,0.026631527990968545
CSF3,,0.11365580716663873,,,-0.017354677881150183,0.0032507076813815036,-0.02923735062370164,,,,-0.023608887162432254,,,,,-0.06692635852741309,-0.045378915139856354,0.0024971859173455306,-0.006280514658790202
PI3,,-0.05264347836652849,0.03935271208691983,,-0.011245261650879251,0.022854588331833802,-0.05562814024618828,,,,,,-0.013388961794937768,,,-0.06317624525000434,-0.07233491109969928,0.017442897911498688,0.008144724581446047
PCSK1N,0.0036057594929579666,0.08356796053813094,-0.0037544383048364223,-0.024908629591385296,0.009451696731757381,-0.05024142274938361,0.05196002044029867,-0.01835152407582779,-0.03468328708940347,-0.011098241814537523,0.04955782901275801,-0.017780497569807794,-0.0794793295815765,-0.011768239465296293,0.00042941908063878715,0.010543940750755737,0.07262291166452542,0.04111683816903417,0.0367877090287513
NTS,,,,,,,-0.009367570128138531,0.02683475250668894,0.053839193934986374,0.01155541389480683,,,,,,-0.029202440091374522,-0.020936419067182417,0.031226353055176927,
SFRP1,-0.008248905580697366,0.0020784744977783705,0.07376257904293226,0.019083600236211556,,-0.02667244159081301,-0.02715080208793237,0.0527329113577531,0.00044872587980350086,-0.015983165321716928,-0.0035470332381864794,0.04369356596507151,-0.02001303338000989,-0.06731094348282939,-0.024331251023743044,-0.027084856180184212,0.012141638511024885,-0.0280086901257866,-0.032325839900151816
CXCL13,,,,-0.008462822154850289,-0.024465497950596937,,-0.026906791600722575,,,,0.02996032003735727,,,,,-0.02811727161785518,0.07002482214150033,,0.012543044071306174
MICA,0.049571625875780116,-0.006134122533490209,-0.02104319502776169,0.07681649031948364,0.020996231640676755,-0.006580005515543402,-0.013522820118409154,-0.03531246794501171,0.006395074669927345,0.045503770595338396,0.01218580983479981,0.048065668252412354,0.06015784330044689,-0.05847818789042046,0.08320754442630729,-0.0026443686283999135,0.017918420510132763,0.04149766065291802,-0.004379238699084619
TG,-0.027625254091671554,-0.03542420623473238,-0.00910075817580129,-0.023482322160321166,,-0.008949581307435301,0.014846204272209966,-0.00025628210483496106,0.0008729057377912496,-0.011566947218006452,0.05730510574921371,-0.023515174767949978,0.021437131143475598,0.030001787261903275,0.019410991748466683,-0.016632864667972837,-0.02578548877574265,0.02711852106611565,0.05838384003335149
ADA,0.02522275353836082,-0.040123988822447054,-0.04693161062583133,-0.007965762379637446,0.0452236728842332,0.0429247125389289,-0.011450262986239006,0.04692930096303429,0.0034054106752587957,-0.0031554131791936106,0.04154055845277418,-0.012088970571428685,0.07284691102278552,-0.047585727075619214,0.07859306783346702,0.03958471151281495,0.007946887532972452,-0.04187640390043069,0.0928981684912846
LAMC3,0.06432802203521412,0.042000167269017466,-0.0397492625326113,0.057904706889429704,-0.008911213576146968,-0.05769278868644613,0.050533096082871445,0.04621058896960197,0.014508806008112825,0.015599374041449877,0.07731005356761618,0.025939583616790194,-0.05558546692545925,-0.09666190420577019,0.045604778436311944,-0.012466101512786567,0.009816705645370835,-0.07959896856162453,0.07200873803098813
CCL7,,,-0.020988484262599763,,,0.020624498460267877,-0.03567343793946265,,,,,,,,,-0.018761114220482256,,0.041544126818332784,-0.03863675591511999
NGF,,-0.025602014824051344,-0.02602894539681777,,,-0.023017663542919328,-0.018423360619514287,0.06395024390452796,,,0.17298402949960343,,,0.10971028834533501,0.16046345921818753,0.0562319126119895,-0.01695380844031888,-0.06075153720579577,0.07669168483319866
TNFSF15,,0.04512942282633703,,,,-0.02317365924117887,0.0017960997106065224,0.043924893656690236,,,-0.015034603392952529,,,-0.007946564617411583,0.02624793621388598,-0.018289979673539448,,-0.011435837174360164,0.06369661928462508
HMGB1,0.051653986625511655,-0.02952599939382259,0.06510036767303734,0.0072424738593409275,0.024337641055594217,-0.10028257455073908,-0.004691637099366896,0.02226670035388389,0.03945630252850836,0.004140219738386562,0.08417474374544105,-0.011935709132888488,0.07867509141122733,-0.14261478983015052,0.020079118394959187,0.0515986488140672,0.048730831557038674,0.00903707823265588,0.03416680341961981
ITGB3BP,0.007958376094360968,-0.042192039822016296,-0.026442334705268043,0.031955369865121645,0.02667814379046005,0.030945802351219923,-0.028191479125496095,0.08255222669136834,-0.04363912994530555,-0.036131645977128264,0.01978827188403032,0.07582929660807028,0.02431950953502348,0.024898693256452744,0.08067642640294428,-0.046411621452501134,0.005961260434896811,0.04491302666819625,-0.03604200521789621
AANAT,,-0.04588756339086878,0.04015011098013446,,,-0.021085662108325503,0.03820841374282975,,-0.02072593709993434,-0.013333405338301112,,-0.02099893121806744,-0.049599986589298296,,-0.02885878727078586,-0.01645879089979178,0.011237433077463527,-0.02146904038135247,-0.029578961563428995
RELN,-0.022902068046940043,0.12999620382050034,0.023169753402382906,-0.055105304942022336,-0.037944076019085685,-0.03659998739057419,0.03963297884813232,0.028842749999630764,0.0023404999851035614,-0.01960249512695968,,-0.008173692750766027,,0.06990076912376807,,,,,0.016374215193606847
IL15,-0.00435228157593007,-0.030639881605304904,-0.022862124001623484,0.0148738506624854,,-0.0012337322026699023,-0.007832466888445862,0.008095742530766224,0.032537450502696144,0.03272777990701546,-0.013263898882231569,0.04990573812938232,0.16314841210278894,-0.06166627257856701,-0.005702650747251949,-0.030153179272797724,-0.011689296462956442,0.006379606599594271,0.07390466241716924
UTS2,,,,,,,,,,,,,0.02449419648406936,,,-0.014015865030384999,,,
BSG,0.0006981262729402984,0.04814742776751624,-0.031046718885781036,0.06975155499102119,-0.00792933376123535,0.036384926799886086,0.05476967994643413,-0.009904261842114697,-0.018298132787116436,0.012201793793389966,-0.045350335592179644,0.026016296597125323,-0.12786887826736434,0.13267315094644272,0.037937935981834696,-0.03798998704486397,-0.016713984479624997,0.04263901658151456,0.013868580160348027
ADAMTS3,-0.0376421061001965,-0.01663648130677831,0.016005490805290942,0.06209453418256127,,0.03680188973339456,0.03796192122740036,-0.025502042811562608,-0.030535236488408946,-0.006996851771249388,0.009474143094475649,0.021917591517671905,0.04656670554731187,,-0.03455545981043854,-0.015277186480488612,0.021868304533893376,-0.019133275361774574,0.039326185301258684
CD34,0.006715852402629235,0.10728541631714396,-0.0019827267198984175,0.07976206691158783,-0.03714251801696574,-0.01809363792677092,0.03949238459853728,0.041753687323667646,-0.014989411627273585,-0.012824622475642805,0.05885786268768862,0.01784206618132941,0.017649770578537997,-0.03987312459174486,0.03948303434679679,0.008811612181537858,0.03575914296662499,-0.02457550538414616,0.008538649809901504
PLAT,0.040266789167838345,0.09720030147210153,0.06589819517196263,-0.04198238824991035,0.03512689084091724,-0.04878630888963301,0.001199463875898351,0.0002404390579868285,-0.04621858984565095,0.012222473592323091,0.0020596385257705603,0.07013226688083946,0.06849143698901175,0.055540687587558944,0.0053644914159342244,0.025692185255689465,0.10007400150729948,-0.04346712675561811,0.098033055690646
NTF3,,,,,,,,,,-0.021523296960164282,0.029292345771470715,,,,,0.038820072002224086,0.02279384767056716,,
LTA,,,,-0.017268973527323914,,0.04035172684189616,,,-0.019961237407686346,,,0.05128457043686229,,,,,,0.02812762306621847,
CKLF,-0.05738126747016422,0.03277785675880976,-0.08080068288106532,0.04129424382993887,-0.0280081693677862,-0.004341742908877224,0.009824577183508152,-0.0017269224679777354,-0.00930346510085469,-0.04979569556603858,0.061296858195833394,0.013727774831286739,0.026340482806643008,-0.007901903678045103,0.018001489948660153,0.02785174516117952,0.06231419634732543,0.005494980881213973,0.016067452823759574
APELA,,,,,,,,,,,-0.02771548558591722,,,,,,,,
CD24,0.09218953838966204,0.024731186261742942,0.026100251570464576,0.07556109977894786,0.011714970728162159,0.06338024854003484,-0.006254487519237016,-0.007120420185990755,-0.003914609902856509,0.038322925857504575,0.023075639076865117,-0.011927274787801161,0.16606881156868838,0.019225978951240133,0.146302658082474,0.02453780203466677,0.05837479843855745,0.08893876160938058,-0.017351932821662842
HSP90AA1,0.007639893626548259,-0.056138315067724896,-0.01070675471352114,0.03025286142536822,0.0069201565920975466,0.050857264294659275,-0.024705407651397285,-0.019847460991685075,0.037413258726084093,-0.018122701650066703,0.011075413614239474,-0.004433993533150986,-0.10580276746046263,-0.06496929895872186,-0.10954907522045428,-0.04899534677182297,-0.05121643651453756,-0.01237945375284672,-0.019484562572457075
BMP4,-0.011731844781151876,0.06632179446062134,-0.04782662741059603,-0.018306124246289832,-0.04945515953629336,0.01093333679171874,0.06159522836971181,0.03756771970174402,-0.010954588149936448,-0.00506876805014872,0.005000004363053382,-0.016595172072037027,0.07970385561359,-0.1313923921603633,0.022323344822942896,-0.012262488079754571,0.009365088522709248,-0.00407660214313578,-0.06910709725061104
SCGB3A1,,,-0.02098848216377938,,-0.006160027202555826,,-0.028341951197165323,0.10580841527365509,,-0.011246857812754129,0.05684742531698164,-0.013589774645338922,0.26421308832796087,-0.04608659848512776,,0.045565457104540436,0.04675156384998915,0.018614664320970246,-0.0038106801934121755
IGFBP4,-0.00034467005408026305,0.022124726813646384,-0.03877429941249465,0.018796377299855116,-0.008705454653706101,0.02365691259475044,0.036560836407304974,0.02208206211475972,-0.036518889170232605,-0.001465873796111495,0.03852028000321132,0.008228784969144587,-0.18314082052357397,0.016090267949406295,0.09451353739514043,0.0566927402897851,0.0034066697675056014,-0.05615054036622624,0.0414422347809906
RSPO4,,0.043902618614615696,,-0.02791726800445696,,0.026298795587051896,0.024229525918965603,,-0.023216134314341285,-0.011246856167646752,,0.03812652236433957,,-0.08430843492189025,,,,-0.01594256128079954,-0.00996694129835194
LEFTY2,0.008253010849968339,0.017608370161596495,0.03847488110228671,-0.017481062796522482,0.07821641717037882,-0.002701830680600137,0.008290761642997599,0.05103394047411923,0.0596827884428919,0.10286504759658188,-0.01699947361236839,-0.024042337318215232,0.0845212401776003,,0.06068079803046352,-0.01592606144477761,0.0623275368238039,-0.024405782791728226,0.006845131548930519
PF4,,,0.02500194414391142,-0.015708478522088086,,-0.018156868521378402,,,,,,,,,,,0.010253488920898626,-0.028894086204956187,-0.029217554684364384
ANGPTL2,0.02555821579781547,0.04636870447090097,0.02264146986988384,-0.01061017926886906,0.03926734951767511,-0.05290645671595032,-0.022163987299681984,0.05511732762993743,-0.04077199665297796,-1.9532301321395836e-05,-0.040304676380503626,0.04899143361996637,0.14082150323508927,0.01596720371546977,0.016124195623926033,0.012746131992294116,0.05836705617864514,-0.02494083686412217,0.06973068937157045
LRIG2,0.10068798556217534,0.004715531213182977,0.003744687679796106,-0.03016295602896903,0.015247600507115901,-0.03503644965716044,0.0002153589635090716,0.02397560565900957,-0.03417146029896525,0.007585467272412795,0.0489182172123104,0.07214455067847361,-0.07049684490877914,-0.024206038644960678,0.03048575454434363,-0.02130817239654184,-0.017952601182410485,0.014911637256520994,0.009552102030580585
ICOSLG,-0.04767354030721566,-0.06478477449252074,0.03293094593493385,0.019833792559251707,-0.025840632485741435,-0.017534411894498277,0.0535748697684402,0.0563570838703994,-0.025909399940040947,-0.021344432746881036,-0.000891307053334782,0.02096844279655433,-0.0377934662760375,0.01160358548992344,-0.018829160103598475,-0.03735731558126522,0.060066069369799746,0.04565329101503146,0.05636864043222552
WIF1,,-0.036884787036149703,0.041043827446480205,,0.07650139196081135,,-0.01818010446596333,-0.09004200075741384,-0.017915340960389232,0.062685690486607,,0.023771483455928527,,,,,,,-0.053613588593034466
NPPC,0.07998249593511142,0.05034748666686653,0.06239588962630484,,-0.008690890369000552,-0.028165780677102046,0.0007470677987564677,0.00031579398326947233,-0.0186518275765213,-0.015630377728458746,,0.07767376762242154,-0.051260440191875374,0.0571408012448341,0.029603443771158897,0.048317478430419766,0.0253554040898669,,0.019610155375912194
LYZ,0.025854226635710277,0.006547045745741338,-0.03340447452715327,0.025039926227117426,-0.05765539499714328,0.019455885956212844,0.04071906224520352,-0.04529742844008791,-0.01721366253267364,0.07731435050542368,0.0029566677673711532,0.026321718485983515,-0.1440130596754525,-0.035657889811906276,0.01576437148875102,0.04184946256976064,0.030655984322904648,0.011590094496378375,-0.02081108984536863
EREG,,,,,0.01421419876308126,,-0.013054149952625943,,,,-0.019878231117556867,,,,,-0.015212921680645706,-0.01747817561448292,0.005396264459146493,-0.033638060639444585
SPTAN1,0.05213487990010327,0.09291979509371512,0.031830157025972056,-0.006393228457672494,0.0015944595580835086,-0.028847790257153224,0.022878844869985815,-0.029658398235489318,-0.022171567918393996,-0.006380952703718505,0.05825470230676522,-0.019247104587327743,0.031735064042165084,0.009263590235279276,0.005582122093405332,-0.046869421770047257,-0.0073060085858682716,-0.10409496456789094,-0.021992352472547938
LIPC,0.05836459571251712,0.07341615088818113,0.06598231295170243,0.03268006281705894,,-0.03262924500841783,-0.03166984376864663,-0.024552595960673593,-0.010576146942239222,,-0.024855174467193878,-0.03059425296241622,0.02720648364372894,0.03690231823109268,0.002105450702443466,,,0.009266839589159087,-0.03406623306294934
COL8A1,-0.047125239480622,0.040725449242703875,-0.025104758094652763,-0.035910600361123056,-0.0420670016690828,-0.021296742890188965,0.057513336438017586,-0.004295666607312126,0.0070051657986516394,0.009596569168367512,-0.05210786569284126,0.0014292652830650543,0.0653431792160726,-0.01679974497046144,-0.011364403406603411,0.0026455133343123408,0.10325555151651761,0.03347608795885683,0.06036821341907953
GSTM2,-0.064512940900492,0.04007744122436106,0.04354584313570365,-0.03442133363421672,0.08786918570126606,-0.0029276429406321766,0.010601523151847536,-0.013388755004390365,-0.006608166504342265,-0.02480441426153713,0.014871816364073684,0.02298223554447638,-0.047926385351200924,0.08013070599433307,0.1144527329865412,-0.025093522840775918,-0.006327410581890516,0.03900641626654838,-0.04221096024787162
IL4,,,,,,,,,,,,,0.05692428225283357,,,,,,
