,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
SPX,0.027304666317000428,0.013521947315640884,0.0073065750061724576,-0.027493772568490983,,0.017822054054236754,0.01758998858021777,-0.0025772297957711555,0.002081719968953285,-0.037482577419097204,,0.05572577266908802,,,-0.02502230724646286,0.027267013459373855,0.02203483360454069,-0.011357886187465558,-0.052816609673636036
MFGE8,0.05259497350900576,-0.028383329640139284,-0.036106276532155375,0.007839948274260346,-0.00739501373021747,-0.012270285244085747,-0.023623801004475493,0.009626752942165187,-0.03354458269556496,-0.020341633226935607,-0.022833021201972992,0.06312263954292578,0.03959826418776089,0.13214809975457925,0.04568554660696685,0.04557810332264391,-0.04227912928654886,0.025283196484912344,-0.004210445268106837
TGFA,-0.05558416678701573,0.0025458857216314984,-0.008096267291008145,-0.003717075357936821,-0.022796686034554,0.08551067650510825,-0.03731416915667333,-0.0024635642134720965,-0.03642831702541079,-0.037530970957238514,-0.011695970159301175,0.0075972416212844816,0.029149325961410177,0.009095393694931586,-0.013160979754804146,-0.06801237437746278,0.044724945952876016,0.06824957091393456,0.016566681083384632
SLIT2,0.035703014969045155,0.025243310421067363,-0.00841965359302714,0.05917507748984005,-0.026768923284058662,-0.03584009799403064,0.0017253937634873413,-0.017553085671669758,-0.03403709021311369,0.08342909123732234,0.01363741715967795,-0.03545880167008074,0.011872129069106868,-0.07020837644337201,-0.0390790939991736,0.07564448941863565,0.06637245552920946,0.04220345869152758,0.045253756044865846
PLTP,-0.014403379950359639,0.06474101013835044,0.030252792472928287,0.059966294763612454,0.054362592404002506,-0.03819186969137822,0.01171154173338127,0.022866619837192462,0.018710861624799173,0.032892238963385244,0.02459765438951442,0.032037709071355884,-0.009639575921235802,0.03779956646933997,-0.00674670670631087,0.029304922316540902,-0.04174063909578886,-0.013752230611355533,-0.010511168715810188
APOD,0.01558706797670658,-0.014423983887630425,0.0024374360138711276,-0.06723239303560272,0.047589836189417,-0.026643717716921915,0.04526497547153907,-0.014735358716977023,0.017374287502688705,0.014338354409056064,0.026362231429760342,-0.03364082482171753,0.022603689726133195,0.037791236827985006,-0.09996255751379045,0.02053379249241793,0.11435064017279066,-0.08040617221114241,-0.06661397147488873
B2M,-0.0013708943676998856,0.003594156086503954,-0.0018994959642102544,-0.0774774687397074,0.023090608377918053,-0.08441900485510598,-0.014205724601252238,0.013427498463807665,-0.01203826407802299,0.033513860534422825,0.038900564721100934,0.05263002086147783,-0.030700425099447936,-0.0219726187685736,-0.02284769026860869,0.0472742280103744,0.01986632989310657,-0.08210361127707899,0.12561561816795755
OMG,0.01524070471636448,0.10288729926459131,0.02292410621801805,-0.07298665203369838,-0.013668188732098293,-0.06110206623395914,0.03808351017019868,-0.032567966512792236,0.06738622176836939,-0.005985684015504526,-0.012588992985515602,-0.018863910563489794,0.2037697890692851,0.0012624099946839517,-0.01859663325882891,0.07670597833971893,0.03489691360929364,0.06572179881733005,0.027412166581481365
CXCL3,-0.022246704737378643,-0.008142836141272439,-0.027881306909776638,-0.0009568526976705935,0.12700803907753655,0.013036499438464312,-0.036767888970068247,,-0.039215215034111385,0.03565193289856852,-0.0005525028440240662,-0.014025915954207898,-0.05447987374113555,,,-0.04204174611221161,-0.05393644347009097,-0.06198916595855843,-0.033463869123964145
CXCL10,-0.012669329540668227,-0.0303935261895252,0.05456353369757346,-0.01143155183346691,,-0.008366491529457348,0.07719352416910415,0.113814759281442,-0.008515248893973601,-0.018277122205899433,0.09229110901789295,-0.006841973257168059,-0.02842780008286006,-0.010974031756953665,-0.031744569745044686,0.07251098597622692,0.05459389964763286,-0.034672489128617104,-0.0010973996368517185
RSPO3,,,-0.028510186221812495,,-0.03369354269924297,-0.021085660550333802,-0.031669824242634384,-0.024604450732252647,0.025299839333994767,-0.029216763028881758,,-0.01465681184909721,,,,0.0649688116887065,0.07155514320529166,-0.020591700569284666,0.03812259460733114
CORT,-0.027625259872454566,-0.017989629854117964,0.05786424452416834,0.01775189003177023,-0.044715921629752714,0.005128398191646123,-0.03843611339326418,-0.036426427712752805,0.0754962288945788,-0.025311928577049003,,-0.021128357300153375,,,,0.04038928812084272,-0.016482683669984986,,
NCAN,-0.019433781834921005,0.0629982359097023,0.037214684558755894,-0.006162465360424879,0.02063319783009693,-0.02223017642984381,0.04080833557406558,0.038807630713303856,0.0058539521434061706,0.0019692740715994026,,0.012047715147638959,0.10413746878172143,0.02332530337016454,-0.07150012466232188,0.07048869985403702,0.06664617285380202,0.024354113452956825,-0.020371149655892453
PRG4,,0.12155158327502609,-0.008910305667162471,,-0.037673733400388834,0.04948756598935563,0.04380525307957937,,-0.0009644025725685133,,,-0.01713623591197038,,,,-0.02054861179945637,0.07655460585940216,-0.03709584876933544,0.024443995193459127
ZG16B,,,0.007557391619624431,-0.01890260082384705,,-0.024153290122089888,,,0.0021131043925728494,,-0.022425393070964923,,,,-0.03208130977309406,,,-0.025675634533529168,-0.024925570692669225
TGM2,-0.0002458224845157212,-0.024062574762643,-0.05004894466716419,0.007965674315168435,0.0476792509384579,0.048378216133134894,0.03993455443286136,0.05032885630437953,-0.008137056988952576,0.00017766483120153478,0.04621921387415496,-0.026846952805375045,-0.08592150791167268,0.039275786297727655,-0.003750544936463427,0.0038542040142194186,-0.06276344392892666,-0.08304271628630593,-0.018877282692839562
VEGFC,0.03813527869168965,-0.03433759428259559,0.004506556408199679,-0.024271667387992312,0.08305322044295116,0.011636301437130504,0.032422390640881635,0.034816966789750735,0.01838499257707692,0.036263915019948884,0.0031557640826148366,-0.01748821179618718,-0.040045998304476575,-0.03427691594843118,0.02605026769478647,-0.024144476221822163,0.015943224937038144,-0.062175923618584455,0.03444708985365142
