,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.013038940401730812,,,,,,,-0.009088636916633606,
BMP1,0.03664017654405761,0.030853462465408495,0.03328445455610719,-0.03419596883243925,0.05519319974553989,0.023480482518409052,0.03664195901278755,0.03700344033424617,-0.014789683355827086,0.01982852210079282,-0.010097976702264748,-0.009212331292131318,0.049310217192690665
NDP,-0.038194023222107985,-0.004551661674067999,0.06779627414275212,-0.0024747036115511842,-0.04984653334599665,-0.007999386638961376,0.075255084183309,0.02677555882374576,0.00922264924996434,0.08953043568082333,-0.025360888542709768,-0.006232894264204352,-0.003418087656181104
TNFSF18,-0.02385245815556784,-0.024830504610871256,,,-0.019362435056852763,-0.015018611601386476,,,,-0.03186606779464023,,-0.03300683726882625,-0.02662815700850386
IL36G,,,,,,,,-0.013552785952373803,,,,,
RTN4,0.03902342445725862,0.014850506514564085,-0.0140656146632139,-0.01488721641311801,-0.013642097655921746,-0.014831449749734956,-0.06697761497615173,-0.06717396788782866,0.0836420909874426,-0.02118871681274529,-0.004604607019565972,0.0519550821567694,0.0018463334035501522
HEBP1,0.03435814072871769,0.03491078947838066,0.04944806757571388,-0.0031480107431991473,-0.027355876913593723,-0.015473887100243033,-0.020164624478780993,-0.02926278791124437,0.024098383886694486,-0.04362551904744241,-0.011982153501233333,0.012782192755787706,-0.040890669246631706
WNT7B,-0.023921640362086875,0.009707757223057709,0.05351720991019112,0.011535837929973536,-0.03750878298026225,0.023275324590741994,-0.0019964200351239073,0.05254800174958675,0.021524175855813062,,0.020964647953452514,-0.02207050530144228,0.03193052310739862
PTMA,0.00757704328411991,-0.03474575563282359,0.008101236534356572,-0.03846230473003146,-0.03933543188506333,-0.05645883158722585,0.06232198848475805,0.0038850024850794135,-0.12455904374469627,0.006797910279414871,-0.017929666802351862,-0.0175212859326016,0.02011667404537596
FASLG,,,,,,,,,,,,-0.02210539563678302,
CEACAM1,,-0.01580393568753256,,-0.014841939894414255,0.0211188040268231,-0.011510441572558795,,,0.08352760667408789,-0.03644307921497327,-0.019563782808575982,0.05495760868855748,
PDAP1,0.010004689417390356,-0.0264369961688465,-0.044694017366436224,-0.026216666143708992,0.03051429408506117,0.01775072281755371,0.038937452850337666,0.04098686673326085,-0.036806354403008605,0.024783048982287094,-0.025530608511498777,0.02263193410332293,0.03869398962630143
QDPR,-0.050191844986805886,0.004340598095467506,0.0508879588372109,-0.02787436886814871,-0.035507396790105165,-0.052468242899543334,-0.0008870192811090022,-0.10808402031050962,0.04582130155187243,0.02664652565174211,-0.016787292121256958,0.02775311392632459,-0.0358299221216353
POMC,-0.045037421655417284,-0.010101364258249357,,-0.021440128804511693,0.015305162368304552,0.014106540955696637,-0.0036209649359132253,-0.01721704496422745,-0.0626249872856185,-0.07163272141133613,0.05272189390510832,0.002838371226645473,0.0478139811751967
CCL18,-0.014453228568899046,0.015233009594390135,,,,,0.10406513413591677,,-0.03815060945993713,,-0.011357232133941363,,
CCL17,,,,-0.0193204807657404,,-0.018731132700792987,,-0.0123808547309562,,,-0.013879556988979651,-0.020036058275129765,
VEGFD,-0.002868851206533208,-0.0020970776865968143,,-0.008299112830839107,-0.02184372278735961,-0.0058840545493796465,-0.014805067661235587,-0.013268945491548724,-0.014681319003243801,0.0708626822986492,,,
TNFSF13,,-0.01488272184950288,,-0.013326835227079952,,,,,,,0.03759746104976353,0.018729338909382113,-0.04273169521704556
WNT5A,-0.004344320299517244,0.050414981566812164,0.06389427514330137,-0.015518911343544403,-0.010001196761636659,0.07681297551597456,0.025678751557580013,0.012954926331126075,0.11847784392766755,0.026019361894371852,0.017351431698180483,-0.035886963080544544,0.040557077221072026
CXCL8,0.059922304395783,0.030295748946570288,-0.005175749749320258,0.033258291164416566,0.01401436214740135,0.0442291664018628,0.03515213113377239,0.009644087972220312,-0.02129686164194174,-0.02370267866163014,0.027316279750322216,-0.017401375792528203,0.030766335798765858
GRN,0.05181652050912216,0.030453729121930173,0.0014941165266136125,-0.049159974605873825,-0.014928373735081608,0.04830711006353003,-0.007853307829912455,-0.005283436634069288,0.012963689441055776,-0.023543071617884728,-0.054107632380778765,-0.027396004441688316,-0.039482644026548094
MIA,-0.009906118676266517,0.04281645820827499,-0.011374569921473949,-0.01100922642812411,-0.03724693666499669,0.009690542328180543,0.11313524070079291,-0.018172428934074964,0.08632681805869132,0.10338314286277428,0.046901395529858274,0.050028131396100524,0.04723255935495841
COL4A4,-0.02084331487602292,0.036989478522875395,0.05517615026002749,-0.011968834736384373,0.04614914092192677,-0.019555882055989286,,0.001598826361050039,,0.010993177571608967,-0.011360711112749488,-0.028650355480359133,0.02386428582160268
TAC1,-0.045440133116425564,0.020018040320746878,0.03281527640773787,0.04023364781429451,-0.022860678012153055,-0.06834842780864049,,-0.03124038161028234,,,,0.036108606921758546,0.009960261690584884
RARRES2,-0.040086068485282435,-0.010180193859081584,0.07501905179608635,-0.023741698172029493,0.042857229091756266,-0.045637428221720636,0.014067552868387997,0.04271949856649105,0.06233506841393829,0.028828535173707696,0.014614818431824102,0.0114400749476465,0.040601158729813826
FGF7,-0.004920457723922219,,0.0963922264064234,-0.03424734476663302,-0.036617431299838535,-0.01770297689386739,-0.0322574225078203,-0.00020460481106739233,0.001008732690265726,0.025520847030354888,0.008560966118990163,0.03250285975693585,0.13925426642815555
HBEGF,0.02390118511743796,0.07492197605117512,0.0466354669220512,0.014954222221923026,-0.0009378579850773844,0.03639008084365307,0.0648895759362032,0.06010665850911749,0.010199209277345887,-0.026289796175065074,-0.05260817300725605,0.009357143618212369,0.02547958595495615
CSF3,-0.03628177700893379,,0.09799426120055513,0.07981847014819457,-0.013593897298613296,,0.014131293124329663,,,,0.004457437324456488,-0.02109487843690435,0.11634324715502026
PI3,0.11168056056330826,-0.020748184587981264,0.02525981006736491,0.020499126914711917,-0.015306907778262387,,,,0.12994537533204384,,-0.038923161152815584,0.000144889061865219,-0.030209848921734634
PCSK1N,-0.06661279617022807,-0.04971389366544329,0.04901605464021224,-0.013568899341613112,-0.039067109195154326,0.030467312088714827,0.07725593797293513,-0.03218980408039539,0.020866775412761447,0.11167971269195609,0.02975479961350303,-0.018389614404402406,-0.05497501834592057
NTS,,,,,-0.01670853500845469,-0.010002404210540168,,,,,-0.0323795616466542,-0.003996609337159812,
SFRP1,-0.033360275610088704,-0.02204782260746212,,0.0007004816041230916,0.02639297336308589,-0.041481291154381636,0.07054064745024902,-0.02588968452616152,0.08841835017768129,0.14861241361405533,-0.01956205488501632,-0.030512731625637553,-0.005975951334832036
CXCL13,,,0.026385517903362517,,,,0.018939366680937327,,,,-0.003129805437194291,,0.01985400713948975
MICA,0.0803228426431127,0.05237433632741313,0.0813787242202634,0.008514210818522047,-0.005487984109395811,-0.001524037967521272,0.006354440455636601,0.04099333768965515,0.06591816805415057,0.03179220746124367,-0.015003068354024299,0.056367874992007405,0.028777285979940774
TG,0.09574174434601238,-0.03105707965186022,,-0.001679523463101619,0.07962010238657401,0.010734326922565558,-0.006646417311515486,-0.01859779078088349,-0.018498768338000883,-0.015332621610862388,0.028484314756932295,-0.001168070430670118,0.10810896251367162
ADA,0.015468798328558978,-0.022617888625610254,0.14241830376106915,-0.008120456466586445,-0.01774511646394188,-0.010758844198315028,0.047902783895671645,-0.015406604923329008,-0.012232040206232983,-0.06583726387269473,0.0005826088812499158,-0.0022470091143649527,0.07997028069301398
LAMC3,-0.009306575461574412,0.003060896263096958,0.01929951245985827,0.00392850547240189,0.020557377323541716,0.044420512018632924,0.02195298477613231,-0.04170123554725075,-0.02153741836514351,-0.10540091270539818,0.0065302703401835345,-0.005913526031697798,0.03183689022160297
CCL7,,-0.012544742632953531,,-0.013153010031895812,,,,,,,0.12549504408980228,0.05493696697492885,0.016182098530459082
NGF,0.17449430814692596,-0.021538700140325016,,0.010344980584490845,,,0.041073022882249885,,,-0.06746456458290627,0.05138437126869495,-0.006614834571026945,0.05647344096752055
TNFSF15,-0.02585957411412023,,,0.005600912934222838,,,0.01295691340227434,,,-0.03921969282645468,0.0004865138052836824,-0.04369562798939113,0.11604433883480812
HMGB1,-0.026192943785060017,-0.05279112431881703,0.002681108162846076,0.012577160978167306,-0.015539721420282412,-0.0489623852930099,0.044240095487561255,0.020820392377792565,-0.06529415975001643,-0.047407946638949885,-0.0662694631787085,-0.03899960608664003,0.05121157848289295
ITGB3BP,0.03369656272294406,0.0001348305961965414,-0.004811251131817525,-0.0382405665993457,-0.01705698420509065,3.630141588786142e-05,0.0038080733960498907,0.030528454306308534,-0.054158131444054285,-0.015881961053718963,0.035351536283492094,0.012274132443694326,0.05660612153400313
AANAT,0.01043647179890606,-0.01820051301107473,,-0.01332683664942771,-0.012262063240318059,0.015146019096942954,,-0.016607732380031444,-0.03148747099175811,,-0.018249448775570273,-0.023388422110217688,0.03825162458531605
RELN,-0.03604122896331375,-0.03929266879068625,-0.034286895089906094,0.01589908573427039,-0.0012693402715863542,-0.03736404123395816,,-0.018386193216867366,,0.11070354443523019,,,-0.042664735870474896
IL15,-0.0059701512694349985,0.0066104987128775645,,-0.011611227563744685,0.04331325792344867,-0.03556796762397697,-0.010605719618729774,-0.015402904185575144,0.015196366569895722,-0.05659172312370084,-0.0334337378674925,0.06902062962012011,0.0324450275373971
UTS2,,,,,0.02253284647927463,,,,0.11408977191330427,,0.012209072180162954,,
BSG,-0.11863783600485306,0.006860226594385585,-0.05288665946014352,0.001082954917631394,0.02690992529678165,0.062491487332469474,0.03512717545628571,0.032937862030855726,0.10854667296702677,-0.050477031975419875,0.07391257975687943,-0.01165281116477318,0.011085067649593487
