,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.024015351505659942,,,,,,,,,,-0.021110105718417666,,,-0.02155921901889109,,
BMP1,-0.013828332460427037,-0.01509820518978288,0.001580335093921405,-0.02410723302103093,0.02486266217277987,-0.005420789219445242,-0.05230933277099446,0.06486831282822836,-0.13141722003567874,-0.05948994657870506,-0.027180386903841836,-0.07291081265852907,-0.147296657304132,0.06516952358253329,-0.060888471682092826,0.1352564134517643,0.017694094572016022,-0.060208162306226914,0.011841780003521872,-0.11921396380602374,-0.019722093295967486,0.13381290329935375,-0.010228146584856006,0.01675527062420996
NDP,-0.0732471591666464,0.019251142559993585,-0.03491888804028774,0.07860534635627005,-0.02001963074068356,-0.018059861201958054,0.11915588556476485,0.051329659103274076,-0.04131694162047761,0.07375963376014193,-0.0032942260824811347,-0.02037784105536885,-0.01694770819539193,-0.01201213484891049,0.03547469387347287,0.0059748699647039554,0.06567816907231988,0.041327016948049564,0.004179475728004641,-0.012481669662034248,-0.03201258316534461,-0.04726875520920841,0.07196997164036177,0.14773798129576304
TNFSF18,0.10281977952090945,-0.025747724614134118,0.04497631897754608,-0.01327939269227984,,,,0.045500600133050496,-0.035662076025296315,0.04345330008717856,,,,0.15389326753980337,-0.047829088651113114,,,,0.0011349031247377057,,0.020808805133229177,0.07383656623619256,-0.06578160033684127,
IL36G,,,,,,,,,,,,,-0.027777620945879905,,,,,,,,,,,
RTN4,0.012036002521920913,0.15399481176394594,-0.02121460568748556,0.004313954820699509,-0.0363056469882048,-0.05345993009336356,0.15176715105993688,0.005663517652606995,0.1904508018022048,0.06859081507799178,0.041674329682741,0.13571864741376863,0.24123614075257774,-0.09719539066781903,0.024908224713473755,0.010988211581914913,0.05925741721794205,0.0007977080115171536,-0.01929805518357789,0.1839351650452427,-0.05680488023534695,-0.061294251640716786,0.20777959090182127,-0.06613057389198951
HEBP1,0.14779153426088817,-0.08446186887366487,-0.01584094404507434,-0.018559607698500978,0.04394412623803822,0.0399808773409478,-0.06357467998449046,0.04492344837260706,-0.029696767519861177,0.0486492285423084,-0.021473864755995005,-0.09126560285911135,0.0021381630435305904,0.02256622973002673,-0.09778119426011463,-0.014911176364225858,0.0554805324790461,0.06977622238179469,0.04897435977163758,-0.010569202312983559,-0.04188533074993095,0.011108086344196922,0.05338900922700974,-0.02486519700844893
WNT7B,-0.01673684949135551,0.1498942902725315,-0.04685979267320183,0.005379695363097592,-0.01534118472309652,0.10145660590039403,-0.019588890375198287,0.04926324521538438,0.18984775275575635,0.004199834096274532,-0.009144668701142592,,0.05873536520824314,-0.02698066471732436,,-0.0077438830131618865,0.010354628308662715,0.06527908559529977,-0.045523833636776735,0.08900275774076961,0.009431844232759412,0.07964165323483038,0.01144565094916858,0.024562068024214494
PTMA,0.03567765537030841,0.019317455137854624,0.07931687488187447,-0.021736297561814794,0.043722339912465116,-0.01778129227679176,-0.11118536710965139,0.012506448933492861,0.005908325005912578,0.05772353598475018,-0.09287447443410905,-0.19481614198209926,-0.20283806937315776,-0.0036802165236488648,0.08339865969685487,-0.03989084581383309,-0.09671724637381603,0.06842762039604657,-0.0042884133529894515,-0.006817619569324946,-0.026022464730194483,0.10551370659400308,-0.05716755427771101,0.0018569412885320942
FASLG,0.010530634265288823,,,,,,,,,,,,,,,,,,,,,0.022251752510968056,,
CEACAM1,-0.02323926856409855,,-0.027420568946895423,0.023088245923191652,,-0.010117995384538968,-0.00028810471751840967,,-0.03851534224164267,-0.021641590421558755,,,,,-0.03363196660548455,-0.028158549559180037,0.010395216260837994,0.05525680298870748,0.11501280396792435,0.03527661097389875,,-0.008156374030230075,,
PDAP1,-0.061048423024795136,-0.035621722314878014,-0.045527884528021506,-0.01026933068636876,0.0032366295541112573,0.07592160119119754,-0.061156508325698695,0.09406622013970287,-0.1009444475310401,0.06562885317794868,0.0030527523419658226,0.004958425827458415,-0.07190403191062565,-0.025769344345312063,-0.027380404809907694,-0.04005114158090341,-0.03590594696008725,-0.021385534397437886,0.01986340002421834,0.023333414102626765,-0.03285823058898992,-0.003967026524023515,-0.029327432488359083,0.07107681475229577
QDPR,0.06706880447762195,0.04418160287299951,-0.01296515868872047,-0.011012611668482095,-0.00891689465863845,-0.032727346752098846,0.132897954004141,0.025387623768572475,0.03093847044545039,0.08925646362975638,0.023471400397062227,-0.13133991186076677,0.08751972066108445,-0.10219604133483373,-0.04413006998814548,-0.10606026686596544,0.13643285178954948,0.0423623281926861,-0.045324099832500006,-0.029895237561438567,-0.023273904243733084,0.0010244390596562197,0.19316638116611717,0.0718371112615086
POMC,0.0359043883160974,0.1374561644446799,-0.016885896930920102,-0.04610216584678763,,0.03331495443872171,0.022050191385318746,0.07262315980417881,0.05676322278736375,0.09183735140592003,0.033955097607495224,0.022537822589605905,0.14148051464200273,0.026444791776356474,-0.016438932489154272,0.13593510960599087,0.014242489718638498,0.037872122331541615,-0.021752335160126812,-0.012184181929358544,,0.09987452843279053,0.01756248881422441,-0.01117312929215558
CCL18,,-0.03452981579429611,0.0075526587861798064,,,,,,,,,-0.10838766120686415,,,,-0.019964874608424433,0.0049768986160287024,0.04971560444493229,,-0.10844350742673589,,,,
CCL17,,,,,,-0.02741399120057214,,,,-0.00682710117158794,-0.03547038436423894,,-0.02537564534045257,,,,-0.04460554995262982,-0.01029925233654649,-0.01018281200136414,,,-0.020466201580090417,,
VEGFD,,-0.038905009861460706,0.028752748399865653,0.007682260137105821,,0.007403464639838474,0.061577248955264736,,-0.0020220681564420777,0.05439596658758898,-0.026017955889621552,-0.014724331115314805,-0.027195865079771658,,-0.02389888428894193,,,0.06223536010076078,0.005226476570818692,,,,,
TNFSF13,,,0.030372505173331694,,,-0.01890955758691463,,-0.020793892954022983,,,,,,,,,0.0024829167962632714,0.016586099928231436,-0.013274031224943616,0.02697596666581791,,-0.02436510459929684,0.023942040995088888,
WNT5A,0.039480540935812596,-0.035989079525385353,0.03178304897728714,-0.06569022555870846,0.0153562698809763,0.009198053845661542,-0.09776185259325251,0.054375459063786075,-0.08732482499571431,0.06826449376799489,0.013419313425474358,0.041632246550405864,-0.03767392643229538,-0.08908919299568123,0.009622400190403934,0.032945437879580854,0.04774170860457591,-0.024153376227024348,-0.012028168038894806,0.06416154434736271,-0.02533449267216312,0.15956111209605664,-0.08084177028352463,0.009721434055569758
CXCL8,,-0.09183805299901464,-0.05942735540684502,-0.03479690439463407,-0.03257420638464757,0.03234298681462511,-0.06282581299696406,0.0008691149815959723,-0.06896288078171432,0.00488406350181091,0.023021339601773588,-0.06374076617979287,-0.055009472624116,,-0.01881045587725238,-0.035151305082540475,-0.1807181175881404,-0.08072326176604797,0.0971881317101708,-0.1007177504459249,0.014877552052902384,-0.006619499055843302,-0.1596641988138249,-0.06078777714968236
GRN,0.04956241904973269,-0.044317049028798974,-0.014148767180100752,0.04978066420914043,-0.016709318294802922,-0.05050549108203841,-0.09463485690172299,0.017169600014639085,-0.09995052346061327,-0.03302959013939427,0.001051389040268805,-0.18599495232600433,0.020118049666702532,-0.07597558111988047,-0.06013221767263234,0.10257785664530111,-0.0943055636039395,-0.008140033158804749,0.006327441214842326,-0.1045867848986983,0.023899433635530445,0.11298713686960213,0.010152956192770677,0.10597264022104916
MIA,0.08343626516255326,-0.05402329881721749,0.04645563728096599,0.02777033206791904,0.011420594314049556,-0.001567585288340088,-0.07372581394765806,0.04126599412060277,-0.044171753894648606,-0.013881775314700669,0.031176119175581222,,-0.037245983546892826,-0.012799539574461508,-0.08340166922803356,0.03612616906934895,0.16852075442262565,0.10709539565417803,0.07169707093385737,-0.0987516055519624,,-0.03854257588137185,-0.047508223041217545,
COL4A4,-0.019383316564849616,-0.03916468216537623,-0.014539458513157692,-0.03572251755324953,0.03115853293862284,0.013773234896659475,-0.1249549244539251,0.029076677313467345,0.09056858635648386,-0.024458447445703923,-0.006843878895553719,,-0.03612998583289493,,0.18007619502852984,0.16557225861498046,0.0723576808167536,-0.008065352873953074,-0.018700334443193807,0.11094327939581125,,0.041177207938251296,-0.07401191874315964,
TAC1,0.011127539903179114,0.08742793987390884,0.08634133771926256,0.05912397107030055,0.08792590613731556,0.032803406381754,0.18039066755859398,0.033769545142205815,0.1524042480844521,0.07657787165252597,0.03287861508055062,0.1096513603825119,0.20983261863198838,,,,,,,0.008741216972084215,-0.009112001341025059,0.014336074393050827,0.07371027197815844,0.07490614091685825
RARRES2,-0.04601487286980601,0.03958216385889966,0.0118444094523751,-0.027970519925216066,-0.02898546016699978,0.008792454914274194,-0.11309809884094842,0.09452884932282814,-0.12510563640708516,0.11817865771753595,-0.006444918916452593,-0.04530482353700588,-0.1359172602679388,0.005060478048490769,0.13851644754801135,-0.0008439362790313639,-0.0780090254270446,-0.05299125892177171,0.07783644004992556,-0.008815139204727386,0.01814006016345057,0.06614766127751034,-0.024643512612152762,0.027775833534100715
FGF7,0.018465865904613642,-0.047652613704577726,,-0.008819166635971577,-0.0392572208785609,0.04282893639658512,0.040615392832597144,0.051078219880452636,0.02257861529756131,0.002625244518434974,-0.024896281446181622,-0.06710092475347475,-0.06634938845145563,-0.029003068382047668,0.0555158263577248,-0.04603938554937669,0.018376123165535396,-0.033499143654964605,0.05150567551874632,0.07730373103456342,0.02058023786968214,-0.0026699309655905997,0.022541059178361734,-0.0346096890507517
EFNA2,,,,,,,,,,,,,,,,,,-0.04314994756571572,,,,,,
HBEGF,-0.014000259557308822,-0.029564419915202127,0.00823519358367297,-0.013110866792250297,-0.03536649060371109,0.013007991006267157,-0.14803785746783854,0.10601997675465683,-0.08435373417488112,-0.07559749785925861,0.020281234064234002,-0.10701751103534873,-0.08782590972832482,-0.08215490790893878,0.06644412352167298,0.060782798785762274,0.006573962922244058,0.02013021798252901,0.027155715921270165,-0.09903094149828247,-0.05267123501448624,0.07352505845284972,-0.07434309339762392,0.06289608883919896
CSF3,,-0.03916465115858037,,,-0.02310723855773116,0.030369216717041507,-0.045965755874762294,,-0.025037480953184227,,,,,,,,-0.16611967231024782,-0.07200010540821071,,-0.04842940830582229,-0.017943623662286797,-0.03523374452081256,-0.032387028039817904,
PI3,,-0.046396369568630635,-0.035999072463099774,,-0.05474427987504354,0.007639233355854662,-0.05666544147259347,,-0.0014572662534810652,,,,,,,,-0.18503513472943392,-0.12287834870493604,0.05944945290553797,-0.09252200115761502,,-0.038701189773610145,-0.07888937323779713,
PCSK1N,-0.06595678228713006,0.14770367354978617,0.047453052841715485,0.004770436205906198,0.03399885029162296,0.03991122079579819,0.03500354960662745,0.029509492707031088,0.14896688858238666,-0.031036099975780825,0.013450210874272658,0.1523327357914784,0.2808982744021397,-0.04148971388209116,0.059147428958320716,0.010189444243439231,0.12448523572234227,0.057142670116379995,0.028112313722165876,0.25856903506895373,0.07072287606891857,-0.027265737957563246,0.11653695244738463,0.08785406063250244
NTS,,,,,,,-0.06806704423303118,0.015060805246440843,-0.030774075884218325,0.025091604724855908,-0.06426950652291898,-0.04437095844106056,,,,,0.041530160753366595,0.08318169806885606,,0.07563172960008656,,-0.025924271746906938,,
SFRP1,-0.0243525324143568,0.00790826325345174,-0.03392044434259891,-0.019539995900655624,,-0.023919766971688725,0.13270518412928706,-0.014408738829442377,0.058956637055420695,-0.017728783971096115,-0.03547038472145484,-0.05142686245754633,0.050823361615447586,-0.05509054847152293,0.09463250126502046,0.010579644138195107,0.11544468488725161,0.048535963909688444,-0.02742256549617509,0.03359885490926593,0.03263276470856866,0.09721932482850468,-0.006762762305851446,0.12345898731428599
CXCL13,,,,-0.003937188987727987,-0.01677858930589998,,0.03277054843916543,,,,,,,,,,0.00798393976534669,-0.03231352639687406,,0.007104646007601383,,,-0.05568157482843322,
MICA,0.04506789114672773,-0.08274608994167947,0.026747799452317745,-0.06177828916781734,0.001668346592407947,-0.015112184653319547,-0.06140825321887783,-0.0009200706056004788,-0.05943146001924223,-0.0009407096028489399,0.010766083124418275,-0.04954116026270515,-0.07229892454073646,-0.06510737201950836,0.029486509108107697,0.046041980138374516,-0.00017707578948046034,0.012242500615939345,0.033677863573524425,0.017654089810655083,0.07422865432209926,0.08544743529688156,-0.03141750071845861,0.07945024133313026
TG,0.029600468614991837,0.0051658020066457045,0.0018849881042439676,0.044101484860152924,,0.07412558123808385,-0.037390605030663,0.009761885737983032,-0.03021799945776411,-0.02982022080316298,-0.025669763129959142,,0.0009308084402392312,-0.03140785399811403,0.006608000749727492,0.05473840788084534,0.06357872537875447,0.0188393092092192,,-0.01889895365500189,,0.030177607284195645,0.053890916415824254,
ADA,-0.04174759484877523,-0.02141360379777277,0.021248621243555782,-0.027626736941357817,-0.04559321092822242,0.025132126113421544,-0.024427361042091866,0.11245053682374141,-0.1062330375828548,-0.020388878746142043,0.0012607650020504309,-0.07828729143417534,-0.05585359031555865,0.07209815233572749,-0.006902132597821034,0.048832733715930866,-0.005448642553004659,0.038513850136688635,-0.0006145659105693364,-0.07188720074134661,-0.08652989351370685,0.14524478358185133,0.018506901526541865,-0.0270826576124755
