,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.04243138624368055,,,,,,,,,0.012905088723049029,,,0.018720356366743473,,
BMP1,0.043679626790860286,-0.0010742765716187411,0.02193040372103144,0.021264547401366758,0.019957612647977005,0.053336028418215976,-0.13371882080260977,-0.15081378305106752,-0.4404969856686322,-0.1620602978292909,-0.06924667417354241,-0.1610991028561669,-0.36787398113680925,0.044689779411632324,0.06595252596606395,-0.05269935816925933,-0.004935036259178867,0.032725828127151864,-0.09474032512486279,-0.08722594422003828,0.04956816746965861,-0.07084693474292132,0.02826633974394831
NDP,-0.020110391903902413,-0.019183262465244294,-0.004507974812898926,0.04023837941500227,0.062396305275122944,-0.0006001668607339285,0.14704149015128593,0.020438382711584453,-0.11211268715576207,0.0295100829807175,0.05066020549073531,-0.12602166658421599,-0.08651655691365896,0.001754532358419873,0.006142677660130376,0.07657976313793097,0.10173826386314065,-0.014015729764829178,0.02733498452702428,-0.07037933300171648,0.05076419526591768,0.037954138045394395,-0.03907247405776827
TNFSF18,-0.026244035850008937,-0.02553224058844064,0.007166302447174181,0.037655317341218866,,,,-0.06789344295675812,-0.08022936689144378,-0.015846328547885775,,,,0.09393983790005928,,,,0.011211992802737802,,0.08650845727539981,0.008955521251972324,-0.1160488398111686,
IL36G,,,,,,,,,,,,,-0.05977274562859315,,,,,,,,,,
RTN4,0.003551845504545459,0.28961562747478353,0.11736338295116758,0.1021946166748365,0.012534283977102397,0.10099601778389566,0.23570682806687918,0.4114531458858887,0.5739125561067969,0.20264905625008883,0.18843322541223342,0.5138027955383365,0.5505595261155296,-0.06636340966862675,-0.1261944730244555,0.18729488380981238,0.2208270949002229,0.04042224606700732,0.1728210429964075,0.11923101003878805,0.01312431028964517,0.47473752753206105,-0.006040938892875559
HEBP1,-0.020647813198777995,-0.04563328495423005,-0.00586137839928219,-0.02785544060918129,-0.01011286186760171,0.01994530022762382,-0.04249458823426885,-0.12822696950258883,-0.17357475274427042,-0.021259679919389554,-0.0381210172395989,-0.18343834958734143,-0.04486972293523085,0.05098310194086384,0.019997256609519627,0.012882277789948172,0.07768813551543526,-0.04085920368625497,0.01946226437507409,0.06162185962162427,0.06207172470757931,-0.1094420081926496,-0.06928420814744166
WNT7B,-0.02312017359779732,0.3052817719977133,0.016556744549418512,0.0432243456110228,0.022792703228543983,0.03807262263788898,0.09664519524145797,0.08814921089010204,0.35148694818487985,-0.009417165696298297,0.08250925380797168,,0.14625315000788083,0.08321029658759152,-0.06919463413393073,-0.06033874023290666,-0.005328094082661506,0.0036389224627210895,-0.03520049598741076,0.06512483183225948,0.0012232314955109833,-0.008935288777056934,0.09329285167581688
PTMA,-0.012755284135344797,-0.006757642601247932,0.0013987849138165553,-0.05745648118831254,0.10946519698223192,0.005505564502076591,-0.20330841288665902,-0.40219786120105167,0.10403307890124884,0.1140310830355983,-0.13806389952141138,-0.625907049497683,-0.5334608766891313,-0.03793181542084446,-0.058114695275741354,-0.028748792006098197,-0.002839459387274073,0.029806100591531503,-0.06269235038653072,-0.0802851406224121,0.011374232469569073,-0.2611588351805836,-0.2834014842708203
FASLG,-0.023120180133811164,,,,,,,,,,,,,,,,,,,,-0.0184783914429764,,
CEACAM1,0.13535622216893783,,0.035043523311939044,-0.037930881143025036,,0.02148923302703924,0.0015343336265353379,,-0.13179447295104282,-0.017607928754681423,,,,,0.031239736278469214,0.044083834054026626,-0.0032272216216435853,-0.010177260823672119,0.037024745668165875,,0.04054745263134306,,
PDAP1,0.05382827494729711,-0.10440523597979424,0.05065621764054545,0.024247000272218495,0.06580422811718523,0.01701810655798302,-0.08944871173508609,-0.2245531051175028,-0.30737640356346807,-0.0038796770607323543,-0.015871051299648654,-0.01602966007575339,-0.26355046196208864,0.021188782346279855,-0.020784870695164645,0.05776257001006026,0.054355361623043365,0.02934535270450326,-0.022494472687567903,-0.006625817157318482,-0.02233634605207736,-0.061235797651371535,-0.0302374526832194
QDPR,-0.0654005235185094,0.22619747751237498,0.11012111294551422,-0.00036555951723103876,0.046132042225726436,0.06480847247617891,0.23371776910479822,0.15381688768571505,0.17979903088859842,0.13112348872706814,0.0542118862442172,-0.48917883854068334,0.1511379696006504,0.021270056885073697,-0.05462596979946841,0.09084115011597967,0.0775190186534425,0.041235016560798685,0.03830382962071784,-0.05646981677895487,0.011932613937131005,0.35580087804934446,-0.01152331887186254
POMC,-0.008643513701681997,0.14938615295067048,0.020618443537059758,-0.024310348578448243,,-0.01966134500760259,0.12839771914785933,0.03669098120861881,0.02063398112168683,-0.027337057425541624,0.032199213744361674,-0.14766897270532792,0.10704088987821761,0.08612115961866657,-0.0336555706406154,0.07583506341462104,0.06014974361084499,0.16785802044226886,0.006091545901504329,,-0.015009055431329694,0.03170342477978822,-0.07175068823627441
CCL18,,-0.0040575320923070925,-0.03542401074232632,,,,,,,,,-0.1996213288630118,,,-0.05412322267320566,-0.033914628322767856,-0.039789591865725796,,-0.03722055533256251,,,,
CCL17,,,,,,0.05601962211078203,,,,0.04266851499296241,-0.037884558134800385,,-0.009926243892152317,,,-0.09713081779964432,-0.056126310989290676,-0.01874235672040036,,,-0.01674858635717294,,
VEGFD,,-0.026364553749599222,0.033736303916580716,0.07794897447214433,,0.025025062166090566,-0.021870951656168956,,-0.10579845431432278,0.02102884481015995,0.04793919146614698,0.06182983301774597,-0.028404511885242883,,-0.060975860309132004,,-0.01959958633226201,-0.03597621830647389,,,,,
TNFSF13,,,0.0031539007596847438,,,-0.007079776596655773,,-0.027796100253346286,,,,,,,,-0.001446257157200873,0.053417320732627366,0.02215004022675733,0.016008667350466226,,0.03244678373351853,0.034897128895943985,
WNT5A,0.03105641558161831,-0.07612941434839977,-0.005478341786107648,0.006034085857689813,0.09966439299227008,0.015213279514814396,-0.14309527500454225,-0.24838073101161437,-0.35905910731593593,0.01192544081788802,-0.05637631617694775,0.030133907722193976,-0.12704710562430024,0.11565723451628362,0.010128863213495888,0.057902119053397205,0.03459500221696065,0.03665584259593192,-0.02686584944148649,-0.0365582495661592,0.017986826897610227,-0.2591062734368028,0.044138090856663696
CXCL8,,-0.14172320457901344,-0.13832239481396166,0.02222992183929025,-0.09099843173167166,-0.06154058938453768,-0.13675303021665,-0.06776485036372346,-0.11063414418231311,-0.13531395652022055,-0.05646983658225324,-0.2174684304323537,-0.14023424934517867,,-0.03549262576845597,-0.14535711781926944,-0.20015945011370692,-0.04842970192181656,-0.012565161546034211,-0.021979379135721674,-0.021586742860441155,-0.3253920818540822,-0.03527208280612471
GRN,-0.0754785698313798,-0.0847624283121065,-0.074669486749734,-0.0030834887434710496,0.04849607167018461,-0.04902794193476331,-0.12604073616059613,-0.18378962260386228,-0.46146910705465727,-0.027703873375308337,-0.07495377696756308,-0.3665439275392782,0.07089534085864331,-0.01409845184501583,0.07210763407963997,0.021615707587666767,0.06034678718150976,-0.018970905922652846,-0.054366365712056504,0.07106210494385816,-0.06407574639221471,0.11689656681332654,-0.12664454088900037
MIA,-0.030262321629835883,-0.0015768298327366289,-0.0017805425455303578,0.021509040171497736,-0.06143869964580684,-0.005474792053572915,-0.09082202614266666,-0.07938345294164992,-0.16416189730163283,-0.09279654069673673,-0.015755169102824252,,-0.01365114983915926,0.023005088460155795,-0.0673010571165615,-0.006920281241756854,-0.021236945316920025,-0.0028197513468352898,-0.10339619458064585,,0.11877566898114447,-0.11274012300367658,
COL4A4,0.04243051485317565,-0.03212834907184271,-0.013073676030224936,0.027409066390205416,-0.024059914770075044,0.05985684917021537,-0.09013250303763454,-0.04869279224363344,-0.040834290859712574,0.020155967493478946,0.025783882760094214,,-0.06853084176284646,,,0.06668217341229414,0.030834878608276384,0.019916905074899464,0.023152300443801926,,-0.029178467818029,-0.16856611437061125,
TAC1,0.2471880796013474,0.3511578235208933,0.20046851564878998,0.0352473777534329,0.13647456813232212,0.19989349418719898,0.38647966500958725,0.3303486933416667,0.5090928729292866,0.27173730179806654,0.11827036371534592,0.40165513366728184,0.49811519058600523,,,,,,0.05724121428830922,0.11512849427838169,-0.00305178030302691,0.3263305722950139,0.29230681094845407
RARRES2,0.11995692717850996,0.07074585201251835,0.04012649800528781,-0.004052729085367224,0.00010820415813952603,0.080563171745807,-0.25482652290299923,-0.2000598403601731,-0.4722980880793981,0.22262636718155132,-0.011766387715936294,-0.19388306945879819,-0.2730054161596079,0.03993834904028454,-0.0028750199610463752,-0.06419492590123933,0.036606207466178944,-0.07846368023356515,0.019374116483975357,-0.13410024813028193,-0.03810809936907702,-0.29583662202593797,-0.07178003002543441
FGF7,-0.024309801402271125,-0.04580743284451794,,0.009702501199889172,-0.026215362298314615,0.04642075925598567,0.16103578628596904,-0.015130501783940539,-0.08742271666912822,-0.001411112086367055,-0.030145355047043448,0.05091244273415247,-0.0918471206077264,0.08733072251840751,0.020758812741336702,-0.020164631753251554,0.012628965073184433,-0.017730854072796395,-0.0049757018088572675,0.07737936091080283,0.06715798397520656,0.09085237768262228,0.0825908262600245
EFNA2,,,,,,,,,,,,,,,,,-0.08337777939346479,,,,,,
HBEGF,0.046961620862538606,-0.018110973587188866,-0.05961090518262621,-0.014734889612790802,-0.013776311774251433,-0.02779905594924419,-0.1731230237673757,-0.21375738055819732,-0.18619819110938643,-0.26221337914922155,-0.03293001432756033,-0.2509363654099656,-0.10217736877648075,0.08178838623171379,-0.018426648462113664,-0.004419877685447966,0.02599205178950517,-0.08825805699120313,-0.05313841571301764,0.018201524439566012,-0.039378850788058674,-0.21227074521934725,0.021397345097024765
CSF3,,-0.04530557480241763,,,-0.03272424162539054,-0.06494495080050408,-0.008323859603503389,,-0.036609863518142535,,,,,,,-0.06712710703500485,-0.16555012443539044,,-0.05357210811170469,-0.02852559846423841,-0.01763367765969774,-0.1633002696123187,
PI3,,-0.02643716343423495,-0.04741011279393878,,-0.06375571968246897,-0.09108623889285378,-0.04079361872646604,,-0.08096451581652137,,,,,,-0.00035443292629471797,-0.10479669209731492,-0.1606690937875905,-0.028982569185053233,-0.07432532063386244,,-0.03831212333942595,-0.191641675590942,
PCSK1N,0.0917269720056912,0.3546456511842676,0.11209873473463008,0.06455549647072802,0.04132692531521583,0.06801098120037574,0.10868312360625389,0.2093987658629021,0.2695563482076551,-0.14146277210260133,0.18978498392606688,0.6073927372178666,0.4889846684117023,-0.015445439583046654,0.0015019099392819867,0.09722707364894634,0.11673753521358385,0.014863932829544747,0.18790533972403098,0.24072032363402043,0.029871172324753684,0.5082575900337981,0.1828368398150536
NTS,,,,,,,-0.10757328985376204,-0.0368871196219211,-0.08367468490596576,-0.016123735422169955,-0.06014262819267753,-0.07081156444689601,,,,0.007695984589040613,-0.0319933641487083,,0.024912204043246046,,-0.009672816659544654,,
