,UKF251,UKF259,UKF260,UKF296,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
SFRP1,0.021609853695753557,-0.00816529452194236,-0.02227174992395418,0.021652996435778244,0.04332730993857555,0.011104591644635458,-0.06649460610319217,-0.02323419428339814,-0.024226960370933776,-0.035880044044819884,-0.000566558465718504,0.011034979887350584
CXCL13,0.008544017143823935,,-0.022071588597877768,,,,,-0.031590552642772135,0.05656997298456068,,,0.07301328788065581
MICA,-0.01540870285359712,-0.005623904550282135,0.025501941424045525,0.057836938086986346,0.06467265524789431,0.005855495422135432,0.016316340701013114,0.01678686424440909,-0.015356270346931274,0.049339857412740634,0.03127052542592507,0.04438305104286564
TG,0.07146765233656432,0.025974698501282853,-0.008470693633677561,-0.0011771606216790845,0.12254239451387057,0.07113845182926257,-0.03945507445718019,-0.018687495502231873,-0.021961700753186035,,0.0279304024983357,0.09673820656356054
ADA,0.10182836793077284,-0.0181286398596829,0.06602429590387844,-0.01244001814535297,0.03658902063374867,-0.046400708699079786,0.029030968995890576,0.00373563929428294,-0.01579548824925883,-8.191036019627825e-05,-0.010448161848357574,0.07171610487990877
LAMC3,-0.011063946612513758,-0.009844550107537552,0.03740732893670883,-0.001641692718599146,0.01180947645917796,-0.053173854809347006,0.0662498609710614,-0.017422215121944723,0.01325391853441585,0.008705789682712862,-0.025644206682609767,0.06290055124975384
CCL7,,-0.0168502023068898,0.008613691164647032,,,,,-0.02107864427510252,,,-0.030071603907207346,-0.021373319585994366
NGF,,0.005694687969238191,-0.03123504822487114,,,0.01877348945767475,-0.03601002001246214,-0.024344146664680363,-0.01443969012305059,,-0.004327216916528097,-0.003951487047917811
TNFSF15,,-0.002952916963151642,-0.0216661159251183,,0.16978827940906302,-0.044703623882056176,-0.03636707561979992,-0.020549311240613707,,,-0.05903767221995315,0.07495961825368526
HMGB1,-0.031464769983959515,0.03567781761372619,0.03451055593716042,0.03315937648983695,-0.047127101502911294,0.062461822937596494,0.04569445072282859,-0.011045218490394425,-0.051644420843411004,-0.03606202029408907,0.015412184957624938,-0.08607674766748179
ITGB3BP,-0.012831421024714663,0.01901351590586369,0.009965000303158507,0.07039955507457528,0.03087971056513722,-0.01941152636196773,0.04309678627590703,0.0070416069827671755,-0.06212128759190207,0.054608177778067306,0.03719510192824317,0.01998191691308254
AANAT,,-0.017072890015986955,-0.01952246620696143,0.014805703056374771,,,0.029288219549115087,-0.018491918683392974,0.06230949155781201,-0.016698347970165166,0.03611105745312098,-0.035733696494110165
RELN,-0.04167691961182816,0.03067179053383031,-0.007698047028474163,0.05051333208779653,,0.016685576062483644,,,,0.05633454745007199,,0.005710008477773393
IL15,0.048807407827505304,-0.043264629049552646,0.052484369747193275,0.010727561545475196,-0.017996547799506754,-0.04537954948237154,-0.009296098852170552,0.07433682574224805,-0.0009097016286892728,-0.031744273296181666,0.008963632649322404,-0.004180575900877341
UTS2,,,,,-0.055943048503172006,,,0.039461235104807146,,,,
BSG,-0.01364262990875156,-0.004047477272437871,0.005041228843036544,0.0509182092958076,-0.011631549554836154,-0.04573307004953992,0.022402488755509195,-0.001815794989046215,-0.021255375966396275,0.08351202270246402,-0.02771961650930672,0.09420696985590953
ADAMTS3,-0.008513144671682208,-0.0006959582775795802,-0.022894296908723452,0.08423251010645982,0.03769571341163516,,0.12914980255671782,-0.037914188676157506,0.04603215547380943,0.007404662664242045,0.08310552207516045,-0.043538982532615865
CD34,0.004495399954393495,0.005518124688196656,0.08069462611161068,-0.02070338239015386,-0.010546970344105277,-0.043712316022580855,0.07244980710583511,0.05594259226436756,0.06761884204022396,0.09155558321435345,-0.03215150780933681,-0.014058010232335785
CCL23,,,,,-0.028563108219429957,,,,,,,
PLAT,-0.023310199739897616,0.015568275131438,-0.02270433059228744,0.09887448360608883,0.07526397035399818,-0.006526264394988118,0.010857880850686173,-0.028291343364297034,0.004196767469989615,0.029485482656386394,0.013659169066066255,0.012888840150328084
NTF3,,,,0.039098321604945335,,,,0.05240941306959483,0.04460423289858843,,,
LTA,-0.01306076832773723,-0.021596459152913968,,,,,,,,,0.025271273684341344,
CKLF,0.015378450481927097,0.043409971967911035,0.011821811245680438,0.04450836790507795,0.0012857319981639864,-0.009842848615502034,0.04047078608843679,0.07410795397231563,0.011448285943633318,0.031926203503477794,0.10395745539155765,0.08208876492497444
CD24,-0.029378958354230038,0.025710562148897824,0.018522116340404463,0.09721614123240174,0.06276943782582223,-0.09456163122212148,0.043228071330121784,-0.049144162542426206,-0.015869043732408963,0.03004840470511895,0.06490272139693462,-0.05371500734431211
HSP90AA1,-0.025192677976189563,0.026361143605714957,-0.05193386937634305,-0.04480977067502298,-0.00840799330841834,-0.03061955429881959,-0.014358894978407394,-0.011105075515812936,0.006898298350429655,-0.031716397407092756,-0.0972501912336093,-0.12741736142846122
BMP4,-0.013845180049715192,-0.03227890824555541,-0.018431977155933577,0.023889372178526488,-0.004885296034523067,-0.10269832464084508,0.04842621110357375,-0.028866211082347045,-0.029033721815980428,0.09084662095689904,0.011404847862644327,0.02086399077109159
SCGB3A1,,,-0.023248847211800726,-0.005942128016258764,-0.03524917019471114,-0.017988329061681834,,-0.032082587683962105,-0.028017885097404997,,0.004162711079095152,0.03054189760024952
IGFBP4,0.0016666984059980825,-0.007478882921625757,-0.009544130265649622,0.00318440330741064,-0.002214908394929672,-0.038573871155978726,-0.04747749412802225,0.031484231866812463,0.042982930492231446,0.05044660167277035,-0.09704061273654914,-0.00015100021378768505
RSPO4,-0.02111422367824238,-0.033057164441865065,0.0826289081250714,0.037686625067902144,,0.08523564683593299,,,,,0.040013102154264235,0.1405964273999843
LEFTY2,0.03626466191948141,-0.023798971469543007,-0.04164888453964587,0.0042806963669201024,0.03754307018235301,,0.053697410288840716,-0.01789338202159633,0.07953220541101083,0.014893840040512831,0.012600191737425107,-0.04191290930575535
PF4,-0.011880543938156235,-0.014701469543981356,,,,,,,0.10708284030927276,,-0.042820891938384176,-0.035297088748443214
ANGPTL2,0.04996108176520463,0.0024647088288859004,-0.0908013200550325,0.030701488975386635,0.08125788251003527,-0.041574538322358495,-0.0020103005577697206,-0.013335477960106845,-0.01894834226135125,0.04716430944292178,0.01787563734841022,-0.006176962063737048
LRIG2,-0.059771823892854535,0.007943212710732582,0.022434259929292297,0.06143595618660994,-0.003499324386115694,0.07495168559822299,0.025286863905996784,-0.0638221623051974,0.020271018585016592,0.014579487102836974,0.08841759004295882,0.06001480609373616
ICOSLG,-0.012462343779840917,0.03256750936397731,0.05421591821431075,-0.03538093649681113,-0.02916992235498486,-0.1120957183007147,-0.07469652848410151,0.01668807293131983,-0.009284191433671029,-0.027125108619358667,0.033015875023183476,-0.00717607023416139
WIF1,,,-0.02899716608769928,-0.022057673327011924,,,,,,,,0.0701564515019562
NPPC,,-0.022805604739568774,0.021906327921257934,-0.02473516545144991,-0.025236486412667177,-0.03922303775465544,-0.0065682531015749815,0.03858467925770117,0.0070974793757297705,-0.039524811036372884,,0.03499965882553095
LYZ,-0.005275854200486774,0.004439868503223857,-0.02541440350365645,0.039870133712324646,0.07945022012217563,-0.048047420100824835,0.005218790056536535,-0.023070172278473838,-0.03814264016413608,0.026529310761955915,-0.0020555848314178153,-0.06357323931479754
EREG,,,-0.008951164867099543,,,,,0.021450759747700388,0.00048148962822985836,,-0.005533641445975573,0.012201864678302069
SPTAN1,0.02879244100971476,-0.023347671274282285,0.08494728046420666,-0.036994459153870375,-0.00507201788313102,-0.043019193975897534,0.04166300513067703,-0.018552104319505765,-0.007640516780500944,-0.0064689344898781025,0.11584715883714182,-0.019716015660248627
LIPC,-0.017880853577528014,-0.014709810116491452,-0.025978710988413038,,0.002193666481360344,0.03921127843213461,0.08232674953555644,,,-0.025848489809996114,0.050527358628231385,0.0546247063347604
COL8A1,0.001943119755544627,0.036174045413540246,-0.008646393743218954,0.04725357626816206,0.0032329940702569035,-0.053403828304942134,-0.02876703558155518,0.07815395010739368,-0.03699488288100196,0.03194667184091165,-0.03304253304488551,0.030012572146794415
GSTM2,-0.026033340280296406,0.05726860243021712,-0.00867508390479421,0.05613633407276587,0.03387877459845284,-0.03179531357003638,0.007810888784340056,-0.005441631297197546,-0.04147038144308545,-0.030007917695661877,0.11404565832659923,-0.07221259452229278
SPX,0.0075693927218542624,-0.043291543242398554,-0.0521027517813864,-0.0053679626590872696,-0.033455803787919756,,0.05677355753525049,-0.021252460133351112,-0.016656809556137537,-0.007997950679666426,0.21756553480358123,0.16498581398048684
MFGE8,0.02914852311821497,-0.06031175668064688,0.03295641064971096,0.0295151090468347,-0.012090731058800723,-0.024800419593096194,-0.03246468262787986,-0.006692949569123311,-0.015315712597881519,0.07834399000360731,-0.04794521127220307,0.05124122516921119
TGFA,0.007003454302001476,-0.032326311970951774,-0.07052360605007468,0.019051100330542286,0.03827554842288538,-0.05822364753884528,-0.009967536508752213,-0.003675674584951451,-0.010175843519081754,-0.02892701889513702,0.06446070707973019,-0.003161166991767212
SLIT2,-0.030978148286044543,0.02756850470155208,0.05022427293801434,-0.01560220002435194,0.049158922409792326,-0.032457667425106945,-0.03417663223142234,0.038544413583008016,0.05945254039437379,-0.04908472102452478,-0.03285809811468691,-0.0008220840804617805
PLTP,-0.019777259851107506,-0.02588803521226948,0.05658707798348927,0.10616440163926037,0.028251705090428982,-0.15137404257990209,0.008252426070329435,0.02401739938734655,0.0020846911395930924,0.053210767190701225,0.12280935091008159,0.08138972008681249
APOD,0.002977602016478777,-0.02298290993645891,0.038218470556502744,0.015499088056995174,-0.04518654918770492,-0.019981588803661625,-0.06873630001816541,0.01006042586540202,0.028151551872981923,-0.06925328296022006,-0.06719102805237594,0.04270533834990319
B2M,0.053772067667367536,0.02386024640928563,-0.006628631443963227,0.1158121659798923,0.04846190134210758,0.054393389651645085,0.011090996609157565,0.08588948863039556,0.04388042066894795,0.02048597869446572,-0.1401145030834129,-0.05280518650417786
OMG,-0.004223334221211388,-0.006027530549840096,-0.03963915175895494,-0.045534866138644055,-0.005222357949803821,0.053966581446076765,-0.056775261721020064,0.007457916151237552,0.019789917812091013,-0.03182963534351763,0.21076347169707219,-0.0067619422215052264
CXCL3,0.03224702688991934,0.007585902325263533,0.01661231116793655,0.027512400268457714,-0.02600873003069002,,,0.05778788631711592,-0.016773992666149443,-0.029338195063888278,0.042007464684552916,-0.013394379202811219
CXCL10,-0.03984403480357741,0.06445319490221571,0.009895837984910156,-0.021498111467991767,0.017646945514074246,-0.020852636207518777,0.03012499023934332,0.07821918780160433,0.004896952197137838,-0.0395248067387004,0.029278231515753272,-0.04273978683409842
RSPO3,,-0.01707288875449368,0.033717249257787116,0.015449042396222756,,,,-0.0051589930903268195,-0.024338574755167475,,-0.030516797750594918,-0.0648461326567798
CORT,-0.005363779301135317,-0.015730310643431854,-0.031529068746149747,0.0014115625580561353,,,,-0.02403523266818412,-0.014038429502650017,,,
NCAN,-0.01745245159437007,-0.006550081113429477,0.009393030178939969,-0.02427681406284269,-0.017805076485034377,0.06000175683231787,-0.01395322981806842,-0.04189288385037153,0.011370563303728768,0.005529185467035514,0.12413595098397967,0.07191651814192541
PRG4,,0.017425477166903146,0.02117861324002354,,,,,-0.0230869485350205,0.01825248816843578,,0.012454096095411652,0.032977762427073336
ZG16B,-0.014296303701046866,-0.019556723600149373,,,,,0.020517944729250084,,,,0.010350565874478575,0.020736794004773875
TGM2,0.015154719921964255,-0.05799415673449309,0.021761409179616303,0.01739048097923387,0.09913163351816738,-0.08584870489865347,0.036987476862986535,0.005871410674225971,0.03443591465014567,0.019998491446952354,-0.09844872730226258,0.0007135831109049495
VEGFC,-0.018357004496004203,-0.0015399570609532366,0.06341599840506738,0.003067498157867877,0.06810377735738628,-0.050229702382724735,-0.03636707886289373,-0.027127004265708184,0.02903587858350048,0.11132859865503511,-0.0064166478203038415,-0.0020109679848184852
WNT6,-0.013221174781395962,-0.010710604946423834,0.03324111119407968,,,,-0.026681942247924997,-0.01704002401014421,0.051895342244812626,,-0.008415770425582628,0.0008478792450382862
NRG4,,0.06359764459223942,0.0022156501124063715,-0.007002635375040932,,-0.03110761713858969,,,,-0.03107358392361512,-0.003515030051752724,0.04602761728276855
PMCH,,-0.006697541309098054,,,,,,0.05953856913099393,-0.019696667639970303,,0.023891295891832625,0.00838417972182517
COL9A1,-0.03283814661195643,-0.007285552625802295,0.027402349278399525,0.025635663374246942,-0.03379779144552331,0.08368730557835886,0.046792837739211404,-0.0044586541304927445,0.02197435467681642,0.041865401653091605,0.12158584501063734,0.12538112193771708
GDF11,0.020949782346176404,0.02797740225057829,-0.054257692469425516,0.05584207470166422,-0.007211587272979545,-0.02622421190888507,-0.026664299411238813,-0.03454352582524548,0.01012695976865668,0.08128255338507213,0.05942859214676756,0.01207746402301201
RAET1E,,,,,,,,,,,0.017013874617541426,
IL24,,,,,,,,-0.015973956973294588,-0.013201399768129117,,,0.056591525561775345
SORBS1,0.0063653691854393514,0.039366693530305225,0.022147485478029878,0.014874476385685361,-0.08303370860622504,-0.049677385660357336,0.010807395744118282,0.0012708251635472766,-0.0021598649364503995,0.0034109797085795585,0.08255716022398306,0.03889587640650174
DLL1,-0.025203120934032833,0.042865616236981235,0.01793720058262526,0.0023243487668896255,0.0032593996191757975,0.07768395534402862,0.03216851952959066,-0.06570840307456144,0.042555467013989816,-0.025729767361427458,0.055443066767746026,-0.023872042004329998
TLN1,-0.023558505486358964,0.004645885973820125,0.022588496325583924,0.04900430085841707,0.019683871316544817,-0.056607082944275036,-0.00988877590812131,-0.06731559638803919,0.0033026018456743067,0.06016217444487131,-0.08470435331255148,0.007862529492760176
COL2A1,,,-0.01661320428402283,,,,,0.06818813642360474,0.05575836761549223,,-0.0028801262232343956,0.10922794686099681
SHH,,0.0652726007255646,-0.032602501981703065,-0.011357059164090919,0.045245923293729694,,,-0.04924443214432097,-0.003194367275112033,0.08007992370521981,0.06283079977184076,0.004370812599128664
PON2,0.07572636091857296,0.00474369935853818,-0.04664181290999061,0.07556812981645482,-0.0137972184291047,-0.023452110773625006,0.04213578553525589,-0.029025465739916365,0.05545315414955892,0.12653367357235806,0.23072790355548245,0.14310593096264257
ICAM5,-0.017018621204809264,-0.027290779618466383,-0.035123898711672534,-0.03789014371100792,,,,-0.044651603657633605,-0.032506324800783255,,0.013499787026559552,-0.04195419567120308
HPX,,0.013100356496012072,-0.012342388365180323,-0.005884155355005995,0.029863786168917467,-0.040468091130721556,0.04761680767260733,0.025834247008327683,0.04837334293567459,0.06645779189701059,0.07483354464039989,0.06621911928342845
SFRP2,,0.12841661889937317,,0.0044602830306426375,0.01825954256630918,,0.007600782819216556,0.02274984998691151,-0.03841025671165702,-0.014986198263453463,0.020469589445664432,0.045767745080191574
CFC1,,,,,,,,,,,,-0.02840700793219347
CD70,,-0.033895963774146096,,,,-0.03376079624703697,,0.06858117299360822,0.07409084790175859,,0.026228926505379817,0.0058898546424703555
HP,,0.0003174641274087568,0.03486280422978298,-0.008937874787071243,0.057769505976734595,0.031289994387766674,0.008783597328747861,0.08055029609671087,0.012343200289011633,0.06830340315213836,-0.036669028647581946,-0.07300633156534518
CXCL2,0.07734493484121756,-0.050200301274299114,0.03283579891700646,0.01503857104799755,-0.013869886418931702,-0.03064599910793833,,0.08794654429621515,-0.0038961056627720004,0.040530657745212646,-0.017403303430078707,-0.014389957060909018
NPPB,,-0.010705120087602082,,,,,,-0.04208541385085394,0.016077621444783398,,-0.030955896124903803,
CCK,-0.04129012686450735,0.014036310327040925,-0.04747093862201199,-0.08252626580077935,0.05919767270373316,,-0.03492005356367631,0.0144249192723879,-0.04185006081188065,-0.0013977167070350852,0.00362202371216916,-0.09869831743018334
SEMA6A,0.013755594828901548,0.02048064676582648,0.027261624130621186,0.032733866528453254,0.022644446423914538,0.044826923356983156,-0.010661416918227673,0.028671468326012466,0.03529891857016606,0.09713562064981786,0.1312465120145307,0.06863383351473959
IRAK4,-0.016164440069467764,0.000505956964339157,0.05882524374320189,0.07334252925077611,0.08887445141280488,0.03210866315791203,0.08670274825861772,0.07031587199903279,0.0343862555250319,0.019199888501072414,0.12345356810156842,0.019483763958181535
GSTP1,-0.04422082746348005,0.010200728402383624,0.06895263327401148,0.022551062999290997,0.022264219517208916,0.014304729163579924,-0.03255357487127201,-0.029219325038385452,0.006207377516623494,-0.0443390717633812,0.07973733823720801,0.1485675719858755
VCAM1,0.049496946363440326,-0.041578639855600535,-0.010693581948280054,0.03901298774217505,0.03572129502253782,0.041975241219532285,0.0749986326888693,0.05760765292175052,0.005897134533467559,0.013488480317143165,0.134799388562574,-0.002059535855171769
NXPH3,-0.022138179556599417,-0.03127493951530641,-0.017304348813464265,0.0454394324127244,-0.023564568269488516,-0.0391201022163998,0.047342218799504183,0.01380174439259169,0.0023044428330517832,0.0030288844405974937,0.14782235380509143,-0.010183497098069838
MTMR4,0.018871610553071315,-0.006979659166877059,-0.033344912564691374,0.003163747244849281,-0.05247983688887855,-0.03651135471345797,0.020856476003545718,0.024079265245185742,-0.014834986976475747,0.024217863624409218,0.07466401255366589,-2.1712554989958787e-05
LAMC2,,0.03173415147965335,,,,-0.03110763578775524,,-0.019638522913994205,-0.017337142137247137,0.03927177421193672,-0.036792712537511915,-0.03268893198468927
IL10,0.016365280013597383,0.012667561516223598,0.023371468987920092,,-0.0318974678277941,-0.036523906681237055,-0.001956697963406905,0.07455976682064844,0.0421217950201657,0.04049238802502418,0.06107313588909868,0.002084174628332639
SEMA4D,-0.039625198670167165,-0.013868359044294128,-0.016584984952994025,-0.024449312298349225,0.02890617887172666,-0.030772690939899594,-0.08743917731109484,-0.06807130948982001,-0.0004731839736394064,-0.07473306438532745,0.12056217728621216,0.03765189669889679
TRH,,-0.011504925765752589,-0.01634865256921575,,-0.006694820208440302,,,-0.03823917457756641,0.029752208232192892,0.1454768378344352,-0.023052532955441303,-0.03921614909240422
SEMA6D,-0.017965434866725728,0.042699990269544734,0.031374224486431374,-0.004696938195809303,0.02594641734164096,-0.0010650966945080433,0.012522006450579697,-0.02553746041131501,-0.046628848945433024,0.04432736620803894,0.11295713311101571,0.010123013370053545
CEL,,,-0.0322541885346996,,,-0.018776099054100173,0.03146431413741054,-0.024190116146661743,-0.021553035670067215,0.0041896811494219355,-0.026967030509825303,0.04779382415410205
PDCD1LG2,-0.03413164997923563,0.03499699630377298,-0.014920723552825286,0.04166561593480461,0.0756308346081292,0.01949320509948355,0.07534375724583658,0.003058320351810533,-0.01395731045653715,0.01575260317440831,0.08437835856264819,0.005269959666824749
SPINT1,0.10648539454509645,-0.006994080813766205,-0.006293848553200445,-0.01167109291426409,0.007949390865473813,0.09828867570737146,0.05792280824400362,0.03709279540089082,0.06802001070372701,0.01567559929279554,0.07672969915333512,0.09635757120342581
CTHRC1,0.04719631228138882,-0.012681363159801775,-0.0049029414252487954,4.7190341151799966e-05,0.03335263116882199,-0.023428766519048346,0.07525418201623774,0.042098859370035935,-0.01438019351890146,0.08904337863207652,-0.06101963170000438,0.008867098551379887
PODXL,-7.67943785486674e-05,-0.00500415853181102,0.03473217837569991,0.02887549251533319,0.02706352784390032,0.09393768888341272,0.008594819571534438,-0.014282093191444155,0.04419705227582956,0.029273066733470764,-0.07981817120269409,0.016595152882263608
JAM3,-0.059490835666319276,0.07197109126284036,-0.020526279471757447,0.00844816286538102,0.012183885310539972,-0.10945703444865085,-0.08468989660659558,0.02474673430975743,0.004511463275714597,-0.009215821927630393,-0.07250517514700565,0.029239243396465612
TGFB2,-0.017685088351949204,-0.03663987616587725,0.052394075833099914,-0.04677935471497857,-0.023554821545708014,0.016113564842673435,0.028732962954268745,0.02409357647492815,-0.006611213984630619,0.05075215164836168,0.07350898748367649,0.021178316405458468
COL18A1,-0.008371363756593603,-0.03478346971624853,0.03959155027022484,0.04808600548807604,0.010576621257672926,0.006693652980130577,-0.03206860458330151,0.025540521862250393,0.010300318333032204,0.034907503345643374,-0.14580586254336328,0.008196120926236648
NODAL,-0.01273420798131598,0.00046629621131747176,0.05785631824326917,,0.045075687890056775,-0.015520535233793084,0.04401462612744654,-0.02387947202814801,-0.016306838470064502,0.01078975971589126,0.026004307622647226,0.012328456666096157
INHBB,-0.022444972981485435,-0.0031962675161540137,-0.012352855044419856,0.03537730677565661,-0.038874506722775176,-0.03266070275390798,0.13489537991053205,-0.005437617110253818,-0.014167877581736701,0.06289311191591626,0.1467692314188526,0.056176757054546805
LCN1,,,,,-0.03436226278654934,,,0.00970113212557813,-0.015399746388770199,,-0.022925464535705358,0.062214010250800436
ARF4,-0.003126806746963271,0.017306354052508594,-0.032975952368220006,0.051723632035289076,0.0344181568832247,0.02845563490047686,0.05844088223500057,0.04855433192495991,-0.02081243046158631,0.033314670098967,-0.09982193146381338,-0.037238853112622095
CXCL14,0.010296758051722985,-0.009280135352504007,-0.04037188294658371,-0.007966322662550743,-0.006297053539484825,-0.0488222458281782,-0.012273831187232966,0.03758443857628273,0.028667417875691513,0.05327318155376433,0.03423139697311903,0.001288676060253324
LIF,-0.016114409702659448,0.011074716121445977,-0.017925510724045874,-0.060503870076705754,0.09386175766242502,-0.059892241256017206,-0.020317968982143643,-0.04787566321653519,-0.04224236336244042,0.03612917485816627,-0.08203493971402559,0.020593595072561213
IL17B,,,,,0.03570833196196725,-0.029703933950232048,,-0.022103093731395036,0.009424911821885207,,-0.0514070547891078,0.026698056923238216
MMP1,,,-0.016348649002804343,,0.08739877399868581,,,-0.022458436858111254,-0.02538264513553645,,-0.06640452168524442,-0.010324788988462669
MATN1,,,,,,-0.03245773140313848,,0.03829403562336586,-0.02723787976732008,-0.012803116003461758,-0.042169387515154394,0.029921783024103494
