,UKF269,UKF296,UKF334,ZH8812bulk,ZH916T1
IRAK4,0.0738921134690972,0.06870719982636693,0.0162236586231879,0.0488642866759458,0.04391811126805512
GSTP1,0.10905800762377235,0.04049152236824959,0.06383179678594421,0.0018936036666357652,0.02520632433288216
VCAM1,0.10190046468916886,-0.018169093071059555,-0.0235307092496309,-0.014572363329350854,0.08498257101562451
NXPH3,0.04097175078961179,0.00740049658488464,0.03128882643998626,-0.06238263616184751,0.05157290192448853
MTMR4,0.0022711329509601972,-0.0260985245652634,-0.018479152331479044,0.05182628490217693,0.0692601438572643
LAMC2,,,,0.07802326264187087,0.02631686600716774
IL10,-0.028914464431525132,,-0.01665737252847308,0.019147028424734057,0.016283901816089987
SEMA4D,-0.05952408314136876,-0.029495369747673035,0.0005688296998781077,-0.05541340819743375,-0.014372885766406275
TRH,-0.010829533961964047,,0.03795401179689615,0.01859248250725803,0.14825532337136604
SEMA6D,0.07391550200151906,-0.06368808287138768,0.08542186989568444,-0.00489527710495717,0.06594316938245673
CEL,,,,0.05893495868370824,-0.040147879540797335
PDCD1LG2,0.015264129268443512,0.0028819019837596567,0.020038149159315316,-0.018817597101240126,0.021899089856680536
SPINT1,0.0799551227050526,-0.0189776382322055,-0.024449436847458695,0.07692811202452923,-0.017490883287732618
CTHRC1,0.120788985318651,0.011876492882402,0.008902446468947254,0.049212329056788726,0.0025582535633755887
PODXL,0.09086998714951282,-0.01776043111184201,0.060667711758661216,0.029103125300126573,0.042208249865866285
JAM3,0.05753206351990611,-0.008155653081282209,0.019521375864184815,0.00044655233276618794,-0.05756596945876904
TGFB2,0.11053357588936569,0.0017205831202871567,0.026427618874829018,-0.009677371600075662,0.004312726752193951
COL18A1,0.11270994978305855,-0.03216296502405841,0.057663092882839315,0.042282690740627016,-0.04248736137093736
NODAL,0.17322365660598993,,0.0697761932288322,-0.01015387027165635,0.04564318463368098
INHBB,0.05239377654952427,-0.0030142405041986755,0.029343958289543292,-0.01109421584445494,0.09180896833384379
LCN1,-0.01933673955714284,,,,-0.0175208212955331
ARF4,0.11852791584162554,-0.020458672285254203,0.037106242178122945,0.01013369185177732,0.03454234906397119
CXCL14,-0.05237862578635949,-0.002560471983344398,-0.0531804475797398,0.05688802222162182,0.01229406608899311
LIF,0.13213549117984966,-0.013767071326301427,0.06421653612392744,-0.05146887921335163,0.019506023883148108
IL17B,0.11646589879360587,,,,0.055504564337007324
MMP1,,,,,0.026717822310747447
MATN1,0.09548183641477237,,-0.015151446650018616,0.07621913979977372,0.057215762024685465
ADAM28,0.0030250721657547014,0.015102803358581555,0.013020906975102322,-0.011203445312910018,0.053713482857487664
TCN2,0.13669730197635352,-0.029031523163544626,0.0312298214214264,0.011451129463424902,0.022621698045871556
THPO,0.0687362643164744,-0.01432594507306624,0.09383057739462572,,-0.02281106687655076
CUBN,0.11108526837475667,-0.00905896641188296,0.01810049038584806,-0.023068061675002888,0.06719644788896353
TIMP3,0.014187455034428115,-0.03266196002427755,0.08730007682136219,0.038915379749888755,-0.018533456727999838
PIGF,0.05770704723723922,0.007235263418527747,0.019317721587215175,0.0028366609432448745,0.08569239311812034
CRH,-0.029734820577015465,-0.025919813734657023,-0.02072327890962176,-0.030090649939995353,0.06950483421480673
BDNF,-0.06620255863485155,-0.023304808293570692,0.08235048214537279,-0.007113003283435499,0.02465209823426507
CCL5,0.14626482607653793,-0.0016889083323824387,-0.02055476178806525,-0.010043996089261044,-0.018073101058754645
GAD1,-0.040314870719405926,0.03080633717137708,-0.041964849638547325,0.0015202054582660134,0.017531763312041614
COL14A1,0.01252811756514975,0.01240558794623784,0.010553029856622573,0.03825609225597611,0.011501565086009585
HLA-A,0.15130812950544711,-0.026840887970848906,0.016008790413708503,0.0097601516281102,-0.02208672405652415
FGF18,,,,,0.006853591218179983
ADM,0.1051349740880708,-0.024035152781454284,0.02081696657966169,-0.0015566102189233464,-0.02344155298533762
CCL15,,-0.04087422761698181,,,-0.015026691339740782
GNAI2,0.06757159932704178,-0.03029100603019468,0.02957569842362395,0.046147485282866385,-0.015917038513318337
HDC,0.13690590993501212,-0.017439995491144437,,,0.005973604003689557
COL11A1,-0.03515582017836456,-0.015503111371277828,0.02689595056524442,0.05202597039623087,-0.027569203677803605
NUCB2,0.07905828398573363,0.002080147463550628,0.02063493604106998,0.04536452023566577,-0.013913881384493355
CXCL1,-0.04946411831569677,-0.013036695543302982,-0.020554765272950717,0.0692887880326223,-0.0028592693271717574
VCAN,0.041701426635606983,-0.012277512351820471,0.08277595779056815,0.006349300141976026,-0.04618188576598364
MMP7,-0.014114225186863463,-0.02518407156600725,0.06453689252990538,,-0.0073469742535606656
PTPN6,0.08563079790938084,0.01969026693716005,0.044424929900445644,0.007518984219364659,0.042772966592508795
PTGS2,-0.07337455482075568,-0.006046507726233864,-0.01572057212783267,0.016315363063560163,0.0822673207213665
CD58,0.08190814137369758,-0.021149406750514313,0.013479231726944126,-0.0007803277943531815,-0.013503348589906953
TNFSF14,0.023201482725821433,-0.012733421102492896,,0.007858423690334,0.010989995039564646
CNTN4,-0.050116698510000925,-0.029602920274905953,-0.018024314726190663,-0.03208917742914257,0.03904506937657424
INSL3,,,,,-0.02057494888399733
BTLA,,-0.016261014263233075,,,-0.01989494680981996
MFNG,0.11131140379163833,-0.0014585694851204098,0.02283448667956304,-0.03721564054846848,0.06305522159565471
ICAM1,0.07275441256805781,0.006132270571419135,-0.020278870176485664,-0.0609949455621412,0.01633382596938851
PROS1,0.08059349091148174,-0.007891002733780097,-0.010596428019324585,0.008902787659549091,-0.014031838789939868
CLCF1,-0.039217672146537846,0.0019827990057271565,0.028045948755225075,0.0075705217606607,0.043078851175926185
PSAP,-0.09332836975359227,0.011331199847666803,-0.03357628506838494,-0.018953809971048202,-0.004700386776511189
EFEMP1,0.04081178240329934,0.033521826014138764,-0.021173123690869756,-0.0451076241312482,0.006427310858983803
C1QTNF1,0.05336756925618748,-0.01814534671473071,0.03860306909387316,0.06277860375449193,-0.023606363050483428
ALB,-0.023674836965320595,-0.014462476980694116,0.029313135589171722,-0.026500345280257957,0.049959831546440826
EFNA3,-0.03232054754819928,0.05595158843451345,-0.013884267305268367,0.054287642570988386,0.09899031605534576
DRAXIN,0.09665001866460761,-0.011612659315184754,0.031297266166102136,0.03751677108780855,0.07117038403518902
RAET1L,,-0.013908772974294624,,,
NPTX2,-0.07936398249688267,-0.0009148179633978906,0.04095928952191143,0.056909817326715614,-0.0492255812158461
FGF11,0.12273008022665173,-0.02632121623237827,0.024101384810640218,0.0016166958851677197,0.07540244714140244
CD59,-0.09202910739476718,0.028819869184717153,0.02507114155594829,0.013941348423768762,-0.015134603089930296
COL9A2,0.046187328109443974,-0.004116925718291598,0.020641581860913288,0.05043475537178527,0.01947384839433514
DLL3,0.0202698509859751,-0.01955353454995394,0.08084351405179363,0.0045799183065822245,0.04896258138772702
FGF5,-0.018852139399080956,,,,-0.015173391404286809
LIN7C,0.05625149750576285,-0.005252758450024437,0.06410071847627695,0.05029943111530314,0.01795315219655938
GDF7,0.034167711454488776,-0.01273342060767213,,-0.041781809174872064,0.0834769160145764
PSPN,2.2049972513351406e-05,-0.04417422062255908,0.020050612350676157,-0.023680471905825264,0.031719222874702004
ANGPT1,0.19091231457592878,-0.016135268338816806,0.09093668264105899,-0.03743012771360201,-0.004889965411505619
PNOC,-0.09820344136320495,-0.027222507196831443,-0.029979641683210496,,-0.021235257301150022
L1CAM,-0.04971903120178262,0.025365075692317548,-0.03315472404726247,0.008615077977717168,-0.0100486531761231
APOA1,0.05520655773140143,-0.020607818714595216,0.0008180146169187808,-0.03527374148393435,0.05938714144955537
PSEN1,0.031344813880293934,0.009493162853903276,0.03514972057106299,-0.003129769617056337,-0.006944104339599063
CALM2,-0.13098750654936467,0.00717899968607212,0.0009873516127087117,0.007716108377843813,0.08709704951763443
CLEC2B,0.15133509042381013,0.02976990222773009,0.03274627295755527,0.004106386322055026,0.05101402507058327
NTNG1,0.03885728977344594,-0.003012655708685906,-0.04582831901260134,0.007733182839271068,0.03502744276903115
LRIG1,0.023764261724613427,-0.013902867158090922,0.015489182369052959,0.07739461205330864,0.03445865157845724
CPAMD8,0.07124328087508741,0.09925645162748087,-0.027984521359264835,-0.05126704882744814,0.11310501663899462
GHRL,0.07161228442428015,-0.011612659315184754,0.08625826457848078,0.027849624704171926,-0.029595115006064238
NPY,-0.052118123149265984,-0.023828906191082095,-0.015950043148588423,0.0067110821318719024,-0.02598112827489152
MMP2,0.09051978040889894,0.00424284350398284,0.103296349039068,0.008287409745558551,-0.0352454303808536
PPY,,,,,-0.030178205593163844
ALKAL2,-0.019336736423213964,-0.03087671000949521,0.018683376116994273,-0.032770635497426225,-0.02009415663162792
CSF1,0.07322898337477339,-0.00546437081997071,0.05222155588920118,-0.01745553664847379,0.01497806913805005
SEMA4C,0.044037189638313,-0.00768503104607559,0.03275294113269036,-0.02925778719998015,0.03273982283137087
BMP8A,,,,,-0.018467124156550396
ICAM2,0.0475753529100098,-0.04058933281316808,0.04857043112790446,0.06078525228293877,-0.007862306782684337
SYTL3,0.06630947368830481,0.01947497000204789,-0.017566141272759486,-0.05128294349995561,0.004906579051466457
IL1A,0.02548115862323751,0.052116173278690274,0.06721560048617584,0.02357027705767406,-0.01545582660366752
PGF,0.13376300496321594,-0.0209977276905387,0.021023960973488562,0.047408018076564626,0.019222074225889
LGALS8,0.047637666323236884,0.037111092384451316,0.024903931341484643,0.015199915983283357,0.05325362243176957
DKK3,-0.10083734613705311,0.005343977079688731,0.004372123470870682,0.023023703685912934,0.010200552170138903
COL16A1,-0.03133984483023417,-0.037762473987970044,0.09224040286098653,0.015976012782784797,-0.02674006913857238
TPH1,-0.020273256626432607,,-0.018234104842624405,0.013416326883551202,0.009994277554064726
TNC,0.10112788270045982,0.027231890049870873,-0.011210174542613433,0.024007444829851773,0.02904772218496164
TNFSF9,-0.04576494607704339,-0.01939664806512024,-0.0309363591297763,-0.04987426747934514,-0.029225582689405376
C4A,,,-0.016028470832173035,0.055499226829293334,-0.008232516719425225
CNTN2,-0.05166783448771638,0.028540596770750076,0.011746109431772064,-0.012352705320406929,0.06764018231792268
F7,-0.01705428723035919,,,,
LUM,0.19439866584610443,-0.026905538324651278,0.024134975264799775,0.007157430833449659,-0.021159278690417862
BTC,,-0.035451539714474005,,-0.029888938864506314,0.010237788542229459
APOC1,0.1665500590275359,-0.021556286438040213,-0.07068013151999518,0.025447975431594605,-0.008965338094005279
PKM,-0.012039555530273487,-0.016596542124608107,0.009962269645115256,-0.026953539021507388,0.036073234448990514
TNF,0.11811297285276255,-0.016977451272838496,0.03366525914101149,,0.08314140949525681
GNAS,-0.09208360781411383,0.03074501477423975,0.02002108788301861,0.023241823807510487,-0.018448858904218563
BMP8B,-0.019045531746028826,0.08928220813233452,-0.012435681065348357,0.00994011820622297,0.027575823753774858
LIPH,,,,,0.00705423072199705
CCL28,,-0.01333340491587104,0.07782619044179158,0.1015251447997182,-0.014339761839379381
PTPN11,0.02001599197951459,-0.006323025468142218,0.025965460760917127,0.0017524818655978878,0.0033082332499700896
ADAM12,0.14647439359554304,-0.012885906974216262,0.09155622131182982,0.010988091945285923,-0.009272373825887805
EPO,,,-0.018234107520364456,,-0.015249144968374886
EDN3,-0.030217790445590993,-0.03105323691282448,0.055847250280995686,-0.004590609873029543,0.03352190089371167
CCL22,,,,-0.029888940187274983,0.06652286658232245
CCL2,0.05330283565271381,0.011401715287873681,0.02909299570174841,-0.019784449271379727,-0.014727278494924332
DSCAM,0.08030420908218552,0.009462864238363749,0.019150375971374374,0.0584273648572385,0.052358205368746975
ANG,0.08853129964366756,-0.03382108513531262,0.017245255383213153,-0.044163991067349945,-0.0033132885492670977
FBLN2,0.041617173924295696,0.03718915821867971,0.05502183234886393,-0.012140916873194886,0.019986592348920605
VTN,0.07895476035242337,-0.017779660888004447,0.028887189756729808,,0.009231918080474993
VEGFA,0.03927542689066399,-0.03012824430646753,0.022207938097366875,-0.020199397743581527,-0.05272775241294418
F10,0.028949714727833746,0.021931324953431124,,-0.025859562094236344,0.0035707005383547787
SERPINA1,0.041479431757758305,-0.005795919505650488,0.0021168862823796176,0.0012476220031818763,-0.001453144686380715
VWF,0.08322540819051055,-0.04582047647609855,0.032083024344981274,0.06770245321895187,0.027639565568688067
GDNF,,,0.05494633444157187,,
VASP,0.09533253003895804,-0.008027562134178759,0.01051333755185998,-0.01194948140230125,0.008711258416282019
ADAM15,0.04972165568141417,-0.013141663546217996,0.018993801055067205,0.04131770127307576,0.038521905834475983
WNT2,-0.04377574994052822,-0.015127747857287191,-0.01706441987904512,,0.05613336965612297
CALCB,-0.018852139194208622,,,,
OLFM2,-0.028102613180248977,-0.026529183926299812,-0.005996483754500153,-0.04879652121325189,0.07497002822899303
MFAP2,0.1548680157250146,0.005404205990908738,0.06223828613886003,-0.0023898203787178366,-0.038297014495977326
HLA-C,0.16707338549369335,-0.003628503242189512,0.020813765730706875,0.057166560343627264,0.06300288502754825
THBS1,0.04926724521623545,-0.01364367460438024,0.07179140638363202,0.06182348921224934,-0.047824296129609055
HSPA4,-0.043532926166688864,0.030673781963042945,-0.013901232091797427,0.010780260665049841,-0.011610105367583777
LMAN1,0.06185221394286753,-0.0005067241618740942,-0.012387299682750107,-0.060171826498115775,0.012592204111465085
LYPD3,-0.029245013143112543,0.04864252775933525,,,-0.017879511174525846
APOE,0.009482777663356137,0.011120560214949532,-0.03837562783491026,-0.04907157719648565,-0.05682481169822417
SOSTDC1,0.0024704945472750713,0.018470548516747315,-0.027726560387426626,,0.056365969942203525
ANXA1,0.09193586119383682,0.013733034446292381,0.04569176015888458,0.08304259884282393,-0.0054527903579357105
WNT2B,-0.01178859778985498,0.02208651079219617,-0.007220301889922436,0.0177131329599758,0.0005269709587338524
AMH,0.06776726799251394,-0.014996910816484842,-0.004814055683927403,-0.024078639160938317,0.047174129437452875
GDF10,-0.0303773039790115,-0.030946996343234858,-0.03508001986542501,-0.030389946777173955,0.005700054572943728
EFNB3,-0.002558625894352671,0.05554078767163792,-0.018813193901754045,-0.052998280703028554,0.049793008130795596
LTB,-0.018376042177071963,0.040976272564148535,0.009326986512683936,0.006482010238941994,0.019801418369983996
ANGPT2,0.12120728562815809,-0.04856011269645926,0.0703895742286359,0.08641321608495049,0.03467277065755927
NRTN,,,,0.0020332287020624453,
ADAM17,0.0313690341593114,-0.004578360516821344,0.003110078883499671,0.05680344223841184,0.02117500374285926
LRPAP1,0.05890263147938823,-0.0037550969771995945,0.0015295017114173518,0.005972711150393196,0.050900488338104025
NID1,0.13479378083729449,0.011798362621369917,0.09740321097160101,0.028865940742876427,-0.024025788664270374
MST1,0.09115917581687952,-0.030309980390602537,0.05517580029529649,-0.0024599531363863163,-0.011297760654667725
IL13,0.14347773895707172,,0.10538413237017931,,
DCN,0.11801111859216096,0.0466810038469695,0.026323402582394954,-0.002195063537871644,-0.04762384528894685
IGFL2,,,,,-0.029515639343269423
COL7A1,0.035965199455371466,-0.027187218039965412,0.016328107841624338,-0.001301609210039489,-0.008480642199582273
CALR,0.08111875441596761,-0.03144419951567489,0.011562584056843492,-0.031186107498506286,-0.01774729129557382
PIGA,0.03709243232960225,-0.0030454877775762,0.071084279393891,0.016645588331856094,0.04822831447314367
CD200,-0.015418775629903583,-0.01971277134778122,-0.023669632627620167,-0.026446097483577992,0.04238223506938518
GRP,,-0.01855012618193617,0.18095435747581598,-0.017675932163370246,0.004314456201291952
CDH1,-0.03673145945076121,,-0.006401138003124059,-0.003341568228349589,-0.01690771551929196
LPL,0.11952023995535661,0.012771870625295922,-0.015604293653042705,0.02450954486993884,0.061215783834501776
SEMA5A,0.09340081811376172,0.03791153828465207,-0.010353127404670478,0.05519932350767511,0.021658898866884588
SEMA7A,-0.0014300873626553507,-0.03636427632304577,-0.03923419964832946,-0.013497299243613812,0.012942367849841657
SEMA4G,0.08266686306258504,-0.032734482094160966,0.1217614160114643,0.022688734615299275,0.07259065952302388
SEMA3B,-0.027024633916633435,0.07840301614161288,0.05327011007763389,0.019155898861440982,0.06973913934527158
RPH3A,-0.027118241816183095,-0.007846112073008256,0.06565448690759898,-0.00034831683978989267,0.010072001083861429
JAG2,0.02625118449910421,0.005564412859021206,0.055636166133049926,0.10316455351455991,0.021313585093229562
CGN,0.0861653549509738,-0.014049130575519733,-0.022114603942500487,-0.01617134153438208,-0.03138634617166696
GDF15,0.11783042043454361,,0.018125852092098858,0.09132608411608598,0.012134670895687254
SEMA4F,-0.06907065001417828,0.0039559252968622656,-0.006629340227335596,-0.03597325330050471,0.10502000240307016
NXPH1,0.03172620115562161,0.011775636118512012,0.06989378331084499,0.007829451032331038,0.02604009778158345
ARF1,-0.05898255559346549,-0.021889148253549113,-0.014061932856556597,0.02731417015115941,-0.08878575744272832
DSC3,,,,,-0.015249149597093056
EBI3,0.11812343178705272,-0.014276783863717338,0.037698367533043696,-0.0655752869090624,-0.046086460917408416
TIMP1,0.10172538267803903,-0.014596943143222548,0.012662154395267479,0.04857117353375219,-0.05036493129067793
SEMA3C,0.0046536860560895486,-0.0018909487718686989,-0.026367067049334714,0.019300717220297903,0.014534488541040736
GNRH2,,,,,0.008400991038550515
GAS6,0.06538310462876856,-0.05776573739286342,0.007193755016949592,0.008734906049126204,-0.027191704288575078
MEPE,-0.03005753480832557,-0.02980736489023122,-0.0337810755088165,,-0.021071913262692414
SERPINE1,-0.06691462458642883,-0.02362286129928461,0.05446546857704845,0.01193050030526989,-0.06697888946634774
RSPO2,-0.05302924191314235,0.024631358492505646,-0.03994379633426974,0.01379678480678526,-0.019705254904504074
SHBG,0.015627721962637,-0.02276959406942869,-0.014694230824135365,-0.040235268947581206,0.09010844039665292
LGALS3BP,0.09991279319431383,-0.013627708318410823,0.06511593356060091,0.026989447190685786,0.022445809421333313
LAMB1,0.1504348785434372,0.035179916199335574,0.020113078733072897,0.012070872570155718,-0.0321035230794337
