,UKF248,UKF255,UKF259,UKF260,UKF266,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf
BMP1,0.03059132608486473,0.04448950932514096,-0.08932351625864438,0.01070444375391931,-0.055080831079770284,0.0051994924839168,-0.061163939218921874,-0.019580451810168126,0.003888046966144222,0.07586697458071588,-0.008158482132575003,-0.01690834601718213,0.0020815631884819764
NDP,0.05319374496261707,0.05591881689040981,-0.06517279837205327,-0.02768429799992468,0.01860261465595496,0.02913788598306417,0.059585326538541386,0.04582913924954555,0.10984158995760594,0.0298034958847865,0.06699291843062172,-0.022290768940571484,-0.053858699363379524
TNFSF18,-0.0010460333376187023,,,,-0.0195456247604335,,,,-0.025981521569760645,,,,-0.030078490449417877
IL36G,,,,,,,,0.08729921113714892,,,,,
RTN4,0.0605744052307372,0.005837286756819207,-0.023890226729075387,-0.11166099841729071,0.07885127837269644,0.008682733260892273,0.08462796856865683,0.011929125927819625,-0.04477758974013405,-0.03459272067439566,-0.05230038692349937,-0.01470916191046052,-0.0031139921210466717
HEBP1,0.047134990497632125,0.002466651938706831,-0.008872475481170204,0.04044390245751856,0.020774090434528693,0.024053159215297885,-0.08098129277135793,0.014171086869110141,0.016006645189919972,0.00946936280996971,0.09011454389102228,0.016484200028296037,0.017423481899940103
WNT7B,0.03782957607441295,0.030596653506248826,-0.016100763827869773,-0.022384471241059772,0.015574394714918144,-0.012332310431503494,,-0.02102470477343029,,0.023221992501372444,-0.041469405740876,-0.022338912311980718,0.0034648352457314854
PTMA,-0.05645078548870204,-0.047287658537652266,0.011924306313106774,0.08742666321025447,-0.054612213234465565,0.009042483353442632,-0.06690131818457466,-0.023368374307634953,-0.04921862285801258,0.015522868399719605,-0.027590972555724222,0.028052225722372693,-0.06550658841283971
CEACAM1,0.06102322452974547,,-0.037185318705535486,0.02607883747862121,,,,,-0.04228246285553028,-0.02405699731866053,-0.020089996421556643,-0.014826660991910582,
PDAP1,0.06293526535539644,-0.028926659477181833,0.015045741505479295,0.04356650558507879,0.08719794170219174,-0.022125832555393896,0.017887189672009376,0.017166871811623702,-0.019175442055496338,0.018132656211839203,0.026765762340948438,0.03418787790380663,-0.11452461860362705
QDPR,0.003949812404994623,0.0699315242857402,-0.03013685774051446,-0.06347494018226471,-0.05903079423773833,0.06583136425460501,-0.03979595268140246,0.015860070617274395,-0.03785670353370666,-0.01091091650695196,0.0149314727099045,-0.0293970165001532,-0.014070167788817258
POMC,-0.027150388743642156,,0.05332932116143916,-0.01412924240797802,0.0015773218371433913,0.08263876576814824,-0.028370491267258678,0.03118473000729759,-0.041729534407435064,0.013682622189053044,-0.0010292004496908899,-0.008035309413963866,
CCL18,-0.03023320115351042,,,,,,-0.001187722313673204,,,0.07112359106335805,0.028901127397011294,0.04038196074770109,
CCL17,,,-0.033788497562865887,,,-0.015263943222800539,,-0.01747465959733138,,-0.017067275206189204,-0.029001171073119263,,
VEGFD,-0.007239603359077274,,0.026764145474891567,-0.03044638187197181,,-0.011196286947285054,-0.030630068872820975,-0.00024239109051125773,-0.04161824833046055,,-0.020089996421556643,,
TNFSF13,-0.00810034087371135,,0.06413886001768214,,0.1745587569598925,,,,,-0.032749537576611455,0.03349511873610488,-0.01664934657350659,
WNT5A,0.043750515770327104,-0.016415426371840763,0.016080161344613965,0.15905236202929998,-0.04821842788758387,-0.05071234473239644,-0.01777696865462662,0.02578961445420837,0.0185518121404176,0.038077993394414186,0.011918449106430194,-0.039221900622340794,-0.04837872665164999
CXCL8,-0.05816926644640135,0.07610547439656007,0.10466768272129022,-0.1044929367386577,0.01494341360097073,-0.010426469236053133,-0.06979568517678342,-0.008185935702625246,-0.036350593147049005,0.0069810656697985,-0.0019528781392877368,-0.015850894751822112,0.037383937127369676
GRN,-0.026808239724695003,-0.052125866386848706,0.020073881760096467,-0.06264724444387114,-0.044443273071140536,-0.04467531198610725,-0.10132790164658505,0.043598696754023836,0.01811263030784729,0.019109301258739865,0.01339367335237521,0.03503147614785333,0.0021485516473682517
MIA,-0.029184462359677053,0.08764652517862899,-0.02765873712323939,0.027423370770277063,-0.034274618573802595,-0.012733418486460849,,0.014179125336317966,-0.0006068401526219669,0.07265750382526241,0.034117393228300354,0.03021646280776146,
COL4A4,-0.036309828947681054,-0.011075366905135175,0.04302201092878866,0.19563293880436722,-0.018035014961955857,-0.02139113040207471,,0.0019177860815666943,-0.022954946090933986,0.03982824445314759,-0.006815468084195957,-0.005340985357031447,
TAC1,0.08621943290640162,-0.0364323182752491,-0.06783965982002833,-0.1580612033014427,0.02197709587617436,0.030115274501020056,0.22360334988831235,0.0650952965294824,,,,0.032032989537963054,-0.01432855597734317
RARRES2,0.015410521527200174,0.05971633102716296,0.013771045321119,0.07770277565279107,0.04685124640596545,0.031840947404712196,-0.017142614591281816,0.024817085911141408,0.0599862952669025,0.052921831290518036,0.04066206619818089,0.05112330560502256,-0.06893045570632005
FGF7,,0.017246133263611813,-0.021871950016155738,-0.034195252486339235,0.12264791603008277,-0.018924358747895657,-0.025370058241870077,0.0584052645975713,-0.07648135783140309,-0.001945533606221723,0.036686474026496545,-0.006030630739272789,-0.09494682780910647
EFNA2,,,,,,,,,,,-0.01909419711430857,,
HBEGF,0.01758314901255211,-0.001866021908714775,0.0955801031099841,-0.008944855830054192,-0.03835845899485786,0.053277830314214625,-0.06207996617300813,0.0031094829807289085,0.07630303792633299,0.03473984584606438,0.005601986902047855,0.011543693442480648,-0.03128607046124416
CSF3,,0.0015383303713089028,0.018114440994775098,-0.11151413407686311,,,,,,0.006367899342933798,-0.0015726582721323596,0.0684493428712124,-0.027033697643979258
PI3,-0.03180660229828875,0.08080065517303966,0.16105276113975714,-0.13885717496409877,,,,,,0.05391757487542462,0.011247818688149855,-0.0050271369584598685,
PCSK1N,0.04310942401920922,0.015324236079173856,-0.04593206376893632,0.1283842774469584,0.0009026336203830072,0.05953706919099992,0.10888523585221065,0.044181340307697325,0.0419651173281013,-0.0029399457508354487,-0.031134615150336976,-0.004517424227117993,0.07994131073838742
NTS,,,,0.06746289510487158,0.012882931845700989,-0.042317825441357766,-0.027576901193645316,,,-0.03981617641816697,-0.023262655803565343,0.09267542726718371,
SFRP1,0.07348332400037605,,-0.02948177017034852,-0.06853019322680627,-0.030934894258428793,-0.015263943376520985,-0.06092728506025043,0.07389541103253341,-0.024710530905341716,0.05736784443624975,-0.07142846257884174,-0.0118885151289461,0.0017946016577590905
CXCL13,,-0.023221716484088415,,0.04039414195826051,,,,,,0.009627582538523183,0.05455887025923413,0.08761716347967784,
MICA,0.0108700108684319,-0.03395918082710599,0.07611655685211423,0.006165413932659854,0.06487755363203587,0.027907149446761068,-0.041239982422374435,-0.009147158066128598,-0.054313691843543475,0.13679714748005933,0.06137627003027496,-0.04427317032994056,-0.04497101202113932
TG,0.04057576981187803,,-0.004072644603365694,0.08057360419256869,-0.025413024405450277,0.09010469674216359,,-0.02624940444101528,0.1928746210793308,-0.022678141685670727,0.042664691948248575,0.06920930447876023,
ADA,-0.009864740801268698,-0.025909042903483875,0.039496581984127886,-0.06206950443852304,-0.04210913388540801,-0.017940322221959112,0.014659027287488241,0.028594973919947645,0.0705485465000344,0.00042869342365778063,-0.015640665321330342,0.006425469917823655,-0.07671595260131474
LAMC3,0.026603263777312224,-0.05059446182170228,-0.009893150050070673,-0.05004879883075183,0.00734877861965224,-0.03367263056880622,-0.0281737344312542,0.004764262144822413,0.027875092146840755,-0.06342040840831449,-0.02417623207654274,-0.06388707977666698,-0.05313881732097402
CCL7,-0.01923086996690165,,0.17874131076176603,-0.05853873504254368,,,,,,-0.025579911516529115,,,
NGF,-0.012109842050657404,,-0.012423185184238765,-0.02002431874331076,-0.02425084148857011,,0.05058790286740879,,-0.021188214664302794,-0.014284047837556834,-0.018837538981292243,0.08386151062715176,
TNFSF15,,,-0.02561447152966035,-0.050581370203400665,-0.029445838153252753,,,,0.048027004220668953,-0.024937541352286957,,-0.013199638299676601,
HMGB1,-0.013764089674645591,-0.10552827836791487,-0.05253341204730484,0.05763722235989168,-0.033479930958720344,0.05240547817339579,-0.018848743900377843,0.016676605145387664,0.024296141623507975,-0.02985253812965268,0.01680915805857691,-0.03080898656380357,0.014472641751556213
ITGB3BP,0.017862759408847864,0.020905872063609318,0.027832635187977267,0.0054197305923161685,-0.013634617790436497,0.03222409821876444,-0.008090279233441768,0.025694733107868357,0.022841390605394186,-0.04053224095963814,0.05532636102180367,-0.008015735572697271,-0.058316640265759764
AANAT,0.022368812908573798,,0.027672886038175453,-0.0075457249117638,,-0.012733419194726097,0.0548118740724352,-0.02344058438057561,,-0.02244080015386773,0.02216902243735795,,
RELN,-0.06023497063871737,-0.03601506813166692,-0.004583619747417336,0.006508482208962863,0.042038329505725565,0.04989883811848621,0.059462507646589016,0.06918336711947191,-0.062353367175958345,,,-0.015943732590478505,-0.04901266420229487
IL15,0.02673597754740056,,0.012107470171735215,0.05034086289556459,0.04814797555448339,-0.027368290840441505,-0.03150870585455208,0.03963839780840523,-0.03644971488315464,-0.041112465319257496,0.0009502433392252488,-0.006910295908741356,0.007618302871848169
UTS2,,,,,,,,,,-0.019109983719061165,,,
BSG,0.06219794116964061,-0.016446245996993097,0.03411801866290065,0.07992947982942869,-0.013405792917059898,0.03888633943070191,0.08502582099981065,0.015704759914592078,0.014695691351699482,0.07577664594047634,0.03871934295445969,-0.010753220598604275,-0.08300441049281428
ADAMTS3,-0.003316107473005514,,0.019782364867917075,-0.008702900798398456,-0.02212061414912839,-0.004829719548230415,-0.0416316418499203,0.010453268614094012,,0.08202745310906698,0.034114251409668506,0.005142406959134478,-0.03287271648950307
CD34,0.022342253311626155,-0.05302739246253506,0.019436790369039336,-0.07824764071478714,-0.028131551778582762,0.0497832951223498,-0.03178374932948872,0.060859529217794965,0.002770740406969502,-0.019311129168164153,0.04897735576911388,-0.044818408231179704,-0.06278583999667998
PLAT,0.00547848746881896,-0.036183069069914094,-0.05752908472286814,-0.07196070645960774,-0.07301980767871684,0.05097483701996182,-0.020154052304691826,0.02436837594340509,-0.04925395937444633,-0.021209339237510498,-0.06949030446296064,-0.016397037098369142,-0.05800992145526595
NTF3,,,,,,-0.02055477619502611,,,,-0.04038710312465176,0.009347462585542346,-0.011298729544730558,
LTA,,,-0.029481768791144974,,,,,-0.02174006129040068,,,,,
CKLF,-0.020226197250794473,-0.03763858580687784,-0.01098102707662226,0.1406672320690969,0.010842675631407228,0.030583594834821207,-0.04040434534401259,0.008184888530251358,-0.0071726936192247695,-0.05465118366033717,0.0742078279943472,0.016365847574922047,-0.07301384029960653
CD24,-0.0035213190700759465,0.028056376144141096,0.000401649761218993,0.11322085623595059,-0.04383874560666933,-0.017776960718074577,0.008354927768695132,-0.0015229472836165697,0.06611796436644692,-0.0014538756397893037,-0.019017924470962577,0.0012129683798092292,0.05595632967619958
HSP90AA1,0.004730053617195442,0.04949881256614927,-0.03562087676894923,-0.1940393305557722,0.010678039489026073,-0.007517796357984376,0.13515813361168544,0.0344511659830544,0.06494498737415733,0.0017567988812159496,-0.07461465573232073,-0.05379691615281705,-0.000342826150769423
BMP4,-0.006608670339825191,-0.06635267883270364,0.03131040572098886,0.01422241210808469,-0.03331195677662971,-0.0013207060504993229,0.1336411288401605,0.00019406102516651466,-0.06533858210579058,0.00865756535892948,-0.02470587068155074,-0.04573987472614915,
SCGB3A1,-0.01923086804384035,0.026593486297244128,,-0.012268071502472623,-0.026746191354061834,0.17292688986717486,0.03173629031606149,0.02881489799845311,-0.013314993734380116,0.051081549445598166,0.09630408073799387,0.013103300922782238,
IGFBP4,-0.062273138139228364,-0.03167787647754379,0.040648941193958,-0.10710121671011875,-0.04572237917344093,0.02970157577681544,0.01845232578632755,0.0452510800777449,0.024124951641965285,-0.05514844849766783,-0.010270151517970243,-0.0184600946416574,-0.04989507276801006
RSPO4,,,0.08026893253488122,-0.0387779657717302,,-0.010740762061290795,,0.01669824063175328,0.014800811408342713,,,0.0011916501116185402,
LEFTY2,0.043105212901158825,-0.09562167995229215,-0.003630435699679031,0.03964502268078619,-0.052556945585588405,-0.011777376962611616,-0.027576919351205056,0.025533694616658213,,-0.0018949178938711246,-0.021954896081390122,0.020851722952487307,-0.04427095827067987
PF4,-0.019948938589619245,,-0.02006927723275585,,,,,,,,-0.017501153608113836,,
ANGPTL2,-0.044474876788027896,-0.02786580588755961,0.0008516100456084912,0.11858710422979327,-0.04707194046529179,-0.009603314262517374,-0.0315678306874451,0.008641395356658635,0.012247295126253237,-0.03766797382912399,0.001601816647102636,-0.019406903841407655,-0.06756463130287017
LRIG2,-0.0436135121877212,0.009815574489775242,-0.012763472832335516,0.07119333751453738,-0.035062486586037,-0.01751839854626599,-0.02195469535263725,0.0007939239575083692,-0.027928798819842546,0.0009587066086694601,-0.04694866447668721,0.019347101781134413,-0.02411996140693374
ICOSLG,0.06143578346161795,-0.05226870733351122,0.04709578119221897,0.015552571761533856,-0.019008826158203054,0.03554817236858104,-0.05402643009083904,0.007821217413496012,-0.06552842284421248,0.035170950216520315,-0.0016021680773530634,-0.054377868215866855,-0.11272200496765543
WIF1,0.030469405760233288,0.04904567268294524,,0.00014438919248363206,0.06757720811898289,-0.02021189037544715,0.08409229955333361,0.004787515703245339,,,,-0.01716079283469864,-0.029095085354907627
NPPC,-0.0010336730617347952,-0.0428868127314656,-0.01269022664461721,-0.03436161091768798,0.040431642789120883,-0.014927030772600453,0.00266684942972023,-0.007392329663748443,0.08098118079507867,0.05643226398161454,-0.008512494374298369,-0.032942015016800885,0.03896709098015495
LYZ,-0.015243853780536935,-0.0444320572510598,-0.006780789837101355,-0.12986292413272282,-0.0024996250606757345,-0.0054165252564832385,-0.06211468841121097,0.05170799575544308,-0.010441392772652698,0.0020230629450576163,0.06666963093435242,-0.0744018569762733,-0.058232403522906914
EREG,,0.12081654158118656,,-0.12405976774478579,,,-0.009095408756474908,,,-0.017920246176718904,-0.003088110953596059,0.07774501055293953,
SPTAN1,0.06367912132339758,-0.03885015036247678,-0.09174862436199523,0.037341199113207865,-0.006496046909035137,-0.01975433344876136,0.09226644028503775,0.008128218895658419,0.016552137076232633,0.02673780499130046,-0.041600647552675465,-0.009019081174247946,-0.016834832227336
PTH2,,,,,,,,,,,,-0.029358293584442377,
LIPC,-0.024422744308305155,,0.047039768233224775,-0.04018835839950812,-0.03249189976258877,,-0.006112327428261905,-0.023879613756611136,0.06869507251914206,,,,
COL8A1,0.07426539688475137,0.02957161852675786,0.05247235395842331,0.037446938190259724,-0.008383229665469462,0.0007514492162270575,-0.07212351952749765,-0.023417846646859183,-0.007220810783330231,0.07610093394448034,0.010234321451157798,-0.041712201952314946,0.017120532684237435
GSTM2,0.022578672455171984,0.052013120517418916,-0.016796877905390892,0.1377984579707107,0.11091971120916909,0.01580061140019769,-0.02040201141815934,0.05430073855375797,0.04728516994244835,-0.06154413888982897,0.0081576770341194,-0.039192305780104755,0.030297592667284354
SPX,0.004449946484662759,,-0.0102050364612282,-0.05021310013195297,0.0641802220393812,0.014924393534190184,-0.012968180083295857,0.026095707664899548,,-0.02579084511435164,-0.021729919177199974,0.0038148527522814894,-0.00526082090701955
MFGE8,-0.013870820980751354,0.09224487031691032,0.016774307942771037,-0.10479003369045686,-0.015413895663015936,-0.00945238999173448,0.0841857770281704,0.04694037515118239,-0.006984078328150038,-0.010986243650070735,-0.050253535501869145,-0.053795026509799025,0.07997930076177502
TGFA,0.044052594947417735,-0.05245928169467402,0.016407309959157824,0.1738696333111621,0.11383949605102238,0.07591788681174794,-0.02575945390428728,-0.011035210131962361,-0.011107033481646655,-0.044259707060142046,0.007285834424478673,-0.013629096547543495,0.0037888312985218595
SLIT2,-0.006117863620759753,-0.025408039858496163,0.0455498623146552,-0.07432778434639895,0.028507752623246424,0.020334985686581382,0.10501517452588872,-0.005066293955273601,-0.04696293757729194,0.08279512089183447,0.0753640771504397,0.044103548569675105,-0.05761160986502588
PLTP,0.035859157354467305,-0.07750486197210714,-0.030925547013833085,-0.029745414944698765,-0.0012144015509566652,-0.04208901779785034,-0.05526748467321982,0.04379492842793838,0.05534802878577151,-0.03569580977520763,0.05654632590061992,0.05566724035421805,-0.0955113793788709
APOD,0.06281112488713743,-0.07556798325369042,-0.05112167222560545,0.19093965504032012,-0.04692987489700794,-0.0018080139482608876,-0.029558682844537044,0.07192083308488145,-0.059204867837406146,-0.04093504314307025,-0.06116794647040777,-0.07375350862812226,-0.0667237098610347
B2M,0.026550502079145992,-0.08716007218682648,-0.009058091558490132,-0.24607428916371815,-0.05879880929021821,-0.007139934862195473,-0.09807382642577565,0.027033876422697018,-0.02423490479520835,0.061053983458329485,0.11588313359842288,-0.0003916991066491006,-0.07284184917950119
OMG,0.02710620207341261,-0.0783340464980268,-0.09378217834259056,0.12405125810262778,-0.03408219838689419,0.010910741411516427,-0.005752197265064839,-0.0026475678663678854,-0.018936647302228184,-0.003382026813742874,0.03184320965131823,-0.004296326402140479,-0.04459176782122014
CXCL3,-0.049263303249582405,0.009742619479309128,0.08143483457074596,-0.0825533426752546,,-0.01149034505887134,0.018378031973021958,-0.015656780958289627,,0.05110755284128793,0.023012206224788802,0.007792150357747179,0.06594259325705912
CXCL10,0.047027288028160384,,0.004494150196450216,-0.007830472371431538,-0.015835222358739597,-0.01745467514232249,0.01434139450319514,-0.024880519691300954,-0.03596445530959076,-0.00981667212885887,-0.023474120511456923,-0.025224530319683396,
RSPO3,0.0634144722050554,-0.0319806242033695,-0.02330655017533313,-0.08024483005659468,-0.047083696876173774,0.08782552865637909,0.13501029874407008,-0.016361034346518623,,-0.012880009602660001,0.019961302345665514,0.012622956569978349,-0.04998585050802051
CORT,0.01435147640421274,-0.0424426454146828,-0.029800851008903582,-0.0244459185331334,-0.015121500665795045,0.07745879390840658,0.2124352627633517,-0.003979959097732787,,-0.029167868526418752,-0.01831406773543864,-0.03070223362797584,0.05090331330087447
NCAN,0.060266869705943686,-0.02137950614926111,-0.06226680130270028,-0.04256705355348434,-0.0417204831016928,0.02048430571579668,0.0445715953428172,-0.037336389243417534,-0.04076553920820471,-0.03745994564774829,-0.037255379900023956,-0.0065280379282936715,0.09025456364249358
PRG4,-0.028920931773656306,-0.03575846924054191,-0.02300255992860439,-0.012483789467672821,,,,0.06957093500359875,,-0.012182586463029688,-0.027023527655538074,-0.03446626408878277,
ZG16B,-0.001132730040784317,,-0.026697284004268688,,,,,,,,,,
TGM2,-0.007929309798766777,0.030947862392076753,0.09099256423974834,-0.1252462673219072,0.019588212236453514,-0.024369575904071347,0.013708993090341348,0.033705509618468917,-0.02059676243952262,0.016318674286684886,-0.0023057149896279607,-0.030314947224827783,-0.017012595670657757
VEGFC,0.0033322658447366206,0.01995436089773181,0.07150253644503153,-0.023857985938522015,0.000995811514464623,-0.04165761625571576,0.05155161050373327,0.032941610426484184,-0.0726772613272003,-0.01990551780067665,0.030560036344315776,-0.03150678881190381,
WNT6,0.09327388023947467,0.029711298443168905,0.005290569778284827,-0.05632844552269019,0.046516884645496345,,,-0.017037515268407872,,0.04664535836469857,-0.034037513456173514,0.20766608419432606,
NRG4,0.06062337075277796,-0.023971196972765466,0.014049073022522824,0.012634729403834736,0.033148869506033025,-0.002127841493439792,0.024277786648695805,0.0388926118326188,0.04285246202650336,,,-0.02437752655526736,
PMCH,0.013863044610687422,,-0.03085886171023374,,,,,,,-0.02600021925056175,0.03771792958979133,-0.014035573300032798,
COL9A1,-0.018563314493555763,0.04497228284924463,0.002999978980394508,0.08103734973272357,-0.04253951602683792,0.0018970642268311638,0.049493156237461866,-0.025950760102876377,0.05412910319374028,-0.012377971053088443,0.033726058068992835,0.019035468778511404,
GDF11,0.04716681463356707,-0.07681363658300969,-0.026491284441306225,0.09968597736627441,-0.03409465910264501,0.03357923566483221,0.020344199973541904,-0.012639767829652647,0.05152665356036127,0.010542245030094561,-0.02309333478148017,0.030793195476746346,-0.03618388843016808
IL24,,,,,,,,,,-0.019385136947747624,-0.017222106611746116,,
SORBS1,0.02888393429911614,-0.01050472102609475,-0.0044178012668041715,0.04105815387078228,-0.0011485451562328922,-0.0360071290964608,-0.042196134257340645,-0.016560556499025724,-0.003717566675520493,0.022598134880801157,-0.028772122129326366,0.03828402124898538,-0.04198161806453169
DLL1,0.03846317577730245,0.03222775881440102,-0.06632466116313294,0.1175138955406645,-0.046885680742305404,0.01764096508183928,-0.06195942031012923,-0.0029962233937858573,0.05971605429797968,-0.051480820113162296,-0.012691367615134402,-0.006051362129533982,0.004510768965470878
TLN1,-0.04219185967895034,0.011771409837119724,-0.08931184197620591,0.15112673639886118,-0.04826298465618353,-0.010442620762394552,-0.08890957052369446,0.06946524707067031,-0.038701221134383026,0.05255966081485287,-0.002616461082851242,-0.05972195239687998,-0.11364085893238444
COL2A1,0.03753531725289563,,,4.444145558905427e-05,-0.023282577464085186,,,-0.015894847057021128,,-0.04237845061270892,0.07164740670301362,0.023886897543469704,
SHH,,,-0.023903436465641286,-0.03104985018870463,-0.02541302712219583,-0.012332312183696873,,0.05325171917657772,,0.04532622845311039,0.07528815160387944,-0.04904470447944811,
PON2,0.054643705591826165,-0.041772147911277056,-0.15672570832089355,0.17966410889508955,-0.0448374354666912,-0.013878086130084406,-0.07171454489346195,-0.0003866663234933405,0.018148010436380497,0.013072164280020818,0.028490869926130168,-0.008318630483259802,0.07536145194197538
ICAM5,-0.05183119246146333,-0.002667907257761033,-0.037255202306307564,-0.11292140057375247,0.03918138002376993,0.009474623280107912,0.11060510421743272,-0.005817971188747872,,0.021688769793790905,0.044783381184549206,0.023923401352390225,0.046011554570145156
HPX,0.04516643372265771,-0.03198063261096846,0.01728002085457288,-0.006957001202068791,-0.021490773992122954,-0.010740762537375463,,0.008497301801479956,-0.05855320447870958,0.07971792627312757,0.05383644537083718,-0.038851106455798805,
SFRP2,0.0004468106842882738,,-0.006326420182754944,,0.012621902353189612,-0.010081588363619253,-0.07456223061467598,0.1252528184617968,,0.07655469427328646,0.041515062796296576,0.02483293545817525,-0.04933853752452883
CFC1,,,,,0.07840202667221412,,0.1399852576169743,,,,,,
CD70,-0.03888361062271445,,-0.0018967112683303303,,,,,,0.01447269621354067,0.09084224390524494,0.04141388979564808,0.08999117277058837,
HP,0.025859945254797363,-0.05186687362562267,0.051123052001111974,-0.1446949621564749,,0.05066873462369591,0.02296548755670005,-0.018268698494569455,-0.0835097450006298,0.03947135986268432,0.0516786554508606,0.07829488401732972,
CXCL2,-0.01998989988924812,-0.00427893646162618,0.029842001383182583,0.004681282123607847,-0.033214921553263804,-0.014927029604364936,-0.059810252759671126,0.016207461498069356,-0.04434163811742581,0.11536887260122834,0.05973388447872217,0.0626132268381312,0.015776716862412554
NPPB,0.0025092923089131934,0.01934916531748424,0.11050968054911478,,,,,-0.019521657070663924,,0.10053851102250172,0.18329193186478582,-0.020977614938758753,
CCK,0.07439506233183663,-0.09306437533825848,-0.0046605776641734376,-0.07009216346684695,0.051690952200818555,0.016069266489433548,0.11226772430815178,0.009731985578876792,,0.003667555961331597,-0.070189649844643,0.008606343210904206,0.05173967499184051
