,UKF248,UKF255,UKF259,UKF260,UKF266,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf
SEMA6A,0.03104045338794302,-0.0977970062856007,-0.008891694889477431,0.022476307251975605,-0.09458756842921717,0.027004744116114105,-0.03854875219186189,0.021433344519964682,-0.008083362537656862,0.0092669358636368,-0.08365815687214392,0.04303123199925637,-0.1461810177694435
IRAK4,-0.019458444598263486,0.05851205590118331,0.01473919252062241,-0.016350756857061093,0.003599279223278009,-0.030565606331630798,-0.007063138951409336,0.025062305369411866,-0.04598950738716582,0.007847580369247808,-0.007245977968132478,0.051518536903478455,-0.05147936028266659
GSTP1,0.04604265889126225,-0.02100322716090291,0.008290525553271803,0.058770789121172694,-0.03357588252560429,0.005070281612642211,-0.024737232200980015,0.053096433025254186,-0.12621202943122242,0.07948963377776204,0.11458322534703659,0.05265889795937136,-0.018416332625484918
VCAM1,0.07189728282048768,0.0660786079079971,-0.022632893339336987,-0.001759042033178245,-0.06379001442113465,-0.019668602370297644,0.009249620666430512,-0.008037744692801359,-0.029151318552194914,0.06759713808430136,0.046956855122084404,0.07260735002157302,-0.018994871142765664
NXPH3,0.0890100714454972,-0.0052558875746212185,-0.03360652623787335,0.09904576014379025,-0.003949529601010764,-0.023652232571584875,0.02865262776868913,-0.05594709092996004,0.025934861419242988,-0.00027071460213613926,-0.008395685370862625,-0.005330825368094831,0.00031631038961582125
MTMR4,-0.0009511825565006442,-0.08346104437459641,-0.008698625928479795,0.10629466596005181,0.0006882472231155826,0.035526012665795206,0.08312100706445734,-0.002077587517536752,-0.023449826310088934,0.0510837532212038,-0.024470481553311,0.04421869957951367,0.039883894329636536
LAMC2,-0.019473005428729612,,0.11010217547478417,,0.08614349189433163,,,,-0.04500957935589139,-0.02383225751613752,-0.022617458411607567,-0.013623713125730803,
IL10,0.0008793371174544525,0.031125815773693947,0.013244176674650573,-0.07923945059951856,,,-0.025923389565921814,-0.01747465848501466,-0.07838902804988114,-0.004407088263720673,0.026566781679385088,0.0008368750434681951,
SEMA4D,0.048948723894766094,-0.1035469687343452,0.020705559047732896,-0.0042486500777123805,0.010747351711761577,0.03713692372280596,-0.004179030018121083,0.014469453920425968,0.0756929784184524,-0.019881109624865185,-0.06367853719423723,0.021988147946833004,-0.03199489936274006
TRH,-0.008380613406374247,-0.02469936107496554,0.05790255407995704,0.01415010745525639,-0.030164692699461933,,0.06234006860215732,0.010718206241693305,,-0.06574821319466284,0.025304281858318355,0.06370684169345654,-0.030078493122776828
SEMA6D,0.06565057818979866,0.04324878932753924,-0.002206779609256484,-0.08350191056121072,0.002887619620202762,0.007366095900046322,0.07537203733905842,-0.010155515440718714,-0.028325461149045786,0.06634073270181494,0.0436046566546814,0.06454959737354331,0.03975832803507007
CEL,,-0.027104580285344602,,0.003203213568381024,,,,,-0.02745726935446197,-0.029355826804148673,-0.02811737275109189,-0.013220384827385223,
PDCD1LG2,-0.02844053432981981,-0.03337280488261055,-0.054840628320419055,0.05431844614470156,-0.020678357470776718,-0.03335313786479221,0.003780310655323421,-0.02989247897262188,-0.012338419480051155,0.1286907098841242,0.11166814551739933,0.013077988435761119,
SPINT1,0.030964804530646258,-0.03254381419655683,0.034033482419234505,-0.0387006899742502,-0.01199997980902702,-0.01755276901012857,-0.04407157154682871,-0.01225929421610357,-0.004452186699461041,0.026063757887137856,0.009376390396225667,0.028544122316859523,
CTHRC1,0.0070132906644707615,0.10270389189777923,0.05284925501771329,-0.015394464964838704,-0.04717117977693221,0.03247093880194938,0.09025321511921634,0.0416035006561873,0.035077747870196525,-0.036283307759123896,0.024175766244759065,0.033294339130877884,
PODXL,-0.054520574031109104,-0.05112125213455701,-0.026291203201670162,0.022259462524397953,-0.07848363870038101,0.0163969178905743,0.05342638074861081,0.07748113763561125,-0.04343807639322708,0.035908177158064665,0.03534374984699514,0.021348500339566406,0.10000030415161536
JAM3,0.023906753040784583,-0.1097653500569182,-0.048234813240699816,0.027917006331198136,-0.09161076883734322,-0.029367422300650172,-0.03129628090099396,-0.016935682407870273,0.03490687012721728,0.08028858984120475,0.07065298725156771,-0.005779244739811397,0.0389002093589096
TGFB2,-0.0351022930736201,-0.0007198312877396514,0.005786252278458095,-0.11517444429332642,0.02024815839466547,-0.008506348433328932,0.04549258202477377,0.04897130228877414,0.0608760032565673,0.015900267252276418,-0.031507929718036315,-0.06715283726677258,-0.041262851550616465
