,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.04955978975461295,,,,,,,,,-0.01796459644955842,,,0.04856304853578535,,
BMP1,0.0286310849057147,-0.022820094772894598,-0.004690901092688322,0.02045125156723126,0.04427120928875866,-0.01651803459883065,-0.1280217621035262,-0.11357265379455533,-0.3163341825707681,-0.14944478865974806,-0.012521736897158546,-0.11600370892093737,-0.2663802157218589,-0.017256175428645992,-0.009674334959032641,-0.10933385493970069,-0.1073475276701665,0.186551275626306,-0.14321777651652687,-0.04212089538427744,-0.09514211669135275,-0.08589262658216225,0.04281949765665769
NDP,-0.0015857871369729841,-0.0403386056485553,0.0816155057005881,0.028152699332345904,0.07924380512394351,0.007975355022739754,0.18775904757851986,0.06953229842621915,-0.005705945659954769,0.043452112497327146,-0.0075879578401126125,-0.0839850196971679,-0.01909921801546248,-0.12199706283410698,-0.03846228878395275,0.09268955583254308,0.07696006020227084,0.06697476876351664,0.04473846262653916,0.06978149011512771,0.3365859825131676,0.18308860001486438,0.08660725273215368
TNFSF18,0.05720400215504624,-0.04909012439943226,0.021107309130187477,0.024307896063081275,,,,0.013727137777083797,-0.06560255317137013,-0.03178322344302301,,,,-0.03671448940331893,,,,0.022436158176598026,,0.020504177369300526,-0.01128169256138147,-0.06231225891675938,
IL36G,,,,,,,,,,,,,-0.031135987421417047,,,,,,,,,,
RTN4,0.0225404418542513,0.3154433766177075,0.052816354381940475,0.06703656582455915,0.004068751280309067,0.0691624680059961,0.24996621660511387,0.3601524877569742,0.4206632594262327,0.1974892016428794,0.169299151548586,0.49680864537345726,0.48872745751213287,0.023776059995464113,-0.06420159027678017,0.17972524926084274,0.1326919791257378,-0.11318837163103146,0.24987665453959484,-0.0665563302046486,-0.03379674657032007,0.2636282347499685,0.06691627477198635
HEBP1,-0.024197693808895783,-0.07955046478762269,0.023681616706988515,0.018498736821397795,-0.010827374443095323,-0.093804190256708,-0.05719399801645094,-0.09163627917380289,-0.1415594150063325,0.017860578784166373,0.011231629456785767,-0.16011821020145767,-0.0878899216063414,0.07170071665788111,-0.07678190122481478,0.14592965833632743,0.059171847872789035,0.08610036868451937,0.04582079343130362,0.041679376398413175,0.22871356103101326,0.005801448665354704,-0.061255139994964014
WNT7B,0.02558808514055775,0.3256547590489078,-0.044550997538348,-0.016780870921133464,0.0242662691684514,0.017646548790765895,0.057053948422676595,0.12442055183510009,0.2436281939501739,0.013098810452505443,0.07905857545494728,,0.12292200189449524,0.033965456027076686,-0.031126118387661324,-0.03132154949264373,0.00741548378528366,0.08176052618439099,0.006870793910566925,0.06955679146392717,0.016280813097310855,0.11574037759267489,0.0667629987326529
PTMA,-0.0023396851039924555,0.011694195983431896,0.10468642787699052,-0.09100082751988062,0.13327870852834026,-0.025156671034999023,-0.1998352297461565,-0.3504477702056968,0.06934231510130154,0.10238916891155915,-0.16494702744226597,-0.5818073651600969,-0.42130322895928823,0.0757019021565798,-0.11566907659946207,-0.11067051787007304,0.012715235801397861,-0.15694888181276426,-0.027726176482123215,-0.027334984113402464,-0.28425376704396116,-0.2454288791393513,-0.1834746033690308
FASLG,-0.020161104331507838,,,,,,,,,,,,,,,,,,,,-0.029176323446723027,,
CEACAM1,0.053567615655878836,,-0.0008357312955840816,0.04488647749437825,,0.09412002029561464,-0.012604167399847314,,-0.08478270616321253,0.01996734564287298,,,,,0.054476521123795425,0.11029315580492881,0.012770786881846045,0.04122924725410738,0.0270411327261284,,0.027050302143044054,,
PDAP1,-0.003094021303541516,-0.11945147865150033,0.08802996156896295,0.010535602333385716,0.06344364022365143,0.04826452008761494,-0.09936548563706796,-0.13008934050635054,-0.22370187097063673,0.015212543068919457,-0.03652753210012142,0.023424036973699453,-0.23843667012525932,-0.001705933462351349,-0.08987012117880055,-0.061637860818557044,-0.09754645644000738,0.06384864222674795,0.04157597545445087,-0.0025132335977967914,0.07039703166764127,-0.1164890065997019,0.011358706650267093
QDPR,-0.041208104146580056,0.25022418498981075,0.10045504767579541,0.06759457487765395,0.08692500988474981,0.047683146271452335,0.25681469354750314,0.09507773151888671,0.11490468331147694,0.046615213234048956,0.014406057569604527,-0.41759131037760394,0.09314785832348833,-0.05982858282533354,0.027293107147828233,0.14885426231475216,0.16752535800903312,-0.13414916256127052,0.05050202328448041,-0.06490557162763452,0.17282573377672963,0.2531149553976053,0.00835644888240913
POMC,0.008212089723825294,0.19285770600914817,0.03618147718785654,-0.01833103114242383,,0.0644903756976549,0.1437033950163562,0.035924571229560526,-0.04202304469444325,-0.0010767241410767866,-0.01540316392871577,-0.09945154198681458,0.13352065783406253,0.02086261748578962,0.012024619805675341,0.07021498780086576,0.07156753046305081,0.01607262460619989,0.02702382812383239,,0.021523428086502913,-0.030612437045026877,-0.08564076483923502
CCL18,,0.002494940962967968,0.007974447437713795,,,,,,,,,-0.17701171357316114,,,-0.031240569845616146,-0.04190914731302838,-0.04387418214476339,,-0.0231840664831389,,,,
CCL17,,,,,,0.013361513851993976,,,,-0.008768232618958316,-0.03588448747992426,,0.019267347985097497,,,-0.08313838920717556,-0.04593357211311819,0.05996090871813519,,,0.056238042147303664,,
VEGFD,,0.01489816142874433,0.03885161100289694,-0.011865134594253687,,0.012334506078351846,-0.0012997052876675724,,-0.06421178405921237,0.024649905450778276,0.010615796537957904,0.03332787202512779,-0.005245758577359362,,-0.07771185361912,,0.04298563053740729,0.07004993868464353,,,,,
TNFSF13,,,0.06722424449893169,,,0.02997481563922547,,0.030673614042570414,,,,,,,,0.09397966897284735,0.04170891060313771,0.056859235883552316,0.06642641304417028,,0.044936559753247556,0.05660511443780115,
WNT5A,0.018293872464904777,-0.10584474689917803,-0.06277315736241243,-0.011387760042965324,-0.02317899528338298,0.04827963731941364,-0.06038575458575231,-0.2425364158172314,-0.24742475315762388,0.010911932961880524,-0.032453416002073555,0.06370673402732784,-0.09764516089825462,-0.026362943749395674,-0.09595393338129539,0.04694076597973315,0.06103093564460384,0.05654394293128211,-0.002565656892495764,-0.008296369161283184,-0.017453855748704103,-0.21290447347705962,-0.08414832599210582
CXCL8,,-0.16564345462011032,-0.0730982103544507,0.013872356384624833,-0.06750138696910539,-0.05308515667792913,-0.12099861493136037,0.016147065576984657,-0.07378096994754854,-0.10536212051776239,-0.013817237286328178,-0.18195383875219134,-0.13824506500887682,,-0.010287088800374955,-0.3334283884569373,-0.4011129875094709,0.011055293440503785,-0.1359779113814479,-0.019631426958790228,-0.024021541656402134,-0.26080779753965116,-0.04065682170285939
GRN,0.004211269480547064,-0.11307278836896736,-0.10994567486297112,-0.011627404426861337,0.0770258681968721,-0.04247150396493951,-0.10224331446087957,-0.22916592313682121,-0.32368847162426245,0.005473705862171737,-0.1018231167448737,-0.316095611129845,0.06662830019286466,-0.02890058441782562,-0.02905944104386757,-0.025907019313116533,0.005418881476427968,0.15533127548984077,-0.05216430700074618,0.0780438782796057,-0.26581787341995333,-0.09471789435259911,-0.028351089988055515
MIA,0.00804825280587886,-0.006328392394051797,0.033123715720376964,-0.0110539188470674,-0.04063288314970248,-0.020297737592111714,-0.10174063001435027,-0.05623423678567375,-0.11405154053624647,-0.08013918609681127,-0.027571791768508894,,-0.01779114126087568,-0.036286050860108075,-0.06755105941050876,0.10887617000543018,0.21579947665250307,0.06678778991289237,-0.12782652731055896,,0.296677272453984,-0.07128739812559891,
COL4A4,-0.003913348437470843,-0.06602890548578963,0.050645882059551985,0.012858707715698785,0.02249494643079322,-0.0052888403344918756,-0.0689038628525493,-0.08679850154425,0.014308371699092251,-0.0017443079813677853,0.04802488015693195,,-0.06944659909538371,,,0.0984800031081562,0.06774187363762059,0.059075596745416216,0.03355029981740435,,-0.06743109454261592,-0.08377546071182505,
TAC1,0.026085665598980408,0.36212566901451515,0.1301639670929961,0.06512157246775833,0.03951029359630826,0.23171580232582914,0.34063668139024555,0.35261299849341626,0.3948541032965061,0.24492524940533625,0.11392009233140885,0.3650120807136621,0.4718859064320973,,,,,,0.10862204446011647,0.12828609993661436,0.00580913835464417,0.23749262386299697,0.20564716529275331
RARRES2,-0.04475262353952714,0.08818470947875602,0.050419374224262896,-0.012571486739192094,0.02574676041660676,0.04656155142559578,-0.24581549200275982,-0.19782182771318516,-0.34909245767373537,0.1673543357457299,-0.0422902629159019,-0.19959771638268495,-0.24332108100454838,-0.049485740443968286,0.13281315578736885,-0.17498763763678885,-0.15908372142916305,-0.073542755863195,-0.0970121738626043,-0.04430138436440476,0.1272414974365354,-0.14821661116814705,-0.03207276663717542
FGF7,-0.014936360628198045,-0.05194600681040693,,-0.036281802184863564,-0.006007892694256642,0.0858109767140589,0.09561014048751652,-0.04603715928754525,-0.03120048243378983,0.028449924787860428,0.007348576778154377,0.07413345444319103,-0.0293179521941108,0.07037973235463897,-0.018188591669749263,0.1691898470280194,0.05342203598673027,0.031240299320802054,0.08745789456269616,0.11286770905714708,0.2390110679603931,0.0035959238480236075,-0.05697464131215325
EFNA2,,,,,,,,,,,,,,,,,0.041698908522514476,,,,,,
HBEGF,0.013869695079017131,-0.09102019239438494,-0.10004563649031453,-0.04554532481996883,-0.026002222531104274,0.010595804918856894,-0.11745914135148079,-0.18217701149154034,-0.12318593348604041,-0.20458527067780607,-0.027029460140303305,-0.20537943982358758,-0.09859689579560267,-0.00813630116802281,-0.09510541751012525,0.03575171628981801,0.05723761733793898,-0.024373695228293878,-0.06314610419762816,0.01443318341756414,-0.11922517354070569,-0.23512767563983944,-0.07608814583578521
CSF3,,-0.07467058259508012,,,-0.052707967563286114,-0.00518694528778296,-0.011180063411817764,,-0.029126952742132988,,,,,,,-0.1994917690574328,-0.25397113046117575,,-0.08915438377525375,-0.018668417130233806,0.014806453221129199,-0.1182681595771595,
PI3,,-0.08845844003457412,-0.03938841727603757,,-0.053192741153757495,-0.032396712573876565,-0.059433876402347006,,-0.06605156006792941,,,,,,0.011031632970643027,-0.29335492097519544,-0.39229784161930864,0.03643116455759292,-0.1392007623002046,,-0.04653998886707556,-0.23123679748230733,
PCSK1N,-0.05807985630701371,0.4013423970362433,0.1270309284952406,0.13121225523446176,0.06326951856602198,0.02152304307283952,0.046715662151206226,0.15806053619751817,0.2505106482989906,-0.024721098826311044,0.17065265558242226,0.5301669071977638,0.4357456071571065,0.047257912156288225,-0.03120409670784052,0.21397362175177007,0.2191043071642637,-0.034581363048630596,0.26523439832229856,0.1174222128071024,0.29737110642529335,0.2976459025573434,0.09725124514082675
NTS,,,,,,,-0.12353109666392974,0.09935947047795732,-0.04612142929572798,-0.0118106094122912,-0.055689456355088214,-0.1050983386008336,,,,0.1214756542462601,0.1554032962645408,,0.1283067387362481,,0.20550029909405776,,
SFRP1,0.048812818717694086,0.1218238646004074,-0.016772274362845403,-0.036193468734811295,,0.0133629565819977,0.09644691794778723,-0.09983781821435195,-0.007306525082123862,-0.02876508923186336,0.0760711994718525,-0.13367529911527637,0.03843846842347318,-0.004740634397260563,0.1332899521663252,0.16594542756684233,0.17472203805205083,0.0033310682824665983,0.051182747229767796,-0.027096735895350166,-0.11316331540457232,-0.0017902458633424427,0.051433953124505855
CXCL13,,,,-0.022058798672630806,-0.009902796924013921,,0.011432445703077792,,,,,,,,,-0.04402464732499534,-0.1524862864628099,,0.00889887792114379,,,-0.058938147001976346,
MICA,0.06036591517097779,-0.12985738041660222,-0.09724924364159138,0.0026817377891159076,-0.03684156345097491,0.018261907262552127,-0.02544973189756065,0.015636622888221888,-0.10628687699088361,0.024517050407262764,0.015682472763445005,-0.056074448438691284,-0.17751790132803766,0.032880268665299014,0.040803284953296666,0.036429427688161334,0.06398438960922513,0.087961169880044,0.07567512240641214,0.06254501005396376,0.010593871433730017,-0.004890935960622694,-0.0055195282495098036
TG,0.055433599906745214,-0.006402945332810856,0.06178447237849514,0.017898525777447653,,0.008030041469146184,-0.0296362680360492,0.05596814781753934,-0.03857772654078695,0.015230163931568357,-0.01690741939493322,,-0.033745040254099294,-0.03152923031958579,-0.013825206394334032,0.0925184532468445,0.02623451484313486,,0.021589958612768075,,0.011172849219673115,0.03345418558268262,
