,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,0.02119905729769437,,,,,,,,,0.01627074282809571,0.06523798482268738,
BMP1,0.012216491582104673,0.017514374340892622,0.009922819750239646,0.056846563412329444,0.10296491160196726,0.1153098059350182,-0.05492208026428709,-0.022757435853638354,-0.05895094081491225,0.009303950655675311,-0.01273810906189585,0.013124893498768732,-0.04029363694951099,-0.009976662174260152,0.02260170601822643,-0.010322484819540293,0.08396288857770938
NDP,-0.023854346498185987,-0.014324063162554461,-0.008224307735542207,0.012452931496555115,-0.026045432710629635,0.038647923063640954,-0.018842401878869857,0.01811610338443245,0.05131674971555968,0.04748020021057264,-0.02798597778483309,0.04159703435410353,-0.03371693562851843,0.05708899508580425,0.004208269975907809,0.09288031215725095,0.10669499667141943
TNFSF18,-0.027024234195357225,0.016661515855803496,,,0.03415292592987147,0.03529361917545156,-0.014222980458809965,,,,0.05650717061205377,,,,-0.016098534702988474,0.018069796126149753,-0.0007871693736419675
IL36G,,,,,,,,,,-0.019846034370142443,,,,,,,
RTN4,0.01975856865508299,-0.050478618723223664,-0.021037512793679977,0.018824197733458153,-0.10024287109858912,-0.13502318860810875,0.02437572242796788,-0.05428900419253473,-0.021136783474651775,-0.05715237529316618,-0.07837160713406967,-0.05261937258666563,0.053604251704475976,-0.05314737999713391,-0.013905159575252945,0.003663371456053499,-0.014081901720167746
HEBP1,-0.042652232887131096,-0.009618218935344699,0.06977971985485669,0.043863587715702396,0.06792141867841113,0.04068922485289354,-0.0018393538738739835,0.025344332247727905,0.00391525417251631,-0.020692685709212583,0.007154940490607737,0.01861507355667131,-0.050787422058561904,0.03875953841818121,-0.042607664462101943,-0.0029727459545538836,0.07566306620584798
WNT7B,-0.025551672711272625,0.0008756787658668173,-0.04567371025079129,0.015852943481835958,0.007286430481817276,-0.04955938691236622,-0.033166551235871755,-0.013054820716752598,,0.025008762866540454,,0.01620120313741216,-0.009035532109104018,0.06870000011041524,-0.01846882828529126,-0.04029935621303667,0.04001942209911144
PTMA,-0.024730989328667265,0.00043355685026879107,0.010555629378026808,-0.009016864190202508,0.10062564547510805,-0.08589607367527032,0.02067119317855209,0.04662591806187694,0.028023545842057327,0.02373333048021034,0.0566918888261614,-0.13403624393044614,-0.06928050480474876,-0.0019877703893167622,0.013397099722399311,-0.01183820924656193,-0.010518680838827846
FASLG,,,,,,,,,,,,,,,,0.12377710280138722,
CEACAM1,0.03688083712668046,-0.01950145406694521,0.04455211964688041,0.0011802514218690755,,0.06227566718323432,-0.02236935986364923,,,,0.1067269471640143,0.21900033323922477,-0.019563787414702345,-0.017496423947073417,-0.023131913658423126,-0.013307914449444458,
PDAP1,0.002046348260142109,0.06217945185533603,0.0190326727521424,0.04932199114785741,0.05268147742988625,0.15914087227216278,0.03409378081752241,0.007190811039142154,-0.04225542461549933,0.02782356825944607,0.007409251559341943,0.07985231456991344,0.03503596644849499,-0.019000133365011114,0.01605244188033349,-0.009778882346267089,-0.008847331603735461
QDPR,-0.05079996319187604,-0.007172623072311567,0.0018639161777051873,-0.0008369299801904148,0.017467328571269605,-0.09854674979979265,0.037599791562855,-0.010169255842535243,0.06055581087239244,-0.07024157223865315,0.021757110934753743,-0.07166597538310861,0.0007936949939970725,0.0592668067233696,-0.03486352608262263,0.0077149162075941915,-0.03701266925775579
POMC,0.10388089942253018,-0.016432591374620133,-0.03725750202769464,-0.014639075681393096,-0.006373445257493137,-0.0020947066370621244,-0.016503221797602115,0.013844263549676283,-0.030097957012504287,0.05038089997095451,0.017106817052469154,0.14863886022375622,0.04566758653319102,-0.04098787450361025,-0.029135174866478233,0.058605193404986634,0.04935484927993626
CCL18,0.04444344931326058,,,,,,,,-0.03638809695506574,,,-0.02447660533191353,0.05187897987535956,-0.0018796844889717118,,,
CCL17,,,-0.030568780009776846,,,,-0.01773882576137468,-0.01615820841610603,,-0.018129915825849857,,,-0.013879560256803362,-0.025257186383191018,-0.02058116101284898,-0.01839178865557257,
VEGFD,-0.0288635647753609,0.04252353320821183,-0.008455012543307995,-0.007467465673474225,,-0.04331690718073187,-0.018899218478219227,-0.011852241281304162,-0.02475951008158003,0.06953720120620104,0.02500738315987276,,,0.005472642008098694,-0.021706772507228876,,
TNFSF13,-0.021781372205847898,,-0.021085660301245597,,-0.014474587079088367,,,,,,,,0.022188726304999778,0.047815663929871084,-0.02207063356652369,-0.02996788451403067,0.024379054572258786
WNT5A,-0.019504462019459434,-0.005584370626947863,0.020279167766943197,0.02147010269038796,0.019028000607406895,0.09429655258386352,0.00040447063943230684,0.06402370570700823,-0.01483222804015586,0.03749885230653744,-0.005246913957276445,0.139816434859371,0.010738570272079659,-0.02224509697757588,-0.060552206428147466,0.045673350264194945,0.02239331093120494
CXCL8,0.10665603770485492,0.026097582903660203,-0.03319581881773561,-0.011531936807467282,-0.020589161310507684,0.030366715603549733,0.010740662995661534,-0.011037322433734384,-0.046031102112262065,0.07209599186206224,0.01970878522103914,-0.043094917362715576,-0.005106466962889733,-0.11860727395016515,0.0051446041873267345,0.0013471922429717268,-0.04294951006566224
GRN,0.04878077793524326,-0.007723830246909277,0.005895874800586836,-0.0074973246697204125,0.006460363946274508,0.1367034757694346,0.012837644767629018,-0.01789972906387177,0.005457160186142521,-0.028804882302590734,0.03274825979007296,-0.02417684990378402,0.022447275304135345,-0.02670139519533273,-0.0028466934375633215,-0.015338834535141675,-0.014138922168494196
MIA,0.055205986588081894,-0.024840696633723087,0.08619313042475654,-0.029629412617798924,0.057068336322133054,0.06869094844145598,-0.0019243016009242277,-0.013479428398711121,,-0.026610812749643845,0.016523793277474257,-0.003160104985191431,0.0009838948636219805,0.1180123158388548,0.0067498263583776865,0.028231890620345635,0.008780073773511617
COL4A4,-0.03466489577777055,0.06357601860790918,0.032881080532154695,0.0076817078233479275,-0.01377193011247608,-0.025479857915776657,-0.018519882910578146,-0.02264436772645494,,-0.02581347560431543,0.014699497651489424,0.014422727734804568,-0.03667372390222275,-0.013208979587869672,0.11367195955203646,-0.022810097496455465,0.12158749465508169
TAC1,-0.01554765016979788,-0.04777170616852488,0.012577145168195728,-0.001121962637141523,-0.05320176237024797,-0.10028900831974484,0.06164827915375124,-0.020138554583807054,-0.04123386801162511,-0.008324573702459629,,,,,,-0.007114562972259471,-0.010443185493084168
RARRES2,-0.04342208962323309,0.006065966309556158,0.05663574435964639,0.029996998363365737,-0.013251475144048442,0.14631489259703823,-0.005013015335534517,0.03927102184837366,0.006496367332571852,0.00758998124877602,0.02239532738553038,0.03931081224031141,0.0223722918357049,-0.07451462895388342,0.004938196575412259,0.0554857397045646,0.013427136277630822
FGF7,,0.09416389269271674,0.027099245749094353,0.020263010589261096,0.009628659054182823,-0.0030671644370974336,0.003925866934095292,-0.01534646708844918,-0.02715678029433289,0.016121955641279766,0.032064612849721,-0.006695559912311168,0.014420712644418845,0.018107730549816556,-0.009634251056379863,0.03521216330756108,0.040950682810098636
EFNA2,,,,,,,,,,,,,,-0.01662918004716314,,,
HBEGF,0.06367055701044969,0.018130387260752705,-0.015465903068966703,-0.03862253622178304,0.09012548313886054,0.08174112145799908,-0.055365542454813434,0.035386605794774095,0.0856931260169028,-0.026869981158331953,0.05020506246028828,0.040729757255433575,0.07034027196385857,0.009221858728326005,0.05827532330220848,-0.04966055052373113,-0.04301971067211427
CSF3,,,0.01907621804619687,-0.0673381028259014,,0.12302996307850739,,,,,,,-0.014057699707408977,-0.03556455658142547,,-0.019363716186038448,-0.014671176698775068
PI3,0.014063221541848112,,-0.021062953780038283,0.013330182359173532,,0.1440021671253848,,,,,,,-0.0012572331628153916,-0.11728078506188432,0.09694110902577159,-0.04207092230820897,-0.0009222714896295385
PCSK1N,-0.054009245796358844,-0.036251125276490666,-0.04416375236038424,0.015059111870926897,-0.04509702127997309,-0.07953301972954428,-0.07774285027222022,-0.010373375703161023,-0.029881259940714746,-0.02010366389421009,0.027452740007970232,0.07135861492775121,0.02559351049576718,-0.04316373109994338,0.04159690328151523,0.07289180528308248,0.002453250892187961
