,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
B2M,0.06097065079572519,0.01701016061325762,-0.012609864592307129,0.11723360190982958,-0.034404791504260054,0.04317186499372994
OMG,0.012638881662248493,0.026283752330573756,0.06100227185608352,-0.030883975343582795,0.06855167643843324,0.01704475241677372
CXCL3,0.06164267944936801,-0.002656394532471243,-0.018506058350705002,-0.0363673686819475,0.002011582012892065,-0.05015821964142503
CXCL10,0.11505785482175886,-0.025054947252369505,-0.024931608035664445,-0.025224530319683396,-0.01415698087040554,0.08712848491633932
RSPO3,-0.03174105125741423,0.011286852599637149,,0.03883278561707586,-0.01759923674985923,0.018303928896562967
CORT,0.021128888994458757,-0.01954739905436646,,-0.003956353187913087,,
NCAN,0.05143899971722755,0.02948936439886195,-0.019428118376713422,-0.07949508423277095,0.05918332337591712,0.010669506639091617
PRG4,-0.0202102071471575,-0.02884338348914919,,-0.035522534669868586,0.026418425966379173,-0.03318293876545159
ZG16B,,,,,-0.021944354199306373,0.07586014580253561
TGM2,0.010361876918110925,-0.03152425530571538,-0.033309381838160915,0.046994443351719324,-0.041357796957346496,0.042875618992437525
VEGFC,-0.023746853104478525,0.04756624318719602,-0.024409795910172425,-0.03150678881190381,0.06259051722828725,0.039451487038993614
WNT6,-0.02754573158185884,-0.013833962077476478,,-0.024500053355816485,-0.02650231777123961,0.14612627977537992
NRG4,,,-0.019600713540955553,0.006509925922462505,-0.017599238722313785,-0.03160453067404583
PMCH,-0.018755337220099463,0.017096083297008267,,0.1160068691101487,0.016658858489391207,0.07033488085991946
COL9A1,0.044593808603539974,0.07194569075479808,0.04260484324185062,0.009276569646900917,0.07586549823566179,-0.0002669699146191582
GDF11,0.06267039271185115,-0.022255915266150745,-0.005477896528744604,-0.00636326798451889,0.009577488594737747,-0.05198945110716418
RAET1E,,,,,-0.019306239832414043,
IL24,-0.013983527485252306,-0.018381901572047523,,,,-0.035332813914881876
SORBS1,0.016917120647599232,-0.010139986075769795,-0.02214690011716713,0.06689680078885961,0.0022544903765885477,0.03178866850449617
DLL1,0.026045440301443963,0.04888388071243141,0.013342201152525329,-0.04883871391427277,0.0015991717559629547,-0.027566741918853756
TLN1,-0.0174870877866608,0.019642545236626098,-0.0505646488038156,0.03606471770922093,-0.038248030955003745,0.00884177765795558
COL2A1,0.06947182203622382,0.0439901272231313,,0.021482191013277283,-0.025612837848819747,-0.028473985780433822
SHH,0.015993494496778896,0.03596890033753849,0.025957430631575483,0.08836561267016772,0.006280673984558827,0.03109440776324662
PON2,0.05593550514567873,0.06336072374603921,0.0020523133902618346,-0.035624082463339896,0.07960631032386505,-0.01773220521161177
ICAM5,0.0047899511557673545,-0.002463151271200512,,0.027682382925132407,0.020267409357101727,0.04921531462040831
HPX,0.02634931631683081,0.09915005306496695,-0.026279520188278855,0.08918554995060982,-0.04061446742112496,-0.016250754666218996
SFRP2,0.0651716368594038,0.019214137731978678,0.015283595911692247,0.059647420970095504,0.012821793041211477,0.06324060108673403
CFC1,,,,,,0.21538778724586422
CD70,0.11649428797776074,0.03128609829703123,,0.09169776713472903,-0.011171421554403744,-0.05552021887195735
HP,0.06819762941802163,0.019954998759009107,-0.025103467365283856,0.048021690244920597,-0.026326536224374565,-0.01531544781248454
CXCL2,0.0562359211444092,0.02592573041733348,0.002737544828240592,0.02674452390024297,0.017028032723037344,-0.00041155231367942025
NPPB,-0.036841375139265636,0.03472618403867097,,0.05076388077134803,-0.017852467652691745,
CCK,-0.013535178732141228,-0.015382962248529693,0.012938251125813933,-0.014914711385167161,-0.023159469915715502,0.057025415605916306
SEMA6A,0.012732252551260625,0.027395803715769305,0.09096402056951093,-0.025755593721835324,0.04182059054722066,-0.011407213233103503
IRAK4,-0.01827524571612625,0.06978188311925376,-0.045646047118358825,0.023142943394854846,0.03394077988810789,-0.08488515185773153
GSTP1,0.045860075935252195,-0.008302334772997291,0.032010893981805816,0.003957509785933017,0.06536512094461255,-0.010632603535142768
VCAM1,0.07801159508420207,0.008880875529195831,0.012267400391325572,0.014700931354059315,-0.032235288394662984,0.05230970185959692
NXPH3,0.030617993681426384,-0.01613341513742492,0.028999975423629348,0.045435057668757106,0.027321644963066858,0.001607134186385928
MTMR4,0.0033177486618744625,0.03081194409488073,-0.011550038189488167,-0.04993746519233743,0.0539586618329371,0.08221242396196243
LAMC2,-0.017191471430447726,-0.024140594626704405,-0.018950860134525734,-0.013623713125730803,-0.03401442555745941,-0.030433987524276084
IL10,-0.006353576745178333,-0.0026155855609174003,-0.018279924541056716,-0.011710095082499336,0.02944196399826459,0.057391371304872596
SEMA4D,-0.038421531766198544,0.04496499831903589,0.013322744586074025,-0.1221752689153115,0.05918777029639902,0.0820569115359605
TRH,0.010987915025578653,0.053963679808013046,-0.041887010848163236,-0.009971755707993786,-0.01999596098381136,-0.0014493108268007382
SEMA6D,0.0034377289954650708,0.005835870982089551,0.005852709495852191,-0.03056351661042846,0.033586987432817635,-0.06040405107895612
CEL,-0.021175914932899945,0.05301904621165545,-0.009672826615899188,0.030905975872308516,-0.041169299202680164,-0.0325145635776293
PDCD1LG2,0.024797250078179824,0.047283415586802345,-0.002194777759605385,-0.012675545315814538,0.08750710324110875,0.010964079958192968
SPINT1,0.056113084986319575,0.10889311061991598,-0.03744335475893253,-0.0013259961733895495,0.0035945391099469304,-0.03701222277991057
CTHRC1,0.0025083482704198667,0.021423938823882733,-0.005922346120765298,0.06010285192114208,-0.042976372711006953,0.02772873320978927
PODXL,0.041373015338505494,0.03343274774936741,-0.05559322600704363,0.04455949066394014,0.0002776334321549256,0.0538645105592741
JAM3,0.02587409335269481,0.0452204724317883,0.05390056949203453,-0.004030297500628385,-0.0360608001714616,-0.046541394686185095
TGFB2,0.008828770628798874,0.03617957802000989,0.03604147130296616,-0.04009501925488116,0.012482659224151087,0.013358059586666218
COL18A1,0.007684046179732124,-0.010125060011206496,-0.010739452985301854,0.07965780255497427,-0.042624908254079316,0.08685967466599233
NODAL,-0.020903978519359396,-0.0044143655686830156,0.04447994759472922,0.10375557786946298,0.004035557492975311,-0.03750761742234205
INHBB,0.06743862697001343,0.018705654252476146,-0.040909344362982145,0.03112895028189334,0.06636406520148976,-0.03837831350869069
LCN1,0.15526302408728201,-0.021442924790163017,,,-0.020221004104377563,0.0018625133859273193
ARF4,-0.006409643150189164,0.00811193679507571,0.006531911413239962,-0.008775907069522608,0.008750212162747698,-0.01167536312722261
CXCL14,0.012775601192871897,0.024888697523057002,-0.023140104744749628,0.09303194258134877,0.04903189754186707,0.025962563708855253
LIF,-0.019447572991267963,-0.08447033347346296,-0.007874546820841826,0.10931200439261715,-0.007139446912369363,-0.054790873698385596
IL17B,0.0030637859852878048,0.03680555233913853,,0.05783955663200007,0.05178656685854221,-0.024135543766187276
MMP1,-0.030569827119648812,-0.00981582592743008,,-0.014035572188501273,-0.04675006044314337,0.003237835287983549
MATN1,-0.011975375261508246,0.05204379609637553,0.007642066549251988,-0.019975892859371062,0.043753610023650864,-0.021994963392357823
ADAM28,0.04191420115043524,-0.04589903335048049,-0.007230226651065428,-0.011173794091058746,0.04439809603567535,-0.0004616967159546885
TCN2,-0.012395380332722469,0.023110430625959202,-0.06571333276150565,0.04868042046513577,-0.019053876952688294,0.02589987237388285
THPO,,,,-0.01732816181564588,0.13227473456674319,-0.03296145243433253
CUBN,-0.009990231583185377,0.018361226122191866,0.003406646206026825,-0.028684021116110743,0.01118978497765033,-0.023293808516341115
TIMP3,-0.05209054969686287,-0.05582843896047621,0.010144544775410167,0.06249643839373182,-0.06994928696303317,0.038174867711239714
PIGF,-0.0015215605683762787,0.0014627781490682244,-0.02895526541674854,-0.009511437975667808,0.047046172559875,-0.025482461243552683
CRH,-0.012410826238525154,0.0583655124679215,-0.03231030729738521,-0.030742999730367322,0.02535050776652159,0.10367166025695013
BDNF,0.026225960353862904,0.02240318157670735,-0.04107127203378212,0.05548458779812563,0.038036910215456195,0.023162303513056644
CCL5,0.03772180857716947,0.021196828286333007,-0.015064362697350817,-0.0026545968551242535,0.0008199169149416952,0.08111550321016757
GAD1,0.05527912032442357,-0.02257749807321447,-0.0036192644156979505,-0.027648042072913038,0.07711241627537935,0.0222395168084372
COL14A1,0.04897785815499734,0.0073310392228919325,-0.038187803845129084,0.05212178310744858,-0.03122180024503571,0.01681732991392083
HLA-A,-2.0486639034523208e-05,-0.018975215745127016,-0.018586183351221534,0.02731314868438377,-0.007315858648668136,-0.0559824340801516
FGF18,0.07480814755055684,0.027843609995600347,,0.0369459848630258,-0.019995962588071618,0.004394622698993272
ADM,-0.02240293362802821,-0.04672693432141563,-0.05984272508182555,0.0212943626016708,0.06545029375506263,-0.013086152352572206
CCL15,,,,,-0.017342496800283002,
GNAI2,-0.0398961355138516,-0.040321600277008506,0.022870116827154566,0.048160704702540795,-0.03171499032050633,0.011929709456818734
HDC,,,,,-0.01977839742579415,-0.02199495343104707
COL11A1,0.005041172565917448,-0.012538141846055142,0.01983675725211591,0.008871468357941014,-0.004994806469490341,-0.022453612110808305
NUCB2,-0.00015853638804918046,0.013388948463554672,0.1063550839011762,-0.010104359318948281,-0.029679886911925413,0.035494859980943795
FGF16,,,,,,-0.021673167280222262
CXCL1,0.027526809396225895,0.05352656476693392,-0.02881487471834288,-0.040036780814142865,-0.0124150434153792,-0.015373153997930452
VCAN,0.01562549158763389,0.0520078130099959,-0.0066341844593458925,-0.030953878614920466,-0.012356573795632233,-0.07422943004600849
MMP7,0.05140299043483644,0.028978210051645,,0.1017694987078159,-0.10849682120359766,-0.010990235440965005
PTPN6,0.017021144549242154,-0.0026088047923169795,-0.06805802357918818,0.006590674059742366,0.05673174117771873,0.008707567168737001
PTGS2,0.00176283220857421,-0.04816636193953909,0.0192625130090543,0.008743905089672661,0.016017931751741005,-0.003157937567092568
XCL1,,,,,,0.016389372329402754
CD58,0.08158388105030187,0.019182886890820632,0.0022491631383279,0.01942183255623261,0.018029091651981403,0.018150549328521105
TNFSF14,-0.01829886721173473,0.043546858449302665,0.010511315416273615,-0.02026662963732873,0.001700939452632759,0.0064335812163180675
CNTN4,-0.03736735456110999,0.03590685468111289,-0.024056504339532915,-0.027989330169796194,-0.029509336796805057,0.05541317854678493
INSL3,0.001049347063079947,-0.02118189670147801,,0.054474009011347205,-0.00619389068671209,
BTLA,,,,,-0.02296101274660608,
MFNG,0.0879327033932085,0.05033926999496924,-0.02767225241778616,0.004960889433903973,0.03296768911961978,-0.046666123536260526
ICAM1,0.03857267086214588,-0.04410154475886289,-0.017228332754319897,0.0006280442638606344,0.05322737637655848,-0.07152073968026501
PROS1,0.014359948852484707,-0.026192132082542074,-0.03376541799533447,0.07595959940880094,-0.015107388783816067,0.05124374138302868
CLCF1,0.03584664994543794,-0.022577001652203877,-0.028704994407763956,0.07625842787067515,-0.05863955778233439,0.005089526909433628
PSAP,0.029713947072978197,-0.0011510858295987838,-0.03345726004989806,0.01443656620955587,0.01419391161971121,-0.012949828313729834
EFEMP1,0.10017157278331996,-0.020201222326470716,0.0028242640360816576,0.05773995510048861,-0.0586060794490897,-0.013939881420752037
C1QTNF1,0.007717706593854232,-0.0020388557749454607,0.028189617492135537,0.003560674454765651,0.007102943490850848,-0.09708228217004888
ALB,-0.030166513741043035,0.04160611434920037,0.0380391035481752,0.0003544851625648416,0.020023213131581136,0.03463017278647957
CCL13,-0.013583816275098191,,,-0.0227332342683898,,
EFNA3,-0.03755686364924104,-0.03685213148915791,-0.041080157452441556,0.027093830000188605,0.09143210187230855,1.2197523999837231e-05
DRAXIN,0.005172534066741345,-0.03523924632233664,0.06406237874369931,-0.08982495099565939,0.015443955055835836,0.008322870905875562
RAET1L,,0.10837901555252531,,-0.009384937031312025,,
NPTX2,0.003466833599107229,0.025609432067645304,0.02810582659295454,0.07115280641999465,0.003847389788097064,0.07746607386017397
FGF11,0.04909073749673939,-0.05193477940691057,-0.00038984409948443233,-0.03604592064610889,0.0628454360473562,-0.044785434782540295
CD59,0.035144861020201965,-0.03046597418693613,-0.042520390031300315,0.08278112429300186,-0.03194062968117202,0.05262163877890567
COL9A2,0.01559712844553947,0.06369190222490749,0.06659054435953451,-0.012704933127168968,0.08330047518547883,0.0017865075817598535
DLL3,-0.03357484858609035,0.010994567484528869,0.025504291920777886,-0.060911321162136746,0.047607961672280256,-0.018384253184837617
FGF5,,,,,-0.033058744847830356,-0.0234801188178607
LIN7C,0.043895151900773186,0.034828994511839295,-0.007937405118746686,-0.0005838049276132087,0.04153087393291854,-0.026026939597076963
GDF7,,0.004427063599791306,-0.01430663871239899,-0.01647558535066472,-0.03387226477193645,0.06362965013264597
PSPN,-0.04242650786567179,-0.05683262441477508,-0.004691458922633386,-0.0215838831137673,0.09320507678543145,-0.0043763552284399
ANGPT1,-0.011654745606943113,0.0230554099142203,-0.034263623221716624,0.01305412712086809,-0.04471253646577087,-0.052814531570513655
PNOC,,0.062260617378184765,,-0.019532479349019943,0.04320736928236523,0.03267571948460658
L1CAM,0.03438800580687222,-0.017853955775804807,0.07436436534878438,0.008772775007619376,-0.015401806390368256,0.0005225254800983513
APOA1,0.01915812080661078,0.01748732838955736,-0.026443897384206102,-0.02090281128352236,0.014856250456826743,-0.0468412779372857
PSEN1,-0.007566110725427227,0.01465593847816025,-0.032490296919898166,0.0914333829125051,0.0010882083038928835,-0.027659466045585605
CALM2,0.04192105436009098,-0.0012230701538068756,-0.034647732323669654,-0.033437518602736596,0.10341086701495703,0.09722873501541897
CLEC2B,-0.025266870677191525,-0.032050179101934126,-0.014437204185016811,0.048494929104051274,0.054577016177463494,-0.005747305291602103
NTNG1,-0.04881625695176902,-0.03319982134454124,-0.013114969629800148,0.008914104567590383,0.014554832846074627,0.04945587916013626
LRIG1,0.019616674957268328,0.09690660456788465,0.013181297961658322,-0.01301401538859083,0.04589396050132281,0.030648875073733515
CPAMD8,,0.11879960588590056,0.0006483873236450679,,-0.02488104879177339,-0.023840672831055884
GHRL,,,-0.0385562574122839,-0.017821544312888397,-0.009920995617493648,-0.021015801163826547
NPY,0.03835358816559542,0.0016195487708671147,0.03934730461439623,0.048092457293973274,-0.029985152671860308,0.027453520274656976
MMP2,0.01482913129942068,0.08478552597310193,-0.0013934317271190857,-0.03087015370840301,0.0003092036122300138,0.014522482371014285
PPY,0.06106468851154504,-0.014359930279882391,,-0.03613345115784215,-0.008341417587087022,-0.029784138785760625
ALKAL2,0.04617956372104903,0.03968525045007938,0.029856931344773022,0.06644152388603944,-0.053230601261438436,0.011606449556371013
CSF1,0.01777492706060362,-0.013426942793763835,-0.008945379355992796,0.06858224264817799,0.010777217140726344,-0.07206559557191604
SEMA4C,0.0272668902323481,0.0007190429079963211,-0.017446441468498792,0.046937697392184424,0.03719049798303525,0.08493526258976665
BMP8A,,,,,-0.021313144347911313,
ICAM2,0.0228098076625933,-0.012736815462692832,-0.03919914196808064,0.0062340075147123255,-0.033435768540735204,0.0682353203562812
SYTL3,0.0034731296379677656,-0.0069949359106128255,-0.017380900131474614,-0.022520672912910475,0.04414487243213422,0.016621309106244635
IL1A,-0.02015548326195701,-0.003917665039975837,-0.03706716531638536,0.07873485934066461,0.06800360469048107,-0.009000844347679846
HLA-G,0.11941617596182169,0.02138781211941537,,-0.029880844436087243,,
PGF,0.007502965743892305,0.01278213633388647,0.08495863273106559,0.01461108092233772,-0.03531264919883264,0.07035145930895062
LGALS8,-0.02649150228178265,0.018427417381677063,-0.007459199619401152,-0.0007987975023089593,0.0440484017015409,0.0501772553368185
DKK3,0.04951558008277544,0.031449841958512095,-0.012332247178268297,0.04410435502959997,0.06197917381057174,0.05523632612925206
COL16A1,-0.016738442488437446,0.05079908562923823,0.028992789321009276,0.024322914612248014,-0.0018814870205894336,0.019353537336006973
TPH1,0.006955036354178328,-0.015096464942942811,-0.006987751229941319,-0.01701635525074082,0.007452867165997467,-0.04963667058244296
TNC,0.027782762651122294,-0.036990398156673314,-0.01777758925695028,0.09686220170192163,-0.08286532907030666,-0.017281855122455506
TNFSF9,0.07426908720253837,-0.015948483032699634,0.008376443346857106,-0.025462131369417895,0.004717537094348285,-0.04065064826794581
C4A,-0.015123077851484833,,-0.026114279139471626,-0.01664934752010749,-0.028701406071141463,
CNTN2,0.01657929077260194,0.00491159456466048,0.0029503367480120057,-0.03112406273428318,-0.012921927292718327,0.048289837048574785
F7,-0.019054204942896516,,,-0.016475586943813566,,0.13209670384781552
LUM,0.023627031253143436,0.017595924141122786,0.02716969308805738,0.046165916979786836,-0.03644648341366346,0.02511195288590661
BTC,0.20073296635809307,0.021866123637530436,-0.02240703704810555,-0.01594374347931729,0.046362827104461324,0.030322603459379815
APOC1,0.014541755273340588,-0.001366260660528528,-0.030650489024288137,-0.047407650162443145,0.14695176529437592,-0.04307033313444975
PKM,0.018546504041061895,-0.05066694579621401,-0.03899510932871789,0.02493834939695808,-0.004952344050373794,-0.09368844375498683
TNF,0.018301315724849682,-0.021442916585926734,,,0.07562278234459922,-0.022935026056612982
GNAS,-0.030891126387748772,0.07754427503221874,-0.03897616901898116,-0.05071884780533581,0.1017044394770153,0.05015445117088675
BMP8B,0.006315116579398194,-0.014335691999577953,-0.01313170391850396,0.0665630253448219,-0.009725197887676009,-0.05492076967555383
LIPH,0.08098892798018563,-0.023907007231930292,,-0.011056069328111848,0.03239058105639261,-0.036571542937428626
CCL28,,,-0.018051193821052244,,0.009118991862439672,-0.03469968244942852
PTPN11,-0.07524911784430979,-0.07021666216956159,0.04430135749614298,0.02685564513661275,0.014880208696421643,0.011067551125080202
ADAM12,-0.02122685645685227,0.013095285938736784,-0.009880647924080886,-0.01910570356985989,-0.047760696358752526,0.041063125449285906
EPO,-0.014752376813717884,-0.024829249527414995,,-0.015762722434468458,-0.017599233380250903,
EDN3,0.018104501266149382,0.015079460114223146,0.03228519909304857,-0.01687334244768366,-0.03197767891646242,-0.00902957307732522
CCL22,-0.01669651315060703,0.050814129422780026,-0.022407038039754225,-0.01383110274258041,-0.027195427466491732,
CCL2,0.019718915308280058,-0.007825152529542037,-0.0008504750627977016,0.09226856268507339,-0.033046274830120535,-0.0019310643745269517
DSCAM,0.04350259206841068,0.0370649620341407,0.004806103210407968,-0.0723121780218527,0.08038712124663422,0.028282420582503232
ANG,0.0794639326269348,-0.0378184290985554,-0.06896212850096121,-0.057288257331259786,0.07083874825005265,0.050587662489918514
FBLN2,-0.008093613133234413,-0.006204551089698051,0.014246869392396739,0.007140413538730903,0.004186864070744017,0.02435617190194952
VTN,0.008616013399019599,-0.017459427726264146,,-0.020410598058227238,0.015610721456381543,0.021058745568107926
VEGFA,-0.0249607465750127,-0.056259256690952185,-0.08458711997537242,-0.03783743149735508,-0.025493014990383624,-0.0871655440208269
F10,,-0.029819107584622195,0.006399594080025879,-0.02730001899595518,0.05160846963018908,-0.03019512507345193
SERPINA1,0.03854913307082315,0.018300482044455082,0.013247172770279132,0.041634854838089284,0.052731547595731496,-0.04146966803831741
VWF,-0.015694494321591212,-0.005708136925668495,-0.05309004244111871,0.06588012378424715,-0.007831291881128863,0.11658638581313528
GDNF,0.03820335602759762,-0.015718463161451156,,-0.022072595341276962,,
