,UKF243,UKF251,UKF260,UKF266,UKF269,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
INHBB,-0.012022183255605631,-0.022613177132084064,0.04260052428879696,0.03377978273824468,0.10604685806600433,-0.03726309073205576,-0.06389125491766562,-0.04304829157684429,-0.057350789061685344,0.14259384131254907,-0.007283135114551237,0.15441272917160012,-0.026605684269053284
LCN1,,,,,-0.011933824286307891,,,0.02602538583822831,,,,-0.009587016216972043,-0.010114350873784272
ARF4,0.0692963862213809,0.07824353810274216,-0.11281790125670736,0.008279207627732188,0.19599115387606358,-0.008798401812320245,-0.1783960560604474,0.047022727945930994,0.08216854027337483,0.019523110761342725,-0.01931708395774902,-0.06135569483669248,-0.012792319256128226
CXCL14,-0.016632184588279558,-0.00961918915627586,0.3574203743821742,0.03675947377835164,-0.034953579789364475,0.08278888722756192,0.24221822640640828,0.15948322143464824,0.0005963783858047933,0.02957977508143416,-0.07317578580548532,0.18873981837085457,0.0013917224970954418
LIF,-0.029421851303209016,-0.015914163682137317,-0.06685290493328748,-0.00407897888467177,0.041944688045956226,-0.032687665336098834,-0.04835390650648797,0.13690057686002205,-0.06329855438475154,0.02554881305102259,-0.055245891919956054,-0.0494425829295841,-0.0458114462141478
IL17B,0.04139401209492806,,,,0.09219581989586716,,,-0.06844935713807497,-0.004858175163526895,,,0.0042403244419739845,0.06604766182577579
MMP1,,,-0.034101659288972484,,,,,0.05277201142644838,0.1532415459332434,,,0.02008244284533681,-0.07599859318354397
MATN1,-0.048226274833545274,,,0.02287964918718408,0.03964771718841249,,-0.023772748854789853,,,,-0.021141446210841765,0.002623056917994248,-0.010644424415312404
ADAM28,0.05953002630655511,-0.013594809716126985,-0.014254718617895155,-0.056007066284159204,0.07295020883010825,-0.010422444271714303,-0.06901782456579345,0.08075951155308715,-0.015079172355809432,-0.024435875848567403,0.01840705969142026,-0.00715957803670816,0.0707442358096085
TCN2,0.021462589028664082,-0.01834071390987269,0.08417393621947596,-0.014837066348650261,0.16513211357598556,-0.00616933888358381,0.0757268359615049,-0.006644733979138839,0.06323325918245089,0.04810217843961934,0.045580757857279934,0.060149022553754886,0.08007976534318272
THPO,,,,-0.04272037499938032,0.1056487923645193,-0.032448168080663115,0.03490251689700338,,0.021394709457284385,0.17559042399248007,,-0.004422487814025455,-0.00039685947453290543
CUBN,-0.055133517207392346,-0.03029173888675491,0.024340037267803174,0.06859556263313935,0.1080813623766753,0.062386885589809656,-0.058912246734377935,0.020994493741161104,-0.005816925066668022,0.022382190024564395,-0.049443999844661336,0.04964881400318101,0.08393953823436025
TIMP3,0.020851483866190974,0.05024726067487911,0.27436490981909467,-0.06524983737678441,0.13747914950468976,0.029949886393648827,0.05989772725919135,0.0337748572495652,0.09862779820724542,0.016327049590783935,-0.03942305219957739,-6.717451735167194e-05,0.012227578300081247
PIGF,0.05925636991637285,0.01551855795715272,-0.08202695871899225,-0.03701834130777967,0.17141670318236668,0.011428708798379116,-0.06927745348166169,0.10038304339831604,0.08703563675753237,0.047372402805141774,0.025966106907512252,0.15698973818315326,0.0344940568654827
CRH,,-0.015782804297465446,0.11114354937839074,0.03570800364013531,-0.06757655564151413,0.10862358424258006,0.03423757577914673,,,,-0.004949237196602745,0.05931716518521884,0.09268679602379719
BDNF,0.0413983356187633,0.032781865421186,0.043157566477441116,0.01244020618365705,-0.1545206119114053,-0.032207133421174684,0.07979256380731656,0.1176577042153314,-0.05639455144741946,,0.018918867713339046,0.1112833152482712,0.024714048627238267
CCL5,0.012481109676786036,0.0002499376462403121,0.027643195094024846,-0.027465726978779248,0.13527033262236854,0.027529774271858418,-0.03225059633214008,0.08544325146902854,0.07032849730946607,0.004043619132502679,-0.008418048222200835,0.08916308093068229,0.04999706513642789
GAD1,0.06160292976105806,-0.006422651328256118,0.35143700801015915,0.02815394073669323,-0.006607760742265594,0.14366410807582994,0.2923322671805123,0.041574424773623365,0.16445786523299763,0.06135539483809988,0.007760893996597376,-0.013285612212522753,0.05913977153800513
COL14A1,0.04562026525085248,0.013553055603796127,-0.04110869797753196,-0.010773550591719116,0.11428489475298398,0.06126677092491051,-0.07963832710657856,0.058611962892649104,0.08133908774093074,0.07076919257626182,-0.04211567962844075,0.040123557035660916,0.011583954598067932
HLA-A,0.1292461860372227,-0.07760475592995351,-0.3110224100348117,-0.02432506391167653,0.23636255520598182,-0.10333050240366945,-0.21314551426102818,-0.045014079326676726,0.06866189885244961,-0.022761935804883386,-0.05626281041982977,0.0433504623314714,0.055845806968298245
CD5L,,-0.04504974022933867,,,,-0.033863275566308096,,,,-0.028003061582300124,,,
FGF18,,,0.0069165652872820085,-0.057195166161452524,,,,,,,,0.03896135011058361,-0.002127710948915944
ADM,-0.250737681095636,0.015356008025877943,-0.1445455679111699,-0.04892913449088412,0.12431030084307632,-0.03519815421331022,-0.2148629155825413,0.09393514674075473,-0.05250405014557027,0.06246552834507777,0.004014659130981333,0.04392905591817964,-0.10194501852012085
CCL15,,,,,,,,0.02754928226585436,,,,0.005463486812076521,
GNAI2,0.10951432094921944,0.015148011427457328,-0.1153151730492411,-0.03738500771027043,0.14320610379969018,-0.07067341046339398,-0.14581037367168845,0.029768822850489107,-0.01600229702701192,0.04932271697927363,-0.09840932953067813,0.019576739535542745,-0.05818248627965671
HDC,,,,,0.22066272986684068,,,,,,,0.17209859146630194,0.03305373661993086
COL11A1,,0.033775782529252896,-0.14228998499065604,-0.08281349063122376,-0.01377089695548046,0.1632144283225112,-5.7234342315535646e-05,0.11723623516652226,0.0412919999843956,0.07783891537105446,-0.026910553172550856,0.1240050569103755,-0.03570138750251508
NUCB2,-0.009127359575164931,0.023890937149582857,-0.07020031464183754,-0.008224381593241915,0.16857953526824399,0.014625197097587509,-0.01745066292211167,0.06142919943022546,-0.11677327387507808,0.00013221721735561155,-0.06965257773717841,0.04049466933411461,0.0035598202953705618
FGF16,,,,,,,,,,,,,0.006655959912303335
CXCL1,-0.00447529252154206,0.041008677732785735,-0.012843615585316694,,0.022490366435418064,-0.04620002421745946,-0.03225060179995506,-0.046487315288829024,0.011898948189189082,,-0.03177868088704391,-0.020372350666124237,0.038651867566994506
VCAN,0.07006134167691025,0.032106744519998884,-0.14570413974522278,-0.045648647613434075,0.0878906268666937,0.001737289184928312,-0.23320635366228942,-0.08240344299647455,0.04153014408392192,-0.0316319199020791,-0.01534933691020097,-0.10682433279000204,-0.03938097413654847
MMP7,-0.12083765679746784,,,-0.00714825984959119,-0.05990983916799962,0.03222397279260357,0.02647946464264299,0.029441769505778637,0.07033195079054434,,,-0.09340756340227674,-0.039999354433198846
PTPN6,0.03351819609689169,0.003165138610346525,-0.0744193411183612,-0.007129858931057606,0.16729274959504517,-0.06901939769950993,-0.05342282185798508,0.06435804904088145,0.09639586485180451,0.12083945502270094,0.003102803639907808,0.023492306280319945,0.03973315541437537
PTGS2,-0.13404233927542045,0.02800498622661621,-0.06378177102182671,0.018239822752727678,-0.07061319992202225,0.051053733421509144,-0.05487331035457134,0.09331120099049015,-0.04830683829548317,0.07145311992720432,-0.026136211988006548,-0.04308265490454621,-0.027516052563492033
XCL1,,,-0.036260900558209706,,,0.07831725358557434,,,,,,,0.05391605478265218
CD58,0.07549657550620684,-0.02433766107315692,-0.00284512736483011,0.02357057622150198,0.19692887865447403,-0.008147151542280878,-0.10925685023514664,0.0683683112666543,0.09340488425818196,0.10565443801448852,0.022545240337387307,0.06924235480912322,0.031572646381920984
TNFSF14,0.10043546991654394,-0.01765865690253296,-0.013425906417522747,,0.02497311894381015,-0.03527590467461179,,-0.055323310417512817,-0.0740193588177572,-0.03344614196834036,-0.03191770472199218,0.08051817626932882,0.05972605212325794
CNTN4,0.03761455060665195,-0.01382314029182755,0.27363267969690386,-0.0007427217876446878,-0.09711911158277628,0.129151623567574,0.09621488886093008,-0.006735550199291668,,0.07012547877107539,-0.026530879697948186,-0.01603782446531975,-0.010021166157897256
INSL3,,,,,,,,,,,,-0.04905265386908903,
BTLA,,,-0.02758124842611699,,,,,,,-0.007398388125657483,,-0.0018295787708717218,
MFNG,0.14348406559907517,-0.028505732982077724,-0.037917721288837,-0.020777994548723196,0.24442343546694387,-0.014514952130552837,0.011281616826375587,0.03465192496711393,0.015375168251181818,0.07447758362031855,0.0009748087590159766,0.059107315924545864,0.04972237247740645
ICAM1,0.044046722165312475,-0.05834554799218741,-0.1543183659938014,0.03444278757810737,0.09803284855631729,-0.014506628844042906,-0.01612146269358883,0.12585066817909085,-0.13323704734764147,-0.00830633188828682,-0.01893099545856235,0.1121462403452948,-0.03861938332525912
PROS1,-0.024541843088266416,0.007830248003705721,-0.1455393595592166,0.0501542925965413,0.18451202076865994,0.0031156350945627347,-0.0123506800791694,0.1428132727421047,-0.06700117175208241,0.039055523275363074,-0.03897985668669821,0.0036057888871716235,-0.022154332290007836
CLCF1,-0.05221409095650391,0.008894125469490645,-0.07228045419959372,0.0021541127573849947,0.0015203196652483182,-0.020432614928638522,-0.07079656435327224,0.044053815040384345,-0.03043486445466549,-0.03506049546222003,-0.004165488290666936,0.02145106447378062,-0.08473741752536477
PSAP,0.017096062200124152,-0.021739426790839466,-0.026274881071685414,0.036883829899917016,-0.1807946774312855,-0.002724867331332195,0.26385181310163647,0.1004474148063304,0.05617517372095855,0.028913067630438365,-0.0006681214055454555,-0.007119658261677908,0.051625390070257716
EFEMP1,-0.11700461745172404,-0.02425048444451198,-0.31152726497250316,-0.01201711062020536,0.10172902788160526,-0.09988383579655188,-0.1304049987423292,0.061152043745512176,-0.13296388892410785,0.06818212462826377,0.013614648111630675,-0.09485524431916595,-0.11533244106622502
C1QTNF1,-0.03328497467689001,-0.030965879311277294,-0.023170923487085656,0.005194792497874362,0.18408744683771916,-0.03015439168014815,-0.05203788323142124,0.056289567691949344,-0.017754225235032377,0.006325493353642101,-0.038322605241706616,0.08260344655153541,-0.05870531968471388
ALB,0.027534943164743753,0.006504389084677851,0.00929035733539755,0.04288297645092324,-0.06641552328828149,-0.03296911756028842,-0.05143230676616834,0.005418077012910024,-0.025518208017927497,0.184178885738315,0.1273771933512998,0.02510511046365804,0.03307118385419915
EFNA3,-0.029284042829573507,0.007653497260485574,0.054517160011869646,0.05468506176730255,-0.05042166848040358,0.022625777069631273,-0.052675458411989506,0.02069087388626927,0.05170260916258434,0.15203980776524276,-0.012538954224223341,0.05174107726704966,0.08075159346119629
DRAXIN,0.1512368088349057,-0.012937531445296595,0.0795279824744647,-0.036701736247335255,0.20918478549781772,-0.007114913837720913,-0.08165415181156362,0.08830545334191513,-0.0664331625422596,0.12855032959543,-0.0702089551285347,0.15872194279070426,0.08725386583862753
NPTX2,0.16147496361063993,-0.01635610968216975,0.3496328761484593,0.07177535249174512,-0.19867923342701477,0.041866827798637214,-0.06997084510923646,0.025180465879761207,-0.036177103632000274,0.08635521332529664,-0.050029733633614744,-0.05613025115462778,0.03497038713552209
FGF11,-0.06830834847848721,0.04391991211571346,-0.14642010949462925,-0.011371853597999677,0.2159714069351825,-0.031860201323126044,-0.12250736019089802,0.02145261555810522,-0.0338016009359297,0.055652596806032295,-0.023705748677092037,0.07924838303095932,-1.043366288788091e-05
CD59,0.14098725661586972,0.032805841903409586,0.21506292696645896,-0.010423009304222422,-0.10518045345766631,-0.059398085051949434,0.14766849224957201,0.10038607695252286,0.09647391124324803,-0.007825949663624402,-0.03966764234372662,0.0035065741085573907,0.04039474537815794
COL9A2,0.15969580125491653,-0.013174103710620251,0.009145709383871041,0.007181839651269505,0.08305651807866696,-0.05802024165916216,-0.05956110109720549,-0.03995223700174104,0.12123200004567672,0.013596995576773784,-0.037834580902632475,0.11021036183918248,0.010683518020004156
DLL3,0.1413268771635945,0.04316331776594306,0.02944967204880663,-0.055805131550713594,0.12022107374278086,0.06982707312802917,0.00876294186391481,-0.07225446454868421,0.09426664917254657,0.024810417929341057,0.02329041407228979,0.14145617613382508,0.03391536302845217
FGF5,,,,,-0.012135060092255703,-0.01916585280337713,,,,,,-0.031050362502168194,-0.039158658062367055
LIN7C,0.04262086365495829,0.024296000525455795,0.04553108319271044,0.01243588016851331,0.09295121380673536,0.042341300810734415,-0.03917371497514403,0.06920196193011267,0.06797548131012875,0.047222213430798486,0.05964990319056384,0.05009461916728419,-0.0355703528648876
GDF7,0.13797756458617044,-0.01483321317157582,,0.0798652869056729,0.05499259371456374,0.057042918647617444,,,,0.007884397499052863,-0.018848856489409517,-0.028103704518512643,-0.019365575025664113
PSPN,0.012617254358685184,-0.026725524940260016,0.009395447359444026,0.019773702145791477,0.01865590951642226,-0.05388869366530184,-0.031685173112080064,0.06566016851575808,0.07653886245375936,0.08561081373461397,0.042832965441391875,0.13753195610446642,-0.01279862334122148
ANGPT1,0.04157758148635051,-0.046052113293814,-0.056717293532723596,0.02930733743216465,0.22809148847857327,-0.056496299970713766,-0.027817523515939822,0.08004349671822711,0.046511342007690436,0.035973250177065375,0.019801461059595148,0.06693510637975825,0.10607570210315054
PNOC,0.10654363882559265,-0.009574845491253332,0.39182315949641083,0.059549495940951123,-0.06034830379751853,0.0017274285032272759,0.18842468406014415,,,,,-0.013650821465542935,0.09022736441795479
L1CAM,0.11468942604433309,-0.012845786384125823,0.07390764405347752,-0.016300495799173562,-0.03317026132538712,0.14683121515073772,0.32617251093060284,0.002207079897292852,-0.09587445743242747,0.09693071043913183,-0.017892866061645894,0.031472080072538024,0.05101539667409479
APOA1,0.005316360830100206,-0.0205420089227507,0.062235904502413224,0.10328105841042413,0.011748937479420015,0.054523175449473715,-0.029095282128940792,-0.0020079800175575265,0.06209722198928499,-0.030690036668136383,-0.02916383238159534,0.14773606436706044,0.019728482135165756
PSEN1,-0.005204938581593867,-0.010108762829850624,0.09916716848927684,0.01292111351415756,0.015080397252729675,-0.08130841094832394,-0.11587484388457549,-0.006286098157884792,0.10160057742216368,0.012752285253544203,0.02290016404674767,0.049639071352206104,0.02558083213709758
CALM2,0.1550160501016941,-0.05771178450467078,0.3007940483583912,0.0841389090481873,-0.2553090658608859,0.09542305252451605,0.26525704215921847,0.07871439755847102,0.11549954748106372,-0.03657427506380598,-0.018452173835075428,0.20073278670717482,0.023821975817033287
CLEC2B,-0.1662764430411556,-0.010955631744613325,-0.034319387706030643,0.017209271002817106,0.2967261788127743,0.0384071065844191,0.005941434940720416,0.08571131661415883,-0.0739464183202194,0.07334473904920483,0.009531837721841149,0.051593701354355814,-0.028289253000558515
NTNG1,-0.01959900988188444,-0.005102511965725045,0.03702645219010506,-0.00721783161351273,0.06289220284594862,0.07706346354901174,0.11850299170016913,0.10691626624315283,0.06132708539828039,-0.02734062330408835,0.10045947561568644,0.0987653676402493,0.0073762459197702565
LRIG1,0.15329692906391676,0.08455287192534859,-0.22629332176562242,0.0007109291938993324,0.09381661028668169,0.007833172862516422,-0.08972526234598699,-0.05935310725613631,0.08192458695478069,0.06502729087707129,-0.002013593393019247,0.14853646763112693,-0.0078110678955531886
CPAMD8,,,0.05816584786182281,0.034501530150930465,0.02711163556162414,-0.043235670671043315,0.021562673862985188,-0.014510422094599969,,-0.013884360835399458,0.04170427607359535,0.02197305846076873,0.04500394769712394
GHRL,,-0.018814328968895663,0.0033808333834553523,0.026602323127585092,0.0044867034223317285,-0.021375405979023824,0.08210834825986073,-0.05045814654379736,0.11346833089318617,-0.01551979133906759,0.020505376004873496,-0.06977128935322245,0.05242355694272582
NPY,-0.020065833749967996,-0.010855253782813228,0.09756373088338885,0.034596565428822015,-0.09328482900201973,0.02480746381223531,0.09428272116618491,-0.054287110245624125,0.05088262319500987,-0.03172139199162095,0.005398395133472464,-0.03273853175394208,0.02810683491834958
MMP2,0.20689201584270006,0.053792704237702306,0.08521323544967087,-0.048273518088254974,0.2262703535282734,-0.0664972170847438,-0.20864167551313148,0.10071838731248793,0.14850161424202335,0.020657796770894212,0.02100093007937188,0.03684950915536646,-0.023473859482305518
PPY,,,,,,,,,,,,0.017806097739949185,-0.07351641832142199
ALKAL2,0.034035906600743744,-0.011906083847561536,,0.016862579156771567,-0.020652718347122803,0.04032051075132704,-0.04747229955522294,-0.007846500678982335,0.004179531274675283,-0.04394806649956724,-0.037294956195666425,0.06841583292704313,-0.0008935026651105437
CSF1,-0.06702611341698791,-0.01770567156993563,-0.24516335279431758,9.77155334866762e-05,0.09677288587121513,-0.029457157980793694,-0.09975903110544003,0.035068814985207246,-0.10076733808398379,0.021675809899754466,0.08193058208953392,0.10880897316267839,-0.0025022370481287493
SEMA4C,0.03623924470807292,0.013759068295664645,0.05128842172339224,-0.02112497254261061,0.04630284405131105,0.06159688455176692,-0.03648153067883475,0.010600658520988184,-0.016142891610575288,0.08579902297644972,-0.027206362751549213,0.08804454344960774,0.05293978722014764
BMP8A,,,,,,,,,,,,0.08867901090165518,
ICAM2,0.0312336940460892,0.04349036729414749,0.16294308928966364,0.017821718144914178,0.16106565412790014,0.0169406549612108,0.015779976324305656,0.012032383134641974,0.058132432427041934,0.0007887762602973555,-0.006588267238117116,0.03586040286563909,0.05340182052801016
SYTL3,0.024228239425868138,-0.05327523149294341,-0.08763205358098303,0.027474026186804175,0.0812287230055424,-0.05453570008269449,-0.06904735887990743,-0.0015045136251625438,-0.032654810876852756,0.12718328287920044,0.0675697745258707,-0.028571352412746265,-0.03846342298260076
IL1A,0.07561976512700264,-0.023756974693917656,-0.056079298117662026,0.03717045278942857,0.14172040620489446,0.011903681444099796,-0.04569117150141621,0.0001920682352930482,-0.09044728000735233,0.04977665378224728,0.04045199438782408,0.03141049993384251,0.009484467294539618
HLA-G,-0.044091807510226705,,,-0.026117529624162666,,,,,0.006446309000095061,,,,
PGF,-0.037387199084497634,-0.00863814036463947,-0.013152258977077624,0.026957353338406393,0.19380233316229842,0.060693518215521436,-0.12551685232063056,0.10236641375498792,0.12056752242931146,0.0972838775649655,0.0037779365379609076,0.028351187061443427,0.035143841376470086
LGALS8,-0.0467435220900085,-0.033887109415399075,0.028925757633780136,-0.0109300637529359,0.09004607148771432,0.0331218765525946,0.09327030455245745,0.05102682068209536,-0.08476483314571585,-0.04326236750337338,0.070996241663069,0.009240975934469431,0.05769825140192917
DKK3,0.1836689262963287,-0.004145636359985789,0.3069626492191884,0.07711513238538267,-0.16279292459760453,0.08042367380900255,0.2720967286875597,-0.027913166221740306,0.08529224045127809,0.018097228238089746,-0.005093370961683782,0.031159443029486606,0.07391199306133858
COL16A1,0.20201872501998458,0.04325500429486287,-0.15549383130582048,0.04071998681447027,0.016557360488341867,0.04971191292049005,-0.20904859192550473,0.030576339947330923,0.04449784572086056,0.05086559926576335,-0.02018438859322526,0.11429485328568478,0.0330935267110798
TPH1,0.10079792773928334,,-0.009207694732866771,0.10720255532061772,0.002898859957314695,,0.021543340393301812,,0.036735958433894066,,0.013436581954327087,0.014291757388681832,-0.03878787651675792
TNC,-0.049597334101166866,0.0037309836694485524,-0.17248561117125122,-0.041371549396133495,0.23023882911672056,-0.10554470105999542,-0.2462480112715049,0.07945169150615052,-0.16700305201744575,0.0645891598367886,-0.04672145140857778,-0.048193435671493735,-0.056098972515302645
TNFSF9,-0.023673356214489575,-0.01990968648201261,0.08577334889959173,0.07019785552286452,-0.03134321066589762,0.0020539892386639016,0.1316718866890122,,,0.1653386790602959,0.04357860117614783,0.021566512745212943,0.07961707386995105
C4A,,0.016186619317972245,,,,0.022636366299846958,-0.02514880726713353,,-0.021021806385672265,,0.04510776791809644,0.08551865740450952,
CNTN2,0.06414048063883938,-0.03590443397647468,0.11023105168167571,-0.017445016839123816,-0.1509235419618135,-0.1364378499874476,-0.024277474633221493,-0.12202285414737417,0.07884763131673467,-0.09120756471674524,0.009698772918504281,-0.006818806234862766,0.08405529177337707
F7,,,,-0.03099864201725206,-0.026739815824479173,,,,,,,,-0.02980938864526401
LUM,0.04650030189747827,-0.01729839568951131,0.015794045668141597,0.0063272330778182005,0.25903430941616296,-0.014555706283535714,-0.03568011220558866,0.04327680558679775,0.056854490680810846,0.0019830464334555683,-0.03197605088063158,-0.0723052452186483,-0.004122773046580398
BTC,,-0.018359923342186463,-0.014114971160775928,,,0.08760861970639898,,,,,0.1182205093550366,0.08632490052138973,0.006686968903664827
APOC1,-0.08706242611720798,-0.06964952058180518,0.31073584239918994,-0.04876665012268291,0.30661876058455045,-0.17852567292065188,-0.1968099810934483,0.2349884703661838,-0.010132067516458001,-0.047231639449753386,-0.05884646920886117,-0.018516977479463372,0.02670505392652455
PKM,-0.09960011068652633,0.0038022301882239366,-0.1460182757567846,0.024571071618750395,0.10442562970188385,0.08169017929943809,-0.17073256952714935,-0.020009081291197772,-0.11138795511354338,0.11358514726897491,-0.08579903327626325,0.0013971242326069268,-0.07412609233741421
TNF,0.017911806253941,-0.026051943822658886,-0.0500253834980691,-0.040251857231322526,0.051573391827408076,-0.009005251612602821,-0.05973977979211584,0.06548896905163337,0.016850195796349412,-0.00028739003218273553,,0.0823174866660059,-0.03950775051470734
GNAS,0.11114323631047743,-0.03401992354152629,0.32232625273482657,0.08503499191311278,-0.09948426625938299,0.1451450341908899,-0.22843131439236886,0.07261692730932601,-0.13742963609897602,-0.08888978366136133,-0.05030868616718932,0.12396005346196344,0.08776373066718916
BMP8B,0.02400056477908222,-0.03250198397672996,0.0004041695141713777,-0.010852180471613713,0.02050850060702127,-0.04982078341860177,0.016122923006175304,0.048481273741766376,-0.04048722118378786,0.020672357908478788,-0.06941764688588975,-0.037225664075845946,-0.023315004305531652
LIPH,-0.007468651149455677,,,,,,,,-0.01263610500696104,,,0.10613003571047207,-0.05496816877944532
CCL28,0.02821186746742595,,,0.05383070097797359,,-0.02864995485993321,-0.022688549192486824,,-0.05184959763220182,,-0.019907882080925036,-0.039374327115377215,-0.017030525082125016
PTPN11,0.0047730861222590225,-0.028389285491184454,0.02748837431106741,0.04766774740143626,0.09651019548587184,-0.08838240027431525,-0.014807300540111194,0.008429959802153799,-0.1308562142583754,-0.03913318349188768,0.04262812065247099,0.008779610701140817,-0.08174409367904183
ADAM12,0.12036463025083313,0.009607040659792397,-0.001531931007737812,0.02486676680937501,0.17459745618037656,0.022142514901956723,-0.12914987449324172,0.021289284013165693,-0.064223997579058,0.03388716432988327,-0.07470738813913907,-0.00703633035070702,0.0064743825200921515
EPO,-0.02869467879491967,,-0.007307688540179012,,,,-0.02860947001864846,,,0.05874847131574093,,0.06860883728627563,
EDN3,0.0728834068626452,-0.0007474571764246762,0.16807842425683334,-0.02377136018292963,0.001220056181296544,-0.034323880498102026,0.07909565977598013,,,-0.02453234713745881,-0.0009807024553465252,-0.013300299125702434,0.021917044690585353
CCL22,,-0.014833212812383652,,,,,,,,,-0.02471175455210009,0.017141238001266084,
CCL2,-0.010215131380346482,-0.028170174134239886,-0.2789832381284925,-0.02968910567616064,0.07515295880174938,-0.0797461733660707,-0.09519355278068038,0.04136550092997181,-0.055665663522074124,-0.02605695325641489,-0.026457580909781835,-0.03699714764191272,-0.10695677532130574
DSCAM,0.04001564859865557,-0.0654540551202046,-0.022934432124509945,-0.023784017392366432,0.1602166943904203,0.046419727294661144,-0.09238790217522239,0.03132419608360539,-0.1639135678254089,-0.042417931299372776,0.019336575967042323,0.14610099861039696,0.009965380066105641
ANG,-0.12413881783644272,-0.008872664860286964,-0.09639955505179335,-0.024274541228638664,0.05702877457885182,0.052350524597379496,-0.1020715885300283,0.08807761208518523,-0.05719668368522376,0.05204558275648422,-0.020766306871378086,0.04065165767754304,-0.0058051301603660194
FBLN2,0.10583160560864462,0.050156888127509444,0.15737709242461642,-0.0022280350940915065,0.04187612315099276,-0.016536643026377876,0.053282331631403605,-0.05318967666819718,-0.01694329032155282,-0.01214771258445196,0.0077589140103658085,0.04508055726980216,-0.021399009537177483
VTN,0.007729145469287826,,-0.022808163119535367,0.025390100173756203,0.01660728415578285,,-0.023772747110089868,-0.03942604614400063,-0.0859548273739043,,,0.03776642988764942,0.10469363257079747
VEGFA,-0.2248915379551363,0.057958442270834395,-0.20868230717774522,-0.06649290842828404,0.16579811796363814,0.07407973511082683,-0.2411939760405801,0.08357392421433955,-0.12369441084735901,0.09297971263428398,-0.0003960211896354746,-0.09341603538297381,-0.07637438000512979
F10,,-0.016931174237370998,0.08294875640779793,0.04884825851643577,-0.006381000015550863,-0.03147457702188312,,-0.042766625313142244,,,-0.021380321526744024,0.12582785999530882,-0.052013957395019204
SERPINA1,0.007038341761098308,-0.009881431362076547,-0.11364657971904596,-0.014409676535096115,0.16921680390537494,-0.086314536173398,-0.08915853976611555,0.03631037073421424,-0.028955975666283433,0.011637157754540106,-0.019915161171276594,-0.029819859900356495,-0.030042686963159933
VWF,0.1337729612484525,-0.0001332285388247879,0.15736967088152176,0.027574868900281574,0.20478044628656483,0.006533523054789153,0.06603227838994008,-0.05246790874336464,-0.028493130650568025,0.021295232705194973,-0.03372466345316203,-0.027285710855276462,0.07432765500190959
GDNF,,,,-0.025756361570367214,,,-0.0286094677906347,,,0.022992345442844373,,,
VASP,-0.015196256681520975,-0.004644971000916025,-0.11242741837800105,0.012296154475798895,0.17444535540682302,-0.02736964323883283,-0.06847936749329854,0.02302806738319052,0.029513760573701458,0.08720035952365413,-0.0781203371161866,-0.004707960219532206,-0.1031681987873846
ADAM15,0.04711179170932735,-0.04978741711341807,-0.039363528523343516,-0.01423517121434125,0.004865196577533743,-0.0445996571066781,-0.006874486004177677,-0.03043915076375577,0.020407279302588163,0.06475944695539103,-0.00040716918369186806,0.10751944214007646,0.03988567671403453
WNT2,0.18544072046188367,,0.029795434252434878,0.04631923972154832,-0.029146209179161057,-0.016438416294309546,0.14017198759713662,,-0.056724992480570315,,,0.1652085814454088,0.07063247338475039
CALCB,-0.058692766987583106,-0.021459803771467622,-0.02347611591063749,0.00674027426208117,-0.008398677690987396,-0.02172307725724658,,,,,,,-0.014166273574381532
OLFM2,0.24558771605272015,0.0807868583827353,0.12084827690943967,-0.009622928444827934,-0.001308729709433141,0.02203190323354864,0.08791543512354158,-0.01889307476659532,0.015230877106058895,0.09918087812252922,-0.039001354765197595,0.13254253282363346,0.0772160717879291
MFAP2,-0.005835834454191668,0.009966502074837477,0.05512905355277721,-0.008620584396412447,0.1506788936693045,-0.02525346358771421,-0.06696547634394362,0.06981866566554872,0.07675584496948974,0.055620055897409544,-0.04893636450766232,0.06920897777086829,0.03947491145083184
HLA-C,0.15790578929972207,-0.028020133211290404,-0.04848451358488747,-0.0004510543078233796,0.2610897358665461,-0.09173535854368646,-0.21850228985258752,0.07556656274924423,0.05301921248299457,-0.054432078199542204,0.02094176037902146,0.014188388259635868,0.04725470567340388
THBS1,0.01062262643945053,-0.02430241595652297,-0.10119715099046266,-0.03804106911559886,0.06635349234683509,0.0005423144709201261,-0.0034101451196118984,0.020903154299659353,-0.059646053897411316,-0.002718589626599899,-0.037745701075827316,-0.17196812496964484,-0.018319500350403632
HSPA4,-0.0016841848906351228,-0.04053510079931803,-0.03505945256904838,-0.01306679781841314,0.06081220524194641,-0.011182186757009153,0.00515676770768252,-0.02963307972093425,-0.05571073142137607,-0.04053849548929239,0.024188931502140833,0.01890979498619328,0.028581003189863768
LMAN1,-0.11326332865079625,-0.04571004619972186,-0.18423311899254752,-0.018287783932990763,0.1620887034725033,0.004861766353535396,-0.09330366622766631,0.0029735441591260407,0.02814099701848246,-0.05906749643667344,-0.029439898037248766,-0.014682653487998965,-0.012368149262748901
LYPD3,,-0.013673135279336841,-0.02565492045323371,-0.026917809712790355,0.06655482635645688,-0.026139923475389956,,0.01861965315566052,0.048983111116699965,-0.03482821782364889,,0.015709399055714727,-0.05754017473728512
