,UKF243,UKF251,UKF259,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,0.07143858772072813,-0.017016495317054302,-0.021329078732703316,0.0560678145916859,-0.015325339563260492,0.06308704148218287,,-0.06520107539317578,-0.04160525301274267,,-0.01769327936386176,,,
TNFSF13,,,-0.013205442439518631,,,,,,,-0.03585364650987427,-0.01311698425538788,0.0063873518077308435,-0.008681752618196485,0.04092558375174891
WNT5A,0.02482924280426197,0.06494590148326845,0.03423202548796855,0.14409430287048602,0.009279424280602818,0.023396412144713913,0.032373959387995456,0.005935854973808991,-0.13254844097668084,0.0022290886827417956,0.029588209054152406,-0.014776022017437575,0.04370035317185538,0.056884125237799475
CXCL8,0.0036604514769594796,-0.015933237615046125,0.014711965768250368,0.06170030092165721,-0.027705625707038183,-0.03085869442909616,,-0.05910901047255472,-0.02995708388729194,0.01636285850565267,7.434656079518436e-05,0.019427072410844175,0.03546714553294366,0.024312155424126083
GRN,-0.03590658167165028,0.027932701410586333,0.01754995153380973,0.11471561247190604,-0.0534446292846451,-0.020548974232514533,0.06361681844064083,-0.03509039230542302,0.05115019090655882,-0.020759984735016807,0.03206717668863092,0.016987392310608827,0.019999141322623155,-0.023405249883439866
MIA,0.05172285288086325,0.06834256951190207,-0.010848626488803798,0.06879448488731557,0.010953258227306344,-0.017900249957258266,0.05900843912347437,-0.03096162859694609,0.09251608242602974,0.14802332418068456,0.04491634997172548,-0.0429274648109303,0.025642605497673242,0.10186156974869964
COL4A4,-0.029784753948507332,-0.02544967111792181,-0.046140812273304445,-0.025686357842360185,-0.015017737088098802,0.10253838640421153,,,-0.032577732492458815,-0.030098877064005523,-0.028329706763465645,0.019198875752982115,0.023586735839317922,-0.023506127699391612
TAC1,0.026428804029824293,0.025322644896234692,0.01580479719031958,-0.0927736149428831,-0.050753439684724594,-0.030772476349356762,,,,,,0.047194638999542605,0.0008890257448529229,-0.0859246508324413
RARRES2,0.009823035047347545,0.0045960840885190275,0.00443276546379369,0.13403687111675078,0.04883673687214444,0.04322049114276671,0.02421602579667721,0.08614069838986317,-0.04850663134361285,0.013796281989774084,0.055335178174209174,-0.014039093168524136,-0.009963545088714268,-0.023778287872491654
FGF7,-0.007063326731433169,0.016186402253794998,-0.033935389184009214,0.04456490468885933,0.0005520811479014743,0.0024278325991584824,-0.01592550626575487,0.08385098876393669,-0.03432064741533684,-0.02130472613086148,-0.005687401588210976,-0.0005751499548078002,0.050525820958764844,0.03158280266658791
EFNA2,,,,,,,,,,,-0.01681627794665021,,,
HBEGF,0.015944114421813038,0.009084556898225285,-0.032656315385467385,0.1015569871034105,0.030635406962757194,-0.046390459390991776,-0.02375402840911396,0.023833554024598465,0.00421168263594039,0.0344012832318952,0.03965311920954143,-0.0257421466877401,0.025193186374735287,0.08715767495566065
CSF3,0.04909439639428727,,-0.022818565757976198,-0.012196354595924636,,,,,,0.048393406351090566,-0.01253069841941653,-0.0037504919117709577,-0.01622788171279826,0.07587109270676635
PI3,-0.01819540432551863,,0.028389293359695405,0.02235281606002512,,,,-0.016981940409761392,,-0.02894460185696067,-0.006960028825195974,-0.00010080168282524463,-0.012304266471742651,-0.05539285763467904
PCSK1N,-0.021840239415410523,-0.047935011878473634,-0.021421732453130036,-0.02320596740631862,0.037156013439872355,-0.04586838254884835,-0.04852199271468236,0.043222985911116014,0.014633564597269305,0.0420123287067364,-0.036807181670414524,0.02046604927165342,0.026311290846718724,-0.10771737164666183
NTS,,,,-0.009147134705928974,-0.01715601892305244,,,,,-0.043590084633477674,-0.02048744356351408,0.04237556830232323,-0.024031279962946652,
SFRP1,-0.04598802766110711,0.07500743925971656,-0.016704309683581196,0.016729084525660194,0.005939493031670899,-0.014577013328631877,0.047169408318053926,0.0900895407161879,0.08797979144805694,0.03293946807019932,-0.02567879057789393,0.006089608155901983,0.012668403835776889,0.10063406578827377
CXCL13,,-0.02872817402570748,,,,,,,,0.08197545725920964,0.007023736433465854,-0.023969276033601737,,-0.015645235021440853
MICA,0.0010046604977209524,0.06249663549451132,-0.025704613929263355,0.1058418256490616,0.0071058021473887935,0.0022586274653930084,0.012782925167436801,0.066387783065361,-0.05753658503734107,0.027737143039534947,0.08840941434508749,-0.03808525753981672,-0.012516478225947552,0.032048523657308384
TG,-0.023743184097045095,0.06599881471781605,0.015403887895362133,0.0860283149695193,-0.01449171785261303,-0.018319240913710795,0.05471211906097689,0.004236138127383428,0.02987973684928962,0.06336823118587943,-0.009152559972763041,-0.0174940507081097,-0.005703188121537258,-0.03500734874940747
ADA,-0.00015036460029092122,-0.023847486723013397,-0.01606772242762854,0.0998188875656508,-0.04692537957569471,0.06297561594998098,0.06668021291937527,0.0064509281349238315,0.011695322086578605,0.06103421857761487,0.061472700313262574,-0.007334186296484896,0.02595557647699661,0.05242267474738422
LAMC3,-0.0426096984611145,-0.02872817413376775,-0.007332801440007077,0.12983182086490896,-0.028144441883652643,0.004463423110525926,0.004390508245541313,0.05533728627063774,0.10306429369708074,0.0747606935412337,-0.015857685540165006,-0.005134439867253674,0.009283916296347183,0.021766024794825076
CCL7,,,0.07643563690087903,,,,,,,-0.028004459700294526,,,-0.017005246990325008,0.04242931352719872
NGF,-0.01715982984049836,,-0.0298623914111748,,,,,,0.0007113350488600679,-0.004722535057346823,0.03356493320673743,-0.03649198220382081,-0.0054379822543913926,-0.020081091558746447
TNFSF15,-0.021228851117912402,,-0.014513106314187854,,,,0.25787693308686677,,-0.0027134299798864483,-0.027301203578178272,,-0.013199638299676601,0.0452542041249936,-0.043344092111345336
HMGB1,0.010073639045273237,0.06623973993930996,-0.04656602847335807,0.14469663065038987,-0.022377864498054734,-0.01797929489721289,-0.05129004150945667,0.022665989181522326,-0.01309144344608166,-0.06999839770334794,-0.05964764252546266,-0.03356259045885462,-0.015376865374858877,-0.03351477653220153
ITGB3BP,0.014467830210399664,0.02061269651366732,0.004300444830995295,0.18274075622142325,-0.04662291348775953,0.03640155039569819,0.07196597134881172,0.019819898835678,-0.04462345590043843,0.04204752586669366,0.03458844785149571,0.03069388870539853,-0.03114874799771351,0.025837813455307113
AANAT,0.0863577159646571,,-0.013205443848910368,-0.02451319174687447,-0.01303248655471764,-0.01635898876833039,,-0.06179248616191575,,-0.024567813033491846,0.01344342019299583,,0.14211050949420662,-0.023913212358935676
RELN,0.04871564142230038,-0.0012711931515008881,0.041852985401739255,-0.043719694286559176,0.0029515818685098157,0.07598761596013992,,,-0.062151560813500775,,,-0.015943732590478505,,-0.00024381124496387088
IL15,-0.030176445424117265,0.04237736505264895,0.019720913947141695,0.07219238184742759,-0.036965793640397565,-0.015172205982465135,-0.038093935343907,0.1023816211847502,-0.04752408988170701,-0.005877979953275015,0.08349493511849822,-0.006916386157620198,0.0020638298561585656,0.10905248398301191
UTS2,,,,0.006765527850645076,,,0.07264453327354799,0.002826569714074602,,-0.020921290857004046,,,,
BSG,-0.012006379968115884,-0.0495550837602983,-0.051348678295483265,0.02445841247938163,0.0014715593081067694,0.026561902434816972,0.08105480607783928,-0.006816212484821257,0.00757426083432632,0.13085395808562203,0.09730834741631764,-0.06579137773382576,0.006510124400932572,0.06823039486929418
ADAMTS3,-0.03031199874179461,0.14097178065129223,-0.003184815375609048,0.17178437863659604,0.027367598253812,-0.01173280695860943,0.022265956476652624,0.12978162085652067,,0.0022717127302148733,0.005134910432316516,0.01816653785984408,0.02529138935469875,0.061137770392035544
CD34,0.006958941974382599,0.051008517813914654,0.03496052743799014,0.06216671148091567,0.01827579508151515,-0.03513639816749897,0.02404084662254631,0.03629917833001894,-0.013418166334547866,-0.0654606778899351,0.036573454231986,-0.012542214026031591,0.012388966414624461,0.07088026391251312
CCL23,,,,0.127357404272462,,,-0.003799034074563012,,,,,,,
PLAT,-0.025707068144373534,-0.017080614625055553,0.04754247737954077,0.1526614953764785,0.007831213598771805,0.05938733004618949,0.07129003701962333,0.004966059894317816,0.004723994780222493,0.04378783208344113,-0.05138713309212715,-0.012238028709082227,-0.018823318198248576,0.047648193983984066
NTF3,,,,,,,,,,0.07099665490385985,-0.07202426792009721,0.08052235521922713,,
LTA,,-0.011880544955989633,-0.016704308902127336,,-0.01255164274970338,-0.015172207855329323,,,,,,,0.011117026098938831,
CKLF,0.06816557176207831,0.007933189306742,0.012394651801793626,0.13906163847872782,-0.013590692360150647,-0.01677991277049378,0.005911948008600087,0.014871098533043817,-0.0020239900094565933,0.03941533041429762,0.011478738105126141,-0.013360656373593412,0.013707127525272237,0.0989166205367842
CD24,-0.07319283851147425,0.005057946225754387,-0.017496861428865855,-0.0071278433504460385,0.024193240477572334,-0.017792692371096725,0.08276576216484233,0.14596972363587696,0.0652905610046571,0.017638655913104196,-0.05979139257838307,0.04394282663390885,-0.006026623289989926,-0.010448022360508026
HSP90AA1,0.01636303576790822,0.07379514222844849,-0.027783224504130177,-0.15245026615895949,0.02170196553498467,-0.05661877005555375,-0.05534483964489065,-0.03397995882180722,0.05746380451650418,-0.08116874197987761,-0.0276107518274249,0.0008166707708631432,-0.052994672386679285,-0.13020028232575637
BMP4,-0.0037596943148789663,-0.012594074090961973,0.035190466352744115,-0.012278969831990073,-0.03600175637425469,0.012522317178097887,-0.01841237134625465,-0.022379946670191105,-0.02221537403493934,0.03710997236985423,0.04262593037161658,0.004600091674552674,-0.060370475898845644,-0.03419956585489403
SCGB3A1,,,,,,-0.010586965997391388,-0.01572406650872465,0.05380455685938556,0.020202354998838525,-0.03197257522968963,-0.007376343013842127,-1.665745357262968e-05,-0.024082958717009127,-0.0014944037769770904
IGFBP4,0.050446439709472525,0.008521684501823945,0.04007442140414437,0.13975907893267936,0.00862114121026079,-0.04208595146351904,-0.012314099540903421,-0.009594757374270787,0.010213494586355823,-0.015847286326244645,-0.020047329796919595,-0.04417054584395563,0.027704770975223482,0.040644122787114906
RSPO4,0.17298599703292503,-0.019206257803949488,0.02143318076560134,,-0.014598324642465993,-0.005274012019839565,,,-0.04081812315242913,,,-0.018460467690813387,-0.031936880237087205,0.003515346399368832
LEFTY2,-0.0019084845975884186,0.09523389427410194,-0.019825544862352794,0.14711127827292866,0.06386660838912968,-0.01872992115973464,-0.03233557244349712,0.07910035042846647,,0.0693535670765863,-0.019335698305838245,-0.02510501645304191,-0.02446144322976783,0.02316852748473827
PF4,,-0.010806970372418281,-0.011371210754460476,,,,,,,,-0.015413282983264082,,0.04366116625653784,0.06200838565741271
ANGPTL2,-0.015836311175175945,0.05264701205241312,-0.005459768898865955,0.12644353304191241,0.05738562868608965,0.04320717649433189,0.008242854700382843,0.005811121107559886,-0.036429802154233,0.037701398534866655,-0.040641484663551136,-0.009774767620766308,0.050819184598796904,-0.006565883642543032
LRIG2,0.026181603684632293,-0.02667703189819744,0.03159386263567173,0.058542749474376654,-0.03558046899932518,-0.05042980164083816,0.0093716383286839,-0.01796909212642286,0.011841438057058125,0.012232286799316403,0.03613219886830555,0.03279728448558017,0.06745488881850932,0.05126625371592196
ICOSLG,-0.013939170978354547,-0.012867773511890942,-0.05738733394755733,0.11604807406632972,0.049480435291366386,-0.0056331219886254945,-0.04943591504196282,0.0031354154109083793,-0.0015750324677395236,0.09292958908595038,0.044057994363826763,-0.006648541476169821,-0.0002773250848503516,0.02611144194299999
WIF1,0.051852102776105385,,,-0.09874718442892753,-0.011265181355307428,-0.014177509693736923,,,,,,-0.01716079283469864,,0.06139417211738795
NPPC,-0.04278139740464852,,-0.017639552093805848,0.006921288453499983,-0.008769725513634809,0.019478237229506742,-0.025946755506158693,0.059026875486517145,0.029707607154196,-0.018650404016366664,-0.029162964710912717,-0.05597655525159286,,-0.056766795414488126
LYZ,0.020728504748416036,0.010843816071486411,0.01814346609723084,0.11185521739756873,-0.02474065631739895,0.021092281081117274,-0.01737189763320514,0.04369962385478281,0.01422835200946558,-0.03284464787151491,0.028955155456721664,-0.06991687183128065,-0.026200743563915812,-0.09961208555164842
EREG,,,,,,,,,,-0.032428448200646484,0.06761520632142753,0.010228995431269932,-0.02533107003640418,0.06636025179539692
SPTAN1,-0.08144078353227978,0.011742058672470551,0.03029343047390628,-0.012053399283239737,-0.004476705405266564,-0.06124536056474294,0.06526640478201405,0.11934136001329496,-0.018784699650972916,0.04378037156432513,-0.03477368399548188,0.011518240119174952,0.015368008466114698,-0.08268247690980102
PTH2,,,,,,,,,,,,-0.029358293584442377,,
LIPC,-0.043965334513773074,0.06435624250635673,-0.020434912623439494,0.13309594495798094,-0.027293054578918723,0.03625821258865795,-0.02751387819746421,-0.05872572896905081,0.0040009156760849865,,,,-0.03061675525403687,0.08628675150977701
COL8A1,-0.040448390719216167,0.01927045642249327,0.05335776551443311,0.08209454481982106,-0.002013575817668944,0.011078106970315098,-0.05776546396636889,0.12380151138215978,0.03980789687204377,0.06906433104425956,0.0694864515134143,0.006740987279827427,-0.04015223897009928,0.10887114177236015
GSTM2,-0.06438297637131807,0.01856292363589582,0.026264093459772115,0.10734880653191207,0.03611326457758692,0.015860077608036566,-0.013296706815558623,0.03436130228578136,-0.03749137876179643,0.00800817492867791,-0.03865039429451638,0.02090225026808125,0.054868427578579064,-0.038401813320157095
IL4,,,,,,,,-0.03692519794267939,,,,,,
SPX,0.021451985339791445,-0.03194540651139119,-0.03348490167070997,-0.03829615839193215,0.007681671477490201,-0.021889866956679334,-0.03439740172036999,,,-0.028235386278591797,-0.019137560927775705,0.0038148527522814894,-0.034795287714514234,0.03145841229169975
MFGE8,-0.013649239569992876,-0.02119849341437251,0.04419582257265689,0.019971036363547353,0.010862147238704446,0.021611602855368277,-0.03428827204346136,0.0813004766248714,0.018928725822355563,-0.0031067846907334414,0.04004231749306469,-0.012476595930937218,-0.02539412998607674,0.012235796641024933
TGFA,-0.009551666886571298,0.008691260665015051,0.009248776512422695,0.08171215031569827,0.02465332387025891,0.00350190898084628,-0.09440221047499973,0.006213652198613342,-0.04404271860207808,0.030912910204427553,0.03755888132595272,-0.03669020782094951,-0.023561639321157884,0.02939653254344226
SLIT2,-0.02818474061116712,-0.028178838651020444,0.05318203225057155,-0.05238096394224712,-0.011998625571040145,-0.034128126089476817,0.07401291864151167,0.029498027285451436,-0.005367086420586255,-0.021972037054221318,0.08188015013517948,0.0037863800059393304,-0.01665062025219781,0.0590725927576663
PLTP,-0.03874530970377784,0.012206362037819508,-0.04269703607954611,0.11785567261401607,-0.0037985222546081596,0.05126688561960814,0.08031380332891391,-0.017687070657770688,0.000519839963560471,-0.04472456600680361,-0.022704889951175256,-0.04580751866086433,0.01363048404641192,-0.004049629727266489
APOD,0.13408833087750194,0.026412099113607517,-0.036827269748157636,0.022707195546037444,-0.021795905908522352,-0.038241702317225214,-0.14463022889667354,0.07564990084451566,-0.08464857169507814,0.0901420294710926,-0.011656585675407397,-0.013526383640538611,-0.03304783193482076,-0.03315394955371755
B2M,-0.017512520288602965,-0.08016774422706961,0.019536803818320566,0.15022244626149492,0.01375567965313839,0.033538142819210845,0.014148654468129962,-0.04564895301145128,-0.009367359335792235,-0.04258040677540101,0.028365733270306875,-0.03509853770547573,-0.005599237287445202,-0.05233430121326473
OMG,-0.05097166158589638,0.006398887845194706,0.005003835025634138,-0.05819128031096188,-0.036874953011417626,0.021792661518683833,-0.06698372251764083,0.07022982976323917,-0.12141303393498837,0.06384139540412428,0.014853324143732671,0.0009892932495214814,0.011146703402043224,-0.09200296862822871
CXCL3,-0.035487707748417294,-0.022218102605633585,-0.007550999412428518,0.014650909456518663,0.0356870654507235,-0.010926737136174574,0.16595721468960575,-0.07860153999609792,,0.04580729863077097,0.07739707345431425,-0.051785261176714406,0.013478799404283062,0.048947603313812725
CXCL10,0.0174601873875836,0.02249885998140956,0.04620743691007998,0.1538748240138848,0.008999838153541797,0.060511293432797646,0.08066436918164786,0.028014710363654955,0.033893853051692215,-0.013654227271143625,0.058575600297423175,-0.025224530319683396,-0.007265360011836812,0.046065506615619305
RSPO3,,,-0.013205442873177577,-0.03003561109203235,0.07118681492974435,-0.011418229715073063,,,,-0.04020636260313687,0.036587293383706344,0.006746703822585945,-0.017257000481383834,-0.07203920468985671
CORT,-0.02350264625370195,0.08195458128983298,-0.019639125111176776,-0.0578381821780833,0.10527647802839778,-0.018907354423994643,,,,-0.01767325581496011,-0.01612921724486278,0.03358618087339963,,
NCAN,0.0042054776105257844,-0.0030504830826313064,-0.03536115388520645,0.10382308153785426,0.0008483892416112509,0.05991869345979312,-0.03225986819484876,0.09210863185078291,-0.05293240035114944,0.047363166837243564,-0.017121172454650845,-0.020956521761677806,0.018861756432412283,-0.06568220469209347
PRG4,0.0436920715384576,,-0.013033202631400904,0.08126427169962015,-0.01865607936163042,0.012278136708997668,,,,-0.0029005955915232555,0.009818958955125854,-0.009852531301303417,-0.017078598167303914,-0.0021702337354949277
ZG16B,,-0.013004432401121561,-0.015126625611047929,-0.017411845139114826,0.04494279119817045,,,,,,,,-0.021517622403944104,-0.02015116263846162
TGM2,0.0016961111042108007,-0.026568619553968525,-0.0004817027634111603,0.07277572307192741,-0.05158021903872928,-0.04552784185729251,-0.05513584915582021,-0.06659783659955805,-0.006909917419160952,-0.01175547139192049,0.0072270645799736065,0.002416107976918683,-0.0011447869629526044,-0.03470426682895588
VEGFC,-0.023014879065997217,0.022912388164618835,-0.023228656856050054,0.006125987551730269,-0.02685595832304273,-0.013624001020864255,-0.010561944832554366,-0.06363430636548272,-0.012123637285025675,0.01607666851470584,0.019966006282229377,0.016934521777735367,0.0635898593763258,0.02643727466161107
WNT6,0.13276790658830384,-0.01202645643961011,-0.018026597431726788,0.23951757073908028,-0.02219548955531788,0.04462762427389058,,-0.054091149149516224,,0.044471594116073244,-0.01554339244086103,0.034713471182991035,-0.02598695142502288,0.12684655004812168
NRG4,-0.021752676761901804,,-0.015862003817648674,0.08693694431500096,-0.019160553860733325,-0.015893986283488457,,,0.23492971740119992,,,0.0697569112262665,-0.017257002415481868,-0.03131339028678861
PMCH,,,-0.008825721368806896,,0.060844672607134186,,,,,-0.02846460558437365,-0.022630154698213886,-0.014035573300032798,0.008215196554896997,0.013645530148900168
COL9A1,-0.03388795617709997,-0.01912370282874861,-0.016566705287660844,-0.006928376068549047,-0.026730067076200487,-0.01811081951542056,-0.025596256607456982,-0.024517871240887456,-0.06207874603035019,0.05127371407510604,0.026452941883004046,0.02740079850742142,0.0031521945310279543,0.05727658247820561
GDF11,-0.010036543181646422,0.017944960622841784,-0.016074025719765725,0.11672688465184093,-0.0355097932229135,0.013096351570579175,0.021103603821137018,-0.06449120842454895,-0.009217438647998127,-0.04486505967411919,-0.019502353494134508,0.010994526431427936,0.05375595280987077,-0.006354091209310751
RAET1E,,,,,,,,,,,,,0.11237104087594246,
IL24,,,,,,,,,,-0.021222524014092043,-0.015167526022497135,,,0.05115061372974371
SORBS1,-0.048640457243616396,0.015510403410156182,-0.0214035624732423,0.020863739458767086,-0.015912582992846147,0.05117913271402974,0.0006743147170537212,-0.0689303413485854,0.09500610700431437,0.041855861447414495,-0.033694197992824845,0.035354886076061125,0.013193540098588986,0.010484502779437
DLL1,-0.0027776431565781313,0.02428443667858645,0.0001687667840251917,0.1010488831896433,-0.017422268715859075,-0.010512695539194674,0.009553798195563798,-0.012071469066455271,-0.11795398833260948,0.05233347363044073,-0.0009672156866340477,0.028879174494104272,0.006518785351371573,0.026371479483429553
TLN1,0.021536422419612185,0.010164582961147807,-0.0342253617372397,0.1171676975154565,0.012741443689492348,0.009491427804156176,-0.007520800448139853,0.024141832236970303,0.02773888495312158,-0.02934327116257078,0.06628111092656327,-0.055300342378821324,-0.010453773267469758,0.05549057932864984
COL2A1,-0.022265297119694424,,,0.052905038276221526,,-0.011092881485310175,,,,-0.005984412130672623,0.05844311167886573,0.020162572433396916,-0.02511476840552326,-0.028211683918325174
SHH,,,-0.013543637404292243,0.05606704195613082,0.0170060655513116,-0.010586965072024654,0.04868897494396693,0.07068399520166517,,-0.0025824611731049495,-0.04107850432581776,-0.006664219412116748,-0.023559760109344578,-0.04691655784574813
PON2,-0.05946391129217003,-0.008794753247960908,0.011834752915915379,0.11886895131168901,0.0003507947324331607,0.06325007364793442,-0.00014240694418957286,0.09601575946052382,0.04071343676010477,0.0434188474731913,0.029737385607670423,-0.0672421519288622,0.013280938257816005,0.08822762980374615
ICAM5,0.009715194944513462,-0.015480750384592753,-0.021108720170233696,-0.010133898071705297,0.0032062073268895523,-0.020675770909854015,,,,0.02705170610049556,-0.039689403499013856,-0.014356876337655193,0.09179188335230005,-0.026860750051629797
HPX,-0.035456045224477074,,0.02358649544210141,-0.020292560301802383,-0.019572217801738515,-0.013841580769919495,-0.026740719569042608,-0.019449726031104425,0.05562756838593457,0.013724367194944676,0.008452016694605376,-0.018919910042699144,-0.007499623283389836,0.10030855429785779
SFRP2,0.0531191979269489,,-0.015424735281395265,-0.02568635027866106,0.000640181594568833,-0.020768916123827058,0.01637951219005516,0.11296770437519431,,0.03291641191615808,-0.005753428873898086,-0.0026035192734060616,-0.0004341602732674415,0.0044058486987404435
CFC1,,,,,-0.012551643508263988,,,,,,,,,-0.027707423475679553
CD70,,,-0.0037682531378684116,,0.061032989821602386,,,,0.07411736478505268,0.0007496542457100966,0.1365975823894706,0.04675350726171647,0.035734988870777,0.011130926253019402
HP,0.03883701750773861,,0.07118492659194783,0.035553376357469316,0.046828256287396806,-0.008264387002388369,0.04650998598371632,0.007771444945209144,-0.07604456980718974,-0.03923024455573363,0.0085961867544209,0.014277528025035999,0.03748652674099601,-0.01652692208800411
CXCL2,0.013621449600218577,-0.03052839799639478,0.016759814906869126,0.01220006323136508,0.010435174650896143,-0.020954148396270664,0.04791459879637109,-0.06396828934143972,0.08722088065747345,0.011898713237949185,0.03326373699716626,0.014550649395944387,0.052383335077259285,-0.009635849256749141
NPPB,,,-0.022498526806311182,,0.03878868626194239,-0.013624002011776918,,,,0.07650465060129545,0.0029945477260368723,0.014323755966214423,-0.01750530703434369,
CCK,0.040759628039020036,-0.020593959359082745,-9.788091849928515e-05,-0.12037862282507798,-0.0004877946418933511,-0.06995328004846976,0.0840289390745174,,,0.07365736588618714,-0.03145782042625773,0.018898994446294334,0.05155025452411699,-0.1502318715241805
SEMA6A,-0.08544785161799022,0.019993305360955095,0.06293366038053166,0.114384930007013,0.012056444990167002,0.011313433152080976,0.0583170758362963,-0.0009409812738930053,-0.0019411109419623423,0.036096276672492045,-0.014342570317017085,-0.012639617989338426,-0.02748374922652312,0.017688831102135323
IRAK4,-0.012579800134642483,0.016786154243536675,0.03384060289500626,0.07675008107918183,-0.01798551685781239,0.05310097514057215,0.06980682642880881,-0.07705952736394495,0.10901256897841372,-0.004434587145502263,0.007575151211920279,-0.040718772014433316,-0.02883808430239142,0.023325750789581386
GSTP1,0.07594177592493061,0.07003450184933087,-0.002253699443913941,0.10093589471411182,-0.06481058690312974,-0.020023745096753996,0.06270989440414279,0.02026738931784297,-0.09603305580833163,0.07166798003416908,0.059269903619955176,0.003971860718714764,0.008142126934304056,0.07993565635680508
VCAM1,-0.09128877250654097,-0.018978697469983492,0.019094451074297965,0.1098870132719001,0.061710240009925685,-0.036858602902037886,0.01410352770789251,0.10149141368774492,0.005254154743533796,-0.011437520891422063,0.04574028699540586,0.018795489460909094,0.013574964019199179,0.02751935126368824
NXPH3,0.01388477412221078,0.03282029567847149,-0.012062835957878642,0.058708518929897265,-0.004363226526943083,0.0031065954303404852,-0.05672560693829621,0.025757541133339414,0.0045222466694399555,0.0769023130504634,0.09422962982103048,0.019209632974621207,0.022538016756395184,0.05057978823498602
MTMR4,0.024938004757345377,-0.011250313198328234,0.0004519631389386582,0.05565386043256614,0.008019769631531594,0.046965402833629585,0.026163200245597287,0.037870742952927715,-0.07636383442972741,0.0033281327400034653,0.045203060374841925,0.02734168388434274,0.0901902615120986,0.040769332804074396
LAMC2,-0.019864473248525225,,-0.009490796677472085,,0.026156044696503972,,,,0.02491862854967688,-0.026091157303122444,-0.019919217593672954,-0.013623713125730803,0.016433310927417823,-0.03015363016016957
