,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.040662800554781865,0.041358116414866426,0.015408806856844159,-0.012347687870347138
NDP,0.05559657245534735,0.08094812910755445,0.11421215394688082,0.0011859232523406926
RTN4,-0.02911925580719631,0.08494511987445093,0.0039026146600796125,0.01686362127806631
HEBP1,0.00681596290852009,0.021912810231320457,0.06216032019987537,-0.017928909747645983
WNT7B,-0.020336289524504406,-0.048750359316309146,0.11453134733326616,-0.025385186688812487
PTMA,0.05183064096164029,-0.0441579596601499,-0.005129902161238918,0.011230669364781521
CEACAM1,,-0.027317230783659902,0.03510284292491166,0.07271246049965595
PDAP1,-0.06760958285660727,-0.008120123398945205,-0.005436028873302434,0.054399227425035244
QDPR,-0.0461954696595818,-0.06347192671628868,0.032133264692385546,0.02107940312500445
POMC,0.008945122072820551,-0.004912040696006563,0.060666227839138505,0.028314077011355902
CCL18,,0.059837238926615424,0.07135618899882935,-0.01564355557518758
CCL17,0.07738153346541686,-0.019380253049870916,0.02074683788258455,
VEGFD,-0.0030531574772369075,,-0.021606675817757822,
TNFSF13,,0.0926368638601606,0.015346503778155033,-0.018919756034340717
WNT5A,-0.013415710395626685,0.024262021118724938,0.044473863083434394,0.04337375126839348
CXCL8,-0.017193509543926108,-0.026691988454712233,-0.08825727535726839,-0.0027849800780611503
GRN,0.013864264874376033,0.07384356911976973,0.03533206563227822,0.020603820325349728
MIA,-0.020997726777607122,0.03281981157710266,0.025866567579093825,0.007679014014831606
COL4A4,-0.00227631689386033,-0.011971213677458086,-0.03459566638056764,-0.02228963504282928
TAC1,0.0030672264973624066,,,0.05839001183567277
RARRES2,0.006095659042135663,0.039853918009760896,-0.012488568488968566,-0.012571409763387347
FGF7,-0.0026787259910347676,0.1094494959606473,0.0007721882317893642,-0.0057185363631778886
EFNA2,,,-0.02053569937954551,
HBEGF,-0.011169006981890458,0.008380282471337227,0.029364164365973177,-0.023966469259922275
CSF3,,0.06038712342609055,-0.04775126330510755,-0.008346257259947695
PI3,,0.016623723640392416,-0.04492022704315048,0.04815517357182691
PCSK1N,-0.021771963549200673,0.03482689948474694,-0.018645109902735338,0.032078120063467136
NTS,-0.014855922503637889,0.025174445368901004,-0.025018852769351244,0.0459330856510304
SFRP1,-0.013887256793811413,0.09592933809113395,-0.028409424563796824,0.03848970927478321
CXCL13,,0.04967600835962004,-0.029651735749414966,0.029132329536434107
MICA,0.049227639189397425,0.048584385858570694,0.07180017188613932,0.0012032820027900535
TG,-0.018215872440823306,-0.025751510962320655,-0.0030021504516452397,0.07209188459312918
ADA,0.03015007735319878,0.04155996424631333,0.03411617866731913,-0.04520580224408293
LAMC3,0.038999971417921865,0.025295496455404125,-0.008037802799526874,-0.032061823655963745
CCL7,,-0.02904653216137668,,
NGF,,-0.033546419295672175,0.06151430542830473,-0.022838284509660193
TNFSF15,,0.0638548997625737,,-0.014999623875258408
HMGB1,-0.07134438848518988,0.019716641254582865,0.014981512288249656,0.06999941761442335
ITGB3BP,-0.004705391090763816,0.03822486581147851,0.0038345817134948176,0.01654950766164551
AANAT,0.03622248220156601,0.00907521484582072,0.04724017067569798,
RELN,-0.002579654076902887,,,-0.018117920097154197
IL15,-0.019792901664073513,-0.04668407650111104,0.00859717678493062,0.026028093352415023
UTS2,,-0.0013760768016307585,,
BSG,0.002059118129839479,0.0663677955779623,0.01466640498004984,0.013940765302367325
ADAMTS3,-0.02388072319096638,0.020294449158723676,0.06869892107073286,0.010949943475041475
CD34,-0.032049109624979116,0.08167735982850143,0.045384149468877304,-0.0018785572875923788
PLAT,-0.06935826551962193,0.07217369797272184,0.02896956313869721,0.031565427235634165
NTF3,-0.02472127700032129,0.028223115045656604,0.03578245025903558,-0.015000677713778252
CKLF,-0.02425176079807282,0.07958867325712211,0.09685262115130364,-0.013145579126466174
CD24,0.022536505639433584,0.04857984147449061,0.01781020874190674,0.04294472877453335
HSP90AA1,-0.05550541308283463,-0.05689955601264331,-0.09127844763233695,0.014666018779877962
BMP4,0.016206004654916846,-0.02173217456765728,0.021104100515252477,-0.043623020539082125
SCGB3A1,-0.01771178889433158,-0.044210049888412956,-0.039310605844799375,-0.018207247664462557
IGFBP4,0.003212543262861606,0.09922825062595719,0.015497868238185856,-0.035741332251325794
RSPO4,0.0455111205184474,,,-0.02097785300149816
LEFTY2,0.039937001544658055,-0.02465721654499382,0.027352454256423665,-0.028528494162376305
PF4,,,-0.018822390234054534,
ANGPTL2,-0.014081952682830195,0.07254792855290614,0.008189905664195783,0.041506934155255984
LRIG2,0.006379330767909514,0.06025896700183807,0.015422852923879984,0.02674462134036039
ICOSLG,0.03531704303478208,0.03770246828738018,0.05799730675143855,0.020701753849926924
WIF1,0.027519058539408336,,,-0.019500946319719662
NPPC,0.04676718769855554,-0.022737233722190265,0.1406392623613065,0.03176096089497692
LYZ,0.028748861683731065,0.07278911095139147,0.026352441051602057,0.0053770531629712265
EREG,,0.043353987127012744,0.017716869474192994,-0.026128269601446083
