,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
MICA,0.026701702132158413,-0.11510140292930873,0.012636151176454958,-0.031180403342144475,-0.021896425864430885,-0.030598282371896237,0.014781933821491382,-0.016307702390183774,0.004688593169374927,-0.014479854513365586,-0.07642314134926151,-0.16836890561595083,-0.043539685238408184,-0.012662816303490584,-0.05089203175314679,-0.03566638412365281,0.017517972769814018,-0.037741746152133916,0.0651977039580275
TG,0.09202016262243744,0.016349184671798633,0.03834867981171367,,-0.009064480399953001,0.04699416288791835,-0.02099388822889861,0.04763530040914593,0.017928516342387128,-0.022625677209321123,,-0.013955690213263256,-0.0451465647102477,0.01241993211564092,,-0.018919750725811143,,0.01396188568254716,
ADA,-0.007451524883078418,0.005379589466337516,0.004081547124307428,-0.02379892021071518,0.021769067502026486,0.03336810668793456,-0.03242282797738608,-0.18739418436221333,-0.04361048772025127,0.0041759553496001755,-0.18512613502480726,-0.11166740414748462,0.05018451060320962,0.00677868304071898,0.00944820412123466,0.030306898729854124,-0.07443754124405402,0.02236920804606898,0.13671536421781819
LAMC3,-0.006933478042263269,0.06671297205683545,0.03502180925140358,0.10322098726317508,-0.00821770644484559,0.05760647870067515,-0.002699725450774696,-0.12328707190563687,-0.046637872051219,-0.058447383332590114,-0.1342591822265022,-0.04143078415396923,0.13223027285146965,0.022697403917341298,0.01969773704670877,-0.0686115657307037,0.17719922145803002,0.07306210528727404,-0.047639027644893396
CCL7,,,-0.0363868967145328,,-0.021124290886416906,-0.03508605572365178,,,,,,,,0.039400290001302865,,,,-0.08426169233962752,
NGF,,-0.03778285281197666,0.01098963476281632,,0.047718252296072995,0.029082592218558675,0.040970043043808656,,,,0.06756528012511906,,-0.03409394319943951,0.025448266671335304,,-0.01999875842843958,,0.011759211219359815,
TNFSF15,,-0.02070316126474207,,,-0.02352293107785767,0.040843475638233456,-0.01949434753549636,,,,,,-0.013129279804004745,-0.025819545940944155,,-0.014275359690422184,,-0.07986789036077867,
HMGB1,-0.030702701692340136,0.09675007715153855,0.09839300329528766,0.09677660546886713,0.03547334826894309,0.009833127533021442,-0.008886555494587464,-0.1993630777417747,0.0679827481445688,-0.02742948514873047,-0.17598687557436193,0.006873183385818393,0.04171191927498376,-0.12198619380243443,0.05055366606934153,-0.07159822402693043,-0.042143590180172066,0.07256097495114325,-0.10354450578181049
ITGB3BP,0.0153654764604527,-0.18620172590200973,0.051393228292935356,-0.06287087981836552,-0.01835751037886247,-6.74217869600709e-05,-0.054324780278592444,-0.12967836157181198,0.029412752448695133,-0.039429986210383926,0.02290705863983554,-0.14694646066591907,0.015976023521147818,0.0037872911696194486,0.05854998787651926,-0.0758784170540331,0.1403328587778918,-0.004722951798657931,0.1422593611889221
AANAT,,0.03369130541633491,0.03834395404544177,,-0.021403463792363242,0.007609766995790356,,-0.00317366705239437,0.0025359777070141014,-0.026080980538738356,-0.029060943307392614,-0.028465428563033815,,-0.005094472805590927,0.07952347386245964,,,0.015831827027858784,
RELN,-0.017617762583973393,0.11511382770433091,-0.04848459087689193,-0.03089889787396151,0.018933840716120538,0.04285753918426494,0.056148179379451484,0.16640413077001967,0.03463067939180692,0.023027037358183837,-0.046054150397708354,0.09065408852651069,0.17961666240542354,,0.00017097170629855928,0.263846766090468,0.08571116125089537,0.04978988797336354,-0.01934455891986228
IL15,0.021626998134798996,-0.019150393955486095,0.03573127329119431,,0.04388861601404846,-0.001950121152706767,-0.01893953369315601,-0.04347141117187696,-0.0020855586390224135,-0.002127878603234081,-0.026342231560861833,-0.013247301901076303,-0.05222650174953919,0.0012856501674899713,0.04216985634785221,0.013241672035807834,-0.03589444496295918,0.04483845276771398,
UTS2,,,,,,,,-0.09565885395458391,,,,,,0.0659746763499186,,,,,
BSG,0.1474200249734463,-0.1053646073272808,0.11777132721297974,0.007059340989744396,-0.059598301050475554,-0.04794867107876519,0.0786313309438902,0.2291864323560967,-0.07877100282064027,-0.012622920728677187,0.3293410709785301,-0.18636496900794874,0.09152080085240834,0.03252976297482827,0.11036249101718965,0.03893646480449885,0.05696127701275764,-0.04428001853418038,0.12797883907210725
ADAMTS3,0.057133676409232254,-0.028753738466225684,-0.014158896981554332,,-0.022756745053791702,-0.0015460172343562185,0.13853863908845238,-0.19176452355809914,-0.06548649513740143,-0.038258009615732995,0.06633765713541848,0.08124828376369803,,0.028330292209611387,0.06469739673046591,-0.012798359478857848,0.059509074297346684,0.013126669025182825,
CD34,0.07886673410261824,0.1368735630586198,0.030508143333923043,0.13554905686240304,0.019620133671263595,0.07298055822921894,0.058236067943153724,-0.1682299313119679,0.04091666595973135,0.04377936643351872,0.01186519697138382,0.0756383579462598,0.1338880195732713,0.05514514689065929,0.019975728121108937,0.0029031622647290633,0.054013279934920715,-0.027269124767636217,-0.04135486840378008
CCL23,,,,,,,,-0.024236910661877036,,,,,,,,,,,
PLAT,0.09180076959795588,-0.04477095583223573,0.09413698641918863,0.08322934505251424,-0.012779591407650918,0.006895369416697225,-0.091292029508513,-0.17882226505913332,-0.15144376216497246,-0.04090150342089225,-0.036826006015720725,-0.13445404050218185,0.07708068866679393,0.011019798440623445,0.1286621483343402,-0.14509737684486243,0.020297912058835015,0.0647700053546638,-0.06322062242621576
NTF3,,,,,,,,,,0.0009186770927239605,,,,0.018321561711572242,,0.001701688262156008,,,
LTA,,,,,-0.0053635257735038695,,,,0.03519610364823964,,,-0.03288999576890391,,,,,,,
CKLF,-0.0008818420270274133,-0.029546067891651876,-0.002958349253221218,0.09193659144175458,0.03236489310240998,-0.08431608102978146,-0.0666670442775168,-0.23929419857098846,0.004425889807287662,-0.009809903073491825,-0.16968498048461736,-0.2096243863549426,0.0976281348728615,0.005092632846636063,-0.047975064016175975,-0.027940392955420203,0.053243763493801645,-0.018344933599407264,-0.09344728848983312
CD24,0.009336161429624163,-0.06576122916746713,0.11353323563747704,0.057964788316717544,0.004539626265849079,0.027269288410609764,-0.07030324183191841,-0.03876410728999524,0.10505367913173885,-0.19548412239528654,-0.06853927393822204,-0.07429877032079124,-0.06674227192583396,0.020270960017613287,-0.014803219203835802,-0.08819903297887713,0.09320578685146491,-0.010990682585423524,0.1532296136087957
HSP90AA1,-0.08426154035113474,0.09609759223008213,-0.046345268648377146,-0.11573543370818591,0.002970959175768786,0.26630270971240205,0.09064753038926948,0.3381167026815804,0.0482158409074835,-0.004028909661187851,0.45215303418597647,0.3325297592103235,0.012484404534260356,-0.10381896639033664,0.032711320185784806,0.024243560692994794,0.023298220945874092,0.13787623487719822,0.13585564297024882
BMP4,0.05610615870981751,0.11221602400142598,0.054158898931740855,-0.005828559819194803,0.04837183153204363,-0.05152180234627452,-0.0775521154059266,0.07415416516332107,0.04671445474829862,0.01670785306699108,0.0600026049615047,0.023106825502035456,0.02446809245367055,0.06376701104450967,0.008253696525732306,-0.04137256684079063,,0.029637493562614508,
SCGB3A1,,,0.04841701240170038,-0.029328050723336135,,0.018902676696091338,-0.012221226048286508,,,-0.021999562174397427,-0.04760895189032099,0.11577991142887914,-0.009953294508822024,0.02803869732026145,,-0.0035365459662741175,,0.05292785684775412,
IGFBP4,0.03031528178674722,-0.059486387327580305,0.011218455130511241,0.021425820963719422,-0.007565682621323621,-0.06094390076354077,-0.04249624963260822,-0.14735963473883854,-0.06735711510228574,-0.039671835346761,-0.12456772362130719,-0.07851795145606118,0.056220187335874285,-0.04091618442369908,0.04447882106830243,-0.07418633018453208,-0.007569707005543605,0.06506052441609965,0.07100954921122116
RSPO4,,-0.03404126111768293,,,0.0018244505982621684,-0.023190756202652485,,,-0.034571709457709314,-0.008522259973123999,,-0.048359008891512546,-0.022923825910525015,,,-0.01996492709548224,,-0.02824965742481662,
LEFTY2,-0.013155078054818749,-0.005004092335489815,0.05272032544463262,-0.026404257288403895,-0.018631865134998885,-0.08543878712115899,-0.03705670280200827,-0.15273881378720866,-0.031435480659462445,0.02284880941745631,-0.03593744239314502,-0.03429375219385429,,0.05292213022405777,0.04140014863343819,0.09844186829969033,-0.05557736203779647,0.06437399591419493,
PF4,,,-0.010263903384298712,,-0.018430527625052817,,,,,,,,,,,,,0.017331308750555538,
ANGPTL2,0.0015564483122787757,-0.011831287277830619,0.03293427288944794,0.07485242237734922,0.011898367773326582,-0.0435968165378378,-0.1272268507435247,-0.19814487351832832,0.031024985930530585,-0.06543702759625736,-0.2771253714702194,-0.26386479144029984,0.08114063663889373,0.04326219216181871,0.06639315114547215,0.0007988806894859142,0.00219770634471413,0.06487745470634546,-0.04723006533406173
LRIG2,0.03013310846546832,-0.03653894793705763,0.0028367858076394892,-0.031424770789798835,0.016519654193701654,0.042550854306690866,0.006605235875398248,0.00017934423721691238,-0.004459402215609253,-0.09494301269458819,0.059859889203715363,-0.06606728154828394,-0.04676434766502726,0.04023249599176557,0.035847529558681285,-0.032913531835465526,-0.014364710959966746,-0.028616499504528624,0.023964995132551074
ICOSLG,-0.07530186882530052,-0.06924647746050003,0.027624919863527258,-0.05254364235115735,-0.003537821437014942,-0.07428550276315433,0.016280090899890784,-0.10575883163400487,-0.061619162541887776,-0.0058066805760775215,-0.21761696552955956,-0.12434370794280097,0.031034557785047132,0.07800213540861568,-0.009525858079472602,-0.047155902640903274,-0.10782396015114139,0.03904079159064586,0.027833710256587887
WIF1,,0.49119988309764134,0.02342244795312673,-0.04755878233370895,,0.17775656016570068,0.1530433271410867,0.3154737126343778,0.02545859093972817,0.024764606234294974,0.15161273746550816,0.37897552625154735,,,,-0.01855933357614389,0.04981688400852575,-0.03403090504212988,0.2757700366521291
NPPC,0.004043073468106856,0.015701917711152875,0.02905195897528784,-0.03679446730142656,-0.008600609109138234,0.14900062650153206,0.09411071947007046,0.07059816931349375,0.005884630881313554,0.00668134541817667,0.0852083446437875,-0.18238020908690633,0.011681357719883403,0.05115176909564783,-0.01956538145209666,0.022224229028005554,-0.06234635508930851,0.07772390914110332,0.14422761568177694
LYZ,-0.06667780454611218,0.018654464179031768,0.0029976657893036936,-0.03552844616395391,-0.03748834241525317,-0.11387625316846761,0.07587623613324654,-0.14481148761514376,-0.011156710904734812,-0.02674381614419197,-0.35090933919044176,-0.03598005682253275,0.07824889368216527,0.005169919090021809,-0.035874702389170135,0.02526721167804712,-0.015601382727645689,0.029710813362674837,0.02384956887336438
EREG,,,,-0.03698382597802269,,-0.05566853932922697,,,,,-0.03830776412881727,,,0.02029717261674692,,-0.024866653307501086,,0.03567965024200836,
SPTAN1,0.11779315569988018,0.23502831333794952,0.09328137371338846,0.05583249496172807,0.03603295162823612,0.14735272524506257,0.13645142398304785,0.2663070685314007,0.09132735735880708,-0.04763879627899356,0.4097892459655526,0.29201325832538844,0.03051881671087352,0.02740330581155838,0.018650118041347617,0.032772132120874015,-0.03885732409514591,0.2180383651650683,0.18010535464372515
PTH2,,,,,,,,,,,,,,,,-0.03175088523639295,,,
LIPC,-0.03575118479608499,0.01157815194229597,-0.015191313560559227,,0.03146641567164694,0.0473900271572004,0.00200999926279105,-0.0320398786598289,-0.012124767636635211,,-0.03295679345891711,-0.03574155231054139,-0.017707675815176897,,0.025636001288304875,,,-0.025888098183136626,
COL8A1,-0.0035017970536021575,-0.19026869803023463,-0.038480350918935674,-0.01932259840881111,-0.026410087054890438,-0.09016878780678726,-0.0991467071844831,-0.0995789209688145,-0.08434142008730258,0.014801317712031794,-0.15796290329201285,-0.19041772220963887,-0.06872331571716583,0.0263113234277853,0.09823907685945846,-0.05352270763408532,0.05233212578976526,-0.14331535949832505,
GSTM2,0.07453493006426322,-0.0426302257273531,0.039918321910556144,-0.045655660870894864,-0.023385702210165327,-0.007578879876848033,0.06406050356775003,-0.08220037393011036,-0.0139337621088281,0.020037662294475737,-0.029418594041349506,-0.05495315180825324,-0.03778720353230695,-0.00015888455405609975,-0.07547468182808482,0.036092340435801,-0.04801959029267784,-0.00468788604403965,
SPX,0.005810652816324489,0.19674706037267978,0.03395775976631231,,0.06576556801907657,0.28867278565814797,0.08481552093936551,0.1416920747568209,0.05692337590664448,-0.009963232793680414,0.0846249564123648,0.28239052098180933,,-0.026703029816718828,-0.002482630186592424,0.1475916588311143,-0.03076725291434885,0.024283722849498715,-0.12311178744367195
MFGE8,1.294027482654367e-06,-0.20075236814797465,-0.036443315561159394,0.09046353580518443,-0.02499558037703921,0.08396030511283926,-0.010170864465470582,0.008852203805840564,-0.04633300662571875,-0.03356441262402316,0.16631356378434722,-0.1338890866320218,0.08259375147911856,0.047760995824659036,0.10324338987369988,-0.05508101177501667,0.014579513536053924,-0.010409658281565093,0.07755070734053383
TGFA,-0.04440623541649406,-0.2377220954039759,0.07848356961698101,0.010177686716518497,0.012357731910796699,-0.0645083742054742,-0.013685820032780275,-0.19415483073633744,-0.06865475443380495,-0.049730381054088724,-0.15749679385935125,-0.11448759076762743,-0.03658831648244789,-0.0316741617894811,-0.05826452440900296,-0.008617711910870575,0.05651698965672188,0.009577138886802842,-0.14169742533017138
SLIT2,-0.029574155785070895,0.4019276760403265,0.033783521903313816,0.2882390766407818,-0.01811453659280187,0.1462022104858755,0.027251390217955748,0.16235900820996285,0.018338250078698597,-0.07087358586094378,0.1761621261433948,0.3672670144400669,0.06459699852040159,0.05963267563717563,0.019812696354328783,0.002915418001217634,0.04424217832631899,0.03980881849180239,0.23370166277517535
PLTP,0.006019934486390971,-0.0648465211287327,-0.008148388461503436,0.06885054799773838,-0.027298725020183406,-0.17426518707720254,-0.10772818424101631,-0.2825239213950251,0.07593602787345378,-0.14400412076449734,-0.42063691941674713,-0.04163630675005208,0.05246286543453022,-0.034160491095805774,0.10629163844020066,-0.014042036789744024,0.019564828176366508,-0.038091799176292206,-0.03359297041907327
APOD,-0.11619267038972783,0.12621566105927193,0.06367540474996963,0.13414187316332798,0.00800801904566027,-0.005939783666319258,-0.08162927314060767,-0.3031701834458615,0.10716917063409234,-0.05291342713341823,-0.3232118736898282,0.12921803677681673,-0.0184897319440867,0.1205993805890438,-0.1098362578253667,-0.028209223108966876,-0.006521484231761932,0.05931647726491858,-0.2649426850640305
B2M,0.053794019362054586,0.06980125212149635,0.04955763509275282,0.06378480597381157,0.03377965068535833,-0.186813543837544,-0.1477405588861991,-0.35783783323988544,0.07757439985249708,-0.17220514011906723,-0.4890569654604188,-0.36098923986142023,0.11117031165021833,-0.03070230886284374,0.11372241041687454,-0.028304843444930675,0.036777322971035795,0.045193731338496995,-0.2941759879313682
OMG,0.00635950721421916,0.2820263148562174,0.1165170593845865,0.09138115499874026,0.005267548106087914,0.12185621444424202,-0.07002460714949604,-0.04969878940544101,0.055478087684477775,0.046024945006068074,-0.08455781378939448,0.2574762560221707,0.024995919925417668,0.10115324547983148,-0.062334852566623786,0.15894880421995164,-0.09450948823196767,0.1843289247280827,-0.08962500329519728
CXCL3,0.010810844654797503,-0.14053221142222666,-0.05028365274963368,-0.051661169850261306,-0.008036280311390582,-0.12266943137635816,,-0.07086015196720413,-0.09122864345541008,-0.02353487788950925,0.03591486744369715,-0.03387305617963252,,-0.015852875393539856,0.030675321157930275,0.06310642778869742,0.031964104209880176,-0.07201728251119797,
CXCL10,0.0515052940582213,0.037583514661140835,0.11518467532414164,,0.011664066749568573,0.011639147787042683,0.03523247400675902,-0.1854404020438433,-0.01907600507022647,-0.035751202071903944,-0.03175770047250061,0.010529092159776274,-0.0006150009274958855,0.0857001248584768,0.0697795889181409,0.016426826521978133,,0.014717826768423304,
RSPO3,,,0.007888661071343298,0.049486410146484944,0.032639113347659225,0.23074473954211294,0.06131561743269972,0.19693115795528354,0.011325192504143863,0.009431603665970019,0.1266456281093478,0.05676006011200848,,0.06083927557039109,,-0.01057531313595717,-0.013393427101786877,0.11718978948968206,0.1746170874989874
CORT,0.03903536334360469,0.13120650456164198,0.013698984904564561,0.2012651956941743,0.016606321014251253,0.14895200176336235,0.0011911516644752273,0.16056150337650296,-0.015259563647265295,-0.033530980810665516,-0.08541151173819704,0.049101088320761155,,-0.0011580942697661072,,-0.03320435139116418,0.08005482198694273,,0.12689749844274328
NCAN,-0.05654765503693572,0.004843617518828249,0.18646584196340887,0.11589330479169217,0.004492947840754554,0.2828847498478147,-0.0521021391791764,-0.08997969480963053,-0.09579188158017923,-0.020408734536160114,0.2513543009895622,-0.2544106104708927,0.06631024338131024,0.07372694266251997,0.12403475741283485,0.10304029247826357,0.05493633900673121,0.08894307496554732,0.06312009491382696
PRG4,,-0.006063804757305354,0.047850994186676744,0.040161135861983596,-0.021124294178324062,0.049849197380168644,,-0.011987449048603367,-0.059923004583453905,,,-0.025309252946125228,,-0.02900800524924907,,-0.02405769343638183,,0.05889026614575665,
ZG16B,,,-0.04266760059989755,,0.0001696683893523617,,,0.039182789584171505,-0.014255744700254773,,,,,,,,,0.011727238163169324,
TGM2,-0.0031983479731199902,-0.0495023484216686,-0.03162877910560387,-0.05495617450651208,0.054425510486421594,-0.06216897498945739,0.010072267188773326,-0.0736687944717555,0.01935667397152067,-0.04409346704227205,-0.05493987534824283,0.15921341167432293,0.0804281880293695,-0.01434624841835307,0.04593535604444516,-0.04956871927317817,0.05081183279792502,0.04939477007830356,0.0111007129366366
VEGFC,-0.040457403325279265,-0.03783595665006717,-0.006217062679698159,0.058298548594860576,-0.03764914846120233,0.0006907287086802751,0.07696279507156013,-0.04030297780790365,0.08429856379481039,-0.022720071553901787,-0.07748413859345733,-0.016555312850608874,0.029133747335569476,-0.006983854147469978,0.0460056004821447,-0.03407447482792887,,-0.034749419506153165,
WNT6,,-0.008433070873544791,-0.022967358915494507,-0.06265033700413608,-0.029217618873242868,0.010836710177654639,0.03307953324392663,0.04105319147312708,-0.06198551600988271,,,0.002027371382919573,,0.006317230163901391,,-0.026496716512102027,,0.003679518720995068,
NRG4,,0.05359892032075488,-0.0029112212799561506,-0.020565935470960157,-0.001689106984010556,0.13041988451308645,0.023959815743048667,0.03441776871921454,0.04668138902467954,0.0003393753288805903,0.245907208353363,0.05923988470913869,-0.009974606023146997,,-0.03358227608360681,0.015646476758352987,,0.03729712083189949,
PMCH,,,-0.05326171522289306,,0.007493730630077475,,,,0.018425154645721333,,,,,-0.026919809211782438,,-0.015179420281854473,,-0.02961736576662962,
