,UKF248,UKF260,UKF266,UKF269,UKF304,ZH916T1
IGFL3,,,,0.012237216448272263,,0.02892206058197379
BMP1,0.016210096866275052,-0.07654588763998012,0.03694578256380936,0.2724973504175542,0.066867122310143,0.0046786369985078215
NDP,-0.011619643951525272,-0.006099676203397681,-0.022278826316813327,0.03578470497062721,0.08181086053390531,0.07328064550592248
TNFSF18,0.02042914288424666,,-0.01445349681724793,0.1211570815126029,,-0.029959403784964082
RTN4,0.008943054954545039,-0.0414293222840135,0.0035036433351750664,-0.26786807250744543,-0.07015589948956943,-0.0448806358113116
HEBP1,0.0173342535880463,0.053786050588855445,-0.02843542852621507,0.09930519950271946,0.018950941821050886,0.05917499221131334
WNT7B,0.03256808102153674,-0.021122524883018207,0.03738880928250612,-0.11468633100981629,,0.022302771427446678
PTMA,0.04110829755516992,-0.00877057189564442,0.0028973316121545353,-0.19207531707919037,0.06794980955485717,-0.11819349649372891
FASLG,,,,,,0.011445109973076979
CEACAM1,-0.01874306375516329,-0.020230410396367436,,0.10616169930289494,,0.07471366398362429
PDAP1,0.028534681904915656,0.006596333022568796,0.011305464697212214,0.21155988216372437,0.013440944168483392,0.027860057393918693
QDPR,0.014927914879796092,0.035777513241676745,-0.0031177660177829705,-0.24090624895282733,0.07827144043974618,0.10081191733857332
POMC,0.01624621788128412,0.007962438606529046,0.0011160050695246642,0.042213252304199825,0.13946410831196962,0.014085976541257888
CCL18,-0.023389572646298724,,,,0.16710418243276454,
CCL17,,,,,,-0.013961988646796236
VEGFD,-0.02338958007358354,0.05211225307742762,,0.05882708986608393,-0.025253482669458205,
TNFSF13,0.0017301090318305775,,-0.014016876743208666,,,0.01563804294269624
WNT5A,-0.007218973350845186,0.07850122736829233,-0.0063379205456061925,0.202593501755716,-0.04553216110064158,0.01615754758594454
CXCL8,-0.05284591218394875,-0.04303042160275707,0.03575346606692565,0.16883534043280032,-0.011480208159644675,0.004819439471390193
GRN,0.001478481207356333,0.047223298422586595,0.02037308309442606,0.16789852023182236,0.10999619866055706,-0.06369032303162889
MIA,0.010649987859893956,0.0017208336578193656,-0.025345216463567032,0.05721693626918664,,0.07519124161902747
COL4A4,0.008988495934185619,0.054384757829225853,-0.013336438949719526,0.04475509527080138,,-0.041001971519439656
TAC1,0.033293022290042884,0.001435795499169029,0.04091885954419952,-0.1615202666979668,-0.0771412125991147,-0.018354453790975174
RARRES2,0.05752781902461264,-0.057793946453020634,-0.002971878629749685,0.24050175191315087,0.018649035318414654,0.02483050812451352
FGF7,,-0.012358236703761825,0.0024744386866644495,0.012072984864291482,-0.005947553291812256,0.10598679006848859
HBEGF,0.03755821264844483,-0.01597343235307662,-0.024737759786829898,0.183730755023398,0.011721397214608093,-0.08944355017744184
CSF3,,-0.012262379511434064,,0.038636541624168394,,-0.01469982015410652
PI3,0.030704077221250854,0.0031585177168058287,,0.11772958280721582,,-0.031937825658380666
PCSK1N,0.05549740656161776,0.019047856288261715,0.031162376439077617,-0.07150657511402267,-0.07578809848459588,0.10244836787350295
NTS,,0.05308917429526168,-0.016280761809615983,-0.012249499357155696,0.0707091137950875,0.11359137463612987
SFRP1,-0.04197646027726441,0.05593180377314638,-0.017473264381454794,0.031419415284077136,0.08013515629498498,-0.021262586018163936
CXCL13,,-0.0276706328593978,,,,
MICA,0.018003153769167196,-0.008141322945893573,0.010349503858931425,0.16817863426033308,0.014163940226886124,0.07500145612409874
TG,0.002487678099977638,-0.0049834744679454835,-0.01879229095323495,0.025410924557996255,,-0.028667453179182078
ADA,-0.0006452867323208472,0.05190471045383415,-0.025175445895519278,0.1644476102174478,0.023739035903156368,0.016866021898784944
LAMC3,0.03128346212057683,0.04251141739162768,0.011998793217366275,0.15363420056729252,0.00864752202003583,-0.028167420129501304
CCL7,-0.014877744101872696,-0.04164890569835353,,,,-0.015403986598989965
NGF,-0.025544347807738094,-0.00566352097569264,-0.017932885981735085,,0.02589850161631308,0.01742397869920241
TNFSF15,,0.010595647304438894,0.045503610779098,,,-0.029938927608327618
HMGB1,0.021472069729102317,0.033603710305494236,-0.039668209078348116,0.1520745200935619,0.044077037767174025,0.00927512439760664
ITGB3BP,0.011692589338718456,-0.004288989257522251,0.04244096172625783,0.2287843389516109,-0.03268214722903506,0.0017762488064070265
AANAT,-0.02158534320108418,0.0652734209545982,,0.004604806588239487,-0.021375429522704353,0.08325842529193273
RELN,0.008708288427416538,0.07780662239407507,-0.02908313913418238,-0.08870763130006522,0.01733842846816863,
IL15,0.04045850641547004,0.055967663257075154,-0.015493819253899222,0.09312558842702913,0.022867789068363478,-0.04604243147515207
UTS2,,,,0.1945839333786908,,
BSG,0.11021554927275892,-0.008620669097628323,0.007336483629273634,0.04484001101277206,-0.0417188048939326,-0.007992824544915693
ADAMTS3,-0.010807950798074121,0.05354119321377977,-0.024956060651211847,0.2236912902062169,-0.0022452612005843925,0.08492468184031686
CD34,-0.0004636689352534922,0.045681066949907125,0.006656903692640798,0.16816455203566402,-0.011770293795883723,-0.07539242926848716
CCL23,,,,-0.01441994408111947,,
PLAT,0.003001685813406351,0.004467092105609859,0.014356586350330434,0.25167848244547397,0.017192683865252478,-0.0167397777266071
LTA,,,,,,0.016485698540573183
CKLF,0.037355521268168934,0.08106221311391591,0.0002575575207412646,0.24862812143167543,0.08864988431882681,0.11308949833109051
CD24,0.05042171543171863,0.09060523869563872,0.0023833843980670144,0.035437176917304414,-0.037629895874872955,0.006569846431578019
HSP90AA1,-0.008361063965064214,-0.007554242528059081,0.00240580024787569,-0.2875767329943744,-0.06217787175478343,-0.04049351091950579
