,MGH258,ZH881T1,ZH916T1
COL9A1,0.025554028075039575,-0.06716201666403412,-0.010688828483880957
GDF11,0.026549996222773552,0.049130124909082896,-3.8589718710303286e-05
RAET1E,,,-0.008535165280497865
SORBS1,0.0460197445432077,-0.04286152444123937,-0.030729206260043402
DLL1,0.021485777376581024,-0.03174922240174508,0.025939340225249324
TLN1,-0.061392912789320665,0.03299128273398894,0.054825216374431544
COL2A1,-0.021468691427179214,0.0738787244056999,-0.03401311138482468
SHH,,0.044586235537215566,0.003191984487280201
PON2,0.01327974624884977,-0.03667060092926557,-0.0430375651765314
ICAM5,,0.029734998207733673,0.03976905876235337
HPX,-0.024385902506459025,0.04415598765086792,0.05592658029318297
SFRP2,,-0.02816202589827491,0.05606169344268474
CD70,,-0.013476283020006065,0.011947775193684352
HP,-0.04259866197566774,0.06323267505190387,0.03958628411573171
CXCL2,0.0049052781958099844,0.09364253167742478,0.022410556662488156
NPPB,,0.05112739178833735,-0.023707563150522373
CCK,-0.03935888192635523,0.02991715487130714,0.08175127105324675
SEMA6A,0.020931127912123617,-0.06713029680443565,0.004084296983417113
IRAK4,0.04927990154951039,0.009391313253502186,0.07859305722935213
GSTP1,-0.056086759088854854,-0.008579378399763495,-0.0838550898891073
VCAM1,0.04342117744928623,-0.0018048725855436141,0.04889833714607512
NXPH3,-0.023860563610698046,-0.028687587643842802,-0.05825562423268263
MTMR4,0.0521539303752628,0.011288923100958506,0.05466527240157033
LAMC2,,-0.013623713125730803,0.05819201882714854
IL10,-0.02374160073225963,-0.009957961004227182,0.07100950870060886
SEMA4D,0.03940613577075646,-0.01588625922758835,0.011758488257831335
TRH,0.06827404388175273,0.06948346948273426,-0.010895944151422322
SEMA6D,0.049490284373995365,-0.06201825944430314,-0.04665125121707478
CEL,,-0.023097017613275796,0.13830655170633374
PDCD1LG2,0.03353965053305965,-0.031821054902858005,0.12241101614852395
SPINT1,-0.011510522785639053,0.0526887139092238,0.012904842180650909
CTHRC1,-0.025915819120572607,0.023602772544765453,0.0710928655124529
PODXL,0.046070613334865104,0.020943803378354046,-0.0018376253217515827
JAM3,-0.02803914510225209,-0.06605045974022254,0.015938257686686864
TGFB2,0.032611004230762644,0.020147575919952414,0.027684357493506024
COL18A1,0.011473676773818943,0.08730772685141082,0.02307817217452158
NODAL,-0.018388313651199625,-0.015579737756642441,-0.0004992074931505896
INHBB,-0.01904870104424759,0.04767856606212448,-0.005450508606061342
LCN1,,,-0.026852911378849192
ARF4,-0.019402446872426628,-0.024567715423750327,0.06919727375887913
CXCL14,0.050020394411379634,0.11801487494306649,0.008525844194809465
LIF,0.005734233704181622,-0.00040219697415517277,0.03719085957328934
IL17B,,0.018961866871720294,0.062109174363569504
MMP1,,0.09147550346627577,0.035957384629025445
MATN1,,0.05509004803610995,0.02129602357739009
ADAM28,-0.02413784801814195,-0.02843989892821599,0.07156696999384757
TCN2,0.005010295236084344,0.02249696381612955,0.03887850790405328
THPO,,-0.01732816181564588,0.014763087909808133
CUBN,-0.043191068300788664,-0.03802440834632372,0.0338753278026547
TIMP3,0.006641879436073651,0.08237203822571348,0.05804168861994013
PIGF,-0.034292347241025,-0.0177902183131659,0.03061874425103186
CRH,,-0.0036018411659294444,0.04416857141736896
BDNF,,-0.007853209910961032,0.10578343046860005
CCL5,0.06120163338654593,-0.02366568213685578,0.07630940772630539
GAD1,-0.053737087405871305,0.03165809364551681,0.026779804993872135
COL14A1,0.021366983501522007,0.12232847521210291,0.09803734727209519
HLA-A,-0.028836128423614094,0.01563467703737118,0.0794756791127687
CD5L,0.01263874971887773,,
FGF18,,-0.02425446748216546,0.06713769108789125
ADM,0.042695084157059734,-0.05244384407659607,0.0247045828803465
CCL15,,,-0.023030336538290817
GNAI2,-0.03519515317732768,-0.025671112568897893,0.07875240732487226
HDC,,,-0.03293230083724496
COL11A1,-0.02643190182754345,0.08016323017461299,0.03796895534657733
NUCB2,0.014769305535887498,0.01763625472993358,0.06077434082079457
CXCL1,,0.0453270191667151,0.08994139492215256
VCAN,-0.025209525069585303,-0.054585548789776166,0.026677023454829592
MMP7,,-0.0265929898226614,0.07670133957399809
PTPN6,-0.00933120814233794,0.08138913155253107,0.03487814172214649
PTGS2,0.005253037710110409,0.03356574417004231,0.08005988351435911
XCL1,-0.020495389912045744,,
CD58,0.08153542777813329,0.04390796246620108,-0.034148811264328234
TNFSF14,-0.0036962348536095624,-0.02026662963732873,0.02783900647163019
CNTN4,,0.04899840118226879,0.029294975724027148
INSL3,,-0.02026662767924598,-0.018205950717138906
BTLA,,,0.069636316301106
MFNG,0.004750135579001554,0.032188609250874876,0.0022739631896525323
ICAM1,0.020219362301062815,0.03793135450433562,0.014234982145230973
PROS1,-0.006919717255061951,0.09603861304787299,0.06096951689326482
CLCF1,-0.045999602195653216,0.06503146075547629,0.0526435679735733
PSAP,0.036424219885836454,0.09392547312684288,0.04399135316242036
EFEMP1,0.01001202116924685,0.017380733157691643,0.060328494863239115
C1QTNF1,0.04508242657115727,-0.005642538919779672,0.021678394584858287
ALB,-0.030855330031826902,-0.022769411159311144,0.0009194889895115334
CCL13,,-0.0227332342683898,
EFNA3,0.008060487789091055,-0.016208066028511693,0.033259574099360784
DRAXIN,-0.00825684131645309,-0.008843492480777338,0.04332240430947937
RAET1L,,-0.009307731181467696,
NPTX2,0.06581788571725083,0.012889432129225187,0.13195225018025608
FGF11,0.025668146896358185,-0.04628022931260451,-0.01269398045044073
CD59,0.02311621214306798,0.05241629776002521,0.02323266345282838
COL9A2,0.031354523807770006,-0.03979764082605066,-0.027162322241067877
DLL3,0.012722496713377161,-0.0012218909748865031,-0.013771164978332787
FGF5,,,0.035741794638835644
LIN7C,-0.0044550128598281015,0.04333442884935551,0.029686418550295086
GDF7,0.06654090983202281,-0.01647558535066472,0.11459362786911835
PSPN,0.061851464683560155,-0.07491609265574423,0.013786904104899305
ANGPT1,0.0012001029666414743,0.06449403554555384,0.024339856438844055
PNOC,-0.013659668161040464,-0.019532479349019943,-0.006491269615074045
L1CAM,-0.00045390573376281743,0.043625817497777844,0.07090230995389223
APOA1,-0.0033112256906465414,-0.01915605393009135,-0.022478558389657073
PSEN1,0.01669485475322322,0.0229544771566863,0.04188809155523584
CALM2,0.015719064838670232,-0.0052608545553802675,-0.057170497008994285
CLEC2B,-0.047350265041266444,0.09218977288194677,0.06475040189643307
NTNG1,0.0455005611234447,-0.0014384109599301636,-0.010214931770455907
LRIG1,0.01674103562609913,-0.010023493865327528,-0.03430089663310032
CPAMD8,-0.018679891281020114,,-0.033041316581982845
GHRL,0.06450271723680588,-0.017821544312888397,0.011106359895925325
NPY,0.04152573383155029,-0.0029767834571505416,0.044616765678902305
MMP2,0.008589008094516615,-0.026509225724654847,-0.006643762655652834
PPY,,-0.025282415092524005,-0.04131682937875896
ALKAL2,0.0061902063851609545,0.03342061952023829,0.07462580464720396
CSF1,0.025489136633041427,-0.010637011351038455,-0.005907881949193585
SEMA4C,-0.03328362315462023,0.011838262711736882,0.04108872796231243
BMP8A,,,-0.0283032421844563
ICAM2,0.005810726819277367,-0.027601962119058722,0.06224293749771058
SYTL3,0.023731019686580673,0.05429173575223426,0.039000272192814364
IL1A,-0.021705733450627197,-0.01142642247317339,0.04026573425690395
HLA-G,,-0.029880844436087243,
PGF,0.08808028830421283,0.06969752353023914,0.042623171284049244
LGALS8,0.08715664190856205,0.03828355313800934,0.005186153814698868
DKK3,0.06060718251424819,0.07770242015724738,-0.03676235003623026
COL16A1,-0.06467064009109158,-0.03812432973479221,0.0341681231576299
TPH1,0.022210065803439063,0.0403183888817846,0.03915906336294847
TNC,-0.03067909796669602,0.04860684444841362,0.04120025743540982
TNFSF9,0.031375389126630716,-0.025462131369417895,0.0016956534333408691
C4A,,0.07096014729334325,0.08571071457262755
CNTN2,0.05026333961952081,0.0744913673722979,0.03628563796568684
F7,,-0.016475586943813566,
LUM,0.005674396260440723,0.03908499127426507,0.06042375980292311
IZUMO1,-0.01784921940218335,,
BTC,,0.05436781503993848,0.011860852112160945
APOC1,-0.0030153377398343343,0.10626638837943278,-0.0336569889204145
PKM,0.007921448836073498,0.0014661905195839883,0.06240529631423492
TNF,,,0.03144563240790193
GNAS,0.010969905882344998,-0.030652097250120434,-0.022749169491464268
BMP8B,0.0034846439592198784,0.03957017680814114,0.03970628678969214
LIPH,,0.017282896528547656,-0.010300230422102985
CCL28,,,0.055596110077205114
PTPN11,0.013703023495851055,-0.04905970416224021,0.02874682661552987
ADAM12,0.046360454795325176,-0.01753490430070653,0.04896652066829076
EPO,,-0.015762722434468458,-0.023371275326196723
EDN3,-0.007756558377568311,0.046295440717477564,-0.0012869970739452495
CCL22,,0.01293999881781669,-0.013283729880648467
CCL2,-0.03176863074931504,-0.03516770146066002,0.022826371179062666
DSCAM,-0.0037518246223314467,-0.06589538849204227,0.018474661863145433
ANG,-0.04274874060301821,0.009247381751646726,-0.006213027908716934
FBLN2,-0.0245973130097789,0.011148445975381695,0.08748775885432014
VTN,,-0.020410598058227238,-0.03811464899113588
VEGFA,0.022287915497657938,-0.04854700748619097,-0.02491919205470081
F10,,-0.02730001899595518,-0.031054164599513545
SERPINA1,0.015865297389525343,0.02140558008552009,0.10777561527284515
VWF,0.022427078950117932,0.0371930260946887,-0.011548924451657337
GDNF,,-0.022072595341276962,
VASP,-0.06361309418121566,-0.014046748077884242,0.03664042117033551
ADAM15,0.00910527582593895,0.08018951181564817,-0.009702365088494041
WNT2,,-0.01892667221766844,0.035311871328276574
CALCB,,-0.024622058110707407,
OLFM2,-0.022665567727758136,-0.045990483536803184,-0.03460546537980215
MFAP2,-0.03651956319139858,0.011425961955479099,0.06405463235729547
HLA-C,-0.023020149413022165,0.0005848887556354862,0.04920323317793309
THBS1,0.04636410117528252,0.031850371528214426,0.05633098464069832
HSPA4,-0.03456524996250621,-0.060128336334070956,0.003981713226843282
LMAN1,-0.030779882588892096,-0.026609332723752512,0.09896996983177384
LYPD3,,-0.02510502029437446,0.015725950791105624
APOE,-0.02779931950452001,0.10863158079603898,-0.006577989037382065
SOSTDC1,-0.018679889729507643,0.035041760424542455,-0.02791744492161237
ANXA1,0.055259107269045864,0.0701702642552924,0.004583493539777493
WNT2B,-0.0055182248126716274,0.11516341084141274,0.02418110287450465
AMH,,0.08009301886539716,0.05739174735443976
GDF10,,0.11927563115867916,0.006381461064292792
EFNB3,-0.01340525867243298,0.0045416656754184714,0.0020750701669106863
LTB,-0.04232575568131265,-0.011172870292147627,0.06468013163067733
ANGPT2,-0.07954972394742651,0.008219871041456066,0.02323342678624304
NRTN,,-0.014035573300032798,
ADAM17,-0.008302413243858395,-1.57242170485712e-05,0.013820504509105658
LRPAP1,-0.03612857607025851,0.07327419285406246,-0.029166863009467702
NID1,-0.032048804359334084,0.07354902588536152,0.03611830619910231
MST1,0.03745686275361901,0.017301396040136124,0.03999004375304932
DCN,-0.040818065993095225,0.0280828580727907,0.044639094902527106
IGFL2,,,0.09623697923611402
COL7A1,0.018708050596164722,-0.03973543281456811,0.0792576540169148
CALR,-0.020144046553239665,-0.002058765341217636,0.04544980420544692
PIGA,0.08160683469775683,0.04443179777155333,0.017036231262046946
CD200,-0.023659969627009482,-0.05724016483636468,0.0589117648355076
GRP,,-0.01539472979055766,-0.01283038839500763
CDH1,0.0899954662846253,-0.03056739426530857,-0.037033730098052824
LPL,-0.006599753415791529,0.07028203965331604,-0.048881705683403824
SEMA5A,0.012179418205438063,-0.06260577160297709,-0.05192569899082208
SEMA7A,0.006627883979650134,0.0027144956476959532,0.07775981125050882
SEMA4G,0.020464966841229164,0.00966612450779105,-0.0023861399168460724
SEMA3B,-0.037394122608964506,0.14123626677927315,0.01915953188967077
RPH3A,0.036214784175286736,0.025858850952236244,0.07916619076143554
JAG2,0.035994911840568064,-0.007287248790769321,-0.014850246846701902
CGN,-0.034326934824211126,0.008442354551477531,-0.024430456528881782
GDF15,-0.06917436459912811,0.06377006404219175,0.057655594213804964
SEMA4F,-0.0515218892336082,0.03841284397195177,0.024586913784491602
NXPH1,0.03932148652894719,-0.05793172398109881,-0.03122352612644862
ARF1,-0.01581886905094753,0.028318622291090438,0.04479494103172246
DSC3,,,0.013004260769672071
EBI3,0.0763996154534762,0.014046459466466609,0.030576019031180433
TIMP1,-0.054265658101107395,0.0632092624008521,0.07055036778453286
SEMA3C,0.025286323224420093,0.016524782064841995,0.06250429224454204
GNRH2,,,0.0424401524345657
GAS6,0.021406340413405767,-0.003737987280460851,-0.030679323039567077
MEPE,,-0.02375676100352497,-0.03229541640095014
SERPINE1,-0.011333205937868763,-0.01321603438382679,0.052247123615529814
RSPO2,-0.01973637469865369,-0.03200165945709644,0.055450948926129826
SHBG,-0.022172842566749153,0.13045553701615123,0.002974042228347204
LGALS3BP,0.026555336878489003,0.07345432393314166,0.05734818748817144
LAMB1,-0.010832826478209377,0.06942937694500244,0.04081916649290444
SPTBN2,0.017361419588765956,0.03635010396611116,0.012235799731869466
COL1A2,-0.057031157453050284,0.023457940304019504,0.028647032612961906
DEFB1,,,0.047036157359641916
WNT11,,-0.020918022128186456,-0.031016617577411858
LGALS1,0.03162791259093196,-0.05453778589302697,0.03934140771184809
BCAN,-0.04698009684473401,-0.086442534014718,-0.09465622317234383
ANOS1,0.03203530920224983,0.03283870829714966,0.041496585047955496
EDA,-0.02778469191720339,0.01768793638622853,0.0033652513091081302
FGF22,,0.008257754057906005,0.00504936217031192
SHANK1,-0.02352329919319899,0.00816962967924279,-0.041666284298713385
RAET1G,,,0.02900465817020709
TGFB1,0.010673884892589155,0.07582971410736136,0.04369562793035849
MSTN,-0.032437026249807696,-0.023882025270089327,0.02155574051067945
WNT4,,0.10307712680544569,0.04738843647010844
TNFSF4,0.04595490993904332,0.07124188741752549,-0.004795476297230563
NTN1,0.01813151538078146,-0.005819380929063449,0.027091197213978
CXCL12,0.03919491248198208,0.03771506983129504,0.03973256244675822
GNRH1,-0.03033272865027925,-0.02220610638819493,0.006385347792102241
FGF8,,-0.028398409929723024,
RIMS1,-0.025222004570693544,0.019705286314780673,0.04505190250836514
FGF14,-0.015144980131095052,0.008031904384705165,0.059132215705966135
IGF1,-0.0065897416217713545,0.09418937714355065,0.0944388349810521
TNFSF10,0.028360931068925337,-0.0231782896158976,0.0450188388833687
GDF5,-0.019736366908523102,-0.011812849885613513,-0.026495536046313217
CHAD,,-0.02193836960238031,
RGMA,0.03334901655215985,-0.03550920306546721,-0.07277612920519498
WNT16,0.003512753551250761,-0.014035571447480402,0.03631799327620639
CX3CL1,0.04223137747141063,0.014890147727980897,0.029993834434531783
FGF1,0.04750512124992321,0.0632076284533164,-0.010177658488594718
ALOX5AP,-0.015238157094885045,0.07009405197820208,0.03207860710683291
IL1RN,0.03512058204294188,-0.039107186125813535,0.002066020334106138
PCSK9,,-0.013623714650362188,
NPW,,0.017758874625088805,-0.01191472835052094
CXCL9,-0.015471127973057767,,0.01564634487916135
ANGPTL4,0.06765539474307705,-0.010231811005153163,0.07851504192956218
UCN2,,-0.01539472979055766,
OBP2A,,,-0.02625205922526809
COL4A3,,-0.021531275804499688,-0.02267247653987938
NRG3,0.031957716622008754,0.0002657118611422936,0.010499906551087778
IL23A,,,0.006335262195042021
COLQ,-0.032046897125573626,0.029354944577469483,-0.00790360150709045
SCGB1A1,,0.10232059632656286,
TNFSF12,-0.015812011469994256,0.06225625493192192,0.048613234045860675
DKK2,,-0.018143586113229363,0.008145964339275403
FYN,0.0462922749293614,-0.024132079156745517,0.016477991834296293
ACE,-0.0578313436056149,-0.062216299678764075,0.009355820338633034
IL18,0.04503260195413757,0.05590077406277006,0.03541973896532567
CCL27,-0.019992352383275392,-0.015132095445855533,0.040592917976515805
SERPING1,-0.002084315577731802,0.04966560317075292,0.09053223858468758
AZGP1,-0.06644368471382693,0.11349980589914974,0.053678505198034895
INHA,-0.027404120470989085,-0.02195973246425843,-0.018236010544762617
SEMA3G,0.032175428504996335,-0.022602460502315434,-0.03016202664153874
OXT,,-0.013199638243557481,
COL6A1,-0.004051934589473983,0.024843103149428065,0.06756884867659595
FGF17,,0.1723327299133945,-0.025010160762014233
TNFSF8,-0.021705733354207002,0.012746592078601217,0.030419688556200888
FGF20,0.0058055931869823284,-0.028398413539514476,-0.04305673055056098
ICAM3,-0.08892055859237638,0.0481642128100756,0.09610357195355447
LAMA4,-0.012181300498363475,0.060134933868377344,-0.012500738119560229
DLL4,-0.01032350055017104,-0.010159831502214695,0.023021622139089086
SEMA3A,-0.03235053387557266,-0.013793403908162425,0.041784595513854654
RLN2,,-0.015394728092963926,0.0013292481716346226
C5,0.025052684204172244,-0.003085063996108056,0.04460999191917283
COMP,,,0.02556939656528406
C1QA,0.055168312318925314,0.1155507644026822,0.07711080367744233
UTS2B,-0.01840691256781031,,-0.016596509091297285
COL9A3,0.008175285731777737,-0.05025398260340524,-0.0022804022941097773
HGF,0.030819756307027248,0.00265997338851564,0.07087261164225903
P4HB,-0.016286987543219396,0.0015140994312873495,0.06247792187497597
ADCYAP1,-0.020245307900441187,0.03090961411490598,-0.04421973584563498
GREM1,0.07230790154213321,0.03761813372268787,0.09486583861415297
EGF,-0.013213110721970145,0.01874065765805957,-0.027522564231880264
VEGFB,0.015015324537254045,0.03339954557216334,0.02247795698698711
FARP2,-0.10190704854124,0.0009347208853527935,0.033912430751731136
IHH,,-0.015207592420873692,
LAMA2,-0.029439898219540434,0.05710146721138152,0.06177357181725954
SERPINC1,,-0.015018262958779517,
NRG1,,0.0902632265196693,0.026703919952328594
SPINK1,,-0.018460467362972032,0.03580678058649697
EFEMP2,0.0487966257793664,0.025006888566573654,0.006460703411188438
SELPLG,0.021801727258491787,0.02064937406221605,0.05031531088283534
GDF6,,-0.0365812358185004,
HLA-E,0.03110898117985465,0.054281009560598927,0.054522009022604796
PTN,-0.013275408406992685,-0.11372939888574016,-0.02424623277935625
CD274,0.05688121538026633,-0.02792210364037458,0.06861057787192207
CD14,0.014820572844799807,0.06904436781479344,0.06422582648577592
SFTPD,,-0.021338696046358203,-0.02608106609460323
SLIT1,0.05698365605591979,0.014297134341826176,0.01352065072990212
CNTF,0.015304855775942419,0.008779379730020395,
BST1,-0.030225490160008594,0.018100120812733538,0.0655990141753478
AGTRAP,0.03686747317376835,0.014518746140979331,0.04477251018451455
LAMC1,0.015492233535892548,0.07916549649438165,0.018410968075361352
COL6A3,-0.026957769076270618,0.032530816657420095,0.05026914023531402
FN1,-0.051723518010819404,-0.00992282594688504,0.014722648730141464
MIF,-0.030213624229672997,-0.045264484959994744,-0.005819963785581355
JAG1,-0.007265035836610667,0.01785342096711068,0.0009672524668740792
NID2,-0.03597080905829613,0.08440817653073288,0.047398630732127814
EFNB1,0.009949011125741732,-0.018545557960518214,0.05804243228545214
COL4A2,0.006643782034125162,0.04605008603673714,0.021120039573723715
SPP1,0.04267946757422791,0.027075488702116877,0.009814309897089533
PODXL2,0.02491586341722978,-0.032840802031867705,-0.007976154921989699
FGF9,-0.021705736825334963,0.02210202610795853,0.0456333348963138
ITIH2,-0.020189431787580963,0.052060845101154815,0.06619328082436379
ADAM10,0.07342817028798751,-0.0014742144879760339,0.04852932517483165
CFH,-0.02996937734063637,0.04572636278515413,0.041106002434783566
COL4A5,0.035232642766789536,0.0012133500315750353,-0.007004741319878799
LTBP3,-0.02049225392799122,0.029584551212527916,-0.005343642419758395
GNB3,-0.0338488964585447,-0.004467058806318236,0.11210733193500444
COL6A2,0.007769900959645031,0.02614162742023358,0.04203132179721087
GDF9,-0.0031058607558683126,-1.547501610950714e-05,0.06454602785892584
NCAM1,0.001969703590845869,0.011313984632866675,0.0061680210026574325
APOC2,0.044074901433834496,-0.031904409188086076,-0.030282622122377634
BST2,0.02869371692498976,0.07952237036059116,0.07304461310312398
COL5A1,0.03628141928686529,0.07696910770186273,0.05725694056604911
CALM3,-0.009496202315764238,0.03206106142475557,-0.0014532492315726725
THBS2,0.018113649903251684,0.05993327479966276,0.06166186531286695
SERPINE2,-0.06864239042473709,0.07592009404145401,0.00868851312631155
EFNB2,0.014422816308920413,-0.015966924256399385,-0.011416734202080624
PROK1,,0.011249820772196545,
MMP9,-0.03164478698354066,0.012405467907035025,-0.013231050553460745
NPPA,0.00543109015020108,-0.03180323876176975,-0.03127612887370294
APOB,,,-0.023707575425872585
C4B,,-0.01782154727571516,-0.010395232771166787
NTNG2,0.011908389954042886,0.006724202891864934,0.06673503061134818
LAMA1,0.006085342296632794,0.04937873926192683,0.006461923734155126
UCN,-0.0281607791355596,-0.04412840488299478,0.0951931727995229
ARTN,,-0.02785363989462386,0.07948314056157813
PDGFD,0.020842062654538075,0.07848877004993518,0.04001220720951829
EDN1,-0.02756740392669852,0.02519993304699151,0.012210539645354035
ARPC5,0.02420509464231026,-0.051139812112372146,0.07422756782701699
GSTO1,0.006241579856133888,0.04804732150363436,0.027231418260811137
PROK2,,,-0.021615792692972497
SYK,-0.03770852490257127,-0.044246759649505044,0.04610666984377647
CD40LG,,,0.038004544598436656
ST6GAL1,-0.008630646835103154,-0.0002996321757284126,0.027475347956205595
WNT3,-0.002506981424109612,0.10454430060190247,0.05310460570985159
HSP90B1,0.06964217539925174,-0.0012092207971308928,0.03594508345809307
ZP3,0.02041747229374043,0.0383129317154073,0.01723598924689232
NRG2,-0.014970640160748505,-0.018803909914286085,0.023222724893701314
MELTF,0.007643065312310303,-0.011581606624989624,0.07454713180647879
NLGN1,-0.0072999959062916295,-0.03617763946913022,-0.008120925583645659
SLIT3,-0.02759498371733003,-0.007475841202525763,0.023481915159482468
CCL8,,0.020314483510330095,0.018251930863594414
S100A4,-0.020034546492335166,0.003376066942816011,0.022791464170469983
TNFSF13B,0.009402916620033234,0.015328818036560703,0.0765988458662814
HSPG2,-0.03891603424663055,0.027314922154175244,0.027725432807230145
FAM3C,-0.015961385453162752,0.01761336420951536,0.031157507617533862
FLT3LG,0.05379318917574905,0.003597027012968256,-0.005062317338745996
A2M,0.037931116450347704,0.09241614979825473,0.01731685629871292
VCL,-0.058933582844295555,0.02939216683023791,0.04981961715399171
FGF2,-0.07632061057222075,-0.04005534520091188,0.026987649592600728
AGRP,-0.01813008784564158,-0.014826660991910582,
CNTN3,,0.011269450183618775,
RNASE2,0.05066509124713192,-0.041119344373178816,0.013528574075038545
ADM2,,-0.018926675061790896,-0.007068012952755086
GAL,,-0.019079761535685226,0.011207303445647571
CXCL6,,-0.03307037449695709,0.053870767557262215
