,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.022640969575341566,,,,,,,,,,0.03792898721951166,
BMP1,0.07002813645595152,0.14254941975264676,0.027999498954232316,0.1241155849779632,0.006660487865984983,0.05408813314716593,0.14479322390486968,0.10077000944766,0.013413331602466055,0.16180157251211455,0.08808314338245901,0.046006806736571496,0.048491974668956044,-0.0176492560179036,0.0258289993165359,-0.0025956210707260784,0.03640314531895746,0.1379717301774589,0.07422992681966999
NDP,0.06830967619256317,-0.0036196910312878954,0.004830403602054591,0.07160254104131644,-0.011145863109466502,-0.023495195241407085,0.012349486781861638,0.006138735682337425,-0.021119180416461575,0.09259410111096875,0.10879699130677575,-0.01756409751112412,0.027071985546332607,0.08086348154313713,0.056406638089115634,0.08678126650670594,0.032375865825200696,0.026353930440153266,-0.020181916589839463
TNFSF18,0.08839014780074232,0.025573322035220385,-0.03209564706714606,,,,0.08269859228098533,0.03520859124920594,-0.014682541663182561,,,,0.10154954970811732,,,,,0.011463008364081985,0.06868622449893597
IL36G,,,,,,,,,,,0.01050513820809889,,,,,,,,
RTN4,-0.08083819135307432,0.007862896810567994,0.006018783989593447,0.043463187025139356,-0.022525618358097223,0.04284000909385391,-0.1257681125109003,-0.1385797964353339,-0.05851823303913086,-0.09212953107995919,-0.0468626018942287,-0.06489161077932827,0.058094758736287715,0.010634159136675142,-0.016992251481815598,-0.0038662961742811385,-0.00019266123822228847,-0.04496320990673461,-0.04794897341354485
HEBP1,0.02335315491894978,0.00561220408144936,-0.011315272053543029,-0.018545775488875735,-0.032805054078502795,0.019245345640847913,0.054467904270976766,0.051822991687118646,-0.030093898262584375,0.004074334349472823,0.005210404759299063,0.12772506410191742,-0.04627501182957659,-0.001602014500821573,0.02909598377037364,0.036325491822584044,-0.0439634800373491,0.05978709404509102,-0.012912608224232309
WNT7B,-0.03668952293915324,0.05833715019073178,-0.019936821032963167,0.0004219482382406922,-0.030149788798714935,-0.0319197112075328,0.05801930154060836,-0.06753433199481397,0.018669740248372445,0.01701007441747802,-0.015116032933254355,-0.0405502315322822,,0.062210097947253934,-0.004429353663804282,0.0181300907972022,-0.00500475874752794,0.05173905108367403,0.035509825130783344
PTMA,-0.12456620608142376,0.18902770066721708,-0.01710145065213346,0.09932217993724904,-0.07531879437845922,-0.005862739958566232,0.16110672376493654,-0.08274284231152583,-0.07094389078881075,0.25310460672303314,0.029366471001003328,0.031313412439479084,0.023543928621590597,-0.0864772110826842,-0.04856284623592502,-0.05010251678278517,0.036932350993717604,0.07350097339157004,0.055483688496286585
FASLG,,,,,,,,,,,,,,,,,,-0.031000558567367345,
CEACAM1,,0.04204679009220518,0.06900648822401297,,0.03802447588108745,-0.0134368015109362,,0.037080881270589346,-0.023092140155006165,,,-0.02060386876758487,0.1152596463771025,0.07759033739538945,-0.03331226865490159,0.09907834261674481,-0.014826658375987376,-0.03320382250980574,
PDAP1,0.09094815251433344,-0.0013734414417687218,0.0631424294426492,0.00826910456022259,-0.07174439308375533,0.003783340220351846,0.05469587803804162,0.09387478081129415,0.013356134168429463,0.22095802116185725,0.0045245254040528066,-0.010933026977643753,0.04222476380779512,-0.026915979412915892,0.017916536184010075,0.03461965758879928,-0.02939811229265712,0.013898538539110435,0.005683297381438182
QDPR,0.07177205980268138,-0.04112814946588554,-0.07569232349957239,0.006982063107820209,0.0721506223203935,0.0020213376797420107,-0.044114394629180806,-0.11615280632962563,-0.031720894321607636,0.14911101173990798,0.024148285662553302,-0.01715252814478916,-0.026470713677347428,-0.003938472221919871,0.016544615100652145,-0.016788965325351336,-0.04270082942641196,0.005167934495838141,-0.053511249849859846
POMC,0.00505059931537708,0.06550441164123648,-0.02718621163785504,,-0.006295995575857644,-0.027038022069140404,-0.021572078496132987,0.008466349458511184,0.01547849473950366,0.0664238569207266,0.062034670972708095,0.0922966128355414,-0.05421670577908167,-0.05392651120082144,0.007356981413605864,0.010336493256216753,-0.024254465389774323,0.021586020320592737,-0.015688804779258256
CCL18,0.08353412953016985,-0.08307086021513273,,,,,,,,0.24698971162079097,,-0.03815060945993713,,-0.019372860192257948,0.03879029885446864,0.0838781457189723,-0.017538877413815778,,
CCL17,,,,,0.05229855318043849,,,,-0.018311988057045515,,-0.012563673678998983,,,,-0.023633442251527508,-0.04608606761982702,,-0.028098524370393844,
VEGFD,0.06883651644699022,-0.02526189557391105,0.0075084708374921465,,-0.0224814504877531,0.10183389930936763,,0.01295506297260245,0.036714464121284464,0.2334275634617533,-0.013464878220679016,-0.042980926083860525,-0.004558794645833025,,,0.019606070110512838,,,
TNFSF13,,-0.01366970944997242,,,0.02661542452984656,,-0.014772386933544289,,,,,,,,0.04191115706771783,0.11434351055206436,-0.016649343636000156,0.012556542681584269,0.040779265901864384
WNT5A,0.0015117222692240713,0.07512885347238901,0.02624837980370878,0.08003554581799283,-0.031034930299715185,0.007710829483132219,0.10888693467806883,0.07945460262149984,-0.047032805954279874,0.08055051963921392,0.013670208641158872,0.025913699215909573,0.11203131910978632,0.0330572811608597,-0.027698235975540025,0.06494359981772498,0.09797619874829844,0.05154292459785469,0.03080557940611646
CXCL8,-0.06860762405872481,-0.049558696805273,-0.02051955672448405,-0.07031144454157746,-0.0704571786918426,-0.04871024284560966,-0.021012762288424136,0.06641269282402916,-0.006988787096610967,0.028234323662944896,0.04427950335283817,-0.036160924602470786,-0.060537824610057855,-0.03410897049421558,-0.028281970523314832,-0.05965754521992005,-0.014863811619515136,-0.07789641949132961,-0.028253799776292648
GRN,0.03181290734315314,0.13175844095170172,0.004532830456655103,0.05834010953632227,0.009417071284532882,-0.007956827764875385,0.004038549362622247,0.10122614734814367,0.018760340229028484,0.012609564190661482,0.016188213834203324,0.14154344486330786,0.10495826414633494,-0.028153761820794453,0.04764054855527126,0.05321560824606099,-0.03435188668851792,0.04658375165452991,0.0707653001518829
MIA,0.05017431848408112,0.016453836429596625,-0.01948933567917987,-0.024616991899651684,-0.0032076213638582186,0.0670388498189146,0.16802339321798784,0.01850953963092717,0.027247049237372575,0.03186564614993896,-0.01844076778573785,0.0762267988972984,-0.0024484514240652017,0.07556048311004154,0.09244350282286165,0.08997034470157689,-0.02278158066849583,0.13445260990779917,0.10314029234528667
COL4A4,0.23860934090540764,-0.00389214085192837,-0.03277525778128854,-0.04227720374337524,0.03643122057544304,0.057820354815092886,0.012192394439757363,-0.022310994986748375,-0.01911828208013848,,-0.017888228888024507,,0.14500014245002302,-0.024493348396559058,0.037934351422828305,-0.026641443797847164,-0.0298808411950556,-0.02169859594861453,-0.05513889133598786
TAC1,-0.047725077738346944,-0.051850044561044493,-0.03203598541491772,0.09249846160743633,-0.08408525377088727,0.027542515904557682,-0.0691892812986103,-0.043667152662793376,-0.06631438482420109,,-0.03170168527845047,,,,,,-0.025580209553969956,0.09296793584257616,-0.09141483914474413
RARRES2,-0.040881587512033205,-0.0241503704974406,-0.008097379899095609,-0.05927950720761464,-0.02522615477749622,-0.08673584067616649,0.028510905330340806,0.10581340884007738,-0.03174577679675807,-0.09516799071758193,0.03431854006047687,0.004834171321529916,-0.03954427603363345,-0.06407182700596507,0.05004522507967913,-0.012043630854872561,0.028321132807085564,-0.029073786219153526,-0.05975912290126501
FGF7,0.006880410051878301,,-0.024734707459685302,-0.019109688298985374,-0.010588276437606995,-0.02461467954968763,0.02501966347386329,0.02691471155702693,-0.01218482217612747,0.052906152752714125,-0.048124313839355025,0.03481576666548957,0.016421842688989125,0.03608951675038623,0.03729787920808354,0.02424997894162112,0.012567041468439382,0.0128480384590173,-0.04603551176261127
EFNA2,,,,,,,,,,,,,,,,-0.030342790542412526,,,
HBEGF,0.00889275393606179,0.06295167346203474,0.07240966191545335,0.021794766680410357,0.002418664625212793,-0.110536781966013,0.11109439422452859,0.037143487811315636,0.03156436401377762,0.1863034083048781,0.026078660471918085,-0.020697956119261285,0.029406761655270286,0.022091530927047028,-0.001496103963193656,0.0037334012233764427,-0.015388582561872697,0.025055981793737643,0.09222441018769796
CSF3,-0.03810619620766073,,,-0.03646845833926355,-0.024051411817563373,-0.0072408702785955095,,0.024636477196303904,,0.027367365612460472,,,,,-0.021511775616214784,0.0253322089358201,-0.003487526138453242,0.059061768208101044,-0.0020868101076221878
PI3,0.01820428113300406,-0.02168833244838661,,-0.04471828558872123,0.010465697607862843,-0.039435711565821985,,-0.026579094820787314,,,,-0.042938587348546255,,,-0.0026056288545026015,-0.002620743266070593,-0.01265057883783913,0.016572208983018658,-0.03543015627508887
PCSK1N,-0.006626328787809963,0.04619575897265036,-0.02125120711336938,0.03886710893098433,-0.027249143542658952,0.009097396403628458,-0.07567635722983966,-0.10664187235433387,0.08386168795742338,0.09382319056176504,-0.014951919191531347,0.124445873837778,-0.03510432050234822,-0.041374947847693334,-0.012210109474838913,-0.05048958072375201,-0.007833243204982573,-0.06710112843625053,-0.018050270372404552
NTS,,,,,,-0.04306459345687836,-0.017158295491258118,-0.02901289683974138,-0.02184041491863892,,,,,,-0.055134360622142116,-0.03696693232410784,-0.03285910747215056,0.018427582499807648,
