,ZH8811Abulk,ZH8811Bbulk
BMP1,0.08387855776301248,0.001833932455497886
NDP,0.08098566917859426,0.07979821284218568
RTN4,-0.004145035184544836,-0.0857782550492758
HEBP1,0.02732582186116523,0.023046105232418138
WNT7B,0.015536994760447004,-0.03487036346840927
PTMA,0.008435616609748052,-0.009180709153431808
CEACAM1,-0.02058507286901666,-0.016893067667188698
PDAP1,0.030969608431821505,-0.014545498671773363
QDPR,0.059855760698948664,0.016211427148687334
POMC,0.05574632938147416,0.14368973986414824
CCL18,0.06326352590192541,0.0440520343683769
CCL17,-0.014604112855033893,-0.02438620371481174
VEGFD,,0.07826364621681693
TNFSF13,0.06631545449969355,-0.026506969700220814
WNT5A,0.01929407271667146,0.03368597871937381
CXCL8,-0.03295144871027915,-0.057685601543261446
GRN,0.03815087014271275,-0.012842824649317814
MIA,0.05291213670873151,0.11074552469521244
COL4A4,0.02107123921977282,0.03613000064245631
RARRES2,0.06113070466642707,0.05917162486312743
FGF7,-0.01688419094978077,0.017581846656970487
EFNA2,,-0.0160557302815916
HBEGF,0.006121798350512766,-0.004386464113876083
CSF3,-0.009957160775097668,0.0016753812032100864
PI3,0.012096356590561182,-0.024976566372289937
PCSK1N,0.04741400915839939,-0.03895995873248452
NTS,-0.03406987505867277,-0.019560860557769073
SFRP1,0.08374991065507079,-0.03779711897130259
CXCL13,-0.03280383173507616,-0.021250423714151777
MICA,-0.039744412417035996,0.049051530643900026
TG,-0.01940521474686721,0.07705070573087473
ADA,0.017214928868716527,-0.015872229424528993
LAMC3,-0.027184000949593102,-0.024369910668231926
CCL7,-0.021888198912600992,
NGF,-0.02527911746124214,-0.015839914254679476
TNFSF15,-0.021338536107029238,
HMGB1,0.03249741557332918,-0.012394322616287022
ITGB3BP,-0.010781444272802913,0.03926146790960837
AANAT,0.026802128908054893,0.12921066985919316
IL15,-0.03517908254349664,0.12382358387488723
UTS2,0.06331005489425902,
BSG,0.0900488591329873,0.0810855365213786
ADAMTS3,0.084043593291151,0.0051519908002442
CD34,0.032269774793023044,0.07688408215731855
PLAT,0.09499619838868192,-0.008399474413692907
NTF3,0.035225838154082104,-0.027906199451907712
CKLF,0.010441296479627753,0.0719085118636591
CD24,-0.021985254296438758,0.06400066178906126
HSP90AA1,-0.024930903673923532,-0.09213423181484992
BMP4,-0.05020887757029225,0.012354520221209085
SCGB3A1,0.06103591477234128,-0.0018737063933987387
IGFBP4,-0.00876289166542846,0.013910352838061238
LEFTY2,-0.018580602234009383,-0.018461205136455758
PF4,,-0.014716188393070047
ANGPTL2,0.06682979645291257,-0.002690730992289211
LRIG2,-0.01649620210896378,-0.002847985177206404
ICOSLG,0.02595473509908926,-0.012579301369526948
NPPC,-0.032675133797821915,-0.0278440150130404
LYZ,0.033824985246433674,0.03038977057506694
EREG,0.02728276709350598,0.016013243595893473
SPTAN1,0.005725885718090195,-0.04872729419586653
COL8A1,0.06953315291351073,0.06532778767024289
GSTM2,0.0081897002136641,0.031131625736092416
SPX,0.05954610149463056,0.06963197651051789
MFGE8,-0.02317591841252191,-0.013966348779721053
TGFA,0.006461858294978294,-0.036251999216790017
SLIT2,0.05962742734998559,0.0754084062194972
PLTP,0.01772589125624679,0.02956352592708232
APOD,0.08656183589928827,-0.003358568459748202
B2M,0.08211153868128584,0.13074778734873116
OMG,-0.004086010500424461,0.018703020243707916
CXCL3,0.03807689013839829,-0.008285336097115828
CXCL10,-0.022602373361613606,-0.019738674806446675
RSPO3,0.029340207214212124,0.012904515586589248
CORT,-0.02495833919324969,-0.015399743186826824
NCAN,0.006893585821208761,-0.04899325778519253
PRG4,-0.023973634889621145,-0.004956023884540333
TGM2,-0.018429258497369684,0.035976220884154385
VEGFC,-0.028168854577242892,0.07960924917250418
WNT6,-0.019449238520064877,-0.02862111102324587
PMCH,-0.022247847509550445,-0.021606663568354785
COL9A1,0.026703403174604196,0.030409297672780704
GDF11,0.0024907235612099407,-0.07219460806698472
IL24,-0.01658745899828992,-0.014481546251127825
SORBS1,0.04384477622577004,0.03327333213149893
DLL1,-0.048568828618589126,0.044507616913518996
TLN1,-0.0029012634588556708,0.03947865570015531
COL2A1,0.10142356586957763,-0.03774333954391864
SHH,-0.017243719914443588,0.04289035658122625
PON2,0.044847301989895484,0.06793786983905822
ICAM5,0.07927717574139818,0.0018120201238223626
HPX,-0.019471008824299373,0.09470693865406403
SFRP2,0.08581624841913596,0.028729779107562154
CD70,0.023848000863047586,0.07851757124270381
HP,0.07652594298306777,0.07107910924759829
CXCL2,0.04489894665397554,0.020940814311613886
NPPB,0.038552297939322605,-0.0003877214132360756
CCK,-0.007887205209016649,0.055796071130378024
SEMA6A,-0.026277269273366773,-0.06667499300504968
