,UKF251,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,,,0.09216859185355492,,-0.018186158134494826
BMP1,0.03971610082717682,0.07671692096488003,0.029599642787240813,-0.048936815510622116,-0.032124502626936606,-0.022648102042321618,0.0026630464743519536,-0.039662481147879826
NDP,0.05509565281208909,0.13137257523723656,0.0470989662432887,-0.017482488521824015,-0.029053400081582,-0.021408534089426765,-0.036123265822896364,0.014451589790581471
TNFSF18,0.022483055317695393,0.08526965492360175,,,,-0.03392176799966845,,-0.030676797421562034
RTN4,-0.021351542064840832,0.07675670219401473,0.03961241247483115,0.08087795631980907,0.023769101861953044,-0.021432188164573235,-0.013529667400051376,-0.02721761511496364
HEBP1,0.013075090830492145,-0.03093767335016276,-0.1211997908996532,5.166628059778322e-05,-0.02099977359430913,-0.04673210069636179,-0.007811372927034423,-0.01372395895960368
WNT7B,-0.01659310301119559,-0.04708178660514622,-0.06735474773085172,0.00816061218811108,-0.0377167846651995,-0.029444616632003172,-0.02961731377607525,0.01689478814405748
PTMA,0.0010906576594474605,-0.010931312883344299,-0.020465066569266097,0.06461776028840846,-0.04178467664054599,0.04701875852336211,0.07213018544595515,-0.05958704011483571
FASLG,,,,,,,,-0.015772848745749864
CEACAM1,-0.012734208553149079,,0.10807153329778427,-0.015657686104291108,0.11378209301099211,0.06528403138468271,-0.01965744189852075,-0.021945602419904345
PDAP1,0.04013636202498155,0.010296611347835471,0.08255226063788908,0.04423368245237447,0.015358383595274354,0.09079490759768273,0.05322708375163233,0.017985806462694372
QDPR,-0.031311495225952356,-0.074992497399638,0.06002448770969522,0.004318594033533505,-0.05674073216998646,-0.017969097351364514,-0.026442205854187734,0.035814420598756155
POMC,0.006574717604921336,-0.10068214669569478,-0.03794787593336223,-0.027273553893387523,-0.023435950546052964,-0.04421685495867121,-0.020652176825016483,-0.026077617456583442
CCL18,,,0.11871277162349313,0.04016583881292859,-0.0058479888866877095,,0.06895986077992897,
CCL17,,,,-0.02122010992500272,0.0342786343664068,-0.04336726179880721,,-0.014296315787661816
VEGFD,-0.018239198896196046,,-0.025879680862489006,,0.026704274899848793,-0.022828614995302733,,
TNFSF13,,,,-0.04071820363667008,-0.014109541454665354,-0.012487801312623326,0.09592716486816381,-0.023294653311000914
WNT5A,0.007665379305370786,0.017425978921261583,0.05724393343561901,0.011636681635458949,0.04754396762382811,-0.0602086285027971,0.047901411112863806,-0.07242538822620784
CXCL8,0.133499173749255,,-0.06600937442872273,-0.04849095674670464,0.025642623679671656,-0.0069319458959249715,0.05219339221238832,-0.006875552512475252
GRN,0.037540755215126835,0.08727324349678862,0.05749308152046303,-0.0029910252176336416,0.05865684781819285,-0.04447797200224008,-0.03444829741666696,-0.09418955563003495
MIA,-0.016220667979599986,0.05841962286799693,0.15112868666175042,0.025347063128317547,-0.08113833938193211,0.038435235580008484,-0.004785325699471424,0.055049757968559106
COL4A4,-0.01499338046327738,,,0.015060733086799734,-0.02925637096972248,-0.06680376120733161,0.06710657655584047,-0.04198378523199354
TAC1,-0.04344869216891161,,,,,,-0.03391468733599005,-0.01879396081345755
RARRES2,-0.030545518001704176,-0.10625527383829106,0.06740307075903122,-0.011383771782338502,0.03279504016113313,0.0399649965112146,0.0618678206411419,-0.00283890756771509
FGF7,-0.005180235535121947,0.023917339208332573,-0.04269996083957418,-0.006125793199817973,-0.05050064496329633,-0.023772546204563816,0.015623271998828394,-0.01457264048980171
EFNA2,,,,,-0.017366338100316292,,,
HBEGF,-0.026866953385665637,0.05615425074273753,-0.028424581232185008,-0.03396646442492517,-0.02297008161122224,0.02286337332098759,0.03402672592423833,-0.026166096669876095
CSF3,,,,-0.09292279481928561,0.014061100081995308,,-0.02818162814186758,0.012204770860316917
PI3,,,-0.034745560356777214,-0.05297282455097627,0.03250481085273387,0.020755899060820555,0.0644063408122195,0.020787221294556686
PCSK1N,-0.019815219429000046,0.049642040260760724,0.11711018986723262,0.013481213722112228,0.008960574313544727,0.026917352724634094,-0.027997265406486286,0.015585753357554601
NTS,,,,-0.04009895603391246,0.056194839683234375,,-0.05126412307278665,-0.022289685616166566
SFRP1,0.017161313082969268,0.047725000748003586,0.07851391811188911,0.0007757018923967397,0.07907894475314804,-0.00871937143931817,0.05565379085790078,0.05350269408334801
CXCL13,0.016671275182820324,,,-0.03850280784208498,-0.04461907320262751,,-0.04597009997979497,
MICA,-0.03835093981486606,0.09305992299886791,-0.05445692404098833,0.008536848712487385,-0.009780109883667957,0.048849918730430035,0.0019189779495118384,-0.03295023451217984
TG,0.05798530582762653,-0.04097532135946672,0.08346138828592403,-0.028196220758789147,-0.026057881852800585,,-0.023193913016023464,-0.015154347600643858
ADA,-0.016972833689428375,-0.038682590683627345,0.046967519145502463,-0.020125956079830254,0.032342936600641095,-0.06493528990027152,0.02911410396140105,-0.02285009744282469
LAMC3,0.06574638278672566,-0.012304511427482488,0.004507143392289086,-0.029987615037564242,-0.05382258183722781,-0.05977721488306303,0.008446293205146607,-0.04182235426745216
CCL7,,,,-0.031804053529045404,,,,-0.015772843137113118
NGF,,,,0.021428128180080087,-0.01713290529937294,,-0.04838169702030959,0.021890021796645735
TNFSF15,,0.0412136948658262,,-0.002597968320692589,,,-0.01750030725724081,-0.04167458237034006
HMGB1,0.021033213999247496,0.008946246636459789,0.06618191325542909,-0.007108608574695329,0.053374575635649034,0.06499701962903186,0.046352784788396696,0.11929261078132564
ITGB3BP,-0.015229032515582618,-0.01638588604633788,-0.030766761924819724,0.0554308081873741,-0.011474053232333433,-0.01904559510930214,-0.006205724849477177,0.11958617573463849
AANAT,,,-0.05922684268528157,0.08175421775413563,-0.005870746891609556,-0.010465061777096005,,-0.016688325800980845
RELN,-0.04063487134400765,,,,,-0.034789698828105446,-0.021138474617709332,
IL15,0.03647019730479588,-0.004366677583893162,-0.0024051586950864876,-0.013937976641317082,-0.032642868677041276,-0.01772557248895755,-0.022585693986038477,-0.026933827977000863
UTS2,,0.0542534759872114,0.05127099021275618,0.047400528081800605,,,,
BSG,-0.00909168721748257,0.06947468554161189,0.03804285806123284,-0.028174559192605614,0.0060615451574216805,-0.05654964404002764,0.027799449430870374,0.04817241757919288
ADAMTS3,-0.019876282583582167,0.07753653739976951,0.029256371761115754,-0.0025593048436993,-0.015484289208926241,0.0270641050228861,-0.026522176811916813,0.06349475498312983
CD34,0.00668259943435078,-0.00589950931873955,0.0010292911221336193,0.03836443274572781,0.0034122800957280854,0.007229909733723142,-0.02331567618739868,-0.0046313034677364
CCL23,,0.10244737797451123,,,,,,
PLAT,0.0009332422888562268,-0.035214908558757974,0.052135699467861105,0.05292673763386419,-0.02802237692564291,-0.008523242079855312,0.11488065895371542,0.010958770084249291
NTF3,,,,0.031095381522743895,-0.04567311550794285,,-0.02521717490048518,
LTA,-0.012734209859906968,,,,,,,-0.022459971537062015
CKLF,0.010294587498279772,0.036451011850973256,-0.03500803064714326,-0.0065743748211971285,-0.03383690651665346,0.02662420909364808,0.021435919550152685,0.034405707663158466
CD24,0.010038716541328088,0.05374311941828383,0.11508526591382202,0.03794848864492837,0.05601099794845643,0.0014495910100562545,-0.03494775155096833,0.000642153652616989
HSP90AA1,-0.0017849318640446891,0.09282267127041886,-0.07719330425424206,-0.03674695276370043,0.04512537778782155,0.052118082325122085,0.01769706174286648,0.10153848285599212
BMP4,0.03422066863370667,0.028388249013684863,0.006215314416353704,0.04033858820265909,-0.01986314295762672,-0.012064569648704325,-0.023140231349538857,-0.029203371672559736
SCGB3A1,,0.017484675422361377,0.06442363906005627,-0.002852200721468042,0.016750288478481767,,0.005165080875111288,-0.033071435069805845
IGFBP4,-0.04966473233958134,-0.03138704020201765,0.04735884376656951,-0.04283830047697797,-0.0010198813773201318,-0.09427874688622484,-0.04498971528418467,-0.05370013106067507
RSPO4,-0.02058630461859953,,,,,,-0.024475205256913463,0.05456314604842024
LEFTY2,-0.012890605331747584,-0.00011244984226715696,0.04901541314006153,0.02058925288551586,-0.01996816865481158,-0.09566933986932029,0.04494304741763756,0.04340861978502118
PF4,-0.011583494627726692,,,,-0.015917451196537574,,,0.10915200726837929
ANGPTL2,0.07037152391860362,0.1073311802470343,0.017252340488992022,-0.02539527596127257,-0.014726603508830335,-0.005814671726067654,0.05996437806621781,0.002848495305971752
LRIG2,0.0047177803633254535,0.07876955366693776,0.06831416850803189,-0.01728417596280134,0.016050199480539047,0.05882180720205139,0.010932175217276147,-0.009956282414969002
ICOSLG,0.05038226292503348,0.00034934760496242614,0.031736252500259354,0.031051175394344686,-0.002010361985625645,-0.03072880099326329,0.023025778657260347,0.02795371557433789
WIF1,,,,,,,-0.022752074001333864,
NPPC,,-0.02349385022062712,-0.06120957355011731,-0.020089606038781585,-0.003262064988702679,-0.05089242741076109,-0.05023081048479056,
LYZ,-0.016260081923528964,0.036024248016258954,-0.023358559956593892,-0.043602555330386344,-0.0030447314884393733,0.018350599056535837,0.004693697847594693,-0.0817391164869995
EREG,,,,-0.01807116099410003,-0.05057838411310831,,0.018801020235755746,-0.03391975171939244
SPTAN1,-0.02598921184031833,0.005139404106223178,0.07808098256109915,-0.013449404552948309,0.05166931371712695,-0.0264923177195243,0.012317988723516849,0.04826317860203948
PTH2,,,,,,,0.0632927420285895,
LIPC,-0.017433778489657863,-0.011624852545280107,0.004096863659059056,,,-0.04571173004216629,,-0.028397898499448845
COL8A1,-0.019409012349542214,0.11373000702008944,0.06886713751513708,0.014781548103112266,-0.036062912454196266,0.022458874386710452,-0.027942015018403002,-0.03736069806725413
GSTM2,0.016515682972231705,0.026035707475872874,-0.01784669429076268,0.022083990298853003,-0.03978885018360994,-0.016967826238898084,-0.0519618324153907,-0.04038908398318868
IL4,,,0.04039399016503045,,,,,
SPX,0.0404492786982112,-0.055835258675835234,,0.035112124864537304,-0.019763550206623428,0.05731358253192199,0.01376219364380067,0.007059920476231047
MFGE8,-0.0059742460072491925,-0.007118705033665537,0.1316629150519886,-0.05005375593382152,-0.02570739179168636,-0.028120606087767057,-0.01595460581129983,-0.042094586265080836
TGFA,-0.023495964312901258,-0.011976800451659837,-0.007726073280580967,0.02304181608519202,0.023120304926156552,0.09094941408463023,-0.02648661173062064,-0.05966797976655199
