,UKF260,ZH8811Abulk,ZH8811Bbulk,ZH916T1
IGFL3,,,,-0.014974384253119115
BMP1,-0.007048156397845535,0.04399533160364261,0.045537588597905625,0.056936347297711055
NDP,0.03518026773491605,0.0043841013630120315,0.056609176255704524,-0.006124656973394886
TNFSF18,,,,0.07341175063905225
RTN4,-0.03980046921045303,0.004802710099490416,0.019808522198890555,-0.0012878531971032144
HEBP1,0.014622410948436892,0.0019773566835287275,0.07287244842517607,0.016275897954524242
WNT7B,-0.047158385507727045,-0.047707783897762264,-0.021664405039054306,0.1534132720251906
PTMA,0.027126686768491694,-0.04564076825881478,-0.019465731426723084,-0.020965485637475245
FASLG,,,,-0.012987278354145202
CEACAM1,-0.020086378925940042,-0.026733024354882094,0.005000117826070855,-0.018069890345807044
PDAP1,-0.03111451668954051,-0.03414831295706195,-0.049904265643747024,-0.013764786033796056
QDPR,-0.008934862826778942,0.08316767507213357,0.06699388977899648,-0.05302821894459214
POMC,-0.04041854426789428,0.0922467654207269,0.05117710912690829,-0.008977178771828678
CCL18,,-0.002817794071403677,0.01595976241364916,
CCL17,,-0.01896578686503904,0.0070413128789044805,-0.011771509101877055
VEGFD,-0.019217510102552904,,0.005102795100423592,
TNFSF13,,-0.01274498774183936,-0.02274400398452541,0.023390884448418532
WNT5A,-0.025711324094415212,-0.0054800988703703046,0.06623119316035957,0.025161943878725695
CXCL8,0.035756601635049096,-0.07048782664931275,-0.03867197172124789,0.012441899564074405
GRN,-0.009650417138402215,0.04725783782652279,0.07392434973102227,0.05573217276236803
MIA,0.006790735756802904,0.08930377562450012,0.060037565612227936,0.06000386941060245
COL4A4,0.013539504702580248,0.055605885618497095,0.05693016191458011,0.036614608651836515
TAC1,-0.034567150230369305,,,0.0908405590777007
RARRES2,-0.033001968875435925,0.010669940130714812,0.034781276083521065,0.007850238064109972
FGF7,-0.017453727406369916,0.027048278494706975,-0.014309226915918483,0.08538982051317355
EFNA2,,,-0.025451529209051107,
HBEGF,0.029583979829452472,0.005573715456868604,0.028322735974074465,0.02030256772595751
CSF3,0.02140074850129265,-0.02690504769436724,0.013769117235191234,-0.012393583114660874
