,UKF251,ZH916bulk
BMP1,0.057691264201019075,0.01007314448961643
NDP,-0.024820806248552457,0.04606765542523427
TNFSF18,-0.003391667655496939,0.18188421381091918
RTN4,-0.01626929732595794,-0.007599931849172792
HEBP1,-0.04906565081840687,-0.03214647674869919
WNT7B,-0.01722763548716353,-0.008338241270651348
PTMA,0.05433146838356207,0.02330302536313904
CEACAM1,-0.013221174063895919,
PDAP1,-0.0015035277007624972,-0.053396653180268414
QDPR,0.02369382195889575,0.03189689707237371
POMC,-0.023491916971089905,0.043794315646753124
VEGFD,-0.018936679290759154,
TNFSF13,,0.0006775192150854748
WNT5A,0.02652236544889609,-0.014846390287393891
CXCL8,-0.01773118407508953,0.008653255324825845
GRN,0.016716817400081338,-0.002307137015144664
MIA,0.06170612423743628,-0.04016751357787862
COL4A4,-0.003612074332402118,0.054727107606488114
TAC1,0.0092076119812344,-0.01788522532171437
RARRES2,-0.04468093874469459,-0.045242046757616526
FGF7,0.038980182077967745,0.017407190339643386
HBEGF,-0.017306304672996698,-0.01898097416497786
CSF3,,-0.03729523437198369
PI3,,-0.04247204071509383
PCSK1N,0.06181486832146013,0.004512056655085966
SFRP1,-0.004081484998035708,0.024175643372620213
CXCL13,-0.020865399217933945,0.0034592636146349737
MICA,-0.017527237915375114,-0.03602138247550003
TG,-0.017978132867828397,-0.03333731089426507
ADA,0.0570710335072447,0.06839710447105687
LAMC3,-0.009926246051136617,0.06689267419643097
CCL7,,-0.0631529833160813
NGF,,-0.04226694734963244
TNFSF15,,-0.027507107911831915
HMGB1,0.041541030928913585,-0.01875361544545811
ITGB3BP,-0.06202514427578106,-0.027736605293325466
AANAT,,-0.02277242417290781
RELN,0.0019913187800577547,-0.00608493863338415
IL15,-0.008754856814045663,-0.018485763796614
BSG,0.0783344396903901,-0.053191745886030206
ADAMTS3,-0.009458895240814131,0.0058568344460921355
CD34,0.015504087897164379,0.02604962466083453
PLAT,-0.01873058409986432,0.02401612383731985
LTA,-0.013221175420625194,
CKLF,0.06089799966300357,-0.05333061574209522
CD24,-0.003292606896989928,0.029093253367094084
HSP90AA1,0.04199561509619566,-0.027786885443855516
BMP4,0.07681196820603672,0.043809447994748056
SCGB3A1,,-0.007875582933074556
IGFBP4,-0.0364716099629609,0.03514031232089296
RSPO4,-0.02137354006406483,-0.02871512484575529
LEFTY2,-0.013383551570456554,-0.021085402978244454
PF4,-0.012026455990742006,-0.022494182128087625
ANGPTL2,0.010871628649910014,-0.0007311335155328056
LRIG2,-0.016770555336018886,-0.0433356888995564
ICOSLG,0.04672616005875532,0.024072390250817075
WIF1,,-0.04127634360165875
NPPC,,0.020308445546788175
LYZ,-0.004494966309966622,0.11151506574298634
