,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
POMC,-0.04016978551105784,0.036492929722859294,0.025598517924830498,-0.03788148790466565,0.03014413540471513,-0.0302495740660391,-0.03574145744404723,0.013241265986785196,-0.016420744656425932,-0.01676625076476894,0.01713343449348786
CCL18,0.056807121224383236,,,,,,,,-0.04818842259295714,,
CCL17,,,0.034370109131363305,,-0.018868926498427224,0.026282185598444762,0.03421306244118866,,,0.046036814224460806,
VEGFD,-0.032145916334649305,-0.030241886995194995,0.0076839868437129115,0.045723024943248265,-0.020103245228313287,0.09941603088019701,0.04301471671066443,-0.03169803736342375,,,
TNFSF13,,,0.03585909848460758,,,,,,-0.01996493141970498,-0.016746324404347684,-0.03659060332264994
WNT5A,-0.022932617307208816,-0.018559543640644882,0.04819301695572544,0.03775241353857276,0.022680571111778288,-0.010565855884300373,0.05963651549865774,-0.004497529636231892,0.013384364827702363,0.036379199676359955,0.012149934223853633
CXCL8,-0.07097700101915291,0.006196750683412882,0.03541816247838191,-0.039748606407598724,0.03563033433855989,-0.009508759554462369,0.05440318824337093,-0.022700667097456308,-0.011408642188018774,-0.025908724826860616,0.05232244453875736
GRN,-0.0027943684844987152,0.023570304969251624,0.008490517207449876,0.025354580277498005,-0.05221921373926069,-0.04203082747583322,0.02541947218811804,1.6596666491701935e-05,0.03528474150432744,0.04466514306357733,-0.03272542407774855
MIA,0.11051869325157476,-0.026895019392981567,0.02004942633166639,0.027253997480268615,0.032680297502024065,-0.011612657358200384,0.09756674975321218,0.174211050446583,-0.052212507237615384,0.027061504264960987,0.17099809017273143
COL4A4,-0.014909198638200337,0.04102378410337672,0.0004269413354388841,0.062468989901291204,-0.01969974304387647,-0.019508340837772923,0.006685200880985081,-0.04081812315242913,0.04871712036676696,-7.242406738006413e-05,0.008586931625342605
TAC1,0.020191005833815192,-0.024380947702647475,0.00966224604569626,-0.03491561851327265,-0.003783131422400432,0.05663435829523935,-0.03314294415698377,,-0.030674310087660896,-0.030964553166660667,-0.0643026424307138
RARRES2,-0.004535804937161781,-0.03038549441637734,-0.005662533102575747,0.06576421259884391,-0.08013260004956786,-0.014672409703404842,0.08607414486760266,-0.06063279718901071,0.020673036948988,0.03838460809222559,-0.017491582077179595
FGF7,-0.011531894216604001,0.004555047566297693,0.03738133476867106,-0.006702551541114761,0.03310193484094383,0.03185658061535083,0.03259526925368921,-0.026624503673729077,0.023889623852838528,0.10609562325933164,0.07700301566522035
HBEGF,0.010916129636522358,-0.01895266856636186,0.08094008418000753,0.04475124610135489,0.0012105932808393826,0.030978081434967334,-0.007139145408176435,0.08931793632917863,-0.007501117526060856,-0.0014858983410221355,0.07846532545346419
CSF3,-0.03236044930723947,,-0.03712068462089355,-0.044864135257561576,,,,,0.0034752171924570968,0.02602866868505632,-0.043017428647597965
PI3,-0.03833577782644655,,0.012206355366922519,-0.035860546894689906,,,,,-0.022950175165084113,-0.04614719536830656,0.02458977625824838
PCSK1N,0.045679569505340585,-0.026274414667907968,0.029260289877793475,-0.0019217366175920982,0.028081116685574455,-0.017350945743432742,-0.04188254812782044,0.06442957905719361,-0.0037012400983773546,0.14260613078089865,-0.08211475088132283
NTS,,,,0.06108106802728827,-0.02250466647920264,-0.00794203560079606,,,0.01958380081309212,0.1966090862607194,
SFRP1,0.056274330472922296,-0.0235641725692956,-0.01662951343429727,-0.0248962737376352,-0.01216200538572446,-0.013920452277209104,-0.051379338157113146,-0.05003549256699719,0.013529614228835788,-0.03587066565521331,-0.025805025639327423
CXCL13,,0.013535865101095291,,-0.024672525213935818,,,,,-0.022389779415118254,,0.09954992779923173
MICA,0.082873496895867,0.01102376112086858,-0.05015549317436321,0.018527199858637204,0.005486128568153934,-0.01881285437507835,0.09094317471239809,0.04295571090157107,0.008875978283301722,0.07793693502979337,0.08316509689637643
TG,-0.02579644320684495,-0.006092219401372509,0.06149309516174244,-0.03931083161051997,-0.01900972938107117,-0.010074170760310875,0.02249817528120538,0.02798951144872468,-0.020977851659117145,0.10358923315247501,0.012402229423023318
ADA,0.06494265945691814,-0.008811983463418263,0.010913410280664993,-0.013309915032479289,0.05658088077218493,0.01882485174555126,0.008149592394812225,-0.055192766527369305,0.016891583801449544,-0.00023200970960163614,0.02668183589951431
LAMC3,-0.009897980972124808,-0.04407621123910689,-0.015045845751703634,0.015082319866032408,-0.012267348850146898,0.01900636546156441,-0.019215840287728936,-0.00597585563232236,0.0526604065559607,-0.022795403349239098,0.06536407098072143
CCL7,,,-0.021202091937704955,0.012328413276325362,,,,,,-0.025987020232521522,-0.03144116666996681
NGF,-0.01864377474016342,,-0.048579407897817645,-0.03491581548238598,,,,0.016231581564532985,-0.043759069994236524,-0.03143625816664723,0.028241169245817453
TNFSF15,-0.02306467616017635,,-0.023609566353667587,-0.024219271262691834,,,,0.015635071324347282,0.08027305336289463,-0.0369280176181852,-0.047609361928739324
HMGB1,0.015467665917356167,0.003338228054062904,-0.027987323760042027,0.03447978367393724,0.012573586639440915,0.009492982631341906,0.003422228788564733,-0.01214712601566567,-0.06382328899778339,-0.028033061461087,-0.053039550264486
ITGB3BP,-0.032091855052433366,0.056002446530697934,0.018273240973615216,0.03819267883747473,-0.017790571522717243,-0.023920471723752015,0.07401007761923374,-0.016529159081876393,-0.021094989468869327,0.031516603384284504,0.00784490641298143
AANAT,0.03796590074248699,,-0.021482293041269408,-0.02182301185949884,-0.0170955607256016,-0.011612658004126036,0.03364961536229144,,,0.07775400940579322,-0.026266388949864966
RELN,0.09590343124199026,0.027597467424219282,0.03448184169075327,0.022582537229940188,-0.037638906252472036,0.03849635107147911,0.025101589112110464,-0.019908649270077284,-0.0191188000284372,,-0.005425175673228858
IL15,-0.03278603903275874,0.028062702746079866,0.009171942339703667,-0.004113775791467905,0.022833542765123817,-0.013730090913858125,0.028292981312030282,-0.05954509430475765,-0.02908083512994164,0.03137717281181223,0.00016793773349615582
BSG,0.009997637844236297,-0.011486395695330486,0.010523497575986116,0.0197867941670265,0.0953851317548728,-0.003306479204507931,0.048510821736473905,-0.02037642620466018,-0.03490832444867345,0.006247458166053403,0.15314505136177434
ADAMTS3,0.024584837645536265,-0.03648200336350168,0.028758405773569043,0.06872547762847944,0.086733426329101,-0.008883732121359301,0.009378909811657267,,0.05302167820657485,0.06637668809734401,0.07994552623017517
CD34,0.07204962098618412,0.0073770915842471495,-0.030081706424955158,0.031248458230112675,-0.034503068395746905,-0.021726967817755502,-0.0009750177088870883,-0.08165371551984972,0.05579748926302746,-0.011796071550111305,0.000767598779382559
PLAT,0.11832286339499826,0.0013606005123119687,0.04535646398005789,0.03861045954419134,0.04342471281961009,-0.01633585277777832,0.0044481122785376675,0.08160008688894556,-0.02773798618442959,0.011574233142329969,0.054784606509719065
NTF3,,,,,,0.07086668430331472,,,0.06401039351157119,,
LTA,,0.039627002830822614,0.01567948312546904,,-0.01646480661481566,,0.11190937399344936,,,-0.012827597857252555,
CKLF,0.0330518075412866,0.032284012239560345,-0.012924764140268543,0.06269397660929033,0.02195942300628342,-0.04859934700750705,0.029436307186830785,0.041791022516367,0.019358427168091025,0.05737246429774158,0.06723703098778344
CD24,-0.056044876390869254,0.06604304132988632,0.026961310782432246,-0.04141992596979518,-0.02445309563050012,-0.017660698921724775,0.07361640904104072,-0.03116925487497299,0.03599019889906671,0.03265527626406077,-0.04384592020222297
HSP90AA1,-0.018674998925963724,-0.00881257017915488,0.05694448722518399,-0.046838280759868615,-0.06112855831334492,0.06161273174584922,-0.03385586731745748,-0.07182850836646242,-0.012972410700002832,-0.12059999514898731,-0.1169652364703901
BMP4,-0.04034968904548497,-0.022382315416398953,-0.04240172221687135,0.0864275191513732,0.005314864614502941,-0.03615577963092088,-0.02490147821576527,-0.04724509052165539,0.04292169419493257,0.057239523546444154,0.0631424660963573
SCGB3A1,,,,0.03329490210570843,,-0.009795390606282126,-0.020391802858030127,-0.03756157760965326,0.001226933853267177,-0.013993319853975419,0.03150177228978245
IGFBP4,0.04691083955667063,-0.06243225927572886,0.005310973639138699,0.047782155985191754,0.00043185119647821415,-0.022504669062038338,-0.022481140259336466,0.041372152482393,0.010870623129280539,-0.018428445461827255,0.05203708538091866
RSPO4,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
LEFTY2,0.11664499818905444,-0.021373539044177672,0.00911363325801398,0.026498190241352228,0.005842492498401444,-0.010740764028967736,-0.03607613927633888,,-0.004429176429911095,0.055173203919103325,-0.06829299870229726
PF4,,-0.019206256674695214,-0.018498407509529535,,,,,,,-0.025052246278302843,-0.025945456329079367
ANGPTL2,0.04748966655239569,0.029925875332968522,-0.04025429806638237,0.0012688883757262421,-0.04413809429884188,0.03607177362744746,0.09893532782090084,0.09174620147281803,-0.015483101770051317,0.03962169712532614,0.05361379775543723
LRIG2,-0.004235674764421731,0.0007796965291634421,-0.022017775007409975,0.017817262111622056,0.05940770773113619,0.017674809511698236,0.038438612035689976,0.004089137830840152,0.04017943838830345,0.0920985260220512,0.02130237132421627
ICOSLG,0.022839325161650104,-0.00683478440856121,-0.013439042283587358,0.008209985855041712,0.0005857663880761016,0.041579139961025545,0.01801888508556768,-0.03300816807626264,0.023304742114309943,0.0974400272127444,0.021150764331196125
WIF1,-0.05300172188288621,,,0.013800475529431701,-0.01477727148506892,-0.018432894335573876,-0.019378786809573927,,-0.020578228132851196,,0.01846357291922767
NPPC,-0.046481039945936595,,-0.018747633876430986,0.025501234867736235,0.010708080757974857,-0.013613193811373851,0.10157370024780225,-0.077886201116238,-0.02729284293820516,,-0.029150569723958138
LYZ,-0.02855409994429186,0.020244622509542547,-0.0022423657745324326,0.014479145642749132,-0.02124295379809086,-0.01276305706458597,-0.029046696287337522,-0.03741852930786835,-0.012185551388466637,0.018595827730644984,-0.01228528530096344
EREG,,,,0.02954549412375289,,,,,-0.027571661588109427,-0.040550315996837984,-0.02987090612968659
SPTAN1,0.07553629089087355,-0.04413384101713785,0.049746118156232144,0.035665140092984736,-0.05387947457057559,0.001353804440985557,0.03916646999580802,-0.06801214986677391,0.07680821394299933,0.0422421278800195,-0.0639225977584972
PTH2,,,,,,,,,0.09675783734267851,,
LIPC,0.01455841958142696,-0.005532919873257201,-0.005530765445490227,0.01061446602506219,-0.002577373927152888,,0.013951370633130672,-0.041078777671982473,,0.13277226355173463,-0.028023717538662216
COL8A1,0.05201218840957616,0.027546673806835672,-0.030481873652147662,0.04931100846495973,-0.011398242219588258,-0.041233060325981154,0.026069958146487618,-0.0321129814234447,0.031012575213996453,0.08737033229033214,0.039658190818360764
GSTM2,0.06488832044986785,0.013007350862503602,0.012693187839228896,0.05338897569051171,0.017301206455655273,-0.028951993218413363,0.0466959443236258,-0.09977507713976635,0.015300431871290977,0.05305912628678915,-0.04526685141106075
SPX,-0.010235952930360484,-0.017145950943351945,0.01614454012056889,-0.05092540580390597,0.03770650730389252,0.0237528575994767,-0.026364982014922586,,-0.01136503016680409,0.1138368024930482,0.021207775999103513
MFGE8,0.03735168272540646,-0.04649931537164709,0.05848867064455834,-0.0017815911844729975,0.03912517290023467,-0.002992310692868298,-0.06208700153274225,-0.0896264761855789,0.03867762761565736,-0.042658956471478264,0.013403669477689447
TGFA,0.0007924882802195477,0.10064580320126285,0.021294567798882457,0.01386404533434308,0.03541648458657319,0.011744004271637779,-0.0032268358149070515,0.008641907272553694,0.07193270937140789,0.07781937977458733,0.018931348638662745
SLIT2,-0.04615564801419478,-0.0068908344145717625,0.027378130359994233,-0.03340356891897711,-0.019622942850260793,0.028816702598348443,-0.04191893010591834,0.05101955083011959,-0.002406605370445276,0.06701501312486893,0.013223405890165742
PLTP,0.06950390764341291,-0.0418874306642059,0.009094491496983275,0.10014172093511323,-0.03224583331643767,0.016551650729313184,0.04202440058437419,-0.09003784019509203,-0.021558295673832405,0.013893660802685457,0.09772031936967318
APOD,-0.04405070595747317,0.002686551086540015,-0.035067412218754215,0.00041809650102824555,-0.09713331624270763,0.04438582828329685,-0.05665251228447944,0.006184272151139636,0.03756944427036798,-0.03065080200087229,0.0321046674399385
B2M,-0.0027801913256681847,-0.04408810536657627,-0.053371933488767294,0.05305944853282268,-0.04804026998898247,0.026518679779734818,0.07080195809075655,0.010455635162151682,0.011780880435274445,-0.028533887854440495,-0.0015643440321225755
OMG,0.11349835065182674,0.014586942230790942,0.022321821487186273,-0.06355943509712905,-0.04764694077610992,0.0384621289900793,-0.01511997589679994,-0.00024773828045167117,0.061885796531857544,0.09212940798649118,-0.026737907702561216
CXCL3,0.04066113190180153,-0.02301176163985698,0.01418683322925173,0.035836751347878754,0.06181177606898351,-0.010478995898708616,0.04517460293150706,,0.04257801467296245,0.0013562832697340266,0.05737508544166188
CXCL10,0.016582326789836156,0.010683987616706143,0.02220956531180974,0.009115670859062498,-0.04932616036094668,-0.01591836174567024,-0.03344502867956396,-0.015559229162305505,-0.01801646477003262,0.04639693041790417,0.016926273567369206
RSPO3,,,-0.021482291453971174,-0.029040048651743713,0.00124489835093993,-0.014063382150365249,-0.02199291934958914,,0.03986652443498245,-0.02637174402215398,-0.07201479578994266
CORT,-0.025535104172049256,0.005880035731794037,-0.04117007513670384,-0.03524448365651815,0.013290474546614979,0.10699283638464696,-0.007927613964675527,,0.04702959469667901,,
NCAN,0.1297068977820267,0.014250148715103378,0.056894159133791214,-0.0674498147175262,0.022446462351846323,-0.0027014173157948467,0.026333791517476685,0.07119473478785494,0.06488864922221753,-0.0026113696599267223,0.03486440040966505
PRG4,-0.018646890674268755,,-0.021202095241736253,-0.020792570575518674,0.04539488003497795,,0.05338894207875602,,0.08495684984963509,0.07441145682255255,0.11807139158246996
ZG16B,,-0.023111608341420238,-0.024607624538793203,,-0.013082783505624002,,,,,-0.007202493782697212,0.06766245500879563
TGM2,0.06516300939267185,-0.00929856162984302,0.0272760321384808,-0.009250293268207735,-0.004651932847849773,0.07723579357486171,0.028732679692873384,0.05484036216272333,0.051284500261839845,0.01031037352436501,0.03225659400053191
VEGFC,-0.025005155934931658,-0.02967619512743511,-0.03778781078819504,-0.020064389136900337,-0.02711388842552048,0.029339396180840468,-0.00033927360323763466,0.09136554076754957,0.06491910282850231,0.014441368398087686,-0.04921386809872893
WNT6,-0.03171319931512408,-0.02137353960511559,0.03342531086511295,-0.02865016045774799,-0.009156500040466092,,0.03649509840619916,,-0.017034873867419788,-0.018754343767430046,-0.02287120239149281
NRG4,-0.023633801110740302,,-0.0039272120634969,-0.0036953718439515387,-0.025134145405563676,-0.026221559765913435,-0.006973929828813424,0.05448170879598293,-0.016742281471172987,0.006323413738537193,-0.01882527917662916
PMCH,,,-0.03575384481603001,,-0.019149571520770268,,,,-0.016830646003687517,-0.0045898270946022396,0.07004648798426899
COL9A1,0.062320685980327334,-0.012524077837724443,-0.026950310931596864,0.03359818917881788,0.027983156218605854,-0.02074970471290632,-0.02504466493389994,0.048314975544277314,-0.015611560426792539,0.033142799464214945,0.04258055077202811
GDF11,0.11269624357037278,-0.047553797953715775,0.025259226620402628,-0.024268748278005597,0.013148241950009064,-0.004795016345461526,0.01459497129948722,0.08444930160828815,0.02876764808415542,0.02226320702444828,0.0011061694820742683
RAET1E,,,,,,,,,,-0.028929619058326965,
IL24,,,,,,,,,,,-0.038452220326634125
SORBS1,0.004790670609960441,-0.011072825388272749,0.04880898204858465,0.03535068945422358,-0.0077396623955333956,-0.01334897363320626,0.06500560739310866,0.02776290038518214,-0.04830567832256781,0.07293659743767081,-0.01883677111645579
DLL1,0.00856477320653471,0.06338621800452666,0.03466320949160674,0.014499417600389735,0.03765758622325924,0.09348760385119527,0.020776957846914593,0.1189076469651126,0.0642090014855564,-0.009042134136777697,0.014974005334914367
TLN1,0.007230341209201779,-0.030762404496485932,0.03368427499786929,0.11003249455611383,0.017967310684378013,-0.023020003390288733,0.04616426905481046,0.046441626384552744,-0.015001170813717931,0.0049013450345568735,0.022444566455319104
COL2A1,-0.024190751766238763,,,-0.01857091979420238,,,-0.02136625851369256,,-0.014114622884256507,0.026565060731909323,-0.014068382516404602
SHH,,,-0.00849579119719165,-0.016547714517326447,0.026602196494537923,-0.011246855349638011,-0.0030943907139192005,,0.013910590753359842,0.1098769057344561,0.004307617902967781
PON2,0.09205630932833335,0.03377164819076739,-0.03834733234091589,0.07718898442614644,0.026718726970628208,-0.006779689434106667,0.0281979946094723,-0.045576947727617605,-0.027984941097982767,0.13577925743114722,0.12747801168060574
ICAM5,-0.014410127186331168,0.05851593675983958,-0.03433914964248109,-0.04924997370352784,0.018265222660899142,0.08348953723821838,0.03052521550230692,,-0.0076503442996203,0.017054801189965697,-0.06330402586798839
HPX,-0.038522207183087055,,0.03314174380803826,-0.03717670223085486,-0.015002429710094545,-0.009795389607665647,0.13551697833975854,-0.0531004897624297,0.002767576204331947,0.1257021122964488,-0.0097210506697688
SFRP2,-0.031494959053074464,,-0.013552485838786201,,-0.0079531695451995,0.04441412569008223,-0.003773808845864866,,-0.008562396791157003,0.023041636292522285,0.051878856024447424
CFC1,,,,,-0.016464807609868976,,,,,,-0.030433968924249127
CD70,,,-0.042650249959474404,,-0.0029070368071602098,,,0.001322673173080904,0.046502896138894856,0.06698393290502115,-0.027088159178961367
HP,0.04708984369078655,,-0.05635774031059516,0.05876597980222738,0.02636447468279731,0.06479137502476277,0.0018241108538257736,0.0058895105989191995,-0.004169888577956837,-0.0069766105482137715,-0.05166244435386151
CXCL2,0.07553079176710562,0.020590969592362646,0.04895187595035773,0.06152567025068777,-0.0034218641598099796,-0.01361319274596327,0.009882495076768775,-0.04021236278810104,-0.02698275467367373,-0.04906476593229132,0.03083489289774684
NPPB,,,-0.011209108762529084,,-0.01441725514532394,,0.012295441695484133,,-0.010511225434772687,-0.026751200281701786,
CCK,-0.09899373464695958,-0.003112967326038849,-0.009191547850529018,-0.06234330454930376,-0.03394361479617294,-0.016343922154516993,-0.06529309837964171,,0.07092229761942,0.016254293156005094,-0.11488027465260035
SEMA6A,0.0784608309477337,0.03865397801288889,0.03674760245020416,-0.002326019526248371,0.002094793280299818,0.008554946925546422,0.06961202517380613,0.016868668713854767,0.02522065558428952,0.06899916878971661,0.08869528629011827
IRAK4,0.06119861572533423,0.007870906787332328,0.005560687314815438,0.0374169706919091,-0.004922581938692648,-0.01966637648070411,0.06924717679994401,0.05092753350675131,-0.005825213974661241,0.09025452928465817,-0.0036575831767965976
GSTP1,0.062090908349273485,0.03210030327362821,0.0278727568839439,0.03651047285133174,-0.02188022386353222,0.010886451515191124,0.022248462173528997,0.013892842002502483,0.015848128052049,0.06571453670457386,0.1610066371141245
VCAM1,-0.0615653414523474,0.03743844123936637,0.01844285717446721,0.039002494872078734,-0.028477067761887066,-0.010714346910402845,0.05851681961600603,-0.013546892923632602,0.06682414383900714,0.10679457308450466,-0.05097737434959505
NXPH3,0.07442574816767002,-0.008356594701234206,-0.022567671816588294,-0.017584268982641406,-0.007682482448869505,-0.002691097888219802,-0.0046933964659731375,-0.0857352056299574,0.035199601328716065,0.07426072236208847,0.05400074166530346
MTMR4,0.06157942501050204,0.0049039697397436,-0.011181186688998625,-0.03906525843666406,0.024440294673461517,-0.028260397130233973,0.08372529180367481,0.07982255621743692,0.03827971389512617,0.024437075759705017,0.005964051436844717
LAMC2,-0.021582309849218807,,-0.016483703871880206,,0.011961829700347686,,,-0.040818102597063026,-0.01633676715395947,-0.04258676983805559,-0.03312089426335209
IL10,-0.0002263720893657433,0.08102511886760591,0.043605383705654775,0.09774424283192634,-0.03460923136069666,,0.032783600799892135,0.11252387054759169,0.059386223337163854,0.05687702535186753,0.015121621416154746
SEMA4D,-0.04609173565306627,-0.04524803621551461,0.04688999062356807,0.016706283718573182,-0.019347934398106777,0.05672128843114466,0.02938552660143951,0.05533122458325895,0.058131490780384806,0.09641541084401999,-0.02283398540151424
TRH,-0.042117072134069344,,-0.012519089991446828,-0.018275193058221298,-0.04782741845992444,,0.07654692831963994,,-0.01626036202492673,-0.015870032552316723,0.008889556513027964
SEMA6D,0.11389147902135893,0.039674429761555365,-0.014652798080328863,0.026952317724772797,0.038190806254037875,0.021457861623750685,-0.01420705649862511,-0.07036162470309222,0.011939428008878903,0.0738562829260027,0.11598124436915987
CEL,,,,-0.03605505223823956,,,,-0.057834703165692315,0.16155423773228653,0.06387851448470022,0.06477088473507887
PDCD1LG2,-0.020363002935684212,0.057645794096962605,-0.013032683336736826,0.08868875902765129,-0.03517389239071061,0.05827986717704315,0.010712921867049214,0.016129027343229015,0.03401453102357938,0.12505687526393663,-0.030653188779307828
SPINT1,0.0003759366250833979,0.03685187064866535,0.07267060607525301,-0.016158961695202995,0.0052533242179179625,0.019179927018582725,0.08131018719220147,0.047570092076668034,0.01205778561656481,0.06535476797347951,0.06899385591691776
CTHRC1,0.011520562687002188,-0.012243202297587021,0.02687805479061758,0.04209433458228214,-0.03201482554571238,-0.0011697496535998657,0.009177347203943819,0.11044116820245248,0.05092281098347566,-0.05412803031829211,0.08740282880029523
PODXL,0.05867452249269897,0.026314793365966288,0.02521068689895807,0.05721209007436115,-0.00551186680809303,0.07201749868298732,0.05361832557454466,0.06652069391578075,0.010498939619414484,-0.05866309572537418,0.15252714035804657
JAM3,0.03391374993979166,-0.013583325407873941,0.045302434494454744,0.04526802210403882,0.05645330311461356,-0.0020211176905306116,0.012093101935550734,0.0003436576320103576,-0.0007848789106271453,-0.0038446417906732324,0.11316698178739011
TGFB2,-0.013479261743729142,0.025557383472212782,-0.04750819566059503,0.058497014730017276,0.016718676383373963,0.02049362208822853,0.08503489377818549,-0.08846708179246504,0.031241020808215666,0.08832220286457816,0.03510072894037489
COL18A1,0.08696343740887136,0.06694389839407151,0.009259614127482097,0.015014607551957444,0.020002590733390165,-0.0030061788969262945,-0.02538965020927294,-0.04610023501318937,-0.00036370439195124805,-0.06378024857033202,0.03994462603597736
NODAL,,0.0732303241285297,0.060086597651723854,-0.027190612429065158,,,-0.02644808542148972,-0.009508751181305992,-0.018682318520734802,0.0029622888332652094,-0.04631023047149511
INHBB,0.0007216047023372905,0.00396736273012243,-0.006883567578035531,-0.002245677125083543,-0.0037854258273776367,-0.013434520842556748,0.037470573169467225,0.03790879261908459,0.00026859059702732615,0.07457671154921512,0.06940466863007551
LCN1,,,,,,,,,,-0.03030035629902162,0.1278038000815325
ARF4,-0.026833755418248464,0.016882833027505883,-0.03904254087497341,-0.025236019791301082,-0.006101680181581738,0.02898633394982494,0.12784316483159236,0.06713190180572118,0.01876710738490162,-0.09044402243752594,-0.0021384088373635635
CXCL14,-0.07412221657056675,-0.020461132758433923,-0.03533723756978056,-0.010375686785172467,0.07264845211527089,-0.0060335005421159,-0.006558893004929343,-0.017108640049909515,-0.01627460643156703,0.02545198303179223,-0.024463184332550295
LIF,-0.036520074573723256,0.00021498333772352327,-0.009255977041896058,0.0277738051656811,0.05669935446024719,-0.011612658004126036,0.013215677986722777,0.06595926450845463,-0.02710361205310446,-0.0234352946711695,0.08106236852269061
IL17B,0.040441384591862105,,,,,,,-0.03897622538046462,0.008725449459395523,0.062378654480115044,0.013305235348407688
MMP1,,,,-0.018275189071540646,,,,,-0.01683064467080334,-0.023858319669511106,-0.022901387354841273
MATN1,0.09042670082863083,,,,-0.014598324564630581,,0.04050118362230245,0.026447608222804536,0.03824363780850479,-0.013418550727047595,-0.003075194326693551
ADAM28,0.07117364707060238,0.04381070119339613,-0.053125434855262804,0.036623599263723126,-0.0538868736051982,0.05764128832165328,0.03351213989695896,-0.005026466976506397,-0.007555290382567057,0.06537012770234552,0.0935115535657075
TCN2,0.057083254755875244,-0.0028606505040387788,-0.02056313990368807,-0.003415774618139322,-0.039664869151122266,0.0007099912196908858,-0.06545753058350304,-0.03244832661831427,0.00985065018424446,0.034213268368829944,0.012183936532349822
THPO,,,-0.03798493738769346,,0.049076128546223244,-0.012084073422470346,-0.021366258309159555,-0.016280511175005542,-0.020778927314146076,0.12407564816268402,0.020406636788949523
CUBN,0.03545698956695954,-0.010622744598685355,-0.0018928511464850583,0.04495458761437667,-0.036588739478053516,0.024131111537199466,0.016133537461605365,-0.04967198837619794,0.03149012302349874,0.04112146643724485,-0.008917146995408127
TIMP3,0.008582339190283022,0.033443700423244294,-0.03343913766072712,0.0518944703786334,0.01608409738866025,0.0336388347465711,-0.02860056593560766,-0.003516168073048514,-0.015348381578620666,-0.03680288656693217,0.0593447319630306
PIGF,-0.07805892492326492,-0.008629692318977632,-0.008787449072114973,0.025469533562951736,5.464614276163326e-06,0.023170330319563552,0.05301408727278553,-0.019835241087156407,0.021076617371420248,0.07316000915410678,0.08968515382279037
CRH,,-0.025835754896639463,0.07416818373443934,-0.018570923201667554,0.03917446031560255,0.07468939823311421,-0.017801343451343734,,0.08133341794028441,0.0040523243429403805,0.07620532810102641
BDNF,0.010694534703694924,0.0057792923898646225,0.020602140171348905,-0.040487548524513764,-0.0054835288519322675,-0.019657831513368244,-0.024063894502013135,,0.10156386701637228,0.08913558876837836,0.09674030199670434
CCL5,0.0182570597405704,0.04140376416971759,0.04311499933146569,-0.03073562988404438,-0.02783304226155644,-0.030196283053525064,0.05492695611364859,-0.04225654451933842,0.003210385553214867,0.05830658060350144,-0.0054454587956199495
GAD1,-0.06335031738898945,-0.024659326192679975,-0.005243045186248279,-0.06505981969865993,0.009023706398976072,-0.03606558724162181,0.01264034848677487,-0.044856960798095126,-0.01384378418142262,-0.015237956722371384,0.0002475882411735253
