,UKF243,UKF259,ZH916bulk
BMP1,-0.026680655597345084,-0.04647725354300101,-0.06290629144538952
NDP,-0.13569739281208795,-0.09515634271937506,-0.07898991028463356
TNFSF18,-0.0195811466710045,,-0.02794313918667842
RTN4,-0.0040789656045307696,-0.011320403068085851,-0.0649589939930572
HEBP1,-0.01656049158822636,0.05474318056909484,0.07509684950856106
WNT7B,0.036288438475371484,0.06858553887563416,0.057529687481975914
PTMA,0.11874367908563764,0.13118207624847678,0.14581767901828904
CEACAM1,,-0.012484081067250583,
PDAP1,0.02426466356503752,0.004444761861166358,0.08980542555379457
QDPR,-0.027576785957776708,-0.022974970150901174,-0.11251871957865807
POMC,0.03187715560015136,-0.029007912061002162,-0.057128280245497
CCL18,-0.026259927730457357,,
CCL17,,-0.018054780999308327,
VEGFD,-0.02958726317571179,-0.005679463936778154,
TNFSF13,,-0.012453783855392335,-0.030398149634501274
WNT5A,-0.016149009150654096,-0.06573374024653426,0.09771119718275145
CXCL8,0.19026486381437024,0.24480797712467983,0.20677782350174748
GRN,-0.021965359818487563,-0.05792594681367587,-0.08100992142699448
MIA,-0.006291446134862681,0.023033320140435482,0.02843590719493437
COL4A4,-0.029784743984038305,-0.0035748724700265426,0.0864823964234202
TAC1,-0.0373030697926201,-0.0174336238640303,-0.06194221436616982
RARRES2,-0.025658888911624926,-0.07807128898063372,0.21686909024473555
FGF7,0.03124692635679346,-0.00506042954678963,-0.01799762046583025
HBEGF,-0.004107104159140067,0.0606198960645964,0.048275860270462115
CSF3,0.06910192250370688,0.3198432697016346,0.2600904516587158
PI3,0.1537448804103309,0.20187462589223804,0.26413520115262534
PCSK1N,-0.0381638021152215,-0.14907374422899866,-0.14568690224751232
SFRP1,-0.04598801227584396,-0.015753494304007628,-0.0223608412418778
CXCL13,,,-0.028987823987077214
MICA,-0.013849489482622723,0.07544107364423329,0.063721316003919
TG,-0.023743176153779123,-0.017000516246977626,0.0014080664286749034
ADA,-0.03511227870125629,-0.020001101462143706,-0.03361018885825708
LAMC3,0.05385221703106299,-0.051968820471820665,-0.07302399007500157
CCL7,,0.08340121828752879,0.27762413676300096
NGF,-0.017159824099689042,0.07523514576093204,-0.013631236412351649
