,MGH258,UKF243,UKF248,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.011544076942788853,,,,,,,,-0.030501964095059685,,0.07650018167914091,
BMP1,0.0033930790461254834,0.059285032338578694,0.0034889826158698155,-0.040617864387690134,0.08075677885671918,0.15225891834442964,0.065462013008337,-0.02872950138225679,0.10124097331084748,-0.01940466005600343,-0.03741385151550443,-0.05092257356219803,-0.007792234317277925,0.1206529613365991,-0.06384352109423226,0.02161479666508695,0.05624697931606948
NDP,0.06271635923551142,0.09778054752354905,0.042408231894398206,0.10142210412259227,-0.009496648005778053,0.08293653271706439,-0.025617902035697675,-0.013639699806433748,0.04771785849702311,0.027671808019852997,-0.03786714839938114,0.061803460396885446,0.027936648530056906,0.018705495878645347,0.08917418546068955,0.12091784544858433,0.0898436181036847
TNFSF18,0.06930059706838357,0.05315190441403131,-0.02399780665417379,,-0.01346331988137858,0.01337268372833019,,,,,,,,0.0027429433789847414,,0.015975554608332762,-0.04235328329239407
IL36G,,,,,,,,,,-0.013349798083794882,,,,,,,
RTN4,-0.0009222623677564306,-0.06445522595895296,-0.04647773628108082,0.10237729057334029,-0.03091328147461501,-0.17353313301477588,-0.0060132432461248875,0.0358475740583722,0.017392512730680786,0.04464609721284336,-0.06128715331484311,0.03335917535109625,0.007209762420289469,-0.08655423090442921,-0.014007210861751584,-0.1157999138636444,0.05119642090982515
HEBP1,-0.014907909811068976,-0.02811066362971476,0.09189805889654636,0.04854607775121067,-0.02544968657182699,0.01731808168954917,0.016895852230711324,0.06295989197071168,-0.06650489391289721,-0.06276080596317517,0.05716591564684519,0.02122352066446302,0.014619020362399017,-0.005802904833803123,0.0350491745855788,0.02001345844899683,-0.04640864806206274
WNT7B,0.08663308920525413,0.0042688588802777296,-0.036938490985317644,0.02081013429301678,0.006769928075639924,-0.06660300943654222,-0.015866374308993354,,-0.01969374333118176,0.05533075893556779,-0.03447724367105944,0.03795783521943051,0.0165821610279732,0.07903345146946242,0.015956000222995852,-0.019865140333960574,0.0865972484292304
PTMA,0.047784643011090956,-0.12090127932495004,0.0077503500177889244,-0.08575253702429422,0.01893596421329101,-0.06892753147470741,0.0337323203706994,0.018793202267615935,0.029635879568128982,-0.07602886632780861,-0.008233421481720446,-0.11926285935428159,-0.030645706877912,-0.14628720797806075,-0.05871780390734852,-0.11666301394788178,-0.05772240666087078
FASLG,0.007554514909417505,,,,,,,,,,,,,,,-0.017877146078985603,
CEACAM1,-0.024917746665777757,,0.01085410083758294,0.13284048397466963,,0.05669381065678883,,,,,-0.030919744358224015,-0.02335693160608269,0.06380149577076719,-0.04911957220049921,-0.010032173551737895,-0.04133123314937706,
PDAP1,-0.028654522101418077,-0.005632983254786342,0.008384120622599916,-0.05630965436582905,0.010253715610504085,0.08676855413301864,-0.012273512736381139,-0.014359853038653687,0.03737463615999067,0.012063026882085246,-0.02689561248967335,-0.02156480194460265,-0.05143070509457373,0.028276338780467928,-0.028955265853187313,0.060375649172099664,-0.04455861745317942
QDPR,0.04689063405085234,0.16012128585154203,-0.07480133716224568,0.06392720326768433,0.027642171738858547,-0.14363421964490117,0.02740785764560584,-0.00858977426462888,0.055280591738523455,-0.0026119740007615375,0.04069127763568242,0.06591620349141482,0.07043634337042819,-0.09674547351414572,0.08141846215805056,0.09120798040758661,0.031770292088559915
POMC,0.017754827782218447,0.05465400148362866,0.01915942946493741,0.02475035240012444,0.020973645883550794,0.0006428936720525785,0.05169583009989697,0.06283354930535624,-0.039639109028061004,0.08595790540839102,-0.061456673540695936,0.002574590936139494,0.02166272423813789,0.06547930907629346,0.007849597187652093,0.028812135754963313,0.11807884554732055
CCL18,,-0.05159006209509608,-0.013977401672247194,,,,,-0.06602352052925395,-0.0414336306695044,,0.14323337416512655,0.04799560554922681,-0.04657232518994482,,-0.04466981867339771,,
CCL17,,,,,,,0.03853596244387277,,,-0.01219541955018572,,-0.03205767728321339,0.05221443374271287,-0.0009224218757541802,,-0.02409163469928669,
VEGFD,,0.01412251794041665,-0.027010876349042014,0.015069624247521545,,0.033320549091427246,-0.014404801157350018,-0.02958019634724128,0.07388820309233053,-0.013070208864770703,,,0.008950597703863108,-0.029807726653111464,,,
TNFSF13,,,-0.003812373894400657,,0.1273655514934111,,,,,,,0.08818419752396492,-0.010836629158277343,-0.0014622452541952907,0.034477362166491,0.02351887928188734,-0.032557618000497016
WNT5A,-0.039172726790058815,-0.03476655780358248,-0.03108512626630592,-0.10083983015399962,0.02122546897891249,0.11805451449467652,0.0019296562429901966,-0.015338552500468628,-0.01705093585508562,-0.03478647440202452,0.008534795199280226,0.0878567041014807,0.007021910300512747,0.08962234953713462,0.049208813593084794,-0.0016459090765436938,-0.035161335100380435
CXCL8,,-0.1453223547866128,-0.025635806663259285,0.01687014053077455,0.0010186847332835484,-0.023525677254462637,0.07123087355713358,0.05176982779837064,0.04538713556268815,-0.03929711692345706,-0.03859820139975069,-0.026327957798119347,-0.07653527821941376,-0.006309000169390634,-0.06336808766210388,-0.018439128079622405,-0.04631961853092964
GRN,0.02976326652971868,0.026204342401756325,0.06693832434256644,-0.003430848123769933,-0.0037436159238256055,0.18439058668162733,0.011327133442100073,-0.012848906190808052,0.051478992963371696,0.029602849104236748,-0.021342772766117252,-0.003728088674063547,-0.054755601320035,0.07050138971716001,0.018703767828176558,-0.019674518312214753,0.03579195626614698
MIA,0.05426950768393551,0.05506702290595375,-0.04749467002703826,-0.0550259337055341,0.03773112175986499,0.20158359448036173,-0.016382427693608797,,-0.0051282298614596915,-0.017900250016087724,0.008121217352257733,0.07154542599972673,0.1267221800903438,-0.04322867934938187,-0.03903522562534147,0.16225888248141232,0.04789581767669379
COL4A4,0.0022867695453792857,-0.029021857159964057,-0.03243983273698324,-0.07971953252040545,-0.01242278916506096,-0.0219613376292287,0.014105134392219379,,,-0.017363906598741957,-0.0016836531219423729,0.08436209141395322,0.10884547611276517,-0.04527959809614746,0.004902013691222627,0.006627927137862002,-0.0889568966973926
TAC1,-0.017945679549213483,0.07038914942072134,-0.025988947662830917,0.06878432822599635,0.011408503965502984,-0.08129377855401201,0.018145634190577232,0.028137155177886692,,0.07337422406447806,,,,,0.0958036410495787,0.03976970838100954,0.06604170872147178
RARRES2,-0.005843978129479066,-0.04805267042182732,0.010998484300996146,-0.08368326922672385,0.017306663784010908,0.1503003714083481,-0.030650600670689268,0.01513054224858897,-0.03550344104842503,-0.02635919771750386,0.06656021583462034,-0.025938997805866004,-0.022649551066396725,-0.015502153738318558,-0.023160476737806666,0.06526732708029592,-0.07623054315439731
FGF7,0.0897857107502153,0.06117577135072642,,0.008819121400077807,0.01742490698007324,0.044565536007533546,0.0010210755824645364,0.01178399842517826,0.06118150986490347,0.12975095920999258,-0.04411766512956826,0.028346772113241395,0.014902770897328634,0.03527868156259165,-0.06539632284838703,0.06002121385744908,0.07181423806770378
EFNA2,,,,,,,,,,,,,-0.03386533660800231,,,,
HBEGF,0.07306763903555624,0.03393747222969976,0.010666004785914722,-0.058293292671568055,0.018964281304074466,0.026658585484035446,-0.029370856524757915,0.048668141033255834,0.007357467291696874,-0.037846411060112876,-0.015700128063738838,-0.03301024002746377,0.008588765480464156,0.0005663655841295176,-0.0020199678948938154,-0.13223927096280058,0.007693353393455696
CSF3,,-0.0703316479800112,,0.011394084475382989,,-0.02323467250846471,,,0.039146533202022035,,,-0.062335216351192366,-0.03757843637177315,,-0.03934962116860848,0.029306572184948247,0.005447063277334551
PI3,,-0.08331832495682862,0.00908244993941299,0.06264308023588155,,0.10714946423113939,,,,,,-0.016777761364134593,-0.10861814925547651,-0.03230038685846891,-0.11016869962234066,-0.0711196888303198,-0.13089764084879912
PCSK1N,-0.013707900331836022,0.06239731412130534,0.01597961964323924,-0.011718448631951137,-0.011898527464814016,-0.029060884105699545,0.03201983513604914,-0.020944368535189172,0.03912536291828389,0.06232189407744567,-0.002014056916876747,0.07856713857295888,0.057158660835172244,0.00263415013540548,0.030729426440879844,0.11278187224319444,-0.00890708066897475
NTS,,,,-0.06886482843247098,-0.015165403011250553,0.02684315619567131,-0.026427853527805155,0.13142011651594424,,,,0.057062273786069116,0.06467525128869589,,0.0393199194680582,0.02146768774631655,
SFRP1,0.01011201274251696,0.05994477904038346,-0.049320226380806076,0.06951702635264556,0.001235802811402129,0.0011663284508301958,-0.019638123803994777,0.01622169086984546,0.009521833433321393,0.010983726197500293,0.02194230701795684,0.011253530573943243,0.01505192610550257,0.005547195368259044,0.011038489291266915,0.047532795248968654,0.031783455632948245
CXCL13,,,,-0.007806513449582508,,,,,-0.024393179423345342,,,-0.03314387473812051,0.0026071800459500664,,-0.011053309679973809,,0.02364962784032819
MICA,0.0796662650541999,-0.080756512529682,-0.000897309880986426,0.03148044722374003,-0.009540704883342308,0.03674469044153767,-0.024146497143381334,0.09709155852797405,0.01640874844045145,-0.013413454150334798,0.04197820653919294,0.06059563693696565,-0.0004675065118212093,0.01608557905879525,0.044591094988862615,0.0810937392901279,-0.01062518595049896
TG,-0.0207832902111348,0.021460437054008553,0.03988922230565724,-0.0327398372064362,-0.017504872876535744,0.08149892980174148,0.00574809114831119,,-0.05716393883492668,0.019075679828651118,0.004415339295845465,0.05788100529442189,-0.005723408725661819,,-0.03044266186999354,0.005877060359804633,0.012825476742575873
ADA,-0.032754940495201765,-0.00549629503337465,0.03162996823355598,-0.051745712673904425,0.06609676989293806,0.12113514233447444,0.027470183640085508,-0.04899593680467637,0.016131711890882847,-0.033606164471082535,0.0038554302829630696,0.0096000178781966,0.017576968781311774,0.08715865816024966,0.01966019672147675,-0.00972388813417018,0.0532063304779138
LAMC3,0.06043584108496592,-0.014330850283825834,0.07136919426694298,0.026081586036602815,0.06304729367075132,0.1661337121504304,0.007617646837308166,0.06431310208996675,0.02350157869961902,0.049322337547107416,0.04176748765796973,0.04985719219207917,0.026906975639229995,0.014349304087240658,0.06780762116019948,0.03506363495142596,0.09461091353417993
CCL7,,,-0.017181193720627708,0.019610260458064143,,,,,,,,-0.007345116498210331,,,,-0.015510014272093862,-0.056942899371403004
NGF,,-0.010285843447131921,-0.00483933377312213,0.03548284807370638,-0.016704343829119186,,,-0.026631696208313346,-0.01480884648576106,,-0.032578378266632214,0.05379176321727096,-0.02152340126659171,,0.0008490788776886898,0.004031738647813226,0.04241120368336081
TNFSF15,,0.07832339033419825,,-0.00664527202591351,-0.020282735552923363,,,,0.004917820283068377,,0.09244495271522692,-0.04684049698914438,,,-0.04117805041704603,0.04252304297155432,0.0069527726071153245
HMGB1,-0.09279523842386053,0.126467860016755,-0.013239205803014,-0.0639466170325469,0.048870465447991174,0.15065880352394168,-0.04606308214198253,-0.05844860149740707,0.016150245429289337,0.05173987653040407,0.006440553585274989,-0.0963878007560822,-0.05015219236359736,-0.02528634570470014,0.0011856111434604495,0.026537898908623198,-0.007122478927907285
ITGB3BP,0.04526236371142209,0.03522622537055547,-0.05397109690592605,0.027558885645770005,0.04455890217725753,0.10946620610809321,0.0881408655978834,-0.04322051711046586,0.05350853940476635,-0.013573453584743597,0.00628377736070178,0.05307908457027723,-0.07664776952839032,0.12322982982380329,-0.056018455734011055,0.011927549719658898,0.053925240005074586
