,MGH258,UKF243,UKF248,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
AANAT,,0.0007741888871762883,0.0022986374867993175,-0.020557417150255483,,-0.020958303377496948,-0.016382428604841254,0.018049508929754283,,-0.01635898882209447,-0.02283331426971844,-0.00963133940996774,-0.045573570795798025,-0.03308852968938083,,0.011656470375621257,-0.041735035458829166
RELN,-0.017229898594786512,0.04067059102699981,0.008522214828532675,-0.01898246823474673,-0.034221700921609984,-0.06149823798781198,-0.020970199965107135,-0.02674041025675982,,-0.018110812628294105,,,,0.01539179384693686,0.06440966782655029,,0.06793814104487375
IL15,-0.029172721384359022,0.027939589735972898,-0.041347293217358895,-0.028391434468295222,-0.014432372140600547,0.03745683543467061,-0.035211207914663194,0.02495662030149895,0.019720919717772917,-0.015172206032328833,0.03689970063589939,0.0213849745403783,0.005337916638335267,-0.05275160235500412,0.04511830042484794,-0.013835866293731371,0.011184080857706724
UTS2,,,,,,0.05300907700055187,,,,,,0.05493906485558747,,,,,
BSG,-0.016039694085446556,-0.030569283075276697,0.0069395134083628275,-0.006527249374215789,0.015731856484198663,0.027747749159256183,-0.005010325665551811,0.05209153281825125,0.009896727951017606,-0.08813410609443424,-0.029607208174725126,0.06162653892118197,0.026566666418755894,0.1483942374244414,0.02494146242526363,0.10006092778631033,-0.02285320684349236
ADAMTS3,0.0022627680250235723,0.02879308158207242,0.0653838301911237,-0.020374294562187315,0.03930037011749928,0.1434597416383023,0.006240752412223879,0.003263267301664725,-0.05027003406065768,-0.025211309712412443,-0.02734056931023916,0.04452081379903313,0.04838200819030393,0.05607168588598025,0.07151162930516122,0.10002256916526978,0.005164257928019727
CD34,-0.01776474941263176,0.044493387413289,0.08519751457511382,0.0205922402066646,0.10130958492007569,0.0814808058431384,-0.020512225312362777,0.08327407761520296,0.055554523995499795,-0.03513639828297531,0.13727419875229033,0.037112313740934176,0.010216022231564748,0.014613268121065113,0.12620544088877803,-0.0741944748459509,0.0457888041529111
CCL23,,,,,,0.10557859570751134,,,,,,,,,,,
PLAT,0.051755493980700736,0.14993091140100528,0.03339104525642843,0.022979212995787777,0.02554947121114171,0.12615064351833014,0.04976831286403206,0.07764575213743517,-0.015627385199747938,0.04530842653586971,0.03540544892190604,0.11188057128060987,0.07570610183659993,0.13083612935513209,-0.09913563191802702,-0.011476715125515534,0.10742363178431086
NTF3,,,,,,,-0.026445147870650082,,-0.014887299432544297,,,0.12965483926534108,0.14024084934024136,,0.009975553385450461,,
LTA,,,,,,,,,,-0.015172207905193026,,,,,,0.0010905856596385866,
CKLF,0.027767336660843255,0.09548269596302728,0.018717397014780222,-0.016640217621461405,0.020231571969203933,0.17327698042809048,0.017099798261202306,0.05543863605503194,0.061366643583911626,-0.042121299391799885,-0.04435925946471383,0.10216880745580481,0.08750336472653987,-0.031740221874510484,-0.012543111409267439,0.10528103993744736,-0.004991566018933134
APELA,,,,,,,,,-0.03891769579243528,,,,,,,,
CD24,0.02213372675657754,-0.05088063255217967,-0.00575074985121053,-0.013342802080779575,-0.04320892824945428,-0.04236464761023355,0.034474513080085346,0.09958392586864284,0.052144765298138045,0.022195587333392126,-0.032461428542499435,0.08941280535470338,0.031434394993356686,-0.03851778901622258,-0.010517591986482916,0.025442041514734854,-0.03840566646624349
HSP90AA1,0.027233545419582277,0.026788700432235555,-0.04846833839559231,0.10099510340867714,-0.03139960989425557,-0.1656004236288978,0.013595704713619459,-0.0040038562880270225,0.06537340458287322,0.04052392805636212,0.0656319789129944,-0.08495611539892232,-0.11714087507006954,0.08208227137919058,-0.0383670410997532,-0.10937148648887086,-0.06359747144763607
BMP4,-0.02138902284941999,0.01227186747848596,0.03173587027208948,-0.039894988793236205,-0.012510938005370856,0.006572009861933323,-0.009208892915107915,0.04178143742333151,-0.013499333847258045,0.01361230449720906,0.024708513536390527,0.026508578731186852,0.009991394854643572,0.0387751302556281,-0.03743405445213524,-0.03680927339657144,0.02015295192506495
SCGB3A1,,,-0.017181192002531293,-0.024481346020981527,-0.018423178292936295,,-0.013818738759630479,-0.04407337821558181,-0.05364269670144805,-0.010586966032185622,,-0.0029466356847778047,0.05210906831431562,,0.006148087586676762,0.006627306180666487,0.013425494951578536
IGFBP4,-0.04421575805521237,0.008363352791341387,0.03829274322534899,0.013148696741741017,0.09076857153410252,0.11971067446226433,-0.015355531000547895,0.026058268805277188,0.025464835271072097,0.009551918391950945,0.04867263789867598,0.012319744512504107,-0.07044338845084032,0.08037627591868574,-0.0689170685921134,-0.006756967908360049,0.07174418519926737
RSPO4,,0.025601730917096867,,-0.02825545287740496,,,-0.013818736738327335,,,-0.021046240952943388,,,,,-0.03137456000366706,0.021312014957901047,-0.029003052747057705
LEFTY2,0.024203086894901367,0.10658994413204642,0.04376270936705539,-0.025022576784265543,0.1192938578417899,0.18711185214216472,-0.015152413840439596,0.013583137901637855,-0.01519518907509608,-0.018729921221290823,-0.029179040517130616,-0.03042919882477206,0.003500281926540226,0.06775258180145925,0.03493316625901533,0.0559119785216985,-0.007746959226168162
PF4,,,-0.017822728717892478,,,,,,,,,,-0.0310399256077121,,,-0.05024945485495291,0.01996179933016442
ANGPTL2,-0.025137222059096645,-0.0017691554809009702,0.026582432524363497,-0.01473641354460485,0.03117985331932055,0.11900217313167856,-0.06096032259287063,0.010837041091052702,-0.02685409421430208,-0.06642309063026619,-0.009147491949325758,0.04675562263866291,0.10445765191648279,0.008036591607795943,0.02420781631920079,-0.026615883711089087,0.0548807559489945
LRIG2,0.001099030475179303,0.05248139539754563,-0.04861462854274544,-0.024917572831537532,0.052879049995308194,0.045529346657344434,-0.019045370830319482,-0.01671731595596091,0.024854239663504207,0.01635720474562866,-0.10010055709904193,-0.02471227808370117,0.04397008494832403,0.016747961478989763,0.013446110551987538,0.07453284222992972,0.08754587968298845
ICOSLG,0.05080501647381893,0.036870586398532135,-0.026319037939409744,0.019271208573320358,0.0047854810263898515,0.0750349042369927,0.018915603468322092,-0.0020802028903061424,0.03902013768614748,-0.03625723692047738,0.08533550721211614,0.028315185993234532,0.08362387085553574,0.07078292465669729,0.06805269150251253,0.05924017822812132,0.023137437135674992
WIF1,,0.027724287518727745,-0.032069107461737155,0.04726254254962092,-0.012953269177659654,-0.11033556885441968,-0.0037422802521032156,0.036278006264650955,,0.0721644497496589,,,,,0.025861392276428127,,0.08091317640720985
NPPC,-0.007994685809549778,-0.03914836858621743,0.04102309495139437,-0.002821481191442602,-0.035344802426476224,0.01491028058398833,0.04001891726339776,-0.05703296707940082,,-0.020564569769251438,-0.027340516801038606,0.04026576472285534,0.002734474526389521,-0.020880304321354272,0.01662871803468856,,0.02367349110260539
LYZ,0.024872297774766558,-0.02289133224273653,0.02339225845285209,-0.048701644134958075,-0.023848552207556287,0.08271354753216616,0.009264400637097167,0.007312420065337582,0.04078682982625797,-0.034634616835919514,-0.09053498527651223,0.010302853862070083,0.039892022071151396,0.04771154213619575,0.0322082984535873,-0.006026173024321498,-0.04584511538414587
EREG,,,,0.051589567929277165,,,,-0.027396232595060136,0.08393647673579667,,,-0.009311635713842387,0.025026413828998003,,-0.03545663230190279,-0.0371504251572698,0.07981281140306647
SPTAN1,0.01230691687902681,0.06544876360749294,0.013914256368149932,0.05578843986507565,0.012770148045999524,-0.07898277002716908,-0.0003278616099201064,0.03642098212309821,0.0002749507144484762,0.07932343310737379,-0.02141358292452134,0.10257346650367095,0.10831184070048847,0.02578253592119855,0.08965248302078667,0.10970956557033967,0.043421356273026276
PTH2,,,,,,,,,,,,,,,0.03011959855369404,,
LIPC,0.11559759713748528,0.09527569687241916,-0.021819704562120425,0.014643965108960297,0.09612047993707218,0.0042680228276292375,,-0.049066153249520135,0.04805937276726609,-0.023834119795672078,-0.026092628717407404,,,-0.01157111094538266,,-0.02887597312958448,0.0017635523953491725
COL8A1,0.05926537098553793,0.025827768436795916,0.05615849029556089,-0.014034538854381912,-0.021188073612555793,0.011799143066051019,-0.009204381903363442,-0.024293166698733784,0.007014142417803738,-0.03622492347994882,-0.009860235609437083,0.06053120688768391,0.020805457028187244,0.0647614785392008,0.01046252113478431,-0.07978027041008631,0.022781973159397756
GSTM2,-0.01499671539310073,0.0001925310830795351,0.007402784496921099,0.016076871357507492,-0.012204514001473921,0.05027324564718629,-0.04084370362926234,-0.03058342496250918,-0.022043411049255352,-0.04216146999631271,-0.022063128822563303,0.02687293029122712,-0.005284363853818153,-0.02559830537750413,0.01219494870978745,0.09357043186272716,-0.014603128424689653
SPX,-0.05327811727489615,0.10715395743367902,0.004566430117882104,0.08137765482814323,0.10847923526163716,-0.04731110038757309,0.08306811903989306,-0.03880377478173757,,0.032991299255280104,0.2108207813882632,0.09748527312797035,0.0036555735207697677,-0.05270287905542748,0.09689314579705048,0.14369632900535695,0.04450868617148213
MFGE8,0.0026184715796136126,-0.007423756207770208,0.08753446649825912,0.1332884061087846,-0.03252431761870111,0.05093931410477769,0.0038509430287648316,0.06760825290741201,-0.006253453296244356,-0.010834083861017915,0.00310039602427395,-0.0013881034537218276,0.052572802709301904,0.13546703062158094,0.057538460467130625,0.020110450139679308,0.03795916326860814
TGFA,0.017657813220096404,-0.10855951096884194,-0.050189250915103296,-0.037305783839182566,0.04975227951604792,-0.019254220561723333,-0.04611338488384033,0.017468470616833636,0.07576806083838275,0.0006502812845053907,0.009969023142784588,0.11834662525882238,0.05693806895775565,-0.009449706107124813,0.025014059896921636,0.0944984573333213,0.020420030579518786
SLIT2,0.0636377085174147,0.03231943651378353,-0.06097903003735483,0.04952075754976986,0.06425008867200958,-0.06352729883041364,0.038387679020762254,0.022556940526906915,-0.02690628434024959,0.14940934009370468,-0.00857603475605444,0.07368875064437133,0.015704967051710567,-0.00020700248804473475,-0.055625952375798315,-0.06686804199817818,0.03400804845847923
PLTP,-0.006514002279280325,0.0675468421272122,0.030714132072611814,-0.0463176587196523,-0.005471659924637461,0.10213556054127597,0.015648196917641088,0.021428780444149653,0.028868434806580627,-0.00010985113312733986,0.01454406906634074,-0.009911139380010559,-0.11823173884308366,0.13333854804502224,-0.0018632594148716745,0.10270253559703676,-0.019930078838226263
APOD,0.0399342513107937,0.1027896597472028,0.009501648511090154,-0.08091491098981186,0.030672440145646546,0.07749262053398295,0.05532604173604269,0.003335076545039351,0.02257260603843636,0.07072969132295694,0.08405427045849982,0.0366933692143057,0.10467581376454194,-0.12996535741250753,-0.02983801567116431,0.01868621024853521,0.018833684889072524
B2M,0.07186709218074794,0.09186366276085482,0.020895614489844942,-0.04554544701371902,0.03671927231413144,0.1874405114660956,0.015209799706836748,0.02145878948585033,0.025452370816376548,-0.09218855072128807,-0.004572086822961628,0.05180472444108879,-0.018071705038530242,0.04977742339147415,-0.007688259401098691,-0.11951044961046167,-0.02247068619281492
OMG,0.003598390609754187,0.19113114038695564,-0.04212917995239654,-0.005840687380622339,-0.00982430079886662,-0.07220532478321409,0.0395928478467358,-0.021489341190579696,-0.021454541479422995,0.0517224579993188,-0.038407882802304616,0.02045158901791061,0.12542605320113898,-0.0786555607711142,0.11355179115520635,0.16596394361704242,0.0618973818293509
CXCL3,-0.016736849524137395,-0.03479591727173307,0.041845314795193225,0.016099934567416287,,-0.027517250473627585,-0.014783127351207835,0.019336442811153206,0.017533124565561997,-0.01092673717208547,,-0.05403202653111001,-0.022226390488160948,0.009759836909226403,-0.016923533603186203,-0.0011083555149195646,-0.10662035639941946
CXCL10,0.01504642419526606,0.13402466918913195,0.008236389397723221,-0.05601954802108655,-0.0013048914184191577,0.17398231429515845,0.029538256490360456,-0.01124831311670068,0.011175481204601503,-0.017363907695713294,0.14288453829285128,0.024435176150538314,0.011862622329153564,0.047399972871333844,0.038036116576011816,0.06893041517408394,-0.025530365204458803
RSPO3,,,0.0385019107876844,0.07857083833982918,0.0503125777761855,-0.034414645446807945,0.021956348786501326,-0.0313446704773539,,0.10531148531957753,,0.11342467635962931,0.06351119455878862,,0.002237803857171612,-0.0005438557104808529,-0.00045917890635348426
CORT,-0.02078329456018768,-0.05549755940377845,0.0568303196781948,-0.02204082098756314,0.01053045971825266,-0.053178629655035746,0.09021006226434818,0.005466012286672484,,0.031054185566991067,,0.00830743751006946,-0.019665259373195618,,0.054088675957074124,,
NCAN,0.05979272190505921,0.22418541568490863,-0.04316925532094584,0.08552659701143114,-0.010337890171080192,0.08622862494370405,0.03625291162468394,0.014406227827582458,,-0.037058146857925925,0.0012993102301127942,0.029223577758884935,0.12934873821090676,0.1817456864793593,0.0780015433789705,0.18076308560922788,0.06111494539597163
PRG4,,0.0023864206420661466,-0.012111965182199374,0.05367864330002264,,-0.016915946533208867,,,,0.011608407907593718,,0.055979621915453914,0.027649999569302943,,-0.016620236705841993,0.004327644670064599,-0.009279061666815048
ZG16B,,,0.06260065875652918,,,-0.02011554306904655,,,-0.01725555804951431,,-0.02538300107207862,,,,,-0.051248448319960865,0.08047482159849793
TGM2,0.00997549626139558,0.044145951996820365,0.11403644586409584,0.01136806556345076,0.06316330693227833,0.0026902530448936397,-0.04869428721025525,-0.022075527782591736,-0.016145709268444455,0.028523969783552802,0.07515169525508288,0.004450426143756289,-0.0036732515512972546,-0.01667830390466704,-0.037620673844497445,0.01798424119268976,0.01621522627119952
VEGFC,-0.020783295898358346,0.011830538326527152,0.010069786106210517,-0.005643158105251004,-0.017037247300281114,0.011784438819896426,0.009514674077143499,-0.030957623545630326,-0.047602461931919374,-0.013624001065639752,-0.03290141053067383,-0.012434663409869193,-0.03275043499504528,-0.01643456305514459,-0.010574350636577046,0.03678407836137141,-0.03948262943785612
WNT6,,0.04618059485150031,-0.02772147624364207,0.014253427950863777,0.08344860028853768,0.021836952879034036,,,-0.0055013369761804974,-0.011890340159911325,-0.024139236999604817,-0.00778883223671897,0.03261204267272213,,0.0350715311776378,0.021749536668656994,-0.07249598600226276
NRG4,,-0.051365299794472484,-0.015824482606064266,-0.0019033175216186032,0.12189880804636102,-0.03713327650640625,-0.04836909705810548,0.10744729952914657,,-0.015893986335724298,,,,0.07391563660727278,-0.019978924375440493,0.07296628450525834,-0.00780836690530781
PMCH,,,-0.018238567812688816,,,,,,,,,0.014548187814295193,0.051838266991916175,,-0.0014685701213312868,0.03536021012051179,0.048353592587699196
COL9A1,-0.0015213213917687285,0.13648159884994793,0.06561467952815647,-0.04717533454133609,0.06094449558803,0.030471800329885952,0.07936142512371404,0.013543546650928584,,-0.01811081957494206,-0.014642144000131413,0.006852272805546632,0.08307349676493464,0.07573734753273,-0.011810463614321408,0.1490002379315289,-0.005587785611077407
GDF11,0.06238634332995649,0.09118814472664427,-0.005069324958209322,-0.019059223743868668,0.07351078921406215,0.06929617404370779,-0.013290723489886193,-0.020894171432882542,0.02897168403015192,0.005113132604124222,0.06779339534442066,0.002214513928394335,0.0298814203167253,0.03912602003479676,0.009240545427467885,0.13258162861185277,0.005117604780329638
RAET1E,,,,,,,,,,,,,,,,0.05073102930770678,
IL24,,,,,,,,,0.05697050342117434,,,-0.03641134609093503,-0.0162144737170699,,,,-0.025220679556443547
SORBS1,-0.00925297646419864,0.06333686537271324,-0.0032302346524809367,-0.02064219187045374,-0.052859082786475296,-0.017193365501588658,-0.01277311120813477,0.022463293580505393,-0.019629509776584158,-0.01628248925623684,-0.017833038773924885,0.09939986661308577,0.020590408324927905,-0.05329252010042365,-0.09118933937373497,0.05758017821042512,0.06974640441048854
DLL1,0.09018967480577629,0.04238871726878631,-0.03984308419482948,-0.02430890364509752,0.05132415711187527,0.08843738102249364,0.039559539012137435,-0.02640934636249898,0.021103320835139463,-0.05229364483901613,-0.028197310306674377,0.03364345766265083,0.09218326036676898,-0.05143639387238513,0.05134894188327362,0.010319152703222215,0.030953329562894615
TLN1,-0.004020569538746726,0.05410769106446146,0.014433977654848709,-0.089804863014704,0.05313033049260116,0.10088587677123888,0.014846874834497056,-0.0006963450587024596,0.023047523441857676,-0.0573380095858023,0.0019265008472542494,-0.01400394660413774,-0.010468141546059542,0.03589730176616056,0.008571476790821115,-0.0530532833859067,0.05571334423408873
COL2A1,-0.019520828731237262,-0.017655197883825476,-0.04129659848737919,-0.01749392556496197,-0.01603738902715959,0.04379171779225162,,,,-0.011092881521767106,,-0.008026136472936584,-0.018087640955026792,,0.004806417807258008,0.08542582954213425,0.02673664920936209
