,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf
SFRP1,-0.023216807022714364,0.027490285626842477,0.017623661144820172,0.062200354750375844,0.060028700779251494,-0.012884987342106052,0.11363587703222773,-0.028827208403736617,-0.052771136547325716,-0.026200215121581022
CXCL13,,,-0.010248142669935583,,,,0.02395785676746868,0.021546374493383754,,
MICA,0.006317086269221406,-0.00494299084001674,0.0015194074053617949,0.030862121045908204,0.08859232040229172,0.06644100555114103,0.004226021035874468,0.055948242871146005,0.0010892973181239518,-0.04654102635315954
TG,0.004100049557645061,,0.022247461453964022,0.09515829715439268,0.026112307550001816,0.01385351840363056,0.06762101605213124,0.08708571003530832,,
ADA,0.011341504928590517,-0.06446509437121307,-0.008941918660028872,0.031313640462883076,0.0472918832178828,0.0026153830944014556,0.09247072404175585,0.0011812970671473094,0.02399748681741871,-0.04286742947538617
LAMC3,0.004623448655204431,-0.04521035915339454,0.022226043830678357,0.01167878382385522,0.04305241309975816,0.14077028312102227,0.0364825188558624,-0.042579042156568304,0.013410033646999532,0.0627517797949713
CCL7,,,,,,,-0.0019919062096223107,,,
NGF,,-0.01865575113440827,0.052165692409533525,,-0.027471518858519037,0.017223811305813165,-0.02527911400907019,-0.01443969477057573,,
TNFSF15,,,-0.003358468389017234,,-0.046816221483956325,0.01768997842509998,0.019135629173333602,,,
HMGB1,0.003140437092246687,-0.06360043202537238,0.02474859767693219,0.02470216172793001,0.0465929198143021,-0.04799547043607807,-0.003609024238903428,-0.02800989737945596,-0.022980551632508256,0.04050021178554246
ITGB3BP,0.002984016427533541,0.03404545855879048,0.002188626479963213,0.048472514043568234,-0.005172033021415526,0.032687217085337526,-0.009235935934111626,-0.008457863551510906,0.025097877982139537,0.021966241261460066
AANAT,-0.013192239291922002,-0.017539149696706814,,0.04037116148494029,,0.011982033662959485,0.13609311383777106,-0.019696674677977796,-0.04030554236343298,
RELN,-0.008766390067036051,-0.03829604890042778,,0.015577128240640876,-0.062151560813500775,,,,0.10264814016078327,-0.05072377946943463
IL15,0.025111108410713467,-0.004173156081478872,0.03708317620214316,-0.02072328022420288,0.05653657333307411,0.006299917779871613,-0.009485971564753774,-0.03570988799047452,0.020591587759353797,0.20796307162871433
UTS2,,,,,,,-0.016352013863199972,,,
BSG,0.03772356884537372,0.01191265152365331,-0.06499229698246593,0.08406925026774578,0.05312782019708548,0.0451269188396211,0.0699289750810652,-0.003232452832553383,0.027936129257302086,0.033164690559050865
ADAMTS3,-0.03301136866710752,-0.028163753165379966,0.02276619682496271,0.004483311064556668,,-0.024898983709595302,0.05967750161311803,0.08532290073767344,-0.016023502656719237,-0.03402035879732342
CD34,0.002687644805649792,-0.0028064250267814824,-0.01801529613291798,-0.033740295926499145,0.04837472317924426,0.1386461921094159,-0.0031544903985810087,-0.013829860977094547,0.03697062739999621,0.04378528765251894
PLAT,0.055882317120939155,0.0014686493060175946,-0.03006691248332776,0.00267906402588014,0.003161420062785387,0.08834254600741488,-0.032909945398647056,0.013340756129371524,0.053369661798168565,0.014988795924372925
NTF3,,,0.029629494506668814,,,,0.06174438046750399,-0.008165080429321084,,
LTA,-0.012705501284470143,,,0.011324147019357004,,,,,,
CKLF,0.025646062071893697,-0.04103831229880116,0.06547789795082805,0.03399314782707878,-0.035604323393617306,0.02695272485230953,0.0007173936418832352,0.05212671552086077,-0.0023369469284329884,0.13000062275423643
APELA,,,0.030943945962171898,,,,,,,
CD24,-0.017112514361481285,-0.014424459027935219,0.06649877327647755,0.06675740097269792,-0.040405513604471754,-0.008410871146161982,0.000955515118206289,-0.01689337885453009,-0.015026171337247662,0.10880508499378824
HSP90AA1,-0.008157833373809343,0.05912546689392729,-0.020870024219130583,-0.039033676757534295,-0.025583899439043146,0.04307830636469503,-0.05184089498233845,-0.09406950963323768,0.013240927379415688,-0.037282846803453375
BMP4,-0.03644306733212941,-0.027975324346073818,-0.023927318063300673,-0.017658377322870736,0.014478543240334565,-0.013927031066319154,0.019443780105730512,-0.0402868291041075,-0.04213150371596104,
SCGB3A1,,-0.030873811762161828,0.05120398953602504,-0.014460432671531815,-0.04464149748880065,,-0.0066511777118731154,0.0027261790585490016,,
IGFBP4,-0.0010896939596028875,-0.01434645919936424,-0.01900269236669654,-0.020130103615128313,0.04075807421543057,0.10143032764679152,0.01275596753887303,-0.045829475542630504,-0.016420948974269992,-0.05072202163884202
RSPO4,-0.014777271485068922,,,0.056784672653016025,0.007983215618656635,,,,,
LEFTY2,-0.01982005619740608,-0.01865575113440827,-0.024203568475844272,0.0008229638685195616,,-0.02657327454500256,0.0725507138710539,-0.016829268326920006,0.046472199157993464,0.041509762279305785
PF4,,,,,,,,0.047501101140885044,,
ANGPTL2,0.004082852573562254,-0.04431297993227617,0.027061438872079537,0.06706413723550891,0.049429194706367974,0.04729201102124843,0.06141235909745921,0.01924285877450209,0.04294938249816471,-0.04285818622316538
LRIG2,0.02503464620476346,-0.04601092419596727,0.039220660989216165,0.09863065909554365,0.042193191051569975,-0.0640356059128118,0.03154365295422217,0.05722372233405694,0.035745964310074145,0.21424246955413354
ICOSLG,0.012306991024228166,0.0033446368533657928,0.002098777693930313,0.08388871810363899,-0.022117525657946332,0.05704756511542649,0.0326854730249456,0.01186589197607315,0.03792244352786356,0.017773496865967228
WIF1,-0.011403270395265997,-0.042735034341185106,,-0.04850158544166431,,,,,,-0.03011084415030863
NPPC,0.015417411002284765,0.0063269503747569655,,0.08579839126502672,-0.01772769915034518,0.003900038548335899,-0.006034208381631703,-0.009223821230863655,-0.03823820505167768,0.029002850194447777
LYZ,0.02142273188121083,-0.019017302908646443,0.0306396144631311,-0.024642088271998482,0.006361329682634855,0.06736852860247447,-0.0008104197492871899,0.03636628757126592,-0.02102600903250059,-0.024083519415741383
EREG,,-0.019191315991140736,0.06800402694764006,,,,0.020333034441021365,-0.04262770474829804,,
SPTAN1,-0.011763966518653024,0.00849300449641921,0.036890078916080545,-0.03771753768295938,0.04887887046891802,0.05231812864541643,0.04565212163435412,0.011182496966910154,-0.008713452824572197,-0.10905496457835562
LIPC,-0.005581708811767122,-0.034371297156057405,-0.0007608273080412528,0.14042643978278027,0.005801593718085474,-0.051159209837478084,,,0.009931297835008438,
COL8A1,0.0062255993842753555,-0.05162816134950518,-0.04755263074082138,0.004205769193245908,0.06005710471072264,-0.002980554217715301,0.06795523087761435,0.08465153312648413,-0.02328863611675556,0.06947366466008101
GSTM2,-0.035133597258486825,0.08884559402386312,-0.0057537978130089255,0.021625181928839547,-0.02235500755728954,-0.027684240177677358,-0.05266203399856317,-0.0099439634310919,-0.03645942250284973,0.12810466137318324
SPX,-0.03744653640536442,0.035640858863712634,,-0.03777102040522587,,-0.032723767561836974,0.018684054665523375,0.03109851994950073,0.05753067051147453,0.0526229972672634
MFGE8,0.026554003000418394,0.014385305797972474,-0.05645118152844535,0.07398791925455596,-0.025746715759800993,0.11845499609014731,0.013732009719904625,0.016096045857892864,0.07232473296556405,-0.04933493588105126
TGFA,0.03877517132703332,0.0037682312179107033,0.07941860404298748,0.04833682488137535,0.001864403771496713,-0.05214964289909859,0.032037484017636016,0.050296426528394104,0.06514006301324947,-0.006672153189218406
SLIT2,-0.038027348364678054,-0.024524746710472917,-0.0386840886850483,-0.046614626857593315,-0.03399154733037962,0.07391179320602487,0.052274550778340936,0.022963513663318145,-0.03658073981561137,-0.034710845598405995
PLTP,-0.008270232082903426,-0.03295513051049601,0.024372323233778668,-0.0014363812834589371,0.041296113431487445,0.035539946477443476,0.008931624591351422,-0.0069392901989722726,0.04235536837852268,0.08975199544377796
APOD,-0.043731868334417785,-0.013515453568604542,-0.01810463953742547,0.009473420392432895,0.05587400865121466,0.04963653265012455,0.06762485024990142,0.047957737760271214,-0.04194455256015564,0.025047524314337096
B2M,-0.039512614996409415,-0.06368577083601892,-0.03438591877225627,0.006026458478360704,0.004002705164502172,-0.04391836792359854,0.025904572568494346,0.020143955207519045,-0.005945055767111231,0.046574060372056
OMG,-0.01733778383718711,-0.00909331622600104,0.003278079713654643,-0.023475958986232,0.049978133211025705,0.01126367729669667,0.05853276976677125,0.03316451573893999,0.034422032392799305,-0.041433067791460484
CXCL3,0.010394521728382575,0.05561628187497502,0.05450347251844857,-0.014924516307704305,,,0.05389963145315643,-0.00014033050907808164,-0.028383182342521497,0.05742223322192868
CXCL10,-0.022904356081068514,0.027336101119018193,-0.008628575305570992,-0.02371686254449228,-0.08138569165260512,0.00959879240553221,0.016258149272897458,-0.017993812011737456,0.0025308167038424786,
RSPO3,0.02961509344221817,0.11254720040913636,,-0.015595831899675635,,,-0.03283009099166882,-0.02317591365523954,,-0.032457976675309225
CORT,-0.02660314146062447,-0.046960720588976754,,0.052653232940849656,,,-0.024958335784883927,-0.014038434021026345,,-0.057202466028536944
NCAN,0.0625411038327253,0.06211343642490185,,0.04849580930523103,0.00030698867333120666,-0.022631313192643193,0.015279430458855154,0.03158837185386254,0.05816654490237588,-0.06074322691994852
PRG4,0.010497269585604102,,,0.0005371232297546967,,,-0.023973631615728772,-0.02071456846659772,,
ZG16B,-0.010095674156632758,,0.030697605980376616,,,-0.02311623152476328,,,,
TGM2,-0.009187579819679619,-0.021552157332625072,0.07294015289711657,-0.05653269792148576,0.08513953429781182,0.08659648014602689,0.011133237390530498,0.021809072321278055,0.0024595371243723353,-0.007366540496808287
VEGFC,-0.005005886349238297,-0.02168610350848374,-0.035552645735184144,-0.018608631550118417,0.04025191576252863,-0.029963227010022683,0.0035940601905331084,-0.013055249557273042,-0.01067524501655613,
WNT6,-0.022467562746812508,,0.009225013156695529,-0.016240673938245607,,0.10941938444487534,0.02341130222568888,-0.026091057093212376,,
NRG4,0.040500369553798696,-0.02415960252615108,,0.008740518416691443,-0.032577696556338895,,,,-0.03006208107277895,
PMCH,-0.014777270771905965,,,,,,-0.022247844471335397,-0.019696673979494022,,
COL9A1,-0.00581356246039978,-0.018925271149100528,,-0.024737048016734237,0.05523318878106341,-0.03466894471612794,0.0005799694731711034,0.027055449951038587,-0.012223309782954689,
GDF11,-0.018455923896744077,-0.039988708762083276,0.009613827330827513,-0.0037867014210623143,0.10129191469427606,0.05361970773903835,-0.04871669984820889,-0.04533281860704264,0.03928140517404823,0.08900036764881417
IL24,,,-0.020134256659551715,,,,0.0894082910804002,-0.013201404017100998,,
SORBS1,0.009911535104784312,0.026369587263275585,0.08623637348948192,0.027441211788753687,0.12505119666204506,0.03472705244925046,0.03707718669854273,-0.016131364089988123,-0.022618570086753657,0.08406690149625401
DLL1,-0.024158001223090846,-0.040914798100573344,0.002308812670389519,0.06684701540821122,-0.039397522118940605,0.11799269054837729,0.0036818472498567705,0.019536214894441684,0.046583100229936156,0.0620958438279596
TLN1,0.007537388084511703,-0.06981786961035163,-0.013089795670766548,0.035254582524697105,0.04547431124250179,0.07355685066343685,0.012290651189734837,-0.0055558597270040115,-0.01391363587738536,-0.008875131358743226
COL2A1,,,,-0.015151448100535491,,,0.015050912302257961,-0.03440689727694579,,
SHH,0.07150874547631364,,,-0.014460431407599979,,,0.04844728173381542,0.025059517974616898,0.03969445860794057,
PON2,0.040048912582760644,-0.03491668213481891,-0.002596173882328874,0.001175239016375969,0.05382780083576851,-0.03302730258013882,0.01631138415378882,0.049447476801114,0.028041594275911786,-0.010193106905863954
ICAM5,-0.03280353534078598,0.08806001990442505,-0.019059547798705126,-0.016350896081882324,,,0.03434178178644722,-0.0013877461545313999,,-0.028441202441889905
HPX,0.0359002606951273,,0.0030491070521542762,0.09795008240921715,-0.01908352035273027,0.02047998390443506,-0.008505766019273582,0.0877343928878376,-0.014031724006515978,
SFRP2,-0.016512118806381853,-0.021046539183649488,-0.019870732853138815,-0.00480214598848211,,0.15178701689253252,0.05339717167724044,0.01427998424898386,-0.008579349549245448,0.10974635706042023
CFC1,-0.01270550205232922,-0.019713402317198724,,,,,,,,
CD70,-0.011827341165598849,,0.004206235010380224,,-0.03535625923182552,,0.04699358810528816,0.049080604730639764,,
HP,0.0016462102306099968,-0.031562705596366696,,0.036625765827798716,0.019493853626606508,-0.10149870268880169,0.020368226924083035,0.01278289024666364,-0.03850178563990346,
CXCL2,-0.017393857424563425,-0.017381069769424533,0.03753449247017884,-0.02862066924066994,0.02691602934327722,,0.05594029999690392,0.00735473550092937,-0.03605682829612438,0.08870198668720898
NPPB,-0.01112545431311754,,,-0.018608632903577553,,,0.07037694125460148,0.05574678318522501,,
CCK,-0.06821454454467747,0.059666429746587056,,-0.03469845340246534,,-0.028771007318879542,0.013150990063038225,0.004199715654780764,-0.05417582753609503,0.1083260584302175
SEMA6A,0.07272569996080337,-0.055115013896895194,0.024761642390035966,0.07746575689015385,0.04520552494395077,-0.10092494370094571,-0.0301867096852059,-0.02782681154812236,0.02265104695339516,0.011872909434265779
IRAK4,0.015247346035340658,-0.025762985830603543,0.028237529651611575,-0.007734840186921242,0.005406183573054414,0.06465796825137977,-0.0756236787247166,-0.0737329803300914,0.048816599582996195,-0.007158547639375721
GSTP1,0.006788042268071672,-0.10925987182960752,-0.060420552083252255,-0.0034352414393109165,0.02808169924710877,0.03032667277394696,-0.007694930488143692,0.0734786332831466,-0.020920218983584593,0.01068632984824073
VCAM1,-0.0825763011765221,-0.008023579638858986,-0.014365390964038768,-0.011817591103008916,0.05123171832077286,0.03291125032008387,0.02249356025453954,-0.024480774319634097,-0.01559264356481836,-0.04862404358355884
NXPH3,-0.05921865550042289,-0.03461603060278935,0.04625458134533516,-0.019029526243668597,-0.03062706215869663,0.04473583741829588,0.05188212569057762,0.05670025519854525,-0.020027438178206843,-0.018541602334360068
MTMR4,0.023975909895913892,0.009743744936987554,0.03751775161162625,0.058548814043428,-0.004327673225776673,-0.049219841812465165,0.01729634542988787,-0.0279754503647886,0.0032601591094729007,0.06675873643901135
LAMC2,-0.01400570577796918,,0.06183867103524378,,-0.032577716086824096,,-0.020392764903641575,-0.017337147717339452,-0.011847218635266768,
IL10,-0.02947501466091193,-0.05059472258794066,0.0020511136508835127,-0.016657372050228582,-0.021602853909629797,-0.03977710062876684,-0.03881518475905478,0.06320048919461081,-0.028036355534163802,
SEMA4D,-0.02322228821480547,-0.04388764690516483,0.010692318679991245,0.04136820071198146,0.006791416797340492,-0.0028428642279141655,0.015430503480249968,0.04467701783695191,0.03841523271660023,-0.040434038929642875
TRH,-0.013315950818242106,-0.030699317884651522,,0.019674979658560042,,,0.061328656597686305,-0.019146086223637566,-0.06424310591462615,0.09542581955871503
SEMA6D,0.07425918066454704,0.05983932599649518,-0.013347622317391799,0.005488127115564763,-0.012113853539089054,0.04676487531353661,0.0204926966507178,-0.013362841292008782,-0.026608294760783597,-0.025992937784631697
CEL,,,,,-0.05766273244117978,0.14724575907618317,-0.0251191677567122,-0.02155304260707724,0.009888299414614124,
PDCD1LG2,-0.03646770019349715,0.03332277675754534,0.0877218965777942,0.057076965108558086,-0.03125281648286239,0.05177010104823728,0.06663852692408527,0.09296026477856077,0.03046438843183379,
SPINT1,-0.024331853219761775,-0.029814362525739376,-0.06074666130551004,0.04540211513829432,-0.06881856152305246,-0.029333833908121207,0.07906677652787555,-0.05068365997287899,-0.04736535241323081,
CTHRC1,0.06115380973765407,-0.03790008993469857,0.03924747783961828,0.06484004618691629,-0.011760521429061081,0.026255823984926586,0.051633375012236284,0.012475755973564213,0.05356372034554355,
PODXL,0.041475849578739996,-0.055050625786879234,0.02330587389425189,0.005072316503090226,0.019140698349323505,0.12131851562559766,-0.045135180077347216,-0.02403663817565865,0.023318248246284576,0.00013989813706807464
JAM3,0.0050439890911821526,-0.10253975235733664,0.08216275683390603,0.06602070091214556,-0.03311319514348533,-0.0188532292721212,-0.01578517006400102,-0.00686393532012723,0.03257610825748739,0.015013261886860989
TGFB2,-0.009628911106382228,-0.054652530318899856,0.09943202264325193,0.048320714195085504,0.015640378872245474,-0.07703106910420048,0.005553944930979215,-0.032965261085463965,-0.014188527450678938,0.01866489956995855
COL18A1,0.013557665025176528,0.005898922077819279,-0.03990807465010305,0.04145693761986283,0.06770563476547063,0.12193696824302512,0.01870871878662058,-0.01882036475965375,0.022949185777708825,0.08232170031159482
NODAL,,,,-0.025582658302996386,0.06380790630928047,-0.010840956116630461,-0.024796592963012447,-0.016306843718545672,-0.04372366977284252,
INHBB,-0.003129637041859961,-0.054672609715773965,-0.038410086106521656,0.04830294034466616,-0.0678425294323339,0.028560471550833723,0.014789349967664275,-0.0019537234811739302,-0.006730257638529835,0.13353969713306602
LCN1,,,,,,,-0.026375184674395383,0.010716969813767787,,
ARF4,0.0017053103863351618,0.027619682193239573,0.012988208332357159,0.07277949480769406,-0.009597335751560089,-0.008555842910079534,-0.012196496581904298,0.06337715028682646,-0.041907786415444584,0.06184561584169049
CXCL14,0.0005274774177730139,-0.010741169813132268,0.037739114180117675,-0.00611400884516216,-0.007700184627959878,-0.06469433059400473,0.028098364906942043,-0.03645792421039344,0.04977552659702079,-0.035823882686275094
LIF,0.0688476756377682,-0.02682119165979738,0.020079343892667557,-0.030818127856975762,-0.04133072697128915,-0.007573431929481651,-0.026556854808488548,-0.017383761309443125,0.12330413507818422,-0.0016044911416191036
IL17B,,,0.05582023089112225,,-0.03110767830428763,,-0.02295199064010552,-0.024657411248163143,,
MMP1,,,-0.056192644011404155,,,,0.09085315586590907,-0.025382653305135686,,
MATN1,-0.011265181295243686,,0.07544587062636882,-0.015151446215010274,-0.033991614331876016,,0.06783751743291042,0.12479278060477637,-0.02940104198932138,
ADAM28,0.03735309481743466,-0.013989582157412599,-0.011904695905454614,0.07759858717607408,0.018685792698473612,-0.001057002972091649,-0.030051065907618288,0.014894299052229224,-0.06794512322495648,-0.03947641147266783
TCN2,0.03097778766311509,0.029562893766495627,-0.043462123262039534,0.007747988116372146,0.024697936076272485,0.07182132902061339,-0.029376809193945332,0.01634287091284918,0.015430443324102924,0.001538853159450802
THPO,0.02593425461915647,-0.026624677111450515,,-0.015151447955495065,-0.004192462392415726,0.006861408594249705,,,,
CUBN,-0.020389225760338074,-0.020473524925368247,0.0606839362082969,0.012181169410414033,0.040175799030045874,0.03771703169910041,0.05894322211828222,0.0018144822299981564,0.04529146090569239,-0.038838990755909714
TIMP3,-0.019002645977049912,-0.018198710020815707,-0.016319282788942856,0.01217919463457604,-0.047341825056285675,0.017396592415357067,0.04493217414456763,0.03955479602668407,0.040428284623336606,-0.04486469273125007
PIGF,-0.06725408766046594,-0.0684448014861776,-0.008043499737079856,0.04693752944125568,0.0848400904514896,0.057589054735678116,-0.021197090070100573,0.05308605172460332,-0.03974556013699235,-0.05335774148584812
CRH,-0.017734024951347065,-0.022840164165696553,,-0.020723278314642324,,,0.08276067178619885,-0.043199454436875395,0.0016103678091104329,0.15300678777552937
BDNF,0.02660412301908046,0.0374287500884936,-0.03105705720980294,-0.01706442185047783,,,-0.04474770671302982,0.01365696141201575,-0.005175964236767411,-0.03355336469371002
CCL5,0.012161129376006182,-0.0558413275208164,0.01486300219585614,-0.020554761197924053,-0.04156375934091437,0.03978594892810322,-0.04286071684532257,-0.014814493305335104,0.013550033770634757,-0.021902343645440244
GAD1,-0.09207174085833535,0.021216120669049654,-0.017300403093345986,-0.05289758233893057,0.07291756002898228,0.012437581110235964,-0.06273785162497636,0.047488352562088595,-0.0093318690678812,-0.02861527981139623
COL14A1,-0.001336279886010658,0.05676925499865521,0.0348118682087298,-0.02169840664191804,0.031080632497561142,-0.03445638975132982,-0.012014542251836772,0.016061047834234097,-0.004007530002381205,
HLA-A,-0.03184129426857961,-0.09552999773332328,-0.056945868975545266,0.06749105450032454,-0.03009855740782459,0.04646364816049389,0.007058855712619478,-0.059984798363736505,0.05274560883506029,0.03159773376571383
CD5L,,-0.008387531783081438,,,,-0.027217148328267146,,,,
FGF18,0.07833494057343932,,0.05502916150356077,,,,-0.01012520374172703,0.009039102458457427,,
ADM,0.03750189932915955,-0.01269889827579261,0.005002628392958937,0.06411352287894241,-0.05003994597098145,0.06601833558599521,-0.014285425955815374,-0.01864331359583398,0.018118612943810813,0.054982331687487125
GNAI2,-0.0014834204583718906,-0.028172123085496808,-0.02314876831132806,0.07058593638837794,0.05401912587514792,0.05079797395725358,-0.028271454752373044,-0.03828734438702086,0.03593643665988477,-0.006749870306155122
HDC,,,,,-0.03879366048337375,,,,,
COL11A1,-0.023054440667165357,-0.0337274003829667,0.0302356845625477,0.008047770752176966,,0.009330161372689147,0.06000893530429931,0.006065573223890593,-0.01883649134356651,
NUCB2,-0.039515851285817714,-0.037852928533232896,0.008689623718307681,0.02879008612267629,0.057076857078033325,0.028575198831076835,-0.0021088158214539873,-0.023357227662590022,0.007483156297206426,0.14042629126953093
CXCL1,0.018230351958456428,-0.03790847989548243,0.03981497627964376,-0.0036179260905392155,0.05397237283786159,,0.037639334500174856,-0.02091131315526155,-0.020533375102680877,0.05424230028021413
VCAN,0.022125684775952392,0.01711918201224541,0.023589509401735972,0.04885015591930772,0.04470662806144626,0.08222105833211588,-0.018551825034108148,0.022623652607075863,0.0053427453336145425,0.08661839167726676
MMP7,-0.011125454252332204,-0.01635155346337949,0.0361566063791529,-0.009305067321261792,,,0.05370285372825391,-0.0031688823450329237,,
PTPN6,0.022566214858023344,-0.05604844239635456,0.026206951044640152,-0.04184916794680473,0.01573542573455699,0.09019986595578519,0.07677106115685148,0.0455389365424808,0.07108321330934234,0.0011462549740062706
PTGS2,-0.010155141431698923,-0.02323117807311333,0.021050854005869864,-0.015019828377453224,0.05382855363414267,-0.004302552278696336,0.05118913064814304,-0.02656311833548788,0.060967291609411924,-0.04080732097000856
XCL1,0.013294885920926968,-0.021448585612090544,0.07776707464056971,,,,,,,
CD58,0.018412370162959428,-0.0003413742140337457,0.08228258167238994,0.06263221842221695,0.07975971118439884,-0.025022561661686614,0.08446165413437419,0.031466217236951706,-0.04984082212698975,0.0542554283991706
TNFSF14,0.018668025491547138,0.02481033759696712,,,,-0.0325074672383672,-0.02170637333526622,-0.02620757300170816,-0.051911979436366606,-0.03757628842762843
CNTN4,-0.030820373411819854,0.015346989802429824,,-0.010546100436733012,,-0.006206899507509449,-0.002370317045475532,0.06719121231567271,0.006159730090015369,0.16136769646518206
INSL3,-0.012828818880152023,,,,,,-0.0241401943350419,-0.015212287755361025,,
BTLA,,,,,,-0.030544220473787107,,,,
MFNG,0.02854158030792553,-0.042672202494272324,0.027613588725706087,0.10185547703765804,0.05693270525980506,0.008526913393991118,0.06545263480893952,0.012420527101701094,0.01148498229887522,-0.06468928695439076
ICAM1,0.028672223015947667,0.02090701278365184,0.03726824593334901,0.005139011163257479,0.1300835397926298,0.02729256016836763,0.017632677693254058,-0.01599792497615171,-0.032312730765038634,-0.10358967732907015
PROS1,0.04292075456659322,-0.00868884100828664,0.0020964033476886597,-0.035875975921428084,-0.07032165711254076,0.02913111179251429,0.0560454514029071,0.008742902603606582,0.044049875825167326,0.0014864908397551632
