,UKF296,ZH1019T1,ZH8811Bbulk,ZH881T1
P4HB,0.037023221929169826,-0.05360152623251755,-0.07022039617922213,0.0345362451896392
ADCYAP1,-0.01086731839534256,0.01889980472821189,0.044500461314427885,0.009091356670981054
GREM1,0.026646276045533348,-0.00039413695560151454,-0.057793053831660376,-0.03583931238426068
EGF,0.03435332652691872,-0.016273838014396188,0.03654441767726152,-0.017671403457580163
VEGFB,0.041635598323898716,0.14148441524476874,-0.017201205059829052,-0.05551378369400597
FARP2,-0.026456019849947117,-0.05433813165006074,0.04215675377433144,0.032949980561278694
BMP3,0.06577494602355197,,,
IHH,0.02388134787411841,,0.06816322490978659,0.04004739195844246
LAMA2,-0.002036984509858622,-0.050390056316816714,0.09363025415228354,-0.061296627586595126
SERPINC1,,,-0.015399750120212545,-0.013692343643888123
NRG1,0.02143393286995094,0.023111582708030567,-0.009243185582843271,0.0199250616842117
SPINK1,,,-0.04205142439787265,-0.016830645704790335
EFEMP2,0.08879108137246734,0.03080242599214763,-0.05072241242894439,-0.016043241956415256
SELPLG,0.025731159963809258,-0.04987528362399744,0.10392548988187099,0.01262565146543286
GDF6,,,-0.0065685257094128,0.025286809929913237
HLA-E,0.010070989133030665,-0.002807233121651618,-0.034506519606061895,-0.05785123674912322
PTN,0.042875283394716114,-0.09560561945765823,0.013012997562026474,-0.022043620127839912
CD274,-0.02484090509230925,-0.006064983670495756,0.010097917603658054,0.0011932297445699134
FGF10,-0.010432930491071503,,,
CD14,0.019483966462328483,0.0683323673518844,0.01974423959295317,0.02338058321288095
SFTPD,-0.022755569325650787,0.026618813075024474,0.044865219822486584,0.007054352886153163
SLIT1,-0.02601486229744169,-0.004383329927311175,0.023692701047302665,-0.05186393309816598
CNTF,0.0005999123413395996,,,-0.0140355733000328
BST1,0.0249938322116663,-0.028036296273862643,0.07563654074148343,0.0028348670194642952
AGTRAP,0.00754249488480972,0.012692614320364393,-0.033276547754930406,-0.05139486323540925
LAMC1,0.022439092675865406,-0.02454426427972707,0.006107875185241226,-0.03948859421743623
COL6A3,0.021103801594315116,-0.0017614652824472369,0.008808940965887857,-0.09110238048244147
FN1,0.04946586971755105,-0.011392089374288527,-0.07144547452484756,-0.029884946501278698
MIF,-0.035937232503065755,0.08129778037724712,-0.06895717341329888,0.11392301281447477
JAG1,0.032063167762239914,-0.053265754833123596,-0.037317262737110043,-0.07679243562893126
NID2,0.04457111196289118,0.012529304762258537,0.04567998295674228,0.0734862265919153
EFNB1,0.05398108623216814,-0.09066067279037378,-0.014867450154090345,0.02683845243175855
COL4A2,0.027530675918985895,-0.04667440689808526,0.011900646250842157,-0.0028440247479732585
SPP1,0.06905146837909525,-0.04425496556191724,-0.026903170910056166,0.07706510174608276
PODXL2,0.020921258320751035,-0.06521240332290167,0.05971163961093667,0.08210686965829564
IFNE,-0.018138471165540133,,,
FGF9,-0.01532000979656673,,0.09297913831886763,0.0159219999717144
ITIH2,0.02789475822891502,-0.02105148856105553,-0.010575190757266028,-0.01928083940867279
ADAM10,0.016163759742459587,-0.028728290478948825,-0.017034134544386983,-0.008664686516919814
CFH,0.03841998602959558,0.08806640991517163,0.04977707808052182,-0.06594761325960344
COL4A5,0.04074355981875184,0.07159527411918924,0.07946391312721342,-0.05025074684387064
LTBP3,0.024644711072230013,0.024323235453206044,-0.06315246525288484,-0.013226610205313514
GNB3,-0.019717710598752172,0.06685184261782941,0.059660456912993876,-0.004661582224179206
COL6A2,0.06488756765919726,-0.019882831424758565,-0.04877617816665421,-0.021694331659652892
GDF9,0.025047735545906835,-0.0019029615818046733,0.010338464063913366,0.044428898734766006
NCAM1,-0.043204216826834854,0.06984091498242703,0.05244293742273358,0.0518324604437988
APOC2,-0.01659202639903596,0.08688830336757893,0.023093786850438867,-0.013427614050873742
BST2,0.06169284112392669,0.004402867499366642,0.06170251438491777,-0.04839648722433773
COL5A1,-0.008188425033681208,-0.009586420178515803,-0.037132524109172116,-0.013149547618663255
CALM3,-0.08895860223556432,0.005183303188834003,0.10064432674859176,0.00955136868779917
THBS2,0.004272723103935614,-0.04727220839732293,0.004899519160265482,0.026581779780241843
SERPINE2,0.007793356228376399,0.045687646791137196,-0.01076437698068273,0.03288692283514263
EFNB2,0.04190683604848751,-0.05481647120571825,0.017821895172998554,-0.01867419785546223
PROK1,,,0.19723936252670599,-0.013161711695526039
LACRT,0.05858116009599072,,,
MMP9,,0.10666285292000277,-0.062225364466750525,-0.023993596655858766
NPPA,0.020989593828743675,-0.020449372172524728,0.02125931102920698,0.01044325058188699
APOB,0.00974473092463635,,,
C4B,,,,-0.016248134037514596
NTNG2,0.066491879403509,-0.07688443936166536,-0.015143247817671,0.006284074624518634
LAMA1,0.08006588457566977,0.0835720938903114,-0.0275843678307937,-0.027616373431584067
UCN,0.04060030484256697,-0.021695556018989155,0.06164558946983809,0.008971875081660858
ARTN,,0.06023452948677844,-0.026783961380161384,-0.02539452200411434
PDGFD,0.0006857661273380608,-0.035970313526867165,0.04756532961787749,-0.00505657917581167
EDN1,0.011613028785467733,0.005927085644393413,-0.033869300291113284,0.0008929525916792962
ARPC5,-0.037401127358743076,0.034593615113717,-0.0035990451268403893,0.06496975361681931
GSTO1,0.013918382822335255,-0.06132103849061837,-0.01968824199668004,-0.01888950067652249
PROK2,0.02385311865724893,,-0.017337144005889617,
SYK,0.05245011961589461,-0.018462581917828784,-0.02474705234516882,-0.007360805797157618
ST6GAL1,-0.007607737761322133,-0.04681280064134127,0.08288357734830332,-0.010868275287557863
WNT3,0.029149445115961584,0.0068992813686590765,0.03661684303114094,0.0252687023362576
HSP90B1,0.04943391604640822,-0.05750027931477306,-0.08342165751359233,0.04490148143689511
ZP3,-0.01838222637424591,-0.014575302340469536,-0.024534790452972792,-0.022997532169179893
NRG2,0.029979504165886902,-0.030724181533345236,0.10496075671550995,0.0478363201265287
MELTF,0.004947108687985984,-0.08256255580479822,0.022315262417676264,-0.035341676844812625
NLGN1,-0.005006653474174517,0.05821831075822528,-0.012981571919013097,0.012050560967988897
SLIT3,0.027665758124420677,-0.04469765078531599,0.0657383866540875,-0.044740136136267476
CCL8,0.023015765898475194,0.1104395402317308,-0.02888863359157064,-0.015189132123925067
S100A4,0.05897447592293783,0.046798865887318096,0.06201891703869488,-0.029436446806486657
TNFSF13B,-0.008639650571793252,0.043655424417784965,0.026333257110895507,-0.01183279585251114
HSPG2,0.029948787186809666,-0.03893445604581403,-0.012713276520250897,0.012168457772101755
FAM3C,-0.052603452748948495,-0.036471895984163,0.0603072598502636,0.08993410188150996
FLT3LG,0.04634516457395588,-0.02628402070070118,0.0335184287834202,-0.03565453091798387
A2M,0.008140565554102176,-0.10324754619388166,0.033846573904204834,-0.04666387515539663
VCL,0.07218292535562805,-0.11033134538970742,0.008806036683945702,0.02269151751405892
FGF2,-0.00886358276214465,-0.024157325149893997,0.038862379697163156,-0.008461483335693841
AGRP,,0.2717146732076577,-0.013201411167781505,0.09676266156785442
CNTN3,0.05113832242426864,0.14285375062933744,0.10545269624339153,-0.05155154357278715
RNASE2,-0.022255257849421596,-0.024856592935661573,0.03714357918441948,-0.017226740762363465
ADM2,,0.13672270386690633,,-0.017255693264496462
GAL,0.01270673374139146,0.039079053912599464,0.00418912668050763,-0.017395264173165826
CXCL6,-0.03595112589319997,,-0.038207551323473275,-0.030150686087148444
PDGFC,0.01526667413675119,-0.09359530430010975,-0.027965566310068975,0.007643453454035162
COL8A2,0.016665744709719283,-0.025519537397453683,0.058950757259573425,0.01760692894442333
SPON2,-0.028532618631041284,-0.06856106863696822,0.0177705071905684,-0.06299615562051623
LCN2,,,-0.027796816946498725,
SEMA3D,0.05187951940902543,0.15244645890000774,,
BMP6,0.005865256427790744,,-0.020856379949911043,-0.025092678574694324
TIMP2,0.020836609385451763,0.0011137530018339903,-0.06904390823020291,-0.02633150905647825
EFNA1,0.042430109344399926,0.0057482868274576415,-0.011688305079151121,0.013903335180503375
TFPI,-0.021466997216413222,-0.05150190214327215,0.00927378243083228,-0.04659669027242684
GPC3,0.04116604360785414,-0.03526144355773333,0.11703888257023104,-0.03328179347535347
NMU,0.0239840284110214,0.01844271597919823,-0.006408816634957264,-0.026380266579324352
SCGB3A2,,,-0.023913770834568117,-0.02266931618671066
LAMB3,-0.00913966034817362,-0.021993442258094374,0.0018137385025995961,0.0015300220450069294
LGALS9,0.026608467639908432,0.005029014491886926,0.0356841427745338,0.005304171617505002
VIM,0.10210192699124046,0.09415933863770665,-0.0802073341131043,0.03815490706370616
PLAU,0.005885670501558328,0.07457288404518489,0.01617395790751034,-0.002898917490459381
TGFB3,0.008163204207051149,0.0207054855967667,0.034786546173414576,0.009163531301752084
APLN,0.005062564962674603,-0.026839560826244436,-0.049899022479161434,0.02615598584687831
SHANK2,0.03062682961734118,,0.038162651076561555,-0.05368929488380084
LTF,0.0027960158098293258,0.042759454693367296,-0.008555556748950663,-0.018746492309028927
PYY,,,-0.01893980240673278,
PENK,-0.07908286228978136,,,-0.01821227867011336
CTF1,0.013077618617266118,-0.0024320598422237524,-0.021220716061389436,0.055822624596886375
COL3A1,0.024275768662246004,0.09504131563555754,0.007905099803957824,-0.06957749684382802
S100A10,0.13748702994632378,0.018093453245390814,-0.046332278694931665,0.055178875914803284
FGF13,-0.04020485301982082,,0.07463275942525155,-0.03134493825117858
SEMA4A,-0.033717653848906286,0.059315973633091275,-0.0008898283460035239,-0.013896086729477381
EFNA4,0.047554770826750296,0.042359589707769874,0.06427326285993609,0.019810506173726157
HSPA8,-0.06464654615611759,-0.055128857047793904,0.04643007503015615,-0.008670433024052394
NPB,-0.019524039616733407,0.004702757797436215,-0.021904737674585773,0.0477944023589553
ULBP1,,-0.037535753374975674,-0.016129223552459493,0.05885531981060101
SEMA3E,-0.061669481861590845,0.0017935198833825728,0.0461384202185763,-0.0014352073140842703
FGF3,,,0.11010211033524125,-0.015799112189007807
ADAM9,0.00939144208233761,0.06141403303639598,-0.06754116099801286,0.04841260964338919
ASIP,-0.01526586048329136,-0.08670468340694995,0.010483070028406073,0.011791679529996268
IBSP,,-0.035925500416471794,0.026961099350284075,0.03208991113790637
MMP12,,,,-0.012796412833528368
FAT4,-0.022144146014011674,0.08575375059633109,0.07570628854898824,-0.03700844741048742
MDK,0.01413014444567915,0.039537104322758906,0.005266619997157182,0.004499978007562149
BMP5,,,0.046621435129592666,-0.040493940356506726
CAMP,,,0.016638358182824515,0.12139578333682323
HSPA1A,0.05306344035628374,0.04031040174830233,-0.0818863127841211,0.004402973318292871
SOST,,0.10784702425895808,,
SEMA3F,0.023993437388586173,0.02216479713143935,0.053208097626755525,0.002694552260771867
ARF6,0.018251166279054477,-0.06446453032482223,-0.01283448978837229,-0.04087932756346624
IL6,,0.0032530690844141223,0.014356858798385906,-0.02037441523508366
CALM1,-0.03228388168240952,-0.09208053677804298,0.04620230444306824,0.024913287875378727
VIP,-0.02216868262695676,,,
NMB,0.07186689902137061,0.05054482721009491,0.016521974607723214,-0.029859048553658108
CCL26,,-0.011859295888924815,-0.03831048476796375,-0.022779169311382623
FBLN1,0.018333642535530836,0.05951722579668611,-0.012652057716926443,-0.06591997593680174
SAA1,-0.012255329861831168,0.011454598029020512,-0.05406431575589267,0.03151252417776201
MICB,0.06459013259609671,0.016351598333198984,-0.004137265532134649,-0.026957701693259627
MMP13,,0.19671646560977088,,
F13A1,0.04174647235926283,,-0.03697157758292144,-0.026444700205117612
CXCL11,0.05346228357305809,0.023426933477136085,,
COL5A2,-0.011906608635806252,-0.0011162615970497238,0.03719467357276866,-0.03693446331986211
EFNA5,-0.0028779562144783124,0.046885877863171464,-0.04360515462546297,-0.03319955075157677
AREG,,,-0.03573838287418153,-0.0278988770904644
EDIL3,-0.011893500419666612,0.030464782847182452,0.009677688615252266,0.014885208140973416
CD86,0.01657058558033623,0.012262775112956698,0.016311874634798666,-0.00409797312682196
AHSG,,,-0.015949766836039336,
WNT9B,0.010826721382912928,,,
HRAS,-0.03357114964260522,0.06138143816035179,0.028461452666458116,-0.0012270265161912744
C1QTNF5,,0.017869595271221863,0.1139705124835076,-0.01502100293568543
RLN1,0.010205209838392012,,-0.01783172110860521,
COL4A1,0.012110257527089094,-0.04666900802812362,0.01566285334007619,-0.050899161016502804
CCL3,-0.008330141464167157,-0.03658749176665126,-0.039453897613438066,0.052311828039298125
BGN,-0.00435746032294697,-0.018877373506723524,-0.021262677319133543,-0.0891803657997477
RETN,-0.04178159185216261,-0.04124981065991455,-0.0019244831352171765,-0.01609947846074203
S100A9,-0.05078803309753894,0.04422211560424034,-0.06081627018003925,0.054007169552325804
HCRT,0.007471847853463898,-0.02447161883063449,0.06755485397570055,0.012202998000209363
FADD,0.07821627122741749,0.0371067599540449,0.048172456842567345,0.02153090608214711
ACTR2,-0.013417239705263671,-0.0696261738783941,-0.01767311879800156,0.03104075801868937
BMP2,0.041652095132607925,-0.01825246397434787,0.006183585468617545,0.002426152169490493
PDYN,-0.05049273334600574,,-0.018472302561318748,-0.03277902747347592
CD55,0.014617385859453338,-0.011175622159247858,0.018824844227031807,-0.039663017607421094
OSTN,-0.018206088846106534,,,
PDX1,,,0.12709373313224942,-0.022641885794405816
CD6,-0.0036915766973745234,0.06725976190157308,,-0.017943678574280433
IL16,0.070575380008617,0.07732097191521103,-0.02721143256498489,0.031093301946982812
LAMA5,0.008919416150576875,0.07539492348888517,-0.03572291041445058,0.02459854972297675
RGMB,0.007186557222316832,0.07686389511558096,0.07503219957685571,0.012556156749191201
INSL5,0.018544151723828808,-0.030857193612161632,,
IL12A,0.0741163963894883,0.1278709351524543,0.08875509049312888,0.0877070586210938
S100A8,0.007388562761916676,-0.06560692310739213,0.03581040666287935,0.035538110140502184
TAC3,-0.016691191293836144,,0.07302256798211676,0.037088100931904386
TAC4,,-0.0455717295296657,,
MFAP5,-0.037147133508720426,-0.01815246782602139,0.049504303667725645,0.05510011292156571
CXCL16,0.008956586514111855,0.08603802143117881,0.015655113092821384,0.0075147279908292985
AGRN,0.05562616514260741,0.017120000331926573,0.05044499012148355,-0.023304451130121782
COL4A6,0.05947018847671503,0.06148900723411867,0.014937873932617229,0.024219849049820018
FST,0.04644861572897984,-0.013205615660052895,0.05380439709872609,0.003838353257766438
MEGF10,-0.0002369692119563859,0.0023479494125425364,0.046601799691978064,-0.017133695710525455
C1QB,0.049621655023543744,0.02301141166118165,0.06467161606258245,0.0026477054399448975
HLA-B,0.07268705477947349,0.05161779417098346,-0.046508380312487184,-0.025125349685305016
PDGFA,0.01014693250022459,-0.032121273140506744,-0.07051691634069807,0.02005380168547541
LAMA3,-0.004011174106120881,0.04586191970572994,0.09974503844116143,0.009928420532795953
DKK1,-0.04201923589343113,0.28684312491201497,0.043560124225881215,0.01888126010452145
INHBA,-0.0029969403245165833,-0.022486398711180116,-0.015587496588107472,0.03634731314161292
IL7,0.056825126740777096,0.08964876920983116,0.09927254583319212,0.06745743805514891
FABP5,0.056379303312291754,-0.07775251912050571,0.11111176808065029,0.04479095887208041
CCL4,0.03182466397165409,-0.03576065235198828,-0.020696696542956826,0.05324410118016911
FBN1,0.04001406232643867,-0.00707450887608678,0.008681536342608874,0.017236168340480543
TCTN1,0.0973750976582602,-0.06933809109680993,-0.0037452659838666308,-0.058386513148628055
NCR3LG1,,,-0.021137466731642136,0.07831054281638955
BMP7,0.08568013088296142,0.07254547183936227,-0.05678955125948135,0.018447515407212497
NLGN2,-0.022375466386548557,0.020476619777238667,0.05105056948543471,-0.009090281115198828
CCL25,,,-0.02521401570250333,0.006409709915084062
NPNT,-0.014808253887932226,-0.017055008434211406,0.05973576924810916,-0.09232650537269335
KITLG,0.08098567101958891,-0.032647792069311364,-0.038188350848598014,-0.050717731305507774
MADCAM1,0.01437070144734611,0.09868923482252794,-0.016482686375174787,-0.013692345952312557
F12,-0.008386955809059104,-0.05971374272957505,0.08468833673694227,0.016792625413438445
S100B,0.08293328539496772,0.08035253259594002,0.09897724899054211,-0.028256869190326057
IL27,,,-0.019992210635901706,-0.012796412833528368
CD99,0.14588629992065383,0.10289384132318828,0.04683157694697971,-0.04376959697267176
PDGFB,0.0034922145238623784,-0.022003935074504606,0.031514084486190475,0.027259105403594924
CLEC2D,0.036048752050844755,0.06280785607414918,0.07180395227032951,-0.06048059001718638
F8,0.010307790703607898,-0.007303395921910193,0.044171080718800916,-0.01643891352739654
C3,0.043128072244355886,-0.0015141641703170865,0.051288758537108924,-0.03947811263966252
DLK2,0.05914578492432631,-0.03753570386870805,0.02461004871778899,-0.021443212363569733
TSLP,-0.0004788142294765648,,0.019568733496504856,0.020910850850511847
OSM,,-0.060871232658383345,0.02827414405185946,0.018046628816670456
PRND,,-0.006061545463289233,,
SLPI,-0.05475714478895087,-0.027187948605338706,-0.04791311995031087,0.05770890823303956
AFDN,0.05792364741939705,-0.02948657259142538,-0.001959406719242393,0.0164785737441212
KISS1,,,0.08683069844922835,-0.016830644658650324
ULBP2,-0.050903901259044204,0.038108285547534995,0.03693733218421288,-0.023270490814796745
ICAM4,,-0.037535753374975674,-0.013833679248421419,
TDGF1,0.0364298574445296,,,
ANGPTL1,0.02821860946173619,0.08426471653764696,-0.026783954187091723,0.018727015995730605
LTBP1,0.032729667374354135,-0.06727465807828902,-0.07241226177727275,-0.001448309659798346
NTN4,0.042440835573382525,-0.04359845139678574,0.056031868350885486,-0.053051812343867154
APP,-0.019588183515079464,0.03919973791950531,-0.011811756261881372,-0.01886450235515359
RIMS2,0.030698802446664494,,0.050896836245274406,-0.036912911677741946
WNT7A,-0.03220402506251947,0.04816997112981914,-0.0467219656676844,-0.0059359337502523524
GAST,,,-0.015768412067096584,
GPI,-0.033304488576733605,0.030057527653456765,-0.09892338559910614,0.028798923318642908
IL1B,-0.005676465840814924,-0.05851371491752056,-0.010786836731513373,0.06871735610725746
SFTPA2,,,-0.013626019949639337,-0.013692346902840602
HAS2,0.030990283795014173,-0.018618795944105225,0.02480746479034671,0.01001767328676818
IL11,,0.09304833137659926,0.03279338070352964,-0.037637474461023813
SEMA4B,-0.009717364661992207,-0.08685720002268266,-0.02286986603418362,-0.032442934196871054
FGF12,-0.0304898005043529,0.07399817110839976,0.07564317231681401,-0.0220237773852891
CP,0.05908215041316707,-0.06638077854241674,-0.041094645623769556,0.019294375683051847
NLGN3,0.031081251816426302,0.02133420289108388,0.0685343237947358,-0.0015102641539479855
GZMB,-0.023742575078091393,,0.06196385513760847,-0.02899650025672717
PROC,-0.006465225961715898,-0.03239663973966535,-0.01665681171733471,-0.02569346629757848
TNFSF11,,,-0.016656805317490482,
AGT,0.07299374156548238,-0.006488902100168468,-0.06462447143812826,-0.025521293769518096
PTHLH,0.01700679848780848,-0.0525539460271758,0.02169050919387802,-0.01455760131566528
COL1A1,0.015695798171963454,-0.01158259836425864,0.002903493417257906,-0.05368983815458001
LAMB2,0.01365504468434647,-0.004503629261032769,-0.0007083688564783684,-0.05488280156155303
DSC2,0.01232752322027286,0.0468395476071235,0.04865215692372381,0.0676369245161087
WNT5B,0.007629919035853475,0.023985394538827563,0.059684722180936345,-0.005818851266654797
LEFTY1,0.03897383774189689,-0.053529956081623406,-0.009106382977802323,-0.022014342886650683
FGL1,,,-0.022096467897881885,0.07668831498965521
CXCL5,0.0177797477588549,,0.014829737343148078,-0.031442551461251765
S100A1,0.012683186915473427,0.08154419630422283,0.09174464495790845,0.013108113443741631
NPTX1,-0.08193307693415573,0.00048776149150153594,-0.0012394800484582422,0.04321297863987503
TGS1,-0.026524719057815088,0.047965908006776775,-0.007732005911074033,-0.053853110435290334
SST,-0.02837826884992812,,0.01477512198117355,-0.029493067150347003
IL34,-0.02955194898343996,-0.044801805150951654,-0.025219112531809706,-0.008755541881072804
DHH,,,0.10876488518224817,-0.016952460291176377
TF,0.023725660633019254,0.009593815812814687,0.08511792221009037,-0.03216162939807828
IL33,0.06420383114406489,0.03467993702481852,0.02761170323195394,0.02549952491166042
RBP4,-0.04232794062557035,,0.12233090996270501,-0.0005730046859836993
CCL19,0.04315160448436716,,,
CCL20,,-0.05675675648735638,-0.06259854993162674,0.06916144639049937
NAMPT,0.027859444536671694,-0.03896678963466733,-0.06953702576345797,0.07218090175928252
