,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,0.011730691496769478,,0.011839582554825413,-0.022821021424207624,,-0.00909796453005977,-0.02025158170955956,,0.030045745500716765,0.08917872779875773,,,,,-0.031894652324819264,-0.003814369056332527,0.03857641227845199,0.04444277700918207,-0.012166299319442245,,-0.022954000410558385,,
PDAP1,0.04259139800856136,-0.03702979993708983,-0.01639124618086172,0.031235599024703468,0.019914064214869083,-0.0012491285365770347,-0.08542916573146977,0.03884095343078107,0.07792431012272615,0.0501111027494243,-0.01383878601339098,-0.030597422560195278,-0.04387617200287465,-0.006329781171106789,-0.025604349712106116,0.06359031034335767,-0.0596176444357252,-0.04927661877781906,-0.028948952200192852,-0.006553222100168672,-0.0007117098920364338,-0.027023378386067498,0.03507747844579635
QDPR,-0.08068507034167419,0.006741072888908189,-0.08691818655484446,0.011347195429151476,0.09615977060437914,0.07299617901754911,0.11796795797818523,0.01570067424399147,-0.1104269431325809,0.07234072706875783,-0.0191930019598698,-0.13664302770460562,0.0018759695503752461,-0.15180236313390688,-0.002564563622814435,-0.16420019023374396,0.07892111621093771,-0.1533316096815531,-0.05796723720596654,-0.047797511589115244,-0.022029960877256807,-0.004424622819201886,0.001304595850063497
POMC,-0.01734191739031579,-0.036972465875813536,0.06401937758993949,-0.015570885500465984,,0.07000183764709884,0.02110817599123405,0.01476640137980146,-0.006852926738052127,-0.03777006294790596,-0.03402268686394879,-0.008055299639968145,-0.0007719055070083555,0.011539947517934709,0.05690438018999112,0.011172065204630748,-0.06465836111964891,0.012019933206913917,0.1136343922565984,,0.052820820282005354,0.11414960222991094,-0.04870028000223508
CCL18,,-0.026259922849770186,-0.08425735052008869,,,,,,,,,0.0013045723510391781,,,,-0.0529542440779129,-0.01403541643382101,,-0.009705969782080125,,,,
CCL17,,,,,,0.09501553600769526,,,,0.03190860946430517,-0.03555742273745475,,0.05308528589861632,,,,-0.019104818744474554,0.007111723047812465,,,-0.02828304603914962,,
VEGFD,,-0.0295872576766039,0.010801868205919118,0.04878923412016042,,-0.021714241495713427,-0.03850486451028245,,-0.04059343868302504,-0.003656280891674983,-0.026081799588967433,-0.025514562274923127,-0.025790950779732796,,0.02628095382994582,,,0.019961022469217393,,,,,
TNFSF13,,,0.13658511629947123,,,-0.023159106201209326,,0.023873771939857187,,,,,,,,,0.19913553241397816,0.08124138197639326,0.012210187078517563,,-0.009114260841824191,0.0984223508799729,
WNT5A,0.03920942830298075,-0.016365290366732455,0.03125799528801595,0.05247493869790578,0.052181296580549034,-0.02839363493683883,0.03672202901716633,0.06293908188508998,0.08540460735427796,0.0443592269517042,0.032038242145828816,0.0054864049285936675,-0.05720645895813419,0.09200701563057151,0.0720698976933559,0.005052935354971389,0.043161054628939474,0.0848345217704937,0.030875673573123628,0.034130009877930766,0.09373881861112442,0.03589761947469593,-0.024393253800414377
CXCL8,,-0.06970910953059811,-0.1127502924091163,0.043681452536792446,-0.05085693045598772,-0.036354094920245106,-0.12276824458295678,0.013396979360727366,0.02061440015821772,-0.014631063094258425,-0.024288505851595213,-0.09043868728765518,-0.042706659618879844,,0.03271735796541696,-0.09323428398656622,-0.1505388340372126,0.02152203121316552,-0.05701741533576502,0.12602523107775998,0.0365178199826517,-0.04840885399459795,-0.04088234025954904
GRN,-0.11053397426219058,0.05060587589412819,0.3047488930526358,-0.014117152727659541,0.11679284958514881,0.018562211264098925,-0.015938400503450415,-0.012356944198811661,0.14056683599759864,-0.04287097633533214,-0.005819838747290931,-0.07129710333243827,0.07462126290139116,0.0023074834252528285,0.0838910482495206,0.18204777816136652,-0.020965616896610282,0.11639981758553808,0.13275404785580538,0.10486156467185652,0.07652994423570637,0.0915060080591516,0.003471601461457311
MIA,0.011431898251890223,-0.043745106664026936,0.003000572689463204,-0.02906911803214256,0.0016042486924024997,-0.014299579678219387,-0.09814980289787147,0.04268860980081323,0.007913489244933864,-0.017027260495021623,-0.029662554256601747,,0.025658208549496374,0.03670235219462008,0.024933817971387398,0.09965752723984772,0.14247578218908405,0.07367025902432807,-0.152114629766979,,0.06386218354698477,-0.02416801655585378,
COL4A4,-0.0017704249642565206,0.012424994076082016,-0.025358153455582903,0.021160432645107148,0.12397197367213848,-0.008112379923243066,0.05663887213671727,0.05119730048477693,-0.03233062911522715,0.031090570494258202,0.06388411997585113,,-0.01691803268233784,,0.022522991471961323,0.047967741123862005,0.06727440757376221,-0.05924502596937454,0.04810449417617029,,0.03242818550881952,0.06020621510442536,
TAC1,0.05532237363414666,0.029283913869485225,-0.06211972528523518,-0.009416793752089212,0.09250725278677782,0.006164139917376389,0.08841673418914447,0.02517554829486509,-0.0485650373906963,0.01150751518198464,0.034747500136335846,0.11349532863568969,0.10991982397885558,,,,,,-0.007940658055838972,-0.040595269476787044,-0.015012860409632022,-0.0069938742662443605,0.17440195497715716
RARRES2,0.06427065834738234,0.006178436240538183,-0.05866825238534826,0.0063674177734611825,-0.07328728045750446,-0.010841773583812811,-0.1289471535997296,0.00038811193197816555,0.028785601523738172,0.14801416040120752,0.05556106995665273,-0.01543994131712702,-0.0707326913876332,-0.09295480415782963,-0.08394618753725618,0.06892086882153714,-0.11072065500805764,-0.09946908975348584,0.04656096769845509,0.10869106019594121,0.012452252149963004,-0.16492470037036952,0.048393745880975704
FGF7,0.004761738918819851,-0.04278947950587668,,-0.02814175026697442,-0.04148159298634101,-0.013894149036939593,0.09295937480684853,0.06367459938802231,-0.015580959414322627,0.055373900466878706,0.09027041581250925,0.02620017885085713,0.024749196923936827,0.09769169072427374,0.019780034528418842,0.04358240690248664,0.0010350821890934628,-0.02235241391976758,-0.0037623145806529664,0.1180187382891259,0.04210857705323121,-0.05917734743383665,-0.017432737457641703
HBEGF,0.050950157276492575,-0.027162289399794454,0.2015361304776962,0.0004147316931170644,-0.04895267178971117,-0.025442750485302548,-0.0718571809366044,0.07859553937894566,0.051024597019260216,-0.07361572872444817,0.022137347787235646,-0.06923298589238305,-0.02887452181624754,0.07057469334203814,0.13387568391187987,0.04542977512586009,-0.0014355156153664278,0.06441814188142131,-0.02042700713291154,-0.014422727198770045,-0.0852686147560276,0.050290728376071354,0.020515429188009623
CSF3,,-0.0297847148675601,,,-0.02441652881785011,-0.011031707761441602,-0.08262685012559594,,0.011007790619756371,,,,,,,,-0.04001237275967074,,-0.03167543852375436,-0.0438206024158158,-0.02977768430439276,-0.032006762328951645,
PI3,,-0.035284436286593925,-0.06011527718426653,,-0.04747880919644586,-0.019879367051272592,-0.08250061839794208,,-0.03851548787401557,,,,,,,,-0.18735021838097668,0.017538855601043575,-0.08209511620511102,,-0.050068955339900766,-0.11466590518653948,
PCSK1N,0.06967532083790705,0.07277377147465501,0.08911573396966915,-0.045174543057383075,-0.0003778804286072389,-0.05521795726433725,0.11770534527629439,-0.011381566614776554,0.050297422314841814,-0.0024985170595707437,-0.02533354114403979,0.1523065836337762,0.13697825628381438,0.06418494753784645,0.07597555244503754,0.06678998453954837,0.02746256435179309,0.02309816954827333,-0.12182849923729594,0.014741609932995501,-0.01928812362489886,0.05827911468138885,-0.011809406985751046
NTS,,,,,,,-0.016001875598468145,-0.028799324800923704,-0.006166461196322176,-0.023530059601202743,-0.05632131153441214,0.025426435882484878,,,,,-0.024847463998067,,-0.012830498984576246,,0.06707715962372843,,
SFRP1,-0.012112175384148232,0.029497598202951718,0.0006484912723531397,0.038063382379824096,,-0.0292952609313746,-0.002869462854904329,0.04427295170541392,0.0265513291402268,0.01683526990099508,0.013226148512457077,-0.00934927489075778,0.03377706865788586,-0.08147723292610802,0.06433784619432434,0.039399767162348616,0.0072515747712354455,-0.04717893024477763,0.014413371101247118,0.08838052369417287,-0.0005323849678619498,0.04103033267368185,0.10377246623397894
CXCL13,,,,-0.004463499890696525,-0.01772928895362577,,-0.027133886039150512,,,,,,,,,,0.037049373254383754,,-0.02195888722779367,,,0.0301523726454046,
MICA,0.09148267011545351,-0.06087017555173493,0.09866159313702934,-0.021332283317489438,0.04828244956017971,-0.0022502866640115617,-0.024911477607324425,-0.008835027202574933,-1.5180132588982628e-05,0.011055411641999788,-0.020234318477306338,-0.0236618270166158,-0.04618974030064996,0.07042962580247011,0.028421275021157672,0.08837181370974569,0.03173723775240901,0.07418747963795837,0.06710068303334885,-0.058027095026189864,0.11302142909227711,-0.008944885293276939,0.12382588423022024
TG,0.026479524064361052,-0.02374317174085703,-0.018469025981887037,0.04723979404811821,,-0.011693485715832279,0.06934715436119393,0.08734606483139608,0.05993713613042459,0.0651315016434458,0.01880956363538036,,0.01411060776484571,0.012394164274457909,0.09465557302121148,0.07235565378662986,-0.025385527632971878,,-0.03116788299366217,,0.1268441380546797,-0.01580942658432224,
ADA,0.04094334883352996,0.035222929218890996,0.1985446017816762,-0.0430397108908591,-0.04817658958884122,0.08585057563176984,0.023707991667648056,0.12220946402675152,0.08288998359537587,-0.02285702086686675,-0.012476521061909291,-0.06655038823466078,-0.0053256958285798515,0.027250407746286055,0.027577138295721535,0.07113827994410327,0.10502925586574423,0.02521513656580265,0.15930814909700672,0.06365237896950585,0.08603271524566802,0.0329354397467816,-0.07712539038898096
LAMC3,0.12512447594823592,0.1098670159353391,0.4015972365701242,-0.02385296981359504,0.1768224339572466,0.04802666415104208,0.03731662933695187,0.15924792403879542,0.18355725213125604,0.021000693967091578,0.00673057423032516,-0.03365109531797444,0.14964645901968573,0.08718970476438975,0.17222874289988613,0.19672306000617437,0.13677938350616248,0.12612338022814484,0.18780833675679723,-0.012631777656749634,0.12535815395687477,0.12284337668154648,0.008059531665740144
CCL7,,,0.022490310662415504,,,0.0645931639451564,-0.043589717922778395,,,,,,,,,,-0.028633719625366205,,,,-0.031204126660398603,-0.08568837590468568,
NGF,,0.15512112660247054,0.05899173404025692,,,-0.01627437933187077,-0.030345760567385596,0.061066020314067056,,,,0.027263579346481714,,,0.06921189015456365,-0.03824028016577632,0.1543354907428689,,0.05169972510047365,,0.15520529560054383,0.03645358879222758,
TNFSF15,,0.006950267144246973,,,,-0.01402886842485562,-0.0427328682970025,-0.005706525502886614,,,,,,0.05031849430121251,0.12379712060858324,0.17833069157256348,-0.027914661345327784,,-0.03074929041310567,,0.03058240801634153,0.028047124690657958,
HMGB1,-0.030227202644148708,0.0395176885733722,0.058305917013350333,0.01404827710487092,0.08037845962928834,0.052568443362910396,0.04815293416036332,0.030675645390675358,0.1063021084113488,0.0245890212322782,0.030746584173894337,-0.05076591539493052,0.007158194255084186,-0.010665207330236534,-0.04640385236164164,-0.1140671108163112,-0.10040152248087564,-0.03896948962994448,0.03760630453491861,0.00755723606394527,-0.03901810076087768,-0.018759210498288423,0.02819176561354379
ITGB3BP,-0.005573724771968755,-0.07942226133156026,-0.011472586674431828,0.0664675366405097,-0.0012987479936775088,0.06753644126891536,-0.0024011623517103294,0.04883365701945381,0.09536960206628195,0.01778432531647329,-0.0305620249048175,0.10172164982288369,-0.05633727528399018,-0.02947552619836516,0.01948732465450189,0.01662800766056609,0.024725978719792447,0.016334141342461896,-0.022582139226827575,0.0393327142607553,0.011563612564055694,-0.07822674832953039,0.010212509207993192
AANAT,,-0.030756265677186104,-0.010553478802440598,,,0.016340982975916,-0.038504870007068856,,0.023028440505674107,-0.02174023358573791,0.007901476004255021,-0.03359442553762691,0.012481205529678715,,,-0.042290335189789405,-0.025119851542860675,0.004523999396917441,,,0.04700089791931508,0.008044577323644178,
RELN,0.030166906432887126,0.03160596157422332,0.012366096716213538,-0.05811675349834456,-0.008567143387645252,0.01278329760454369,0.017469632184922416,0.13284888683361407,-0.003250738924500024,0.06328907855061078,0.03533720245159394,0.032465298353373535,0.04286752537823403,,0.0065478862495129755,,,-0.052990666242007746,0.0033976629947280045,0.07562515053294785,,-0.004412315316355287,0.0722803966067383
IL15,0.00878796238943151,0.009619980652254383,-0.02194799235586069,0.046967971240383474,,0.045941649197704916,-0.059272587385291425,0.047284362648537075,-0.0038225905380124196,0.029844221256536355,-0.02782836887345185,-0.007877116189834579,-0.008082670503158796,-0.029888989274126854,0.10660749131534945,0.047220965628182704,0.04264513515495855,0.08027404425459009,0.0015625174396743258,-0.04634694655238367,0.03154482191222082,0.05422510584484334,
UTS2,,,,,,,,,0.030212783769858195,,,,,0.08706733015381812,,,-0.0006888298768269257,,,,,,
BSG,0.1091794294735116,-0.05335236206956632,0.17399634447522977,-0.013571726513388713,0.06751966973578274,-0.06526023729327056,-0.028227283046026338,0.010608683326802863,0.012086520979520654,-0.09464257705913477,0.060293479526838875,0.10071891135922809,-0.11695667533709142,-0.09171077545715348,0.026749020193343184,0.054492947031506915,-0.08295382383629293,0.13661820811906092,-0.006729668677836971,0.021116749278072614,-0.07108456868400564,-0.01307902868683193,0.12532805759051588
ADAMTS3,0.03903766652529036,0.051209081747805175,0.06136135242957296,-0.004469711942081377,,0.08171029360002938,0.053268821234464823,0.012159976392721969,0.09937249801032487,-0.0019531159563197851,0.022478865788832635,0.0007122521105491535,0.020181343887252488,0.06808236364411355,,-0.04353433976667854,0.182099047032687,0.08420468402401071,0.07985330088350101,-0.01349730417091674,0.007734387026887997,0.040487947176502004,
CD34,0.11923731353649131,0.08041284803419756,0.36305127323296504,0.06720126103852818,0.20759895087013475,0.04363727485514723,0.023852295555810386,0.06374092275198362,0.10278839169773478,0.08173608177530417,-0.0031366531425463576,0.02397962627275522,0.04077090432579729,0.17127134069372088,0.09916891001602765,0.13642831229761207,0.06630781919901887,0.14785688642204972,0.17197402753241603,0.2698430005083067,0.0817394102001681,0.0311783447235077,-0.06906894359838993
CCL23,,,,,,,,,0.06795983914131135,,,,,-0.03226982378491914,,,,,,,,,
PLAT,0.08591398640816011,0.04645127431658206,0.2778159704213448,0.050498481086888196,0.08135161595655298,0.033578804839776544,-0.01656638211004415,0.039112515340160005,0.16266369264398298,-0.08716959503299934,0.047839144715969735,-0.05828759685574319,0.008609200489080397,0.12656712174345325,0.0581106637826131,0.13708420763855145,0.0905197023214161,0.16274605268017506,0.027794327885689345,0.04854333377170586,0.030089019057147667,0.09941223917842065,-0.010742078007324954
NTF3,,,,,,,,,,,0.006702549571833168,,,,,,0.13960421445199422,,0.02843820711218442,,,,
LTA,,,,-0.007733071640885642,,-0.019284941690274043,,,,0.018741595085985177,,,-0.04080291588200126,,,,,,,,-0.044433574247775415,,
CKLF,-0.03169455706990244,0.06402698556260943,0.20090099879254933,0.030155575297971162,0.09833146167769057,0.0533729840349343,0.0005804011795550715,0.025677516409190543,0.11079598707934443,0.0010372721153819623,0.008759219860358373,-0.06327513733821302,-0.015210011384663033,-0.00047074998293413606,0.08409377840551868,0.15833751389117898,0.05554527723666399,0.025011712087434475,0.05030051503191816,0.008417652992592822,0.08069994313777666,0.012702359465186736,-0.00011147613004733896
CD24,0.023387367606462182,-0.05383117305273398,0.10562407841367667,0.0718347780885331,-0.010723409687170627,-0.009537083414067164,0.045905559227371676,0.02150199352365263,0.012664027117178654,0.035960340438979416,-0.002841569486455498,0.06958775415680726,-0.023688235536619702,0.07476773006626637,-0.17554462472388957,0.08942509385022258,0.03927556900524605,-0.06698605429978115,-0.0029978706107882773,0.06671500611883022,-0.04636680023639852,0.012292133185237464,-0.06245903070531336
HSP90AA1,-0.08309971621199949,-0.01815521218582657,-0.10028954522732979,0.028160756002224868,-0.07516659558907086,-0.0025930045432398657,0.06668500518045056,-0.04122481153744541,-0.06918059030591198,0.04989448498482213,-0.03771853781971135,0.11694582665346631,0.16146493724903632,0.0045392293883099325,-0.03298936213849542,-0.11247338160788754,-0.1553210331896932,-0.0053654011166226765,-0.03373776220097043,-0.01975846281584698,-0.0779233029683036,-0.051380305296503385,0.16400296168539902
BMP4,-0.02307642144369741,0.014109887388233695,0.15033596517322215,0.0036176359476511404,0.10830109995658978,-0.022145290354535125,-0.028842502170286863,0.059584674508406175,0.04128372014058667,0.02410058160482664,0.03609293255614344,0.06782213811582682,0.14282117904075484,0.03461282163651685,0.04678694156262421,0.004068193425185729,0.09057452773263328,0.10068873006092674,0.14260996254844524,,0.029036821443130235,0.020190353879922362,
SCGB3A1,,,0.12321277807028774,,0.21304356066800798,,0.019405609158230128,-0.014353076790652904,,,-0.025020656027388226,-0.040008502853649756,-0.0042802837783865195,-0.014550817646016099,0.11043670036901329,,-0.04358173175700266,,0.06263422115423747,,0.004857363564473452,0.056740971895623306,
IGFBP4,0.09435419408371261,0.07925683367853475,0.3088888319226804,-0.022565971621026918,0.08609784038396988,0.02333342085255872,-0.03092969097768576,0.11785133709482601,0.162880169680984,0.033583097639517036,0.025453099964908285,-0.014886541877172296,0.053032224128666317,0.2426494390093441,0.16152828057155244,0.10164634873006266,0.04538094191217711,0.28191468175910245,0.137829811018425,0.040178671243876245,0.12342916656095129,0.15633177437114526,0.031706761728284245
RSPO4,,-0.020962480531614123,,-0.019338326014937783,,0.018170900959929206,-0.013516493906682404,,,-0.04120175631470692,-0.02502065236755128,,1.3457864097772256e-06,,-0.015256825078775274,,,,0.010113123480231582,,0.042001636612256955,0.01745316395011605,
LEFTY2,-0.033521306002471954,0.0328952511863292,0.18223490253804636,0.03316880685978708,0.03583261326087181,-0.00435044376198224,0.003192812287162145,0.144188255156291,0.14277602827781943,-0.019195231312864873,0.037839722106971375,-0.03573315999754842,0.11318448794589073,0.0904288604269228,,0.09683559022242325,0.03028800253849873,0.12202765584970232,0.006180586553449738,-0.05636405069897664,0.0037323649940359145,0.01311844842659694,
PF4,,,0.08990460283503277,-0.020758822816764187,,0.03706692388558638,,,,,,,,,,,,,,,-0.03391237078036022,-0.023672912543906938,
ANGPTL2,0.00893524674007994,0.027315770493354357,0.13714468466581228,0.023092173117016244,-0.004008516423884193,0.07277759573828586,0.04530406456650368,0.06112559506791728,0.12382045901879475,0.0193091292362434,-0.04200107717617106,-0.10213344301318986,-0.14072843585745531,0.029260427322914253,0.13688696674568007,0.00946497846340984,0.11422500591232508,0.009265863496710021,0.1006222968600024,-0.011545706695469294,0.05455539610533706,0.041531608131059806,0.11571609711658229
LRIG2,0.07418160863399094,0.06930143548891479,-0.016388096241807544,0.014323806225957686,0.019931104417096866,-0.013579661373791126,-0.002810137392306597,0.043124939789498495,0.025587235325974848,0.0023179361443585694,0.00348619963031835,0.04675097840361806,-0.036367157804440234,-0.020609838264692204,-0.052325750585236856,0.15070112270861682,0.07694885281124068,0.05947892717895805,-0.01711392916348501,0.10757995253381239,-0.02561988982492785,0.07748210701878487,0.01078248120056288
ICOSLG,-0.03174608870846552,-0.058419231781997094,0.09031735660198548,-0.008482790165466537,0.04964317242260958,-0.017205262210587855,-0.03962208446018665,0.02754829799726094,0.13795596597086893,0.0456167058516293,0.0301639022424162,-0.045959449083868675,-0.0033873892411684916,-0.018522034211648105,-0.0036787930017407587,0.01711802281589149,0.026525713536652822,-0.006989021016557575,-0.017138170886310426,-0.1264234404673445,0.0051445127124791455,0.032317102112278936,-0.04726067695276664
WIF1,,0.019118605504125075,-0.060713516659966396,,-0.042322272411986134,,0.008380509986893627,0.022978624679864206,-0.030868872214293387,-0.03179441945633781,0.037891708559510746,0.05067566533779282,0.10241848278435449,,,,,,-0.020408014603143745,-0.0011551360688986732,,-0.033638591648419564,0.2151422253547008
NPPC,0.05808006412004026,-0.04278137514078577,0.03757986773769596,,-0.03274317364683984,-0.0109531798729891,-0.00974493960829578,0.06953780687119523,-0.03565807322483534,0.02143231455277813,-0.009352884038033046,0.05805450951993023,-0.14900804655312455,-0.02988618226612837,-0.05956670579140079,-0.0015321236070269964,-0.0326471822997823,-0.004577446854658611,0.0033578800590471545,0.017286633383074696,,0.023129403770410624,0.061860122171154115
LYZ,-0.014955731244799502,-0.0810237130384261,0.14218921391892866,-0.013279143085329839,0.04070643909511809,-0.024965727526340756,-0.078677845806892,0.022855345562190266,0.0634709135252919,0.04329238803295909,0.053634759374434064,-0.09042089662628082,0.02429527936717286,0.06721673298859508,0.061856108740708425,0.10638720252644158,0.06078270415879878,0.023607396243223666,0.03813791507388826,0.03516145819835237,0.054259835235812966,0.015381886246658125,-0.06106846586559303
EREG,,,,,-0.032911682786502874,,-0.043714909386237406,,,,,-0.007679706212523161,,,,,-0.025295924549569623,,-0.025050308696200195,,-0.040335730581670184,0.005624783911560641,
SPTAN1,0.09099053817960508,0.03148477061573532,0.08467161402711586,-0.011011802985921334,0.07685607177950952,-0.013883762283857582,0.07492553552184175,0.011701081546375903,0.006236437546635947,0.08168163328595461,-0.012985090406482564,0.16443648724320864,0.05658050026740779,-0.0015615858614120082,-0.01837373880606293,0.055719437153680974,0.03205996900241711,0.014671557959314593,-0.06904302813730949,-0.08501504018213832,0.13469074428846367,0.06420372314360515,0.10308039491846314
PTH2,,,,,,,,,,,,,,,,,,,-0.017264140569852753,,,,
LIPC,-0.013888424880662834,-0.04396531163377773,0.08814672204421264,-9.260421382637866e-05,,-0.0008681985573319471,0.04170222667323512,-0.03317448869199616,0.0014429080368992893,0.04472584107616595,,0.043740367408927366,-0.05280220565554084,-0.023122337744867036,0.026273726935851418,0.029857589801387883,,0.003615679421125471,,,0.07736838812031194,-0.029217746417187395,
COL8A1,-0.03877679277723943,0.004428140480107658,0.05257441961369435,0.005184467670207144,0.0044328217770771595,0.07893516551894296,0.01927381039387937,0.04904061013824493,0.02171488829620409,-0.019567753261249956,-0.05058513619004586,-0.06908998888948534,-0.11416840360550852,0.03684531667551102,0.016809013055788902,0.07463521538859898,0.060709789200968575,0.19931610747641743,-0.04919275088415555,0.10712787720873335,-0.06450599417161734,-0.09318760665848104,
GSTM2,-0.03758075381950092,-0.006523711897506499,0.10489553860408245,0.06580186797331772,-0.0406286961463628,-0.01154813577057919,-0.033972381531124494,-0.005448269605080612,0.06742541329786561,-0.0007134436984587337,0.08663956006410857,-0.049141793398507216,-0.034959089886946904,0.0425633352199333,-0.07313683795728203,0.0625568089290557,0.028030701255214476,0.011942586140706223,-0.02750854761671322,0.022112410789052274,-0.05787836889703014,0.021968195681097126,
SPX,-0.07414960294997192,0.02837599921390173,0.021709559524385545,0.014217936654419948,,-0.015381577906682493,0.10332550557649284,-0.02230235746684436,-0.03083462535872072,0.0894141974012181,-2.9271959170732103e-05,0.12316107835106992,0.18260076066769904,-0.013941362281987517,,0.028279709326286234,0.0021621718680334117,-0.07211133860214043,0.03155740174250621,-0.004752826235170561,0.09811834429590294,0.13717483515395804,-0.037353348497500605
MFGE8,0.04132753080563629,0.020731215510773112,0.2568232080332865,0.021465524871482976,0.052357356151145194,-0.03390849138775954,0.08116771126656958,0.0553142517371447,0.08943906288693948,-0.013867849092529534,0.03862437182619838,0.022781304652486047,-0.027822049982599097,0.08703795631568151,0.11611313332711051,0.12327612308906481,0.03888678283203027,0.17784138264382074,0.1295206638236598,0.09944066106038206,0.05008288686877399,0.08022644134387424,0.04554516155958679
TGFA,0.027343143935453933,-0.05259864238110648,0.049560408838827695,-0.016677423500245148,0.1062578534489783,-0.03664610998748863,-0.01080236744849306,-0.017362137027023612,0.0313853686845547,-0.03504010349027315,-0.01672096104468974,-0.08751061950993336,-0.07348907733068283,-0.03287866542735015,0.01966650636745997,-0.02468898269671174,0.06163636267732853,-0.06465041850679498,-0.006414200668476173,0.09061114612377996,0.023633515924651242,-0.04072510055976444,-0.022005568466100776
SLIT2,0.038218962593759856,0.13271899395454553,-0.022261026245006702,-0.022245259272236462,0.03290363743107084,-0.01917386967059756,-0.009719390428233835,0.1293403949185643,0.006114827567980438,-0.029490724922153048,0.045371679099018604,0.07054338564757658,0.0824513085049697,0.16531162016191348,-0.008434947901114235,0.12165701683202931,-0.03358373845969726,0.08771081202489994,-0.060606491181165394,0.01807363642080882,-0.03380993075147771,-0.06818239552968303,0.03047524945433762
PLTP,0.0024030343041601585,0.07425550640302594,0.04329490465537799,0.015438918280262727,0.054043488307950374,0.007990208172636765,-0.08208964385246166,-0.006687299519173058,0.042220309947856846,0.036743856323701175,-0.014962886631255898,-0.10608654969589418,-0.029225600316415714,-0.0928874472663165,0.000725758700009261,0.014044126092197986,-0.03176481782379677,0.08480291878010768,0.03479919972873451,0.07507931557964706,0.13547004276806793,0.029499725373524847,0.03985230653922635
