,UKF248,UKF251,UKF255,UKF259,UKF266,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
IGFL3,,,,,,,,,,,-0.026514243907805057,,,-0.011688130618707604
BMP1,-0.010672332415137127,-0.02450733731663178,0.029594931158991845,-0.0015004556634519138,0.03223558624619171,-0.0029025791618610504,0.0002887068095907736,-0.029981904506698406,0.053165062146905764,0.008779928245228523,-0.007367467432238776,-0.03156183893027812,-0.051956207372810266,0.024383284472428258
NDP,-0.009095075982666284,-0.007411849065932687,0.06657356922463847,-0.012749327187178309,0.0020603821676422637,-0.01757588346427544,0.007559269792528859,0.0003130613881708575,0.02307470968182441,0.017654767091127566,-0.011509632974084808,-0.013066531189945956,-0.002732639546533352,0.09051539494429146
TNFSF18,-0.03041173332115202,0.016859965411435224,,,-0.0257464969889572,,,-0.051826893609342006,,,-0.027343671738230834,,0.02380099297715397,0.03310908795533841
IL36G,,,,,,,0.08325645501944787,,,,,,,
RTN4,0.029295335567181703,0.03727724871353763,0.011822482148579776,0.01277318865976602,0.020923373104880703,-0.009561549613083115,0.0818394013582165,0.10189988996573152,0.018552061676373893,-0.03141668124792855,-0.08111986702069335,0.04993961079396372,-0.012256864036282475,-0.0025461159574414935
HEBP1,0.06400806116495221,0.047033728509114456,0.05296550342589361,0.008968341283235214,0.04133578334458601,-0.011904059264518117,0.06172114806260332,0.030168249607609735,0.03692451297511035,0.040870889470030404,0.040476040247147946,0.08669308720073712,-0.051581529279124,0.07477738114472708
WNT7B,0.024667982761303747,0.03381168504494793,-0.041396463671722276,0.030420684897386904,0.011449211360128993,-0.01986326720004632,-0.038697304535625435,,0.021473546652535723,-0.030253923678908726,-2.6808772520334884e-05,-0.02831249803512561,-0.034581358120705716,-0.015300380812684287
PTMA,-0.003533463599153467,-0.01564766513683357,0.05804909052081804,-0.060709852006372994,-0.022107785067677292,-0.022014059628418455,0.025112864558431078,-0.10583343414924094,-0.09109443609942285,-0.049873022664989136,-0.04705403670592106,0.06579618948970212,-0.0596787511026445,-0.04885896302536277
FASLG,,,,,,,,,,,,,,0.01318406333089366
CEACAM1,-0.026941800795727097,-0.017760007580651046,,-0.004233940328240323,,,,-0.03644310197607802,-0.016943855349103674,-0.03937392502021797,-0.039290001569869774,-0.027745487055177334,,0.021598360427696705
PDAP1,0.0837712918348505,-0.05863466747897402,-0.028967891791818887,0.016470277813491384,0.06032207849440178,-0.025479043963678703,0.012041378640947046,-0.07494923539485092,0.008397159956054535,-0.04165063187490207,0.05338238992946257,0.04158351423373962,0.02101767158302743,0.03449701172149281
QDPR,-0.010965964382860441,0.04531678725405913,0.00883696178053665,-0.015750055887045093,0.028428915693137154,0.05772480783558809,0.044956331251101794,0.014009091917871247,-0.00800999668286983,0.05396787897013296,-0.03657632317553861,-0.004869816021908605,0.0022708119231292906,0.07601306741474857
POMC,-0.021437494137439447,0.011516600388248237,,-0.04404498758793713,-0.008729308718788041,0.04242698043652406,0.032580407655036024,-0.057198973373296456,0.02663314426558795,0.065309982146886,0.02358658685636938,0.006462062148652045,,-0.01317073560451984
CCL18,0.06024961953956188,,,,,,,,0.061174885963004855,0.027816161456134247,,-0.01436743014798625,,
CCL17,,,,-0.005586307043064005,,-0.02458515656452379,-0.0090208820875452,,-0.028139988878909762,-0.017281210059795795,0.02433446739057075,,,0.05972116013707783
VEGFD,-0.04555394351174223,-0.0254376476802195,,0.007707605830649286,,-0.018033509658838577,0.006632045786325814,-0.04954359852861635,,0.014442108475938591,0.019401394378659242,,,
TNFSF13,-0.03437646759143322,,,-0.0189095566126953,0.06360005925501101,,,,-0.0121747296969032,-0.026467019632498964,0.016817983636814263,-0.0155785673155873,,0.0643154731135067
WNT5A,0.002259772298154264,-0.03260694359217344,0.05002833491543274,0.07382222411012991,0.020718020390330168,0.020362884673634743,-0.022072906315878597,0.054826907730738735,0.018721009926512704,0.02282997958563157,-0.016724899738313925,0.00045798320761473646,0.01993887475955964,0.05211637204749355
CXCL8,-0.02320368076860579,0.004789036932100445,-0.10337863916418352,0.029082702581172633,-0.02525524064526042,-0.016793588317378833,-0.015479721390698564,0.050805776995807385,-0.01947992097224666,-0.15109047696893232,-0.0046731007997430395,-0.05092940360577528,-0.0465712818975631,-0.020409413261690188
GRN,-0.025496462004629586,0.028970800091502054,-0.004768062454581193,-0.0008879300734179478,0.0390426330185865,-0.0467058137981928,-0.019826683579175334,0.037911003444002694,0.05279886576595063,0.06500842880141257,-0.05458991392302161,-0.016026724649045566,0.07956854425622968,-0.05264298216943989
MIA,-0.07016799876503199,0.03609147611464993,0.020149576504892075,0.01724972666582585,0.06618841468268556,0.0075118748872235845,0.0018382133429079306,0.07220936603050265,0.07749971475319732,0.139266799560174,0.023857918946449418,-0.048789491638362256,,0.09625756201689542
COL4A4,-0.04204850665650739,-0.03804424797310259,-0.016925997845471757,0.0166422631339079,-0.023756644471849362,-0.034454025565397874,-0.01690488474915291,0.013294038442942378,0.0498634817159373,0.022827404944970237,0.016293616717094797,-0.015327656641650042,,0.10002764019280232
TAC1,0.05001217583308743,-0.002043932324030077,0.06368604542668864,0.07058292645831346,0.008788737930624034,-0.018256148526501464,0.0226894742429199,,,,,-0.031547242451203585,0.15322993396232568,-0.028054551892304484
RARRES2,0.0566068748457333,-0.02471311521343988,-0.04530923204764742,0.0286752666541555,-0.04142453371897128,0.02088650908381491,0.027258775505539404,-0.024139590690873926,-0.01801490070820765,0.0013396844511462946,0.007383383147209062,0.030995058151432612,0.0535720999263925,0.06096605410309122
FGF7,,-0.028711089029958572,-0.03921291753658877,0.015536073369429408,0.034107309967159556,-0.026635339662146665,-0.02869229168320258,0.006063355654237336,0.006540025269020402,0.0026521881175858766,0.01081021060447458,0.0734989050151707,0.09512016129208117,0.07313240190645927
EFNA2,,,,,,,,,,0.0225027904259822,,,,
