,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MMP7,0.019177010666249928,-0.035581670642081765,,,0.015461180702716374,,0.045251636868388415,-0.010615411407904425,0.06473241013570799,-0.021547334102066003,-0.016351552108080054,-0.022771952348233888,0.01572376243857543,,-0.011304956353354724,-0.049766437581173655,,0.007995715293505297,-0.02671507231638509,0.03161666085334773
PTPN6,0.017408774740196677,0.005679070741128633,0.009768455214600532,-0.0427742191051447,0.011614545218324241,0.019688128103959708,0.03062896626595353,0.05772178307864551,-0.005382898008723059,0.051516005125035215,-0.016309732688041072,-0.00111548625332619,0.010605654674952007,0.035480694441148646,0.012705641717994624,0.023952037663848996,-0.10427477973051452,-0.018594317519861646,-0.0066266467410563785,-0.0017200219210552967
PTGS2,0.02379043959714058,-0.008794656768252078,0.030207815222197343,0.025047042986780517,0.0463298339607926,0.11849994031767627,0.05709921605419867,-0.04272091956419191,-0.002211737751615052,0.02358370793744931,0.06021067084112478,0.08306672256676383,-0.03359980564953972,0.059432317137569086,0.008078951907254122,-0.07566742200691993,0.017112420598847326,0.061003104855052975,0.06525003918466911,0.11917651647007034
XCL1,,-0.014617042306046489,,,0.03425618996593805,0.03960682974449931,,,0.013196396130929423,,-0.021448583834323312,0.02677181176854747,,,,,,,,0.03613302440761757
CD58,0.00980676074017615,-0.04879651550233488,-0.01327190948209803,-0.01853194927765963,-0.04984259895511248,-0.045871420356133216,0.030224165246906864,0.10461122319666556,0.007920441336488847,0.013909513542951385,0.03336899619942332,-0.018807743605536532,-0.0028472847183264745,0.049699829801768576,0.018861488559505195,-0.017808148554232815,0.044355328029096766,0.002385292637665351,0.06272404228245489,0.08653994180253467
TNFSF14,-0.011837318735620387,0.052046654642884015,0.021152585054039708,-0.04904123838854654,0.06341809788897018,0.012412636486080635,,-0.022118769723968267,-0.007131230215637281,-0.010894635446003524,0.14677022852074317,,,0.011406864800354681,-0.03697485139476099,-0.05230504198800469,0.007622051242202167,-0.018948721131620792,0.023938833506887226,-0.019206151345807252
CNTN4,-0.09739723591127922,0.014430246709200224,0.024744709369632304,-0.02139352363040272,0.0023481588376394673,0.03915991184138836,0.044320057202525576,-0.03769313342008513,0.04179283711794537,0.06206848477452012,0.001289533317663712,,-0.0485813304332708,0.024700581626059714,-0.008383846933195254,0.10116263314337354,-0.004301239750154136,0.07420434957981799,0.009907773185883399,-0.026631179671048125
NTF4,,,,,0.0076212572650762745,,,,,,,,,,,,,,,
INSL3,,-0.024443298380000065,,,-0.018934252905526097,,,,-0.005838002549375278,,,,,,-0.02044738027079855,0.036042158938514854,,0.002571458481964841,0.02979043595262084,
BTLA,,,,,-0.010451920325912691,-0.025206967404932456,,,,-0.013912822088755447,,,,-0.030544257142900523,,,,,-0.03200671461986731,
MFNG,-0.10301247931406152,-0.039508968280799354,-0.021151711809058307,-0.033827840591138844,0.04316068319105352,0.019053723199280916,0.04826985287918638,-0.01635297056285168,-0.025218555824928147,-0.0017151851242414211,0.019813927837927667,0.0064956582112270424,-0.03401416113085533,0.03417352087015913,0.03146179130856085,-0.043140915407371326,-0.005609767532190791,-0.0007664952121961317,0.033054461496327965,0.027613295016173163
ICAM1,0.025021941694871312,-0.004528094448305632,0.06644960221295945,-0.02284256301095998,0.08508738199069898,0.0635858148059278,0.037166880536907206,0.11739664434907139,-0.009276682433855269,-0.019187989444507926,0.14028523780947844,0.0008285132345049957,-0.0248580231436336,0.07362099587217598,0.030081885520507532,-0.0623496010483311,-0.019345940852504715,0.0256014431067596,0.08949061885207735,0.04371861216903678
PROS1,0.0672968366748525,0.021862826629639287,0.029418582286877125,0.00958492510070871,0.019900400078012317,0.04314476678166199,0.03478792161504584,0.14326953327196257,-0.045200934159627525,0.0649912372404126,0.06022770030131677,0.054201695873997494,0.01996981079198223,0.09558920469400753,0.026192890678029428,-0.019659361506750437,-0.04483010035134316,0.07387877681768533,0.037353776812828,0.05544701832849124
CLCF1,0.0021339164518805738,-0.06920040198414346,0.025870477700419003,-0.009506571762250143,0.047857642414711604,0.03765590919723769,-0.020180400054224924,0.06096036848874792,-0.016749449718723258,-0.02975483308236794,0.025627136031140973,0.00846601388499306,-0.0025516010088723886,-0.05770252908954064,-0.04886772745964807,0.09063301100443441,-0.042655037871701475,0.012638194867371479,0.13871992501363023,0.1529997019927678
PSAP,-0.03753793254533325,-0.001379605633895696,0.002705312593920306,0.03912085685868336,0.022914839165796282,0.05715208081327351,-0.0626104514392227,-0.06117163192066987,0.00673477158201984,0.028814829789113844,0.06942431429429392,-0.07903719917088321,-0.028816835958082498,0.03167495029605249,0.033783487050993766,-0.09422902581664729,0.02926957498238664,0.031101132167233442,-0.010784639571663611,-0.05605156575892172
EFEMP1,0.08607152232032093,0.04093045223523666,0.05549741949542557,0.005727629291743989,0.02570926199843353,0.08362047478104978,0.01878058144853917,0.09859357427147628,-0.021662850295660445,-0.025330020549591395,0.052483477244279333,0.03555029449033433,0.03205676100251231,0.04807719773497345,0.03575661479498888,-0.011157058468149631,0.01805050047275682,0.030422138232568396,0.043243160148333834,0.09934094598494041
C1QTNF1,0.06385374324183253,0.09735941848337082,0.004531142562693476,-0.03949867782198876,2.6474195139639766e-05,0.05203054212186631,0.032891945047702875,0.05700444147433514,0.02804220082052576,-0.012196150857571225,-0.018259087291695526,0.057341370166029824,-0.003192741519949981,-0.034745546389095036,0.01191070780496748,-0.07496803843814484,0.00982132102768552,-0.017245322361609815,0.12241396365056766,0.12290630429467893
ALB,0.10735071066077179,-0.03778997714151083,-0.018777291965420738,,0.0003501764590362605,-0.007997327755687633,0.051452922272857526,0.024990289657484205,0.02900846060105541,0.07828901728618747,-0.009941576570078253,-0.018923176175888134,0.06104336381085769,0.08922886842971017,0.027023108646672435,-0.027774735759307636,0.01166305697425892,0.0025509607595746034,-0.013984154155759923,0.03639487322529892
CCL13,,,,,,,,,,,,0.009367545856248693,,,-0.027447578166117384,,,0.012971451639431888,,
EFNA3,0.09915070263736069,0.052610379477576366,0.020591909869417415,-0.02266260340371404,-0.05072136684492229,0.08690736453085271,0.005786796717886601,-0.05223755566944558,-0.0112201181093404,0.01756755931106408,-0.0321559705398011,-0.05667467199029037,0.04324872323984585,0.05371187100521448,0.06580869483869033,0.030634443535509096,0.009839847178218212,0.04614667541357956,0.08526214783964164,-0.023574780851428685
DRAXIN,-0.06773021272294753,-0.00873079671684595,0.07366027423208585,-0.0055945644464700395,0.008122073543226463,0.05124312023775715,0.12642494099991375,0.09442610166619173,0.04421326463472029,-0.009935718671300843,0.0011590975140525418,-0.03136516807267233,0.0193771518263696,0.0497548553199914,0.02432523270769663,-0.07951011492475438,0.000813286760378537,-0.02669010255569525,0.0074745149051192875,0.022833985722531033
RAET1L,,0.051153671333081276,,,,,,,,-0.011900259155530477,,,,,,0.08894986465168372,,0.0037727882395046687,,
NPTX2,-0.08534319625923573,0.04231089833060089,-0.0346594537687047,-0.07440505860111553,-0.08556730504891512,-0.049349083563537906,-0.016396555379812022,-0.06852729147728408,-0.0016815848467736081,0.015927327079050792,0.07512933650608784,0.023127688459845436,0.08310596651684334,-0.033156037019431775,0.022609017602035996,0.008809982463746872,-0.029374010798851508,-0.06154445153669705,-0.037904733410074894,-0.05673966117732056
FGF11,0.13187812540386984,0.031697133198749734,-0.011880091203981947,0.03263185330618161,0.03814103040518239,-0.01188497830668023,0.12489959120408421,0.06943099184459392,-0.035629729916400524,0.027579491582614923,0.06271820090149231,0.05268193600958787,0.06766889593273785,0.06845831730952799,0.06419696302745859,0.028083665635438123,0.025183159345190137,0.06894969437960864,0.062207846978387896,0.1173498773384019
CD59,-0.05744768622331329,-0.05755368936320028,0.01263884843264481,0.041343869607421285,-0.03634177782139887,-0.03516565978698429,-0.07245339023278753,-0.03693788892982019,-0.036572886808929686,0.057104316413829403,0.007399460992530586,0.010038102433167962,-0.07003974197256299,0.03464803773820316,0.02890855499656614,-0.10074674031173562,-0.015257501380317152,-0.0032442206012686225,-0.1039352200499738,-0.05380792158363974
COL9A2,0.049644662284036314,-0.037622844170985575,-0.02651024022332944,-0.036768077272061224,-0.016218405379512427,-0.06355356516333836,0.06916473786348201,-0.013293734206556435,-0.0015295717175134458,0.027000531288642708,0.03308093171970114,-0.02507659142047989,-0.044110161039551864,-0.009737695307570116,-0.013204697959695888,0.11083682775974339,0.014227313871155833,-0.06873891466101319,-0.06030245464503061,-0.015586965336770479
DLL3,-0.11501014392203449,0.001584862560385365,0.039059500108647734,-0.07368069358142017,-0.08966715798167801,-0.014935176972113043,0.08520108252520738,0.05952044993298843,0.0007500197082988481,-0.024948517080891196,-0.028373537138758675,0.053762000962535424,-0.11078822409268894,-0.01609089322323464,-0.030721717538337082,0.11329545407589742,-0.0447315134491139,-0.030102258358701672,0.0236206849113888,-0.07163667908850202
FGF5,,,,,,,,-0.014178831143112924,,,-0.015726145121413737,0.03614789648063105,,,,,,,0.03161079609121946,0.08046819016883255
LIN7C,0.06185933673668658,0.010167905324158795,0.054475465702159276,-0.026357014064551928,-0.06059510883360199,0.009684822948647094,0.01340768596408428,0.025414659176981935,0.02758164507851431,0.010273965787501496,-0.0005641630295830722,0.027447695177426276,0.0008494533613073276,0.040035884298256975,0.016716135042148996,-0.0013424926407511033,0.025123837465516823,0.019176083867195173,0.008366201008822535,0.016630463378388236
GDF7,0.009899689439936955,0.002317277464968561,-0.02318420408418317,,-0.0337842350534368,,-0.01718508449364109,-0.010090589846274037,0.028296843792890155,-0.010894635022637971,-0.028907100777092274,,,-0.014285847881501827,,0.0050773689446816156,-0.015824300367132768,-0.031193591174465893,-0.037758079794711,-0.051957083836806646
PSPN,-0.05959468941986663,0.06466526458693973,-0.03408896878264577,-0.04361063062533976,0.04629342202969361,-0.04800509895281545,0.06393349968308336,-0.0038284644476582826,0.017132411060104342,-0.007700666533749201,0.00489579808898327,-0.04789794075573731,-0.01555808788898293,-0.004987766897014763,0.010298984646484804,-0.030635783537459004,0.03841468225599992,-0.04581441993410582,0.015222243038743762,0.02758808216902298
ANGPT1,-0.020023912837951872,0.011055710796899378,0.01613055255198803,-0.021864692169374367,-0.005961029247321764,-0.0034198028723012564,0.006398251136303563,0.04093307973942113,0.013350412371064458,0.017862930696818324,-0.012029932083686785,-0.007908395234178736,-0.030701184232896188,0.0021050344367139423,-0.019669969114576857,0.0165530282054066,-0.008445496764882179,-0.04547294535975826,0.07173143356015108,0.04279644709335943
PNOC,-0.07278864754454076,0.057921177354393366,0.0013768201909419016,-0.028245279436766392,-0.05087366367780504,-0.05434277938571809,0.013650958966538736,-0.037500778253396566,0.012743679483589745,0.021157348977778625,0.012349130904748122,-0.018923176175888134,-0.013649895093592136,,,-0.028017892414352128,,-0.01643748821075138,0.017552828421099877,-0.09497599838218593
L1CAM,-0.03760643229715128,0.03518322374807873,0.024127237228131565,0.05393500852576562,-0.04848228732009903,0.07070444925523979,0.01907368110526922,-0.06175019293252988,-0.08227028205038175,0.05557109462162141,-0.021511529597537084,0.02770750111440181,-0.029511482978574498,0.14747617074858566,0.0746950917780086,-0.030288576545939125,-0.03153147098411471,0.04071319577469471,-0.04157798701924735,-0.1096222530370092
APOA1,0.061071675997426536,0.04365894212532417,0.11195059440240154,-0.017996746139057586,0.018747894443525093,-0.017149972623790814,-0.007648613805043465,-0.03034484316238167,0.04156519458775378,-0.017631920787484934,-0.0028267432749210604,0.04015304684205758,0.005114048935323207,0.14908583278552023,0.053178908903148824,-0.022050494123652096,0.010527638962178816,-0.03043419845659795,-0.05762767924134289,0.038474602472447654
PSEN1,0.021203801348415267,-0.05541922134559411,0.050247352404644965,0.05596674678113103,-0.05207277267539351,-0.04655574069330208,-0.00047825952773153315,-0.0027355233169130745,-0.014452645656020379,-0.013318211270040393,0.0035571817007909244,-0.07228744966603677,-0.018636376477507738,-0.010788905841054755,-0.00986167352019646,0.0025269393545279705,-0.053132751985959764,-0.060066161134176364,-0.0006906461040070642,0.017422925379438677
CALM2,-0.16145179077512958,-0.05759860636041979,-0.03831464047608361,-0.09496289154773326,-0.051860612388371426,-0.04303211180181516,-0.03223115429457025,-0.1411457913212947,-0.01932948165651824,0.038010894064996234,-0.04352410898081999,0.0005735308021811089,-0.06481913208311949,0.00037959389609732217,0.05981160358866988,0.10373008296426701,0.05568559379331509,-0.026527336570474357,0.09645080744050513,-0.13549882679412728
CLEC2B,-0.018722662651234897,-0.012341999785135557,-0.001967533613460752,0.029775910389781123,0.023957941862849445,0.024003204262460266,0.03547353867304492,0.07846739499027332,-0.013624013593001805,0.033612765830669716,0.04559584976602069,-0.028874264554490773,0.005745758909856491,0.0068879790858867385,-0.04058838191117554,-0.03161734553768655,0.03496943963630693,0.012424357224072017,0.017063078109301157,0.024823250974635915
NTNG1,-0.10888159619777583,-0.037811663080528295,-0.014921461291969538,,0.006346121393428796,0.04938687707651719,0.0228585308160905,0.06432847611955964,0.036831740698235534,-0.016585440503347672,-0.01502540047450652,0.03282845380763825,0.018064865106491503,-0.026573333455672744,-0.018880934090402146,0.037848807112609684,-0.014014811482855919,0.047266846422456744,0.04570129594520135,0.02562419681056566
LRIG1,0.03444664040131111,0.029657808864025987,-0.028959305285034556,-0.018348165340783016,-0.007886159757609767,0.016771740953834602,-0.0016139290744366412,0.0582630003585762,0.030074362212148677,-0.03936434609136112,0.0758997662244114,-0.012434840385295172,-0.0035878456894662993,0.07037640149255102,-0.007340195058462311,0.09411273322364515,-0.03613933494590078,-0.0831067076784423,0.05246838465608809,0.015419397158215291
CPAMD8,,0.06713933668335202,,,0.04549205351537502,0.031958003127398694,0.1127832141206539,-0.01282666090752855,-0.021901909739861256,-0.005901117420498119,0.06083310182383654,,-0.02960622133714642,-0.05074773003794056,,0.03972411301925074,-0.01315429101077249,,0.04406098677259361,-0.022992806814861235
GHRL,,-0.05073298900525305,-0.02940665906141609,,-0.00910373186956488,-0.05199040659765729,0.013096647966723628,0.0016550961425925196,-0.038401817610844956,-0.009935718671300843,-0.017539148396049017,,0.01132625610005661,-0.03125460206319428,,,-0.01174920344633889,-0.012009535491466713,-0.04761221073854293,0.0011858951364840178
NPY,-0.11269914875648446,0.003828307444068178,0.04810205360829299,-0.01720727925636968,-0.05698055802597172,-0.06686479805552849,0.0015896467693549414,-0.047940756362131326,0.03720820965920075,0.03847559979315199,0.01629763740529944,,0.003344226519927433,-0.030831159834801634,0.01760385211371592,0.028935676297673053,-0.013056978032328428,-0.07128680221977934,-0.04179807898687936,-0.11368248930441224
MMP2,-0.10040350632113972,-0.0660655257896693,-0.06999794178114185,-0.026960388853462393,-0.036590158948818625,-0.010215051798735867,0.053073304124147264,0.09762005081493096,0.03658240107726139,0.011694502244693148,0.022776814156947642,-0.09514879716571273,-0.010543559837528176,0.06903325314641962,0.020652655768249064,-0.04181721995458874,-0.01674864193614328,-0.08433511297390676,-0.07369609923566495,-0.03914627702592892
LHB,,,,,0.011503011303514249,,,,,,,,,,,,,,,
PPY,,0.10691096308635879,,,0.09864439762896929,,,,-0.016006732826575342,,,-0.01750309413437373,,,0.10002542806350746,-0.028404174799623087,,-0.04986383098855517,-0.006400044947968042,0.059356688392948206
ALKAL2,-0.01812560806702056,0.06499838870761683,0.016172349261200043,,0.01029548645998927,,-0.02157007725304653,-0.014543300089166433,0.029451749172260986,0.020810263027333457,0.07615807156491172,-0.02569068268497595,-0.020957993632699644,0.02457593022763991,-0.01959111470354283,0.03136621636563393,0.11887344110729785,0.03074846112942168,0.010763409729605398,-0.03885666318119152
CSF1,0.07429744672400307,-0.006292901901995058,0.0413495386817988,0.05709325971874844,0.033599455662211716,0.03477187244976921,0.06268953963939407,0.05131700641866129,0.03967369037586969,-0.025183175067589048,0.02426193383490602,0.03204441158220978,0.02484280198228547,0.02550521552068703,-0.012287357129910819,-0.03256305528642844,0.012317276741199895,0.06337126314117031,0.07779586175550865,0.06812640273988022
SEMA4C,0.021599672591472552,-0.009119846630389986,0.0028010311100062453,0.0008021365401480053,0.00781727595643068,0.044334279708605394,0.09229494451432986,0.03544667536201002,0.0017653575918556987,-0.005545893228234697,0.007498885971253715,0.0531067387997831,0.02835316967674355,0.0691353241776303,0.028200267027445877,-0.00835895565217375,-0.030973370031306784,0.04581727973761133,0.07523613809936607,0.027713886423652433
BMP8A,,,,,,,,,,,,,,,,,,,-0.0297096533294886,
ICAM2,-0.030695312374355174,-0.05825283868356072,-0.0015298415676348143,0.14834932459000946,0.02427817119866025,-0.03643231243005428,0.011129902670391706,-0.02364551822939869,-0.01167165410104054,-0.044633667461648686,-0.02576538942091832,-0.01065129772286982,0.00708025822347243,0.023941846961849072,-0.01043044965537371,0.018314590219470718,-0.07245345838179972,-0.018757966932861418,-0.05017980953506113,-0.09756246269930818
SYTL3,0.0639331217509013,-0.01762610134082929,-0.007186327672024057,-0.04527419372040065,0.020341621836413498,0.012304754640047733,0.14005092276458317,0.0027493473889559934,0.0004112170448777627,0.028019080223400977,0.0015685516680303887,0.040299919300004136,0.049521350886726934,0.03478995714918577,0.03802434873606731,0.0108560946774586,-0.05715560872369504,-0.016207780657816192,-0.0197349816011469,0.08072086754278014
IL1A,0.02286380129799686,-0.005320137434587989,0.09956487762589128,-0.049902521390939765,0.07816571242365176,0.010361444923452956,0.05744582667232575,0.023488917348602777,-0.026529228594529646,-0.0062410414122495775,0.005236831208191122,,-0.01004662298944403,0.06599112359789519,0.03970434786525569,-0.02578557063023462,-0.03819263007949622,0.09452604858356277,0.005212833607102666,-0.005724606821583127
HLA-G,-0.0775537139611578,-0.02930042456628826,,,-0.006342846775880278,,-0.01602106059929367,,,,,,,,0.09777726956028593,-0.012274752270093878,,-0.04133019474920438,,
PGF,0.07125050584359474,-0.04810147174407517,0.019675269076657766,0.006887596781192896,0.030671213444427966,-0.0019037632619004182,0.07611288633209895,0.08410867417115894,-0.020617010271796597,-0.017965524468368244,-0.027768733362108174,0.0028075312825793087,0.02281510226463743,0.09847946462922728,-0.026284651369443253,0.028392450460798056,0.014417553784229322,0.009485987573978415,0.011184817143490325,-0.07462574964531185
LGALS8,-0.0170914313928782,0.01813081506997218,0.04491648999642178,0.015520350567352672,-0.029512040995671368,0.05445112769913824,-0.00023353917176951306,0.011481895688077375,0.02992155789566166,-0.0019176518298270036,0.027940675418785168,0.014820348212962508,-0.04094537238391291,0.09335833200357366,0.07238186640117196,-0.0388001194395743,0.0827837333020309,-0.01580831520406245,0.04528957040984653,-0.006370507279658419
DKK3,-0.16444015038727888,0.05853563527250134,-0.04173486215879523,-0.08390725882913518,-0.024543014022239122,-0.06765787785831777,-0.048568962549799886,-0.08868754784959758,-0.028188779464022887,-0.004669189248023694,-0.018590550997511633,-0.021923757080944014,-0.06549373371878679,-0.030722322685914537,0.000942829704467434,0.01901530693640999,-0.038166521409260676,-0.04844541793579795,-0.022129150715533865,-0.20594331204822952
COL16A1,0.03947854523040278,-0.03559114015793535,0.012485637347657749,0.020201898307765333,-0.053953544239858466,-0.0024998873389387175,0.0014603514865119958,0.012094357596582098,-0.004014675348627565,0.015526632771861048,0.026865153487186346,0.012973350655723952,0.05190150225084916,0.015669985174659177,0.04113574653988818,-0.008974319643224244,0.01450427149149026,0.010003356505720548,-0.043072336867626806,0.01068772398359146
TPH1,0.10810929068178558,-0.021513952958993117,,0.014493271242758166,-0.020653631492768377,-0.017643366359895454,-0.016976547851224776,0.0859891533304777,0.04720808428842361,,,,-0.02982151114258259,,-0.021968881522140393,-0.01115771093725569,-0.03832215094848364,0.01331220325863665,0.011466944661477001,0.020130218909180743
TNC,0.07935170333462613,-0.03112851450517591,-0.02590315367855276,0.06001144651645176,0.019284667180795835,0.09479913753439377,0.04702281724909652,0.14472808332841644,0.034703071154592806,0.012029830530835747,0.059929894417306874,-0.10889981615354219,0.05967551095585749,0.08522636334524471,0.034609415692727685,-0.0732839035077108,-0.004441891127370964,0.05826014800525887,0.10183656920332669,0.13026292013385737
TNFSF9,-0.04051853630985053,-0.02871925498426493,-0.019937987759029857,0.04530332619346742,0.0013109256776337565,-0.042732705176162664,0.03562990127027035,0.009289776330928904,-0.008743124711827532,0.05095375144383191,-0.034570435152861574,0.018119727052070565,-0.030044249680970164,0.0032485867507522402,-0.02322813786629621,-0.025507065369700776,0.05149347332086708,0.03350830190800289,0.055480399937986244,0.07963738183146221
C4A,,,0.03503081082973002,,0.07977123521333168,,,,-0.018975178888902103,,-0.018925274571544838,0.09038444219499607,-0.013614286624530328,,0.054060609453951226,,-0.026907183067642372,0.04376664351406137,0.01305296402860604,
CNTN2,-0.021824534655571656,0.03734166123547126,0.04097045784634031,-0.008907002728531914,0.024589488218339492,-0.07518297576966312,0.005378002598991556,-0.03323099425920363,-0.022012128461827055,-0.008262535303510813,-0.008860728281203245,0.012058500377307903,-0.025043507186231807,-0.09702957055025627,0.036454099053341384,0.07087079963997091,0.04250975182953728,-0.023117923176494203,0.07778950928027016,-0.08897104614411491
F7,,-0.020988482544939673,,,,,-0.014744180252558555,0.046981814384615246,,,,0.022756040796439413,,,0.030801772608697885,,,-0.03119359419080994,,0.038080761602187506
LUM,-0.039954305529303985,-0.053920565130312396,-0.0014167514778641711,-0.03893097187927889,-0.0006240289379352904,-0.052554095487013334,0.004431796456959246,0.031114206702692323,-0.037769234713897856,0.007597806567849155,0.09178117434130438,-0.022533919788284444,-0.027056949764076552,0.0615239855453119,0.023046679937034964,-0.10633492231660614,-0.03789252124555873,0.039388174568811746,-0.050006252975617206,-0.02675424502633178
BTC,,-0.019041558897146815,0.0166260067062876,,0.009104397599660882,-0.046963489787317445,,,,-0.026097043643161892,-0.023064734500461016,,,,-0.02785418754185904,-0.024144641423221737,-0.023087378542474283,-0.03018664316314044,0.02138838588120956,0.028595170082689907
APOC1,-0.1612705650683477,-0.057540079563379525,0.03553001890348056,-0.03936820286780565,0.04373010919362385,-0.05156546505967928,0.004203354279926714,0.0772645310021641,-0.055113806351603775,-0.03857163783859571,-0.028563969618412073,0.023180898719277487,0.033435553061339496,0.06012748360810905,-0.0568195956540093,0.06820260637832712,0.07143245484472496,-0.03058851058839929,-0.09694168517589845,0.043981783429645496
PKM,0.1340632658717228,0.06449499313005116,-0.0013971083311302042,0.05526300512883672,0.01855190661681789,0.09206359475769176,0.0011921260509340872,0.1500812846296059,0.032583985696586694,0.018769246682621064,0.0314837733938265,0.04930316585498626,0.1056278360398564,0.08795412006919416,0.04961383449695645,-0.1286660494108399,-0.026054374477229036,0.039230113546859735,0.15390025330612517,0.12032994402774302
TNF,-0.07226908809699822,-0.0025536278494610316,0.04049692067210182,,0.05933648804496582,-0.004315602636211873,0.03470524239018694,0.002038269965043942,-0.0365751536568696,0.005431837634017599,0.07729771847619621,-0.013022327400711752,0.027387276830770635,0.16924753201167675,0.03693338345645843,-0.030734793049442235,,,-0.032423850902556714,0.05297663964177462
GNAS,-0.14060826068919952,0.09322758620175958,0.013450081585444012,-0.0030423715339604725,-0.07041242605555383,-0.08930880814132068,-0.009730736703063963,-0.04137239526358213,0.021173041943301125,-0.014837010429594394,-0.03360805612040436,-0.04150725370870388,0.06076897414671944,0.029570711984443845,-0.04541445998335537,0.05688520437882702,-0.06162004729326634,0.023027528930487956,0.02072844767891191,-0.1232051393911281
BMP8B,-0.05324622807396928,-0.046821706091239174,-0.0171423403551871,0.0032051436802467376,0.047608822764030924,0.017649185385117578,0.055974095827464196,-0.030946252951620498,-0.00566687989932963,-0.009644982632421303,0.06156156937344509,0.06281578490854581,0.030727785629567864,0.042778081005987685,0.08241832830545512,-0.009722524675428426,0.05337458505740554,0.04613374812690268,0.009276297834315245,-0.02361266987077851
LIPH,0.10534333419700154,0.04200169014170724,,-0.018337015354558946,-0.029295596807303016,,,,-0.01529918136265873,,,,,,0.004739957539634612,-0.022384761758745694,,-0.049536807267415564,0.05332849231503453,0.06250403493771425
CCL28,0.04352075339436293,-0.0302620435688295,,,,,-0.007296813503926427,,-0.023558222426037074,-0.011407977843749107,-0.02350812940449342,,-0.023649753786901713,,,,0.03561723122322972,,-0.02306961005210311,0.03093707134737006
PTPN11,-0.021002038603230543,0.011858389924603255,0.04846429518819293,0.0022289042075893254,0.011148823249627295,0.0037734979150389103,-0.04861571615512098,-0.028163923638084617,0.02347263464560191,0.04226379351509051,-0.02967160709934831,0.006903409959968514,-0.014593132287137815,-0.030785878987208633,-0.0008720791523305432,-0.013499837980294194,0.029241140688137778,-0.11710461936039859,-0.005687159806718179,-0.10862467091898445
ADAM12,-0.0035871704225641505,-0.0604515156071004,-0.0072844477380100995,0.02260093701839607,0.0076668510664179125,-0.0282047618697565,0.02321337380590524,0.020360589055171394,0.030926335113814818,-0.011025101404030067,0.1101176464844443,-0.04964360001620558,0.0007837208229855124,0.07844969274260291,0.012710457002525525,-0.09543824022398185,0.005460149161763267,0.0016837131359384674,-0.008056259463241495,0.027703901487138288
EPO,0.06760263504054534,0.04340148854363793,,,0.008275925656151092,0.015421527400306834,,,-0.01600673352527239,,,0.07204089508034654,-0.006329611378677243,0.016988632108216932,-0.02980878182759523,0.02496630837985905,,-0.017571388020659266,0.07978578104776224,
EDN3,-0.07830614345198296,-0.00018701610986943362,-0.01714806584910602,0.07691282744586439,-0.01353343676529919,0.010607473137815585,0.014522644510871088,0.08110452857252919,-0.024809647514679373,0.009650487100496357,0.046408533816422425,,0.016328186645240696,-0.023843869018031115,-0.016911915733310457,-0.009039163882406493,-0.0457351687370737,0.1009547699699274,-0.03474949776931646,0.02664770012893232
CCL22,,,-0.023184203522768433,,,,,,0.0022427687184392274,,,,,,-0.019748566343641735,-0.0325451643016884,0.02200836782796141,0.0038210413911921844,-0.03790931591264253,
CCL2,0.09815830097105185,-0.06144649906607253,-0.026119238735337346,-0.002118541309731964,0.08801785891861053,0.06864413958401692,-0.0026276042222567637,0.012242196513433773,-0.021090485416828817,-0.010166290655665952,0.08586374878276513,0.0784663644034372,0.06505784048362995,0.10039056365011044,0.012682087887499811,-0.08935396060584719,0.029029198717354144,-0.011503354872381454,0.059817577436564885,0.042446164626987706
DSCAM,0.10621191410009764,-0.04981948831504287,0.029404019709746383,0.0805660881675517,0.02563122321028554,0.03235171313459089,0.03273033102193681,0.015418352986961297,0.09700790316885034,0.0425748854984769,0.06143449643098087,-0.025313428536718512,-0.0012829456331690686,0.021681739637229205,0.012036334645274763,0.09925633873764036,0.037064786496842674,0.0008338642934473874,0.1369264489572195,0.02721480905901567
GPHA2,,0.004650542845080354,,,,,,,,,,,,,,,,,,
ANG,0.10456318022399594,0.10495930792740599,-0.017446692148877483,0.06860801670746292,0.018897152308197107,-0.019550312373380622,0.05697072480879161,0.09402728757934521,0.02368239674510344,-0.0020327629619914943,0.061651023240558045,0.05372094816013944,0.05259895355379038,0.09898399691273976,0.07584038492631513,0.01697021988931665,0.03769070075284015,0.043512064621445024,0.03245932773045004,0.07272906929145238
FBLN2,-0.08091333759302845,-0.0406215972758412,-0.042161159155116076,-0.025144309532049946,-0.04528599925026807,0.010220203265525,0.027959442304865315,0.07200001512160609,-0.0006298734039417683,-0.025447659970717313,0.0996782730444102,0.008705668344452015,-0.04890198223564529,-0.04293436387125936,0.052774633187213094,0.01699805742011152,-0.045620037005413866,0.03351836180613524,-0.06207098097852194,0.015864450399903342
VTN,0.09069240085760932,0.030224810462521626,,-0.021393527214446522,0.054016720575710164,-0.02145812568582133,-0.01697654229987832,0.015131652509859463,-0.02629726559255292,-0.01521216664156763,,,-0.024779883950362066,,0.09946657025476625,-0.025025135726200968,,-0.027939875318775568,0.0028716696332187893,-0.005794255494842426
