,UKF255,UKF266,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.01718654774301489,0.04130852754669705,0.04360713924277158,-0.09036959153792079,0.0754228613573531,-0.03919389075580313,0.0018448887343358617
NDP,0.0029041470794580176,-0.032094344474089764,-0.0004626737925175715,0.033151446401664404,0.0009416746416585644,0.07259560740106517,-0.041572239858304674
TNFSF18,,-0.012213190896766464,,,,,
RTN4,0.009812995171872724,-0.126522422669844,-0.03314953326297557,-0.02653379676700975,-0.06789735807737399,-0.114185109189654,-0.03523583146484814
HEBP1,-0.02497096023857864,0.07604606449378361,0.048217502860133425,-0.03501812894837525,0.0553508544667679,0.0646856970139161,0.007833413369692696
WNT7B,-0.03110382432816326,0.004328125595813445,-0.017327980410077125,-0.055100145458115965,-0.01784752459133541,0.058215892797304734,0.026438622126936526
PTMA,0.06676107438954114,0.14404321885501722,0.03680854574960875,-0.049393567397220874,-0.09328819645499271,-0.006667374744064062,0.025731857663129895
CEACAM1,,,,,0.044248770120339474,-0.03190391007339262,0.08764440678609395
PDAP1,0.010409378344730916,0.048417928238354425,0.02236187555849915,0.049808926904846354,-0.06988420346484578,-0.11860022094890875,-0.026187793325786333
QDPR,0.027654274606076067,-0.03510680858343162,0.027776807151480436,-0.036449368474678286,0.0240584926149205,0.05347547316650657,0.00597250579996592
POMC,,-0.020898148473036435,-0.013552554444502594,0.03167401345243472,0.12650022299947516,-0.0001203697310267365,-0.019985024749332364
CCL18,,,,0.08366461330069962,0.016321769971074936,0.12193830207505724,-0.05423308683568019
CCL17,,,0.07193736124966568,,0.07715481815953144,0.04867780374946007,
VEGFD,,,0.05522220483055305,0.08620400039350311,,0.1289101404917631,
TNFSF13,,0.1124983175806326,,,0.010173440034686426,0.014872929645309028,-0.012510672701223436
WNT5A,0.022970661762957416,0.12391487287983843,-0.035159978937142525,0.054195020019350094,-0.001566537148150114,-0.011564998222905609,-0.0003771142514916314
CXCL8,0.026749731947545926,0.07303849430649488,-0.01465010596936248,0.06794788139142767,-0.027597475778632953,-0.07149108779666473,-0.05345699129431271
GRN,0.01572306694162264,0.08979143384958041,0.060674077670217416,0.03344691670447435,0.0018586328588221855,-0.07234279767900167,0.04722675222718408
MIA,0.030606538105051977,0.15746400039346575,-0.017891572492617483,0.05070236358568956,0.1348132942466253,0.19380314015138683,0.09712799406004836
COL4A4,-0.03154177379134738,-0.011269278074052263,-0.030056418918037744,,-0.006783610158789289,0.019697462614966115,-0.03180967466080335
TAC1,0.09160281611312597,-0.1211917765675164,-0.010648759612537652,,,,-0.03150723921144187
RARRES2,-0.06009520841004997,0.07269886150805131,-0.009389356055336444,0.15459947359534426,-0.0039140814431530705,0.06127509468332154,-0.042860013944388466
FGF7,-0.022624738027115624,-0.008111367592133208,0.02464133107999523,0.17104177889735336,-0.03396038577386036,-0.008975491524114062,-0.011790613234616592
EFNA2,,,,,,-0.005069789243456517,
HBEGF,-0.04976264573459193,0.05622131282277681,-0.01135825932900743,0.05581340045990949,0.05318556160600217,0.04492246690619557,-0.022854632107121076
CSF3,-0.02207804267013606,,,0.015825100480384584,0.053515928002780724,-0.017039101096792034,0.007917356794003513
PI3,-0.05230597087606976,,,,-0.08735121079662053,-0.10902576833007654,0.014215159512922005
PCSK1N,2.2391660730768814e-05,-0.02885785644222059,-0.04091772341057492,0.07276189156161061,-0.07517692093294195,-0.01453449401481721,0.06995192166171925
NTS,,-0.01375722805628195,-0.028919152091686297,,-0.0459265281911581,0.03456623319544398,-0.010823921028878228
SFRP1,,0.03466661115531216,-0.02144718244630146,-0.02734862742040659,0.02746971140307936,-0.011537281965457316,-0.04567454120521146
CXCL13,-0.016031271314174752,,,0.06691173389140609,0.038597841818270105,0.045817730976174,-0.015499052120614748
MICA,0.019870049256262245,-0.029200167794482448,0.0037736369937067522,0.08807413918325531,0.0557739772559703,0.09795713022156138,0.017352370654043808
TG,,-0.015879467764890496,0.003208424386392806,0.0774752015659297,-0.019500589523278922,0.06794517522826643,-0.028255221192499486
ADA,-0.029210526867282934,-0.03102210009541456,-0.025207730030736758,0.06795946871881983,0.018508158376853004,0.06292950889769283,-0.03027066879584007
LAMC3,0.011286111968994518,0.03985050639401242,0.01447318057494451,0.026782937008325503,0.11115368308407667,0.050528383026853384,-0.008722942185884144
CCL7,,,,,0.011917316250390718,,
NGF,,-0.015153271391288185,,-0.010352932925862333,0.08737929941822264,-0.004872183756195727,-0.005290426127978319
TNFSF15,,-0.01839939356704344,,0.01662442799518937,0.014149220086518897,,-0.021319173360201706
HMGB1,0.09532083148741696,0.02045740032819967,0.004645810998716475,0.010138101418506597,-0.10588204104112002,-0.0811563705981436,0.003280034310479285
ITGB3BP,0.019832502482396795,0.046762401705397964,0.026458473736972302,-0.04904430821654247,0.047948593894976646,0.01782414400300986,-0.002600926902635114
AANAT,,,-0.017891573487792422,,-0.04093839693558539,-0.006542539641193999,
RELN,0.06065747865378628,-0.05376104364194958,-0.003264436016802182,,,,-0.02575125101067633
IL15,,-0.013092262354259669,-0.02382477252440592,0.08952100002795635,0.10819229947995415,0.03321862698762913,-0.022267463236538953
UTS2,,,,,-0.03486204117319156,,
BSG,0.0545877562009004,0.03258499980584472,-0.0010971771641193908,0.06837152600263326,0.08469559170842618,0.05382832539119325,0.03929629245717156
ADAMTS3,,-0.021087847226064396,0.06202023775968599,0.049763555986625685,-0.011626261385138446,-0.013974276489303359,-0.032521715276804704
CD34,0.06691249862291923,-0.016135884324725146,0.0016924267022590863,-0.02537219694802468,0.09793485028854594,0.06122054428305491,0.021469969995054697
PLAT,0.12062497551081776,0.08721055361686156,-0.040467647541315384,0.020975204640948854,0.044966467031390324,0.06059787148006939,0.046528033567719285
NTF3,,,0.028949173300518834,-0.04360579407954081,0.004193351382556522,0.08425380908033081,-0.006803229239052737
CKLF,0.06301520955302087,0.09374417356694695,0.0005747481318092225,0.03930359891295143,0.042324496137833484,0.06820155598584411,0.11758533692683595
APELA,,,,0.047748073845977276,,,
CD24,0.1407247621593396,0.02836144463107005,0.06421313916261782,-0.05909604345197224,-0.031156419193185035,0.03248554067853768,-0.019971799292531213
HSP90AA1,-0.05097279643169629,-0.12748375746794596,-0.04002783527083223,-0.09305553334893445,-0.07699233256965156,-0.1414315399879037,-0.014953194105250181
BMP4,0.12373571413710817,0.04533893805944915,0.0012766734259002095,-0.04940931443938736,0.08177604324831908,0.01999244671982064,0.01970886975552149
SCGB3A1,-0.023599244307950438,-0.016712504449070218,-0.015091717228877253,0.13055834817161435,0.027218430144909864,0.13305119596555404,-0.00863548435888089
IGFBP4,0.05691084969582727,0.10597291224033718,0.015167703810556755,-0.023804093095310907,0.03439435626263796,-0.08266240611897908,0.03596098555786077
RSPO4,,,0.05895686580040407,,,,0.046160830644411566
LEFTY2,-0.006847328065092671,-0.03752810792194058,-0.016548250096664777,0.010108870126731393,0.019412004587043744,0.13166941814740815,-0.022350315155561653
PF4,,,,,,-0.02491581631183585,
ANGPTL2,0.02038273970498905,0.12165454997890024,0.030776401888299696,-0.11671072933741257,0.06940049188813628,0.049784027905374215,-0.0022636662363680568
LRIG2,0.026826788998255035,0.03512692257061123,-0.02000131173471137,-0.001920628559719041,0.09235421848336535,0.046685666435143505,0.03813519810533006
ICOSLG,-0.042280009141142195,0.08928739858602511,0.0011965465260676293,0.034190482308355453,-0.02136183510883991,0.1078336315093245,0.05702118775164505
WIF1,0.03992210704232442,-0.09886861493876369,0.0562418982995949,,,,0.069887777804014
NPPC,-0.02960720544363835,-0.03206288070449139,-0.020973790616516705,,-0.01494931045249656,0.0032300018373272203,0.025745350975930077
LYZ,-0.05674244053042354,-0.0029935546754325743,0.06634579951581479,0.09603510525929587,0.016531281804344166,0.041309445672973365,-0.026232681694943978
EREG,0.0411230846709414,,,0.0009937476435021497,0.007310688228067793,0.013180994047497247,-0.03713647181207876
SPTAN1,-0.026409412453211368,-0.09193244341169969,-0.01347387565896645,0.07329414765790249,-0.022284590389105026,0.009043785449248762,0.04283022185949648
PTH2,,,,,,,0.0033809246174448257
LIPC,,-0.020302741880239405,,-0.022574537257102248,,,
COL8A1,-0.008910123166304837,0.1424463731300901,0.029579439554026837,-0.0010541432702796398,0.07337526340395618,0.022848275362009424,0.02116740492223824
GSTM2,-0.005076370253892806,-0.011071270727840532,-0.04460621453772802,0.0539792657847223,-0.03885480220602395,0.042812509497120906,-0.04488294954237369
SPX,,-0.05222306830407812,-0.011724972837740811,,-0.018940763973709734,0.0735521795239548,-0.046696177225311664
MFGE8,-0.07554722184948728,0.016079651620357245,0.03213137988031912,0.009939577675423243,0.07582025648951102,-0.036901174202132805,-0.03691865998123735
TGFA,0.0029683839908826236,0.03184892334907665,0.009066107262029097,0.039575664839171756,-0.008457130974700447,0.06163955283220625,0.049186022339042755
SLIT2,-0.017540614657491717,-0.02237582571287553,0.0017546895428823736,0.007942422607857698,0.02358497803011237,0.005404496871615186,0.029635594821755814
PLTP,0.05254905252357671,0.06770414298697928,0.06568294950994201,-0.007952751866292627,0.011898193485926207,-0.11696460134883459,0.0820677253617993
APOD,0.02284804966977985,-0.06011505658847721,0.042994953979207676,0.03941044114510825,0.061030012547584014,0.13910076390099282,-0.05009306018645421
B2M,0.05830852049224619,0.10857242663688099,0.056458947832989256,0.15377489941591724,0.05800733323498248,0.08089680278060273,0.05308815524981557
OMG,0.0344861839161769,-0.03585806648606647,0.018134272147180004,-0.017141606409992582,0.06323071542791667,0.12508233226693402,-0.0042946725193982686
CXCL3,0.0533328718780134,,-0.01614494503613264,0.08566377923565893,-0.018794234326772605,0.021597870609699595,0.016841429844770356
CXCL10,,-0.017895639442295767,0.021486008607488942,0.044176867981378376,-0.029704446062045493,0.001532939677831174,-0.00372479346409139
RSPO3,0.0013044819489694446,-0.04345731736745268,-0.039204827989820897,,-0.042067639309509804,0.034269910952850764,0.03193094591613234
CORT,0.04314188034486973,-0.030121310213216665,0.006201502083782906,,-0.01858782702904535,0.006813071363484913,-0.02606939921566863
NCAN,0.10671279046120902,0.08130122587824476,-0.051126719270701525,,0.0238603761463397,0.10921248279607636,-0.04861366511199749
PRG4,-0.003980543541203228,,,,-0.008499179457139457,0.09729452937560838,0.009566465232984505
ZG16B,,,,0.04809314563000259,,,
TGM2,-0.03791379873006481,-0.07363941315296546,-0.0026807287609794898,0.035137165917261654,0.08983877069178264,0.01564378451570004,-0.08506563016231178
VEGFC,-0.032828176985834935,0.01794128201615991,-0.04466883142856592,0.046178593513102426,-0.018271454698836113,0.037666640105296946,0.034683246836780125
WNT6,0.04459286231767174,-0.013428627163193586,,-0.0341445813525359,-0.021278280183506196,0.08215481793067636,0.04762962660756935
NRG4,-0.01654868031220876,0.006091504896534208,-0.002910108625475625,,,,-0.039372951207109874
PMCH,,,,,0.028834738118355286,0.08565957397933797,0.010114935433952452
COL9A1,0.041868607001977906,0.08526604312955437,-0.013286368675290715,,0.03322523310323048,0.08896878627757977,0.017314671271139125
GDF11,0.018739359159733356,0.1108315461684133,0.05128041525504671,-0.010549393817126362,0.0017732018963808802,-0.0015759255908950952,0.06350968926511799
IL24,,,,-0.019255384722800084,0.00523639483411236,-0.011469580453859382,
SORBS1,0.003998941875080034,-0.04466854347169199,-0.06400810223761487,-0.009377867080630917,0.06283680308478723,-0.03123029229803703,0.0679571197556726
DLL1,0.1191066965028812,0.024058104468844283,0.07398144612190412,-0.009099593775889188,0.07316964385340584,0.12815387260951489,0.012797619788013281
TLN1,-0.03875740030140621,0.10873485802902465,0.008201611947222987,-0.04758921910190577,0.0056331385878589805,-0.056427984322756114,-0.026630883731292004
COL2A1,,0.011194832227112773,,,-0.04468624951430368,-0.05048694383163746,0.019558231080312932
SHH,,-0.015879469462463863,0.04721624555562087,,0.09095744857505103,0.05545638560519288,0.0053989083874313275
PON2,0.03784952840127985,0.010666721563042492,-0.004911507035375982,0.11312895491077675,0.10219878435555782,0.1441368575337707,-0.0028694913932263044
ICAM5,-0.023599245978066535,-0.06660975802668882,-0.0171330021144189,-0.018227587524695624,-0.00043478450396029127,0.01717881862674811,0.010619332829112588
HPX,-0.022078049163018455,-0.013428628069049263,0.0038534961138914545,0.0636342954952092,-0.003797868807722899,-0.022874265171158637,0.007231203206710585
SFRP2,,-0.008390931657644707,0.03113464454863517,0.06140734689299506,0.04572527542008502,0.020398201171862907,-0.006098804078591129
CFC1,,-0.02269109510930607,,,,,
CD70,,,,0.020764222099665695,0.07096999982922038,0.03783494636265675,0.04377919309698687
HP,0.06498622129020469,,0.04842844064236228,,-0.055974563360798056,-0.04141971449928678,0.0052289683524497435
CXCL2,0.06577486092175519,0.05217457234085729,-0.02097378897504309,0.11071834891959251,0.010020494680943983,-0.023877648777520535,-0.0323305453380094
NPPB,0.009117936758396656,,,,0.006385683867177067,-0.01418606806382808,0.05829998419272758
CCK,0.07333556771272444,-0.12054289906054384,-0.04040359559292433,,0.025961721183396246,0.0839645866169948,0.01625908079275372
SEMA6A,0.027303390145063947,0.10848872455382608,0.017692694814820168,0.032409528508925714,-0.009266682522797293,0.025728115523878044,-0.049936075932547126
IRAK4,0.04868805019993415,0.06133014285501439,-0.01759189168841041,0.12763549290844484,0.05276153896697909,-0.019232198797857352,0.0173777723397641
GSTP1,0.05787433974604394,0.13112303622166818,0.048498894118950794,0.024708989963721013,0.027233074218785035,0.10449690063547688,-0.04119501687371435
VCAM1,0.041253207694461766,0.05223905562614964,0.06665705401230287,-0.05572688334589509,0.02861937072577704,-0.02970302860040721,-0.06791713788531381
NXPH3,-0.029429292411040156,0.026523828191612503,0.02049143485529165,-0.025329554090209053,0.05210427093973577,0.0194132470758256,0.03915221043822703
MTMR4,0.019414553964437243,-0.022448486431600568,0.004270897674892994,0.009860432017539425,0.050415383919907256,0.009614952824191217,-0.008922389016987041
LAMC2,,-0.01839939175868781,,0.0007883949524712746,0.026809982852660424,0.020978780410578792,-0.022004110669019358
IL10,0.021830864331398466,,,0.01498260110922986,-0.036947223590455304,-0.02041587196987935,0.006595363182477843
SEMA4D,0.023649297076649478,-0.029089756808313647,0.0314380451613312,-0.0027583346675676967,0.013026456734690167,0.06815827428801775,0.026056203273069338
TRH,-0.01705137339657272,0.10708595645775405,,,0.020058756000235083,0.0942682995846986,0.026716225653042068
SEMA6D,0.04502112626250501,0.08410085545226048,0.03159163993423029,0.11340037934814409,0.005046246747974439,0.06282642328827971,0.010888667402920117
CEL,0.008795354721144876,,,,0.01312818353932213,0.12977270165269156,0.009058197380968865
PDCD1LG2,-0.02303914484335105,-0.012920985147193205,0.04123074115483094,0.006317670433108026,0.03234492340544431,-0.03427797098752653,0.008823351316830477
SPINT1,-0.022466845434986588,0.07371040671754346,-0.024663183694528183,-0.0015958409958807247,-0.02294722843510831,0.03726794336576062,0.08754299079081636
CTHRC1,0.005145653670679724,0.12216813224340463,0.056002088878331344,-0.16477821803999315,0.07546510472515852,-0.004814868068878888,0.010201382517055086
PODXL,0.00398989409852635,0.09622270870447691,0.003794717719977017,0.02476181422913252,0.0038011187167471265,-0.03188886071786395,-0.004419672222816474
JAM3,-0.10211734352900174,0.04901131060204785,0.0027310947019383706,-0.032671535386691576,-0.019577688747230093,-0.004535275562303726,-0.003405909411594914
TGFB2,-0.021033901443836118,0.035048180296622954,-0.013601384387925058,0.050882857720992485,-0.010948409155550128,0.009783842115384495,-0.04549534413354094
COL18A1,0.07261928763232575,0.11360994061615366,0.05383917719469661,0.0017492537631390267,0.11782413866324334,-0.0582898082629275,0.045453183936597544
NODAL,,0.043929897980252125,,,-0.03385988492845269,-0.034992191942158885,-0.02516335088882534
INHBB,-0.007515911051859881,0.02067288082555015,-0.025503914207974855,-0.035171614375515935,-0.005175119879911139,0.018263851196329367,0.0413702726456083
LCN1,,,,,-0.014324655746886456,0.029345565129432614,
ARF4,-0.07452195436064926,0.08742607721233026,-0.013690306781513747,0.08722862921780877,0.034413810351181594,0.11848493492144882,-0.009596972222533686
CXCL14,-0.0012542516813002732,-0.08887952624509916,-0.020596217077747767,-0.05990697801730359,-0.030759948459639586,-0.08328262397554531,0.039610952348410666
LIF,-0.009442139107067656,-0.01630086253428332,-0.017891573487792422,-0.004307732328771665,-0.005434687164956648,-0.08724419376335187,-0.06045983777677964
IL17B,-0.01705137339657272,,,-0.029978124342421083,-0.002152179225713957,0.009958824304062057,0.08114183574703308
