,UKF251,UKF304,ZH8811Abulk,ZH8811Bbulk
BMP1,-0.006031469370724204,0.01439145583286911,-0.033929385418443064,-0.024795234919783887
NDP,0.040318030551306436,0.03904579152276916,-0.01607903821785164,0.03053083873006151
TNFSF18,-0.024170223478012468,,,
RTN4,-0.0011895025737960166,-0.019213833137151536,-0.03526097476449463,-0.060219212429877725
HEBP1,0.012076821342739394,0.038873500023352846,0.08265752756146856,-0.0020230383019817807
WNT7B,0.07074230692329526,,0.08570811484515048,0.011652504627227285
PTMA,0.021635489170500004,0.05260104864630423,-0.05283864426301431,0.0074515119166889176
CEACAM1,-0.011522183551983855,,-0.020585075943705504,-0.0219308677732685
PDAP1,0.08330710325612913,0.014224194900736375,0.010880306968890913,0.010739482321020977
QDPR,0.005069369567028521,0.07269946530234957,0.027222426197861867,-0.014881082846785807
POMC,-0.02047308189278169,0.09441084524553559,0.03745325002058249,0.08124527346906846
CCL18,,-0.0066794339169412055,-0.03767043646820888,-0.022134851334552466
CCL17,,,-0.014604115036376809,0.049146658454211754
VEGFD,-0.016503216249834564,-0.019823609239438898,,0.05224214133676937
TNFSF13,,,0.002559939566759866,-0.03441179891173189
WNT5A,0.02724374817250967,0.029579209241016483,-0.040692333284969996,-0.0018396224327503635
CXCL8,0.06629600144227,-0.02173372309717216,-0.04978364546791424,-0.06251860300485686
GRN,-0.021997475996995173,0.04419766067440188,0.006365056563093664,-0.041330154711080404
MIA,-0.014676806416094045,,0.13247425385855519,0.07805168739695788
COL4A4,0.05551398597348945,,0.052412242545458364,-0.035114748391641894
TAC1,0.008219896753865849,-0.023411823500121776,,
RARRES2,-0.027237298337495615,-0.03948755823447008,-0.056968536356383784,0.014079331705162228
FGF7,-0.018626931113528603,-0.021482106711652654,-0.0073955436930314995,0.06623059885920494
EFNA2,,,,0.11585113251943947
HBEGF,0.020260089435841944,0.025358871275482094,0.019100818745815644,0.011099032175107559
CSF3,,,-0.07270257056005301,-0.052808510851984326
PI3,,,-0.08159796368376983,-0.045235583824850455
PCSK1N,-0.0368052262546273,-0.04261570816740282,0.011956095982267361,0.011058463764086807
NTS,,-0.017847616195944035,-0.034069880147518716,-0.025394241879288442
SFRP1,-0.024454355921542405,0.049440882922406074,0.004242704029984723,0.017501344534463198
CXCL13,0.05248611676444712,,-0.00631782935665345,-0.011943316512236858
MICA,0.0356344140213928,-0.0066888711733176015,0.02080812792853557,-0.029769912593841073
TG,-0.015667848091550807,,0.024762865740643198,-0.031275784882109164
ADA,0.0004162860269852976,0.04940337798899002,0.004891703423006173,0.02026514118869194
LAMC3,-0.027861628458670462,0.03959364639916312,-0.013301154717655563,-0.004474453942940446
CCL7,,,-0.02188820218193122,
NGF,,-0.017847627947415134,-0.025279121237056824,-0.02056364610046561
TNFSF15,,,-0.021338539294259096,
HMGB1,-0.04386664017627946,-0.052060959885233446,-0.08470877893145069,-0.025064582612990816
ITGB3BP,0.036771554014079076,-0.038683760128458186,0.0406323598535277,-0.02275568621073583
AANAT,,-0.01677939505332981,0.003532298270231662,-0.02805013913862589
RELN,0.027798950786443923,0.008251755577817535,,
IL15,-0.019960598764533252,-0.03438472840609819,-0.03517908779801933,0.007361564052989702
UTS2,,,0.08928005786428324,
BSG,0.05132614745376624,-0.0887168619502647,0.022299824731141532,-0.060383721877936634
ADAMTS3,0.060943066142145154,-0.026943765730850066,0.043336737014781454,0.10657875036021408
CD34,0.005125300355499057,-0.0034426998137263858,0.029957430489525254,0.004106741070983587
PLAT,0.09153083834137078,-0.0698974114206797,0.025021378483078487,-0.015337988124117142
NTF3,,,0.013733819655718372,0.04164351766545837
LTA,0.10171135279186168,,,
CKLF,0.02247876609377849,0.06610161664803041,0.0036345076863714475,0.02051758745224036
CD24,0.05339421252790418,-0.006356832598732558,0.05411446431907122,0.06574301267193339
HSP90AA1,0.012722028129807474,-0.04737667472647965,-0.09373385351852416,-0.11116739229415917
BMP4,-0.012214191248962971,-0.026763499204066045,0.0064760503736622805,-0.04124643046516228
SCGB3A1,,-0.029536430974001143,-0.020376220173355067,0.047627935204009195
IGFBP4,0.010039178873756889,0.017367740475166604,-0.06794736534968474,-0.013936798018661127
RSPO4,0.05369612661290158,,,
