,UKF296,ZH1019T1
BMP1,-0.0294064346113903,0.038755493671801845
NDP,0.019126116861885884,0.04004666261908419
TNFSF18,,-0.007716116862110053
RTN4,-0.06795394743946828,0.018254722637299527
HEBP1,0.01274234217504592,-0.010386512274825984
WNT7B,-0.031703332495491135,
PTMA,0.02095261130186017,-0.07537966420760127
CEACAM1,,-0.026357894169367603
PDAP1,0.0064245715764494225,-0.023482222861142682
QDPR,-0.039517158328994696,-0.047481332977785076
POMC,0.030382533003752005,0.0601777453940435
CCL17,-0.007997421327228358,
VEGFD,0.056073166958781936,-0.015790620587254934
WNT5A,0.09463536823539037,0.018808716123757938
CXCL8,0.0170342877056366,0.05832365134457752
GRN,0.02432555703810414,0.016259746054748763
MIA,0.04338323369004359,-0.07916110645442735
COL4A4,0.009341014724374092,-0.028108765543191114
TAC1,-0.014006763216320077,
RARRES2,-0.02768876365449303,-0.17184628264898974
FGF7,-0.07069105395222411,-0.06472867127032474
HBEGF,-0.006450174491014366,0.011619391635899125
PCSK1N,-0.027100972708082538,0.06867720374242192
NTS,0.03580553301238271,
SFRP1,-0.01699180422357982,0.10589379322146109
MICA,0.04057018951714629,0.019616539301623742
TG,0.023158668053310943,-0.002334146719333827
ADA,-0.012301924252646194,0.04780212280904264
LAMC3,-0.014080054677306887,0.0017582887833311749
NGF,,0.020809135222685574
TNFSF15,,-0.0199696619319732
HMGB1,-0.0071969145193597674,-0.05633596848385668
ITGB3BP,-0.012488676232461067,-0.03717802737345547
AANAT,-0.0327344843269287,
RELN,0.01780898247814535,-0.0746668727164951
IL15,0.011567394491927289,0.07766022278965272
BSG,0.07214467730066153,0.010586511908125167
ADAMTS3,-0.01892858237085845,
CD34,0.019770790993664716,-0.02069362173428621
PLAT,0.016535047173155345,-0.03249933683143961
NTF3,-0.017631503532998933,
CKLF,0.01667534082116098,0.02508099441211269
CD24,0.11740998895902698,0.0464835332747349
HSP90AA1,-0.03153634714287978,0.0857789952402974
BMP4,0.0946386833062463,0.12551449742742818
SCGB3A1,-0.027611857695590394,-0.06843531804545952
IGFBP4,-0.004108590830807471,0.038458126377652994
RSPO4,-0.02761185365673158,-0.06257409354728775
LEFTY2,0.007912424643158163,
ANGPTL2,0.04769281588627612,0.013404817236287048
LRIG2,0.00024323675335490995,-0.008644074738683416
ICOSLG,-0.017651447458421975,0.037955607871338004
WIF1,0.0013240898793742246,
NPPC,0.08960088361471616,0.039887528955710516
LYZ,0.043536964860260076,-0.015025531502725918
SPTAN1,0.045274765783985524,0.0020612487432679293
LIPC,,0.02749674852965216
COL8A1,0.0033780454998701996,0.02853720813727212
GSTM2,0.004352721760049357,0.00369023331720279
SPX,-0.022914839411119912,
MFGE8,-0.01350805343925974,0.035461643813027945
TGFA,-0.03278251229063868,-0.031101889893642685
SLIT2,0.05210387436709734,0.08965952741645404
PLTP,0.14090096939291696,0.08076191047272885
APOD,-0.03426598920560949,0.07762506789787262
B2M,0.014835760782004579,-0.02732454068376749
OMG,-0.00839999361898828,0.014681304490896128
CXCL3,-0.019125588434543088,
CXCL10,-0.010885688537468664,0.07841973448906794
RSPO3,-0.04562068638908045,
CORT,-0.002385083613433531,
NCAN,0.016891270117963906,0.03876977317166601
TGM2,-0.05302329976886594,0.05511432663375434
VEGFC,-0.0018126470072792307,0.02553274276207647
NRG4,-0.013923045259746572,-0.04994153759247965
COL9A1,0.014016421025683385,-0.04648672168471224
GDF11,-0.016917764156034156,-0.021745043523087926
SORBS1,0.009156850349234353,0.06853641726537511
DLL1,0.0043392813976972444,-0.13850620153863344
TLN1,-0.05786932744389551,0.11094569032032643
SHH,0.0037004721368720838,
PON2,0.046295438890072683,0.16584878634264102
ICAM5,-0.029300655822560223,
HPX,0.0060108195575059465,-0.005812923758498537
SFRP2,0.003286236748424661,
CD70,,-0.01580290280429035
HP,0.03612673317240562,0.044127075389562315
CXCL2,-0.023219122974405287,-0.010705433037544367
CCK,-0.03626681022422856,
SEMA6A,0.02707655915162711,0.00768593875082206
IRAK4,-0.00665975705190168,0.03229229174464883
GSTP1,0.010748771899702305,0.07827804769984968
VCAM1,0.042373047597788316,0.0222300032667865
NXPH3,0.02965408430877368,-0.02053712539842425
MTMR4,-0.00647493007836773,-0.1148883835666113
LAMC2,,0.0645236514986963
IL10,,0.05817888669469228
SEMA4D,-0.021213516008376992,0.018911553128049412
SEMA6D,0.012393997294046716,0.0680282482083747
CEL,,0.010634246567350287
PDCD1LG2,0.030948840696103565,0.041343036363283604
SPINT1,-0.04512384562775035,0.049789465650521794
CTHRC1,-0.005222999598474032,0.01341074763591649
PODXL,-0.016343932583129356,-0.023124804182733202
JAM3,0.0444873783496425,-0.014151461712865637
TGFB2,-0.019753859176216394,-0.02363909609599594
COL18A1,0.023721313648503637,-0.043181928422512665
NODAL,,0.04230955973855972
INHBB,0.004216370093186985,0.02589270262739371
ARF4,-0.015516658777995308,-0.03564052509394194
CXCL14,-0.009835445037024663,0.013925284659311983
LIF,0.012489768883142882,0.011230074672552463
IL17B,,0.05463979300198567
MATN1,,-0.034127640985340706
ADAM28,-0.04406325310215827,-0.08935180763760703
TCN2,0.017868527765124577,0.028795728426578723
THPO,-0.0009249084284372678,0.10566330478133971
CUBN,0.0378521726653643,-0.003982694827291353
TIMP3,-0.02046692582652575,-0.004390809523873601
PIGF,0.006147250830989854,0.026229667824482782
CRH,-0.027083494107559346,
BDNF,-0.021158883573744812,
CCL5,0.014153113749513386,0.009327399508119819
GAD1,-0.055658074127702316,0.01592584487713713
COL14A1,0.02419209595696316,0.19122656368507762
HLA-A,-0.025650062061984343,-0.025371689930339024
ADM,0.03813309808838693,-0.0711078480609077
CCL15,0.005151982279542938,
GNAI2,0.027308948797300545,0.08226526473182888
HDC,-0.019860502604774007,0.0359231196957297
COL11A1,0.047712266579154984,
NUCB2,-0.0011195314145947112,-0.028121663604512497
CXCL1,0.024999319646442687,0.024641141752379605
VCAN,0.0869646474290282,0.05091760793941354
MMP7,-0.001192563250491485,
PTPN6,-0.006203480882344954,0.006031924180814156
PTGS2,0.0029047634722327974,-0.042843938118962935
CD58,0.06961560059191282,-0.00976803291960198
TNFSF14,-0.01001202235099648,
CNTN4,0.0010875905224345958,
BTLA,0.029479395432167457,
MFNG,-0.006590552759044759,0.0531871307981756
ICAM1,0.02138793718448563,-0.022110439599841023
PROS1,0.07098940614027041,-0.08817199660110983
CLCF1,0.06577286679843519,-0.051244832066272075
PSAP,0.0417079544279663,0.06882032308635608
EFEMP1,0.07777666640919845,0.07908594308907126
C1QTNF1,0.017945432154170018,0.07725195489310849
ALB,0.009612610043859177,0.0804125306910977
EFNA3,-0.04674177759311329,0.011634160136706439
DRAXIN,-0.027611857695590394,-0.035365904438793394
RAET1L,0.0018521913385878407,
NPTX2,0.02399140751138076,
FGF11,0.0439057077749637,-0.004773808874122581
CD59,0.0009492231659884544,-0.007917947875277357
COL9A2,0.04953315557298038,-0.07019840302369457
DLL3,0.04078703911739743,-0.06280433066136949
LIN7C,-0.03483341210351773,-0.10609083166305847
GDF7,-0.03027673405844226,
PSPN,0.025842431130402587,0.01639933390158334
ANGPT1,-0.018321744788084276,-0.06376172141179987
PNOC,0.012340879100286485,
L1CAM,0.001870153191544318,-0.0008288419210070246
APOA1,-0.009462007906498432,0.01507879268995627
PSEN1,0.019330833777362555,-0.030540719781646738
CALM2,-0.05063678109742041,0.15482632471036262
CLEC2B,-0.03240747812870024,-0.03089501699096228
NTNG1,-0.017313483480459378,-0.046131690359059896
LRIG1,0.058422080230204836,-0.10466947629719699
CPAMD8,0.018484704442100174,0.020536980256236244
GHRL,-0.027611857695590394,0.025429982320962753
NPY,-0.01579336087444368,
MMP2,0.011427048328500554,0.078251639610344
ALKAL2,-0.018461586130530862,
CSF1,0.014509436940600619,-0.02637470025838709
SEMA4C,0.02469192392628933,0.01235313100760383
ICAM2,0.02219204977993605,0.0082244040837038
SYTL3,0.022397294944533953,-0.006771120964991209
IL1A,0.011480467725188492,-0.016595237164795294
HLA-G,,-0.052109027749920815
PGF,0.011712747950739129,-0.04676580251378277
LGALS8,-0.02265905518414814,0.018017571320834497
DKK3,-0.02072258210870518,0.028529181020836254
COL16A1,0.06551851874414376,-0.09489315973480501
TPH1,,-0.01268309118945636
TNC,0.014890391215385664,0.14076967627967177
TNFSF9,-0.032479428650782904,0.06935231757013736
CNTN2,-0.060852174975928874,0.018535269204883246
LUM,0.0005554228011453483,0.08339136472196053
BTC,0.025511176602639293,0.05075277912830954
APOC1,-0.024597292296224163,-0.07287444539382591
PKM,-0.03150606169110814,-0.00044010294163800113
TNF,-0.01058914389433231,-0.014637119570829896
GNAS,-0.0028752045152561005,-0.038664373241703485
BMP8B,0.017933534617226344,0.1121931427630191
CCL28,-0.012853941548927278,
PTPN11,-0.033568572189104674,0.0950443160536558
ADAM12,0.009881767845520839,-0.06995808318749924
EPO,,-0.05751581677882912
EDN3,0.002972923477667005,
CCL2,0.06513598521340487,-0.05783190175250408
DSCAM,0.026329825644059873,-0.05930719347098365
ANG,-0.026443892039996603,0.10083384578535023
FBLN2,0.017731415301149682,
VTN,-0.027666982360732117,0.0829867070481973
VEGFA,0.020350213740397492,-0.051218837030230245
F10,0.017723468642721254,-0.04691567148575304
SERPINA1,0.05305040589671008,-0.021163974095193123
VWF,0.004488084334321922,-0.006258906718023319
GDNF,,-0.05474876969141218
VASP,0.0035756610152914577,-0.08647723884818816
ADAM15,-0.027682650129442314,0.05111259271275234
WNT2,0.05592505341940659,
OLFM2,0.041463777851411164,-0.004728587952347717
MFAP2,0.09546178521047428,-0.0012272282044815859
HLA-C,0.059948775619979335,-0.01860751181456963
THBS1,0.013620336373876375,0.07357999114124222
HSPA4,0.03598032502595316,0.005225643274699209
LMAN1,0.0359995256778442,-0.04814912199670206
LYPD3,0.017285165060188797,0.013320680480606943
APOE,-0.04176654411497335,0.03649370053563074
SOSTDC1,0.029373074548374137,
ANXA1,0.1008997805833649,0.010803140180684767
WNT2B,-0.03919758420784628,-0.018306515221698877
AMH,0.015422468569365638,-0.017272482364014182
GDF10,-0.01659665671326367,0.2659227954234425
EFNB3,0.013378024667703233,0.012144674005733389
LTB,0.004976935346041628,0.2399783953307046
ANGPT2,-0.012345537330613254,-0.0404753470699848
ADAM17,-0.014842728798626281,0.03646158270703892
LRPAP1,0.020220269179111777,-0.08427418399352268
NID1,0.000997957124130339,0.011075690556479766
MST1,-0.0038238665000944715,0.03206758783491297
DCN,0.006858969089867973,0.02802116483210784
COL7A1,0.02874856931555106,-0.02170732134411904
CALR,0.05009702954365571,0.019935759610781964
PIGA,-0.029780919376212783,0.03393383887680891
CD200,-0.012805749248225091,0.01987455721381195
GRP,0.05544121054005413,
CDH1,,-0.0310886746953325
LPL,-0.007371762736047918,0.12281520113660901
SEMA5A,-0.012378113146917427,-0.0495932228603656
SEMA7A,-0.004720163250568774,0.05612537823560819
SEMA4G,0.0014843726870913516,-0.0009777002585971534
SEMA3B,-0.026485346132647834,0.03508745098926531
RPH3A,-0.027955503488520782,
JAG2,-0.019769821431869863,0.18051359747319393
CGN,0.02125053286269094,0.022112559205474454
GDF15,,-0.06166036807889792
SEMA4F,-0.00824703498378304,0.012208127682834292
NXPH1,-0.013975146539881389,0.011259423686149378
ARF1,0.005873163024537931,-0.005366539044454144
EBI3,-0.05491498471690317,0.0385951542463032
TIMP1,-0.0066905888240995975,0.010773317908816846
SEMA3C,-0.0027476809424727693,0.021032344502593052
GAS6,-0.018435140479539095,0.027865050698702168
MEPE,0.027514337200093202,
SERPINE1,-0.0027661751545055026,-0.0005020567231627266
RSPO2,-0.04382822387460395,
SHBG,0.07170620311966866,0.054242775494269396
LGALS3BP,0.010840033964124453,0.040004780669226726
LAMB1,0.051826594941087864,-0.03557215901234086
SPTBN2,-0.007301313560118142,0.005062161237544532
COL1A2,0.045088325023765696,0.02638096826055241
WNT11,0.0017483946646924431,
LGALS1,-0.007445439844614216,-0.005141545134373262
BCAN,-0.0014044753663567562,0.06193687315930584
ANOS1,0.022462280019662714,-0.0023015377510284107
EDA,-0.03025923339960768,0.0152055155568391
FGF22,0.03511220337549722,
SHANK1,0.017482876382356304,
TGFB1,0.01586656061334941,-0.030501700251958076
MSTN,0.10116230148965626,0.1475384919005817
WNT4,0.03261922154227234,
TNFSF4,-0.0030820214187856597,0.07434053958131298
NTN1,0.03237625692681501,0.009957396179316493
CXCL12,-0.04607377536641333,0.031683939738474075
GNRH1,0.03906620693036165,-0.049754212011124774
RIMS1,-0.007970599340941709,0.022941224208214588
FGF14,-0.0024324125187980923,-0.005576081893867773
IGF1,-0.017624491254991603,0.04369487997068977
TNFSF10,0.018113832068860435,0.0204476834116917
GDF5,-0.03895311659208495,
CHAD,-0.0327344814657102,
RGMA,-0.0029621131132660694,0.19474655019414686
CLEC3A,-0.017909236866416146,
WNT16,0.12698007337458048,
CX3CL1,0.05318246515135929,0.03179230446572535
FGF1,0.04307255834175639,-0.0032972907905012214
ALOX5AP,-0.039789265085851636,0.03245809156243961
IL1RN,,-0.09140353694724951
NPW,,-0.030399263642145288
CXCL9,-0.0231107143343104,0.056973727983267136
ANGPTL4,0.007447435862166034,-0.06998144101033152
