,UKF248,UKF251,UKF255,UKF260,UKF269,UKF296,ZH1007inf,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.014513720350430004,,,,0.03593460018610999,
BMP1,0.049909766570765235,0.06635839385027867,-0.01742189498791028,0.08417236641987012,0.06897293714066868,0.011207880512713384,0.025632626461019714,0.005556753189325406,0.038600069822475123,0.1331175631663455
NDP,0.041119089433959234,-0.02486943151625045,0.08565625408348095,0.014405558355631547,-0.023923399628994424,0.07936709392099651,0.0631516075542032,-0.023073704194210235,0.14790175776915623,0.10219054774391428
TNFSF18,-0.024830504610871256,0.025384150799508374,,,0.014845443620179935,,-0.024507779611121796,,0.04960883330269835,0.08014105038898126
RTN4,0.0074010023083662165,0.0008716534736524307,0.03355593344697586,-0.03597078877464208,-0.10431012157995127,-0.04576382056500342,0.07681452565641816,0.0310088141313849,-0.016328499920270134,-0.19481231810919494
HEBP1,0.022554340997314067,-0.04616411524857082,-0.024908547859376278,0.00549525635220016,0.03694237975187912,-0.017892569816958342,0.0926737051375869,0.0060723065833581955,0.0987803057778942,0.011471509597023853
WNT7B,-0.03674642317934705,0.052963182595199915,-0.04218057270880404,0.05292745257474037,-0.06007184027764767,-0.030846771791703774,0.0264873807479138,-0.020366672272462638,0.028542658141263152,0.005414459361804003
PTMA,-0.002663371804038125,-0.03306988702360792,-0.007967158794772089,0.02451762153340287,-0.1094630605844698,0.016029993662909695,-0.04036829445818443,-0.005198357862346051,-0.14576303751888164,0.04143291443578468
FASLG,,,,,,,,,0.10834697685686341,
CEACAM1,0.06997452340924282,-0.02386943240442626,,0.009857831626750293,-0.02836178219749821,,,-0.013517656594014087,-0.0010865858327192921,
PDAP1,0.0016126352320961397,0.03679584014288163,-0.0009242672774472972,-0.009205808018074507,0.05021864390023378,-0.003199547523221031,-0.015412103379558255,0.01494522612369843,0.04000338096979192,0.04522348212174809
QDPR,-0.02939743263334415,0.03299711757536745,0.04269246515289909,-0.009895720698323885,-0.06700305071415931,0.0012791570146228738,-0.0899406051825817,0.006277527347683528,0.10649765067571391,-0.14425428405676916
POMC,-0.008230939903042281,0.027545697501880996,,0.009494275039238246,-0.03655990962253116,-0.014151304045735495,-0.00796922380733116,-0.022113110432311782,0.0918966704416405,0.00964703930734648
CCL18,-0.019721818518551773,,,,,,,0.0027228353552432266,,
CCL17,,,,,,0.07748448655986485,,,0.06315466988746773,
VEGFD,-0.019721824781152864,0.02223113900735216,,0.006197663196322508,-0.024314374801956237,-0.007602175123668131,,,,
TNFSF13,0.007885911587808424,,,,,,,-0.015179422367462229,0.02478897991433286,0.09913043108708143
WNT5A,-0.02357896531285416,0.04280200065956616,0.04456103242096149,0.06749936483134808,0.07642950963465919,0.027770964742654586,-0.03139026241313333,0.000769046463650314,0.04052913551608021,0.07222576672951908
CXCL8,-0.044975559238121444,-0.010390955331389945,0.018430455562244062,-0.044165536383155686,0.013828324866716306,-0.026079696817893055,,-0.07581575547577421,0.018035217605354453,0.07850190611759052
GRN,0.03807017779864994,-0.03203036463059241,-0.016406734022351283,0.033538499286095855,0.06446831426456229,-0.01252390895828697,0.08745487974838706,0.0021377239761428213,-0.03167041023268885,-0.05834681043731417
MIA,-0.0030786414104677284,-0.030404570199846215,-0.023400723007578533,0.03598683004630566,0.03507895794755541,0.006940975393753992,0.10888934101526351,-0.054107646260399385,0.08976262616976817,0.1309133400022171
COL4A4,0.0066261820655835755,-0.017735371442655187,0.07590970779445204,0.07155811222016387,-0.014302194122030062,0.005210344251596794,,0.05548226658422062,0.0021151992590359076,0.04395631122182023
TAC1,0.07656274285064507,-0.004158952646891865,0.008759673285030927,-0.0693660852493458,-0.07807224963187719,-0.0509283144480125,,0.04098061576538477,0.00010302502559506372,-0.22007274782693248
RARRES2,0.022248667766922355,0.001124608483108864,-0.0019530758961078787,-0.004257042778037254,0.09088166374744434,0.04719474526502733,-0.06781287561458298,0.0038980789033793376,0.11297591501244217,0.04959943241933087
FGF7,,-0.012308189850928354,0.005224189760615413,-0.03749346709776748,0.028771977726782832,0.06016959500339024,0.028010668658993924,-0.036386267096432764,0.14656650792521023,0.00014419510132079638
HBEGF,0.07448020237366652,-0.009363263220272587,0.018099177485144967,0.010120744998440772,0.010565546679105921,-0.002887247072611395,0.09352369716032541,0.006437388922491119,-0.04277287128192366,0.1578011642965595
CSF3,,,-0.005394095494413023,-0.08018178409306975,0.08453973122666786,,,-0.019379407221375853,-0.03760113386512877,0.08714085979435524
PI3,-0.020748184587981264,,-0.013118981449339982,-0.032942057829824525,0.005611081189797739,,,-0.03658492441331229,-0.05686440386630657,0.01385612977528837
PCSK1N,0.05319995579077219,-0.025446390237376035,0.03581975132480417,-0.02813476992995434,-0.011092518116291781,-0.05374946654912879,0.1105861160550687,0.050450212705930246,0.1303292207124043,-0.1533571337500331
NTS,,,,0.021227531583824535,-0.018598367436811866,-0.03334876816150047,,0.03276691887985336,0.08514270102031184,
SFRP1,0.017871256595069652,-0.03034460059740673,,0.005179858538696232,0.018409742170772098,-0.038179656650082265,-0.01281125018313734,0.07203496645495275,-0.010163698308339882,0.0190570515312519
CXCL13,,-0.05224708700690134,0.021912456913467555,0.006229206186693938,,,,-0.03161184595265797,,0.031975863344330134
MICA,0.04174403139623773,0.011111461963877191,-0.0010514935774619796,-0.03407005566446474,0.032784287002491315,0.022393723855717848,-0.04800955939180945,-0.020924539520681736,0.1447160430750316,0.1351706086936483
TG,-0.009568375682716524,-0.0009828875653306397,,0.15707204976940756,-0.018262301660505374,-0.027630451439619542,-0.03140786394250239,-0.015949549938419617,0.01016459898749775,-0.024610244916310923
ADA,0.004255160713270954,0.0250259296041326,-0.02106294663775176,-0.015001000401499685,0.041584766163554256,0.024312997920927854,0.048457933807992,0.07415828990015932,0.0413015840842525,0.0278019672909813
LAMC3,0.1352912377686265,-0.04677583880049577,-0.029619868285171026,0.013197896192766826,0.07010071919899298,0.025964501187974227,0.10071153908129547,0.048956912470151666,-0.0004563954271912904,0.040053793649872965
CCL7,-0.012544742632953531,,,-0.027576217264472416,,,,,0.04366156806647975,0.0432513206561459
NGF,-0.021538700140325016,,,-0.009397352280580456,,,,0.01373279843936299,0.041496893813306075,0.06978964101299152
TNFSF15,,,,0.038965385339379786,,,0.02397954612113953,-0.012034279181103192,0.06900015714624924,0.06347393465589492
HMGB1,-0.014143565149764191,-0.0008463337586375718,-0.03565133647929278,0.0470744011492572,0.04161671258024733,-0.013377728424361359,0.004568489573980709,-0.026430501729565018,-0.07405010251228165,0.05683622118303139
ITGB3BP,0.016477399508344828,0.044140571371126244,-0.0017984947726300113,-0.005497542345056368,0.025744782631269454,0.033309461881801866,-0.061227114808013676,-0.00212348558380864,0.09670383925270475,0.05497908084004881
AANAT,0.056797724450207004,,,-0.012204296371571726,0.042016383806387204,0.0067237139709499395,,,0.05963474952844639,-0.045673639011536114
RELN,-0.03929266879068625,-0.05361011740106258,-0.04813626149813546,-0.03590568956158005,-0.04005037182679939,0.010995449851561282,,-0.014536105067922418,,-0.03407242616988257
IL15,0.03781037543849301,0.016111937269560554,,0.046906835965572394,0.00857938208822404,-0.010105205488807757,-0.017303197747754726,0.021302481776885415,0.07368256823332257,0.006169826370284122
UTS2,,,,,-0.0450231096400234,,0.0184421183870602,,,
BSG,0.035714552726884057,0.012313527339030045,0.041064640854218216,-0.01604983582160487,0.019469133127576994,0.004592758207189223,0.010581066141707682,-0.010722984167689378,0.1132893834602468,0.12082979074681587
ADAMTS3,-0.011885898888748353,0.035454552428088475,,0.0010421687513638951,0.10393162798554287,0.03168188671241478,0.051522372254663565,0.033943644901338624,0.14585769848331367,0.05793072970561992
CD34,0.09181124337481048,-0.01643694966420819,-0.0169029809790186,-0.01839313409366426,0.03673265467172965,0.007761137783522631,0.04738647086443269,0.046544168347251176,0.02968405892465477,0.0777643386807185
CCL23,,,,,-0.015530365628010787,,-9.73657236634805e-05,,,
PLAT,0.0503870283662496,-0.005129567490049357,-0.012285285033250786,-0.030148578613129612,0.0717659913105526,0.03933548612850439,0.06101194713482527,0.05677880151833523,0.020427368193490864,0.06755589626595432
NTF3,,,,,,0.02399506572864238,,0.04385034640377216,,
LTA,,-0.023869434853857566,,,,,,,0.011382073029071264,
