,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
RARRES2,0.12585663039341088,0.0052640069133240725,0.0863877321716015,0.044543122237403546,-0.0138732597585672,0.10216228595859422,0.16860093052524466,0.03986289563581318,-0.018494579592061425,-0.16435473245259125,0.11639562847868212,0.03901515963315988,-0.04278025406683347,0.0055356133135064265,-0.0022370866577323
FGF7,0.0241219678244262,,0.14508900579567124,-0.028878916643990706,-0.04237339298569661,0.03339205622739842,0.13765474130615882,-0.012231308698659817,0.04313479128530889,0.008069729825100569,0.06408048576913067,0.06030904137658762,0.0637106830228508,-0.06468745112951099,0.017530621342989102
EFNA2,,,,,,,,,,,,,0.011401546186809504,,
HBEGF,0.0075467654411583065,-0.014574309790517461,-0.012104821419130992,-0.03352861195861345,-0.04770980224839697,0.1409790404695342,0.016350746497141688,0.05249125128817998,0.09478045259217972,-0.033127216590341554,-0.0013827990049803595,0.017714541233786612,0.02976552930077753,0.0031361243335143976,-0.012026731572352591
CSF3,,,-0.027437583696424305,-0.019418532520338174,-0.09256371811949572,,0.03205796170657011,,0.06643746998530742,,,0.034947232410704056,-0.04014263447965674,-0.031208014374688623,0.10005607186697986
PI3,,-0.002511944123326316,0.028635586123739263,-0.033510524492696314,-0.04177153847405017,,-0.0037264341817307587,,,,,-0.05869318674226112,-0.11105995736377801,0.02371538817092859,-0.031155555523264794
PCSK1N,0.13230062493526895,0.04880085905709054,0.007006496641438817,0.05476366935346446,0.0659561020822079,-0.07620486846034463,-0.021000487989753784,0.004016376235872525,0.044367521449673465,0.020729355853042877,0.005133127795695764,-0.02292055681163198,-0.0012523547021335995,-0.023946582210887433,0.016183089948416055
NTS,,,,,0.014841328923240799,0.08396432660433041,0.018313441077816996,0.032005042239705246,,,,-0.029293256708995047,0.07433037867216177,0.029039057883926963,-0.0012671077419423272
SFRP1,-0.015524735447155411,0.0484726718835482,,0.06768354889406002,-0.012229287227950575,0.15233838320673734,0.01994129186449077,-0.023031955649198257,-0.009847542519047497,0.075121197978393,0.019298404371745178,-0.0025500194011873365,0.033505039632235445,0.05169445314055506,0.019304791782961555
CXCL13,,,-0.01992293225511938,,0.03514111601971788,,,,-0.019481422995548003,,,0.06812895123470383,0.020181965389476395,-0.034619059694120415,
MICA,0.053914666739237914,0.010362125455870537,-0.002228148524472992,0.005296825163981631,0.05570276891536439,0.045483343822140455,0.0810724976320619,0.010464561473767462,0.02624390577825764,0.0030300986780466216,0.05880642999121492,0.06040616360255279,0.009292559269855909,0.021169254408369444,0.022421070647887325
TG,0.1154859642127452,-0.033039917672223786,,-0.015340580895291714,-0.011937550158884268,-0.02477507612514644,0.015994753971423668,-0.017724095733185757,0.022385906151233075,-0.052386804723426536,-0.014387044557450965,0.0012822582581877328,0.023059908978229317,0.005044596487853275,-0.027965286015024425
ADA,0.03963384114343056,0.004478288445848088,-0.0329853773488794,-0.02337874995475259,0.007501056096399194,0.11524026724464631,0.11987748048917486,-0.024209126645223136,0.07626846959396957,0.0280790344762277,0.012848576890070152,0.0716058246593694,0.017714375553007755,0.06634990964346767,0.041186664347794825
LAMC3,0.09816196475752466,-0.009332402251431084,-0.016168403671932945,-0.014445876951168248,-0.001424988171368047,0.13123677212592075,0.07335977360202398,0.08385065121296637,0.0016200131444399943,0.1362391503118734,0.1157820791059136,0.017284561542311224,0.028244538519584254,-0.05997978259804848,0.004777056448410178
CCL7,,-0.016633054473020173,,-0.011091215477200241,0.024634285269303464,,,,,,,0.0050007430906593925,,,-0.015026688569781366
NGF,,0.044998507707376505,,-0.02541280748770407,-0.006752890958720746,0.037529076600906715,,,0.094015784810211,0.09264596081005153,-0.006269141401927023,0.08644697624957921,-0.024619215098628893,-0.04540879194004449,-0.035201984542031814
TNFSF15,,,,-0.01235061089826258,0.04237107294090438,0.03722185097430024,,,-0.005251335510118336,0.07997770874442611,0.042792115562659785,0.018058545453755365,,0.07604025910502207,0.0606869889369696
HMGB1,-0.06023916298855967,-0.004443114206123643,-0.04761478068464297,-0.02505410985492512,0.08448671347813218,0.17192612230903204,0.19363999900410728,-0.016283241618635782,0.09816803737671533,0.05393807322192665,-0.057770752881258526,-0.05511351737224504,-0.08189479976615788,0.015528437330013033,0.03272441196901778
ITGB3BP,0.021579047573027747,-0.007901691585277327,0.0020614353585147395,0.008949690889896377,0.043389790618926276,0.16932488379677246,0.09360811187249837,-0.0013456608263077419,0.018790531845803846,0.06443582558553985,0.085552131707423,0.02135140929312557,0.011435637903374846,0.024830252077962814,-0.031184431253485814
AANAT,,-0.024132031497791178,,-0.011237793976421625,-0.0004550551184574512,,0.00949483302870752,-0.015939382872791823,,,0.14141007897611957,0.06024603647097487,0.05096673229679531,,-0.01589886315247312
RELN,0.11417153196984944,0.012273642165136664,-0.030898911501325035,-0.019506293694827943,-0.027024533748784163,0.004610361195392188,-0.03527291843026182,0.018578903014722745,,0.04487670730639777,,,,-0.00771864469485691,
IL15,0.0519200880845062,0.04198160876352146,,0.02850953962270343,0.003939279253139253,-0.020426490439077315,0.0819723436658264,0.04902901123651621,0.06887760975520413,-0.004389106441556116,0.07013950329361243,-0.002255911324785352,0.10133738665814385,0.04259157663598701,0.03949507284547132
UTS2,,,,,,,-0.009312471764724311,,,,,-0.044432428635061395,,,
BSG,0.0928198197521953,-0.011126751400905232,-0.045306448416382865,0.04329677252640807,0.02144749706090617,0.1053549923279435,-0.013614336154466227,-0.03427555121800294,-0.013890043572021412,0.0448359840331279,0.11375090957156392,0.08853382576195921,0.008159789958510185,0.036445505851838624,0.015018429788243547
ADAMTS3,0.07908614073773075,0.012282861070100222,,-0.0077288041507478445,-0.01479540745149401,0.011319115226435307,0.15321424051402174,-0.005601777556856792,0.06018364321822382,,0.024265583795775966,0.04647357704952142,0.09680200083296364,0.002310083552398818,0.08718820010875701
CD34,0.056692571623388095,0.00571269510568376,0.003604171782034878,0.012203545329848048,-0.026523110611975088,0.142504154939214,0.07391677352339739,0.057107769266644674,0.0777689973221332,0.015369965757841242,0.06436645826191781,0.09917630859485266,0.08910673739392332,-0.010880916811273197,-0.0011705984784013393
CCL23,,,,,,,0.04311119476062306,,,,,,,,
PLAT,0.12961899708033514,-0.00893196129272785,0.06453404017721841,0.041271993819689934,-0.014554906366671363,0.13996998161908455,0.16472501267621692,0.012647553722738375,0.01658932428576592,0.014215876071978396,0.10470746528620216,0.06241878940359174,0.07697432713758297,0.013003492839075557,0.04071200562575912
NTF3,,,,,,,,,0.03054716063053223,,,0.10281608975637815,0.06334649344339717,-0.05766956592559836,
LTA,,,,-0.014215317872568302,,,,0.02038520243322296,,,,,,,-0.021397473787047157
CKLF,-0.042797439105834244,-0.020734942527733138,-0.011318458388457851,-0.02069747386315681,0.06528077145740394,0.11493145469860273,0.1721992895900677,0.033766236459629714,-0.010588296812163282,0.03478325899602526,0.05518702006295006,0.019778401421991325,0.09631676428737729,0.07372080838342215,0.04261827490094477
APELA,,,,,,,,,0.012870956706007729,,,,,,
CD24,-0.005903442542314696,0.07338129779309739,0.0037482165426172753,0.029653467989073094,0.05535978224988241,0.08752954858745414,0.05775203013957417,0.03263551121246902,0.06595558711595338,-0.12686358430028402,0.06892330318332322,-0.010054840538751811,0.11712745239808908,-0.027771576869107337,0.012799380738256361
HSP90AA1,-0.07787003162142449,0.046893248367596715,-0.019874227098513126,0.023536179208965592,-0.0021679809686311426,-0.16441115430955752,-0.12833885959810148,-0.02670574821887697,-0.008350688903322898,0.06742233198088904,-0.11083787150350916,-0.051632498776925766,-0.1482231413468071,-0.055214981221222585,-0.02783932382462417
BMP4,-0.024678145089585664,-0.017428455480844405,0.006105917230415713,-0.005295933576078132,-0.03474717942845075,0.2680883719408193,-0.012473460514333519,0.061845437823505225,-0.0417964377624192,0.014467202356303303,0.0865901218775989,0.0960672497216423,0.03985443193358011,-0.0023867721053385605,-0.03175671500496741
SCGB3A1,,-0.016633052809736946,-0.029328063657907796,,0.05577068533352154,0.07544895092647554,,,0.0778912707523839,-0.071587378313605,,0.01855424874476629,0.0928914166871493,-0.04024539954101302,-0.003954782615145543
IGFBP4,0.0857346170776598,0.027364694234478168,0.06647039550831794,0.017071944052313718,-0.06759094504229417,0.14500365005633264,0.0770430968273501,0.0013524013165823775,0.03764831561934191,0.08519241213605616,-0.008748592874715733,-0.006744524011482317,-0.034596731490016006,-0.006710801175710513,0.008132359154757811
RSPO4,,,,0.0058971606433897965,0.06102302465232438,,,-0.01785448116908636,,0.06457989364609559,,,,-0.027103563840814762,-0.028221028103040956
LEFTY2,-0.03595530759645794,0.031999512880773025,0.04409364446302278,0.07817149811543254,-0.0015016755468681572,0.19488669952980905,0.10368001300444941,0.05723295182155929,0.047474583836999124,,-0.018520221589333506,0.09724767635139794,0.017434465221255815,-0.026345806525354114,0.03301501326453427
PF4,,-0.01725412229457919,,-0.009676866993883057,,,,,,,,,0.0824880299682856,,0.03529983590519101
ANGPTL2,-0.020593223297934494,0.07630979765262128,0.041619658396877,0.029140125308794135,-0.006374325318728918,0.2128401298942276,0.1371491083963558,0.036884880315928036,-0.061656731984361654,0.11511967402398529,0.09054876146239522,0.048300586041248726,0.04911274129560493,0.03183879751417238,0.024155951594040888
LRIG2,0.013791537998877187,0.0009061059411153881,0.047820914134881515,-0.016344726268044684,0.02405699006786076,0.039965701846281426,0.07444628502476307,0.029410175101444138,0.020782739600002043,0.015020456889554461,0.06751481295832806,0.013844250928101227,0.06746058014532944,0.009955606902447171,0.02366508829353595
ICOSLG,-0.004381304798635254,0.03445536004489493,-0.009070208439449171,-0.04205914348566376,-0.03775888708441803,0.15935636383339175,0.04104673370899168,-0.014426399548511524,0.02859704489346655,0.14361106834333282,0.043010219475616215,0.004080438375178249,0.08284559606165955,0.0037960595527162513,0.07158225580238849
WIF1,,-0.019981526688218558,0.1158249831718796,,0.09152051334808536,-0.14359334892558162,-0.10184165561334628,-0.01377788022261047,,,,,,-0.025195387892892405,
NPPC,0.10525242039174,-0.031256511015566715,-0.02185785311037083,-0.01501120708509192,-0.057922542967793554,-0.04177768162272136,-0.0038597083116684652,-0.016338926429599856,,-0.0545319026867627,-0.03509912255197231,0.08480367702996788,0.02769881442751107,0.011335221503359883,
LYZ,-0.06909444760248928,-0.022205225542004603,-0.04417863151437266,0.010789091202692355,0.011926585291291517,0.012957848107019448,0.10559095189867489,0.02752929930793034,0.06972864198497733,0.11773711831868762,0.06081362688902416,0.06610658460789824,0.06920660567917578,0.03108255941444572,-0.0042646390657340265
EREG,,,-0.03698384228902651,,-0.06215420261779567,,,,0.06761270862422981,,,0.0713166600476742,-0.007928906751647232,0.012398300487048272,-0.005849882550993682
SPTAN1,0.10180080800096417,-0.006868229457005324,0.014712250654292054,0.08772348374128383,0.05359066597304149,-0.03707040541004547,-0.0045225711186816075,-0.00938002977975157,0.07982356137235232,-0.013283076101376799,0.07206904236308143,0.021453859556556792,0.08739944049612315,-0.014966588707567863,0.029608405692923653
PTH2,,,,,,,,,,,,,,-0.04310369584077727,
LIPC,0.05886868890469347,0.010814691181123827,,-0.017390050695444012,0.06790757952392637,-0.03167624904559253,-0.0025489270460175273,-0.016270756511876774,-0.050916331771956806,0.034661679445002,-0.030898242566876934,,,,0.004652667042256654
COL8A1,0.021374205792968455,0.05695593205600232,-0.03425632399232167,-0.011558909022678037,0.026418163958116147,0.11557393411105561,0.015688121700852032,-0.008273224070017763,-0.09021932250746319,7.664103494663374e-05,-0.00893103579220178,0.052341445014425704,0.08798857933064437,0.040832104775105536,0.008604211131335046
GSTM2,0.0008034633273758227,0.005677376658583193,0.013253439374247618,-0.03512519958609453,-0.006940074892688022,-0.01727334814651743,0.019183542225623972,-0.007176531514806655,0.022665083305855465,-0.03760458728538514,0.044507482088466783,0.0433496730263916,0.11627143427775331,-0.0356986823746567,-0.00033677508273053503
SPX,-0.023026026711376484,-0.03416405472733601,,-0.017106362967406752,-0.0028087251836312853,-0.06383315290111401,-0.06119496661540545,0.03801776397670997,,,0.06717736107998143,0.014758815620612029,-0.022017404790270388,-0.015127499581051987,0.014398837150298618
MFGE8,0.03544778558544992,0.014868655300695026,0.01115003776335512,0.007012010525619054,-0.05731284018196963,0.1282181936594925,0.0813838988119887,0.020815335623137567,0.02318694642669208,0.05268799465121832,0.04299796597673141,0.07348600849219764,0.03489907002576205,0.00407137827701472,0.042955179978756766
TGFA,0.051309474549354646,0.021638167190163978,-0.0013664913464928447,0.024892534334865855,0.07060120495587033,0.1335086154856137,0.06100529051051079,-0.041227443417360614,0.1374885966227639,-0.035415626187049604,-0.07543206886312177,0.07788557843699334,0.044210919220776856,0.014034013863907291,0.06400348746672285
SLIT2,-0.011844168719519424,0.011654549883784808,0.07285061966777695,0.024144321301302705,-0.046078357724738964,0.0428851176892313,-0.026817284734926398,-0.0014372995806682014,0.021641219429631212,0.08042741435988228,-0.002158362427515979,0.02109906135509635,0.07176275787759395,-0.030977335504445903,0.018539936523579513
PLTP,0.07424474856269714,0.024003349482444262,0.00044799852966406387,-0.05190139644454138,0.03033152173708877,0.1017681163838578,0.1471806456633461,-0.01416194447164321,0.051598200473537664,0.004696404927503073,0.0830498091730126,-0.019273898214044873,-0.020920182725400555,0.012405903695253073,0.00027800427549437746
APOD,-0.1269079321276847,0.037881775556677794,-0.0568308792810179,-0.007939136941576745,0.0753044846446878,-0.036674684248254326,0.08147435977818367,-0.004329676138688941,-0.030872853102388565,0.08193943345745565,-0.18805056747018117,0.11318806824400993,0.13906168474906827,-0.06579819179881312,-0.04803777732772233
B2M,0.02422421589674557,0.07426390339257376,0.09690027516913027,-0.04488210819867322,-0.06651343528988259,0.12702466614556135,0.14585898695908658,0.00480414544786062,0.1071136566184263,0.10075748727826796,-0.043044037067488924,0.07101554883119508,0.08461453748092826,-0.02854416717683153,-0.00048364644229400563
OMG,-0.034270874055346665,0.02926431642363385,-0.007672748791617857,0.059793520404116736,0.03827903314415461,-0.034890950816103834,-0.023379902297745125,-0.01714602369701006,-0.010976839163447532,0.007943981604827188,-0.09180028064397047,0.0657386655312924,0.12940690230707158,-0.030804514401373603,0.04229264309179867
CXCL3,-0.02924406748021489,-0.009483093704846821,-0.05166119263442483,-0.028892678784751852,-0.0034468566106571276,,-0.007645805243337357,-0.04726630979795168,0.08653342185227014,,,0.027392375420072775,-0.05145725097002292,0.08888535197771266,0.011692633651591544
CXCL10,0.0914051851390039,0.041249571833659376,,-0.021087485818224633,0.09849922144078847,0.11796918589422922,0.12154771054050059,-0.023849847287039802,0.07806087526637172,-0.043190969492443464,0.17235556735019622,0.04751586094809956,-0.016351014609212806,-0.015100367924527196,0.051225300019817156
RSPO3,,-0.02259388884543574,-0.027437584552233135,-0.011237793146075885,0.023918707290464247,-0.051223447921242705,-0.03943892130605682,-0.026966494851665124,,,,0.0005095780897906016,0.04973459879202725,0.024787868812877766,-0.01524915057275307
CORT,0.016339323066034202,0.013852626414402415,-0.036413412845866654,-0.025201614025578304,0.006411555899944775,-0.007630072650471943,-0.045201639910373605,-0.01672449496977979,,,,0.023592581002339342,-0.02287686945774248,-0.027806953627852793,
NCAN,-0.0332818769265809,-0.03872378660005201,-0.036064571915267386,0.007507475613246638,-0.04848276461957728,0.1151797287337721,0.12627861069006083,-0.007128032587996846,,0.14150659737891838,0.02147308723683701,0.06344906106352574,0.07417192130607822,-0.007359049993864917,0.05491383893726072
PRG4,,-0.0250141275163137,0.040602948743706575,-0.011091217205601531,0.015682422351329127,,0.04581934015976456,-0.022817318138154765,,,,0.012576037041854149,0.054129677281692774,-0.019667169508878334,-0.03454343574748359
ZG16B,,-0.023065024071292774,,0.10067640377480438,,,0.03567796930662893,-0.012197990968830784,-0.01112261351296663,,0.00922563395939919,,,,-0.019014049652450155
TGM2,0.0002644922429817865,0.04494288393336532,-0.015563829235127667,-0.0505873144537702,-0.05464465600029328,0.047613800831667295,0.07427088833515985,-0.007050097612819075,0.05383673320783078,0.13033411392718672,0.0899484348269259,0.09058149813801529,-0.03084208333233777,-0.005444154317291376,0.00040821803426641584
VEGFC,0.02811022722735168,-0.0317604112532475,0.014078590682673777,0.010923148299618601,-0.045857652644451505,0.05623869705057816,-0.045044171276587684,-0.024128728151956953,-0.022331034672682232,0.15410769649033745,0.022262634573678403,-0.016162840895197497,0.04268303696648355,0.01327939289274038,-0.01707210197468658
WNT6,,0.010906165285995532,-0.06265036463486003,-0.01534058153224077,-0.04344426805867403,0.08421760710554835,0.03837008548819651,-0.027146193827700338,-0.05136905264632795,,-0.03098939365067335,0.004219843290809001,0.032306183713272416,-0.03597085249162946,0.05018769466053903
NRG4,,-0.015319627115199706,0.03132693407931055,-0.01349851871663197,-0.029970601012556247,-0.02564824634619627,0.03122039384689272,0.02552772641409231,,0.016894272570247296,,,,0.006013353172494818,-0.015249152281819032
PMCH,,-0.0176566946902012,,0.045236935732741845,,,,-0.0178544803074148,,,,-0.02269551373457114,0.022150223411962034,-0.02060695662489538,0.08174768159327352
COL9A1,0.07452899586829587,0.02492900064970773,-0.05889328548074962,-0.014098217600326186,0.038262733029360334,0.1762677159884131,0.016129648345509316,0.0275109929453956,,0.011700387834435316,0.04839003334596212,-0.03071558124547549,0.0678336734293254,-0.051063798828730814,0.026957442573170207
GDF11,0.057017014709237764,0.024909861046186203,0.02065512267476681,0.011542098882487167,-0.026154178478781345,0.14977702986907773,0.1630335981105096,-0.04183940430545304,0.05149953885562195,0.0706517400775122,0.007470749818558052,0.016137759191991403,0.033011112505524416,0.06724680603487684,0.045485965680394896
RAET1E,,,,,,,,,,,,,,,0.13233198339030824
IL24,,,,,,,,,0.02643452906304485,,,-0.021713601265862637,-0.033059484911683465,,
SORBS1,-0.03588663880151524,0.03879719435460597,0.08052554346902502,-0.02227570583190853,-0.0063629287113852444,-0.05154052667759643,0.009844342587714872,0.027461641966206134,-0.03681717729403409,0.05060588179142718,0.06676830035634361,0.07861680829933013,0.02010711228140564,0.046040101514511426,-0.02803270145159593
DLL1,0.05447581528953925,-0.006491852214639353,0.025334486414301617,0.04934480512638259,0.017234302081516755,0.15097573524943214,0.08826727108698829,0.0931733276479654,0.01734802732531243,0.07410287687337361,-0.0025077079187522983,0.03614176569664197,0.10380272976767195,0.002588161976846659,-0.048075388099011476
TLN1,-0.04538445883553767,0.009250676029941129,-0.024270342122082067,-0.016683777521746886,-0.009007470153730239,0.15487358455340094,0.10175420499408118,-0.037854476863131876,0.11241033574774716,-0.013012121974526924,0.04498768575537276,-0.03552086388049452,-0.04136057543965137,-0.016610850917006047,0.005339927653263071
COL2A1,0.06468711320774401,0.011933144779734055,,,0.00039800540817797167,-0.022698110223300236,0.006023524619038898,,,,,-0.028687326102892985,0.011114475786725971,0.013380433782278565,0.1090602385914656
SHH,,,,-0.011525595699939512,-0.03154221605861149,0.033940364794871385,0.007083496656086234,-0.004244551107642235,,,,-0.02150056444454588,0.08656656479205113,0.019977057573446956,0.013792343029480621
PON2,0.053331912015084595,-0.015752745433040692,0.038503731216937766,-0.00475399465335933,0.08204367614695962,-0.0011659218294855069,0.14902445780718532,-0.047638772385666876,0.07318885317657911,0.06056190398283095,0.09437041403809389,0.048345760785961,0.07117624733156709,-0.01707265217779426,0.013149624536917481
ICAM5,,0.01655043961481586,0.04671086284831452,-0.01796345894110901,-0.011484758557830169,-0.03776321205768069,-0.04917200045552597,-0.03268591096832324,-0.01249994019293215,,,0.013305674416918052,-0.0011220471509792607,-0.019849723651400815,0.04649798693406948
HPX,-0.0004873123088024128,0.0032257671799598656,0.03037750786645821,-0.017143493092593706,0.022911170243315713,-0.02095128675550216,-0.03677111967847898,0.05619092721877102,0.12311017469193987,0.047727982298150964,0.19173126770595497,0.000901092189376362,0.039502809072934186,0.05477153370069169,-0.03519107890527482
SFRP2,,-0.022113688036633564,,-0.013126404475035105,,0.011007319523342688,0.036780230117328575,-0.019950592001246333,-0.002338908863851505,,-0.0008216072543651936,0.04651844585105196,0.08776942022955667,-0.02782581498077087,0.009782778603984852
CFC1,,,,,,0.05925135871395341,,-0.015351287777741066,,,,,,,
CD70,,-0.04040116066428249,,-0.02231115277902085,,,,0.05306933211185384,0.005419100945868545,-0.008706896349337119,,0.056960966989877126,0.0572156032787593,-0.03650506458619127,0.09816350648325876
HP,-0.03782003811502446,-0.06271769520864937,0.05342896092147092,0.011386434617443061,0.0001868091008452909,,-0.040810351826059015,-0.0012498764689142692,,0.0009222768737894235,0.001195393524294877,-0.0497465271777682,0.0034842728218871842,-0.03945261912209125,0.04796033122664271
CXCL2,-0.019791689864116932,-0.055944648128783296,-0.02955006181229756,-0.006438059144318256,-0.08781157799147592,0.09643542705790915,0.08793665362856515,0.03601527030803668,0.06693333944558372,-0.08433609807590516,,0.07231345614704209,0.022267722778595078,0.0030097384344173438,-0.037884673622766124
NPPB,,0.040540524556817586,-0.06335008664089818,-0.03311042094888574,,,,-0.013442211894922175,,,,0.027875365759255304,0.0792905196911161,-0.030799226500833343,-0.015468566688454683
CCK,0.10991384536377276,0.03148479109042981,-0.02625242945398627,0.043083529303181795,-0.011279970913432793,-0.20687180966869698,-0.13133841546918204,0.009275031092224736,,,-0.040557440539079226,-0.03387853965464147,0.18349458408132066,-0.03750472281325039,0.02111931175861923
SEMA6A,0.015772021124009872,0.06752362365735179,0.01587950213982003,0.026714488415882993,0.020561000174912025,0.1031573942263702,0.11378775375600413,0.0053944973680219305,-0.009974805730314042,0.04747416818030355,0.0655071459344132,-0.006162865902757779,-0.0382143883181162,0.05894569944414916,0.032620599070294264
IRAK4,0.04450591988869948,0.017823361171751116,-0.009473302883192572,0.05069123363937567,-0.03326045890836556,0.09542418104631901,0.08821751838507505,0.002245984867397356,0.02552110238555652,0.04954600198794465,0.03832225703587453,0.03586922302579791,-0.04663271352556554,0.033796472888807945,0.06579161700129715
GSTP1,0.047691718536915555,0.0120422844136387,0.04827982750058768,-0.022244350155752157,-0.04126685898976272,0.1532013301673247,0.16360952624108654,-0.0014103621505309888,0.015461100406982599,0.06103101918281839,-0.07190718984401093,0.09615564978950612,0.1718796917854301,0.025831880991222494,0.004074424271771125
