,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.04541691526876175,,,,,,,,,,0.06461130293415882,
BMP1,-0.03701666137198001,-0.005961134500072645,0.02715796975147246,-0.03930372059851869,-0.014370546642116703,-0.011884258185389926,0.22190382249884802,0.2827532081219017,0.03568166737150965,0.010810531481422674,0.01862315236236729,0.20172255930720398,-0.02540766456846931,0.09011218248038552,-0.005837086620059725,-0.13189429804537262,-0.019230510060934906,-0.019243455870648785,0.10208665940688114
NDP,0.06225007061885837,0.008234136163364474,0.020899516639644816,0.038717005548929706,-0.06459473544511252,-0.055813907492980215,-0.010243714735353217,0.05422021754076704,-0.04840811183425487,0.003666527644066653,-0.012324681911933375,0.1483204842143783,0.06133613750545596,0.1392051515667711,0.05155343647266729,0.0874916578883311,-0.009952499084444275,0.08448912047539768,0.021026138657324264
TNFSF18,-0.046519064322896465,0.006248378128339691,-0.015303588178754315,,,,-0.03682947349174149,0.05602992138695723,-0.007977418285439217,,,,0.09668945345386305,,,,,-0.0527835304471418,0.002205463664505297
IL36G,,,,,,,,,,,,0.01971265004326817,,,,,,,
RTN4,-0.20959457463472803,0.047498875479099596,-0.036951246822500124,-0.015347635479518801,-0.04506972493913401,-0.054959535369857294,-0.34125452049983446,-0.3296829108761421,-0.013063986229932862,-0.06512175124548232,0.0029884362729590374,-0.2519039289667852,-0.012999240671426536,-0.14553994233193301,0.02329544587758566,0.027793937847121128,0.15502218142587026,-0.00840471024126399,-0.051522149306831515
HEBP1,0.024618854161670263,-0.033536478189714204,-0.020901718967156306,0.05154512162301279,0.028923298566335905,0.009512560164194757,0.19639312155640842,0.11417759485824264,-0.01752737271699099,0.02692759271950687,0.0028343786885871945,0.051789091866509596,-0.0786493361045198,0.07688123734894152,0.11041087948732152,0.06599890683469542,0.0787540572190318,0.10726307930021509,0.008273167729871992
WNT7B,-0.10885017751910303,0.016433229447459386,-0.005913201699881217,-0.028117346025410928,0.004556526915072728,-0.006102214717721499,-0.030080578640176374,-0.09790456412344807,0.0036823107063994978,0.007757649679363816,0.05195459451886012,-0.0772989518915896,,-0.06582639917485848,0.021234469650327062,0.05469293009856215,0.09142979824935084,-0.06678953001630059,-0.0675090528232489
PTMA,0.047289057470008805,0.057814934926183725,0.11515459269576633,0.047589065837425934,0.0671081363853956,0.11736646874876609,0.4662849009236943,-0.16362993391301306,-0.06998296530762521,0.0736178697051888,0.020381987146457555,0.24095847022077974,-0.09124858356487135,-0.19598986474091928,-0.057362826368229376,0.06583289844671124,0.07572997631223537,-0.0007815808882820137,0.031390697642071
FASLG,,,,,,,,,,,,,,,,,,-0.02713929458047899,
CEACAM1,,-0.007397565574153432,-0.0643551676753603,,-0.0428326887024457,-0.03377208409142533,,-0.007393927139140342,0.022543494621447936,,,,-0.0023183852249755435,0.05039292596953571,0.039683817749547906,0.019735661687339156,0.013622799553282829,0.019419371437513645,
PDAP1,0.09960934089050197,0.013836368245414316,0.05723856632727379,-0.012972276999355877,0.09106827799821596,0.07401670881785118,0.2079731860396076,0.28052803317775904,-0.013974232251157888,0.036372435500721306,0.007958551836667207,0.11429930749253564,0.11797012718318953,0.0834024751544385,-0.05493403533347412,-0.05743977023680479,0.08161184661384668,0.1533770657632489,0.055666394227980594
QDPR,-0.07064023890404092,0.016502800278406678,-0.040048361335075784,0.005692713638714448,8.422731726461835e-05,-0.09732633475938286,-0.15791343490663992,-0.3289238732497812,-0.02395476308499747,-0.07973424420049002,0.06313469669028196,-0.07864249070191351,-0.05902213485334313,-0.11380764875763284,-0.007981610562387043,0.15527954024265894,0.009175432983528528,0.04640182993611952,-0.0637649886989324
POMC,0.025126841144883158,-0.04320144400801955,0.012620581867873588,,0.02877028485279863,-0.0631912119989482,-0.027733217197902425,0.00889337804468965,-0.031533337255257435,0.02587656317174914,-0.02439340730129588,-0.0641074756031044,-0.048150535767881905,-0.007682194116055045,0.07070027036479168,0.0722541984984358,0.025044185859601973,0.028353108255270203,0.01759086190352815
CCL18,0.02029780879027782,0.029471056199191846,,,,,,,,,0.07614255515422856,,,-0.10209142741040485,0.07731100801398573,-0.02019995942831521,-0.14226394332220071,,
