,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IL10,-0.019830567888697758,-0.035106367102745964,-0.0002963242727914133,0.07618994834104172,0.03153332393723306,,-0.029611597265532277,0.04398260889025875,0.09622647635908396,-0.013642896080612886,-0.027297143268794073,0.09980895230463448,-0.018308602476513763,0.025118187839977265
SEMA4D,-0.00684031498243197,0.07195690328552339,0.010205854594558672,0.0031762906781574746,-0.03656237644503365,-0.05799309346104425,-0.05888102857999262,0.025328950175147913,-0.053490695110835054,-0.03147677945887031,0.04853211873850279,0.05483481211876193,-0.024482067378291394,-0.022136702908762542
TRH,0.009794706725480678,0.08692660544305622,0.02412649844071801,,0.0701592907407093,-0.023578901731041546,0.007146417233761854,-0.027941088193455987,0.08322943730801192,,-0.030282701889359737,-0.01119637424815079,-0.045575469282428775,-0.007700556208213508
SEMA6D,-0.009874794695972619,-0.09180617420096858,0.021275325963216164,0.0073746691842180604,-0.03754494836233183,-0.03992222859727937,0.05535820209899631,-0.060573966952913894,0.07557578087171703,-0.021179760033072273,0.0371865912009168,-0.03016062454955058,0.017841657891403056,0.06253265862602633
CEL,,,,,,,,,,0.008385542959230378,0.026771425900933357,-0.012219279571015249,0.042891896963720116,0.013175904919302255
PDCD1LG2,0.04359913259994113,-0.005442413839201651,0.014199595803479731,-0.01677885428841096,-0.04413454486497846,-0.01210384988998568,0.08393791769276059,0.009396439968978737,-0.004667421425023471,0.08001238525077246,0.04614168962590179,0.02440642020402777,0.016688765569843327,0.0932020028412616
SPINT1,0.043853148597122,-0.03426042796479231,0.010381071932205511,-0.021060928596107125,0.0226481624006457,-0.0156555947275928,-0.007567940177801337,0.045242931498004256,-0.017900251841575617,0.03323410414725757,0.03364367844577689,0.02392280881574645,0.037397119628054976,0.029334050267352113
CTHRC1,0.06335965754676527,-0.00456691154562492,-0.025754751335031793,-0.006265219744276144,-0.016015120246862025,-0.07795319227375788,0.07325894588766096,-0.03339378211171018,0.04697465956132781,0.06088874168733142,0.06880748370064423,0.01630375305873824,0.06357283477976053,0.03895172138903314
PODXL,0.0973147504233078,0.027947218789527824,-0.0200297789388862,-0.03349171742390681,-0.06440736531428323,-0.035872837190270436,0.14743878433205054,-0.05901377132426798,0.026906503349228655,0.04611970990971485,-0.011223503070905916,0.04069190201255201,0.05664706151804427,0.042913165556635
JAM3,-0.0258675589937364,0.004121269415839199,-0.012016342221737357,-0.0023859257137975854,-0.056489883258833466,-0.03481771588986189,0.08896045967427216,-0.0233667432685615,0.00857410257758266,-0.08257200867601613,-0.02142998009179808,-0.0015127050436908615,0.0679062959945256,-0.020288887382095354
TGFB2,-0.014850109944605446,-0.12822170328053115,0.016670027656343137,0.08825232700036663,0.01521996465278085,-0.010677527994237998,0.1850662853807681,-0.04085008772477671,-0.0004929920898782908,0.02120462101849687,-0.05255073048128996,0.0388879536688308,-0.034918685764872844,0.05622068960360514
COL18A1,0.025620609461574656,-0.005537622173176449,-0.042089998622897924,0.0024813060954272186,0.008047274317364088,-0.0716093117194631,0.11979620705742362,-0.012554858664123564,0.04440992989195009,0.005624675763646046,0.028423293894586553,-0.01966299425684749,0.027085026487076242,0.024133264392804166
NODAL,-0.027733260730345315,,-0.023112524187084687,0.057781113638140855,0.009743138963835555,-0.033871782679372915,0.0022373482039026553,,-0.01872992177305976,-0.07084522403994803,0.00042083044254433475,-0.02052320889729804,-0.013997318279742387,0.020374698750903274
INHBB,-0.04203748798227628,0.06630856103800463,-0.00028333972470618023,0.03502262625318845,0.07172807950522904,0.05002349118090398,0.0236738699415787,0.012944637460109772,0.01298598219836937,-0.12123739129852172,-0.034627146492422115,-0.002509997530717437,0.020378184495768704,0.006258174577300732
LCN1,,,-0.019840285583170292,,,,-0.01980295175622586,,,,-0.03191388319098829,-0.019381574955951088,,0.18799672341163182
ARF4,0.06825300198300147,-0.036983223537344206,-0.027310468267848668,-0.005150829663191715,0.06222662592944805,-0.07569640592625336,0.06044590518907038,0.01338205179459262,0.039524320737881466,-0.07687909499225355,0.056669381445096756,0.0650405200695891,0.025526073614413752,-0.006330556326463874
CXCL14,-0.01700164816160207,0.06839109911251633,-0.01234056006809666,-0.03353766242501633,0.01878312501660316,0.08302037282207228,0.028116086276715628,-0.043038278389304255,0.04421282587316358,-0.03526251111866527,-0.11019482923771073,-0.05856432550628792,-0.01710665728215894,0.060208377794611204
LIF,0.01719135450213724,0.09285497669647534,-0.01511704884865965,-0.01726962894479384,0.052092395910441465,-0.015269980651213466,0.126901189725516,-0.014779603443129098,-0.022562984546672476,0.07332258599899044,0.014455173977789403,0.034854378342273964,0.023699019203780328,0.11667190327247413
IL17B,,-0.02644833732191152,,,,,0.06766928406791844,,,-0.04227337223791229,-0.012091834007244782,0.022262622676241666,-0.017413964599144908,0.08517639546070936
MMP1,,,-0.0026906853426619556,,,,,,,,0.005557396176019094,-0.004920569362983211,-0.012609992172492864,0.007809210496440423
MATN1,,-0.02083882484193775,-0.012944179602881497,,,-0.014741498481620492,-0.0019827970316673334,0.030950825130823627,-0.011092881708959315,-0.026369384309333225,0.01300836309530371,-0.010403434893267385,-0.017946959996514595,-0.01754907347888271
ADAM28,-0.02213088438393761,0.02028262510065921,0.035330636411389144,0.057662900003636136,0.025112851374766047,0.02860972931157898,0.013248001772716492,0.03847812292348147,0.07464281520864129,0.008390102718443284,-0.007026515987111906,0.04955474407098815,0.02293831090601541,-0.0680770230876872
TCN2,0.03614538752432579,-0.0071665939758389224,-0.027826537355758928,-0.05494006582712426,-0.030727040384510892,-0.04747208675352912,0.056847713216700874,-0.008610183958184796,0.005962845474643718,-0.011269033476757449,0.03694139100214516,0.056647511406905035,0.016657730474176752,0.03687524845757378
THPO,,,0.006557033808755218,,-0.007791817021723669,0.05248108962663506,0.060049089749909426,-0.014761267199001908,-0.01109288298322658,-0.000877530029749363,,,-0.015568156532869974,-0.026298882176897808
CUBN,0.061379497248347695,-0.02419873673548906,-0.054850672250636244,0.007582054658109306,0.053245776583973815,-0.026224699898564036,-0.033658279142991326,-0.03998036388681674,0.1224373228685993,-0.0835375068518375,0.06477364933420139,0.009656005640454128,0.033820136350983986,0.011383586821390996
TIMP3,0.04053552539904562,0.037714183340929644,0.01621004454649798,0.02332431607158002,0.0728605647768138,0.005257986020611956,0.06908638089375725,-0.028636939612561356,0.012465163198232971,-0.012481967544614286,0.1097530180367156,-0.023930719525851095,-0.0012088523639397265,0.06008040449352259
PIGF,0.00631299837010212,-0.030452830648167898,0.022640725030732275,0.025259724831658517,0.003912977357043062,-0.06167822088019317,0.07780692226473471,-0.03785290420466417,0.04823819057747556,0.02410449965559127,0.07896640911251164,0.04951019177977227,0.031567164102667515,0.025278977224189963
CRH,,,-0.023245256715473502,-0.01712708121957181,0.017414571516373142,-0.01242278296501555,-0.030451732342289182,-0.019950995304941325,-0.015172206778414993,,-0.005490608511745059,-0.0073570127065748425,-0.015107530147215711,0.017043328954078597
BDNF,,-0.03774889813031071,-0.03463368281777306,-0.01532118257479321,-0.006427046436215904,0.04858992139625836,-0.09473566118619486,-0.016525142232192803,-0.012493435302011061,,-0.02983306551010672,-0.0055539507323038645,0.024225091628713325,0.07550037145577242
CCL5,-0.04940251026703923,0.0570729455036205,-0.0037871862499462196,-0.003803866105164847,0.018026116603924735,-0.018146628442201062,-0.015904400653002356,-0.024161535953067047,-0.015048829747921447,0.00833338270811041,0.022289590873313253,-0.015343393697012727,-0.018564812128052704,-0.0008805541877253892
GAD1,0.11920017661743096,0.0039025985302625836,0.04464128755563325,-0.031642412688487005,0.003781703111139331,0.08225159106984267,-0.06390899198113648,-0.008263139768430221,-0.004476526131621986,0.11749556176019563,0.12453758815966906,0.04377843186617857,0.003535115940098805,-0.006367095113909548
COL14A1,-0.033983256149645064,0.029585958136462066,-0.016201124057058543,-0.02137243605783087,0.015370345808155246,-0.01923139764927342,0.013423920738698435,0.014560085430489283,-0.0017372612259633526,-0.13616396082459536,0.026748524269343207,0.02645998109842807,-0.04334907778592768,0.1458294417005808
HLA-A,-0.03736455902948666,-0.029882023109571058,-0.01318794142285141,0.0026220198191016842,-0.0061821899932279255,-0.0633841545205929,0.10937167984810749,0.039445225701937446,0.03177100567820047,-0.037723798921784076,-0.0340823426438437,-0.07528315063682005,0.04833340717811895,-0.008556576695705632
CD5L,-0.033516500873986214,,-0.023245254026174358,-0.043733059466328626,,,,,,,,,,
FGF18,,,-0.021032753452945967,,0.055663985825824644,-0.01723579440236,,0.026188653424388808,,,-0.019491610737356377,-0.01655167147443161,-0.021790963773365608,-0.024091709925707895
ADM,-0.013966106616734,0.06771354872303333,0.03737936325945551,-0.012498052489640758,0.08534282787528401,0.010947890642897537,0.06368590067973429,-0.019664375552117495,-0.01441114585320926,-0.015388052095118522,-0.016555682700504375,-0.008691497472662587,0.07998816203246492,0.1348918655040187
CCL15,,,0.054959742862150086,,,,,,,,,,,
GNAI2,-0.060062721149930456,0.02318884484876395,-0.059771557630144426,-0.03929403597853696,-0.09135509445427044,-0.050305571144210005,0.12939989391546558,0.03865481455756663,-0.005176101219104236,-0.039439786115883495,-0.03771907785457105,-0.04663130757598272,0.021420190583467676,0.09326793421837079
HDC,,,,,,,0.001002056111347881,,,-0.052718137112110056,,,,-0.01754906553107342
COL11A1,0.06621110843350923,,0.04413376206699011,-0.0071893312078352735,-0.031768828386847234,-0.06088765585621259,0.039821786474301825,-0.0259365281581904,-0.013268660474960716,,0.010500863855794245,0.06680980994714357,0.06579108127446266,0.04901730784690532
NUCB2,-0.009992980338196454,-0.0009855757963111716,-0.056087318307720714,-0.023102869935750014,0.03760721809992561,0.038435417360539535,0.04874379076214404,-0.03045687009358803,0.00559906834150496,-0.04227256781948854,-0.0036822194974384863,-0.03930163425960163,-0.013854418033900077,0.008040261320152798
FGF16,,,,,,,,,,,,,,0.04150840634766843
CXCL1,,0.078837405386686,0.03529395189261541,-0.018373262235535662,-0.0051912662156859335,,0.07201200313490412,-0.018275033368151904,0.07322087873264262,0.1264623120975108,0.03393071269078772,-0.07427073173099659,-0.03597028221562399,0.10646624167964296
VCAN,-0.029675536294003924,0.04222582748193237,0.03635108218607459,-0.04227372667549517,-0.061303766301422896,-0.07140023766609682,0.0942908377508655,0.06692548663570973,0.03356683171721471,0.019988729231435354,0.05679228401140598,0.008119669616044446,0.040899721405255926,0.11636587629589766
MMP7,,0.08833755807533461,0.028689295680686972,,0.01051727549063732,-0.015269976365005579,-0.01445452164394068,0.009340115665486929,-0.017145180775321848,,-0.03248218122415363,-0.01636130819619086,0.024950981659854855,0.03674416562093863
PTPN6,-0.04825490084327939,-0.0015133935291486947,0.034128168476957634,0.03040655222173849,-0.04566307536204183,-0.04330634168032449,0.07239080660399248,0.015189156248535143,0.039992077153409356,0.019196686755617233,0.012150984511763887,0.008481731200055605,0.017138667851110612,-0.0027906536452992014
PTGS2,0.014308083577699774,0.0331211849478095,0.0034203029360695384,-0.01639717275410934,0.10609378786862618,0.007625316737256627,-0.08792573717826964,-0.044243812085415654,7.098640889664666e-05,-0.043236714133843814,-0.021016116965094235,-0.020742717686869826,0.0013741176616947613,0.022546851737346194
XCL1,-0.01711911617247855,,0.027246374965768996,,-0.02800612372239537,,,0.007536537475740363,,,,,,0.03352240127425532
CD58,-0.04146227341182814,-0.013650977006203208,0.02423183398512889,-0.06496621285574873,0.007628239920552109,0.1108043320339374,0.06994444705134113,-0.02605650433326737,0.05826153954654387,-0.04253347819630241,0.06577594989543589,0.07463947684713747,0.0016021035473186426,0.018395695279519918
TNFSF14,-0.028004117331036305,-0.03342446401349623,0.026897223951847758,-0.019162706785054873,-0.005269750622974488,,0.10175260140190259,-0.03314991288363801,,,-0.02626463744893377,0.09461057894292374,-0.018208166910280855,0.029118551692323018
CNTN4,,-0.03447348366105574,0.026048046398560724,-0.01500050574191594,0.004183271082826791,0.04490218104559141,-0.028031500568197823,0.032424882504701484,-0.014271426106127132,,0.10657238829042498,0.018956228043273227,0.027242654112855102,-0.03215783621700831
NTF4,,,,,-0.0016887593244231036,,,,,,,,,
INSL3,,,-0.022818784918165906,,-0.025740070804927843,,,0.06109886667888637,,,0.029570524992451497,-0.019145640002302507,-0.018208165151078752,
BTLA,,,,,0.08411918275805141,,,,,,,,,
MFNG,0.008085269000399237,0.00408966252488288,-0.03503433683808224,0.03482675430474963,-0.005261953170507813,-0.04024077175968944,0.06420323951584195,0.0005842460219225435,0.03112396612506293,0.06493895864440714,-0.01826769580460901,0.015487936645803179,-0.028600124869081985,-0.017532977040154732
ICAM1,0.044285696796799175,0.0008372857808366104,0.03928385387168564,-0.014395685153312519,0.047024419833379294,-0.04372191474430228,0.1289881280868609,0.016698930266348923,-0.026929890564907598,0.04850596110578059,0.0354986084099637,-0.004270206564664616,-0.0031838354482068196,0.06966179713246426
PROS1,0.0601178089086914,0.024976230492109276,-0.01769915160568098,0.07327453328184733,0.020156703921091534,-0.028810624588153345,0.15480173080869755,-0.02858858331093654,0.00313304051860904,-0.030888897029089115,-0.02788837295467413,-0.01909780191818748,0.009708150766468885,0.08664697301957887
CLCF1,-0.02588283531106039,0.05711170949686726,0.07028271449261798,-0.008974678588241585,0.09162108487794779,-0.014194967897439851,0.12345479722088913,-0.03383418498455337,0.05921693316483228,0.013886238127185358,0.034191092494848856,0.03047654199363611,-0.04837296770154016,0.15339033455022097
PSAP,-0.11740104415374975,-0.09277662923499506,-0.009877067431255014,-0.036921435734724,-0.016134834416894284,0.08384462548879118,-0.1455117819986498,0.01692867271320172,0.06455734419535634,-0.06679806088944375,0.013131068476882718,-0.01969784044983116,0.03375452025002412,-0.00377120562323351
EFEMP1,-0.033081638484800696,0.02564311052885488,-0.03717847742833519,0.0001225675469404748,0.03334088454334731,-0.036017860024478335,0.12365292198177076,0.03748230654102013,0.07581106879455767,-0.0490319470457645,-0.010968181453843238,0.045788848680138855,-0.023645465653288587,0.1689562253755487
C1QTNF1,0.009432732154190403,0.08905159970415309,0.0422125190689597,0.04209803347664448,0.024820403016984162,0.021966812196420705,0.08995489180011096,-0.03847108426601367,-0.03434370654283112,-0.06638296956556732,0.0005352421091602033,-0.04777936076208529,0.07777230524930648,0.15021880677482122
ALB,0.04663157174844795,-0.029495100004279663,0.10971406942345673,-0.012209079760341704,0.13028448814615962,-0.014606638653485509,0.007753622066316257,-0.0157565901611525,0.0592541783273164,0.05082963644762823,0.060437209109282373,-0.006156094149466803,-0.030480016740479298,-0.024846326292623983
CCL13,,,,,,,,,,,-0.01949705440835088,,0.01581355795798492,
EFNA3,0.05521265735918701,0.00526301766588952,0.010127723898891208,-0.025770860965684924,0.046238912942328673,0.013002688533036946,-0.07390530000613947,0.06168841675922655,0.07736844692469011,0.05992650710483918,-0.0013177545218232935,0.0807498940627111,-0.01006770413973569,0.004157094264101536
DRAXIN,-0.007403721106843371,-0.015435929481872838,0.010989660315345618,-0.025789837664491055,-0.0055821487031097045,-0.008319395535861512,0.03249748605405614,-0.02096672216008247,0.02437713639198332,0.08780159967606196,-0.07431007135786419,0.004293948566971414,-0.000182116365158546,0.04754043901971699
RAET1L,,,-0.017776055064711426,,,,,,,,,-0.01938156225407844,0.07990516614919037,
NPTX2,-0.0002824056302006319,-0.03663986216543129,-0.0652223278880172,0.014802014962487587,-0.009777159198368955,0.08859490950549377,-0.1554396870262906,0.02459943002014574,0.017675464300975906,,0.012494560507111065,0.015679780721725656,0.03492046344033065,-0.011950435533421514
FGF11,0.12599395139288255,0.015414856948640069,0.020373053572970434,0.06489734733962398,0.015745207330806355,-0.007383393415717438,0.07286787085150546,-0.06730464510715636,0.019539388683109192,0.061678195141775805,0.01519398763794489,0.005862205714864468,0.03777813562156978,0.0923507935020512
CD59,-0.08931230768745047,-0.05889645780472348,-0.00937551427644861,0.012324311140426666,-0.035268869821319944,0.07181893492514921,-0.06060860200658465,0.06190244965641024,-0.05317168863665019,-0.012846017057884485,-0.009093922483124142,-0.025834225988721583,-0.008207431102389024,0.014688965434274065
COL9A2,0.04188825475143231,-0.016469743380942193,0.05488863212079459,0.015766973044134776,0.025506886972759858,-0.06850596812944248,-0.017830583280765974,0.062151470545050644,-0.031754634999346075,-0.07822849719538366,0.08865959268570694,0.0391400310707083,-0.049243422938077236,-0.026677440985993797
DLL3,0.0011325120493624976,-0.060868055266789546,0.055853379655323054,0.02912014178717254,-0.08763906498501368,-0.011851275143901437,0.03167185771629843,0.05758523995959216,-0.02126857681919401,0.0710908129801351,0.0892529428336174,0.08206822366469362,-0.0221762201166531,-0.07059182558556445
FGF5,,,,,,,-0.01930666780293581,,,,,,,0.07645524822567151
LIN7C,0.08277185243808968,0.04495839699731309,0.025968741570584146,0.00021470428428272125,0.009376928242489908,-0.03477689506145304,0.08872503796759992,0.020604481046484463,0.03277445163112534,-0.02631836569929177,-0.018135610911827728,0.033090794244145974,0.0480042665496025,0.005691298669555405
GDF7,-0.01773205959549261,-0.020838839023447277,-0.02575888942636,-0.01609661007946472,0.015398013370392183,-0.02086460436117174,-0.011503702276602808,0.03836750307065648,,,,-0.01661481908422344,0.08547542522831783,-0.026826086090942138
PSPN,0.0037981095466013033,-0.04085401605008486,0.0035025927119644537,0.055678188623604435,0.03265864393164925,0.0630922612535612,0.03098507472742894,-0.037287760335539724,0.016464404476180243,-0.03892505667441921,0.040565307000540056,0.05374147863085956,0.0435424360902604,0.014737474716662386
ANGPT1,0.08924903619541989,-0.022070782920329473,-0.0030098470728993003,0.009444040663646498,-0.012658278313841205,-0.02514195570323557,0.08393246775145213,0.012611737938734293,-0.01758019890365104,0.06938437001470818,-0.034522484006728235,0.014381547755457778,0.008077979289205834,-0.006480123506815036
PNOC,0.16716331611082108,-0.011481917999165227,0.08693835950572203,-0.024282342272113337,0.006160743755491882,0.01584510437455042,-0.09463017401813854,-0.005155226443591745,0.027305839840906482,,,-0.01766827169764824,-0.017548583584095438,-0.01498756254232322
L1CAM,0.009527545746055155,-0.04701994925651949,0.011198699474032845,-0.049504638460001735,-0.04177905211432606,0.017961011516469817,-0.04231865598297326,0.01710872355101438,-0.021228844594260513,-0.05347439071806546,-0.06502058684990658,-0.0159459800409426,-0.012876923602635015,-0.042575181521270655
APOA1,0.012216409838782616,-0.04476595422461938,-0.005762357142830361,0.03678018616512571,0.013659509655045404,0.003975553196939368,0.05805475522875632,-0.01879372772167429,0.053953158215236,0.005296256693571004,0.015628265276617124,-0.016508475331372355,0.007830406802489268,-0.032654646969712584
PSEN1,-0.023923843287094945,0.0599768370549933,0.03893016987982864,0.048061685936029434,0.013932502172110652,-0.04061376016629042,0.011790053158605238,0.01636299599762302,0.0076679121992828,-0.09673311915266539,-0.012651143363569164,-6.063875017548031e-05,0.0014984765594095765,0.022186173971261536
CALM2,-0.0033951808422747185,-0.09653578845847684,0.011141069226678868,-0.0637990594719355,-0.07860677149898483,0.039593745957598465,-0.152640002635086,0.024044795759691436,0.04459014627516453,-0.09190282973336672,0.007522163459715986,0.06253911148395051,-0.04131714879489871,-0.11257002466322906
CLEC2B,-0.021881094096401727,0.06155823951561779,-0.03226006125478916,0.09251968514740731,0.019300763183449803,-0.047099765719962376,0.11388233894071742,-0.011196371422228634,-0.016614821885232372,-0.00972828721501065,0.015527433709138696,-0.01038152331859129,0.05777763144586067,0.0038311760762317214
NTNG1,-0.03375403440583337,-0.04210106468214434,0.05560279182525833,-0.00025745500231124155,-0.04056012352098545,-0.04571529949865489,-0.012061138950551692,0.03439231475995708,-0.023589058677277206,0.008982343498822565,-0.048571213036916666,0.06620125023365556,0.005243158959236465,0.057685988658140175
LRIG1,0.003281245459048472,0.030498551834916923,-0.007688976336485972,0.006805408176214152,-0.07213505768081124,0.03355876391615962,0.056005577741521755,-0.029895838551357863,0.03628952283852717,0.009959586077664987,0.04781560562969672,0.05881340499334685,-0.00017741683706710892,0.10524559051841638
CPAMD8,-0.015602690668554025,,-0.0060144785293863795,,0.035845788256490665,-0.02906023205548681,-0.017465479253051336,0.05408593064097858,-0.020488405648036834,0.14195602756805464,,0.09049035339332846,,-0.0190217056439189
GHRL,-0.02489297127267194,,0.00456135979737885,-0.004611285353801461,-0.007106536442358016,0.0803873167330933,-0.026729301065986873,0.033826578812526285,0.009082723217141658,0.11282906593860627,,,0.007805822458759746,-0.016767831446799473
NPY,0.06194485404918317,-0.028659411296568342,0.02975009364700961,0.04922755768108018,-0.025249043454247992,0.06259387734294002,-0.04917285749833192,0.00994348320490824,0.016668201055355908,,0.01116068097264519,-0.03516475348440969,-0.03573184645522179,-0.06412761587388212
MMP2,0.03488075019949075,-0.012687610683627745,0.013076945175593062,-0.032516547777544307,-0.0652558056415491,-0.06713250454824135,0.13281544698226658,-0.011105859446570393,0.039002266473492184,-0.07796035935358026,-0.05793371913609181,-0.03340060011040905,0.08428752572737748,0.001781927705744121
LHB,,,,,-0.02651608903094552,,,,,,,,,
PPY,,,-0.006496534788337256,,0.04056942835008636,,,-0.011700019616745726,,,0.043418345322053374,-0.03103159377602765,0.01455615197800699,-0.0035271369069110403
ALKAL2,-0.02336515766688907,-0.006406799016328134,0.009978271059534116,-0.012920166861409116,0.021286574244542174,0.016833821827830952,-0.019802948546737406,0.010858014679636287,-0.036432762412735506,,0.016360309147310192,0.02435599086758839,0.006406342365515426,0.031501099323920784
CSF1,-0.053223951168623544,0.06503484879391035,0.002972869413351905,0.01874194543406819,0.05273135290501876,-0.055117744923603676,0.09117235784621669,0.03548966434812713,0.005482598602557568,0.02710645330758671,-0.011029493047710493,-0.010003398897577356,0.08315060416351265,0.08218854638158375
SEMA4C,0.01706263437917554,0.10046749315258739,0.06954311425754753,-0.01821423824803859,-0.00293292301497362,-0.0780677990170494,0.07722708311577868,-0.0045422838435128865,-0.0009086763560655324,-0.02295175570024119,-0.012947310560019978,0.04837625973106009,-0.0015093746530945977,-0.021109727720659246
ICAM2,0.042851730905151035,-0.06027196465470643,0.026238174806117655,-0.03147591649360044,0.030611467492493154,0.026422148867410983,0.07017101888707775,0.014006454030934987,0.016814001364835966,0.02284054682497537,0.051964302968380026,0.06209278373982528,0.06465419366499973,-0.03213969213335789
SYTL3,0.015098517910121836,0.03164481361899522,-0.051702931223855976,0.025812149789709648,0.012224685592976745,-0.02006227134453345,0.04608179368682454,0.005213517558393924,0.07384260415424031,-0.045315994317875426,0.06511231666507224,0.0057545237983437384,0.002833433459634824,0.13675308458510183
IL1A,-0.018130075794837663,0.09717828905617781,0.03256129775843417,-0.013206823106337848,0.014668413461675535,-0.020864601620320167,-0.02299681037224263,0.019744797988490072,0.1060691416281605,0.013539823316187449,0.00666723220030823,0.04067969073215521,-0.023610228216921627,-0.030140703944703383
HLA-G,,0.02126372262050492,-0.0017345914637562582,,0.04516535333225275,-0.01126927316994889,,,,-0.0004206640613486975,0.010649555652358025,0.0379052757008151,0.029015822136304756,
PGF,0.07670556622592528,-0.01733332485635624,-0.023970577108509025,0.018056707142192357,-0.04815673974705456,-0.025865753952340108,0.12284907007056711,-0.013183471092774936,0.06263621479982444,-0.001330500229068987,0.04376884511044621,0.08999664281171135,0.05070069397650804,-0.04929258198065958
LGALS8,0.05839238495183067,0.06432980805249287,0.025675109980334617,-0.024750394649080326,-0.008207141587817088,0.03105213935138451,0.02809983579656857,-0.006085969694623262,0.00465118414701359,-0.025021715643793477,0.017565763077096307,-0.010945099342180126,-0.01218107229125119,0.037324420482962556
DKK3,-0.004343943870884531,-0.08711569069289139,0.012706369059628388,-0.04300627790062284,-0.11425294658481075,0.08751081367547084,-0.11614835993788233,0.018362298210286662,-0.047941163032953184,0.012100315417640449,0.01895814701272866,0.09201250567882208,0.016669533635340926,-0.12073017495663371
COL16A1,0.026558785342795883,-0.04197222857602882,0.037388786070653865,-0.02061842260998729,0.05626019277134858,-0.055671399727290384,0.0347153152207812,-0.031161283957559013,0.055595895953582795,-0.0449367365890697,0.04128822973968735,0.018868686650029814,0.08866500030509819,-0.010478961399866493
TPH1,0.003623986231798142,-0.02775352021265984,0.013820774904865739,,0.019601459844917613,-0.011941366430297093,0.0914064858220131,-0.01634943949415251,0.08660543479221,-0.044270997142377054,-0.047239759876465996,0.06280628542680518,0.031491859044417564,0.023939751332698073
TNC,0.028566985908584332,0.03390102285205362,-0.023306264723781254,0.03946780406233858,0.061815286239756746,-0.05224366722157243,0.15624515885533466,-0.05019528794874868,0.03676120003172745,-0.06899768006415044,-0.0719706626041945,-0.047772369633419104,0.06042740704665723,0.13553397653309843
TNFSF9,-0.015602683263263176,-0.039112732467802794,-0.03571392897043625,-0.021605464466691836,0.02890500041447436,-0.0004129053784259257,-0.03869100530196491,-0.013720085936364698,-0.022649544974774432,-0.044919410203408935,-0.03898292242647731,-0.008727760125147737,-0.022875966362553363,0.06543049007968214
C4A,,,,-0.012732245315093987,0.03469684842314211,,,0.006356792653530855,-0.01173498049551471,,-0.02170637954170906,,-0.014958288774124235,
CNTN2,-0.061067870154957814,0.019961478098143266,0.019240062696184834,0.06015769440893279,-0.014211374177114692,-0.07720105993717226,-0.053818679945186396,0.0857508612208577,-0.034064810237823075,-0.04692401989591558,0.034452126593223886,0.088714184082042,-0.04978653387408937,-0.026350458017191925
F7,,,-0.019593577818594565,,,-0.010371110820239567,-0.01746546910153055,,,,0.0682991204002405,,0.035118765861927415,0.018748842921229643
LUM,-0.005005388429232382,0.02690620541621356,-0.0009759624015654325,0.10187040679433666,-0.022282702193724902,0.03698501069795444,0.12830967464572507,0.012193235786878582,-0.009829052407972657,-0.06342391851114726,0.03090260783571763,0.03951831747935748,0.07007832961894747,0.07450957757687574
IZUMO1,-0.014908858130795868,,,,,,,,,,,,,
BTC,,,-0.017776047660413186,0.04590887816197057,-0.014150357290419162,,,,,-0.026813624243509016,-0.019785884449158155,0.0717334534798198,-0.01432435227964108,0.007175671650511652
APOC1,-0.08840850423077269,0.032354710878561004,0.0018163568217496589,0.10604819151118769,0.06593336107170425,-0.044801159281518566,0.11574083999346678,0.032100421408947394,0.04175430420252583,0.08142864383206858,-0.04115077445369905,-0.018372054706486476,-0.06606945918467909,-0.03640965845788885
PKM,0.03793928814636744,0.04616478262990204,-0.004811281792148374,-0.060738108559416956,0.015108596499240597,0.030477416353471808,0.10587870420846743,-0.06759420321888847,-0.016870175422196217,-0.07741780901804121,-0.06629422104426347,-0.053597819727311674,0.0031219464656717126,0.1540681407174562
TNF,,-0.01554346880037844,-0.014709650858009024,-0.017020895034106375,0.030348999788852336,-0.009549893755149788,0.004118252885672803,0.0073617796570146785,0.05492404915118006,0.09437620699569661,-0.019204153682672944,0.024103494730092975,,-0.01829911922687882
GNAS,0.023568900583680778,-0.08190673983220868,0.05304780678203737,-0.06150861432479133,-0.1286727780637893,0.07843298215526676,-0.05941102488180504,-0.004927079882582035,-0.05015715932863141,-0.02005762834929909,-0.034403578495056854,0.008086505350546802,-0.0010573959021089217,-0.11062596832814507
BMP8B,0.04213211079090791,-0.03992525302578464,0.057623642871611626,-0.02581162961927441,0.02817762305193338,-0.01973998838332716,0.01787932521806066,0.003130700847642276,0.026920336944948466,0.01974816383267527,0.019469832159431044,-0.0008216570123408129,0.0404047622991547,0.014024356995491273
LIPH,,-0.00842991343813156,0.048030419162024454,,0.005211732064511936,,,-0.011182839371571813,,,-0.019497061578893207,0.0905870697564656,0.042896390715060025,0.042800640743246264
CCL28,,0.20230731720691025,0.060760914708806804,,,-0.0052972466291694225,,-0.01721973294029576,-0.010586970563542998,,,,,0.1254118483814937
PTPN11,-0.10750833834883097,0.02583378315098749,-0.04407921707131512,0.006219540918009913,-0.01869997607121089,0.06722385952833809,-0.03801645519655416,-0.003900790149811841,-0.04457466766920678,-0.01898708920228662,-0.00446314525588538,-0.02747737137879676,0.004317541564154848,-0.11466124774922505
