,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
ADA,-0.0048192893005399254,-0.039112752033906274,-0.026152336431533946,0.022775382224840202,0.035634310780483715,-0.02906023329874149,0.11191239678597902,-0.013670012167701225,-0.023676763367495295,0.03497784312280139,0.0060384683962878055,0.03794439940755682,0.06276601010998123,0.051941149018381316
LAMC3,-0.007249293653824843,0.010022352533333018,-0.020252940550284985,-0.013103180576933094,-0.08520069647760399,-0.058352236610351556,0.12355621707223201,-0.04879140396977899,-0.03993499390151601,0.0011749165010015027,0.03284491661373498,0.06177675138973313,0.029006703548133936,0.010251936232312707
CCL7,,,-0.019593578798260486,,0.025738033029310357,,,,,,-0.0264846421584371,,,0.0074295840757477374
NGF,,-0.01911490708612348,-0.02335601079170114,,-0.018043842089606393,-0.014194964251793837,,,,-0.03739686108732245,0.12590205565988055,-0.018173282169418967,-0.03278552550397061,0.13806889826076255
TNFSF15,,-0.023647525671050548,,,0.034418005184403716,-0.017235798607092997,,,,0.014330770833579943,-0.02581955213565822,,-0.011858963311451023,0.05144560189073038
HMGB1,0.030980417901009732,-0.06116939097752904,-0.026439500586712794,-0.001126939361061345,-0.0358307663399037,-0.03110102518080984,0.034223842421239256,0.014525044126842968,0.014864310020142442,0.03348040894903816,-0.05439797630510503,-0.0529685016694246,0.03283860565658723,0.02191030437322089
ITGB3BP,0.047238909159800266,0.06263876643624247,-0.041783651130556876,0.00390519898905274,0.05268995142081303,-0.057202496038490445,0.10493671064322348,-0.0032024054778105222,0.01698577346945388,-0.03488798909630888,-0.013845803855774283,-0.035653258648554384,-0.006276682619055834,0.04246210419636642
AANAT,,-0.03426044850974183,0.05496547992534528,,-0.01762048291523422,,-0.01718719621498086,0.003521185100969394,0.06596702673311962,,-0.023234504210076775,0.04073196174765991,,-0.019256977541254466
RELN,-0.01582760482088807,-0.03295823370350073,0.01235921712062111,-0.029498488131542933,-0.04861235435988068,-0.014080726354081967,-0.050432626350232254,0.002737976333640332,0.040062001539353936,-0.010740882970357796,,,-0.014324342496771525,0.0044647538639703685
IL15,0.05621466027437645,-0.01657719911251458,0.054892541648269344,0.03225875172677127,0.04221064132509259,-0.012264295365333881,0.09438663782004181,-0.011989014015971368,-0.015172208176468291,0.010849017342122428,-0.022245361500882604,0.029788711734791657,-0.028927661360498725,0.0569163592581097
UTS2,,,,,,,0.035514310052654006,,,,-0.019785880812208872,,,
BSG,0.03111787636911848,0.002443406384597243,0.01737616073819535,0.011506144547145254,-0.0663935013527898,-0.06762913352897564,0.021093159173256305,-0.04338087835753831,0.0292660383776826,0.0008701822678078218,0.039240246876825965,-0.04764574188356208,0.07462352108603047,0.023237701621836634
ADAMTS3,0.06118058886996281,-0.023492089286956723,-0.030079882464626135,-0.02263420517680014,-0.0019650271791885063,-0.019754231927329505,0.13399682977436603,-0.016612701893958692,0.001112320597848774,,0.13907584757833855,0.10011255547303721,0.014236349508870866,0.061831672169377426
CD34,0.036282425705477975,-0.034664058657600215,-0.06180254880487623,-0.047682730028284284,0.02877584601113285,0.016876334072214068,0.09204354705607935,0.037768766486237754,0.03048497830296192,-0.03738256011869167,0.02857161535606969,0.01372353231071361,0.05051552817270077,0.12423773465196035
CCL23,,,,,,,0.020445505712230718,,,,,,,
PLAT,0.02478158237579508,-0.0863752620185151,-0.010915186939009468,0.03891762424637558,-0.015930449073604244,-0.04634998777048915,0.08860863675734687,-0.07561111555678181,0.06048469614770524,-0.0502626090086495,0.01611949420292704,0.05619054962145198,0.04019274681393358,0.024368038750155325
NTF3,,,,,,,,,,,0.040088291296355244,0.03822751326837281,0.029144064987614158,
LTA,,,,0.009013838858512304,-0.026956866658921632,,,0.06434999136772103,-0.01517221004933275,,,,,
CKLF,0.02163323858775241,0.0420050418864494,-0.010508486216862869,0.024298876499758554,-0.03749683164364218,-0.02665772832327857,0.0814476877139253,0.02136326761047912,0.05565473540091229,0.017995972066899648,-0.005065610852670651,0.06782617983190262,-0.002460062819261496,-0.0606608780043316
CD24,-0.020251486264091994,0.006176350350779037,-0.02318174752342168,0.046995951069534435,0.000202830019241323,-0.023391011819867837,-0.04731975465217333,0.06226733589157781,-0.05046842580933448,-0.05168904749650814,0.01190795511135567,-0.00616411043420353,-0.03439864450968877,0.023656852338807148
HSP90AA1,-0.052405191992136384,0.01969955622049331,-0.0220275007781419,0.0341542829055672,0.036223437452646334,0.0396408608167779,-0.14230630736845915,0.07780101323704951,-0.03807532025455906,-0.07299701158026933,-0.07600209778384169,-0.046077175579815915,-0.0008469354012528321,-0.015239203094722046
BMP4,-0.019648229460154848,-0.04136933468719108,-0.02903682149871995,-0.014837721427238104,0.005073721438550828,-0.04914616377882019,-0.052644968297319954,0.007295077650087716,-0.012928290015029563,0.03799278792715298,0.1081574995872398,0.013146126288947846,0.06312116062176845,0.03424685886312843
SCGB3A1,,,-0.0015379138878419722,,,-0.015655589944022632,,,-0.010586967528337966,-0.06066497866354068,0.018787039698500246,-0.03526231708066106,0.03726060954559461,0.05833411192408339
IGFBP4,0.016645455180053212,0.037741671665855916,-0.0009201564284027784,0.03144366508824217,-0.006683015036689062,-0.05156059303520589,0.12128522203177794,0.04706238926113381,0.040706095711868284,-0.025348210154017177,-0.04204631590427351,-0.02661201179778771,0.02795059365208678,0.057746027200524686
RSPO4,,0.02678841822352745,,0.05006711189663438,0.014750473651626697,,,-0.016624611436337183,0.06217439812033404,0.0009485949966762075,,,-0.01658545515318754,-0.0031698565961715192
LEFTY2,0.032006558375479444,-0.03911277243517958,-0.009314302554982648,-0.014168981731860897,-0.003940613028914118,-0.03515479506924621,0.08251056013888869,-0.04094061054951218,-0.018729923868207366,,0.015203652245419835,0.01731511164704963,-0.022555123276165275,0.02215068975756201
PF4,,,0.04713314737584001,-0.01273224333128487,-0.011884548953721296,,,,,,,-0.01688402095021328,,-0.019021688545781186
ANGPTL2,0.031743951053329326,0.05197708923589583,0.0016978218951837411,-0.018602795656399804,0.03838517239161666,-0.059201832834498404,0.11682651603768512,0.04304993840485303,0.03333382758370618,0.08252043569300321,0.06342805640919323,0.04281444577886733,0.005589152530917547,0.026219401985538883
LRIG2,0.03749675124425472,-0.02148309810163123,-0.009312046656903245,0.019578749616578583,0.03227324372582932,-0.028845611835777392,0.06786556756215857,0.015599679960404319,-0.006196035982904567,-0.09396559423012775,0.052630665038424534,0.03049197577658286,-0.028481007949338343,0.03897524703374323
ICOSLG,0.0024220961954833174,0.01432139584383044,0.0045856095651786175,0.026356247915982397,-0.013070319926930004,-0.029977666174842214,0.01678531579153909,0.01859965454638775,-0.007125036592601773,-0.02791431493710086,0.04747315427873347,0.06308025579862923,0.05755372472120868,-0.023084521553279697
WIF1,,-0.054341087216281565,0.022582798421746035,,,0.11339220003703333,-0.09048247070555214,-0.012828818880152025,-0.003914888715639211,,,,0.08225423524784259,0.08161893477163626
NPPC,0.03095588904840095,-0.047655626192423306,0.0002807246801917073,,-0.03740998313705933,-0.030035193962898776,-0.029560272397263002,-0.025024949447904763,-0.003915227867915369,0.028165741452993494,0.07285657138414468,-0.01945285085333903,-0.0192090708943325,-0.00251739280771341
LYZ,0.0460143415994627,0.010107592917603546,-0.03600887904367468,0.02158100442751164,-0.060270439675192175,0.049194085162418154,0.08400866473767117,-0.01977487580127785,0.09574619668226865,-0.01342603369117105,-0.00883683175641827,-0.005665984112981893,-0.023053142764090394,-0.0029949085276300288
EREG,,,,,,,,,,,0.04395977206836395,-0.01995018630387409,-0.020657464025237906,0.023659195932850024
SPTAN1,0.03120682366740632,-0.09346574421644589,0.051970662422087026,0.010916823397514357,-0.08087292770117005,-0.007389786028546607,-0.011890147556895945,-0.0049447697217275335,0.041844083251733784,-0.01170556514385241,-0.0356289127380886,0.01076607801262166,0.011524315221850174,-0.06293299400868196
PTH2,,,,,,,,,,,,,0.03194734224083602,
LIPC,-0.024443213638801337,0.027840115658125088,0.05830535229727898,-0.01916270668289736,-0.021066252992923345,-0.019018777382228097,0.046654658056343015,0.03330282315868846,-0.023834123163915075,-0.04059831114013363,,,,-0.029663184668544312
COL8A1,-0.032568223361324575,0.012982741732021514,0.004482238134599272,0.003340232209792097,0.01899030201157459,-0.03865593661404238,0.028543067061920273,-0.035425020275359397,0.03096105044966306,-0.052860539825150724,-0.020805739543421263,-0.003309625389113319,0.009034645079785308,0.1568492946850119
GSTM2,-0.0051071200115878216,-0.07171834585220378,0.12050354120402895,0.0565291238649577,-0.013208407344021532,0.025391893505892056,0.08438473225663526,-0.017150494325925903,0.010063298965984116,-0.008137513728415532,0.006463899563838475,0.01670840891235174,0.060592820955879804,0.19775216598073517
SPX,0.014248077776319657,-0.02499900265495187,0.05158119288420692,-0.030016297818820023,0.036225019130515124,0.03339508368834235,-0.02070335926905344,0.01633708931787529,0.007710739043347041,,-0.026703036223401377,0.05620716347898397,-0.022693527782443258,-0.005065232821461028
MFGE8,-0.012232761402414229,0.125369343814578,-0.021770327597579284,-0.02321664919939088,-0.03852490591911963,-0.018022593830015136,0.057993252055032224,-0.003359124225091072,0.00372184265518393,0.05496032440286066,0.07346256610049828,0.019885314271595598,0.08664548435349277,0.0787826433911668
TGFA,-0.042618832124917926,0.005069552206527922,0.07016161550356242,0.020271193674713167,0.08301006182647386,-0.029729078372543145,0.06678676863656453,0.015610383735852296,-0.02693473726565102,0.004997971237312025,0.05170396500680051,0.03928805543863028,-0.007142328508677364,-0.017551651067152643
SLIT2,-0.01964822631614348,-0.047322011533991515,-0.016969922229365202,-0.03319892792650665,-0.007209965949253972,-0.006113579783544934,-0.02319018595408224,-0.0013289633710850174,0.006759848987152806,-0.04619236830161303,0.03011114405063924,0.039206894690662665,0.05221581658214621,0.10529637422690602
PLTP,-0.05749770915585439,-0.06766414623595629,-0.004377461985808095,0.059054286629935476,-0.09308281004305897,-0.00385627778108007,0.16811735781310855,0.03391685588277812,0.06123279042041439,-0.03713123193734043,-0.013843058252150134,-0.09534732595205256,-0.012681434202475434,0.0035415027555665128
APOD,-0.0538362113020908,7.791316291962413e-05,0.06173480785839127,0.012400107665695053,-0.0408155271495109,-0.023912858114149532,-0.02565143025582945,0.04661340774054838,-0.06078718548457569,-0.028609608213177713,0.1447990893945237,0.08020400969074754,0.037126281522877294,-0.03454402379673948
B2M,0.011600868918053817,-0.005748197741391855,0.0008165991008110069,-0.031214746946260502,0.0009086400195132535,-0.08655921702401606,0.15935163078355188,0.10586494045974301,0.06125133258794477,1.6788893324937623e-05,0.026950563161822885,0.0571070610765233,-0.008447057630229486,-0.057813423585696105
OMG,0.025407442172846576,-0.0390249884072681,0.049907990273702935,0.03610613037752878,-0.03393185412911068,-0.020794452762288314,-0.06846818084161652,0.03578915909270401,-0.015158050103922207,-0.05228728517316716,0.09065804007304795,0.009515716939917223,-0.018109350286185266,-0.04175134543015114
CXCL3,-0.015374683649900934,0.08740284286225943,0.00810846136067821,0.00020256152710191146,0.07467498402277063,,0.011638747544486808,-0.043844362737107345,-0.010926738716254344,,-0.009176504474426611,-0.015293400204883609,-0.011158384449403756,0.05605360486232989
CXCL10,-5.7174949785323034e-05,0.01612037844017296,-0.0072536723839547144,0.030137178840235194,0.008079701847503944,-0.016763902367143254,0.09122856418444614,0.0675307618901079,0.05842227369240266,-0.0023793299449928504,-0.027348790679579654,-0.004183486255852206,-0.022662498230503664,0.00724214633915955
RSPO3,,,0.10569969888613409,,-0.01738949852559848,-0.04070903573102371,-0.02822228752535253,0.055194763525171955,-0.01141823136622597,,-0.036951170978538464,0.0625180014825967,-0.0430654988449944,0.03939968553177366
CORT,0.00530728806957515,-0.02618038194978358,0.09990599775680103,0.03562193954964756,-0.03899669550774156,0.08565903945714202,-0.04884499160030107,0.04881811457816835,0.05494143455702774,,0.027770034834439263,0.1416816316799026,-0.027583836307293653,
NCAN,0.04519027237542444,-0.11118990039640714,0.029009313457166338,0.07693687057102648,-0.08316824921414886,-0.013608751591626644,0.08516225300714492,-0.05232165572977318,0.01858406446116824,0.05707753428651992,0.06722636750144928,0.07924828396629102,0.013694149984477114,-0.07477452869707638
PRG4,,-0.0013318217139036417,0.017690178084394832,,-0.027640831698543904,,0.023751244132373384,-0.02124559344367229,-0.013349799970391252,,0.10618308615226613,0.005981360696672323,0.02667054383456867,0.06887776572683203
ZG16B,,,0.025093719967094245,-0.015321185495142052,-0.032080565652719994,,-0.026395726829983576,0.012637228363475155,,,,,,-0.01622745119034659
TGM2,0.009662837193763284,0.06670956483113212,0.022980363790195982,-0.030539478074036345,-0.014827272210841541,-0.039552178408201945,0.06316471335651609,0.009019953286494957,-0.01910533449476678,0.0240166738907317,0.08254352476670666,-0.012431532444736305,0.03395391248317618,0.02963279477374623
VEGFC,-0.019091800949677946,-0.025637041802515255,0.08525063038086485,-0.019672992187333153,0.013372600217325557,-0.025141953437069334,0.017177215033723554,0.007983674535285389,-0.013624002990986548,-0.04054294040721359,-0.006780553056942585,0.01052765254261756,0.011494605440793252,0.0008910833752789565
WNT6,,0.04495590092431722,0.0777614578478698,0.031496007698135285,0.0004974045934393257,-0.012579388147287448,0.15218843436845086,-0.014348319158413773,-0.011890341840256783,,0.04090315960575628,0.016960997075850585,0.0458170434096061,-0.016767825666296112
NRG4,,0.15041513536092022,0.020043072313734978,,0.04315474446418455,-0.01539949653763456,0.07336245724389899,-0.021820090362498858,-0.015893988581865904,0.048618488266486556,,,0.029165791688731662,-0.025216237970968374
PMCH,,,-0.020799417166008173,,-0.033322094848705276,,,-0.01662461063402012,,,0.07324790616886176,-0.007559967993860544,-0.012609993171127164,0.0314160894719954
COL9A1,-0.01039623126321016,-0.03774892523322817,-0.005956879243021398,0.03877121974338028,0.04194064817527706,-0.03704926194597874,-0.015693157981099312,0.03663608887106405,-0.018110822134367023,-0.11242764532364098,0.013706264418674794,0.028006916289997314,-0.012133459083619836,0.06390549837101309
GDF11,0.008748267525001796,-0.06956452790776085,-0.024092373489680907,0.035671758887614625,0.002364418815580158,-0.021856272245984267,0.05403440485172057,-0.025279277925940567,-0.027911165707347915,0.06981112719894556,-0.00796624812308593,-0.005861262123018762,0.007299543976817301,-0.019797591235887334
IL24,,,,,,,,,,,-0.02007076587898443,-0.016614813820314003,,0.10170809442937705
SORBS1,0.009636493753332188,-0.07348947642834985,0.07009907722597206,-0.01379645251304076,-0.01871813164651925,-0.012303596544244568,0.046194765240675964,-0.016988606190221123,0.06675990361643963,0.03417464715802118,-0.040633084660076944,0.07246803712933532,0.004234625881850705,0.03201961527773088
DLL1,-0.020306500605186073,0.013770123098281462,0.024883959378203615,-0.023910740095222576,0.00873949182828233,-0.002549554531203611,0.008270671386469072,0.09076739520957419,-0.0169939308530261,-0.03181993858902795,0.05939379693505081,0.03873778931021001,0.07569347842941063,-0.04880498160682957
TLN1,-0.057715455480387395,0.03297341657237584,-0.004859651578181182,0.04599634500615238,-0.09765651004932674,-0.020217409423239012,0.05310269555088248,-0.05773120992249826,-0.00416459223454212,-0.10178999876932067,-0.04340034081884456,-0.022178509781416753,0.014072557370671066,0.0528734323323641
COL2A1,-0.017932082492217918,-0.024802057458836166,-0.029781380616123447,,,-0.013628201518206236,0.04618910304406958,,-0.011092883089415537,,0.043566034471078076,0.0550474130039578,0.0012167118542484039,0.0889005991239001
SHH,,,,,0.03274087303493331,-0.014875236873716703,0.0039012564266060878,-0.01733614873315124,-0.010586966602971098,,-0.02014727082892194,0.036789054826002504,-0.05135316595479028,-0.02429212443652948
PON2,-0.025938456299606307,-0.10763219152330525,0.020678444718888304,-0.058997852663802704,-0.05896969484920577,-0.016073672916019698,0.09841630613398847,-0.06555680880107917,0.09623629010020616,-0.013132566246644136,0.02087936943806194,0.05326988051552866,0.013271453153142652,0.010984259504529893
ICAM5,,-0.057793668860573834,-0.015638248514425624,-0.018238662090771563,-0.04476739893472935,0.006627633988715903,-0.0440961198095708,-0.03690437908850383,-0.0042851674961179,,0.020922334697053135,0.0989165321958944,-0.02428765288680194,-0.0417628367895285
HPX,-0.020368731688946852,0.02438768922522062,0.08482507309287454,,0.0004861847035835715,-0.01257938899585596,0.0036646365160244287,-0.022288894367696425,0.025159417475984214,0.07543721860029584,0.09395730854891228,0.05882447832399711,0.053661765482328753,-0.015701538823532837
SFRP2,,-0.03229084369292829,0.0002200324647338876,,0.039125157232012486,-0.029737636655146105,-0.018009745399326305,-0.01857633592399644,-0.02076891912715219,,0.022771787347153034,-0.0734030805642752,0.07166342924541991,0.016003166156655348
CFC1,,,,,,0.05046982861080259,,-0.014293845446162395,,,,,,-0.02231240301756495
CD70,,,-0.04759218015553486,,0.05287890230236398,,,-0.026663026493218753,,-0.048046925676259004,0.028647409168410708,-0.011910543587081686,0.014580822868387338,0.05097888523531095
HP,-0.03558124272254015,-0.0409323528147825,0.044306608063911,,0.005552959272379431,,0.07354924340333609,-0.003879353676733513,0.034436769917480126,0.062222484166994545,-0.023859037539095733,0.01716551800880163,-0.01227125720016662,0.10655619051469456
CXCL2,0.06635146222965833,0.05258040618354191,-0.012390546243502686,-0.03596706370144598,0.06688384131669714,-0.019441990262355886,0.013923474107103713,-0.026159896411570436,0.010991371853931382,-0.04361407920119901,0.017882505815960733,-0.01183597270755899,0.04556466585536018,0.07646051900943227
NPPB,,,0.04395166775782192,,0.08872158705883887,,,-0.012516272384599696,-0.013624003981899354,,0.06403921670720854,-0.023218259036731487,0.061673203333840416,
CCK,0.04340618393628254,-0.01679368986807857,0.05988525633675154,-0.049846646100106605,0.04185501134619972,0.0631854214418433,-0.07529786010534256,0.03792698777377556,-0.04056603007948451,,0.028244516898023927,0.003691915711205226,-0.019029617603593823,-0.09852442353778805
SEMA6A,-0.018582900849390974,-0.05701656215583216,0.04122024327054687,-0.031466539231574935,-0.025450205708103357,-0.0706200243870055,0.07700498294782283,-0.001522762600599674,0.049275672751553035,-0.04052620692281457,0.03825703788179631,0.005071908019843551,-0.01823764358607544,-0.02187951671191084
IRAK4,-0.03016713195673012,0.09539000129405081,0.0029751801896966226,0.03306329257629658,-0.04980078105231693,-0.029577004683655893,0.10387524523922316,0.0025343512951698593,0.002759419031392298,-0.04795708128687989,0.02941265669139481,0.038292227359566514,0.048027844962358235,0.08240535696581851
GSTP1,0.01986803446687941,-0.03162577574911885,0.02059354706149042,7.741869356974757e-05,0.04558656787949538,-0.08951726438957552,0.0727225085606079,0.07962310433892746,0.04403400905126178,-0.049176390205340606,0.020166628325085735,0.09223869417879504,-0.03423278164053453,0.055487290913211765
VCAM1,0.05265884847850338,-0.01776661462308573,-0.01273962877214563,0.019664065995193273,-0.00815854408534075,-0.010578648527063304,0.11706586855217539,0.015122000626711868,0.05421848705568747,-0.018626507073300345,0.03628292231462917,-0.0032462795996418556,0.005317575813835964,0.0736938234902261
NXPH3,-0.0048979567998130285,0.06373280360098697,-0.02607622736797694,0.03753040739416018,0.04436096874781569,-0.04248677292243076,0.046607488040223924,0.00951837049265636,-0.009790617336130836,-0.05957036041595897,0.07217195428536075,0.04332220006969044,-0.03849589561071817,0.011007512237458952
MTMR4,-0.0375701565003244,0.08736955213846766,0.006490487090839217,0.02842699797548668,0.05466026355747132,-0.016910812749836246,-0.04993048708252328,0.0021470871941883843,0.029226608876163376,0.05298994661856042,0.004455604733613637,0.021545273059144224,0.05609836099782175,0.07861587032082187
LAMC2,,0.15959857756598006,-0.01984028111902626,,0.04367455074929478,0.02557424030272553,,-0.01575659056448026,,-0.044271060839970185,0.1533750957108029,-0.021819912573369828,-0.012239965251754949,-0.002952843529956218
