,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
PI3,-0.031926759954584986,-0.05036564058273867,,,,,-0.13476126688700776,-0.017626381493327868,0.03514178610174562
PCSK1N,-0.02285632628669959,0.07004535634483505,-0.0008654561267008211,0.06767960801828143,0.001138418607665713,0.031451405384886506,-0.018273825678561444,0.07292059543893153,-0.03990739732758214
NTS,,-0.03898706759260585,0.009048802067541703,-0.0037581517497338747,,,0.0020149802255058254,-0.026335111102443194,
SFRP1,0.03518961150258315,0.01978391307393359,-0.02832421078476404,0.05340819421640346,0.004819387662851975,0.14452284522335906,-0.014548189547279147,0.05917103124822379,0.01997338261046468
CXCL13,,-0.01856243832810324,,,,,-0.012537638701069097,,-0.027333634017105337
MICA,0.0016630157632707067,0.009537201866597358,-0.04271915328657252,0.007465345850445118,0.029681030194352136,-0.05991153726796358,0.004602957497778031,0.02755457087056005,0.08977354389963998
TG,0.05429167076797549,-0.018981539724585626,-0.01666041680957473,-0.011943159157242596,-0.018597790187446114,0.026337920464639532,0.1372413295949394,-0.02225428386527866,-0.030121806136739586
ADA,0.0345083292006945,-0.015113599239871982,0.0003779969666296318,-0.019396650940860675,0.011830922479715279,0.01728378601037086,0.030359471662816946,0.018110844520377863,-0.0021542157496513407
LAMC3,0.023606940113619666,-0.009022588408885639,-0.04925619064650486,-0.02513045735107286,-0.04710643728655116,0.029052588387498246,0.05974539732910995,-0.04814230650032618,0.0313429196554823
CCL7,-0.01656307276039614,-0.024610366093775038,,,,,-0.018761106986354147,-0.018635506286190526,0.04000741407704965
NGF,0.009227284024472291,-0.02626900432555408,,,,-0.05351122857893552,-0.021667576629063993,0.033405551120112766,-0.038190146712655984
TNFSF15,-0.018443791608212707,-0.018221431542458803,,,,0.11832203466937982,-0.018289972621076865,-0.011917067748826744,0.0196035830773915
HMGB1,0.01325319402922283,0.024888195105781656,-0.02413992360191783,-0.028151450656609643,0.02204756340605153,0.033123585471293994,-0.06624764213729271,-0.02700547864172591,0.0017480087855351366
ITGB3BP,0.0036365332271036848,0.05012093480637172,0.006483722037662716,-0.008637333260868756,0.005304858607262537,-0.008579302204614716,-0.03095903557255103,0.017789494506132927,0.06987293569429884
AANAT,-0.016781965843188033,0.07135631301675362,0.05789145896337895,-0.013767070866845673,-0.01660773185009489,,-0.016458784553420213,-0.019717142791993502,-0.020575941124211457
RELN,0.04225754965750406,-0.003274439692300266,-0.0052703406433894295,-0.008915513671804957,0.0005850622067942903,-0.03870547020208308,,,-0.00988208156523495
IL15,0.003706828374111284,0.010316355425937049,-0.008647878997932287,-0.009247510886425359,-0.015402903694083484,0.09112216344982715,-0.03015316764598499,0.02515300217172148,0.04610768675663578
UTS2,,,,,,,0.01666408248548866,,
BSG,0.009437333820530854,0.05765032198276236,-0.02362687255029575,-0.013568711031696979,-0.03651195526542168,-0.03203488751338951,-0.056048991571354186,0.047055085688172404,0.0900143467914115
ADAMTS3,0.0594244346087283,0.04166867302365649,0.044800213328506505,-0.016212961869690182,-0.025594654770344876,,-0.03191513843389464,-0.008616391716746538,0.025778824930090417
CD34,-0.053304271006261006,0.011405513846041989,-0.006315865894771651,-0.014170355410805769,-0.015175125897347964,0.12027164943169967,0.0459620854851343,0.00894597993357199,0.008546843755174085
PLAT,-0.027902790981521423,-0.06414934797268404,0.013002257054877033,-0.044152165858252664,-0.01177799455712747,-0.09216279871231854,0.07178289240177314,-0.02598364034566679,0.014128646494332974
NTF3,,,,-0.008868835943047205,,,0.017767251309279353,,
LTA,0.006458021781698328,,-0.0144300076762279,,-0.015402905595425105,,,-0.02653630275328958,
CKLF,0.006730476177804035,-0.03328528074822614,0.0013286166366539617,-0.002297779811151643,0.01875427891856914,-0.08424918098591336,0.021032256915166567,0.007303008520935901,0.06017935426864819
CD24,-0.03924759516893721,-0.028588939665081935,0.025435616930382054,-0.022659246675050208,-0.026981000651460942,-0.12356836235970514,0.08586994943148689,0.032776956761610306,-0.056423090058500096
HSP90AA1,0.07863592587864492,0.05432650133578958,-0.09299232284012206,0.06658954016266894,-0.0021928949333885903,0.08014319638014458,-0.10341733252809251,-0.03530582829501511,-0.050362199514979
BMP4,-0.036831062381146765,-0.01937958481516407,0.05843598983098313,-0.003216409621620328,-0.013124866447557188,0.03976295595764132,0.04429683658638791,0.022327874381028925,0.018067602967290524
SCGB3A1,,-0.01955252521379639,,-0.011612658927629332,-0.01074794382958021,-0.03980135998025365,0.0015079376979481051,-0.03907367433881105,-0.015731272054559466
IGFBP4,-0.04188822286571457,0.03633404521309791,-0.0356824312416327,-0.009695760473613731,-0.017921364151849542,0.0055047924948357085,-0.0035631747383972124,-0.04088501915314442,-0.031394013028901
RSPO4,0.03356185513935498,-0.022566792460643734,-0.016782977403960085,-0.011612657229015267,-0.021366254968454602,-0.036392524997973706,,0.02576500081834004,0.13389317296974554
LEFTY2,-0.009212005675255621,0.056832582614883026,0.040443691689826124,0.05429491186842372,-0.019014714943534877,,-0.015926055303822045,0.009771727611189692,-0.049340739059671075
PF4,-0.01445095467145501,,,,,,,-0.026536296612592294,-0.020324536535528653
ANGPTL2,-0.025586239703461054,0.029485377573530022,0.03817185051040741,-0.035099220976364545,0.02232713885874893,0.055421296545402524,0.040877458515057453,0.013832717082030219,-0.011824857489047921
LRIG2,-0.01079984069141892,0.01564466352288995,-0.01048079680455944,-0.01995715086853787,-0.019267218503994984,-0.04570932439287744,0.016329361145266386,0.012012502800198752,-0.006658416604156792
ICOSLG,0.06765251839689383,0.006283060694773841,-0.0402151597293632,0.003662581058733359,0.004235928939946695,-0.020797139617711076,0.10568493222767639,0.0421601213471372,-0.004961211845367029
WIF1,,0.13371593232854434,-0.012951026146360577,-0.021852616559340593,0.056166246521666796,,,,-0.03729509029525537
NPPC,0.04392776617850457,0.06623189375856975,-0.025263336994537543,-0.016138751684472208,0.015092686474608256,-0.04729766442391554,0.03463686483867376,,-0.007609096033179347
LYZ,-0.04469084510965391,-0.05508217907970015,0.01630838492399402,0.009115282651051116,0.018967688687881238,-0.04210039466742233,-0.06825100374103123,-0.026855523413246637,0.022897900596517102
EREG,,-0.031756831403545065,,,,,-0.038081683116241286,-0.0400759546581311,-0.001270348849018931
SPTAN1,0.03208045455891236,0.09659496162359024,0.017185000643842083,-0.021412134152800365,-0.009121597637907186,-0.040232238352178346,-0.030976314604023298,0.0807364702642584,-0.007770814456790332
LIPC,-0.014512431492291502,-0.02184836938345264,-0.03137748539654791,,0.12165906537332452,0.05934083508935815,,0.01774929023939865,-0.015649182315444054
COL8A1,0.02743655167263139,0.0044018255506493385,-0.04049756581624721,-0.0001142768638302108,-0.006934155414370066,-0.057902345632389135,0.0073719508083270055,-0.02985790364730376,0.005495296971993228
GSTM2,-0.005863936419804464,-0.0442396417517364,-0.03990224917399683,-0.0343232481515182,-0.005240229611617281,0.07335969025302644,0.05513332397911234,-0.01889797345753092,-0.038579310895892116
SPX,0.0002923887654169487,0.07850364614969162,0.044607225082906175,-0.01725431583854367,0.013297316859598137,,-0.01891581228286027,0.10661300984379879,-0.0196556513467708
MFGE8,-0.018733925653041262,0.06517476161903026,0.0026183519013445664,-0.010849340205283086,0.011108725243439513,0.020531725682664224,-0.014170876590203418,-0.004603841873315602,0.05446235033783439
TGFA,-0.028887529031331502,-0.04117282209409736,-0.010378935482262567,-0.00954633963005108,0.008556089357554876,-0.036281679078320604,0.0038824365688476057,0.04097229382789439,0.0434526812606628
SLIT2,-0.023809490450490835,0.06405190849155565,-0.029100473460554714,-0.006802579240774213,0.006139586102206853,-0.03030610278971215,0.006469014899160125,-0.04046929846682476,0.05306052914031749
PLTP,-0.005651843815615672,-0.01525780978579888,-0.018326629900098285,0.004854024520565539,0.015158185044714688,-0.03979600904461751,-0.08058935583915253,0.0410596943468332,0.021158528096275542
APOD,0.06935167988325924,-0.024998730640190533,-0.016843356804285142,-0.001943754255986002,-0.013445474917209545,0.09708619390409069,0.10628082272347456,-0.01880567307797983,0.045317526274871074
B2M,0.006852885290192835,-0.11331542448283381,-0.0017274606114381318,-0.019600059154091548,-0.0028367354480852754,-0.01493709880394284,-0.02300480180242074,-0.07715594537465995,0.010478513969321973
OMG,-0.0010740958118498187,0.03974857751646818,0.0064874638142715145,0.04748996635830689,-0.014900553511467267,0.04097739840449948,0.06611589743609377,0.07966085791674024,-0.025243173608727076
CXCL3,-0.027938508362771602,0.01976152968201503,-0.02761788566502464,-0.012423088590023796,-0.0110928812852643,,-0.07544648140581538,0.0073230722179814705,0.06049881971786312
CXCL10,0.005810625820398731,0.008244702856581127,0.028341492146803527,-0.01887158083522847,-0.017627930797943066,-0.08201568596006184,-0.01937324978066751,-0.004922280549102449,0.019446881092783235
RSPO3,0.016982239313485477,0.011311610194764973,0.04422414315889182,-0.0301670306206788,-0.011591847148757023,,0.020778756488660143,-0.0189113948850369,0.009472447361881419
CORT,0.02963617657381431,0.10282386837931282,0.03633038417574794,-0.0172428860841161,-0.018360931474971268,,0.018600346507685696,,
NCAN,-0.09069011568668382,0.06143580074833411,-0.003117626536074859,0.0019373666166022452,-0.016836245320780003,-0.021092481963569533,0.09032442725229188,0.03192513965809428,-0.030152287718212392
PRG4,-0.016563075341505164,-0.015643344393981882,-0.021447978863404618,,0.03545401879243673,,-0.020548603876084207,0.009933930449232622,-0.028288985898210214
ZG16B,0.08652504432361711,,-0.011465951032956955,,,,,-0.023580474179570307,-0.017338914145445666
TGM2,-0.013067769188231718,-0.05966592624552376,-0.0497558915699142,-0.01253270318426022,0.0062989004378507405,0.036592412679804086,0.04384225773816614,-0.05456491453542365,0.013044587569625569
VEGFC,-0.029519835183240226,0.036861093445891745,-0.011517508150717266,-0.02684548095667487,-0.013831157835254456,0.1164257281327118,-0.0058147077803199585,0.12796059310294047,0.008199633526582895
WNT6,-0.02290886590632107,-0.021555022519009214,-0.013799860529602947,,-0.012071136127650891,,-0.02800695325046035,0.0157374576728894,-0.017916300361862248
NRG4,0.036075710781134106,0.10692641448260881,0.0041098683550626295,0.015154776539558068,-0.016135658870080807,-0.02904554508485306,,-0.018911397004553073,0.04707337364956859
PMCH,0.03693903702783578,,-0.016782976594000153,,,,-0.01906937382145571,0.02211520296940671,-0.03450486003657003
COL9A1,-0.021053581042232632,0.01377728181151909,0.09445977940134859,0.0358931405024796,0.053520522953810164,-0.08079185329679422,0.031259988220395565,0.028114398363595333,0.04731493244578571
GDF11,-0.0003513507550653446,-0.006891335775153707,-0.02924038712028202,0.02709208609078639,0.05268085413437375,-0.13616946496074156,0.057835304334092154,0.012188827630271903,0.026765017939903803
RAET1E,,,,,,,,0.05714293766725918,
IL24,,,,,,,-0.014217665607905423,,0.1572530553115794
SORBS1,0.062136834033341665,0.018717907470844983,0.03492762153529478,-0.047525107384469724,0.061847997930208974,0.035633013505791046,0.028454500390128007,0.020962723740807956,-0.048111835697563825
DLL1,0.029368922469502,0.07751290172306616,0.014356671871658585,0.03868404177942593,0.007419959386331336,0.01817663002468969,0.08303108091838558,0.019463825333965134,-0.030227230037719356
TLN1,-0.012081189844474219,-0.023020950266090738,0.0442288245980623,0.0018663441458864874,0.026499577007016044,-0.0034001129673054777,-0.07632747936094088,-0.02693804867993902,0.07855278378932674
COL2A1,,-0.013971879667239083,,,-0.011261551906531202,,-0.031081680847379205,-0.027522471432707075,-0.003944944894655176
SHH,0.016448806133107535,0.006221473799143035,0.02290801294762679,-0.013333403478567504,-0.01074794289014301,,0.0044268450126983125,0.02387671353177499,0.06640326657283112
PON2,0.020726732935111125,0.024562383308472588,0.014092757407313042,0.0063806205163499455,0.0027656240648283436,0.10083821747160186,0.07307242406889294,0.059692071205985436,0.016301556362468727
ICAM5,0.039030170823783315,0.12286399018524669,0.03629076144540648,0.0021132229238136615,0.02724066376940917,,-0.02856099812945821,-0.00039853639138128443,-0.06827571755318058
HPX,0.0074500756181799695,-0.03963716917071428,0.0034400866654329806,-0.011612657743746722,-0.0013251002838796774,0.03582879714894163,-0.036007025559713926,0.07984411989144864,0.004668505942316346
SFRP2,0.08469871385689226,,-0.018753294009588844,0.0036985720601180466,-0.021084713406575382,,-0.030780507510607954,0.015088301557456248,0.010220363586288127
CFC1,,,-0.014430008548307807,,,,,,-0.023840641131016617
CD70,-0.033318372328703535,,-0.01669408675938152,,,0.056755722466878704,0.014932165633343934,0.05755472105802293,0.024645154123221172
HP,-0.06485287935753845,-0.044490817447849496,-0.01428025214008041,0.07307673120197833,-0.009578644182019196,-0.04717712982464736,-0.02586704364445459,-0.01324100640806924,-0.019344451039610373
CXCL2,-0.031784356733853235,0.012155249850726099,-0.015621001228029188,0.0015855320343046806,-0.021272762188458683,-0.0286145269434914,-0.03672040592547939,-0.030094662945387953,-0.0027215789286797647
NPPB,-0.017943683290861694,,-0.012635502334412928,,0.15630906516892812,,-0.037458241693156584,-0.019183506094666396,
CCK,0.04433994345871264,0.054954441189341,0.03280354242047292,0.02958055895440524,0.03200613678070495,,0.08126694149303292,-0.024886186095981193,-0.04767420858013995
SEMA6A,0.015430419514443067,0.08824878194873459,0.032147972566236874,0.048160493317060946,0.028084922049996405,-0.050107689155523515,0.016349390152046086,0.05291486100585097,0.006860228964503258
IRAK4,-0.016492126445474008,0.013771715098569616,0.007245560946747011,-0.018338064057447406,-0.010201603899313549,-0.032959491845497846,0.09987897768007406,0.011184298619175638,0.0018556873986133092
GSTP1,0.03892170331304961,-0.05283700473454733,0.0004494643954799515,0.018923685503046583,0.01029276182401887,0.04482104149950805,0.02612684830525054,0.07452434175480808,0.0524926049792472
VCAM1,0.009077393087493384,-0.04245170873179047,0.046855379645966255,0.023692913276174885,-0.028373483979194876,-0.1514425239081859,0.008532760558690799,-0.0030511712281460373,0.004263212362760899
NXPH3,0.04885062590278164,0.11171379271390383,0.017104432794385473,-0.015794664491982174,-0.05646846774799051,-0.0031031144247269885,0.029717664878897657,0.08304603456825864,0.03827233073144291
MTMR4,0.00603679091773574,-0.006166794926014446,0.044495345715015414,-0.00020728109206742822,-0.007626104938084085,0.06762354639009373,0.005204016332169628,0.06579795788286022,-0.02661871992506946
LAMC2,0.009029641687064816,,0.05437957739776046,,,-0.02904556249779653,-0.01747932289357925,0.011481261919838927,-0.025945461008924448
IL10,0.013112744987462696,-0.043310789134553315,-0.03687075527929603,,-0.012380853547815106,0.01604441392625404,0.03516830356798523,0.08459354858931792,0.01889173476469203
SEMA4D,0.02311073914444217,0.059141775238240456,-0.03950701176642453,0.037224719552440264,-0.030538669806042747,-0.029156097041369462,0.1072222877394225,0.07589153747207482,-0.0486384984443121
TRH,0.013146295732388074,0.012966297037340488,0.032195904219432275,,0.02569954316626233,,0.004650340948444759,-0.02148681330022293,-0.019192183433554905
SEMA6D,0.046753266953345085,0.014697152512254872,0.005647759848584416,0.02105353986366684,-0.03470051711536233,0.0027131272028756087,0.004460559346856438,0.07248680422914529,0.062364936971074196
CEL,,-0.0007329193543469816,,,,-0.05141080161820769,-0.021530481330618998,-0.015544685106891623,0.043803014518554555
PDCD1LG2,0.008353878965683764,-0.030570574461338866,-0.01878900762600617,-0.006322058143046864,-0.021178920587120335,0.01000478918727568,0.06666600078777092,0.030353641711211767,0.04528589757150041
SPINT1,0.016358490134587386,-0.036673747425841785,0.014766620282539193,0.07241191051724548,0.03875302077624254,-0.05828841894223635,-0.015733449314583522,0.09543808295609954,-0.007511745450468836
CTHRC1,-0.05258801454860622,0.024644171376197746,0.0009102071340816473,-0.03016702716189687,0.03919647693733106,-0.023793562820979424,-0.036960798838479074,-0.05429396426554683,0.061704812129872534
PODXL,0.02370617393413403,-0.027835612981225492,-0.0378348557458002,-0.02060919617788063,0.041262222518300425,0.005700031187182394,-0.03968339928654584,-0.05786382253457255,0.03816282883530814
JAM3,-0.010525255484639348,0.02605594857298597,-0.030180057552272408,-0.008296453827687539,-0.019654942700733535,0.015681916354467716,-0.08171333099004582,0.005679259509508919,-0.03950915021572372
TGFB2,-0.0009023099914566101,0.027837205802913646,0.001770526506218509,-0.0166704149003272,0.015310873848146101,0.024183310409028404,0.0458929111398814,0.0056813901101230085,-0.0003098022602625831
COL18A1,-0.049412690505363226,0.021141184062422696,-0.016534786268971938,0.010231675897844572,0.02490816266578244,-0.05465017991587502,-0.013805335142185751,-0.06454542387378713,-0.0244733309905406
NODAL,0.028302199698332014,-0.03311533203685684,,,-0.019014712816530263,0.07180079018001123,-0.021253991653861104,-0.02940665800114269,0.007661832744847088
INHBB,-0.008003317935524624,0.03146390937615958,-0.028797774648465786,-0.0168318043301021,-0.036169527616193256,-0.08832367779372322,0.01908081536732128,0.05097021276843948,0.003010556641526944
LCN1,,,,,,,-0.022607055565045744,-0.02172863511213886,-0.01819852728394463
ARF4,0.02116033473456887,-0.07539418715068942,-0.05094849145212818,0.015546046401185475,-0.05224295669613933,-0.18695113801168448,0.07791821789012035,-0.07960101672400847,-0.016318593384698918
CXCL14,0.017423868260230523,0.04498685736010568,0.016213683520389124,-0.011952710932869738,0.038506059921607105,-0.06098282720125382,-0.08555523323053464,0.006174221164743004,-0.06667714511532233
LIF,-0.01777087657510541,-0.07974158770233711,-0.0260529299501554,0.007127715254163306,-0.022906057838206356,-0.07069604369754096,0.050182047273915585,-0.02072284834942362,0.02763327588064214
IL17B,,,,,,0.14378385180703473,0.13129512787218836,0.009598126933672783,-0.02057593699199943
MMP1,,-0.013749385891124375,,,,,-0.031081683798099488,-0.008954304689176617,0.04125987549158294
MATN1,,,-0.012794194335579453,,-0.011261550505084952,-0.030306162526746686,-0.013062912295930991,0.005696404844949026,-0.018751057995076665
ADAM28,0.02208902548809909,-0.05747966093688614,-0.009212193506699629,-0.036707474653073696,-0.031371804076493176,0.08371695979703118,0.01914583060978829,-0.002588102137127164,-0.01923129308459921
TCN2,-0.03619120968938773,0.10443170497681523,-0.017721547826307055,-0.0018919658398464428,0.02032107986790549,-0.05807713528427879,-0.05458994936774888,-0.002492575132965202,-0.018341376775151495
THPO,-0.03491824289793697,,-0.026265926206468688,-0.014325944594958897,-0.011261551798727627,-0.02904557712469325,,0.03176149478637427,-0.028100165259328264
CUBN,-0.0034332530591960836,0.009132971042452436,-0.0005382629303965683,0.054167625729208566,-0.03294015199385577,0.025024382461179436,0.049762090291280765,0.05540462940354419,-0.03312077959912352
TIMP3,0.06767294576453849,0.017141661326136454,0.045529342838198275,-0.015900894290044657,-0.01745422476680795,-0.0882470375604148,0.0236850443607859,-0.02424958236811536,0.011504053055299831
PIGF,0.038275706112667694,0.04078465060834043,-0.04425183510188969,-0.007114793417679852,-0.018466316151054853,-0.02499180769443575,0.04797046771906709,0.05445491248475665,0.05987857625274299
CRH,-0.019413769969562348,-0.013971882230854344,-0.020141048389105506,-0.025919812869621365,-0.015402902274772593,,0.12875390548485566,0.06162092212263144,0.029961430036066685
BDNF,0.006174982843305493,0.030603820285945754,-0.02596902659094539,-0.023304807515806995,-0.012683399708659499,,-0.01665780629016577,-0.030072904377143394,0.04901665720574418
CCL5,-0.0496586469805527,-0.03577952999327517,-0.019371610399213576,-0.018954648943826487,0.006459218941396266,-0.059862107047449625,-0.024213287840868136,0.037029557415652815,-0.04726041716164189
GAD1,0.05109617473199358,0.05752196373558199,-0.007991459057576214,0.06547583430026667,0.038170940805115336,-0.031919554693265635,0.03820960622824873,0.043970814412672185,-0.0225351547465422
COL14A1,-0.026789821432674818,0.002368414269022098,0.013835465933419793,-0.018764982588609685,-0.018357332023686192,0.07025915373626117,-0.026222367957741445,0.061787119119682904,-0.01947266006396233
HLA-A,-0.07015553536116216,-0.10892187390143637,0.013005055170461499,0.004327542876484435,-0.02364451208425178,-0.04451669366983547,-0.15069238268638097,-0.011151926026598712,0.08788017831781397
FGF18,-0.015424095060180191,-0.019063378074159625,-0.013709483282440831,,,,-0.02325810507066485,-0.021486815024093102,0.12911199235905202
ADM,-0.010100593388118424,-0.07825838810912729,-0.035853626908790646,0.003551831342808757,-0.007083522815402694,-0.06668642476782637,-0.10445023656894661,-0.010085575404298865,0.021020265864145654
CCL15,,,,-0.0408742262528646,,,,-0.01863551300230472,
GNAI2,0.02199838483016742,-0.03221320822016153,0.02405391451269766,-0.014229825314390281,-0.014213422230146317,0.03095528720188885,0.03495401799574229,-0.048898593346562526,-0.00760974733289649
HDC,,,,-0.017439994909110242,,-0.03458755939443693,,0.05598796917007656,0.06026111605281586
COL11A1,-0.005672868664552933,-0.02425400875556194,-0.026183599399180288,-0.03805650508910936,-0.013255811185835577,,-0.01401192035543745,-0.02055774366186307,0.043629062698484676
NUCB2,0.002300809160264975,-0.02332609559903905,0.00494962947064796,-0.06340099625559008,-0.025713615712222943,-0.1316257708053608,-0.0029872995112943867,-0.014132937696131019,0.007180370836656273
FGF16,,,,,,,,,-0.018476721663908204
CXCL1,-0.00439206538405206,0.009421553051203594,0.02999917316572823,-0.013036695108222444,0.14276864834469846,0.05177498469391931,-0.0621014234722311,-0.018562815195480545,-0.04053992955174865
VCAN,-0.014114915982347324,-0.014782046020716937,0.011338592872542113,-0.02855357222423828,-0.013377851821534734,-0.04326681342476163,0.0963284078299315,-0.04550789750170699,-0.0802268669604644
MMP7,-0.02080403903660025,,-0.012635502265377251,-0.025184070725525906,0.02189618849450477,,-0.07832685788016629,-0.07429703898004193,-0.016385959344198436
PTPN6,0.05739198698561134,0.07556153148893868,0.02121761559454464,-0.034267983949546235,0.014777940061774178,0.019963428545802995,0.00837595950497313,0.04244873638154735,-0.00889425861539313
PTGS2,-0.052386399324128224,-0.056053673375998446,-0.036429161700908666,0.01627863178393512,0.02720429660039618,-0.0780913799131132,-0.06500237713338801,0.027171065776320256,0.03635941969594695
XCL1,-0.016781967427629385,-0.014619966445319994,-0.006765238924155732,,,,,,0.07277781354388403
CD58,0.01031976808180773,0.012847129613793518,0.0030421483456882586,0.06084002632682564,0.016189032170853088,-0.03871401115221406,-0.007189762210508044,0.0743495945167187,0.07747462503004629
TNFSF14,0.021801213232783282,-0.012004810102314304,-0.007194130790412296,-0.012733420677533698,,,-0.018605260746567254,0.04659988373994853,-0.029464126794976026
CNTN4,-0.009264455911746865,0.06386720749676049,-0.0011063394214440405,-0.021493254937121058,-0.003985997104948121,,0.09050015400307666,0.03512359192707617,-0.011808187352933089
NTF4,-0.007711744758307418,,,,,,,,
INSL3,0.13429562518063493,,-0.014570063059519118,,,,-6.14339100152305e-06,-0.025516244313573657,
BTLA,0.023532111975725876,-0.015241801716471335,,0.05452788184062956,,,,0.04545680021803682,
MFNG,0.01587979671520848,-0.0007712464351089115,0.02470383300674079,-0.04476849225380119,-0.031721065423968534,-0.013373021884949642,0.022910383424188937,-0.022180715932577623,0.022748886214637762
ICAM1,-0.011247828732015108,-0.08391521138778486,-0.023036985051791352,-0.023506782488346947,0.025479635577706883,-0.08058617883092123,0.0001235869110323958,0.06298941943721609,-0.015877258023487835
PROS1,-0.02430081410089216,-0.05541403912008208,0.017926791527293814,-0.019281589947262024,0.02023835111384177,-0.06062472615100692,-0.027890411254783632,-0.014091361229252156,0.047794171772446416
CLCF1,0.030929696698664497,-0.05519461298191533,-0.010111356953030504,-0.03477682284142627,0.011239211607045356,0.09677970280417464,-0.025602182546859722,-0.008588444733858048,0.049871909969990566
PSAP,-0.05115387741813463,-0.034982904356909074,0.021195691185325376,-0.011783717639467615,-0.03940834253352207,-0.052334973548173104,-0.09612776931546152,-0.0011344444883184702,-0.07316007505220566
