,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,0.055525271039028844,,,,,,,,-0.021494339932463944,,-0.020416281202711176,
BMP1,0.010397840736825138,-0.016269934098892082,0.03879436856895682,0.14413973017950604,0.06802792792953612,-0.04019503235217638,0.06838494556964303,0.08792883650097974,0.06410285652089648,0.08240182706647227,-0.008464881796192387,0.11784362262251541,0.061750207222566876,0.1839549272904756,0.08459780275342942
NDP,-0.009082647144119655,0.007319970283040047,0.03755646575239608,0.02124194274173389,-0.01605579522149046,-0.02970990795829,0.006552948631567417,0.04968989927541122,0.04649270895017478,0.028852744541999407,0.10529086944449162,0.04257265160507315,-0.053140091847980395,-0.004613835865334217,0.04449619767972496
TNFSF18,-0.04062816078438336,,,0.010959610619599429,0.016718504058437736,,,,,,,0.07103300949302577,,0.0912577282790774,0.04233029821002797
IL36G,,,,,,,,,-0.014145043198761366,,,,,,
RTN4,-0.04973242693475695,-0.003094007683004053,0.013266722866128166,-0.17633012620447663,0.022967085930122283,-0.06493061720740916,-0.07734915975977373,-0.01005002667080486,-0.026020962314938455,-0.07262936182438862,-0.009767285846142396,-0.11942803645737733,-0.05238980985526517,-0.0349710165646859,0.009497137609426975
HEBP1,-0.0004914497229779046,-0.04912440162599842,0.023480276707650617,0.1058324005975289,0.008778211374574232,-0.003279323058701817,0.06386577029624756,0.03606977152600652,-0.0017792229370146868,0.06060715990447173,0.03336634272664028,0.05833676731455829,0.05151082887038556,0.014261236433655513,0.04449730632857934
WNT7B,0.08029642113809844,-0.0414289800467647,0.01140724833059502,-0.0600868205290353,0.0014612084793131164,-0.010749563795349507,,0.047691241742415215,-0.015547032570012746,0.03834164392867237,0.024718485082233912,0.0013163623274613536,0.02072514374243172,0.05383462210929735,0.01536761828288364
PTMA,0.05843758484813906,0.0013637937158132584,-0.012408929011604276,-0.11260826259594013,-0.047902197353563575,0.040249551375017706,0.1036061141512864,0.08692258504898348,0.014414546922478207,-0.08440575893784706,-0.010963854736090429,-0.15202518132450357,-0.055847004807656454,0.08440101202827802,0.01318705057051854
FASLG,,,,,,,,,,,,,,0.03713920052535265,
CEACAM1,-0.025239830640451467,0.009586167003521575,0.0588498442802142,0.10697489668891645,0.022273342429937195,,,,,0.011907485803101069,0.00455133598878507,0.07677267367599454,-0.0010971009867687487,0.0027074734761674043,
PDAP1,-0.005706311197630991,-0.011296719668313809,0.04826068057702063,0.13135334706701166,-0.013716239702210108,0.024123475395127866,0.00495043255409137,0.047055541559875895,0.018475299705494476,-0.007057175648854354,-0.07896948381806532,0.06318643859202412,0.02684328007316288,0.02937199899155813,-0.060144335859941944
QDPR,-0.04571687913499725,0.052905774587318426,0.024253815941517636,-0.21091889958195317,-0.002718419076662404,-0.05944702423761511,0.028223003451162593,0.02724456375958909,-0.059242341284592354,0.042599890331398986,0.042136899400452586,-0.153459986302096,-0.04893939658173687,0.03615973116820121,-0.014961246858724844
POMC,-0.022701102871957476,0.031448349473312404,0.10114034118054516,0.041042412739211886,0.01990293708104135,0.02215230503232774,0.06391332724741992,0.04292871107453355,0.035860509502840456,0.049142522707076634,0.06295718477108435,0.04915242141361139,-0.03260639731115152,0.037686808084250005,0.04305861905872669
CCL18,,,,,,,0.04962593644562921,-0.038131099389052445,,0.13418031725093996,0.07166982389198445,,-0.010285631096390944,,
CCL17,,-0.03201244182602855,,,0.012917574327940391,-0.013304946575374463,,,0.09081821880082068,0.09667460526998918,-0.03826448448195061,0.028253850378782995,,-0.032725153586320464,
VEGFD,0.13325768334123692,-0.006178519987675977,0.06145596446102665,0.03841183347329877,-0.0001922685104687474,-0.009759339215417932,-0.027377730006206663,-0.02377199327588004,-0.013848798899320938,,-0.010854507279068663,0.03758535109672532,,,
TNFSF13,,0.03730186051517519,,,,,,,,0.10533887100796724,0.042075074652830155,0.14044006687871904,-0.02238248111600057,0.032876379928721965,0.005619951022630192
