,UKF248,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
SEMA4F,-0.00848686948576889,0.014876590913668358,0.05064917809805864,0.032228935817674324,-0.03247520517664942
NXPH1,0.020930871989825666,0.020237345544316797,0.03570409977634745,-0.025674593909469197,0.044106732393719275
ARF1,0.03341618085286188,0.016718405873403713,-0.046421331692618424,0.04668893866544471,-0.009595886735882467
DSC3,-0.01189505706817434,,,0.017728533751745254,
EBI3,0.015074061600509921,0.05248864016898881,-0.00611588709535027,0.027425300603522315,0.10759708132091712
TIMP1,0.08120650850944486,0.05564757115922199,-0.04431892414851791,0.07315915410594379,-0.05254729141507007
SEMA3C,0.01375250232968889,0.001975356285437495,-0.048925173966797464,0.09023375863049186,0.004662462449835526
GNRH2,,,,-0.022787897239768384,
GAS6,0.04762076714553928,0.0285985615670241,0.017515220064892322,0.04999557787353091,-0.03968029158461859
MEPE,0.010717513257709478,,-0.02375676100352497,0.0720953113835393,0.058762817195962
SERPINE1,0.047880078300836744,0.03976618701037597,0.07812400061179565,-0.0018946703487476093,0.02648022183815624
RSPO2,-0.011172970155394419,-0.0644398210370643,-0.03200165945709644,0.025524186172463364,-0.03464986158372572
SHBG,0.02964386745920877,0.011158257313152887,0.11283229452798335,-0.005229008379861524,-0.034855450370829974
LGALS3BP,0.04520281603738859,0.008798671192409215,0.016609820348689436,0.034240169519495614,-0.0249547357308499
LAMB1,0.1335690649335315,0.05526023390269298,-0.028416059245439385,0.07619317387703853,-0.0018848826986130834
SPTBN2,-0.0009326148462555895,0.07723234974285684,-0.017574015377770418,-0.03644038740152844,0.042888715750416084
COL1A2,0.09505863769198725,0.011185383277910757,-0.0551780541325463,0.10940049756343927,-0.010448354626785615
DEFB1,,,,0.0994534058230428,-0.02397078629506964
WNT11,-0.017049479837782024,,0.026008946892741795,-0.027908249970526128,-0.02152023693030575
LGALS1,-0.0030845986091258765,0.033599380770706906,-0.014214293512244338,0.02998514865471762,0.009760744118072266
BCAN,-0.033144777289598644,-0.00038522432566496156,-0.030789867538282768,-0.06817197061801032,0.000619743655375406
ANOS1,0.021785837816976867,-0.026619833540297618,-0.0007175863647414175,-0.025040613548070745,-0.011672888869238843
EDA,0.041895436728437,0.03396281787497348,0.015497876691951287,-0.0026441786440876886,-0.011755949648756045
FGF22,-0.01774925859504887,0.009456122938397859,0.10264234802567898,0.0158475232865062,-0.029920820115839686
SHANK1,-0.017049478743226498,,-0.004475391910276225,-0.037490647542378866,-0.0324640426456758
RAET1G,,,,-0.02622101863008346,0.032461357244636446
TGFB1,-0.016762061136051967,0.005536859890194322,-0.0067205067265855714,0.1368884176440896,-0.04305400828602242
MSTN,-0.013740111983508742,0.04560947417144431,0.0416782464959355,-0.007186351857465506,-0.026799556908477972
WNT4,-0.011487901437692214,0.005266664189153385,0.018545730842668175,0.12537149210339532,-0.05278979522648505
TNFSF4,0.001102873363577183,-0.031002752799742482,0.013846007423182764,0.036615184150064484,-0.02266903104329215
NTN1,0.11638580528591067,0.025255773422281975,0.0070542898887418284,0.05111855758157643,0.036451416339030276
CXCL12,0.031027370966169716,0.060834885723970424,0.05143398217267023,0.14443249809103367,0.001319891331849305
GNRH1,-0.013284547589061554,-0.020391290819479938,-0.02220610638819493,0.11136431435437372,-0.008136234333833868
FGF8,,,-0.0012866162279171571,,
RIMS1,-0.016816262887581136,-0.03773593892241782,0.032038386054925934,0.019743153479143252,-0.01194840130231337
FGF14,0.0011329064496092432,-0.01647347799609892,-0.018554419558149553,0.02735308314685946,-0.04949977617504787
IGF1,0.046428797333796984,0.08592391830446724,-0.0039628127289260745,0.08478286891889578,0.0165022127232139
TNFSF10,0.10023909700145163,-0.014472899484151782,0.02413233367138062,0.11121893452623888,-0.046311806464816634
GDF5,-0.017611343469541463,0.04895820023623496,0.017370115396729544,-0.05310722987367637,0.10824691164051878
CHAD,,-0.022672200862894773,0.011299799445134113,,
RGMA,0.014063272163967433,0.06017306948865875,-0.025909620989509857,-0.0470666512713197,0.047242509861795
WNT16,0.0034700902995188107,0.2509979514373063,-0.014035571447480402,0.0019531878963083707,-0.030095860097533476
CX3CL1,0.05021276765827514,0.060324841933117435,0.05009546125433598,0.011549079297665257,-0.009863143635616748
FGF1,0.04224740029920322,0.018296978467237844,-0.0664512788961109,0.03272164518183984,0.020828357223790322
ALOX5AP,0.07225015657315627,-0.04071704116123673,-0.011969225788580323,0.02473751936132111,0.067158032498913
IL1RN,-0.038785563436698436,,-0.017849211356134063,-0.03512688264449293,-0.05190900540981188
PCSK9,,,-0.013623714650362188,,
NPW,,-0.0209178754411508,0.0035978534102847786,0.004601238008243885,0.01193334533597584
CXCL9,0.06309872576246346,-0.024537034230663574,,0.0920993766990618,0.011754371464202737
ANGPTL4,-0.012852179316349119,0.003993873908074366,0.013760275538363429,0.037395315745468144,0.05387668941245723
UCN2,,,0.03344097579476567,,
OBP2A,,,,0.15325045753839836,
COL4A3,-0.023083359600962146,-0.035184613931561005,0.012731719387234674,0.15480765120127515,0.06263711783932079
NRG3,0.027953641832914773,0.017061390851330845,0.05433507728273842,0.007825701642660776,-0.04447925880143857
IL23A,0.12675674052220198,,,-0.03409905478154036,-0.026606252817330738
COLQ,0.013965874429163106,-0.02266623927016868,0.025425083549276827,-0.023600492842885783,0.025326561852712225
SCGB1A1,,,-0.015762722339590245,,
TNFSF12,0.023298412528809254,0.10305944703978173,0.04786263248127842,0.048440011086435336,0.010791876337765422
DKK2,-0.019712329325370107,,-0.018143586113229363,-0.010937078324601838,0.04752863831862123
FYN,-0.004462316243165882,0.08556944840078094,0.012282956728721976,-0.012628076493162419,0.044188858793119755
ACE,0.09012513889069008,0.07903299481094754,0.002281110229652812,0.0797631048416637,-0.048866838688119175
IL18,0.06842579441383634,0.04821109941600941,0.024755683790184207,0.09198413656398696,0.036765068002433066
PPBP,,0.03729746232464815,,,-0.022212732543613157
CCL27,-0.012481863525824628,0.054748566448502636,0.025958329730324893,0.04746750194743752,0.03599226920014234
SERPING1,0.09921321661946225,-0.008134838147635255,0.029451783529650628,0.014676565581022647,0.025598403677444405
AZGP1,0.04438528098612916,0.04624845074494049,-0.010488147183509154,0.09030463141154865,0.03902324102833199
INHA,-0.023940113368377976,-0.0209178753171656,0.15878180050134774,-0.03600736163477943,-0.03577647828634058
SEMA3G,-0.00850183054911406,0.08750702387617919,-0.022602460502315434,-0.02124631233863945,-0.04055391067965293
OXT,,,-0.013199638243557481,,
COL6A1,0.0862002556479537,0.014917749747708391,-0.022039397269171406,0.09295229023742851,0.0050460300866034665
FGF17,-0.03601707255011393,,0.07004067968916526,-0.02250373744355848,0.08683566187758698
TNFSF8,,-0.018729659545932847,-0.014035573300032798,0.04648281365826057,-0.0048161017447267635
FGF20,0.030507157444416174,0.0643966604278947,-0.028398413539514476,-0.0387417485520326,0.008188895533325082
ICAM3,0.07463801676058507,0.05927983250336899,0.06920242688329518,0.048515581143535345,0.0014025126986457446
LAMA4,0.08108428038522732,0.0822610141327095,-0.013924976257218422,0.04218114394371333,-0.0497057504448864
DLL4,0.06805572989973235,0.02704969270587245,0.030326246851612657,-0.007148951237639539,-0.0737005637116231
SEMA3A,0.0619700125398064,0.027773332267750778,0.035590960862808385,-0.005984364463015997,0.017697199548365523
RLN2,,-0.031186136542962147,-0.015394728092963926,0.10699051836586645,-0.021753287787445633
C5,-0.04328489880102502,-0.02641131594799603,0.0019727186254716767,0.06277491886801459,0.021258512895645208
COMP,,-0.022429269533621406,,0.006791876881580677,
EDN2,-0.014102527397722964,,,,
C1QA,0.0923123198615613,0.019661614952372165,0.004657431179632529,0.08597162810857412,0.019009839968971216
UTS2B,0.14557721650985414,,,-0.027672941831145027,
COL9A3,-0.00030445092485475696,-0.07155328781802843,0.02683924211420717,-0.018839442758303578,-0.08819355685993915
DLK1,,,,,-0.016843287107078
HGF,-0.005409022268437862,0.025262535109170203,0.01351991485902775,0.054937153575707824,0.019806082135882565
P4HB,0.03877338925616723,-0.016267500553907473,-0.004949951477359017,0.049270466438251365,-0.011884420717343547
ADCYAP1,0.04932049440098506,0.0022010494821139088,0.020628576952872717,-0.028082544062412795,-0.0215777428841756
GREM1,-0.01983695465731922,-0.014858711736616428,0.041277437158187096,0.057353180194868514,0.01796480053941695
EGF,0.01768817251604345,0.014322119238125602,0.01810577748424455,-0.03323118701043641,0.061133146613072224
VEGFB,-0.07910189683550671,0.03130252719748519,0.008022493759711901,-0.0025589906035842647,0.01895327977881923
FARP2,0.025116283974569786,0.005565016015506315,0.029042614325686597,0.024949172558810156,0.029845926304923866
IHH,,,-0.015207592420873692,,
LAMA2,0.03772024834767937,0.041482211159732614,-0.007116444490382583,0.097160489338709,-0.11274125762463971
SERPINC1,,,-0.015018262958779517,,
NRG1,0.042100961557819984,,-0.0013252283175686763,-0.017097461011126937,-0.02989163996060204
SPINK1,-0.04219775343418666,,0.020843767543883836,-0.013489777371939621,-0.031906545687998444
EFEMP2,0.07163336149031942,0.053133115991831646,-0.03609816749678873,0.08043563075288065,-0.01799384098559045
SELPLG,0.04297490364892706,0.012015284234493441,0.01587374532960658,0.09685370350200996,-0.00655491634039724
GDF6,0.03604673301296703,,-0.01512925734255389,,
HLA-E,0.07126380950938889,0.04605603854932082,-0.01817130582142559,0.09637405246887247,-0.00990972931727727
PTN,0.03427585533706991,0.06521571527811149,0.013971353249520712,-0.06770942356003239,0.01244298771820321
CD274,-0.028910568235664947,-0.009915285330731103,-0.018333154553626056,0.07516814329853222,-0.0009396670143124765
CD14,0.09029916637739227,-0.020026212405605547,0.04795952814456104,0.0808034479382996,0.02693040645421881
SFTPD,0.007411708162331839,-0.01624606161342886,-0.0005476873454763943,-0.018219934426808644,0.05972077075662635
SLIT1,0.0040687188780447175,-0.044048343615268756,0.08206928155561373,-0.03893192588236345,-0.025724698568495075
CNTF,,-0.019298353348831336,-0.01539472979055766,,
BST1,0.07057200412789963,0.024679767542445878,0.044770806082451785,0.005487169126006772,0.024647046640185105
AGTRAP,0.04969697870732104,0.05629685680153756,0.03468486156610229,-0.012652453430709502,0.04228733267490272
LAMC1,0.08484536999806572,0.06393359445415629,-0.04404820832851365,0.07544913320585185,0.010409588343622045
COL6A3,0.06967431383173943,0.02806028631682471,-0.05031360308909038,0.08561997500384326,-0.027661416135387765
FN1,0.10600957115506998,0.06301716543867,-0.07542222352984829,0.07192376954846598,-0.053422470732444154
MIF,-0.092767943661578,0.0054549637972021005,0.06058824832950717,-0.05638335389399559,0.02216499898687054
JAG1,0.027834009082322093,0.07773667593619449,0.014062790955447256,-0.020043866244526032,-0.01613088897241121
NID2,0.06463994762388445,0.031046304815008273,0.010241959129445363,0.09084715528034971,-0.026860253496851203
EFNB1,-0.001599176222941324,0.04967961682026042,-0.004838235997898741,0.01662175168076138,-0.03988787479473445
COL4A2,0.08837601157263877,0.08836783111835217,0.01054203745818776,0.05918550420889736,-0.018581414720406364
SPP1,0.022014620621826502,0.03718563404006059,0.004995128896725872,-0.08164623242511734,0.049762411108229675
PODXL2,-0.030489527003127403,0.004162159232299213,0.03678018155309434,-0.005029172399484992,-0.016149793851119375
FGF9,-0.005797583357332454,,0.012985921870489154,-0.0011749958661071065,-0.05149324653565737
ITIH2,-0.023834456375862033,0.060189334352573134,-0.008447524871331923,0.06981646486267125,-0.046899854229191615
ADAM10,0.022470685570384227,0.022795052120759156,-0.02316510352074789,-0.04247439991748599,-0.07296383783285738
CFH,0.08203615216475767,0.0697848728145875,0.0029175353904795794,0.08360886309903315,-0.04374968852514861
COL4A5,0.018810374648507308,0.01446632578420211,0.014976876613284774,-0.00305138012924881,0.06577360693208825
LTBP3,0.028134163802516942,0.04308787189170488,-0.007355076916490875,0.035179647793895465,-0.018201586548565307
GNB3,0.0431550652774929,-0.03297312289157106,0.03764340672951541,-0.015458901877482126,-0.020187016294393515
COL6A2,0.0946238829066109,-0.01689368233988814,-0.03835613137650193,0.07926401756983326,0.0402215721605291
GDF9,0.024134672636819322,-0.028331626791114055,0.09151414031224905,-0.03483886420844274,-0.034387742657481346
NCAM1,-0.03053867811122042,-0.038352423116924474,0.004442324566416343,-0.044569797314661506,0.00026018091958507095
APOC2,-0.035165806411036976,-0.04651031097686151,0.026536216435458657,-0.02485130536828234,0.04643618156523572
BST2,0.0832529849363629,-0.0021395464603387896,0.06479936125611269,0.026963069685816927,0.03409160209617765
COL5A1,0.07907925393151295,0.011123835145056065,-0.0385267247736767,0.09005082889074786,-0.014799274578108491
CALM3,0.04042102465725547,0.06592062003006212,0.034822739719297766,0.058128531905269294,0.007612360501937754
THBS2,-0.017207983885694767,-0.03490334873569509,-0.009193320145035095,0.06891273918669044,-0.03321764776024554
SERPINE2,-0.05202361409553723,-0.01331699818476012,-0.03198136974391891,0.0506636038222621,0.021380057807157862
EFNB2,0.04101565875546195,0.009940123254229388,0.03776785929554045,0.06216128223516898,0.019976616553105196
PROK1,0.03536494156859274,-0.01929833451112556,-0.014436246443411929,,-0.024807937185992075
MMP9,0.08366916599809927,0.09711371480486437,-0.019332316478513318,0.057516443709345895,-0.018268067770880234
DMP1,0.022814019845304297,,,,-0.021047072035538877
NPPA,-0.011864682414545927,0.049371332914570236,-0.016601178781840364,0.0014275262269440262,-0.0423950332678263
APOB,,0.026104339810884444,,-0.021331692262350287,0.0788149139706588
C4B,,0.04737280402952497,0.023101972294536574,-0.023621184164544572,
NTNG2,-0.009871531662231366,-0.030887818102593858,-0.052116746273587,0.05676059093654232,-0.03265785059427089
LAMA1,0.023029398425987016,-0.0238579110060916,0.025604879862740845,0.08438451848162276,-0.014168866455544292
UCN,-0.0043257245867232876,-0.0014970933354430647,0.03153428418086094,0.02133669603967871,-0.0479864906816449
ARTN,0.0072392876547254115,-0.02670362578802742,0.10810070940355757,-0.028742279004495525,-0.020556479315777736
PDGFD,0.0801823198611212,0.028844133771108373,0.05250318456003258,0.05076832951087943,0.0033559503682131773
EDN1,0.07472533119882897,0.06298706825242052,0.0023224015751939922,0.03909025579876213,-0.05033787537285373
ARPC5,0.058290702611725434,0.05168161372615609,-0.010913602089163,0.040833360874074305,-0.03786112503649917
GSTO1,0.0027934040312437396,0.0754475293057466,-0.012577974137561895,0.036704600354721825,-0.027013083245291013
PROK2,,,,-0.019449540049972354,
SYK,0.05410446688032907,-0.0031140072289863713,0.007522700743173497,0.07702806702990034,-0.08196757913261755
CD40LG,,,,0.048461803491313,
ST6GAL1,0.050116743963300216,0.014954297032336106,0.02555817044992677,0.08633694372977338,0.003863708148425933
WNT3,0.04012797544032688,0.027807614077714066,0.006734678375085892,0.07654973918734298,0.022221798178358242
HSP90B1,0.007289947325212569,0.07081967499094165,0.022565303964232265,-0.02104105892693243,-0.009682440428959525
ZP3,-0.011331959413022376,-0.0149496886532141,0.005482661054449223,-0.04579313819324009,0.07485248894854382
ANGPT4,-0.013225498016373459,0.06766807256307318,,,
NRG2,0.01902166523461657,0.013120891614666307,-0.05833663150937262,-0.06602263973709217,0.050628859276919826
MELTF,0.026523412692754936,-0.04685984490188309,-0.02520052068190428,0.04136977112519893,-0.06485347969290668
NLGN1,0.038817515254892396,-0.01987764241693927,0.07005601226654606,-0.046670069615157614,0.02869409848128405
SLIT3,-0.0006843372089429641,-0.027118571362494355,-0.01568153444416233,0.029456973926098733,-0.03309324241137011
CCL8,0.03874190602790485,,0.0767728586833127,-0.038926797287553556,-0.024860405119483685
S100A4,0.0786400330249728,-0.10241164593845509,-0.0021154405737618467,-0.00914026432157237,0.045346789758270944
TNFSF13B,0.0720324044832099,0.016777425950481272,0.014538763399486152,0.01899488922396045,0.0005426920090605485
HSPG2,0.09995857490302767,0.05207580115885888,0.01790090054255675,0.0674214481415349,-0.010253353737314844
FAM3C,-0.015611243425607548,0.006121233128493412,0.05529558794666806,0.008760805629839578,0.013803077836333295
FLT3LG,0.020667623329417847,0.026613837796504575,0.02221713196191269,0.027406559643606124,0.03306854273953884
A2M,0.13802151251134762,0.05023967998072511,0.0011016208111514106,0.07345976830492608,0.012872032221028888
VCL,0.0705040300935273,-0.009481361993203902,-0.047208676928474566,0.05429903274332595,0.049838498043627256
FGF2,0.006964115183305034,-0.025793897652949895,0.03648997202068729,0.007240031201640549,0.09794740461970552
AGRP,,,-0.014826660991910582,,0.0368500786366407
CNTN3,0.02207434161515338,-0.030259981405783416,-0.029710300721197413,,-0.052689653285517404
RNASE2,0.06295055187613575,0.02378762119629563,0.024527618129737208,0.04763308053254273,0.01620421970097923
ADM2,-0.018819313271522475,,-0.018926675061790896,-0.02192507670461735,-0.01981911041109165
GAL,0.06277084452065666,,0.09744095121779349,0.016068838914180133,2.6633019381346213e-05
IL36B,,,,,-0.026606227626820377
CXCL6,0.009706127928504303,,-0.01066824596863961,0.05953060571256886,-0.02878080826433982
PDGFC,-0.019423803427250575,-0.0024992762790319854,0.03676926281578092,-0.017132139563301226,0.03328001344265415
COL8A2,0.02379057658091836,-0.059709112384919445,-0.006525530617652684,0.0699934024554596,-0.0329055021496218
SPON2,0.09014021036288701,0.03951464823032818,-0.012862899210587584,0.10686915913013403,0.05444263812681103
SEMA3D,0.08913577806502875,0.043937435121815555,,,-0.03667958422905608
BMP6,0.0264917839254068,0.016138297206651348,-0.027522566988968804,0.06302829317964792,0.0768383585621676
TIMP2,-0.03373925453755501,-0.0038800060932553237,-0.012120262981279514,0.1006081187393227,0.04473103969868364
EFNA1,0.050802320875635215,-0.03479472704054989,0.03315698266656156,0.011242421616679191,0.05170096938084602
S100A12,0.10328887745705138,-0.02065613334923647,,0.01185228527427911,-0.017409243826098843
TFPI,0.06132613674767595,0.049817167065903556,-0.008589463342111683,0.07786126553298567,0.0074900874442073405
GPC3,0.01637174233155275,0.038106997925416684,0.0022057180575192365,0.09268413704277668,-0.052787529455870216
NMU,0.012938191044941885,,-0.02893484057331868,-0.04337312376985333,-0.01860601601450277
SCGB3A2,0.07165453888146821,,-0.024864534548817478,0.050132412235793365,-0.020318495870080815
LAMB3,0.03881621586891847,0.05177667020558196,-0.03505575985687511,0.041698169291735344,0.013702668201768738
LGALS9,0.0731577833545586,-0.04414081100507023,-0.054157662066240245,0.09516389250533902,0.05911839562389989
VIM,0.027528231913652577,0.046975737277929704,-0.02257090829689302,-0.014477648156939058,0.07034712351425391
PLAU,0.14164717764334295,0.025105025817122928,0.034586807366504116,0.05430903171510303,-0.02076452621053949
TGFB3,0.03721525592670037,-0.028216911921964304,-0.010173420183875168,0.05685763020517889,-0.03047884883928479
APLN,0.05947322530141976,0.06251906946724385,0.03884953000321779,-0.0492415084169977,-0.022746555109395408
SHANK2,-0.014826100267994476,-0.020123215803142556,0.04773541157382411,-0.022070287215470382,-0.006764706318575892
LTF,0.08054604969061563,-0.06554423434113155,-0.01635835357815441,-0.09914284690039146,0.02377463488139746
PYY,,,,0.012262666342045581,-0.01851645004404001
PENK,-0.03693018829528657,-0.02362121016400842,-0.019975892897518967,-0.025971840654986787,0.013106182278301421
CTF1,-0.022173455784069353,-0.03238431773894177,0.00011163327781264445,0.017372058868526687,-0.013539575456292275
COL3A1,0.08379520992490286,0.05448200261627949,-0.042607544505875256,0.10572941134349277,-0.01806675277846316
S100A10,0.008014178855216601,-0.06801996987267982,0.017317761090782566,-0.12329015560356961,0.05338797639359278
FGF13,-0.008690553876262068,-0.01872966009548212,0.03301680403491432,0.010429304599516019,0.007618644411419478
SEMA4A,0.04374361983537674,-0.0004733718185996075,-0.0342523554835662,0.019545438204301425,-0.051370593799028766
EFNA4,0.061879022714582683,0.03277003373773342,-0.021871198990027964,0.08065053269012955,-0.0018773445583407178
HSPA8,-0.001907401669446297,0.04708103263859607,0.022109045666140064,-0.10309190125359516,0.02552328122558575
NPB,-0.012289248326052198,0.02905389602494517,0.04630451062018399,0.02967598168923197,-0.022978916245979072
ULBP1,-0.025779056882499044,,0.07912040755879249,0.045126695410238796,0.025005499892433992
SEMA3E,0.03860574152558478,0.06699521631382367,0.07031025096470161,-0.04182515474601515,-0.045497200012797924
FGF3,,,0.04905460379592784,,
ADAM9,0.06779657075209776,-0.009821811046789307,-0.008634642556668194,-0.019847177954749003,0.025565420354443886
ASIP,,0.014283446515149777,0.059403784990267564,0.025485894113081657,-0.01077534070690544
IBSP,0.12275692002360988,-0.003709015571753705,-0.023597935442674134,0.04529624443076911,0.04221245499644199
MMP12,-0.01248185828479984,,-0.014035573300032798,,
FAT4,0.027978334081428472,0.05506778322285737,0.009918440010715351,0.08521978637006096,0.0010194347186463905
MDK,0.06587346810447513,9.376013308244221e-05,-0.0007480892793009786,0.07608049682927819,0.03492077958289911
BMP5,,,0.039122086945491436,-0.027643256483018824,-0.03295334802743904
CAMP,,,0.015401416230397183,0.015295574112952525,-0.025419738738718094
HSPA1A,-0.03330372803775278,-0.034340025948523756,0.014021205867610652,-0.026026362251125108,-0.032902147297600645
SOST,-0.019334154230746477,,,,
SEMA3F,0.11793478552573773,-0.004704999658668336,0.05415356219173048,0.029784638055084838,-0.00030186452350676907
ARF6,0.030526592636289696,-0.010713220079491485,0.012152174248038506,0.009138439940232833,0.01818102554685361
IL6,0.04184664853348466,,0.014223115523242668,-0.018682012615137966,0.033221898153955064
CALM1,-0.030294934361303618,0.029031551544340537,0.05331975297368614,-0.032450596912792375,0.036932740548748615
VIP,-0.012925675553622847,,,0.051737316182505176,0.10208402461452429
NMB,-0.0482390575362072,0.0306962420481915,-0.058605099336579924,-0.08902253782991293,-0.0017561716693891784
CCL26,0.024636352941249634,-0.022672197061900136,-0.024985025471049298,0.0036034301756502764,-0.039293819023645524
FBLN1,0.08639631083188455,0.025905282567571884,0.004044195973280329,0.05106817025276605,-0.0350345625142425
SAA1,-0.012974543701696754,0.03525719202630648,-0.021216900616832093,-0.02266893210171251,-0.027192773646710737
MICB,-0.012546719917192788,-0.03697296888647232,-0.029568192511325562,0.12088200305731003,-0.03231243634572168
MMP13,-0.014768626290893434,,,0.0710344679584138,
F13A1,0.04438963332319525,0.01352018418573221,-0.021551447832610527,0.026626304535013304,0.06453964430549108
CXCL11,0.009060094821727996,,,0.07563116044312852,-0.03957634703475178
COL5A2,0.12117810515215734,0.04247326273379222,-0.0060605284499801295,0.10875033929813782,0.03664401310913899
EFNA5,0.030606444576831978,-0.036794031004609574,-0.04459442660867057,0.05025125444465515,-0.025061834030978898
AREG,0.042763070741303824,-0.025856252953120735,-0.030600508086597023,0.028723389620708275,0.02167000386229273
EDIL3,0.04949106057265208,-0.09968437238386463,0.066702263809283,0.10966087971398494,-0.03535293819896534
CD86,0.04948340182448587,0.0412728935693346,0.034369944020005365,0.04247697352398951,0.013374723853805155
HRAS,0.019136182860294768,-0.032445105968732964,-0.006705929628924708,0.01526132624262581,0.050997509863341596
C1QTNF5,,-0.020159730479443826,-0.016475585032035008,-0.010714836104416573,-0.05589546483701562
RLN1,0.06678746198172866,-0.0181443150302186,,0.060623480763190914,
COL4A1,0.09474649498368592,0.0692242832235523,-0.009404616031975717,0.05146091258573337,-0.030439803283430527
CCL3,-0.010686189693023446,0.022732608119036986,-0.03764769704554796,0.032098908769712615,-0.0010438981397915016
BGN,0.11890464134494093,0.0745645826367486,-0.05066595142499846,0.10336216481427139,-0.04990604301993519
RETN,0.05942962919844144,,-0.017658496405803924,0.03544666539542362,-0.025013324818097586
S100A9,0.06714614448742957,0.019468056483756296,0.04765343277184692,-5.433038101370464e-05,0.10076980084489534
HCRT,,-0.023414435351071152,-0.018998177460689786,0.03514880278826761,-0.05780496020160864
FADD,0.049892884992969164,0.09239785356417028,0.0321842618116134,0.035386477320643775,-0.028335438118845556
ACTR2,0.04101807057227937,-0.06770104015157372,0.01626828430643087,0.09552422320884892,-0.05357144854861628
BMP2,-0.0034519579129826047,-0.038995033706957644,-0.016524489458173537,0.036918228463490334,-0.045935174335568436
PDYN,-0.04258333425089528,,0.007239604113295197,,-0.01850549492225402
CD55,0.009854120916288098,-0.018978171508848535,0.03118965300463435,0.07349526618485373,-0.05609097510236572
OSTN,,0.05995631556048138,,,-0.036718096443921294
PDX1,,,0.017214689861190423,,
CD6,-0.011141807878582903,-0.02408302760790001,-0.019681282495173938,0.13473948395791976,-0.03547152894627917
IL16,0.011245199567858672,-0.0607811352997633,-0.03309458721819284,0.0631797415917411,-0.0013722663645415524
LAMA5,0.0885031655308894,0.05141123162961935,0.011355076222845439,-0.006817196473074152,0.0015878221238718683
RGMB,0.040532225660065785,0.03439745252428239,0.04856470568765498,0.008020334327741376,0.08021697415133809
INSL5,,,,0.02438125753656752,
IL12A,0.043070623073767494,0.01401784999326743,-0.016122837412547556,0.05134645544741158,-0.04847954920043554
S100A8,0.09589602432625158,-0.06441823610668998,-0.005824738130640908,-0.022580346632581683,-0.007065174000203177
TAC3,-0.0278458552795334,,0.0017735016074887121,-0.0317943635655365,0.0154319738808411
TAC4,0.0993991244581542,,,,
MFAP5,-0.0135827540614579,-0.0258562571515052,0.006880825892677117,0.015234531575790284,0.006484551257341797
CXCL16,0.06267898875873334,-0.0998180079322541,0.000995729694302915,0.08752102099129229,0.03838931333171123
AGRN,0.09931663751752796,0.0799306787385667,-0.0016578749480360131,0.045323298809004174,-0.0022968783248103176
COL4A6,0.02214053724800904,0.03818856480701276,0.07267515961207688,0.0004958966433797513,0.044009244138246466
FST,0.009865328210915276,0.06910863785165856,0.06020628563191454,-0.0022429335340900343,0.016872072706524615
MEGF10,-0.030887665075596784,-0.012159835830417772,0.01375062098575866,-0.04690993834480603,-0.03396210463477731
C1QB,0.10918351821878598,0.07446782749996707,0.012022221834966717,0.03612614209179736,0.04121264092439361
HLA-B,0.05918007358389964,0.08674495762432104,-0.026345455685968175,0.11809553261357952,0.03351960759705438
PDGFA,-0.0202929917228942,-0.03137957357892009,0.032197938002038164,0.04199582407199339,0.00929159261779545
LAMA3,-0.022974346499159002,-0.021176635487790325,-0.016300100715424426,-0.03909310709721914,-0.029390470063750698
DKK1,0.004311276743482071,0.008090466793661657,0.020671028484822163,0.01290995817153453,0.04490223546907174
INHBA,-0.0392222343259751,-0.05293762455964916,-0.021002390050683314,0.04208022207449254,-0.03403114203006633
LEP,,,,-0.020722325077868628,
IL7,0.033235003316026,0.08464198230844835,-0.013516633997887493,-0.02091918459722788,-0.007115212460797798
FABP5,0.06021488244335339,0.03521020902419862,0.05383314695711263,-0.00022093898787398347,0.044500931628272136
CCL4,0.03516109403856854,0.022011926596584686,0.003821440177395544,0.08662390192847368,0.017051110856089655
FBN1,0.04482970072005572,0.021153525531604406,0.01160462132285314,0.08545672919743473,0.031862986347444715
TCTN1,0.06164796004905374,0.015235435188618826,0.04074048136718822,0.02744344435648492,0.02740138290158671
NCR3LG1,,-0.019851798590720976,-0.010082893417222127,,-0.02288622849092516
BMP7,-0.07390477920507187,-0.030133970036134567,0.02014665352326222,-0.057599801209259824,0.050588361507762525
NLGN2,0.0260998664664508,-0.045319107989318104,-0.009189651357900334,0.0046693493359554125,0.08270580974385411
CCL25,-0.029167165504482617,,-0.040786961012027355,-0.0193719741994861,-0.023542342486005716
NPNT,0.032221341535946926,0.027250607297759428,-6.715143151323227e-05,-0.10234891366785724,-0.015217051747699975
KITLG,0.08758962516201822,-0.0016260400525313287,0.05255563600277736,0.01800388247705308,0.045943419800000426
MADCAM1,-0.030402757973027317,0.13231674676075736,-0.015018265490743808,-0.005096843938184297,0.08041708915123323
F12,-0.004380887642911734,-0.013799895826795689,0.06153341737145393,-0.0006585992515233637,0.08780524224392593
S100B,-0.0039014329764325176,-0.010830303304596636,-0.052830220784299185,-0.04549839410590758,0.004733935092901327
IL27,-0.019206610748650793,,-0.014035573300032798,0.057491617690726055,-0.01956502970775093
CD99,0.11067169343567165,0.036974742752597316,-0.06386299916242952,0.01145759973185356,0.03036585732120375
