,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH916bulk,ZH916inf
RARRES2,-0.0034809739247005944,0.03767957447601144,-0.024726998845214395,-0.04552521093544659,-0.041173859616503675,0.0921848765882663,-0.027628333190242424,-0.012450392242807291,-0.031472214414080116,0.0528317898223375,-0.004703204918002879,0.04847592851102168,-0.034210853269025225,-0.09297280230295393,0.13638445553372736
FGF7,-0.04831237866309924,,-0.030613792898210774,-0.00017609062277887884,0.0136362897081695,0.06330914126542364,-0.042072361721702145,0.008619867436108628,-0.0023145638249847753,-0.02009468911793517,0.009963974720828992,-0.024813956875213365,-0.01203524961279142,-0.005546808456100049,-0.02037986009617419
HBEGF,0.0075563486165038714,-0.01998921901440003,0.05279142111790223,-0.08919335422953464,0.015355257368750349,0.04317358069589486,-0.04541413148692719,-0.005311987166608719,-0.0034157295861143933,-0.011243264761661069,0.0076135000213574285,-0.1698601144220715,-0.03552979251671765,-0.023155530226727446,0.06216586504179518
CSF3,,,,-0.08093639327290152,,-0.01845366095187982,,,,,,,,-0.03369797331705145,
PI3,,0.03031142315504996,,-0.026764472080042342,,-0.020779065793777956,,,,,,0.08516622005618366,-0.006539428234456537,-0.09443356715073954,
PCSK1N,0.01188229495047079,0.014035625897158628,0.01977062467061397,0.05908502978348531,0.007817213636777958,-0.03182037202310641,-0.025377559806918568,-0.05115431771090277,-0.017499454498769607,-0.04579940358778567,-0.0318768804547605,-0.10794543766165902,0.0302417165571816,0.03152555971888095,0.023214789358960226
NTS,,,,0.00197249503976607,-0.029001456206262235,-0.022681769125921684,-0.02424441692454288,0.04427381331072129,-0.022082283931427273,,,,,,
SFRP1,-0.012023975357545872,0.04368977244125485,-0.02971076281925151,-0.006736120855218636,0.0075250533022301535,0.054634317630695615,-0.016838338503827113,0.03239937352164262,-0.02841043518749897,0.009211840547066487,-0.05243838973547111,-0.0767038505230111,0.09756052511633861,-0.016648256976244395,0.08467972516228574
CXCL13,,,-0.030635552765058863,0.08798321948942583,,,,,,,,,,0.008844637538433718,
MICA,0.08355241705085951,-0.023990862483019543,-0.041016400786912814,0.012016214392312772,-0.030229868094104446,0.011376047163391403,-0.029963255443689586,0.047996787209198755,-0.014907142899243556,-0.015331937783959169,-0.00955467342604902,-0.1187906335806124,0.031051908625534187,-0.052523969343287194,-0.006104898262563352
TG,-0.01399763952421029,-0.038698689533863406,-0.025750471385326348,0.04757434117743347,-0.03347532563087331,-0.022271917757235412,-0.020479299489434222,-0.006978993695398006,,0.022595782838922673,0.051003345482802255,0.04985933784705945,,0.03786106209240267,
ADA,0.11205427150799137,-0.003996883122612455,0.10472301088172835,0.014199212257329378,0.018843023422895,0.05424180859138641,-0.010954954444917469,-0.006296642857591942,0.03873276189218836,0.034086077090043375,0.03439492235490545,-0.022253901047252,0.05134437108665962,0.04470693419458445,0.18159985780499743
LAMC3,0.04885702899075084,0.025738832318899618,-0.014250648643602428,-0.030772456945691216,0.023046502988938625,0.03230483157936708,-0.005718711578652601,0.004998582428881073,-0.0763402264506337,-0.015557113448483323,0.026882790948373838,-0.02012212141474086,0.003144942063689838,0.02223286214499949,-0.014430063368431547
CCL7,,-0.015631382791839895,,0.006619462678332539,,,,,,,,,,-0.020250381818739005,
NGF,,0.026855120057774018,,-0.027354642393928163,-0.008095156685212481,,,,-0.046291932926838274,,,,,0.01425946984328858,
TNFSF15,,,,-0.024858239121028053,0.09997833007172345,,,,,,0.0129767750534104,,,-0.0372950931367695,
HMGB1,-0.04558967839444479,-0.0034348659893307224,-0.028106092220129657,0.09234449638992437,-0.004561236421213379,0.05667265829772696,0.040140212470187564,0.04292089016243016,-0.010142719499781626,-0.03365712346799305,-0.08868134544524718,-0.0649373954412484,-0.02374581064059384,-0.07400864700854332,-0.030384160283640556
ITGB3BP,-0.03801950306627627,-0.05573860026972394,-0.040917677041762024,0.007577810147369661,-0.02808739284742128,0.06747550837172266,-0.07165819244665612,0.01727737841948477,-0.022767636456643616,0.06595475071940077,0.021486471647837204,0.0875784807725962,0.06164868633517544,0.03772867515054266,0.02510220448901113
AANAT,,-0.02267875828210509,,0.06291181443715342,,-0.016645701570102412,0.04166987683083448,0.01354570163563202,0.03727498056155008,-0.02449189869450309,,0.018954466263238573,-0.03123486984887395,-0.020575941003327932,
RELN,-0.024584425124717323,-0.04144500125811736,-0.029887928626381642,0.025983802799818673,0.011390369881475945,-0.014906900049465434,-0.033656431802093593,0.07068049796964689,-0.024663820706908167,0.01185376299903354,,,0.05962487421764968,0.03676096146786948,0.033930934087076724
IL15,0.02943268421150858,-0.04170337184169753,-0.0020735642008599046,0.023795887996326513,0.05442344666366067,-0.014860219510238614,-0.022696447160718124,0.056266347694865076,0.04189259460450068,0.022164639901758938,0.11224339065804904,0.02081906207338334,0.018491397822236827,0.05901437924859809,
UTS2,,,,,,-0.016816794603199896,,,,,-0.017677973543432018,-0.03337272713382591,,,
BSG,0.019220040682612845,0.024175843435641036,-0.06041725153446987,0.038977141679955585,0.008090577247199601,0.004550635472296512,0.00048134961202255807,0.021674775199718548,0.006031429470016278,0.08805452780267693,-0.029135771578170433,0.07770387035517584,0.029331336609668347,0.01990072485811877,0.026853948159983817
ADAMTS3,0.028630730202695617,0.011630221598523284,0.014806556652426976,0.00878508934209988,-0.008776752929051262,-0.00633122076764583,-0.03677173463625141,0.12461928167666521,-0.043544588290767655,0.07123862861838043,0.08622686430393563,-0.022035339551086015,0.05994224766127864,-0.037277980718539216,
CD34,0.0693857282745385,0.022907891408980613,0.0030569652310075035,0.048716585620560825,-0.01854232200384764,0.010987471362830677,0.03148903538167262,-0.02014399550792835,-0.020518286451220183,0.03458952818282746,0.02682198457313322,-0.10878168643599243,0.045431517184646025,0.03052359768589302,-0.03411048166924131
CCL23,,,,,,0.04083284251183246,,,,,-0.004041136594596832,,,,
PLAT,-0.017339628164984317,0.023476161911982873,0.029626297504239736,-0.036132024516706024,0.02067002279829074,0.04557739961404512,-0.02638605843605878,0.03011190376311668,0.04981048832869912,-0.04911596737755687,0.10308631375393153,0.0076443153181099234,0.0009730558704576784,0.06186480651819431,-0.00753231734868341
NTF3,,,,,,,,-0.018311902045790068,,,,,,,
LTA,,,-0.01893697759673486,,,,-0.01773763839248444,,,-0.022715106845971327,,,,,
CKLF,0.024472651698573357,-0.02185153429037906,-0.00766828105144682,0.02358209349557191,0.0012362982840927526,0.04992882837037886,0.02577173544276683,-0.01883470014782141,0.009463251571664439,-0.014577207206632414,0.09295291168721377,-0.025010957268720695,0.09109880303330647,-0.05427108095062631,-0.07690921783412939
CD24,0.02639768722633721,-0.010273565478984217,-0.026586716345466173,0.11883323051408748,0.05031703995777778,-0.002208352467698659,-0.039076098072353585,0.05214977634250167,0.004874043361722372,0.011724827269793573,0.13825661006700096,0.03018659202449451,0.04228759242316265,-0.04830178454177325,0.20931213996978149
HSP90AA1,0.05814050078981635,-0.01790665294388323,0.05341607737741436,-0.03806930779729513,0.05867980801337063,-0.03812411029642484,-0.015095095693261942,-0.02094105082272195,-0.018737981387206296,0.006683272441639401,0.015841314964704964,0.030346858189687045,0.002418854611004313,0.002015442294213484,0.03814423020457434
BMP4,-0.015298600828995673,0.012043514247951219,-0.020074306338273486,0.03572128354470343,-0.018616785886602254,0.06012192821365681,-0.03867744175303265,0.0029012248116780815,0.04954354495752431,0.015342084197602739,-0.04515590855908993,0.15035801277177924,0.02016488900828734,0.0035214613992134557,
SCGB3A1,,0.07346107934303475,,0.0424319955480545,0.049698980846928684,,,-0.02766862933560822,-0.041413302315337144,-0.01585030116239407,0.08979288367649085,-0.06474115726679322,,-0.02735524120853806,
IGFBP4,0.025694729617145064,-0.027955983524855763,0.005698784557069687,-0.0013738505684067566,0.014360281510001308,0.04724729488955157,-0.03355707387824076,0.006336045114472162,-0.004174592373811506,-0.03969097588436668,0.004681331373547683,-0.025596588406552812,-0.00017542780954075157,0.06717077691567518,0.09146549818853167
RSPO4,,,-0.030613787086184136,0.07734407469678152,,,0.005474289956314383,0.058567972540504463,,-0.01033953405559721,,,,-0.025945446573596504,
LEFTY2,0.036800951581677406,0.029287270812722584,-0.002621963049980917,0.019827427885548348,-0.020609595288240374,0.08072719197968228,-0.037966735585126365,0.007109130647961153,-0.046291932926838274,-0.004139864391085467,0.11086554315140196,0.09671795402821165,-0.005765270741900108,0.08616703541386832,
PF4,,-0.016215048821084876,-0.017225754928681655,,,,,,,,,,,-0.02032453641612213,
ANGPTL2,0.08059402423442105,0.02875750615461416,-0.06641021140076545,0.051526473677783985,-0.00010037142952626149,0.03020567812268264,-0.012400394729674013,0.018894764845713122,0.01050143366383933,0.007411711303480481,-0.014493512602783778,0.05941407810858753,-0.003907265326169491,0.01332008930683943,0.07974742274283854
LRIG2,0.015565796181054163,-0.024400594310363573,-0.008835453386156725,0.008031186193749625,-0.02430124557895539,0.013888595488459596,0.004545472787918664,0.0031461918487735757,0.02919768662011153,-0.046804860991478146,0.021300373508908465,0.048361310619190856,0.08655552013155804,-0.003458885040420472,-0.02455531293888806
ICOSLG,-0.010495263547083711,-0.02573972523921415,0.024375141471665196,0.008308920858934596,-0.02206645645720125,0.06293133653888758,-0.005918439037226615,-0.007027465264773156,0.003592687684279345,0.0518838758263786,0.10332192275413332,-0.04390738701693792,0.01245838894011194,-0.07610356680509377,0.07433937166071736
WIF1,,0.007773724076576625,,-0.02267729078951996,0.029923672992704042,-0.015548869408626622,-0.015919646319675813,-0.00019796283003305042,-0.0823532353438358,0.03967626387572322,,,,-0.03729509007614695,0.06794675466641452
NPPC,0.04906029359535347,-0.023608688192644046,,-0.0048100381555733675,0.065272996050372,0.05601489452961671,0.031241651960826088,-0.015069655897270079,-0.029944087284563072,0.03228891822968895,0.008733624508759948,-0.036976768396397304,-0.010910906145497813,-0.025924521913816098,0.08839105330966804
LYZ,0.02559320056819697,-0.010527394938154017,-0.04327396207799897,-0.01693535405874748,-0.024370883725263325,0.060311873661607125,0.013226701743989638,-0.012420298594025716,0.023950371825294865,-0.016492175644601155,-0.005643078886824789,0.05698698629111345,-0.01093680655327921,0.023179747694485296,0.04594063435357355
EREG,,,,-0.055930241460368214,,,,,-0.024999841704063972,,,,,-0.023399562209084616,
SPTAN1,-0.0059246842595121535,0.05148938656848286,-0.04663802559359205,0.025040082947592374,0.05080489331540531,-0.04297561617476201,-0.01320548044411499,0.02310699384387018,-0.01225296855087596,-0.013806975579776892,-0.004312842668841215,0.04701105428072824,0.04217644450117364,-0.00793197144591157,0.013058597890930206
LIPC,-0.00011786877097642256,-0.019851481798140086,0.025564803589762118,-0.026261070537917,-0.0067406201995809404,-0.008182634542521149,-0.0030301664309549114,,-0.03041261230974167,0.043750165095456255,-0.038060424861030256,0.03479559991564285,-0.028557875219164846,0.03492790170707055,
COL8A1,-0.013510837374454071,-0.001024132747541518,-0.041978470744805096,0.021091751424270604,-0.00357475782802857,-0.031182361792153484,0.0606184021371189,0.0052010052271782145,0.01529558937454777,-0.030667842238087353,0.007607695312330421,-0.009616492664071684,-0.0063264994245827155,-0.023801980627356098,
GSTM2,-0.0317547893875892,-0.020631715004034993,0.00852018510013534,0.03131343696541773,-0.023339220070174267,-0.0128520625166112,0.007313569690691033,0.08126349619848648,0.02304882525428181,0.04996769542453432,-0.029666619455756042,0.0379169179241238,-0.03162287560894659,-0.00021532641994356474,
IL4,,,,,,,,,,,,-0.015754248291147122,,,
SPX,-0.061417770206354506,-0.03210663549684082,0.019447289759377383,-0.029810600609576354,0.050712197377227076,0.01217775852927842,-0.03759212786562074,0.05797934248941426,0.06971033067808681,0.01537441573040309,0.05549857339268973,,0.023005361446678495,0.0065522163005958065,-0.0015211920498153049
MFGE8,0.06520018409259166,-0.0005543910749204837,0.029730467952964783,-0.023747668487754454,0.0066034633700908256,-0.00437285143408699,0.0008928903528811427,0.013537084802273615,-0.017174026372090652,0.0498854113040841,-0.028323476047780745,-0.05120736522935281,-0.010649827008226006,-0.015175684980983378,0.006430558144628838
TGFA,-0.025727370588109876,-0.03055432574429086,0.0063937195421117825,0.11403399739227509,0.03193060146539176,0.03935771253918214,0.010360153365914311,-0.021298397948403658,-0.04924630383746212,-0.024154241658452973,-0.03080406851734057,0.05439353732719916,0.031620080607985386,-0.006054438417948811,0.006842728218206508
SLIT2,0.07562996213422912,-0.047927092732377864,0.02811096365278541,-0.015559049969100675,0.08960299317217012,-0.016231627691007777,-0.0208425872949316,-0.008714468071114057,-0.05350174509763581,0.0005155868932950928,0.09051914512721654,-0.012603894589879656,-0.009091297633565433,-0.03835250531803501,0.18011847503736725
PLTP,0.02387235006122707,0.024156108759775464,0.035042446911135575,-0.06255837151652789,-0.08019563780101976,-0.004445659289280265,-0.0033734701390458048,0.005656379744976173,0.009071649419056405,0.018773978107802677,0.06922532851331768,0.15101238225271557,-0.01680488403839492,0.021207555328450457,0.034556097637338724
APOD,0.026495027447443975,-0.009602171796333285,0.0024885829537708926,0.08823230813407591,-0.027665198306612963,0.059157010024459465,-0.017605170430841584,-0.049487536449811256,0.06708272620606073,0.012144572416568522,0.038687031148848465,0.018536000194637567,0.021089207824895526,0.027496066416761448,-0.008829526130829202
B2M,-0.04024066214992555,-0.04179615805650398,0.057963797561503695,-0.06563021844105651,-0.05871300259379883,0.04361618918810953,-0.04895497594529737,0.015035868663694186,0.015112509264560757,0.018137974006556958,0.11222503906077422,-0.06185413552020118,-0.06444844779493215,0.018000185955504684,-0.11717617596696714
OMG,0.009994272547417823,0.035185836875914304,0.0871171817082406,0.04958313405336639,0.03925248036094569,0.023048384035309257,-0.002457033202358351,0.006909615369212889,0.05019987900280396,0.04337220761398877,0.028637237197035023,0.067257772214262,-0.01065433432647214,0.00028801290380451184,0.05900775798764594
CXCL3,-0.02388091965174534,-0.04004257488143053,-0.03541451278905516,0.018935096073485345,,-0.021855010454022175,-0.025728635949737375,-0.019081127203012246,0.08777721715157245,0.047600589003430366,0.16613493197707963,-0.027806315400872552,-0.03746792338073721,-0.010081713216848294,
CXCL10,-0.028776978804689428,-0.015468301993052266,-0.03361435050875354,-0.05574113655472471,0.12447557059877001,0.007386108524338585,-0.038662101090839604,0.016413312067370164,-0.027196816420536382,-0.025996415356047894,-0.015138250583216068,-0.034703242055244346,-0.008147444481235073,-0.02340641750632731,
RSPO3,,-0.02123324527507301,,-0.012104918413041732,0.10082277944844757,0.015331266329526225,0.005893391020561105,-0.0012831467665375595,-0.010292940964680414,-0.01709482960178571,,,,-0.043087239346526106,0.003998655203501318
CORT,-0.029654576673741002,-0.01648086207274218,0.013011466869128598,-0.01851112554827802,-0.020865520814375798,-0.013706093922107265,-0.02642059385338959,0.014574164412838967,-0.03165696517124666,0.07695119373244326,,,,,0.10347223924878551
NCAN,0.11231948725871946,0.031129122709298778,-0.04867556811494199,0.01715571348771437,-0.001418744835680306,-0.01676163977428478,0.04494672929201957,0.01492189986725212,-0.0690538867700332,-0.07141510580469704,-0.07776899947296625,-0.0301372974150159,0.01832987527830172,0.07397299883766245,0.03209155963205124
PRG4,,0.006673698529629936,,-0.01616921639681264,,-0.023677911960243044,-0.02636426132714083,,,0.046780796240462455,,,,0.04777424061361957,
ZG16B,,0.042395815181048985,0.010761413027642344,,,-0.02556411098366816,0.06533733160918564,,,,,,,0.06836691599545579,
TGM2,0.0009593351147203105,-0.006254164651994155,0.050447857437246196,-0.029496040347243308,0.08819800302749822,-0.0029779998033693193,-0.014347124322109725,-0.007126830467209963,-0.036142109316206636,-0.00039716139497042934,0.029139941117239526,-0.0010944530713934387,0.01739787394240142,-0.0017918233628882634,0.05313209596074736
VEGFC,0.06539384986569001,0.006047370768639224,0.01076025828671888,0.008748307876084731,0.038582385329226816,-0.018411383914477893,-0.005178121360616231,0.0024096309488445184,0.004579301650984338,-0.020397205324988395,0.04765889567007586,-0.06318550140329907,0.08128554849865088,-0.06088333215962138,
WNT6,,-0.025220890571707826,0.11614976127452448,0.08344453321959357,0.0379838800909995,-0.0232841259244905,-0.03136605905117063,,,-0.01780165081147386,,-0.054698800787209324,,0.03668984509367911,
NRG4,,-0.0143970523306087,,0.010339742572278265,-0.03465512654584032,0.010047944244101034,-0.02707717089776485,0.031454895409181075,-0.00850599385983547,-0.009971146494128547,,,0.014810569502480029,-0.008173762098507814,
PMCH,,0.0248012952467202,,,,,-0.020629952294780977,,,,,,,0.009061447686600593,
COL9A1,0.0014767686181268909,-0.026979362331816036,-0.004689416805502249,0.05813688732790084,-0.021438871864271822,0.07973801557179845,-0.0223683246112181,-0.0029403037849001267,0.0034299358766573308,-0.014642346144801147,0.10066060711713778,0.002139005412196623,0.0048532784833618765,-0.03823002014307811,0.04015448552276777
GDF11,-0.06331636203775765,0.05850442777421342,-0.013000159586991028,0.07702652127378151,-0.06215026905985111,0.07085771764989486,-0.009404353300116703,0.07732772334176465,-0.011859537307755214,0.0323063367305984,-0.026397545606983448,-0.017312032319850568,-0.06698767051228521,-0.006702696640892906,0.1390534154150292
IL24,,,,,,,,,,,,,,-0.030121788662992373,
SORBS1,0.006592803233770501,0.027900851066551473,0.01681061016330293,-0.00979688505652246,-0.004085038603852587,0.012911198602967595,0.04064308916706514,0.07436112363538463,0.08082875222847592,0.040733753415174344,0.11081193095180635,0.061171816735398246,0.013198266072167869,0.01675138744005851,-0.029460819222527176
DLL1,0.03701477610020242,0.03373352449739163,-0.04315760829423618,0.04440906099450941,0.031194347302177284,0.035564019199311944,0.003978420236552805,0.012545273611455894,-0.01415341327273312,-0.009937570663688439,-0.009043824347317013,0.08566732933177816,-0.08413532746601683,0.012806413686994863,0.015252463465066111
TLN1,0.0304843576771539,-0.045008156257175205,0.014194794214316882,0.08475093260074663,-0.045859042446531995,0.04630104318967376,-0.011167828869851914,-0.018624487957504442,0.01594837420441129,0.07040396013328812,0.09292957795823974,0.007108246350430306,-0.022839120421550146,0.030672350439961842,-0.03699331494455572
COL2A1,-0.027853231385862345,0.06201214903690691,,0.0509235816208229,-0.030668992785019708,0.0308509870625726,,,,-0.01660773373072461,,,,-0.024274528038935133,
SHH,,,,-0.021892009649105412,-0.03347532920950845,0.11975127587745431,0.018630837909978326,0.08291944168943244,,0.06999706284677742,-0.010629102516514633,-0.08692948132555353,0.08216858317816411,-0.003450730081369512,
PON2,0.0595448238202651,-0.010044552396093264,0.02593131953966793,0.08196796195553703,-0.01445759734567433,0.05211219167342718,0.00494754780229446,0.058345625961927425,0.032497078227241016,-0.032134748424678755,0.028119493417687713,-0.05350696210832291,0.04253718744072903,-0.016903480385752363,0.06240799435647647
ICAM5,,-0.005098779858306413,0.06962533183688009,-0.025412808975622182,0.0588499864482564,-0.014735479280900372,0.01334488022946128,-0.032577503037601374,0.017866454198568586,0.014133727188066152,,,,0.11194039679574508,0.01205934434029146
HPX,0.026757594602077477,-0.039060267230176846,,0.09892748857014418,-0.01409431560566178,0.06646186393821248,0.0026506521591743567,-0.027668626514858095,,0.030368374798452592,0.044356332862608545,-0.03051952742942346,-0.04243009131028979,0.04162842063983177,
SFRP2,,-0.02078196300028016,,,-0.054761226727500105,0.026643656935012222,0.07702764598936648,-0.0051488359846709394,-0.011672372223243703,0.015985276943705908,0.04505683078607317,0.09234688826695546,0.09155236738217963,-0.040270967517682374,-0.0376594554054444
CFC1,,,,,0.03118118942865258,,-0.01773763946446156,,-0.03677480164767701,,,,,-0.023840640990953003,
CD70,,-0.03796813198696594,,,,,-0.02428047600801366,,,,,,,-0.04733187408772424,
HP,0.03468810727472394,0.062430953761012126,,-0.041242892230863804,,0.04161248269022399,-0.039200838742857326,0.008104531982799857,0.0034929102486691544,-0.02871746357096633,0.035885074379002437,0.0675808983857505,0.013624183965338337,-0.052106663789430956,
CXCL2,0.018065723976970264,0.012642463774848331,-0.006867738747164878,0.03316674759664195,-0.04375238055337309,0.0391688579997343,-0.0595361807017042,-0.03845261504127097,-0.05775980814291903,0.03318342601575065,-0.008599180207483789,-0.00794640742795444,0.046562933210065764,-0.014857485770839009,0.17330037247925315
NPPB,,-0.0201659946622101,,,,,-0.015531798481606702,,,-0.02039720680853563,,,,,
CCK,-0.0011061213895662394,0.07371777829924893,0.029862751899809487,0.022200466202095436,0.005423724857178235,-0.058197017964083955,0.055606631273647567,0.009800166382908076,-0.00848335649650297,-0.01731767599274509,0.0038254597227286476,,0.03177535120602667,0.007031160763123595,-0.013536787255347673
SEMA6A,0.03770430636621289,-0.023987042785021475,-0.011960774459067399,-0.01247726034606263,0.00707960801341163,0.02991843582607838,-0.059525207014365464,0.003283561693274299,0.05586389657177324,0.010258454242820604,0.03379196814629006,0.02636908831917293,0.06295730009068388,-0.03832067723464626,0.01934361711344901
IRAK4,0.003841290076665015,0.011643987480487736,-0.03336144877007343,-0.02712801059656465,-0.06975691715658934,0.0227771634248307,-0.07613092436712142,-0.002130636125562923,-0.03245821306178369,0.07084775356305865,0.0008894644368704049,0.024298546422338876,0.012340444035314398,0.03140763231172155,0.006526822624401014
GSTP1,-0.030037999963239782,-0.025090429606926902,-0.0006298891808499556,-0.0011943551688601852,-0.05911639198031853,0.04568111089619403,-0.023706957742745713,-0.0013014492263278704,0.03526940687550824,0.008942433187286799,-0.03792600356965007,0.06793514612143059,-0.01687043250591731,-0.041698684795936504,0.025900397700837952
VCAM1,0.009189364366180574,0.042439001737868534,-0.10352832669233109,-0.0396632245747131,0.008877798127426985,-0.005670191307561044,0.020231191782127598,0.04244662015469383,0.016941407194695373,-0.00565213416834243,-0.0018248003179122257,-0.03638177043037159,0.019886800267557295,-0.015772155635259476,-0.007386490456128278
NXPH3,-0.035559871850152434,0.06193522311720285,0.06319299345171571,-0.042201936334681764,0.029583695913728014,-0.02371742027973218,-0.04562417376660378,-1.7149958002634942e-05,0.06468606278623153,0.06415721008329262,0.0823122321343473,0.02160414418448668,0.07927260030156132,-0.01371050987904307,0.11727933794363599
MTMR4,-0.015627585919763612,-0.004666648047380377,0.012717630918405224,-0.011367615766351494,0.0045532884204769536,-0.02158097271991851,-0.04054123198729693,-0.026663546269075397,-0.031458371649801364,0.01989752354089133,0.05680859332356417,0.06114353010077152,0.022745660200716524,-0.045269325524063785,0.09442811629985078
