,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.04823191979232909,,,,,,0.024075925244270848,
BMP1,-0.049440560067137665,-0.04387192493327695,0.030452868473779517,0.06322365534787754,0.0685538111677087,0.05012251092533951,-0.02261289068814516,0.013118301684146617,0.024489556121103376,-0.03709816985535305,0.008229260859488757,0.06194086684594245,0.04183244790587437
NDP,0.022898887214452473,0.0045861937674557705,-0.032839379608219185,0.05221296647565583,0.03673191944702432,0.07976787277074235,-0.04111401837389703,-0.035297509814072286,0.04149352959152495,-0.01471687327169378,-0.0625841886534865,0.036101951526701856,-0.037711078075578046
TNFSF18,-0.020895696664172164,0.0065414811133016,,,-0.011035268157442463,0.049986922461895754,0.05165074645497772,,,,,-0.0232468718296783,-0.011817778682383222
RTN4,0.07302751874068227,0.010283271043069678,0.06481309718754479,-0.0555099181678431,-0.04612358229645444,-0.03292358358151595,-0.02117573867558354,0.03159710765837628,0.026156587455743986,0.015189224680488599,0.04330711548575877,-0.03335783672755114,0.046409922428872555
HEBP1,-0.074195543661593,0.020136769756824928,-0.0013138312947539076,0.0182591092164608,-0.006386571567704589,-0.004855012112260667,0.007686507515898489,-0.08134777611954151,0.040332161644259325,0.03781168773810438,0.0451531178418722,0.010716309394431217,-0.0012678634566768866
WNT7B,-0.018408454289716655,0.01890298451155258,-0.028604350377807976,0.036196885303988596,0.04978773644435272,0.0708720122919062,-0.027024079128355246,,0.045852657156797656,-0.026089500239812664,0.0727102423778623,0.03719763075169052,0.04036995085862572
PTMA,-0.002235520472058479,-0.020854648183483614,-0.045803807690643454,0.029917025127301308,0.074177877937094,-0.05505658402560605,-0.0012602413332842306,-0.078388252884206,-0.08484552998172398,-0.026125139476246565,0.039552543044188045,-0.02121523538043567,-0.024559833281163047
FASLG,0.007051822295911517,,,,,,,,,,,-0.02197052153467892,
CEACAM1,-0.00741885582304821,-0.006462973634498807,0.003790436985386437,-0.006166938406438573,,0.049196985837066706,-0.02530862230169935,,0.062072632250632316,-0.009558843062132878,-0.0001714569854813959,-0.016016969216817157,
PDAP1,0.024031308616376992,0.007227014502393049,-0.05350251634362259,-0.007060481530591782,0.04443022469920182,0.035330791542021574,0.044947373565516674,0.03908468898672959,-0.036856672515957874,-0.04328568707422315,-0.01651553444032081,0.042628595184401034,0.017410581474571248
QDPR,0.06264206791425561,0.013140555284596594,-0.021776100895645266,0.03156470434271228,-0.05011061809647145,-0.09174248267620308,0.03920340857473986,-0.0823660778132174,0.053523028318972196,0.10629561169425755,0.019371191954161017,0.0155490191154141,0.024665435016884844
POMC,-0.005159317059716666,0.02147182874172195,-0.030758712193998648,0.03976705326097132,-0.0291132631071157,-0.030340122348998327,-0.004064720564099255,-0.045817543954481635,-0.01853898869879294,0.057914599086787165,0.05329762156117245,0.09204403791768415,-3.194250432783542e-05
CCL18,,-0.01513276541763651,,,,,,-0.04417776907632045,-0.016450771298476597,-0.07612921911586164,-0.03889072572007996,,
CCL17,,,-0.019144494485350914,,,,-0.020069650808373526,,-0.03608506121952586,-0.04586125987187076,,0.0005949977921528143,
VEGFD,,-0.002137054365846403,-0.021329080977855505,-0.03138994506602015,,0.005394488214051845,-0.021382515421901654,0.04095983619033484,,-0.041446093688707,,,
TNFSF13,,-0.0037977237350951365,0.13935023844563252,,-0.010701908025920805,,,,0.12720053910345386,0.03942127790401456,0.01065357402425292,-0.006074744874435998,-0.04120521960897518
WNT5A,-0.0039301552225754965,0.03962069049605866,0.04981350846216891,0.16677675205438158,0.04439012297133284,-0.02388036902958306,0.022130486350180494,-0.0585163744469273,0.012681551306824976,0.0050263263617392195,0.06332365463448207,0.056645523430750966,-0.061744266825618205
CXCL8,,-0.008135597674556969,-0.04025924359501022,-0.14243255700206178,0.03373099766552268,0.011912990685396122,-0.06915824535964589,-0.026577903286778202,-0.10528208626545321,-0.16749383157603082,-0.04176654537459344,-0.03825262969535995,-0.03203811166034013
GRN,0.02948687995451778,-0.04355187913118097,0.056560277112216506,-0.03495917716282522,-0.01492980782399071,0.013877018812343671,0.024833244431078094,-0.007916983676653994,0.05312104142638294,-0.011906701351810451,0.0676945366301098,-0.019201363491010665,0.0011308283250329077
MIA,-0.024095085708033412,0.01841135443990639,-0.016210091764392448,-0.026125727141504976,0.05580339276739304,0.05344502307080217,0.0057441623290367646,,0.12613965191943885,0.09152089032979228,0.06053826244684477,0.12454738556213776,-0.011036092426068254
COL4A4,-0.02131923915259176,-0.03319660012786842,0.10270667745746095,0.14822850155100603,-0.010182392671916608,0.04996077882849235,-0.00759975379417064,,0.10920764949228141,0.07321789133354943,0.07803994924701892,-0.004087603812767463,-0.04605307211868009
TAC1,-0.01840844947845415,0.0977106121240748,0.09590072451314746,-0.06440013112915223,0.006109134520414267,0.022437397845456043,0.019824764702486918,0.05353501898934091,,,0.010923501898056142,0.03968904919527224,0.07282057534059204
RARRES2,0.018797607044392046,0.027832509607026858,-0.024105443305800278,-0.15461677094757098,-0.0033312236475447803,0.012417534974661951,0.0379922831832454,-0.02397309821588993,-0.03800844743459071,-0.014742509315433043,0.011536000513216736,0.037090762490711526,0.004545800895724311
FGF7,-0.017604921902041396,,-0.007241120224854003,0.012729695851325287,-0.0035393240747521133,-0.023713901202766112,-0.03500419556151145,0.03331222719341892,0.05241006582098162,-0.024169198556635057,0.02109041570029101,0.014414993714034229,-0.00943698879515745
EFNA2,,,,,,,,,,0.008947094915729377,,,
HBEGF,-0.02622541778176571,-0.014290178814658154,0.018469064180107946,-0.06286672421925109,0.031169448604641162,0.09026617285729455,-0.0054059984260228745,-0.03373018568408952,0.011399000971575904,0.002457891122934697,-0.0179039668562096,-0.03237751077849781,0.013125830457612205
CSF3,,,-0.022818568159915516,-0.11926024906490502,,-0.022606567160766557,,,-0.09313677095796062,-0.10740637759661258,-0.025108016253077823,0.01826566725021507,-0.007580031387914138
PI3,,0.04381532689396043,-0.039377959503903465,-0.09870177932494882,,-0.025455292997413448,,,-0.05606120690815783,-0.11466733093000997,0.026794583121627417,-0.04555252189919787,0.011617462723899605
PCSK1N,-0.02600701787478932,-0.011070588251370974,0.02422917945316053,0.09647740946416027,-0.0461331747324286,0.06437884870319131,-0.03350213827107745,0.06818743675089269,0.02648087697710964,0.14348059454819553,0.09436583620286891,-0.016693103551205415,0.11214841529607565
NTS,,,,0.025168222791813424,-0.012430387929525964,-0.014292689551829673,0.00015840736314818557,-0.016118658203812877,0.05846441618031062,0.08232694587258567,0.027022613851168133,-0.03104803867235263,
SFRP1,-0.02678475898466261,0.006630320611243935,0.10342112571938467,-0.05496239058861926,0.08912573143176983,-0.041874195877717506,0.008199837237703355,0.042960725175077624,0.12667592520127172,0.03318275240959066,0.06317133436022887,0.0832115759138877,0.013657874815328491
CXCL13,,,,0.10456747617234059,,,,,-0.021948048796771934,-0.03734613711555994,0.09420069552745113,,0.09018636457632712
MICA,-0.011718346873406374,-0.058175950903740545,-0.00045042375154245303,-0.01407369215550268,0.028907172380043734,0.02434050886004087,-0.019186976519898293,0.034568618507658626,0.014118226234116465,0.05688383342904638,0.0609763468634029,0.00792105492700898,0.025891131394932848
TG,-0.02131923434821913,9.359545254305837e-05,-0.018026598580777594,0.0020396448551832556,-0.01434794448594304,-0.027284103999251297,-0.02021941368373964,,0.03204389255204739,-0.03741110322734111,0.000935366038739821,0.04284931521409868,0.042228220548463216
ADA,-0.06235637671714247,-0.06995424889953628,-0.01969741855912016,0.030410875728203973,0.07567765326050943,-0.0031907904576548513,-0.005701953110355127,-0.022255943974803547,0.01745729980252956,-0.006884787300914167,-0.045400462201291805,0.04452323228765982,0.06250608436808028
LAMC3,-0.04414134089397393,-0.09616273367668061,0.03169169382978222,0.03413818787454927,0.062324547594281944,0.028142446746001384,0.0003251929495105825,-0.036519637117857766,0.044834128113633846,0.06214262406698651,-0.03167292862419894,0.07614885512049645,-0.03908006607707685
CCL7,,0.07971820820047522,-0.01303320197227736,-0.05127362766967674,,,,,-0.03690936896798629,,,-0.021970513722223705,0.004638698564952839
NGF,,-0.03018742504775295,0.01193220653679086,-0.016800554482898286,-0.01369178740255663,,,-0.01611866881687985,0.0034004896300375382,-0.02693583260823264,0.031125908946741318,0.029123471347158945,0.023805569625259204
TNFSF15,,,-0.014513107841873735,-0.026472002051496454,0.09386346243650574,,,,0.009496853787863349,,-0.030904091228882408,-0.034524400383254425,0.007338507587906159
HMGB1,-0.0010521658350387529,0.029056513730550942,0.010206123850388037,0.11511338372259994,0.051753265885271266,-0.012260079310449678,0.037481361452309674,-0.08302507969623245,-0.005848199179935452,0.02651855112881948,0.05854891484685769,0.007087068055758667,-0.04286358810404499
ITGB3BP,-0.04402481525114941,-0.027994183379395857,-0.05979301272394497,0.051532098266082224,0.06873189406043016,-0.02023915974346584,-0.02423820711136584,0.00017668132117103322,0.018794789475446688,-0.03271374761371338,-0.05208208660455991,0.04389647768953721,-0.031755630099059
AANAT,,-0.025508810595483787,0.008360540218594479,0.11270527256479192,,-0.02039173535613619,-0.0028280356432491276,-0.015153919199183337,0.03821350120704284,0.044575413823739855,,0.013510142509456783,-0.02957896909953336
RELN,-0.01767421049346202,0.0015086428982805599,-0.02292169564083054,0.02374492861768364,0.015220232136547655,0.050401814317557275,0.02441951960536597,0.006616830517849898,,,-0.03732879305617984,,0.06947445098858214
IL15,0.06585421697900144,0.08198054489933601,-0.01199790152289085,-0.028877570251604857,-0.011829556017592068,0.02238127777514046,0.05244590577231918,-0.03105376530535128,-0.037341981225694015,0.01054325309384999,0.05320508367379156,-0.03540320664120965,-0.007707583829232036
UTS2,,,,,,0.036621456767071396,,,0.03842024101321852,,,,
BSG,-0.04253517885083518,0.013928634568272221,0.041277428109950345,0.06952321025066675,0.030005986925803484,0.033214753478720806,-0.04074685422744837,0.051264886894599855,0.06348226228749414,-0.07267787503162255,-0.04864503201191236,0.04690197514541275,0.0480499991095999
ADAMTS3,0.034255871542081893,0.046242519593912554,0.003150055967504811,0.022478385480285853,-8.699834148140607e-05,0.03010019763005612,0.009999261339989931,-0.0008932028926900086,0.09414577838638818,0.13149426591362273,0.01629147580054732,0.034195007752759445,0.04473142541478123
CD34,-0.024878516996511033,0.017127511348427975,-0.002606607750016116,0.08527332658426849,0.08934086832543837,0.027543222832976385,-0.010455477535631775,-0.035063153581864674,0.07454304364765928,0.07353182749817379,-0.026950235715649647,0.04558592514048894,-0.015159366535660232
CCL23,,,,,,-0.02320255786035012,,,,,,,
PLAT,0.007893536871132962,-0.0028401459079392412,0.038800813980806925,-0.003093335053219325,0.06422109693143768,0.05550952791787161,0.018764959969571914,-0.01775302629434929,0.10100203834373297,0.11610663688462176,0.04450286164483597,0.05433082941256456,-0.004037914183521924
NTF3,,,,,,,,,0.07451853690326327,0.11910993086505332,0.01628640873880349,,
LTA,,,-0.01670431066046468,,,,0.04497074267099931,,,,,0.009122991424480245,
CKLF,0.022149024522437447,-0.03138252525527527,-0.009632965165702013,0.0750018378471684,0.0777741686713561,-0.006587819295565729,0.0501090292838988,-0.020723352533987608,0.08199886438918595,0.08358116793465277,0.0311632791947615,0.040017522167685976,-0.048643571164847896
CD24,-0.029150205319408547,-0.016296274565078595,0.03494650712001551,0.13685549939497824,0.043861865943232214,0.07999495667130631,0.033343389011930895,0.011430294489466085,0.058336416731895054,0.11683021405037079,0.09657699075520292,-0.004132251838364305,0.050141575607942045
HSP90AA1,0.05533043972762894,0.009226965656252546,-0.011446200772307628,-0.08170851692475992,-0.050444551355077305,-0.024763217736094013,0.0327288216383713,0.0917447418075687,-0.1586732690696622,-0.14252718871991477,0.038551576718036086,-0.060482506160808136,0.06698069467765876
BMP4,-0.021940587172376316,-0.048763907013899654,-0.03897316204050595,0.0010527562987098491,0.12527406814242636,0.006408105240683495,0.08089130899344059,0.020798517617627545,0.026757485479741664,0.029905138760491657,-0.010888567097924845,0.014858679321025905,-0.026643025559672733
SCGB3A1,,-0.017582000661116936,,-0.050379069265531956,-0.015100637477693772,,,-0.02667513858453712,-0.042542875168942076,0.08843210360317524,0.01887242623438674,0.05452737728461586,-0.04145537246633533
IGFBP4,-0.045665278359459306,-0.026992216901662505,-0.04560326537040255,0.038851765941498896,0.08694884869921514,0.0672671071567719,-0.006707160395857113,0.04610570561662476,-0.004053910743518719,-0.009670352486939288,-0.0027097939911093264,0.053031429265571035,0.041827586226662765
RSPO4,,,0.009883580244735922,-0.012410565485092598,,,0.006996496695323823,,,,0.026404844703144983,-0.041261950849237804,0.032337830112142106
LEFTY2,0.024811942465855552,-0.07081221760135166,0.019601378289588682,0.061811239389259205,0.11909807700196569,0.054635721629728407,0.05010054059863692,-0.01611866881687985,0.039725997110207974,0.0033922640614240987,-0.01986364454531422,0.0735213831707881,0.0012066359151701042
PF4,,-0.01823850336197432,0.03927312094811523,,,,,,,-0.024232154717409776,,0.009489020929655144,0.0073278471892839515
ANGPTL2,-0.015980049983445273,-0.007341662571441,-0.015598664546398409,0.05543546796453916,0.061754350687161924,0.015804512077086948,-0.05331374738748433,0.009166125970699133,0.09390449725952595,0.16934354554121286,0.009144887825199424,0.06918846285204225,0.040158515558602045
LRIG2,0.018758562190987132,0.04451623012881471,0.040591484054086066,0.08407810036044623,0.015891816756930743,0.004684137576988582,-0.0070646070308433406,0.022795239375357552,0.014985882726673923,0.08656170489307426,-0.018875956640268872,0.0521561137945058,0.08087921697024968
ICOSLG,-0.04743661512117641,0.03132820061172007,0.003805653711028611,-0.012233888918730491,0.07578448894457457,0.051521213792479065,0.04692364784288111,0.05326900916486304,0.02852062231533057,0.09273884801465465,0.07878237434593169,0.03913718103881117,-0.008601386643535035
