,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.04269045396914874,,,,,,,,,,,-0.021043275574103328,,,0.025373957574076136,,
BMP1,0.0641321477237492,-0.011409914893104792,0.02242160855358259,-0.03576558179294448,-0.05727641156534589,-0.052327597857866254,-0.007423213785520609,0.07386034163271366,0.15695885857810699,0.014973538407756967,0.07748054737970937,-0.007915823501760011,0.07441466873483144,0.09133757088981773,0.05469503716992474,-0.007074139707754673,0.08199100776739332,0.018136735634440286,0.005108764830269503,0.12972805146081418,-0.022505349548652475,0.004605260391207047,-0.0010954688900248913,0.06625149988956391,0.016773176982161003
NDP,0.060212702539227995,-0.053852698742809714,0.004704636252399636,0.08204025873923496,0.013278203615381241,-0.027562435077830308,-0.0361546994680721,0.02069051831739454,0.1011602526859467,0.031817929542880645,-0.01419375881971066,-0.06026058634305922,0.0402163549797994,0.022215292677238593,0.0424679328957524,-0.0750513472679357,-0.04767107766000714,0.11438988330512949,0.05467047207938145,0.05831657032271714,-0.017353651069721227,0.08023122096390514,0.02115566770310371,-0.0648768841664433,-0.07075262663879037
TNFSF18,-0.02043558255784883,-0.024745606222474473,0.008331043629517072,0.04841202064180435,,,,0.04958434842134139,0.06199723775314083,-0.01970466564330084,,,,,0.034827411284595364,,0.09637183563183238,,,-0.042518353753418725,,0.07080299457089263,0.04008876359005341,0.01320491757767748,
IL36G,,,,,,,,,,,,,,0.06852302221850426,,,,,,,,,,,
RTN4,-0.15162734875388056,0.05592387345569968,-0.04952531476268127,-0.016509652898958907,-0.0503044049657949,-0.053298170253247706,-0.02917132158308465,-0.01755594480295844,-0.1274621132388536,-0.016668622843315883,-0.0015853543698461955,0.032278322871589396,-0.004490185916964325,-0.028722037488832737,-0.006405340815705115,-0.006865804257935979,-0.0358728609866046,0.04534766761054395,-0.01674338544718041,-0.06946666373625589,0.07204108440919228,-0.05795322158280235,0.060665577537537624,0.06954933898686987,-0.003102655627544767
HEBP1,0.02419469228894734,0.039903609638273996,0.01647892915956178,0.03734643099603515,0.04683191759331602,0.016168585113299234,-0.007210797294925799,-0.034388816602709225,0.04418884655593029,0.007079401778435412,-0.05586923202160004,-0.032698651211278414,-0.004296291314553625,-0.006738626298283797,0.034381537209661084,0.013524663781103157,-0.0011492359935240583,0.12435840867492223,0.0781801386526242,0.014422836290809022,0.023137305741455803,0.07794835469725368,0.05825554924927975,0.04004739046672193,0.02234926543091975
WNT7B,0.03324370699017597,-0.043576945280780904,-0.018708744313678825,0.008544249871485112,-0.03889299066517521,-0.00513157262403031,-0.015080112334830633,0.03547989668677746,-0.0689573377424397,-0.035406677234691826,0.016249260870818932,,0.010715525300417328,-0.031782409584999366,0.08068671508927029,0.0022894787304430543,,0.004917623526273208,0.059956724929290585,-0.03642594222395378,-0.010842194486360847,0.011924436479352334,0.00964836914885092,0.06631933068894415,0.14102596668664097
PTMA,0.015095788854941733,0.05289630555885091,-0.05055482882915983,0.04902191461257106,-0.062368259990676266,0.021773010326854865,-0.011189338667051752,0.00636866018043739,-0.11159770775127285,-0.03296529165820636,-0.03623583870317661,-0.07062129065287494,0.07257198368579161,0.12574769348005724,-0.04102018599843951,0.04551629171744423,0.13539802696688774,-0.07346158946189987,-0.13682504483490038,-0.07995495264433734,-0.05303356334255096,0.02591359287272166,0.021086104116901334,0.06941098862371686,-0.17287208251529299
FASLG,-0.02989317196234844,,,,,,,,,,,,,,,,,,,,,,0.006851895086416593,,
