,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019inf,ZH8811Abulk,ZH881T1
TG,0.01308248768886743,,0.028288490964910457,0.04908565156488565,0.056706468014291404,0.00757847541349948,0.03612072769140923,0.04097112764411463,-0.03250749878420553,-0.021208620787845005,-0.015481531486694143
ADA,-0.04831322359557378,-0.05690433161947507,0.009622259977107398,0.028615849058979525,0.07054281049434791,0.01242922612460361,0.039458539452434736,0.017523135118281668,0.020536321592889258,0.013826741377731957,-0.01556506495416075
LAMC3,-0.011594465527611678,0.07716188351067794,0.0301668202261995,0.04964348500012609,0.07091188645630199,-0.01299101849376298,-0.013385413570840221,-0.017828629344288294,0.018971294265518454,0.07706601966044936,0.008363368780064068
CCL7,0.11264370592394249,,-0.01934575003434609,0.01857136837494392,,,,,,-0.023922358836107164,
NGF,-0.04018277597669274,,0.03689029230657932,-0.008685088311016182,,,,,-0.02966907800528305,-0.027628409326077137,0.013290674328189266
TNFSF15,,,-0.021542438851758036,0.011228363287931855,,,,,-0.029963260309615627,0.04999301889417091,-0.01168114917231185
HMGB1,0.037463164390746394,0.0116773798547956,-0.05462541463173551,0.07064600804640331,0.04189662956966887,0.008726111852077695,0.011192654728139368,-0.038408976488242305,0.02830559192953924,-0.04124467580744443,-0.006717085204899944
ITGB3BP,-0.004299337060712529,0.07966756282874088,0.0317505253091156,0.04920545381657921,0.0713783014011152,-0.005125409125686257,0.00043147389157887934,0.04957741385962887,7.903748758760984e-05,-0.042706878179172424,0.004440135208336501
AANAT,0.00922609630055973,,-0.004363043038692747,-0.01982315146129247,-0.014914624332622086,-0.01841714815190509,-0.013767069904176624,-0.00512651408656661,-0.020794263503327214,-0.020986658749906222,
RELN,0.007608786476091311,0.0002868786058709899,-0.034023672400235495,0.06176273066654674,-0.043764187405132805,0.0027118795762474056,0.056280365439135775,-0.03220512327196597,,,-0.01410956228682361
IL15,0.027220818821572908,,0.034953142197909626,0.0057635047649551045,-0.019609143748168363,-0.015435058901910794,0.009476296253279871,-0.026979615747084244,0.043894603618447686,-0.026529754633551946,-0.015707695423304326
UTS2,,,,,0.12013756493958273,,,,,0.08003796351783439,
BSG,0.00857812981911254,-0.019103780163620118,-0.03309749424585881,-0.03922585303163087,0.015367707041582558,0.04911095046002509,0.0015580709319212684,0.06658124231315016,0.015569195463084225,-0.039661020912000355,-0.03818075479177112
ADAMTS3,-0.015263197526047843,,0.01594642771693414,0.057046925186748663,0.0726409174141724,0.006728789279275532,0.01608352459821977,0.04632049030676197,-0.024899013601458426,0.09799620126477371,0.022730401382416165
CD34,0.03754689653823792,-0.02272201589069894,-0.034643817046212486,0.008465780997003973,0.1081971297139421,-0.00542395669241051,-0.0038150863063388515,0.014949110911406374,0.07609182008973414,0.019538897568370836,-0.04209194891607555
CCL23,,,,,0.028303630408648646,,,,,,
PLAT,0.05549333777500776,0.039470306148454946,-0.06429486090658845,-0.005024271428967791,0.05365301110481026,-0.0007684066232769315,0.030662953938807604,0.010677106670870642,-0.02891924704070615,0.04029455438492659,0.041951795686405224
NTF3,,,,,,,0.17178566773766993,,,-0.03791089320085642,0.000762421152677225
LTA,,,-0.024794936748528364,,,-0.017737633037295766,,-0.026979619077460604,,,
CKLF,-0.031855720145968526,0.04553481425968902,-0.005131721638325748,0.050439831644910824,0.10385806007574369,-0.006948760512660733,0.01630708315730828,0.026618285902716612,-0.024782633779889825,0.052789429942942494,0.038975877508723916
CD24,0.06955407838980239,-0.0168350999430381,0.07764354607014401,-0.011381290050348165,0.021664229552735892,-0.01978725202391802,0.09688687945445357,-0.004152784270544593,0.017374823219212795,0.023910065450472667,-0.017705289176157463
HSP90AA1,0.02708351805375974,-0.03773729895145737,0.025135466439535032,0.021969608700524126,-0.09107424415076502,-0.03017456850120392,0.006926681193480153,-0.09778016503628122,-0.018319225994840985,-0.11270801863313278,-0.053220498362322934
BMP4,-0.03292790469893151,-0.03563514090563031,0.036675352242354485,0.05800842672181977,0.0395952370132071,-0.006499941600936356,0.027225636872477397,-0.008315769360158275,-0.02682583054276131,0.03780261281678783,0.033359194227460746
SCGB3A1,-0.0150896734915284,-0.030826961767768103,,0.03700199365951556,,,-0.011612658115608573,0.01801021555703018,,0.027970418908154906,-0.02425806091405345
IGFBP4,-0.03480788702442262,0.049825225615616926,-0.017369105320502724,0.0077659987378136,0.08350656084686367,-0.0002123232479322827,0.009108111556107624,0.03384325462703782,0.05153971902319997,0.03303014570756274,-0.003618755451079453
RSPO4,,,0.025637860443358872,-0.027246230297430625,,0.12809312023577032,-0.011612656416994627,-0.037424979111215256,,,-0.016336771659289914
LEFTY2,-0.008571052644478614,0.050577477009095435,-0.00592423358143112,0.1328376083155747,0.058733136127286534,-0.0015391385642308988,-0.012733419787143135,-0.022897896510664244,0.02556953420761556,0.06633787511254687,0.012118392432199915
PF4,0.022044870480695967,,-0.016878785770965132,,,,,,,,
ANGPTL2,-0.009562738286932262,-0.007350425629371392,-0.04099393988786437,0.0402962651436324,0.08334781636565908,-0.018465331876066325,0.04625923573405285,0.07448805226592953,0.02800993902595756,0.092733465970041,0.027266140640220832
LRIG2,0.035690424185153134,0.05308493633742118,0.0286106751192447,-0.006574268005008774,0.052455062715335656,0.027515365484367074,0.06908590716335566,-0.013299606138214069,-0.038624059066457835,0.040638768751801724,0.004350970017849893
ICOSLG,0.009884622426169146,0.14686377374919157,0.0022668344696740667,0.03068906294192031,0.013713905794373166,-0.006599946997403937,-0.022038653309908975,-0.02777546962604329,-0.05847187915661755,0.024310363993159126,-0.02229947881910985
WIF1,0.004253361191431266,-0.04998943770771273,,0.019792349161584587,-0.07851845306126888,-0.015919641513358996,-0.021852615031285872,-0.06479424536737668,,,-0.015186611668152036
NPPC,0.04496394828063258,-0.0386749752810522,-0.015267500238764975,-0.047528949421599645,0.03108611084104089,0.0618773363352705,0.019329082947945376,0.032575640998438994,-0.024898965781411812,-0.010615288905437392,0.009270084982201764
LYZ,-0.040849219967015946,0.06267250851827261,0.003293207360882715,-0.0007829509081771476,0.05468965301382707,0.021976861168930065,0.06683487196195616,0.04791013793515854,-0.0053926786812058,0.005872670420878291,-0.03299491741844972
EREG,,0.14088999620590417,,-0.0383419107277501,,,,,,-0.0485580989038794,-0.020347724540767182
SPTAN1,0.03262739507102131,0.048568275692248676,-0.04777280171580782,-0.02050592273797899,-0.05632484367764727,0.024179691740560914,-0.0076209241858501385,-0.03613662281622611,-0.027953549551272258,0.000350929537836245,0.027826719902221034
PTH2,,,,,,,,,,,-0.025980909402100783
LIPC,-0.016247731838699705,,0.009911302096917455,-0.026378835400868578,0.1464096170922556,0.04515634109040366,,-0.03458937726418257,0.006994272484982636,,
COL8A1,0.05027005548549779,-0.036007095535979604,0.017566605543796732,0.025907188722741017,0.04808764054543527,0.014027997941335885,0.06783285817765025,0.05936383620029285,0.04336429568211012,0.04645713851374675,-0.04608984479562107
GSTM2,0.02153561097617181,0.07771799761108263,-0.05440824171594145,-0.00021373997986272108,0.055595557783819444,-0.011129511817739177,-7.06114820153836e-05,0.0015821786664451918,0.057862974750010406,0.05548051268097541,-0.010233961910741255
SPX,0.007220070848355348,,-0.03816968931689102,0.05412435006348128,-0.052306952734681784,-0.04994745676501542,-0.02622797049590337,-0.061896654459181195,0.06986312774553778,-0.006472893606692664,-0.04020390542273861
MFGE8,0.02624306002471953,0.0013599961279004969,0.05263455557038058,-0.0378432567601253,0.025467442602240837,0.06523916812982104,0.022493872230286094,0.02478883554842673,-0.011317549263805512,-0.005505447245488197,0.04235404657310353
TGFA,0.05180119367492149,-0.028425717962012334,-0.03290356389502098,0.030057806501654672,0.047767542405173655,0.008656566441768864,-0.0009613031656621823,0.08814586519401009,0.017376478602205234,0.054872160049165404,-0.012705543415661158
SLIT2,0.03424413074092242,-0.022912761543278887,-0.011956653122346426,0.08621853928945875,-0.014680493191235775,0.005491972049596454,-0.013659751440345588,-0.06068753147210584,-0.02815852830076254,0.009023097876506589,0.04622901752306008
PLTP,0.006817056425571216,0.08029887491113172,-0.039825041979778854,-0.0122783006510969,0.10287726083301761,-0.014011297852928546,0.0489355410878594,0.0013021258307024035,0.017077483902595406,0.0419695914667569,-0.024477883585362886
APOD,0.055615576836816984,-0.03123036796236483,-0.016565765186951034,0.03664294268044712,0.06950849806602918,-0.06748788502042849,0.02009431560344086,-0.059665250248924336,0.03845265365615622,0.1377109625034306,-0.005153050776284369
B2M,0.1013564403918607,0.11514708946713535,-0.05642148562061214,0.05420840622053568,0.12457823686666522,-0.03622551640107825,0.05445591804227998,0.0363755631450017,-0.013561705334414684,0.03704374296774126,0.023826084934066436
OMG,0.06921380488180973,-0.028728056423095942,-0.056410703432314434,0.043631743068348335,-0.014617096987178408,-0.009199094689788034,-0.04591588661747785,-0.056017914658110506,-0.020040183448864962,0.10350349041562043,0.002429804375644586
CXCL3,0.024451736092171054,0.005707087076595512,0.08624065119113365,-0.00042359787426960376,-0.00043052691104355454,0.04257553556148783,-0.012423087721333355,-0.01943021137757369,,-0.029271670811585184,-0.009269592822553697
CXCL10,0.018860984872290418,,-0.08661534791527328,0.03820491027958113,0.11892642798061058,-0.028644266418944218,-0.018871579515624105,-0.0192680167363979,0.049033621570942154,-0.024702904440114044,-0.022322695120588574
RSPO3,0.015796143864615565,0.08204095330438267,-0.019601416777861667,-0.02637881913702254,-0.02449060399281351,0.06274237501246326,-0.03016702851123468,-0.020304196408923118,,0.02981679497345031,0.021092182485103556
CORT,-0.04169370461883693,0.019440401420039114,-0.04395768222185683,-0.03201467983412675,-0.024105271926872986,-0.02798179469383369,-0.040816191104708424,0.04353150125674262,,0.037937918546638826,-0.027170242304316923
NCAN,0.08704333705461158,-0.013207573495225245,-0.03678346792283287,0.0498893304911504,0.02466386612243165,-0.009111123450892737,0.0018465327222776662,0.01953796137750408,0.04708534904342397,0.032128398681778685,-0.003384164822441621
PRG4,-0.025297942109436835,0.03255075914396438,-0.01934575304909406,-0.018887139797283018,-0.0029295007706922433,0.039069363092185345,,-0.023738962009512296,,-0.026201602915129265,-0.03895699040742843
ZG16B,-0.020020130715882885,,-0.02245311239406243,,0.09415107400542323,-0.014094159643535088,,,-0.02311625927638707,,
TGM2,0.02937554017721672,0.0032942070714999405,0.041837653423370674,-0.020835054917755932,0.05772908555617807,0.03631814888302881,-0.008987154138141561,-0.012250249491756765,0.0566929438967967,-0.00220409701633372,-0.022309044650923746
VEGFC,0.02661448219919173,0.05923538847345088,0.008549407108012223,0.04872001959406779,0.026180555458726964,0.019765106089056596,-0.018829980427856108,0.07753956973794304,-0.006588470273763552,-0.03078670154130321,-0.027882241293035397
WNT6,-0.013142667555322429,-0.04991364846593225,-0.026757667481468038,-0.0260246602898246,-0.020862682754146364,-0.03136604958141144,,0.011214992410988936,-0.021983565285778287,-0.022701093057626888,-0.02168156213688853
NRG4,0.028199347487283796,0.026142509866167278,0.02678236208868397,-0.00020588479179163574,-0.0264252720917801,-0.006003186105499582,0.04606045395692451,0.1085757065482449,,,-0.021573130844884457
PMCH,-0.02964441118639471,,-0.03262342916963078,,,-0.020629946066370836,,,,-0.024315431049379777,0.10802782633882792
COL9A1,0.02894720061376109,-0.002925652038705176,-0.024590685681509905,-0.009597606540985485,-0.033538255100588,0.007062901714487174,-0.012613454992952864,-0.032205135624678034,0.052604686777471224,0.040215045361007104,-0.01776296169316881
GDF11,0.013166648423353269,0.029438307510749103,0.013688828454857473,0.026210362242523055,0.05444667141436679,-0.036517789782287056,0.03432832715768238,0.021926318830918938,0.0778430470954934,-0.028862234768584343,0.045372191909586364
IL24,,,,,,,,,,-0.01812899946317021,
SORBS1,0.07252904396991683,0.04943239541713435,-0.004852329070676754,-0.0010107515572976877,-0.002482768841948479,0.010644271225591894,0.04721177395794741,-0.04766690044498885,0.01631312715023076,0.007207763558349416,0.059259750170040836
DLL1,0.029728445899187425,-0.006425312528733073,0.021673241935856666,-0.009408592423980986,0.06773426154008208,0.008603100918237665,0.0677313104330921,0.012719515061402634,0.0842185982024022,0.09012259951934327,0.01720397289266513
TLN1,-0.03968353080370675,0.034792488542734576,-0.05366372262228965,0.032935092423340195,0.09585985764270603,0.04551109614140498,0.0069046119970957755,0.0780706488747348,-0.0065263369374380376,-0.06748514308581807,-0.02746901314621385
COL2A1,0.08707503547899398,,,-0.01686908105196999,-0.019582195455208805,,,0.015369638949224404,,0.029900208574073172,-0.026166664895903042
SHH,,,0.009349179285337902,-0.0427642617966524,-0.01539398498897077,0.005917826983016377,-0.013333402546222855,-0.01882601975620018,,-0.01679773514882237,-0.004367795756779054
PON2,0.08592016285934925,0.11907061641258455,-0.07092243156529514,0.005593069941502172,0.06281664343491111,0.047381117974542135,0.04160943906465204,0.024453554141603814,-0.032188588153311576,0.06842047984222807,-0.05677667109259515
ICAM5,-0.02075179349213815,-0.030826963949389018,-0.031332597147833784,0.023635496391626834,-0.03826552354786018,0.009918547478978286,-0.04145179247521436,0.0006987630113094103,,-0.05067554019910281,0.008177304825631912
HPX,0.05492942595426485,0.025251966125626326,0.08089018142337424,-0.0169386847585014,0.012839337288163805,-0.027658914774440154,0.08713893997340087,0.021451974576760884,-0.019013748036163045,-0.007155142625610196,-0.022867589301338816
SFRP2,-0.006600834004480508,,-0.022895609624190016,,-0.015628412196923295,-0.023051896772764428,0.06018941603822517,0.02194058510169199,0.022339051503256015,0.04780696516014692,0.0117232003490903
CFC1,,,,,,-0.017737634109272562,,,,,
CD70,-0.03568243924434198,,0.09283033897657074,,,0.060005909371354006,,,,-0.0074040334547792516,-0.031415929889844194
HP,-0.04769548487254897,0.057872929347111884,0.01100611057669008,-0.03917673870152116,-0.024266334683584946,0.010342332508196488,0.04690499054515653,-0.022480612464925245,0.043971748432272466,0.06602339051745619,0.05647265137604228
CXCL2,-0.01580596660204068,0.053229265720317546,0.039895430805247156,-0.011506076061648331,-0.010102696357265618,0.010412067331930877,0.01931406410014761,0.09225068525010822,,-0.0036187188525670408,-0.02171098913887231
NPPB,-0.02649506967553916,-0.008416879141115191,0.06564582438809136,,,0.0027539984797511994,,-0.024226558724555508,,-0.006363648634099774,0.11964000896331006
CCK,-0.008974785523863722,0.03523903458828333,-0.002992256607146457,-0.03224703880628043,-0.12388161942508112,-0.01892489215098849,-0.08253835182050494,-0.03657428040744886,-0.005086618569831076,0.041080384464791876,0.02952609050733664
SEMA6A,-0.03742354021952908,0.003255265796355819,-0.013032529263158354,0.010497213539939163,0.09203165630280191,0.022908604272231722,0.00329350200527307,0.06553317105498946,0.03129223491565518,0.05323478381018412,-0.013213363041284381
IRAK4,0.02071224103149584,0.10965721787296116,0.0318840568987832,0.006068410339758829,0.011583849776789402,0.010108817470013284,0.01231239520617551,0.09682868321460335,0.03115631923293937,0.04543593583700876,0.06619701276906377
GSTP1,0.02007169998834388,0.02348424921461695,-0.04880699519230406,0.08041419897498535,0.10785899672113561,0.009244597841064803,0.07271008699530501,0.02355388169376263,-0.036773489840156125,0.020844168798046885,-0.0018207282673204262
VCAM1,0.06535365119134594,0.010926519562051734,0.07570100771999067,0.03612506081600494,0.10357974885925965,-0.034231307273863656,0.04388314777940264,0.008356165809075392,0.020828029584724177,0.05523028803137714,-0.0719075860397729
NXPH3,0.0317860340730568,0.036933630076435686,0.03283431778635513,-0.028709027378116026,0.06238675554735808,-0.002029009377149717,-0.03380628372256925,-0.027488805088807675,-0.0024857399952903465,0.006672407956145914,-5.806920762101277e-05
MTMR4,-0.0016709628673687651,-0.04197859146509007,-0.0011365912406786798,-0.008095671443953009,0.02460622049820237,-0.016234287031938948,-0.019701969987926792,0.0427285031585236,0.020799753707146477,0.00952993895384119,-0.02816748449835643
LAMC2,-0.028277400604632245,,0.09309985772194204,,,-0.019552795592693576,,,,-0.022287951066881282,-0.012056438342431213
IL10,0.0030152780926938276,0.12181246398782673,0.07881094704271913,-0.037138820714550935,0.004497966486585696,-0.049469990708503137,,-0.021686214364196998,-0.039777148382187676,0.05545500674969551,-0.03002299798531176
SEMA4D,-0.042312642603291664,0.037280838914106794,-0.061207320780904184,0.027934399042961727,-0.02408596419912099,-2.7042620962367385e-05,0.014296186446777222,-0.034553198023128145,-0.02900390205493427,0.08340043916048472,-0.002539686042112899
TRH,0.05572209843031975,-0.022273680840153003,-0.016280762993857088,-0.016600454708537243,0.041003532347277036,0.003182344239794159,,-0.02346340247775,,0.021915996851145952,0.06458551720613731
SEMA6D,0.07077666748434694,-0.017536471050900018,0.020989130590085253,0.006146382772168327,0.012618095189364223,-0.008955137557957639,-0.01781568752721941,0.04398145845585498,0.1386072743505028,0.039059870395960185,0.009657083695950603
CEL,,0.017423135087526395,,-0.0327509679261957,,,,,0.033037511089926426,-0.027453598589880727,-0.03051991838680515
PDCD1LG2,0.006568268005868208,0.08781413243302565,-0.033377256462623,-0.01664467271451383,0.02679840037330292,-0.012897726737284662,0.003471729809966504,0.02211050884173055,-0.00040841598904994126,0.0440076434649146,-0.002775787424729398
SPINT1,-0.012184320797582254,0.11079768175892266,0.02356950784867414,0.022450349526913244,0.08225714790095083,-0.0003644024475671231,-0.018977636271834308,-0.009808913841637111,0.10790548459146179,0.04293551432758553,-0.015803948464513155
CTHRC1,-0.044500922073709696,-0.026169926141162068,0.01550681704184407,0.07654423923128154,0.029130327738457747,0.012353678998123844,0.00864474536861042,0.03007743798445729,0.01105131346429492,0.012133956849995008,0.009003806558216879
PODXL,0.037276602750368155,0.04163384313653647,-0.023682819927987042,-0.022162792120309964,0.10602298484585299,-0.0199640592618351,0.020564101226736825,-0.016557055209909147,-0.0010905891682842835,0.042016419840712596,0.01763964291017817
JAM3,0.021213301393757444,-0.016757358709896298,0.012243874255733022,0.028466364643887118,0.06292664431854546,0.04107871608246408,0.06595292537948892,0.01652350839594427,0.009731507931070551,0.026419082350924147,-0.0040847621501074105
TGFB2,0.01099007704694805,0.04054956684989051,-0.002073131530671836,0.05069068775282687,0.09512487213044137,-0.00014653659012799701,0.04602261997853015,-0.0018195500334861588,0.02809926027515362,0.06131624101017251,0.05783557921351239
COL18A1,-0.005647098478284117,0.050822076567862744,0.02084899241610188,0.030866490746111426,0.07396813683558137,0.03296082427178178,0.01788431642477651,0.007894431929185486,0.02963055196592115,0.013961606209804673,-0.009044171452364826
NODAL,-0.04663249253330596,,-0.039591828161604684,0.08414110597727516,0.04342878516363775,,,0.010123819472502247,0.012577297524320045,0.13722894276234776,-0.013787441494158094
INHBB,0.06016400477151621,-0.002401768561799059,-0.054823556961868025,0.013446037739315964,0.09323093684502037,-0.0034474768852935595,0.049524518003924406,0.03218124876214676,-0.014905595837997766,-0.04859509061032852,0.008807624129073032
LCN1,-0.028277406967162518,,,,-0.017184512379262225,,,,,0.0488242293756873,
ARF4,0.05137379062500723,0.014890470531755727,0.018165295386037342,0.027156934936951125,0.07089745840414638,-0.011766163023345927,0.023103166042927843,0.04852086995635468,-0.031844333130098997,0.13379173885556112,0.014436277978451595
CXCL14,0.02560388980789184,-0.010931969756949305,0.07188090150669367,-0.022595114522733623,-0.0035258131982050414,0.045106284088131735,0.0032952536681448313,-0.048820870538169726,0.06607522805228372,-0.06854134076879813,-0.000233101412394265
LIF,-0.02159894760420882,-0.036761937846806536,0.013942984348684224,-0.03685400987663168,0.021760434007625905,-0.0119942276780139,-0.013767069904176624,-0.02274660139922713,0.04400317786062141,-0.04802169846699874,-0.009611558183832438
IL17B,,-0.022273680840153003,,,0.024743859141329972,,,,,-0.025085016509107105,0.1381541729424504
MMP1,-0.038985075001628296,-0.03589814485207308,,-0.01660045108719593,,,,,,-0.03963237316376755,-0.01242091705320833
MATN1,0.027749235222309324,-0.00410268156535423,,,-0.018016792940918392,-0.015726860943131516,,-0.019725651174478328,,-0.03627186547043483,-0.01767786200218452
ADAM28,0.0448648689455381,-0.00971908117775014,-0.019230452831936168,0.0060482615812258705,0.06807326856938849,-0.008277415021896214,-0.01161994336137911,-0.03332157008728737,0.02347334454685443,0.05987208973590553,-0.012649914890393164
TCN2,-0.007596812181110586,-0.021508719662257616,-0.0008450679245820484,0.011184911800842783,0.05893831667845008,-0.056357638290829265,-0.015691319931030415,-0.047907204757209026,0.0043000142839462185,0.10322883725051472,-0.006442737562664079
THPO,0.041996082936268705,,0.01736118069941753,,0.03236123594216984,-0.005664316348826901,-0.014325943593210334,-0.01972565344041357,-0.023843921368242576,,-0.01533472648682176
CUBN,-0.015230046397093806,0.04225703571343556,-0.016689531257639646,-0.004904966559423441,0.020767884373719465,0.05120636154904568,0.02674640605817593,0.04508628621988394,0.0396508868189814,0.018112440491770312,-0.04130039991492972
TIMP3,0.0100922541467815,0.0581357167874582,0.009590284698569906,-0.008627496570915995,0.09095778941394565,-0.016264490684909465,0.02972017411598004,-0.0363136768704565,-0.03485560120340676,0.018032700661491298,-0.07303693876431762
PIGF,0.012799118299584336,-0.027524652351168293,0.01822100539424822,0.04471748057184644,0.07242727256097861,-0.03672145191251451,-0.0006688708756776254,-0.011568627074212558,-0.03826504969920702,0.015322232879689451,0.03819603738891524
CRH,-0.03313034892789979,,0.0827458181773434,-0.01686908414717512,-0.026425261135200637,-0.01313811112731525,-0.003685666086423708,-0.026979613261029458,,-0.03150110494286671,0.07301377289689245
BDNF,0.009790172832696953,-0.01850918080749342,-0.00941883371309083,0.00623575975131634,-0.08433779772530414,-0.02555932381165105,-0.023304805886207126,-0.022216152051756036,,0.02644306360879179,-0.024197502973901688
CCL5,0.027598816483036,,-0.010770006099796304,0.025085046477479042,0.031541094935540866,0.02959776579701863,0.03678585645505361,0.025790746495994957,-0.04363236364351146,0.003146887093307372,-0.031254400865618065
GAD1,0.07424789210418031,0.008948299495064078,0.030880451891032498,-0.014941494954906279,-0.029056815546933262,-0.04850439745419761,-0.033247217980289,-0.06730683434518377,-0.011773320970977162,0.026354206091897946,-0.01258737041664264
