,UKF260,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf
ITGB3BP,-0.03231651694411873,-0.012486756131084176,-0.009786055041643172,0.027555619969514656,-0.006180648797467046,0.012735791174197635,0.05259292670028209
AANAT,-0.021685643141157472,-0.013032486068310976,0.017870940457947272,,,,-0.022267867339518473
RELN,-0.0291357826545797,-0.028693327421966893,0.0024635265912409296,,,0.0012532427008989547,
IL15,0.00659420847830471,-0.0034499054736748364,-0.027719484882831144,-0.036334449704048324,-0.010826175623950772,0.06474510067109077,-0.017495732595508583
UTS2,,,,,0.006726980038949161,,
BSG,-0.06668699865578838,-0.05544034164904006,-0.0020708814156031267,0.0010244969044596976,-0.0016158051557873295,0.04895043882780882,0.07004190640463931
ADAMTS3,-0.029352099760645865,-0.0015761994106521882,0.028777234485247084,-0.030316831768928052,0.04345750104389401,,-0.02666350417620837
CD34,0.0037527070649406562,-0.028613424436717643,0.02590626971909268,0.01838198320989909,-0.02368931530472326,0.033125448022168456,0.05352856881492228
CCL23,,,,,0.019203333562514205,,
PLAT,-0.0019482720169090718,-0.03293607743549073,0.019682065799565766,-0.019224457934976194,0.04624016159302908,-0.11587427961232832,0.03054696182657874
NTF3,,,-0.027216054271421274,-0.032914446196060924,,,
LTA,,-0.012551642281243069,,,,,
CKLF,-0.021372383922376597,0.05455104544840633,0.0331252655611735,-0.013538641697065212,0.06871474366510164,-0.0704343399925038,0.02366544019281865
APELA,,,,-0.013986819756867256,,,
CD24,0.03830180413957897,0.00977079151935987,-0.02964409330120796,-0.05260660693472437,0.07095462047077009,0.16212929477411542,-0.0024255368964811804
HSP90AA1,-0.021548564522897024,0.019702044791344017,-0.02877085604301003,-0.04197923958919563,-0.046828878461411115,-0.034103979164252604,-0.07940364032569644
BMP4,-0.007112253801798797,-0.03600175503057449,0.015396266830052335,0.016546938606162884,0.14620102168812749,0.016967299575947704,0.03654106969768496
SCGB3A1,0.002839553679952618,,-0.014221570848620505,0.1191638706427688,0.0863748827825658,-0.05859970790597318,
IGFBP4,0.027458523193213798,-0.027857130706756942,-0.02506628881799889,0.009742266727578204,0.01283726928131241,0.005087708121657601,0.01828240837236799
RSPO4,0.04606766991410924,-0.014598324097618133,-0.014221568768394054,,,0.015283511215231107,
LEFTY2,-0.046263767998326405,-0.035950572670215945,-0.01559412408815173,-0.017471828326845622,0.002864367775450411,,0.021037879550243697
ANGPTL2,0.0035777231858480168,0.03486594262491037,-0.03594195626766679,0.051239360993827116,0.04208213641945994,0.0369759467893862,-0.006792726731476847
LRIG2,-0.01863435878164246,-0.024634961434723292,0.023924148550160004,0.039498999912237334,-0.03044664255410319,-0.03636165205693129,0.06674591414892184
ICOSLG,-0.010890850954610504,0.022341087268701165,-0.026989881759610385,-0.011848990590209742,0.03772326346110019,-0.07751372438998351,0.0035970362042796328
WIF1,0.006075274318629858,-0.01126518093486124,-0.026762047913676548,,,,
NPPC,-0.037910621687832005,-0.021974788641888007,0.0530707837642412,,-0.026295416213241052,0.10400205600601849,-0.026663452967351942
LYZ,-0.04904850590085062,-0.023105128335185243,0.041606290254905025,-0.0013985955785987565,0.0675440616045739,-0.03416777190799468,-0.02127869892369168
EREG,-0.007064626295105964,,,0.01640422314850907,,,
SPTAN1,-0.020972753247577677,-0.021798124686433745,-0.05831458740375835,-0.010074166822916467,-0.04742118801056666,0.004191777612187431,0.0889920577160846
LIPC,-0.015879684316222206,-0.02729305356027016,,0.06576401487335803,-0.027883597186978287,-0.003433308505902798,0.030902463899360442
COL8A1,-0.06483830420699777,-0.05205864144770205,0.02537445325819159,0.00019835955532207807,0.08977472549180668,0.03562908038659668,-0.01883843961957096
GSTM2,0.05004682072407278,-0.01873448597337773,-0.02641547171331495,-0.0024917211180937246,0.07221182119446394,0.15358499162701653,0.07990436307634943
SPX,0.033254604784554005,0.07257939900517626,-0.043420492173438005,,-0.013591420437108691,,0.18061432905311134
MFGE8,0.035398401919955975,0.010618342950780575,0.048413116773891506,0.003021937264080534,-0.027993499152002915,-0.06178579727522948,-0.04112613422976641
TGFA,-0.08199992165182564,-0.02956662578254418,0.011824476650750674,-0.02753411702558519,0.07773758725744556,0.0070873351326490985,-0.0026124926611076726
SLIT2,0.0010480815415286216,0.03359455353887405,-0.019065157281596943,0.03941441537556049,-0.07179631649338342,-0.04461980123610372,-0.030154007261528056
PLTP,-0.021639994792745556,0.005891516021773095,-0.0002757448907358577,0.009103781855556391,0.02633264284697498,0.014612473769222886,0.08666678747134987
APOD,-0.050649581446661124,0.017505366329198187,-0.03767465757008471,0.02989506319839957,-0.021922736671689178,-0.06454785612593537,-0.056180049975208486
B2M,0.05379651958153857,0.034895162368664294,-0.008133751535158353,-0.009844917752893196,0.14804992702854416,-0.11146028288179986,-0.05150768973956041
OMG,-0.04682815951263314,0.03212289381021501,0.028936973394434504,-0.012938796180768812,-0.026206434522909928,-0.030688124453600564,-0.019676166290308432
CXCL3,-0.023810471211293843,-0.03649194699819942,0.004009007219677315,0.046326870666522815,0.08376202740714775,,
CXCL10,-0.021638984895342248,0.07988752825637746,-0.02311128963196543,-0.017630435264286287,0.08989218959749953,0.07682043328567127,-0.03596579296935799
RSPO3,0.03419367838209176,-0.022048561808839316,-0.013002014779572198,,,,
CORT,-0.013513459157014537,0.022454652861525117,-0.03023761810721091,,,,
NCAN,-0.019098765126126075,-0.08230330063522064,0.02625310039949227,,-0.11520143273700685,-0.07093012711944757,0.13706211185980832
PRG4,-0.020661688147860634,-0.018656078665336483,,,,,
ZG16B,,-0.009973419211482074,,-0.02304851472653009,,,-0.024754413392430914
TGM2,0.03673781262273321,0.00022133123175082297,-0.029674444990433715,-0.026537779935177013,0.06662343772794635,0.05676483809291263,-0.0543823493333902
VEGFC,0.050344601197654916,0.036486654676231356,-0.03273703013057858,-0.02380693136213011,0.04224289973342476,-0.05510161128914462,-0.03208663605842427
WNT6,-0.028469817073081667,-0.022195488726923854,,0.018530307328710426,,,-0.023541450042461325
NRG4,-0.02942987278524962,-0.019160553145611076,-0.02653423368636853,,,0.02225536287531257,
PMCH,,-0.01459832339309132,,,,,
COL9A1,0.011730543767548098,0.026074320350132955,-0.020742214701097068,,-0.0432256918074806,0.09309110559316754,-0.02944792945454253
GDF11,-0.018312550524158335,-0.04393891227432552,-3.5607689042470406e-05,0.002395592441471077,0.09441938119185256,0.10031820640061692,0.06806387541381723
IL24,,,,-0.014534314483230965,,,
SORBS1,-0.06748560122206551,-0.03538337897781399,0.004510785951846627,-0.007802154592767022,-0.016690379119070606,0.11924646600064333,0.07155504908187903
DLL1,-0.016967963890336522,0.013528066323556505,0.021485042175419054,0.017436544341436516,0.16044867014338773,0.0329451587471479,-0.01587409826356135
TLN1,-0.02854786548653578,0.03127831224219898,0.001952517954624793,-0.00799516204903289,0.06338525167701771,-0.029023400558583677,0.006552577798143262
COL2A1,-0.018454021931204635,,,,,,
SHH,-0.006539851004777738,-0.05294992285794459,0.0011282307596581962,,0.10641997416477532,,
PON2,-0.03380007750877468,-0.027641700043587163,0.03796247218363264,0.059372973209395545,0.05205751502993828,-0.047348706989062274,0.03841639797149363
ICAM5,0.01412899901866827,-0.004475086911039551,0.015685195285578477,-0.013758514471063686,,,
HPX,-0.02503845784301404,-0.019572217071251886,-0.014221569398765607,-0.02731905616425546,0.16585683907697096,-0.05563179137329453,-0.0405687316049396
SFRP2,,-0.016312163048333786,0.007680044881656566,-0.014344084571047631,0.014907145879463794,,0.11138816474842608
CFC1,,-0.01255164303980365,,,,,
CD70,,-0.023413209004128428,,-0.004231221685143691,,-0.046411222297204936,
HP,0.01909529197743434,0.026932748944467,-0.03321222444053075,,-0.03377309332593141,0.0771678987049132,0.050292520203704144
CXCL2,-0.060078872659001935,-0.03677238974100096,-0.01976449872131493,0.025407973135841457,0.16973153523972687,-0.04212928707933837,
NPPB,,-0.010990729104505987,,,,,
CCK,-0.005631425541966887,0.03222930121012412,0.01970389625721331,,-0.0006816179956994947,,-0.030809927133894844
SEMA6A,-0.028232856281822143,0.02575339718543474,-0.02253755098208224,0.044727035282664744,0.02806551281494681,0.011481570735509622,0.011840007276182155
IRAK4,0.060790586353627024,0.0035450887877326288,-0.02977166902961605,0.010308912229176084,0.048739001506874324,-0.022820790623034264,0.10649371786102813
GSTP1,-0.008023792794437011,0.051767095628285444,-0.0368030844302666,-0.0013472748485825919,-0.15062482949356645,-0.06436344449464852,-0.029643096364844482
VCAM1,0.00048096531267089165,0.08686294195938121,-0.03638135780882982,-0.09156861716699162,-0.03158131613127946,-0.006434543569778072,0.08592119389262837
NXPH3,0.05903243418179109,0.00223847737249309,-0.0035109351744428184,0.000725641509679031,-0.006393943446730856,-0.004111371067473231,0.11329924430128474
MTMR4,-0.03189659392587849,0.017447885684288036,-0.02917638676646764,0.001696998278375275,0.03213291645530444,0.06292980172182149,-0.015046107779601659
LAMC2,,-0.013836101770835363,,-0.021111753481239982,,-0.04276390251941131,
IL10,0.04897060182541998,0.04022153993102865,,0.00012380805070011302,-0.03614126683703426,0.030422800320868422,-0.04259599110962363
SEMA4D,0.02469653063416349,0.04997728800880852,0.0237933164682489,0.0021385332132722082,0.03364853938572364,0.042251000306943585,-0.04908428846404723
TRH,0.06269530910093413,-0.02174785124775129,,,0.0591477111607572,,
SEMA6D,-0.014621003539354143,-0.012961373419013971,-0.029266607481330077,0.020742704457611207,-0.031615095650267204,0.025799833391586445,0.045409119819657576
CEL,-0.03582809748297547,,,,,-0.04991616851819417,0.04696929066506327
PDCD1LG2,0.034150855040984446,0.031667827223665596,-0.023088790946651824,0.04440150671035486,-0.029895957726732036,0.05079204892486404,0.07797836477280448
SPINT1,-0.04843858918158568,0.02094636799958537,-0.023241173217394592,0.01659174400027948,0.04177142480864107,0.036169154694688455,-0.06023366214507853
CTHRC1,0.061072640995825295,-0.05216302307351263,-0.0035997186918609934,0.006889491015966065,0.04307387495855469,-0.02052526646251905,0.07223260284354338
PODXL,0.014237228505222514,-0.062058651691719285,-0.041377047574130556,-0.016582966167787757,0.058491001572794965,-0.05915627637659284,-0.04061449757113844
JAM3,-0.00561952175456249,-0.01594243935805785,0.030840774921781965,0.023475318815354737,-0.0611179156946217,-0.09208503213392435,-0.08420665283572559
TGFB2,0.06459291861276548,-0.005060866567353655,0.00025971389032583526,0.044980933755546994,0.06564884356009525,0.07781161998468764,0.11098441685054174
COL18A1,-0.012677076302063127,-0.010466921653804974,0.05267792386371477,0.006322614948738675,0.027405522728467135,0.05476380225853705,0.02677532561639416
NODAL,0.016826984906063245,,,,-0.03667116890162085,-0.00024016289480256736,0.09837201215921239
INHBB,-0.01855060484433948,0.0057794062667982805,0.02850694008234636,0.0640715035362463,0.0062871533181517855,-0.05775522239135082,0.037545197733080064
LCN1,,,,,-0.035804112633822986,,
ARF4,0.05334894701189275,-0.01046964463715092,0.042685082224466625,-0.036879244707030884,-0.05468129434383109,0.07893564019830103,0.050996015808590256
CXCL14,0.03924171518543582,-0.07013433296933727,0.050464743910668734,0.004632608136800728,0.13663429051239867,0.08734678887929033,-0.038402863986162224
LIF,0.028308050108803797,-0.0017777836804608647,-0.016859995194123425,0.016989115822870528,-0.0053995561902085865,0.044434291036808266,0.0728341169218728
IL17B,,,,0.061368442338754686,0.07870275509843122,0.13742240971238917,
MMP1,-0.018160152736667788,,,-0.04917941616838528,0.0030193288220146976,,
MATN1,,-0.011128764043657004,,0.19958912205404047,,-0.04461988918718822,
ADAM28,0.009721545569678944,0.036880407117751146,-0.0218483687264733,0.03887190520888729,0.034667012891791166,-0.08440714470337642,7.3775507544137e-05
TCN2,0.02052053688030097,-0.06018516920390062,-0.019295194218727593,0.009385654219026512,-0.06601919872480866,-0.000755942738881192,0.05367550222346743
THPO,,0.026165483476287537,-0.017544426069888198,,,-0.04276392405465221,-0.02553364190066071
CUBN,-0.012155281009025673,0.04637003304516138,0.02798495534106106,0.0617183646685678,-0.00127712960995356,-0.1065660894043996,0.06179484981993669
TIMP3,-0.03621174559440892,-0.0025637432901167235,0.027831249268999096,0.015946573734015878,-0.003374652694682532,-0.007513100333296353,-0.021866503416087698
PIGF,-0.01670449338787911,0.018070546098185657,0.034199752988708094,0.08238363903018751,0.01670570638916496,-0.13006329511558118,0.09749092891730451
CRH,-0.018454025317220936,0.07802961165429828,0.016454435121967866,,,,
BDNF,-0.030205970062499376,-0.007299639072173164,-0.008819970811298499,0.011299602960421653,-0.03290241033723568,,
CCL5,-0.00856520744094545,0.08264641916124423,-0.01055544337802014,0.026640097711103126,0.16098900185882098,-0.09545507334316468,0.0690400029012739
GAD1,0.028981177648189322,0.046550829022581536,0.001812871256191764,-0.02177405126744536,0.0006338937233933857,-0.0469952931870189,0.0721731515904308
COL14A1,-0.001612521834039049,-0.0018979551519826702,-0.02298074291341669,-0.01337825592842849,0.0679021749417102,-0.0019479852132529673,0.05168809179690904
HLA-A,-0.007465339970856225,0.0037999911199815216,-0.048391340299317694,-0.021197182137801484,-0.049021826562135766,0.07174280543957054,-0.009667332093880814
CD5L,,,,,,,-0.02914595055683214
FGF18,0.07546728733694624,-0.011924909111819773,,0.010467606780847459,,,
ADM,0.0206081704809159,0.007375789017180764,0.0047855701224089695,-0.06382408883399934,-0.009524121625439029,-0.03964512164257805,0.06291470973152782
CCL15,,,-0.023133217000518246,,-0.027100063382497434,,
GNAI2,0.006617570979833559,-0.030971254617481417,0.010065942001619636,-0.01833111747482426,0.0035602030230394255,0.04982668548624423,0.14159359991444037
HDC,,,-0.02135808213650215,,,0.010477840796105392,
COL11A1,-0.02778359757015907,-0.02277525976893953,-0.008650528920657406,0.02517942640059951,0.09954580692240564,,0.02056515666461696
NUCB2,0.01785652118005371,0.02475279484360212,0.0159968713547352,0.018548953260252382,-0.016565658694477625,0.024515093228942433,-0.00548752615927428
CXCL1,0.02416342080286931,-0.02518146930136198,0.020130893090980196,0.03394875472627845,-0.029023402126396692,-0.02187001969565097,
VCAN,-0.07722711276381367,0.040253127740987736,-0.0015160401262778035,0.002144385051593719,-0.0612741913430574,0.05586243818233727,0.06896509706883847
MMP7,,-0.010990729044456738,-0.030841950005747073,0.05324016541809693,0.21098033169453187,,
PTPN6,-0.003972394253099021,-0.03227765583813894,0.0437404396030823,0.00570971226038819,0.007900558078275227,0.11624558760984256,0.008955301245773562
PTGS2,0.03563002053951964,-0.033592910794732214,0.008667355652343434,-0.03829915626818921,0.00147897813316297,-0.009259797880895137,-0.02943899223294699
XCL1,0.054788028167341137,0.0897398907383216,,-0.027102619085019493,,,
CD58,-0.0520387931322025,-0.024879227195185507,0.015788693464048504,-0.0013041997295505973,0.1089320749435125,0.1209966025947461,0.0473116044228141
TNFSF14,0.014159372776007451,-0.029109442583746623,-0.01559412408815173,,0.08112881517223175,,0.025910031105813865
CNTN4,-0.003837217884785192,0.007001013946511363,-0.03506347485632558,,0.0833727356326723,,0.005171482400156085
INSL3,,-0.0126734665456563,,,,,
BTLA,-0.002356342352941086,,-0.019914229819228833,,,,0.009355187446107052
MFNG,-0.013469992410831402,0.02721093608073994,-0.04155263364475176,0.035599063256241084,0.027839439289721945,0.05958964141137346,-0.02621436114923683
ICAM1,-0.03939932730018929,-0.016643301024268854,-0.03546694481019528,-0.03737710342740329,0.04351365772918201,0.05397366372035579,0.04632180094795048
PROS1,0.0017786965763952022,-0.05600584142681519,-0.00976921443496892,0.05838717975804156,0.10732208036080372,-0.00380000129336732,0.08692450768160775
CLCF1,-0.025402888668491615,0.010923924690020901,-0.04258981969689468,0.010673378235077356,0.05710337726448755,-0.035150201753488576,-0.023694293683594884
PSAP,0.03430052047538929,0.019778665350760644,0.00029064746396726196,0.0690033731656015,0.07783658911582396,0.10758394049370495,0.03778971573889438
EFEMP1,-0.027081091693438003,0.04136619966297434,0.0020540497519702518,-0.021878916748809013,0.0757079972717906,0.09209523274320179,0.01586127939325106
C1QTNF1,-0.049417800319611724,-0.04283195837045858,-0.03460682519800203,-0.0005835196514841131,0.09475829676077546,0.0056452433548721806,0.027217591038373422
ALB,-0.024326626121755415,-0.013836101416667124,-0.017711631370993363,0.040906811072078046,0.10212331940712105,-0.05713107278148884,0.016911727962651415
CCL13,,,,-0.02622234006045779,,,
EFNA3,0.038414901573086496,-0.06184878838788965,0.011070966407477234,0.03987632776104546,0.02500413770450429,0.11577911464949167,0.06749098230937713
DRAXIN,-0.03947151147095451,0.0032765320610679367,-0.014221570848620505,-0.02026736610144394,0.07662594931213496,0.11506329112720905,0.07134311148112256
RAET1L,,,0.016917563398875506,,,,
NPTX2,0.012355289238212072,0.04928930344544566,-0.035902570708525504,-0.006003580237525356,0.007442498028243224,,-0.03560146421248852
FGF11,-0.07777304811563714,-0.039421725289485086,-0.03223456671816366,0.016611604467528487,-0.05545727555861703,0.06642861199514877,0.015399218241996308
CD59,-0.0034218290515013595,-0.008767769968496932,-0.03208382245322335,0.0070019747065072635,0.09615597502440558,-0.12130630647298461,-0.04312597259111022
COL9A2,0.008069933998858657,-0.01708902241635173,-0.01707004283000945,-0.03573079525906573,0.0009100422896364401,-0.08867200364814946,-0.007001098044338717
DLL3,0.026090032901997334,-0.011071568038059386,-0.010879747731950691,-0.01763043640210285,-0.046809165407288994,-0.03283298911312963,-0.011434105668361956
FGF5,,,,-0.03319360869249653,,,
LIN7C,-0.019022826076937435,0.008119122724569997,0.022218666566100404,-0.04362961000857044,0.04696097545395019,-0.025845624495284197,-0.02277615262773469
GDF7,,-0.02847275623724306,0.021326639921750816,,,,0.14120480935963714
PSPN,-0.028806374405827766,-0.015722705164472262,-0.03214608005344727,-0.021224042027425078,0.012430737322368024,-0.10834651299649668,-0.04293834094829205
ANGPT1,-0.006031912172720699,0.027063839419708222,-0.024385162151236896,0.023132835466058037,0.07161089582072863,0.09104255386436448,0.03294463215818321
PNOC,0.002555207522533883,0.030627900189695238,-0.02631177692815871,-0.013758518994329222,,,
L1CAM,0.02243455975759243,0.07446063482671302,0.018432125141191465,-0.02772223416898861,0.22109169702009318,0.1596781514229791,-0.06389850102085035
APOA1,0.01186174981365236,-0.016503058091554373,-0.0016695163971656368,0.0222830641050244,0.03837231237676833,-0.0271628741667661,-0.04759994855210739
PSEN1,0.0074382784994277956,-0.035837475517943695,-0.0006810275125603076,0.008119273379467277,-0.017883484992200438,-0.07761596191230143,-0.046330206203977105
CALM2,-0.07306666172184814,-0.0251426980494689,-0.019955399425719767,-0.0016482849882370738,0.10969099007761579,-0.10521966933687733,-0.09660651890565648
CLEC2B,0.004389109861094253,-0.0032915039856512554,-0.0023410822777656013,-0.0522907772996139,0.08756155456511444,-0.05909495171049385,-0.038090885348936024
NTNG1,0.029878619914153314,-0.006696946975765868,0.028774925402895977,-0.004476523671680325,-0.005196534692136465,-0.0395015856937201,-0.02845647618464717
LRIG1,-0.04768323301096265,-0.00698304864943215,0.056402345403216696,0.010143249508492401,-0.039721609467842735,0.04597179986306365,0.04075197587323605
CPAMD8,0.03373858265223665,0.10465481821278123,0.010950047178973587,,0.07478309143168384,0.060885827281343737,0.058846774604559844
GHRL,-0.03212739830589332,-0.012575164641176518,0.026951197644203412,,-0.03910379748979553,-0.0569037724437703,0.023411935197624772
NPY,-0.03297524608609014,0.08533062026738507,-0.019036992054787774,,-0.03389304418096601,,-0.03301603718809285
MMP2,0.042076506571551014,-0.02847874116950449,-0.05718843748792717,0.009565296038881503,0.03129994754534782,0.006361928723466812,-0.0011370835400150469
PPY,,-0.010273965137038755,,-0.012726016545476199,,,
ALKAL2,,-0.024782460167507438,-0.022306032900435327,-0.020079706478163165,-0.014328977403890514,,0.016954110048254253
CSF1,-0.04292411330249762,0.001310381570799705,-0.0027610690302370673,0.011038292587154178,0.02022026456859808,0.02943298022264536,0.024351219380759567
SEMA4C,-0.021663432759939042,-0.02778359265085776,0.03973506563056259,0.019426096845544992,-0.050067158906603695,0.14285637731103915,0.045439863990875476
ICAM2,-0.006976582315673538,0.040393518072668624,-0.03184118652739506,0.02997754681477439,-0.004461738390999684,-0.05519433640584625,0.06102480653854844
SYTL3,0.009231300610481314,-0.006344684071857485,-0.0320386748367744,-0.033641063160728506,0.14824251282048728,0.03948656255857611,0.1006275521084269
IL1A,0.060034422213396194,-0.018871613051799407,0.00685813235819315,,-0.0005420006630596195,0.005362118016423663,-0.005918597738244242
HLA-G,,,,,,-0.022891278031136268,
PGF,-0.034716925071147195,-0.043168419413728086,0.018394066745517273,-0.0003157310626766231,0.03425019617468238,0.09931122797806793,0.05033692252841196
LGALS8,0.009096335357384609,-0.046378673805288664,-0.04050549069154174,0.02873702058573275,0.020011015167059096,0.02235723794248437,0.04081689886283767
DKK3,-0.009638412814489152,0.03047126548273358,-0.019295382000900262,-0.0013510123319458896,-0.027316648601467975,-0.03439251862002482,0.04851745924063566
COL16A1,-0.024909280764447424,-0.025131797273468197,0.03018761807151007,0.06728827561530848,-0.08931045554404161,0.006715635687165093,0.02838565253478873
TPH1,0.03685221191120651,-0.02376152548325531,,,,-0.04276384099033087,
TNC,-0.0027787688550187832,-0.020347043822768505,-0.007176051149722394,0.006765742062652696,0.12060433879200194,0.17752317310292212,0.07452184833833987
TNFSF9,-0.029583546431216124,0.06091980586165616,-0.02375431821401682,0.059888234321757196,,-0.00026459448341811185,0.013687394843614049
C4A,,-0.012179270341164549,,0.03500686234919991,,,
CNTN2,0.017456749611738938,0.05011135892828354,-0.039361981760442526,-0.015979428419596133,-0.013066217456377644,0.016300274081703304,-0.043451462249646695
F7,,,,-0.013758520924992699,,,
LUM,0.06904586532920681,-0.012991223747864981,-0.012072147729804828,-0.052638623099218185,0.042706176548596785,-0.16493995931775163,-0.026355193601133937
BTC,-0.013285934532527457,,0.006289026754073973,,,-0.06308499223295728,
APOC1,-0.01653935017280789,0.028117978176800753,-0.03210827743329098,0.03792422683192152,0.17508073449622852,-0.0009375737448177024,0.03799189724798532
PKM,0.04325615278957319,-0.005660540388700186,0.03720098994125547,0.0180251026690385,-0.036791005202609764,0.075240010251949,0.053903704826678736
TNF,-0.0438798112322261,0.015228885320144023,-0.02079162227638585,0.05738672217488249,0.04776877802472642,-0.05924470735869584,0.027880010295017583
GNAS,-0.033279671391869076,-0.024220917646895667,-0.018129792877391117,-0.016363602595676742,0.08313795319737667,-0.011979378787429688,-0.0035257711021052774
BMP8B,-0.03694050112530566,-0.0026579392380128865,-0.013805423480527672,-0.018561581055426712,0.04575815190284069,0.018955863676422706,0.023991016218879828
LIPH,,0.10262978309395865,,,,,
CCL28,,-0.015120909339716482,-0.01632890085877699,,,,
PTPN11,0.02423243966776015,0.019487768773004205,-0.04191093085129263,-0.058893446834489424,0.0022703633037213,0.0709455568127982,-0.03254368941774312
ADAM12,0.0011920639906343664,-0.034674704540185855,-0.01578086758671384,0.003671723928471279,-0.07188393588008085,0.049817006732746624,0.013859110503400846
EPO,-0.025824919329259524,-0.010273965585499362,,-0.012509778131857625,,0.12320443946593107,-0.03332093953910715
EDN3,0.0012515239427865349,-0.015924139947213128,-0.027602801855195973,,,,-0.02553358584060531
CCL22,,-0.020686852203001607,,,,,
CCL2,-0.006827297952624257,-0.0030770874346215185,-0.0477100788757102,-0.03657022070417153,0.11695391623536812,-0.002333013604969848,-0.0030711456607131326
DSCAM,-0.05098729932483841,-0.014428794690162408,0.042785915420384686,-0.018404695073219714,-0.012395779876053456,0.12788178325883692,0.007856226527013227
