,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
TCN2,0.004469467509584437,-0.06000995262664187,0.04687945311064958,0.04337099766097666,0.021093781941470907,0.026910530590127477,-0.13475257358960532,-0.013960708319149338,0.05585813390349311,0.04007516142598277,0.06463885862285432,0.04547442501994017,-0.003906385739536053,0.08083710057828931,-0.056579940455389555,0.06561218599539016,0.009548511914486748,-0.0798995863984183,0.11170738878897958,-0.0048917934197511516,-0.003551466750888112
THPO,,-0.047759914773912296,,0.0286113728489536,,0.03313942655425723,-0.03293222709094294,-0.04258287291821696,0.0652831921613923,0.031732369106191184,,0.12892882972543318,,0.12846242331869895,0.05937129180732697,,,-0.015334723973944451,,0.013434432839076325,
CUBN,0.010295255578581948,-0.04186406548377445,0.03484187573515973,-0.03212125516232869,-0.011059532275849663,-0.022864165748061105,-0.036005797566379984,0.04524025032632786,0.01645144123754626,0.07486062850300552,0.0882446710197785,0.0038174192626842214,0.0273206934863073,0.0305387587388444,-0.011027236607621857,0.07286576419335979,-0.08625156838782805,-0.015924327825129068,0.19797511007390708,0.014073165814555944,
TIMP3,-0.048363530815159934,0.037396128451528614,0.040661372664075386,0.051331686832034665,0.023669335567837527,-0.06427966611554874,-0.22891728069232853,-0.05145640052362202,-0.03754340396183509,-0.056659872051417974,-0.07230525523783735,0.04109430340874583,0.07978673113948262,-0.05578963994522524,-0.05162197870804287,0.04001893017808014,-0.004743513753363999,-0.04301814256696188,0.08159992571697605,0.012480550740158615,0.03487443098111693
PIGF,0.03697128245991417,0.045419698127225766,-0.03460561967296105,-0.06825240175539266,0.040058033248371344,-0.03675715856815496,-0.18081404183507632,0.022906543549285917,0.0033709591782088728,0.012711657975726614,0.06068340765056303,-0.010203503077913388,0.041552153261584276,0.0037434571538216563,-0.013213795073492931,0.017383502101410833,-0.08168131848303384,0.004906886963702206,0.053743330212162946,-0.011486490130226528,-0.014044868770189152
CRH,,-0.03270669628750516,0.0038265467369830767,-0.00041979174728290296,-0.013354573815568097,-0.00870474510641663,0.1478647133444467,0.03149216807285576,0.05530576576051627,-0.036640044939338,,0.025026522331209916,,,,0.035154608844067396,-0.0041601211560664195,-0.047855742960601716,-0.03168748309600496,-0.012777846530718479,0.008600507719366522
BDNF,,0.025573616035876226,-0.02673586722941988,-0.007252300904786866,-0.02911508219114617,0.11489892561766545,0.2953904905763667,0.039341884857070485,0.019804329222749162,-0.05778205222944379,0.018729586025764994,0.06486009185095798,0.12139410555433362,,,-0.0044467031892944575,-0.043109180125567685,-0.05182747397276659,-0.0057392638161268845,-0.09283730441082426,0.049437606790922746
CCL5,0.09901996861252313,-0.05632954655560648,0.0418961781266368,-0.049602758711076785,-0.01907236306904145,0.016743703151452773,-0.0633251080403163,-0.008707100202859582,-0.02193603522438452,0.026260955059853167,0.10681073356223215,-0.03535223460050536,0.08227812584908134,-0.07632347309634704,0.030632969101543076,-0.041048309302248155,0.06175890916674324,-0.0046428688535175774,0.005229818607091871,-0.020427475538213564,
GAD1,-0.021733000042051146,0.0744454304643581,-0.003360913292668124,0.023395427842071215,0.049171782419491675,0.060957654223689726,0.31301836273954864,0.10717471919645294,0.06929703239682178,-0.08942254214150817,-0.08619297868549779,0.20919266312922696,-0.04881578787415142,0.04412091054789059,0.07336131511805043,-0.011175399261407551,-0.0010683792075860718,-0.007081508986595837,0.08183398941380059,0.14781201313672054,0.09869833624307238
COL14A1,0.0028757400013139315,-0.04257636101885278,0.019106743085914188,0.04389651817558599,-0.018199108073564802,-0.03643212198351548,-0.04809663653523315,0.004080042614103859,0.010587251950880464,0.07959639671080714,-0.031578219431053135,-0.032238876009503266,-0.008708169371872555,0.057400447501623465,0.040298640703905236,-0.005189419382726189,-0.07637556794474368,-0.06440750871711641,,-0.09263166397962225,
HLA-A,-0.0676041353527704,-0.002307931119578607,0.019155811670390523,-0.007293708600770019,-0.06327281893917244,-0.09934661581620616,-0.2762888173525823,-0.0945390414405308,-0.06364640405948306,0.11973643736145982,-0.06263467024787493,-0.13645034019074548,0.026171247536533097,-0.0480690046171174,-0.15645238133936837,0.02982622628170957,-0.01381836428502799,-0.010222505646173954,0.04675502235430666,-0.036075753233185216,-0.06359134729749466
CD5L,0.12811408731698548,-0.021933955266123562,0.022670662177406275,,,,,,,-0.016250935163886367,,,,,0.0156099574894444,,,,,,
FGF18,,0.017523577917827937,,-0.013520161821593215,-0.01822111620031026,-0.00046104913594094486,,0.01034301182093019,,,-0.06953033741103569,,,,,-0.004881856139666008,,-0.021464224995763375,,0.013510429115962532,
ADM,-0.02626569013804411,0.04294889571689383,-0.02296076734990199,-0.0337845752759396,-0.06919632156259345,0.03739651579498193,-0.07258115160214791,-0.10209769388149467,-0.026504625004741576,-0.08555834405776903,-0.055997144160437454,-0.13138444576928177,0.04099551380507559,-0.05835859272331504,-0.004556180063390723,-0.020724903912090108,0.0486610566594681,0.04429208705883757,0.19737608139781532,-0.17178658007144026,0.06911870300789613
CCL15,,0.004507524879871914,,,,,,,-0.005910373282170953,,,,-0.03445433341117635,,,,,,,,
GNAI2,-0.03421082829115836,-0.06514264961549975,0.012126838333236953,-0.03883202821203044,-0.021798263813249102,-0.05805698136415938,-0.33841361069524,-0.08269668149518866,-0.06008129539959264,0.07754800706712464,-0.03793917171055885,-0.08306792289115215,0.051613157916436454,0.019140170085250967,-0.05259055380885069,-0.00993680532370755,-0.008474847250163946,-0.0524901639026299,-0.0738633539371631,-0.046780227399663275,0.07356538593921168
HDC,,,,,,,-0.11749654617468643,,-0.006476861463101357,,,,,-0.004841527865635753,,,,,,-0.040008439497936324,
COL11A1,-0.021616458688481867,0.014375667932685594,-0.017050446862883886,0.017470863438492565,-0.03916365355173621,-0.06558701046498992,-0.0178929914465068,-0.038787758963092785,0.03203236795905994,-0.027477939777527712,0.003864752843509173,0.048577526405826583,0.04804429174969166,,0.0469259082181559,0.04896598880653223,-0.0244710783661651,-0.02377657294161349,,-0.04966428120209538,-0.012828216646400556
NUCB2,0.0224279663969778,0.02398509969471083,0.034285242151211426,-0.0022197997916864965,-0.0038648870461154973,0.018215254406637064,-0.043057148331002694,-0.02818322583054788,-0.00338338264048616,0.07531020908780638,0.08690007736733862,0.039627746605102654,-0.017821540170393262,-0.004778686155068773,0.015190863573406373,0.009947045205641575,0.014584751635480274,-0.002768461586465831,0.10113568046592672,0.03072693691522589,-0.015346073332019948
FGF16,,,,,,,,,,,,,,,,,,,,-0.05019773895227327,
CXCL1,,-0.020394528854196306,-0.02142254011150385,-0.017562743002345112,0.0414543890764955,,-0.045254904316227244,-0.01636646387009888,-0.0179536260833796,-0.013655557345108104,0.1648979647242973,-0.04368303802751534,0.0701291365907063,0.06913117489115189,,-0.035332391873171574,0.012848434536335185,-0.03543093544035627,0.05617399836703764,-0.06418208743755523,-0.012928235225988844
VCAN,-0.053808098138864884,-0.009032913347501163,0.007999473228841491,-0.004951517129663325,0.007731601846531334,-0.0877889692492241,-0.267253790201225,-0.05136339099384206,-0.024161433019471767,0.011637420978447994,0.09659019780050736,-0.15916222150584258,-0.08499195248640531,-0.010338872518160147,-0.04426913736524065,-0.04350941896302293,0.07377299891455016,0.004005724838197111,0.03059271937338647,-0.0022308109473526453,0.02007667250518907
MMP7,,0.023998469485551423,,-0.004662384297314649,,-0.012413737239436859,-0.031624716574508965,-0.0017063572807800708,-0.016367755006627682,0.021748627569685725,-0.016415175688637554,-0.029221837052062438,-0.018571825559081448,,,0.06696511097341884,,-0.04571137560224193,,-0.04244556465607897,
PTPN6,0.057364542111047204,0.0012210710416427747,0.044436284150623055,-0.06161071417581384,-0.012813200784736758,-0.10711882444497864,-0.15355634614706745,-0.029834888313412626,0.0020672857186446575,0.04805235737004407,0.03824173374980987,-0.018250588028581538,0.06540548693937379,0.06717380006702815,-0.008159053754276467,-0.03994639303074196,-0.05966079325309159,0.013938980291913568,0.011909269945740064,0.0429193405757365,-0.04775449123552115
PTGS2,-0.059794610585755074,-0.025755227560203674,-0.02861349843927732,-0.0149319221632244,-0.055264221080561476,-0.03727123246402905,0.31447855829666105,-0.04191819409797098,0.01589660199602161,0.05298803055161107,0.013465227220622482,0.05514719809652383,0.09134475701022549,0.051070206243719114,-0.030145477770716498,-0.004887545962200026,0.03002953251177146,-0.054343580294806196,0.009319050337298981,-0.06416190701699186,0.035077102348181316
XCL1,-0.0269415570707175,-0.035840685060347814,,-0.014710419925511338,-0.013974024247355539,,,0.010460290242588422,,-0.04225602423916243,-0.004192077661416671,,,,,,,,,-0.0789410786840477,
CD58,0.03554496443634513,0.014195323656734921,0.030947433307876828,-0.023993294297563406,0.004456163932055168,0.001215788561550755,-0.21814626649759866,-0.056045495522243034,0.0284440817824953,0.02430378104020234,0.09135381510716806,-0.06273069843966685,0.03950857371720845,-0.044260717976208425,-0.0165467547339956,0.01233144042600921,-0.022817799337749883,0.012881470485502852,0.10897840779259978,-0.007684385529473678,0.10559112703174832
TNFSF14,0.0007923840288686681,-0.036113185034159924,0.048685369545884434,-0.03916198156307674,-0.019268573899686305,,-0.07766906453942513,0.034790910820662435,-0.02763616890861558,0.1110072033278189,,,-0.026080167107106932,,-0.007897321942861113,-0.02504428853989642,0.012056348241818312,-0.017935149421907336,0.08421824097186839,0.09426874698803513,-0.02546402788250993
CNTN4,,-0.006786787592473881,-0.026176277707820998,0.060708802369687065,0.0017528310366092524,0.09191735316410511,0.1338241982252316,0.10143896492579801,0.02100326243889847,-0.020629316345143395,,0.0622330646371149,0.03181674917084502,,0.013660396863161985,-0.034908846139204204,-0.04995065230386862,-0.03326186884894766,-0.0016919486368604055,0.1313834387568521,0.09328888675795559
NTF4,,,,0.044986395228426214,,,,,,,,,,,,,,,,,
INSL3,,-0.03210663909216169,,-0.013520159169692385,,,,-0.00952377223805937,,,,,,,,0.12536694111330696,,-0.017935147689083115,,,
BTLA,,,,-0.021460601438948824,0.03605404209331685,,,,0.03579295922939842,,,,,,-0.02827044200344929,,,,,,
MFNG,-0.027446833836477273,-0.07103229140321952,-0.02582791750752492,-0.015761414540525678,-0.04194818795273631,-0.04745832090675496,-0.10155307535000264,0.02863211668531391,0.024125007606928463,-0.003596339315735496,0.06704568219137558,0.05167132215182265,-0.009088071969185348,0.07257930371198441,-0.03312544523394806,-0.023634221154526635,0.023355290061589595,-0.036735210436384405,-0.023059082013021495,0.07683310571625511,-0.06149498290518686
ICAM1,0.02496084673279975,-0.023986222526569092,-0.04486023474948855,0.01744227292650334,-0.017188600954293014,-0.035630404058564234,-0.14501193155472875,-0.04420473877226287,-0.03853189014067348,0.11958984623095635,-0.0042910139277752965,-0.021392674964855116,0.03804314434769862,0.018542276210889226,-0.021504599211981314,0.031438123418730805,-0.05396652078942005,-0.027484383215602957,-0.02579728612691598,-0.04215901621060559,0.13064891513582752
PROS1,-0.04664188026911477,-0.03220398293733517,0.0436490740710232,0.04936431017014569,-0.0472406115711254,-0.06416176752261911,-0.23230571043748433,-0.09568679483039914,-0.04816207332309327,0.09558351480064631,0.03302177978531292,0.036025492710498416,0.045832420260045824,-0.10011699016421127,0.013618206633172265,0.03318860237128142,-0.003380455000260578,-0.031379808381351175,0.0861232879308016,-0.06669093836262686,0.0846333327049489
CLCF1,0.041317876812207284,0.002671809273674405,0.00418690430866053,0.0206522871901655,-0.020909081189450313,-0.018641736503804948,-0.05940188011594662,-0.08983733014371181,-0.03931260474994343,-0.002542609848552483,0.025907730827846392,-0.013794560735546496,0.016416609964860888,0.04700821525454232,0.02022537428792396,0.034283036974332055,0.003138017504434341,-0.041497184668551915,0.017922639946120963,-0.1235581049240893,
PSAP,0.09636659076690454,-0.04791758520759742,-0.00598597940658534,0.06728568706486251,-0.051459716541178833,0.0660174369237686,0.0672141138185339,0.06337590777007841,-0.013442256507585855,0.05405170908661517,-0.1160915174705229,0.16047802554829368,0.10288530819165685,-0.03692438555732123,-0.028800013520046026,0.06368350814763318,0.06223239131324377,0.03737681215319249,0.024653525279670706,0.06504075194716372,0.13997298708599665
EFEMP1,0.0681148848863074,-0.022321495229345487,-0.0025228178340109715,-0.0947641008675573,-0.04655422597103086,-0.03464641963860697,-0.23196594334040427,-0.037453842757892535,-0.05192091872341201,0.10324542997396131,0.005673701282629204,-0.05470446342465852,0.10893438541463651,0.09256257564176476,-0.06983981292836178,0.01806447127711472,0.05402385109026941,-0.006198354934365716,0.05438600974766798,-0.1412889608777184,0.09735935800350569
C1QTNF1,-0.016316110670485377,-0.07025554269966476,-0.04582778281136946,0.006397928050619295,0.018198611049644427,0.002649058564663957,-0.12420332320151024,-0.06733244731897817,-0.018523701395081856,-0.04862638728190564,-0.012386674407043368,-0.0734587376813949,-0.058750727149187505,0.08956148588382115,-0.11943734641736026,0.030358075570485796,-0.05752412345464875,0.042444014589071516,0.02671879661429728,-0.11135318471650076,0.052546429733480546
ALB,0.029788313819860468,-0.021155950813359498,0.018829621006790455,-0.012142924090259258,-0.010390344816087194,-0.02041788601116354,0.04112581353467283,0.008406422088513528,-0.031388850919033706,0.0230680241930533,0.01851473039565158,-0.05882024924125278,-0.04669534260247468,-0.05237695373608322,-0.06116753488703588,-0.009433662368110704,0.030067928216175602,0.025615053188936712,0.14316154618211946,-0.048848241503766605,-0.023984361624987318
CCL13,,,,,,,,,,,0.12277793510537598,,,,,,,-0.020117994986981764,,,
EFNA3,-0.050134930588871834,0.04968012899318554,-0.03790846400939422,-0.02254137417070193,-0.03417754776945628,0.11047206514156561,0.31366426558186283,0.03469594624268881,0.009556720774764823,-0.057080561745548826,0.02127186565857587,0.05668382322113408,-0.05602780226747537,-0.045956249255876463,-0.01958105434430067,0.001643805536529839,-0.0017603627527976488,-0.08826304734759353,0.0842202069934716,0.15686988578352556,0.017718536938405884
DRAXIN,-0.07789020343969506,-0.0323369184595088,0.013648833564007786,0.006279483510809351,-0.027652084641532536,-0.0755901311458047,-0.17200606016794223,-0.08988761325326342,0.020673368410443985,-0.02107057376843619,0.07199067561844028,-0.038582079805689375,0.06437025765272084,0.03110546222054317,-0.0005965971002579616,-0.026242069371301687,0.003348842326909204,-0.0162321527678632,0.03776456154587273,0.11438919510031592,0.04042577907555449
RAET1L,,0.03002359994010341,,,,,,,-0.011028693147075625,,,,,,,0.0962759309929064,,-0.0036760824241821007,,,
NPTX2,0.01356645883148178,0.10355484993997659,0.018316418882128753,-0.046301559644646086,0.04914410519182861,0.0910405255198293,0.31785976645933045,0.15625703657488296,0.0603843313959923,0.11509567024715867,0.154397302052907,0.0027331361374273817,-0.04709761708798201,,0.0005312944172211435,-0.013416639732720118,-0.0248166600302165,-0.0497484637944088,0.04767675925725146,0.020347204828494406,-0.016999881150998614
FGF11,0.01153180136945481,0.034148975381426985,-0.034268986729905616,0.047835383185635676,-0.043437053441359015,-0.06497388449141003,-0.13671127207031608,-0.029424145637130417,0.017751756712533918,-0.005033550577532742,0.03704343742817172,-0.07755144000661662,0.02693189118609727,-0.07035987997578816,0.01979839139125261,-0.006380331817200685,-0.04291331523220146,-0.029414721463311602,0.017970168511187108,-0.06274275565175419,0.11071067688932565
CD59,0.10499961662640339,-0.07636998363607121,0.04145005398938285,0.0016440277821644232,0.02804078768550729,0.06222063977309709,0.15337100610429946,0.037109038860785454,0.08364946205982084,-0.009057344820840056,0.06637959150078726,0.11364235558954072,0.017453171700179754,0.1039044104022305,-0.10351415395383097,0.012034114027865948,0.04048950020395477,-0.014161982299180573,0.05052455790174269,0.08396195026967061,0.036729497061207164
COL9A2,0.044431316256549294,0.02027785474083399,-0.010845675960366693,-0.0029547056655581136,0.0033816494902383643,-0.10301868106995374,-0.15336294098558992,0.015327779659787332,-0.027809685139052586,0.06410415956761334,0.0817433080111948,0.0051619203828115875,0.04277051177160213,0.04078161078951753,-0.03442681688841425,-0.005445180300358221,-0.017141093377602605,0.024615715204683416,-0.03925614328449188,0.06307435142733975,0.12409477586283804
DLL3,0.054583841846652506,-0.03539318445167977,0.036348046234019986,0.008008923555574412,-0.05299933563374008,-0.07914188911287327,-0.0263588731586195,0.042862255651732455,0.0744718026743398,-0.0800884517650298,-0.032974835136437085,-0.009767169780672606,-0.050089647695689125,-0.02467653496428433,0.022616727173395617,-0.005293418021484042,-0.06576485152939361,-0.0012187383314042203,0.017496871822443843,0.11893689471595865,0.10358588402901081
FGF5,,,,,,,0.07566373119615423,,,-0.07646845542103135,0.024608395503482393,,,,,,,,,0.0017245882329767121,
LIN7C,0.010824655528437031,-0.005744285449769375,0.024099075795829393,0.021776740877128182,0.050825218305892525,-0.013687896151861265,-0.052217435832174815,-0.011018978636114453,0.043325581629353724,-0.04180585796757887,0.021864113740311976,0.053538728929765515,-0.013839116733245675,-0.07245028181504304,0.004113955507537176,-0.012878867350380973,0.008486249726458919,-0.01826417530157654,0.039112068094863735,0.056946044212174786,-0.011966259875523489
GDF7,0.02300280629970372,0.05617205077899283,0.057013341543304334,0.011848802157810328,,-0.03753032207347964,-0.010622151983020543,-0.014202458796612916,-0.017230966513887693,-0.03196408310909926,,,,,0.03323110561530316,-0.012615432801103476,-0.016027284459080478,0.03580726905289399,,0.05703157434615998,
PSPN,-0.00028598435009841665,0.04138482780660773,-0.03639137629383087,-0.003936851339355078,-0.027191355600389336,0.03683455891148981,-0.06338012939901265,-0.03163634661296382,0.02935732248709425,-0.008303253312106821,-0.009618123961603175,0.021488724873950468,-0.0008904379805033266,0.015088020894002149,0.059265716992824936,-0.03369029745321168,0.04149158184930366,0.0029441318683227843,-0.08033088724025007,0.06119849093203293,0.04125521652032798
ANGPT1,0.0733419500609575,0.0014206414648723022,0.011232774091241229,0.05035209402494794,-0.044649960633421866,0.016075770865401132,-0.12868025691764368,0.07440896617835512,-0.006010337412729233,0.035766422695779176,0.04173929414159049,0.08883541799219981,0.07597396958680072,-0.008435777359854133,-0.01718907258999051,0.059854773069920056,-0.021029462515865037,-0.003958542814549504,0.0640303621595885,0.08487750552518342,0.20599827643761837
PNOC,-0.03940934082491019,0.05704176480954724,0.033999662177020856,0.028263209573034305,0.01897191646110071,0.17182016070778391,0.32188588712255384,0.13024728888579565,0.05332465237721778,0.019538864113242824,0.02573297423649703,0.07491467640031535,,,,-0.013415306732106832,,-0.017285456041479533,-0.055441816962069644,0.11687655450177054,-0.02424818242440705
L1CAM,0.04055695801510324,0.021137571590722493,-0.024075846784741055,0.019725307183231486,-0.06278729054638953,0.04074216602494728,0.18520924706695577,0.11154565554776824,0.11451698950008155,-0.008261922413197701,0.09467074936360778,0.20600349298197554,-0.012824730780325286,0.043554982369909845,-0.07455000697593149,0.015850440124205733,-0.02134171066181006,-0.019864499961595016,0.0666749064150041,0.17561168569212623,-0.015004752180739716
APOA1,-0.025637966701169683,0.017750010525744687,0.04804286116152312,-0.021055414071470255,-0.00959809188191036,0.01596176706263742,-0.0008931653210220615,0.08310899487364205,-0.012623048412287471,-0.07429448955576448,0.03866565425893582,-0.04100467146387945,-0.004225935986368377,0.052948361415522845,-0.04545633247721836,0.060221116571708255,-0.058143594691310994,0.012683822356189417,,0.016692176200240147,0.03006063025766446
PSEN1,0.1309868617924037,-0.028596702384387822,-0.04663048776241653,-0.006362642563597706,0.011540513586586967,0.017875426254457993,-0.13935495879714865,-0.039133437649281594,0.005769504245412945,0.0777700557748459,-0.056442223811219855,-0.07684472217152576,-0.022745710328402762,0.10679125162832587,-0.03607023332974287,0.03382683408919289,0.08784494456567692,-0.004444033883825433,0.005430966091527596,0.004899210580156432,0.06279890366449037
CALM2,0.06633727738157227,0.045030599075026496,0.003370085214642674,-0.005796167554791708,0.06496757468579883,0.15765086045012144,0.29434231754150775,0.1462569106559213,0.14501677590147807,-0.10190070761157603,0.0710052665591428,0.19692416631121631,-0.015410835532994445,0.09127416323059516,0.13208750343592132,0.021697636607700795,0.04063540133244741,0.032346716985319914,-0.08665163464237524,0.18644519569069096,-0.006792284063077361
CLEC2B,0.03693442910083606,-0.040466924061535466,0.03649984437329588,0.05906030442808391,-0.038691721151879924,-0.02584389588792471,-0.17441476986786894,-0.044403945022129125,0.05864933864912405,-0.030673297226881332,-0.04932993347717917,-0.04358349875498156,0.09890038922070235,0.018464670089603015,-0.053566131290322117,-0.01707840289215764,-0.004198569406109887,-0.09483608326014138,0.11327990735733558,-0.07012574181024393,-0.005001215051722621
NTNG1,-0.03570376357299937,0.04679423113726968,-0.005461395398465062,0.06876879030699784,0.04037996052178066,0.035062731617876396,-0.009073556550993137,-0.035399427295761995,-0.025741577957608987,-0.005699909870858923,0.023891431309985074,0.1009155395284198,0.00616506648793173,-0.036214491093054996,0.0112243436543579,0.08918450386087148,0.019894301608912816,-0.026722170367506504,0.04661954221334343,-0.015898253364407595,0.014919782177304738
LRIG1,-0.027397260544585137,-0.028554646533054215,-0.024412681954015136,-0.02264037395198321,-0.023154426495719017,-0.1257551674818248,-0.24752146244973244,-0.06581972360441778,-0.03429959718241242,0.06119738486049531,-0.053110943310391116,-0.037954213032819165,-0.017833650693342695,-0.00591561143114397,-0.04514108801450268,0.003573750457922989,-0.04655032385846286,0.03561325803107592,0.02302225242535467,0.039816961994706836,0.06533920932051661
CPAMD8,0.052987467023246186,-0.00515221009786033,,-0.015991935815382212,0.0034579706268579448,0.05293849882914052,-0.00037283173328672616,0.07558410715569792,0.017663169616064317,0.03673136951462813,,0.05430093930344213,0.025069854044478243,-0.026346515070074593,0.016038721615980606,-0.014172419923147885,-0.05441920872624531,,-0.015314134171349832,0.0011572713402782306,0.028526160382695176
GHRL,0.06496554958740737,0.003136016249782326,0.040848814911776034,-0.009163164110381924,-0.030047893980259654,0.050707652431651665,0.019658075610967253,-0.004868811511618649,-0.025203706979408998,-0.02069993947000447,,-0.04109578404475375,0.013106671017455558,0.12741510141185208,0.07873697282139627,,0.09468438951640383,-0.015771347574836614,,-0.048675197632850414,
NPY,0.12783395391149827,0.04002210292009383,-0.01900813172770915,-0.059369902578814096,0.058442729486880916,0.09525698983960068,0.22602954850133808,0.05903788021593751,0.05103804528554434,0.0009576077232594691,,0.0628265681221941,-0.006795288813207172,,0.07611362020221625,0.07468288990079922,-0.0462200601879917,0.02945445581705364,-0.03157095747876909,0.18315750330719424,-0.07244601415462563
MMP2,0.006481450121114581,-0.043598751540916234,-0.008013594426794845,-0.0020078745253970286,-0.00041477526381196754,-0.005683405414564979,-0.1921958515555865,-0.0035851519394877866,0.007917289038868888,0.04615861866160976,-0.12518443834226323,-0.14897681970718812,-0.01071261847165148,0.05062838381356759,-0.03248811091957199,0.03370257009746458,-0.0020888903970197204,0.030186483791341503,0.06209715235832012,0.02421849020565315,-0.04201759388611598
LHB,,,,-0.013927768380010976,,,,,,,,,,,,,,,,,
PPY,,-0.008947478531413425,,0.04618886372446161,,,,-0.0181539890376025,,,-0.013660478714647968,,,,,0.019864734318798868,,0.03967358940768488,,0.024232168746350792,
ALKAL2,0.027708094577959187,0.011870020347012476,-0.022546031554829055,0.006853587762292783,,-0.039925640262288876,-0.03321577787589846,0.040648149595779816,0.007229257694121953,0.11054528541585822,-0.02802224039265967,-0.011418060760925039,0.022212884166808278,,-0.07827069231107132,-0.020685261963427334,-0.027866171713677643,-0.050276405354531296,,-0.04048488415555379,0.14233247734493906
CSF1,-0.06351876800423248,-0.0002988878166464856,-0.01817833836195277,0.07054025244359419,-0.057892126713263645,-0.08155086670672036,-0.16617745589218175,-0.032654840618707895,-0.07344032352616855,0.03974760890430562,0.1958895256759815,-0.05242605173964921,0.09268922174239194,0.08468768418095753,0.04308888214916862,-0.007775557447789554,0.010331518798883709,0.008838878372236804,0.07882092158452816,-0.053572270962485784,0.0032045013208142847
SEMA4C,0.0853340518219739,0.00022310536753284828,-0.03059180542741176,0.03603137012671292,-0.01660206995497109,-0.02773967365080081,-0.009844223593225844,-0.03564243710518416,-0.01827343920678146,-0.0012336054747911424,0.042081754722641244,-0.016458289387113374,-0.07786341822672053,0.06436172183785262,-0.013761595029089722,0.025611053082079747,-0.005526424390246149,0.007902753944306689,-0.036285594576738536,0.014593918800382204,0.04869421345143871
ICAM2,0.028093463956348052,-0.011605098206139178,-0.017674911528538777,0.03870142293505008,0.01199688819855028,0.019974108846210117,-0.12502121966898364,-0.0017598741330537367,-0.029154256379945818,-0.020219483362274526,0.10857381026250966,0.04889607789999644,-0.0680449003607598,0.025038446892852197,-0.036418103636195215,0.035350360563950904,0.015631324006581515,-0.05444770865877079,0.13350334148077098,0.056707026341366776,-0.03354337390179186
SYTL3,-0.0671015154380156,-0.00940326980562027,0.03552612398940422,-0.022463179021765884,-0.04821469173000374,-0.01932741985185107,-0.1639424964236058,-0.07227702891089549,-0.005757466642660769,0.08600412657583222,-0.05717637953969575,-0.04058433454484243,0.02162259874859252,0.005985227512049972,0.006927671781880309,0.021735993850179203,-0.039347732764320555,0.014652289990308116,0.09349607702290826,-0.05554924511001052,
IL1A,-0.011536092025080543,-0.029625647359480776,-0.012346282914386563,0.018262250073197667,-0.005851160688781282,-0.0053941824395495165,-0.059752477675016194,-0.052130160425200356,-0.0036087809062864545,-0.0234066527897742,,-0.06188812210694533,-0.011887324434136643,0.08496194803931414,-0.0008152762236656296,0.030981818351357392,-0.02165722667021224,-0.023256210965241563,-0.00719734818679883,-0.01962941982041108,-0.013926950571072357
HLA-G,,0.043238025904012746,,-0.014710418597036867,,0.028875423227653775,,,,,,,,0.05668681959356147,,-0.02440328181941429,,0.01652124191853759,,,
PGF,-0.007866547155217517,0.009735245988329571,0.009806223040325232,0.005303497910078366,-0.05025191862926363,0.027287836467084207,-0.1870016805075374,-0.009971396750698065,0.025845054245039502,-0.07117023549443732,0.1297702451444025,-0.07972957025104947,0.058942336552717196,0.019965127837498035,-0.058698531952978736,0.04326000187078481,0.026672657001563037,-0.06360263445048796,-0.08166508360294092,0.03528193682617528,0.007991575831540977
LGALS8,0.0121348350890086,-0.006826962647378275,0.011442501096589265,-0.016428377729820684,0.026636583020381188,0.032392576639184274,0.014965309507836911,0.00998584846990017,0.03386376656105245,0.01022988065005456,0.04581781343076432,0.015859624844527076,-0.002268644481547927,-0.019650985096695835,-0.03406330243062123,0.0380799339886508,0.08762307735624693,-0.051701293110362805,0.15811129732951731,0.03595008310911992,0.06210395987439294
DKK3,-0.041487772508970414,-0.03677731232492819,0.016183711347431018,0.0251622657212466,0.07443871519301126,0.09735027024122714,0.3025626998200333,0.04865555900720507,0.09860272478611466,-0.13708189976203475,0.007406014776109618,0.1675974883475692,0.05256291592861405,0.016301053555178417,-0.0085522378013295,0.020096960621532878,0.040572271022488164,0.03189762652588506,0.05745450739598918,0.22598829826830355,-0.038834606966475546
COL16A1,-0.02665870213065247,-0.04208296085130138,-0.03315612814985986,-0.0009319961042327199,-0.02430815328079415,-0.010635337993207624,-0.12521812416599215,-0.050089854051060756,0.006896330670814726,0.03694459208544348,0.12263967112023134,-0.13804038692619275,0.011277571190932732,-0.047196229571117784,-0.03536789294810996,0.033311788175838006,-0.08237898136233869,0.02692782608886241,0.05767164208053538,0.060308885057976935,0.0712116845759897
TPH1,-0.023762798011679197,-0.028258899939024272,,0.05058837730484829,-0.01741636950220273,0.001987165253338338,-0.01833894640396429,-0.029703115454542864,,,,-0.011448483545870707,,0.034146945627998346,,0.027410384305998223,-0.06596356371121237,-0.03199777178818885,,-0.049700666618425454,0.03873530380032228
