,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,-0.0155332981341669,,,,,,,-0.01754461752152961
BMP1,0.11227302305428125,0.025002847623599483,0.017182972459333604,-0.036026641925498495,-0.012090704691151604,-0.04133796809150367,-0.02337920967256482,0.01412067443958182
NDP,0.04554493888298711,0.01427532066453173,0.06531266961360159,0.031159212945490577,0.07651474178088971,0.12126693764975902,-0.03534069045011615,0.040440169580983544
TNFSF18,-0.023066481406849214,0.03688429844561779,,-0.038394796709175685,,,,-0.02959463310317807
RTN4,-0.05525597757500002,0.03905343853615638,-0.05237689417443475,-0.059917755966765275,-0.019938062306807336,-0.10758099787372652,-0.03822078493747354,0.015465642464678677
HEBP1,0.008715660917873905,-0.024096941381951852,0.06659574371453239,-0.06089036469319721,-0.016264829803499758,0.052924550756090746,-0.0069606506293012895,0.05180389389089493
WNT7B,-0.016894277232235275,0.003280032295732018,0.04934964863175493,,-0.0037254710706446557,-0.01750401374579531,0.04906739680311727,0.02317092936748697
PTMA,-0.10463125478791369,0.01156387327674344,-0.03488479869565637,0.08747466771841998,-0.01036542176611762,-0.06834881752739336,-0.0393467386863226,-0.031060892033613896
FASLG,,,,,,,,-0.015216440790989874
CEACAM1,-0.0030410806687797376,-0.017686550484984336,0.0017926174029018146,-0.043476816875301846,-0.001953265316898299,-0.0327381445101616,-0.021641840090697747,-0.021171442472309267
PDAP1,0.051666457215035676,0.05199611158828433,-0.13004327239887584,0.0561871885718457,-0.03821833969435266,-0.08493909846021569,-0.016820825911093844,-0.01011224186582095
QDPR,-0.11533643332031884,0.009393237204360482,0.04402435299585839,-0.017389531100029575,0.051174695010155216,0.09115180974717173,0.06440474714103446,0.028419544114431792
POMC,-0.009548881028536653,-0.013048431750722749,0.021103934209676843,0.09644071531952132,-0.03873772552363308,-0.021856929271996745,0.009665131207789416,0.003823649590832144
CCL18,,,-0.056259464580225016,,-0.018044772270019563,0.04549638611349893,0.04112447203287648,
CCL17,,-0.014025373961761288,,,-0.02209010423156011,-0.04725956688259731,,-0.013791994472201327
VEGFD,0.032527301201789226,-0.014942849673805702,-0.06832551651427267,-0.004336976345254648,,0.01822941909093997,,
TNFSF13,,,,,-0.0009774037302494403,0.04767971947990001,-0.02430233593086318,0.05487884365315522
WNT5A,0.047523185652751994,0.007100827881293338,-0.10356669519627945,0.06384732185315205,-0.04986800295212604,0.0058068792777168764,-0.02824755331723584,-0.016257440268943907
CXCL8,-0.009163752672166363,-0.019896198824991794,-0.06902479246227322,-0.030663102365753862,-0.04906482908984004,-0.12089627598319563,-0.006919334572246282,-0.05156256099596684
GRN,0.058067816696418216,-0.011764384230609668,0.07247087145567668,-0.09190781778739565,-0.02010673070689902,-0.08860625623406637,0.07886303381247517,-0.019998773955986808
MIA,0.11768595239646958,-0.006972099217217874,-0.034822207716447506,0.050367859670206454,0.11590204786789267,0.24151407415878354,0.01763033570601288,0.09780631937446109
COL4A4,-0.015306912349571374,-0.014642924342516418,,-0.06474996012985404,-0.0029013751416033817,0.07920292111441851,-0.026617669256740042,-0.0291735135776227
TAC1,-0.05034847646126417,0.033412686941986645,,,,,-0.037338339537798214,-0.01813097916273494
RARRES2,0.06499906338018242,-0.0385242625312303,0.05532495630298672,-0.030037075928851954,-0.06275071559505432,-0.028920986672911625,-0.0038398088502190767,-0.01898086982872317
FGF7,0.0019375401701190846,-0.03338041820159165,0.04920291921308847,0.009218411198903072,0.005231672353943271,0.07464167758705562,-0.06806890713476592,-0.015042768643598126
EFNA2,,,,,,-0.0311154154195369,,
HBEGF,0.02470998598467026,-0.02885656166281042,-0.048036012955631396,0.022259025078936033,-0.009801373508356396,0.06422853738844991,-0.04953497921852221,-0.029179142365638355
CSF3,-0.016194418644369053,,,,-0.0475426869118796,-0.06315702175959331,-0.018232545255170297,-0.014520842512954782
PI3,-0.01823512913674998,,-0.017253798494859217,,-0.05920634972978467,-0.16820486451591393,0.012601722958101915,-0.03154896670365015
PCSK1N,0.021248027198509,-0.02213521221461023,-0.04894469386805695,0.05531829897367741,0.022753910450189506,0.018567623927181507,-0.006831298538709133,0.033988591159183415
NTS,-0.01990488856265038,-0.01672783893041503,,,-0.01484681176908951,0.04050592416663639,0.041081003472361675,0.016525563589434293
SFRP1,-0.00474756931496018,-0.02139308292080368,0.026769901464366096,0.07437411180425384,0.05514833828106197,0.023450831764194595,0.016358431771458133,0.07864379525261875
CXCL13,,,,,0.01744469874501445,-0.04847715040609871,0.013607047855978513,
MICA,0.005615025704795055,0.014217888333731289,0.025343679789186023,0.06451121852876138,-0.02190635125200116,0.05838783315056646,0.007436088710523121,0.01731926196756071
TG,-0.019545214421905044,-0.014130033497328396,0.07491435291486427,0.035967089773812196,0.06035854789761466,0.08974046450302148,0.03516846338692367,-0.028318412640315038
ADA,0.05371984572288008,-0.012215704666143856,0.08004377652537324,-0.07833741972018109,0.011305849168510624,-0.022641425698347983,-0.04119634759459555,0.022303998076740356
LAMC3,0.09391407286183602,-0.0043436548216704216,0.1274009995898561,-0.01649947420102713,0.05544499199005346,0.011579142489919663,-0.007446787956128409,-0.008218338639665018
CCL7,,,,,-0.03310797446034625,,,-0.015216435380205156
NGF,,,,-0.07413425241344013,0.05738782309939887,0.0815740896500373,-0.01695151468418633,-0.015853978070157596
TNFSF15,,,,0.02144220218140408,-0.03227655739394729,,-0.019266944964379293,0.022891454809485835
HMGB1,0.03924164004874234,0.0032433504371674315,0.06751286804503075,-0.051724892766117435,0.017665761352285418,-0.060574742333091264,0.03914912731598423,0.03588906784919522
ITGB3BP,0.04378260456276287,-0.01320727897490025,0.06834203363690888,0.021638266690816824,0.03662936014650581,0.00967339323299915,-0.044142248323644724,0.0048133039622254735
AANAT,-0.014607803869291839,-0.012707221700320218,-0.06529026447858727,,0.015631686756632488,0.0073588283112791565,,-0.01609962319075679
RELN,-0.0029407097860147326,0.011662566356278123,,0.04262245369571001,,,-0.023272381513291626,
IL15,0.06574715116967583,0.03073432766931068,0.051660618370705354,-0.012932554204633311,-0.053211695080035995,0.019851271420677812,-0.03799615909850042,-0.002738860936282319
UTS2,-0.01405538589907145,,-0.05093885761662849,,-0.006932807767725438,,,
BSG,-0.002984066808900193,0.010359446836509459,-0.021165397228102064,-0.046487978447235706,0.056525784799855205,-0.01962500468539438,-0.029795464621616117,-0.016184028819535255
ADAMTS3,0.09452656323252157,0.14377087757127807,0.019194860259227363,,-0.01882302959024361,0.07134709109681937,0.007958962215054422,0.07918802306995575
CD34,0.08715505300390552,0.040399246553039996,0.0737542961364933,0.04128632596753527,0.05226960052874288,0.0313918022737672,0.008209998619205234,0.020633786005596344
CCL23,0.1460205933148184,,,,,,,
PLAT,0.0640131582004499,0.004616990160867632,-0.019815536960526313,-0.01454877150620021,0.055589655571931684,0.11603805222823398,-0.018050374785559927,0.050721442363841324
NTF3,,,,,0.0720892365264702,0.07096282761915879,-0.02427436008748826,
LTA,,-0.012238378797019469,,,,,,-0.02166766654331308
CKLF,0.07826492669400884,-0.0716699293030519,0.006231727775335716,0.13917809528523453,0.08150793422829555,0.08536286436888788,-0.017489797568042146,0.023611631844405456
CD24,0.004669829440912534,-0.046177167678434355,-0.05425203532492939,-0.059031450951944425,-0.0009828976190107916,0.058748234461049105,0.06039345217569984,-0.033214544454053675
HSP90AA1,-0.07331470987542069,-0.02572342695126291,-0.017978449378816975,-0.1200631453950716,-0.10597445524150259,-0.21403499093775294,0.0019757793203092587,-0.056131325144279806
BMP4,0.02634242189387523,-0.018281929147199234,0.009489203295720016,0.02286594357756857,0.010089508729274494,0.0693266866368423,-0.05420328375185384,0.031156742589890964
SCGB3A1,,,0.16917409204376851,-0.07635532263427823,-0.04105552087377602,0.087960253140841,0.010035959883894977,0.08503059689223655
IGFBP4,0.08864241820854694,0.010287053163703104,0.003246587492894485,-0.023061809427544547,-0.03424014324842801,-0.07122743958134134,0.003462430515389697,-0.012156826519952873
RSPO4,,0.12087974591639689,,-0.013372013012404904,,,-0.013137995639446398,-0.014228117761164184
LEFTY2,0.06811032460146417,-0.03505331943417246,-0.019610429248770198,,0.07997542184261032,-0.035777137314315074,0.025499975662917222,-0.04985740261293787
PF4,,,,,,-0.028519432452570454,,0.05381317547969846
ANGPTL2,0.046322400225958404,0.04442167079519362,0.017164084730228044,0.024789802067080088,0.10671905042610837,0.10259781182569233,0.009579046289948443,0.010621884477860367
LRIG2,0.06905537222216994,0.019252577195900906,-0.027564469889642326,-0.06077414440242489,-0.026937354480518736,0.0055919542546463185,-0.03637494959092291,0.041673858683105656
ICOSLG,0.07959566226914523,-0.009243761302804864,0.04460268694823765,0.06884473761415243,0.09399979298927567,0.11533032058729417,0.0582637432992521,-0.01055551467349593
WIF1,-0.05714385460401345,0.03922664417164307,,,,,-0.025048872066392454,
NPPC,-0.029462071625517113,0.06734306000918808,0.054635398633784145,-0.035088797946367045,-0.011643447957377736,0.02689998604657269,-0.02259307090462581,
LYZ,0.08969122543169666,-0.011578697544508576,0.005704105143500777,0.015987310508369292,0.056444635144968405,0.017448634990355177,-0.032757275610764525,-0.03671858434185737
EREG,,,,,-0.03269046450440337,-0.004153528795783771,-0.033561637052506005,-0.02031639905583241
SPTAN1,0.019176419597162386,0.0536838269786378,-0.01905301939878515,-0.051687482826191164,0.008538523216073577,0.024756348600059215,0.029859847474767092,-0.035372425965769526
PTH2,,,,,,,0.06743017804237021,
LIPC,0.051339451200580276,0.006652253484622437,-0.05751886351126232,0.05905540474147995,,,,-0.027396125333531824
COL8A1,-0.0037888058139189363,0.004219427244740033,0.08183982715288875,-0.01033020322568979,0.09359314041059492,0.1321428544448342,-0.0012328278198342683,0.04305225568994744
GSTM2,0.006499092814298342,-0.03384189746821295,-0.07417802029390319,0.07902080886349375,0.08128254978974495,0.09438537264200753,-0.028730315314673273,0.071888505904907
IL4,,,-0.01112145014982357,,,,,
SPX,-0.027725128431613035,0.024075194581208048,,,0.006980135335158724,0.17710987850668608,0.013023385538651877,0.02485516457513138
MFGE8,0.026752767026851445,0.034545479600339137,0.05405233368657381,0.01580502897283347,-0.010684629778223481,-0.003512992122717224,-0.021948048044551242,-0.010441077445550362
TGFA,-0.017424062809905792,0.010320183279131145,-0.02871335518667738,0.06783156167848832,0.04026742111254386,0.026191611181963993,0.03278863772322283,0.021540835832668043
SLIT2,-0.017049915950693623,-0.02920846199189139,-0.060096803255445294,-0.012173117256893835,0.0697800914193153,0.1008987553472096,-0.005110151702564821,-0.05969153690015629
PLTP,0.08216069205295351,0.03821669174885979,-0.028034559914302627,-0.094008958083019,0.005210901357436482,-0.08691253537771207,0.058805436305252534,-0.0021639680348998123
APOD,-0.004195611908883798,-0.04554521995159051,-0.07450094440866843,0.022839222981602538,0.08499538032137464,0.13174722911362388,-0.001635562170554533,-0.11206393066854219
B2M,0.10068629933356026,-0.06275030052568675,-0.005592550815222674,0.07786307135627482,0.05687082701832955,0.03903309503102886,0.023958472450934142,-0.05509207086632459
OMG,-0.053865063393595064,-0.028773709513212255,0.02301933407493438,0.09750482486099239,0.05999138134361294,0.14715658045437977,-0.06363840439161772,0.03928543136783707
CXCL3,0.0013582530424440886,-0.014254708155306595,-0.084663325044398,,-0.06287242085085544,-0.008887384753614044,-0.01845101218833452,-0.015559982280814575
CXCL10,0.08452528344636336,-0.029195204628153348,0.04303126907840952,-0.01681577180890328,-0.03418823097265935,-0.03825282660221993,-0.036819163251887305,0.013646172992410562
RSPO3,-0.023986788523061648,0.030181251801143418,,,0.06094031876319789,0.09341369604179205,0.027402816745884778,-0.015441706482154878
CORT,-0.012935789723294231,-0.04118534000823335,,,0.024913556441491992,0.07190963335410494,0.006728552464934553,
NCAN,0.02707347345774723,0.06205706843000758,-0.047052987589020163,0.03909735874164253,0.06070826337350005,0.13337150943257067,0.011859344916682016,0.0497472590447204
PRG4,-0.0026348982504666467,0.04413627557131646,,,-0.03626239394189262,-0.04403684973343585,0.011631443127493668,-0.03497962677677965
ZG16B,-0.02243435146121847,-0.00972450293568282,,,,,,-0.01925414614863012
TGM2,0.06040619887009349,0.010749591162478148,-0.021281623772392205,-0.07581442271729864,0.014649760682807784,-0.0183486349060176,-0.008941997994121518,-0.04876748991632754
VEGFC,-0.027395906754735314,-0.02618568720195067,0.027893517911917992,-0.03777493122300741,-0.042608061158639306,-0.026517861637265633,-0.004823637066765298,-0.04197413877642632
WNT6,0.01840863936190563,-0.021641534433386324,-0.06481121933930421,,0.00631570343522133,-0.04780695351985638,-0.014419427258663743,-0.023253338649674826
NRG4,-0.011241340923735497,-0.01868234467666711,,-0.0034596725606302016,,,-0.024475780851156096,-0.015441708212801764
PMCH,,-0.014233978907527338,,,-0.033651977034977784,0.03448368457791297,0.1071021645829663,0.032555388716174964
COL9A1,0.06001170130747152,-0.026062937949378067,-0.042779903964935605,0.021032059220082455,0.043317612419137744,0.08868907343864027,0.013266803233671772,-0.0504757909972433
GDF11,0.04642256906586008,0.018379158782952005,-0.02459118909999061,-0.06440463472066772,-0.030233216223459123,0.022949848199659607,0.034542457619754476,-0.014450667268033906
RAET1E,,,,,,,,-0.016939444193147135
IL24,,,,,0.04873417803300484,-0.028064704601926817,,
SORBS1,-0.05357601257457745,0.041911673062206445,0.03869814525729141,-0.029406530544344084,0.016281342164695792,-0.016719526442384083,-0.008861291422224306,-0.006231035578836375
DLL1,0.03928708362452639,-0.0362944970355396,0.12785420549763432,0.17021723944653075,0.03948613993869186,0.1714682204447623,0.0033185242121288746,0.15453242279786808
TLN1,0.05665372571768286,0.05691233201349927,0.06494186879074745,-0.02041256627449568,0.004078912160870091,-0.0017893881574976827,-0.051939999179452655,-0.03005802879654397
COL2A1,0.02097213063076548,,,,-0.05485025464798759,-0.04927622050493296,-0.00921644437557771,0.08701797978203601
SHH,-0.015077303220695589,-0.04625598015738931,-0.03083316730105709,,0.0645331639470486,0.054471357135111906,-0.03161512199899264,0.003930592764715825
PON2,0.05163187666677293,0.0066349382000653835,-0.02161076614513194,-0.0256288019918848,0.06890555880639221,0.13759472349470575,0.022640753356816378,0.04925945881480691
ICAM5,-0.037478333377816864,0.03361784031081008,,,-0.0355943946006425,0.07768019511215496,-0.05242078899748738,-0.021000053469020223
HPX,-0.02792913626729857,0.009679067148659818,0.03344564744732614,0.06165988830109064,0.019210733739797137,0.0162885357761883,-0.01991101788851504,-0.01107764742124212
SFRP2,-0.015306907842241833,-0.015905044607794672,0.06669982383728526,,0.04026310821295047,-0.02179997175038953,0.006312787721823921,-0.006614485204808353
CFC1,,-0.01223837953664792,,,,,,
CD70,,0.051778945957821516,,0.03238403423487948,0.02947326170655653,-0.01136521774781847,0.06704529659230485,-0.0235591159829428
HP,0.10737067042649334,0.0013326025279948091,0.17029828313350145,0.0017648661609592836,0.016730709426532802,-0.0021206847250357466,-0.02891924039391821,-0.02309910656050818
CXCL2,0.014112174287098152,-0.01590932557421864,0.023108497408105864,-0.046238249527815016,0.0035503967973151682,-0.032030252673531115,0.020635508876528277,0.032558560265824536
NPPB,,-0.010716422841127176,,,0.03812914950222677,-0.03450486408141105,-0.01847633189713389,-0.01566389323544019
CCK,-0.023276175572739772,0.005480328035756499,,,0.11641259570390299,0.12632003276426132,-0.03760004969191945,-0.020320298079042287
SEMA6A,0.07052810048673609,-0.033234575163412654,-0.05010960601723405,-0.001592412968569572,0.05860019309137181,0.020607127312083657,-0.051486427902572574,0.01004619579092067
IRAK4,0.07302175539147311,-0.016559501147008583,-0.03592008899750675,-0.08065985555621027,0.015496385409142029,0.038712592911120294,0.06898365439450135,0.0366216959498145
GSTP1,0.03271096220800475,-0.025693269458258228,-0.03415252948736244,-0.049548598690721535,0.04085097932327872,0.13560756472578298,0.04546383588139271,-0.010782130006182505
VCAM1,0.05570069535749068,-0.006938557978854636,0.009908629197886263,0.04131468540395885,-0.02673601664342472,-0.0014779901619416628,0.042541422322827135,0.08531804956905968
NXPH3,-0.021599679579026688,-0.015386247119680792,0.1617554185020996,-0.034121051472173376,0.05304960340070409,0.0701130895800927,0.022675997745074776,0.04567300153026191
MTMR4,0.026780090706072568,-0.026116983132081453,0.03183651960026375,-0.04414019802462847,0.020944189055228137,0.02303499622610955,0.01248377917204827,-0.008200457929474986
LAMC2,,-0.013490780787996221,,-0.03468941503070819,-0.030845993062439615,0.06963687051754923,-0.01988594876954911,0.029127774236620028
IL10,0.08598488323857938,0.014517809311293069,0.009356514573575683,0.11426368706167822,0.055923848331904405,0.05612778465619446,-4.909306368863185e-05,0.0016470840899934934
SEMA4D,-0.04723831839225754,-0.011022611646240956,-8.243741529913717e-05,-0.05220815340944557,0.06830874790072158,0.1048450591501242,-0.017051852439155052,0.027013306565294947
TRH,0.02066998352704304,-0.035550375882909824,-0.0301362996768506,,0.024276481411950726,0.0319360737054414,-0.00792981373350021,-0.017544610867463083
SEMA6D,0.023286134780986976,0.037577559739367584,-0.043079185383427566,-0.02535030808458857,-0.024955739160257746,0.02864868922697465,-0.030152328910975686,0.043564231064086065
CEL,,,-0.0083003203129284,-0.04318513540749096,0.0205914175631349,0.037077481609781096,0.01705115673305186,-0.011713592798701284
PDCD1LG2,0.06407349780379736,-0.041865532098793866,0.07223659188044931,-0.01515079336123947,0.07382054572102106,-0.030899192497421762,-0.033329894227812726,-0.01523020743120646
SPINT1,0.09347094725492,-0.01146978954120297,0.06562572287717428,-0.031435365853380824,0.0334980286285489,-0.0026014990498303067,-0.02863510934426739,0.07678268287326627
CTHRC1,0.04888219264509274,-0.02237262740127891,-0.02982196023334929,0.016506771052853853,-0.025600229055083867,0.015070559163847875,0.049209018468925295,0.01757427199080734
PODXL,0.06409629179409788,0.036620260824269696,0.005645542098145959,-0.06025419428071497,0.02117486222874756,0.013538141326861704,-0.004096342022041055,0.03880597908693191
JAM3,0.03400910695347262,0.01617124856925156,0.018568607349293366,0.08324836397206618,-0.023644752256573913,0.011105147727257675,0.021822872662742788,-0.0020008409171581388
TGFB2,0.10722875865034925,0.029319155304316072,-0.03840312795945525,0.038984466369903964,0.040889480055612215,0.027935343342471074,0.036431781021975855,0.009753051297510147
COL18A1,0.06412595207609395,0.011178533586641951,-0.001757635934067682,-0.027603208749626906,-0.03614141864724413,-0.044861365370207434,0.011630356067029958,-0.006703587874585124
NODAL,0.03487728775401442,,0.11347886884682568,0.04612300352200632,-0.037507201113892885,0.12345529550850394,-0.022741073891702508,-0.02401139547004233
INHBB,0.06688783157689286,-0.00969975578484578,-0.007646087354802561,0.03632366469999203,-0.05482932641594363,-0.023402595789059375,-0.005453899419649695,0.07181084160461998
LCN1,0.006769837311719672,,,,0.048994765283179385,-0.01963290225747205,,-0.017742065442511015
ARF4,0.03467116605275329,0.014573640509767564,0.07466470857058699,0.051591897617461864,0.04576254559025345,0.10404476271328811,-0.07751035966218454,-0.017354544325008082
CXCL14,0.0070981079063071155,0.026405560517376737,-0.012281065893176873,-0.01928888230390913,0.004625150015968853,-0.10006413463974181,0.05623374367949706,0.0338428641431156
