,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
LIF,0.02820057550815114,0.017904261159861667,0.007574594756425757,-0.0133220638999929,-0.008158249110387287,-0.0466690095739978,0.07027317802009693,-0.0005462511577008251
IL17B,0.03030962099501721,,0.06980764624135204,0.06442320386054178,0.05333520574609162,-0.044222179097713726,0.013398897522802334,0.0245724004869388
MMP1,,,0.14267585596797108,,0.020735840524234782,-0.03846705977016332,-0.020487121749847664,0.002072122632516741
MATN1,0.003945376474140983,-0.010851012708707947,,0.11932004136265291,0.05723799735012611,-0.00822095151285752,0.06293504807077473,-0.021337995875683458
ADAM28,0.033671856574004046,-0.01909365834517473,0.06514344027100445,0.04353525244097797,-0.014335770919414122,-0.009017137302861286,0.012526897811850214,0.062263959768261636
TCN2,0.09414593443264929,-0.014469935202576618,0.08700963635852281,-0.08044894720836915,0.055251157731948164,0.051274400667397545,0.04984521501317343,0.007249911894245418
THPO,0.07077829531013685,-0.022276658584103694,-0.016477396675129288,-0.034689432499761884,,,0.03382148871124195,0.014427213647984305
CUBN,0.03372292002193262,-0.017919394846997967,0.07506093318356617,0.03987198206861743,0.0054197563630938575,0.12954533603953142,0.009066421489512581,-0.05551666249730065
TIMP3,-0.0005387624078189459,0.0011822851551811027,0.023849100924527588,-0.009462307939888866,0.007110164680347817,0.02199769527606024,0.018390135979472692,-0.0703888984242218
PIGF,0.06565903977334567,0.0026622479669355255,0.05312472306096174,0.024930622450578598,0.06901921488189473,0.10480789670254988,0.0131845034937218,0.0802680673886455
CRH,-0.025881646312305558,-0.017082026918187134,,,-0.035604763458279697,0.010109900131545183,0.008009423345894637,-0.02630921229172243
BDNF,-0.04876828256950554,0.036020618330718804,0.09848377387722752,,-0.012086445384744697,0.04610782788093481,0.04158417100935034,0.03618468777068561
CCL5,0.06854213760995671,0.005494820711899174,0.08523487735954036,-0.02203604688884005,-0.05754597127077153,0.02241489121577794,-0.044056641836227386,0.06437236264648312
GAD1,-0.042508106153937436,-0.009617263214159212,0.1396759210417926,-0.0024460135154033566,0.08804416303232701,0.12465145027512979,-0.011105321900128261,0.06496728463030059
COL14A1,0.009217612781645967,0.023769448958846227,0.06099912243538898,-0.06292166521387185,-0.003848871809743417,-0.0005941791693645906,0.013175105229171832,0.05864884980822853
HLA-A,0.08320976773776315,-0.060797544087313096,-0.02600306799033678,-0.0035715961420567026,-0.09464335247505314,-0.18998626606934496,-0.018101596494462475,-0.018628424354483204
FGF18,,-0.011627287613874372,,,-0.018947377756959947,0.0552406191754616,-0.03540320420224382,-0.017544612275053446
ADM,0.0458274015116688,0.006264428507671137,-0.08046008781363025,0.014265806314649947,-0.009143455029891298,-0.0809303854542002,-0.05113203574980856,0.03427364421491162
CCL15,,,,,,,,0.011658169803081878
GNAI2,0.05603482364903519,-0.0036966531131071667,0.04038608283485551,-0.10303084617111384,0.0022530558568657597,-0.0434497205003976,0.014279802790890169,-0.019983408337152165
HDC,0.04278231065278382,,,-0.01852890109142757,,,,0.012365111388980655
COL11A1,-0.030600167951871784,-0.022206835568388702,0.03237538466869198,,-0.01038384377965489,-0.0030306531695590295,0.007080528518543694,0.05321261999665751
NUCB2,0.03213423558109564,-0.02019241667830592,0.023936445647782963,0.06867617807420362,-0.09426108057619755,-0.09518558027065196,-0.03368396392806411,-0.004710096606097506
CXCL1,0.014365533063962124,-0.024552991000717405,-0.053711039582511506,0.05836055864452523,-0.03540799513157669,-0.046751969588371745,-0.011183443639071857,-0.03827877638133757
VCAN,-0.0010719574743860928,0.01123008269917668,-0.011573580705372361,-0.07637855303469361,0.042646618025953875,0.08490626846249572,0.0006883137114948618,-0.05061368804275851
MMP7,-0.012285239230298416,-0.010716422782576633,-0.0058981703708417006,,-0.001845340899329064,-0.0829556032776697,0.03141386084123636,-0.002691025842734755
PTPN6,0.0436508590236456,0.04124076888008761,0.0599983441967851,0.04790621312712767,0.0013159064244909605,-0.007631705650203324,-0.01091996185113175,0.034103135246592454
PTGS2,-0.048181338883197915,0.029913297857102866,0.02609247726749673,-0.0214546424038526,-0.027225589297628066,-0.08877269033669091,-0.031807845496692334,-0.01490863348887711
XCL1,,-0.017601323449639793,,,,,,
CD58,0.0660027153369434,0.014063914785386933,0.13154620562832342,-0.041106010700936946,0.07580090739574491,0.09595285539661273,-0.007715009471118534,0.07528475223955369
TNFSF14,0.06607723675852761,-0.01790096092636613,0.10472131395909579,,-0.032832950532901126,0.027565477482034622,0.04715612184159516,-0.023947478703691218
CNTN4,-0.005785563955669348,0.05685468878686645,,,-0.0006757482002786049,0.04852976829764691,-0.006732891005730219,0.03676021693068411
INSL3,,-0.012357162575361003,,,-0.03651433586878044,-0.006552064854705993,-0.029582325761090378,0.11555517824657452
BTLA,,,,,,,,0.020582719185184357
MFNG,0.02220917765640175,-0.038672720983128676,0.1382273998202701,0.030837746068460608,0.01909150156418883,0.013018810131750203,0.002749198845580921,0.05583510460869902
ICAM1,0.05246123221386703,-0.03417881746695913,-0.009751356534101082,0.0526096498328862,0.0116647525112118,-0.05832544163576479,0.06685787315000646,0.014698920726554888
PROS1,0.06469373630616963,0.05571759371321762,0.0790315824709435,0.009974508529819136,0.02450966816036835,0.033262696863036435,-0.0008675513758416026,-0.04750419525927413
CLCF1,0.08368655220349894,-0.014929194724871562,0.03581737968473201,0.07388635858445318,-0.004903419564799639,0.06092901449169111,0.048066756843762735,0.025409502613391213
PSAP,-0.06103694476781918,-0.014718147799222127,0.02962162643862818,-0.0438580326613598,0.0075328087732258785,-0.07765368090835835,0.010347445934744931,-0.025901598128948967
EFEMP1,0.04565672092308199,-0.02983221930088262,-0.05442352779788018,-0.1354226015256125,0.054833849124124465,0.032299487739365224,0.022462110831592094,-0.0044643623131008486
C1QTNF1,0.04485436829047794,0.04271264935587554,0.0630530219489259,-0.029667904110289613,-0.05826069219076853,-0.1688623128921605,-0.008843996595329664,0.012552709860482616
ALB,-0.02060694313762115,-0.013490780442667301,-0.07825908243859576,-0.01720334659397558,0.021145816141312557,-0.05028601915729509,-0.0006111117881775122,-0.023559123335456095
CCL13,,,,,0.05078552383157611,,-0.03318272543287333,
EFNA3,-0.006759072384272091,-0.004734617215529349,0.01586113877339753,-0.053486136550888505,0.008577896366099303,0.045386831152793176,0.03209455398891366,0.008767012483410757
DRAXIN,0.10350574003353577,-0.006531654241672312,-0.06417804415616433,-0.02154302224756824,-0.0379167039218775,-0.06770817055887332,0.04392060998587626,0.0901340471555071
RAET1L,,,,,,0.07058541515599921,-0.03593976754152129,
NPTX2,-0.04297508091536531,-0.006764354210498773,-0.013217543802280315,,-0.0021362479210993842,0.05589840646075509,0.05864079396064013,0.054508717217465204
FGF11,0.07998242568122456,-0.021437630797068556,-0.03639140199242924,-0.06393879958902748,0.06080468420589398,0.004929245283449558,0.03508641257437514,0.02022097186508147
CD59,-0.10070821144743941,-0.023418555658513026,0.07243023159444827,0.04886140337794213,-0.0027093054739216697,-0.0075117676536369665,-0.011095323438734489,-0.03579838039657491
COL9A2,-6.042877987769598e-05,0.02670115896468815,0.1150130750916202,0.028862653664065173,0.09147032599386119,0.11199689396857551,-0.017174908102200348,0.08109254175914936
DLL3,0.11046049030637467,0.019558547260073847,0.052395008856698545,0.07286372948538938,0.062008189900538094,0.16121313384768224,0.012596431151285715,0.05898311731547489
FGF5,-0.016409192814650832,,,,,,,0.015446264572670017
LIN7C,0.05972166772371737,0.004732483401153467,0.07321680967505262,0.06990995831052679,0.014426708915097954,0.07226455607221476,-0.026986781798957873,-0.004740402208029405
GDF7,-0.029353364414415065,-0.018630836150605713,,,,0.03167852945051725,-0.024048704138731457,-0.029719787166239527
PSPN,-0.0416718123305631,-0.014820404382959215,0.0388113248805339,-0.0709142337765417,0.061504079212535534,0.044740153929217714,-0.028335410555468597,0.005816165886513767
ANGPT1,0.06680335990036534,0.07208454322136255,-0.05212284288085571,-0.006509509499619985,-0.013096148695433895,0.06652835469031952,0.01591094834158419,-0.009254364206118458
PNOC,-0.08136714849155555,0.04978789197794864,,,,-0.02984413977692773,-0.015507244241276254,-0.021503405483715373
L1CAM,-0.028208273256411075,0.0034365517978970253,0.0717032491468828,0.04562543236941012,-0.016306327266259284,-0.12536995960509636,-0.00879424616435301,-0.026170671185343684
APOA1,-0.013267772625467224,0.018177067079265054,-0.11429980148001088,0.024286347069827352,0.035014223377688045,0.11108095011141554,-0.007348055452093886,0.02118014660226234
PSEN1,-0.025129495744444244,0.00600211783581958,0.07546658256551828,0.04479952606651886,-0.041898637804794796,0.04835388260210194,0.03483913710961261,-0.01954040015326596
CALM2,-0.09621285862773749,0.04853760168549652,-0.031689987761066074,0.01191448065639097,-0.007057163178296669,0.1245617617910852,-0.010942350222594937,0.08384986154240999
